James Madison,2429,Charlotte,256
9:48,256,Yohanny Dalembert Defensive Rebound.,16,18
9:41,256,Foul on Tom Vodanovich.,16,18
9:41,2429,Foul on Anthony Vanhook.,16,18
9:41,2429,Technical Foul on Anthony Vanhook.,16,18
9:41,256,Technical Foul on Tom Vodanovich.,16,18
9:38,2429,Braxton Ogbueze missed Jumper.,16,18
9:38,256,Shakir Brown missed Jumper.,16,18
9:38,2429,JC Washington Defensive Rebound.,16,18
9:36,256,Foul on Yohanny Dalembert.,16,18
9:19,2429,Foul on Anthony Vanhook.,16,18
9:19,2429,Anthony Vanhook Turnover.,16,18
8:59,256,Yohanny Dalembert Turnover.,16,18
8:56,2429,Jon Davis Steal.,16,18
8:54,2429,Andrien White made Dunk.,16,20
8:32,256,Shakir Brown missed Three Point Jumper.,16,20
8:32,2429,Quentin Jackson Defensive Rebound.,16,20
8:19,2429,Quentin Jackson missed Three Point Jumper.,16,20
8:19,256,Jackson Kent Defensive Rebound.,16,20
8:10,256,Yohanny Dalembert made Layup. Assisted by Jackson Kent.,18,20
8:03,2429,Jon Davis made Three Point Jumper.,18,23
7:37,256,Shakir Brown missed Three Point Jumper.,18,23
7:37,2429,Charlotte Defensive Rebound.,18,23
7:14,2429,Quentin Jackson missed Jumper.,18,23
7:14,256,Terrence Johnson Defensive Rebound.,18,23
7:01,2429,Foul on Quentin Jackson.,18,23
7:01,256,Joey McLean made Free Throw.,19,23
7:01,256,Joey McLean made Free Throw.,20,23
6:50,2429,Braxton Ogbueze missed Three Point Jumper.,20,23
6:50,256,Jackson Kent Defensive Rebound.,20,23
6:38,256,Yohanny Dalembert made Layup. Assisted by Jackson Kent.,22,23
6:20,2429,JC Washington missed Jumper.,22,23
6:20,2429,Najee Garvin Offensive Rebound.,22,23
6:19,256,Foul on Jackson Kent.,22,23
6:16,2429,JC Washington Turnover.,22,23
6:14,256,Joey McLean Steal.,22,23
6:12,2429,Foul on Quentin Jackson.,22,23
6:12,256,Joey McLean made Free Throw.,23,23
6:12,256,Joey McLean made Free Throw.,24,23
6:04,2429,Jon Davis missed Jumper.,24,23
6:04,256,Yohanny Dalembert Block.,24,23
6:01,256,Vince Holmes Defensive Rebound.,24,23
5:58,256,Jackson Kent made Layup. Assisted by Vince Holmes.,26,23
5:29,2429,Quentin Jackson Turnover.,26,23
5:27,256,Vince Holmes Steal.,26,23
5:27,2429,Foul on JC Washington.,26,23
5:27,2429,Technical Foul on JC Washington.,26,23
5:27,256,Jackson Kent made Free Throw.,27,23
5:27,256,Jackson Kent missed Free Throw.,27,23
5:27,256,James Madison Deadball Team Rebound.,27,23
5:21,256,Terrence Johnson missed Three Point Jumper.,27,23
5:21,256,Yohanny Dalembert Offensive Rebound.,27,23
5:16,256,Yohanny Dalembert missed Jumper.,27,23
5:16,2429,Benas Griciunas Block.,27,23
5:16,256,James Madison Offensive Rebound.,27,23
5:13,256,Foul on Jackson Kent.,27,23
5:13,256,Jackson Kent Turnover.,27,23
5:01,2429,Jon Davis made Jumper.,27,25
4:36,256,Yohanny Dalembert made Layup. Assisted by Shakir Brown.,29,25
4:16,2429,Braxton Ogbueze missed Three Point Jumper.,29,25
4:16,256,Ivan Lukic Defensive Rebound.,29,25
4:03,256,Foul on Yohanny Dalembert.,29,25
4:03,256,Yohanny Dalembert Turnover.,29,25
3:53,2429,Jon Davis Turnover.,29,25
3:50,2429,Official TV Timeout,29,25
3:27,256,Ivan Lukic made Layup. Assisted by Shakir Brown.,31,25
3:10,2429,Braxton Ogbueze missed Three Point Jumper.,31,25
3:10,256,Shakir Brown Defensive Rebound.,31,25
2:52,256,Ivan Lukic made Layup. Assisted by Jackson Kent.,33,25
2:37,2429,Najee Garvin Turnover.,33,25
2:33,256,Shakir Brown Steal.,33,25
2:33,256,Shakir Brown made Layup.,35,25
2:33,2429,Charlotte  Timeout,35,25
2:15,2429,Quentin Jackson missed Jumper.,35,25
2:15,256,Ivan Lukic Block.,35,25
2:12,256,Shakir Brown Defensive Rebound.,35,25
2:07,256,Shakir Brown Turnover.,35,25
2:07,2429,Lukas Bergang Steal.,35,25
1:48,2429,Andrien White missed Three Point Jumper.,35,25
1:48,256,Shakir Brown Defensive Rebound.,35,25
1:22,256,Jackson Kent missed Three Point Jumper.,35,25
1:22,2429,Andrien White Defensive Rebound.,35,25
1:16,256,Foul on Shakir Brown.,35,25
1:16,2429,Andrien White made Free Throw.,35,26
1:16,2429,Andrien White made Free Throw.,35,27
0:57,256,Joey McLean missed Three Point Jumper.,35,27
0:57,256,Ivan Lukic Offensive Rebound.,35,27
0:49,256,Ivan Lukic missed Jumper.,35,27
0:49,256,Joey McLean Offensive Rebound.,35,27
0:33,256,Shakir Brown Turnover.,35,27
0:08,2429,Jon Davis made Layup.,35,29
0:05,256,James Madison  Timeout,35,29
0:00,2429,End of 1st half,35,29
19:44,256,Foul on Yohanny Dalembert.,35,29
19:44,256,Yohanny Dalembert Turnover.,35,29
19:36,2429,Jon Davis missed Jumper.,35,29
19:36,256,Yohanny Dalembert Block.,35,29
19:34,256,James Madison Defensive Rebound.,35,29
19:13,256,Yohanny Dalembert made Layup. Assisted by Shakir Brown.,37,29
18:49,2429,Andrien White missed Three Point Jumper.,37,29
18:49,256,Shakir Brown Defensive Rebound.,37,29
18:28,256,Joey McLean missed Three Point Jumper.,37,29
18:28,256,Yohanny Dalembert Offensive Rebound.,37,29
18:06,256,Shakir Brown missed Jumper.,37,29
18:06,2429,Andrien White Defensive Rebound.,37,29
18:00,2429,Andrien White made Layup.,37,31
17:34,256,Jackson Kent missed Three Point Jumper.,37,31
17:34,2429,Andrien White Defensive Rebound.,37,31
17:20,256,Foul on Shakir Brown.,37,31
17:20,2429,Anthony Vanhook made Free Throw.,37,32
17:20,2429,Anthony Vanhook made Free Throw.,37,33
17:01,256,Tom Vodanovich Turnover.,37,33
16:50,2429,Braxton Ogbueze missed Three Point Jumper.,37,33
16:50,256,Dimitrije Cabarkapa Defensive Rebound.,37,33
16:40,256,Shakir Brown missed Three Point Jumper.,37,33
16:40,2429,Anthony Vanhook Defensive Rebound.,37,33
16:18,2429,Anthony Vanhook made Layup.,37,35
15:56,256,Tom Vodanovich missed Three Point Jumper.,37,35
15:56,256,Shakir Brown Offensive Rebound.,37,35
15:50,256,Shakir Brown Turnover.,37,35
15:49,2429,Andrien White Steal.,37,35
15:47,2429,Braxton Ogbueze missed Three Point Jumper.,37,35
15:47,256,Jackson Kent Defensive Rebound.,37,35
15:29,256,Dimitrije Cabarkapa missed Jumper.,37,35
15:29,2429,Anthony Vanhook Defensive Rebound.,37,35
15:07,2429,Braxton Ogbueze missed Three Point Jumper.,37,35
15:07,256,Dimitrije Cabarkapa Defensive Rebound.,37,35
14:52,256,Foul on Dimitrije Cabarkapa.,37,35
14:52,256,Dimitrije Cabarkapa Turnover.,37,35
14:26,2429,Braxton Ogbueze missed Three Point Jumper.,37,35
14:26,256,Dimitrije Cabarkapa Defensive Rebound.,37,35
14:13,256,Ramone Snowden missed Layup.,37,35
14:13,256,Ramone Snowden Offensive Rebound.,37,35
14:09,256,Ramone Snowden missed Jumper.,37,35
14:09,2429,Charlotte Defensive Rebound.,37,35
14:01,2429,Quentin Jackson made Layup.,37,37
13:46,256,Vince Holmes missed Jumper.,37,37
13:46,2429,Jon Davis Block.,37,37
13:43,256,Ramone Snowden Offensive Rebound.,37,37
13:40,256,Ramone Snowden made Jumper.,39,37
13:38,256,Foul on Joey McLean.,39,37
13:25,2429,Najee Garvin made Layup. Assisted by Quentin Jackson.,39,39
13:07,256,Shakir Brown made Layup. Assisted by Ramone Snowden.,41,39
12:46,2429,Jon Davis made Three Point Jumper. Assisted by Quentin Jackson.,41,42
12:35,256,Paulius Satkus Turnover.,41,42
12:32,2429,Jon Davis Steal.,41,42
12:30,2429,Jon Davis missed Layup.,41,42
12:30,2429,Najee Garvin Offensive Rebound.,41,42
12:29,256,Foul on Paulius Satkus.,41,42
12:20,2429,Anthony Vanhook made Dunk.,41,44
12:08,2429,Foul on Najee Garvin.,41,44
12:08,256,Paulius Satkus missed Free Throw.,41,44
12:08,256,James Madison Deadball Team Rebound.,41,44
12:08,256,Paulius Satkus missed Free Throw.,41,44
12:08,2429,Anthony Vanhook Defensive Rebound.,41,44
11:52,2429,Anthony Vanhook missed Jumper.,41,44
11:52,256,Joey McLean Defensive Rebound.,41,44
11:43,256,Joey McLean Turnover.,41,44
11:41,2429,Anthony Vanhook Steal.,41,44
11:38,256,Foul on Vince Holmes.,41,44
11:38,2429,Official TV Timeout,41,44
11:38,2429,Najee Garvin made Free Throw.,41,45
11:38,2429,Najee Garvin made Free Throw.,41,46
11:15,256,Yohanny Dalembert missed Jumper.,41,46
11:15,2429,Charlotte Defensive Rebound.,41,46
10:50,2429,Jon Davis made Three Point Jumper.,41,49
10:30,256,Vince Holmes missed Three Point Jumper.,41,49
10:30,2429,Andrien White Defensive Rebound.,41,49
10:06,2429,Andrien White Turnover.,41,49
9:53,256,Yohanny Dalembert made Layup.,43,49
9:36,2429,Najee Garvin missed Jumper.,43,49
9:36,256,Yohanny Dalembert Block.,43,49
9:33,256,Yohanny Dalembert Defensive Rebound.,43,49
9:23,256,Joey McLean missed Jumper.,43,49
9:23,2429,Charlotte Defensive Rebound.,43,49
9:21,2429,Jon Davis missed Jumper.,43,49
9:21,256,Yohanny Dalembert Block.,43,49
9:20,2429,Charlotte Offensive Rebound.,43,49
8:56,256,Foul on Tom Vodanovich.,43,49
8:56,2429,Anthony Vanhook made Free Throw.,43,50
8:56,2429,Anthony Vanhook made Free Throw.,43,51
8:36,2429,Foul on Anthony Vanhook.,43,51
8:29,256,Yohanny Dalembert Turnover.,43,51
8:26,2429,Andrien White Steal.,43,51
8:26,256,Foul on Yohanny Dalembert.,43,51
8:26,2429,Jon Davis missed Free Throw.,43,51
8:26,256,Jackson Kent Defensive Rebound.,43,51
8:18,256,Shakir Brown missed Jumper.,43,51
8:18,2429,Andrien White Defensive Rebound.,43,51
7:53,2429,Andrien White missed Jumper.,43,51
7:53,256,Tom Vodanovich Defensive Rebound.,43,51
7:42,256,Foul on Tom Vodanovich.,43,51
7:42,256,Tom Vodanovich Turnover.,43,51
7:42,256,Technical Foul on James Madison.,43,51
7:42,256,Foul on James Madison.,43,51
7:42,2429,Official TV Timeout,43,51
7:42,2429,Jon Davis made Free Throw.,43,52
7:42,2429,Jon Davis made Free Throw.,43,53
7:30,2429,Jon Davis missed Three Point Jumper.,43,53
7:30,2429,Reid Aube Offensive Rebound.,43,53
7:17,2429,Jon Davis made Three Point Jumper.,43,56
6:55,256,Dimitrije Cabarkapa missed Jumper.,43,56
6:55,2429,Reid Aube Block.,43,56
6:55,256,James Madison Offensive Rebound.,43,56
6:53,256,Shakir Brown made Three Point Jumper. Assisted by Joey McLean.,46,56
6:37,2429,Foul on Reid Aube.,46,56
6:37,2429,Reid Aube Turnover.,46,56
6:32,256,Joey McLean missed Three Point Jumper.,46,56
6:32,256,Shakir Brown Offensive Rebound.,46,56
6:27,256,Shakir Brown missed Layup.,46,56
6:27,256,Shakir Brown Offensive Rebound.,46,56
6:24,256,Shakir Brown missed Layup.,46,56
6:24,2429,Charlotte Defensive Rebound.,46,56
6:13,2429,Najee Garvin made Layup.,46,58
5:46,256,Tom Vodanovich made Layup.,48,58
5:46,2429,Foul on Reid Aube.,48,58
5:46,256,Tom Vodanovich made Free Throw.,49,58
5:30,2429,Jon Davis missed Three Point Jumper.,49,58
5:30,256,Dimitrije Cabarkapa Defensive Rebound.,49,58
5:16,256,Joey McLean missed Jumper.,49,58
5:16,2429,Andrien White Block.,49,58
5:14,2429,Andrien White Defensive Rebound.,49,58
5:13,2429,Andrien White missed Jumper.,49,58
5:13,256,James Madison Defensive Rebound.,49,58
5:02,2429,Foul on Najee Garvin.,49,58
5:02,256,Jackson Kent made Free Throw.,50,58
5:02,256,Jackson Kent made Free Throw.,51,58
4:50,256,Foul on Shakir Brown.,51,58
4:50,2429,Quentin Jackson missed Free Throw.,51,58
4:50,2429,Charlotte Deadball Team Rebound.,51,58
4:50,2429,Quentin Jackson made Free Throw.,51,59
4:23,256,Jackson Kent Turnover.,51,59
4:21,2429,Anthony Vanhook Steal.,51,59
3:54,2429,Jon Davis missed Three Point Jumper.,51,59
3:54,2429,Najee Garvin Offensive Rebound.,51,59
3:48,2429,Najee Garvin Turnover.,51,59
3:47,256,Joey McLean Steal.,51,59
3:43,2429,Foul on Quentin Jackson.,51,59
3:43,2429,Official TV Timeout,51,59
3:23,256,Tom Vodanovich missed Three Point Jumper.,51,59
3:23,2429,Jon Davis Defensive Rebound.,51,59
3:03,2429,Quentin Jackson missed Three Point Jumper.,51,59
3:03,256,Yohanny Dalembert Defensive Rebound.,51,59
2:55,256,Shakir Brown missed Three Point Jumper.,51,59
2:55,2429,Anthony Vanhook Defensive Rebound.,51,59
2:29,2429,Anthony Vanhook missed Jumper.,51,59
2:29,2429,Anthony Vanhook Offensive Rebound.,51,59
1:57,2429,Reid Aube Turnover.,51,59
1:47,256,Jackson Kent made Layup.,53,59
1:20,2429,Quentin Jackson made Layup.,53,61
1:17,2429,Charlotte  Timeout,53,61
1:03,256,Jackson Kent missed Three Point Jumper.,53,61
1:03,2429,Jon Davis Block.,53,61
1:01,256,Shakir Brown Offensive Rebound.,53,61
0:55,256,Jackson Kent missed Jumper.,53,61
0:55,2429,Jon Davis Defensive Rebound.,53,61
0:49,256,Foul on Shakir Brown.,53,61
0:49,2429,Jon Davis missed Free Throw.,53,61
0:49,2429,Charlotte Deadball Team Rebound.,53,61
0:49,2429,Jon Davis missed Free Throw.,53,61
0:49,256,Tom Vodanovich Defensive Rebound.,53,61
0:43,2429,Foul on Reid Aube.,53,61
0:43,256,Vince Holmes missed Free Throw.,53,61
0:43,256,James Madison Deadball Team Rebound.,53,61
0:43,256,Vince Holmes made Free Throw.,54,61
0:38,256,Foul on Joey McLean.,54,61
0:38,2429,Andrien White made Free Throw.,54,62
0:38,2429,Andrien White made Free Throw.,54,63
0:30,256,Yohanny Dalembert made Layup. Assisted by Joey McLean.,56,63
0:29,256,James Madison  Timeout,56,63
0:27,256,Foul on Terrence Johnson.,56,63
0:27,2429,Andrien White made Free Throw.,56,64
0:27,2429,Andrien White made Free Throw.,56,65
0:23,256,Shakir Brown Turnover.,56,65
0:21,2429,Anthony Vanhook Steal.,56,65
0:00,2429,End of Game,56,65
