Virginia Tech,130,Michigan,259
3:30,130,Foul on Zak Irvin.,21,34
3:30,130,Zak Irvin Turnover.,21,34
3:30,130,Official TV Timeout,21,34
3:11,259,Justin Robinson missed Three Point Jumper.,21,34
3:11,130,Derrick Walton Jr. Defensive Rebound.,21,34
2:48,130,Mark Donnal Turnover.,21,34
2:30,259,Seth Allen made Three Point Jumper.,24,34
2:15,130,Muhammad-Ali Abdur-Rahkman Turnover.,24,34
2:15,259,Seth Allen Steal.,24,34
2:11,130,Foul on Derrick Walton Jr..,24,34
2:11,259,Justin Bibbs made Free Throw.,25,34
2:11,259,Justin Bibbs made Free Throw.,26,34
2:04,130,Mark Donnal missed Three Point Jumper.,26,34
2:04,259,Chris Clarke Defensive Rebound.,26,34
1:54,259,Foul on Seth Allen.,26,34
1:54,259,Seth Allen Turnover.,26,34
1:40,130,Zak Irvin made Three Point Jumper. Assisted by Derrick Walton Jr..,26,37
1:30,259,Justin Bibbs missed Jumper.,26,37
1:30,259,Khadim Sy Offensive Rebound.,26,37
1:25,259,Khadim Sy made Layup.,28,37
1:25,130,Foul on Mark Donnal.,28,37
1:25,259,Khadim Sy missed Free Throw.,28,37
1:25,130,Moritz Wagner Defensive Rebound.,28,37
1:06,130,Duncan Robinson made Jumper.,28,39
0:44,259,Chris Clarke missed Jumper.,28,39
0:44,130,Zak Irvin Defensive Rebound.,28,39
0:29,130,Michigan  Timeout,28,39
0:18,130,Moritz Wagner missed Jumper.,28,39
0:18,259,Seth Allen Defensive Rebound.,28,39
0:05,259,Justin Robinson made Layup.,30,39
0:00,130,End of 1st half,30,39
20:00,259,Jump Ball won by Virginia Tech,30,39
19:45,259,Chris Clarke made Jumper.,32,39
19:20,130,D.J. Wilson missed Jumper.,32,39
19:20,259,Khadim Sy Defensive Rebound.,32,39
19:13,259,Ahmed Hill missed Three Point Jumper.,32,39
19:13,130,D.J. Wilson Defensive Rebound.,32,39
19:13,130,D.J. Wilson Turnover.,32,39
19:13,259,Khadim Sy Steal.,32,39
19:03,259,Justin Robinson missed Three Point Jumper.,32,39
19:03,130,Derrick Walton Jr. Defensive Rebound.,32,39
18:54,130,Derrick Walton Jr. missed Layup.,32,39
18:54,130,D.J. Wilson Offensive Rebound.,32,39
18:52,259,Foul on Chris Clarke.,32,39
18:43,130,D.J. Wilson missed Jumper.,32,39
18:43,259,Chris Clarke Defensive Rebound.,32,39
18:19,259,Khadim Sy missed Jumper.,32,39
18:19,259,Khadim Sy Offensive Rebound.,32,39
18:15,259,Khadim Sy made Jumper.,34,39
18:00,130,Muhammad-Ali Abdur-Rahkman missed Three Point Jumper.,34,39
18:00,130,Moritz Wagner Offensive Rebound.,34,39
17:38,130,Moritz Wagner made Layup.,34,41
17:22,259,Justin Bibbs made Three Point Jumper. Assisted by Chris Clarke.,37,41
16:52,259,Foul on Khadim Sy.,37,41
16:36,130,Zak Irvin missed Jumper.,37,41
16:36,259,Ahmed Hill Defensive Rebound.,37,41
16:19,130,Foul on Mark Donnal.,37,41
16:19,259,Zach LeDay made Free Throw.,38,41
16:19,259,Zach LeDay made Free Throw.,39,41
16:09,130,Moritz Wagner made Layup.,39,43
15:52,130,Foul on D.J. Wilson.,39,43
15:52,130,Official TV Timeout,39,43
15:33,259,Zach LeDay made Dunk. Assisted by Justin Robinson.,41,43
15:12,130,Zak Irvin missed Three Point Jumper.,41,43
15:12,259,Ty Outlaw Defensive Rebound.,41,43
14:50,259,Justin Robinson Turnover.,41,43
14:50,130,Moritz Wagner Steal.,41,43
14:33,130,Moritz Wagner made Layup. Assisted by Derrick Walton Jr..,41,45
14:10,259,Chris Clarke made Layup.,43,45
14:10,130,Foul on Moritz Wagner.,43,45
14:10,259,Chris Clarke made Free Throw.,44,45
13:52,130,Zak Irvin made Layup.,44,47
13:32,259,Foul on Ahmed Hill.,44,47
13:32,259,Ahmed Hill Turnover.,44,47
13:18,130,Duncan Robinson made Three Point Jumper. Assisted by Moritz Wagner.,44,50
13:04,259,Virginia Tech  Timeout,44,50
13:02,130,Foul on Duncan Robinson.,44,50
12:59,259,Justin Bibbs missed Three Point Jumper.,44,50
12:59,130,Zak Irvin Defensive Rebound.,44,50
12:47,130,Zak Irvin Turnover.,44,50
12:47,259,Justin Robinson Steal.,44,50
12:41,259,Justin Robinson missed Layup.,44,50
12:41,259,Zach LeDay Offensive Rebound.,44,50
12:41,259,Zach LeDay made Two Point Tip Shot.,46,50
12:24,259,Foul on Zach LeDay.,46,50
12:24,130,Moritz Wagner missed Free Throw.,46,50
12:24,130,Michigan Deadball Team Rebound.,46,50
12:24,130,Moritz Wagner made Free Throw.,46,51
12:06,259,Zach LeDay missed Jumper.,46,51
12:06,130,Derrick Walton Jr. Defensive Rebound.,46,51
11:35,130,Zak Irvin made Jumper.,46,53
11:22,130,Foul on Duncan Robinson.,46,53
11:22,130,Official TV Timeout,46,53
11:18,130,Foul on Muhammad-Ali Abdur-Rahkman.,46,53
11:18,259,Justin Robinson made Free Throw.,47,53
11:18,259,Justin Robinson made Free Throw.,48,53
11:00,130,Zak Irvin missed Three Point Jumper.,48,53
11:00,130,Jon Teske Offensive Rebound.,48,53
10:55,259,Foul on Zach LeDay.,48,53
10:47,130,Zak Irvin missed Jumper.,48,53
10:47,259,Zach LeDay Defensive Rebound.,48,53
10:24,259,Ahmed Hill missed Three Point Jumper.,48,53
10:24,259,Ahmed Hill Offensive Rebound.,48,53
10:17,259,Ahmed Hill missed Layup.,48,53
10:17,130,Jon Teske Defensive Rebound.,48,53
9:59,259,Foul on Justin Bibbs.,48,53
9:42,130,Zak Irvin made Jumper.,48,55
9:25,259,Zach LeDay made Jumper. Assisted by Seth Allen.,50,55
9:10,130,Duncan Robinson made Layup. Assisted by Derrick Walton Jr..,50,57
8:49,259,Seth Allen missed Three Point Jumper.,50,57
8:49,130,Muhammad-Ali Abdur-Rahkman Defensive Rebound.,50,57
8:15,130,Muhammad-Ali Abdur-Rahkman made Three Point Jumper.,50,60
8:04,259,Ahmed Hill missed Layup.,50,60
8:04,259,Ahmed Hill Offensive Rebound.,50,60
8:01,259,Ahmed Hill missed Layup.,50,60
8:01,259,Zach LeDay Offensive Rebound.,50,60
8:01,259,Zach LeDay Turnover.,50,60
8:01,130,Jump Ball won by Michigan,50,60
7:44,259,Foul on Justin Robinson.,50,60
7:44,130,Official TV Timeout,50,60
7:44,130,Derrick Walton Jr. missed Free Throw.,50,60
7:44,259,Zach LeDay Defensive Rebound.,50,60
7:44,130,Foul on D.J. Wilson.,50,60
7:44,259,Chris Clarke made Free Throw.,51,60
7:44,259,Chris Clarke made Free Throw.,52,60
7:26,130,Zak Irvin made Layup.,52,62
7:07,259,Zach LeDay made Jumper.,54,62
6:44,130,Zak Irvin missed Three Point Jumper.,54,62
6:44,259,Chris Clarke Defensive Rebound.,54,62
6:31,259,Justin Robinson made Jumper.,56,62
6:07,259,Foul on Zach LeDay.,56,62
6:07,130,Muhammad-Ali Abdur-Rahkman missed Free Throw.,56,62
6:07,130,Michigan Deadball Team Rebound.,56,62
6:07,130,Muhammad-Ali Abdur-Rahkman made Free Throw.,56,63
6:07,130,Michigan  Timeout,56,63
6:01,259,Chris Clarke missed Jumper.,56,63
6:01,130,Zak Irvin Defensive Rebound.,56,63
5:36,130,Duncan Robinson missed Three Point Jumper.,56,63
5:36,259,Ty Outlaw Defensive Rebound.,56,63
5:23,259,Ahmed Hill made Layup.,58,63
5:04,259,Foul on Ahmed Hill.,58,63
5:04,130,Muhammad-Ali Abdur-Rahkman made Free Throw.,58,64
5:04,130,Muhammad-Ali Abdur-Rahkman made Free Throw.,58,65
4:55,259,Zach LeDay made Jumper. Assisted by Justin Robinson.,60,65
4:55,130,Foul on Duncan Robinson.,60,65
4:55,259,Zach LeDay made Free Throw.,61,65
4:34,130,Zak Irvin missed Layup.,61,65
4:34,259,Chris Clarke Defensive Rebound.,61,65
4:24,259,Ahmed Hill Turnover.,61,65
4:24,259,Foul on Ahmed Hill.,61,65
4:11,130,Derrick Walton Jr. missed Three Point Jumper.,61,65
4:11,130,Derrick Walton Jr. Offensive Rebound.,61,65
3:48,130,Moritz Wagner Turnover.,61,65
3:48,130,Official TV Timeout,61,65
3:38,259,Zach LeDay missed Jumper.,61,65
3:38,130,D.J. Wilson Block.,61,65
3:38,130,Muhammad-Ali Abdur-Rahkman Defensive Rebound.,61,65
3:09,130,Muhammad-Ali Abdur-Rahkman missed Three Point Jumper.,61,65
3:09,259,Zach LeDay Defensive Rebound.,61,65
3:03,130,Foul on D.J. Wilson.,61,65
3:03,259,Zach LeDay made Free Throw.,62,65
3:03,259,Zach LeDay made Free Throw.,63,65
2:48,130,Duncan Robinson made Layup.,63,67
2:23,259,Justin Bibbs made Three Point Jumper. Assisted by Justin Robinson.,66,67
2:00,130,Duncan Robinson missed Three Point Jumper.,66,67
2:00,259,Justin Bibbs Defensive Rebound.,66,67
1:50,259,Seth Allen made Layup.,68,67
1:38,130,Michigan  Timeout,68,67
1:32,130,Muhammad-Ali Abdur-Rahkman missed Jumper.,68,67
1:32,259,Zach LeDay Defensive Rebound.,68,67
1:06,259,Seth Allen made Three Point Jumper. Assisted by Chris Clarke.,71,67
0:50,130,Zak Irvin missed Three Point Jumper.,71,67
0:50,130,Muhammad-Ali Abdur-Rahkman Offensive Rebound.,71,67
0:44,130,Duncan Robinson made Three Point Jumper. Assisted by Derrick Walton Jr..,71,70
0:42,130,Michigan  Timeout,71,70
0:30,259,Foul on Seth Allen.,71,70
0:30,259,Seth Allen Turnover.,71,70
0:14,130,Zak Irvin missed Jumper.,71,70
0:14,259,Virginia Tech Defensive Rebound.,71,70
0:04,130,Foul on Zak Irvin.,71,70
0:04,259,Justin Bibbs made Free Throw.,72,70
0:04,259,Justin Bibbs made Free Throw.,73,70
0:01,130,Duncan Robinson missed Three Point Jumper.,73,70
0:01,259,Chris Clarke Defensive Rebound.,73,70
0:00,130,End of Game,73,70
