Coppin State,46,Georgetown,2154
3:26,46,Reggie Cameron II Defensive Rebound.,19,51
3:11,46,Jagan Mosely made Three Point Jumper. Assisted by Jessie Govan.,19,54
2:36,2154,Coppin St  Turnover.,19,54
2:16,46,Reggie Cameron II missed Three Point Jumper.,19,54
2:16,46,Jessie Govan Offensive Rebound.,19,54
2:13,46,Jessie Govan made Layup.,19,56
1:48,2154,Dejuan Clayton missed Jumper.,19,56
1:48,46,Marcus Derrickson Defensive Rebound.,19,56
1:36,46,Jessie Govan Turnover.,19,56
1:12,2154,Tre' Thomas missed Layup.,19,56
1:12,46,Marcus Derrickson Defensive Rebound.,19,56
1:08,46,Marcus Derrickson Turnover.,19,56
1:08,2154,Juwan Davenport Steal.,19,56
0:48,46,Foul on Jessie Govan.,19,56
0:48,2154,Tre' Thomas missed Free Throw.,19,56
0:48,2154,Coppin St Deadball Team Rebound.,19,56
0:48,2154,Tre' Thomas made Free Throw.,20,56
0:28,46,Marcus Derrickson missed Layup.,20,56
0:28,2154,Keith Shivers Block.,20,56
0:28,46,Georgetown Offensive Rebound.,20,56
0:24,46,Tre Campbell made Jumper.,20,58
0:12,2154,Tony Harris missed Three Point Jumper.,20,58
0:12,46,Reggie Cameron II Defensive Rebound.,20,58
0:04,46,Reggie Cameron II made Three Point Jumper. Assisted by Tre Campbell.,20,61
0:00,46,End of 1st half,20,61
19:51,46,Rodney Pryor made Three Point Jumper. Assisted by Bradley Hayes.,20,64
19:28,2154,Dejuan Clayton missed Jumper.,20,64
19:28,46,Jagan Mosely Block.,20,64
19:26,2154,Coppin St Offensive Rebound.,20,64
19:20,2154,Keith Shivers missed Three Point Jumper.,20,64
19:20,46,Jagan Mosely Defensive Rebound.,20,64
19:09,46,Rodney Pryor made Three Point Jumper. Assisted by L.J. Peak.,20,67
18:33,2154,Dejuan Clayton missed Three Point Jumper.,20,67
18:33,46,Rodney Pryor Defensive Rebound.,20,67
18:19,46,L.J. Peak missed Three Point Jumper.,20,67
18:19,46,Bradley Hayes Offensive Rebound.,20,67
18:13,46,Rodney Pryor made Three Point Jumper. Assisted by Bradley Hayes.,20,70
17:53,2154,Joshua Treadwell missed Layup.,20,70
17:53,2154,Blake Simpson Offensive Rebound.,20,70
17:51,2154,Blake Simpson missed Layup.,20,70
17:51,46,Jagan Mosely Defensive Rebound.,20,70
17:49,2154,Foul on Blake Simpson.,20,70
17:18,2154,Foul on Juwan Davenport.,20,70
17:18,46,Rodney Pryor made Free Throw.,20,71
17:18,46,Rodney Pryor made Free Throw.,20,72
17:02,2154,Dejuan Clayton missed Layup.,20,72
17:02,46,Bradley Hayes Block.,20,72
17:01,46,Jagan Mosely Defensive Rebound.,20,72
16:56,46,Jagan Mosely missed Dunk.,20,72
16:56,46,L.J. Peak Offensive Rebound.,20,72
16:45,46,Jagan Mosely missed Three Point Jumper.,20,72
16:45,2154,Joshua Treadwell Defensive Rebound.,20,72
16:36,2154,Joshua Treadwell made Layup. Assisted by Juwan Davenport.,22,72
16:18,46,L.J. Peak made Layup. Assisted by Bradley Hayes.,22,74
16:00,2154,Joshua Treadwell made Layup.,24,74
15:35,46,Rodney Pryor made Jumper. Assisted by Akoy Agau.,24,76
15:35,2154,Foul on Keith Shivers.,24,76
15:35,46,Official TV Timeout,24,76
15:34,46,Rodney Pryor made Free Throw.,24,77
15:07,2154,Joshua Treadwell made Three Point Jumper.,27,77
14:49,46,Jagan Mosely Turnover.,27,77
14:47,2154,Blake Simpson Steal.,27,77
14:40,2154,Joshua Treadwell missed Layup.,27,77
14:40,46,Jagan Mosely Defensive Rebound.,27,77
14:31,46,L.J. Peak made Three Point Jumper. Assisted by Jagan Mosely.,27,80
14:25,46,Foul on L.J. Peak.,27,80
13:54,2154,Blake Simpson made Jumper. Assisted by Lucian Brownlee.,29,80
13:38,46,Jonathan Mulmore missed Three Point Jumper.,29,80
13:38,2154,Blake Simpson Defensive Rebound.,29,80
13:29,2154,Joshua Treadwell made Layup.,31,80
13:19,2154,Foul on Lucian Brownlee.,31,80
13:19,46,Jagan Mosely made Free Throw.,31,81
13:19,46,Jagan Mosely missed Free Throw.,31,81
13:19,2154,Joshua Treadwell Defensive Rebound.,31,81
12:49,2154,Joshua Treadwell missed Jumper.,31,81
12:49,46,Jessie Govan Defensive Rebound.,31,81
12:41,46,Jonathan Mulmore made Layup.,31,83
12:09,2154,Dejuan Clayton missed Three Point Jumper.,31,83
12:09,2154,Blake Simpson Offensive Rebound.,31,83
12:04,2154,Blake Simpson missed Layup.,31,83
12:04,46,Marcus Derrickson Block.,31,83
12:02,2154,Joshua Treadwell Offensive Rebound.,31,83
11:59,2154,Joshua Treadwell missed Layup.,31,83
11:59,46,Jessie Govan Block.,31,83
11:58,2154,Coppin St Offensive Rebound.,31,83
11:57,46,Official TV Timeout,31,83
11:35,2154,Lucian Brownlee missed Three Point Jumper.,31,83
11:35,46,Jessie Govan Defensive Rebound.,31,83
11:12,46,Akoy Agau missed Three Point Jumper.,31,83
11:12,2154,Blake Simpson Defensive Rebound.,31,83
11:04,2154,Joshua Treadwell made Layup. Assisted by Dejuan Clayton.,33,83
10:35,46,Jessie Govan missed Layup.,33,83
10:35,2154,Blake Simpson Block.,33,83
10:33,46,Marcus Derrickson Offensive Rebound.,33,83
10:32,46,Georgetown  Turnover.,33,83
10:07,2154,Joshua Treadwell Turnover.,33,83
9:40,46,Marcus Derrickson missed Three Point Jumper.,33,83
9:40,46,Jessie Govan Offensive Rebound.,33,83
9:36,46,Jessie Govan made Jumper.,33,85
9:09,2154,Joshua Treadwell made Layup.,35,85
9:09,46,Foul on Akoy Agau.,35,85
9:09,2154,Joshua Treadwell made Free Throw.,36,85
8:53,2154,Foul on Tre' Thomas.,36,85
8:53,46,Marcus Derrickson missed Free Throw.,36,85
8:53,46,Georgetown Deadball Team Rebound.,36,85
8:53,46,Marcus Derrickson made Free Throw.,36,86
8:28,2154,Lucian Brownlee missed Jumper.,36,86
8:28,46,Jessie Govan Defensive Rebound.,36,86
8:13,46,Tre Campbell Turnover.,36,86
8:07,2154,Izais Hicks missed Layup.,36,86
8:07,46,Jessie Govan Defensive Rebound.,36,86
8:01,46,Foul on Reggie Cameron II.,36,86
8:01,46,Reggie Cameron II Turnover.,36,86
7:33,2154,Tre' Thomas missed Jumper.,36,86
7:33,46,Tre Campbell Defensive Rebound.,36,86
7:20,46,Jonathan Mulmore missed Layup.,36,86
7:20,46,Georgetown Offensive Rebound.,36,86
7:20,46,Official TV Timeout,36,86
7:15,46,Jonathan Mulmore made Layup. Assisted by L.J. Peak.,36,88
6:51,2154,Rasool Hinson missed Three Point Jumper.,36,88
6:51,2154,Coppin St Offensive Rebound.,36,88
6:24,2154,Izais Hicks missed Jumper.,36,88
6:24,46,L.J. Peak Block.,36,88
6:22,2154,Izais Hicks Offensive Rebound.,36,88
6:16,2154,Tre' Thomas missed Three Point Jumper.,36,88
6:16,46,Jessie Govan Defensive Rebound.,36,88
6:03,46,Foul on Jessie Govan.,36,88
6:03,46,Jessie Govan Turnover.,36,88
5:50,2154,Joseph Gripper missed Layup.,36,88
5:50,46,Jessie Govan Defensive Rebound.,36,88
5:42,2154,Foul on Tre' Thomas.,36,88
5:42,46,Jonathan Mulmore missed Free Throw.,36,88
5:42,46,Georgetown Deadball Team Rebound.,36,88
5:42,46,Jonathan Mulmore made Free Throw.,36,89
5:08,2154,Tre' Thomas missed Three Point Jumper.,36,89
5:08,46,Jessie Govan Defensive Rebound.,36,89
4:52,46,Marcus Derrickson Defensive Rebound.,36,89
4:52,2154,Rasool Hinson missed Jumper.,36,89
4:29,2154,Tre' Thomas missed Three Point Jumper.,36,89
4:29,46,Reggie Cameron II Defensive Rebound.,36,89
4:26,46,Georgetown  Timeout,36,89
4:26,46,Official TV Timeout,36,89
4:16,46,Marcus Derrickson made Layup. Assisted by Jagan Mosely.,36,91
3:45,2154,Dejuan Clayton made Layup.,38,91
3:29,46,Reggie Cameron II missed Three Point Jumper.,38,91
3:29,46,Marcus Derrickson Offensive Rebound.,38,91
3:25,46,Marcus Derrickson missed Two Point Tip Shot.,38,91
3:25,46,Georgetown Offensive Rebound.,38,91
3:25,46,Official TV Timeout,38,91
3:17,46,Foul on Jonathan Mulmore.,38,91
3:17,46,Jonathan Mulmore Turnover.,38,91
2:46,2154,Dejuan Clayton missed Three Point Jumper.,38,91
2:46,46,Georgetown Deadball Team Rebound.,38,91
2:44,2154,Coppin St  Turnover.,38,91
2:32,46,Jonathan Mulmore made Three Point Jumper. Assisted by Marcus Derrickson.,38,94
2:06,2154,Izais Hicks Turnover.,38,94
2:06,46,George Muresan Steal.,38,94
1:57,46,Trey Mourning made Layup.,38,96
1:25,2154,Tre' Thomas made Three Point Jumper. Assisted by Dejuan Clayton.,41,96
1:05,46,George Muresan missed Three Point Jumper.,41,96
1:05,2154,Dejuan Clayton Defensive Rebound.,41,96
0:43,2154,Tre' Thomas made Three Point Jumper. Assisted by Mufaro Murinda.,44,96
0:27,46,Trey Mourning missed Jumper.,44,96
0:27,2154,Tre' Thomas Defensive Rebound.,44,96
0:21,2154,Tre' Thomas missed Layup.,44,96
0:21,46,Jagan Mosely Block.,44,96
0:21,2154,Coppin St Offensive Rebound.,44,96
0:00,46,End of Game,44,96
