Morehouse College,Error,Georgia,61
5:21,61,J.J. Frazier made Layup. Assisted by Mike Edwards.,26,25
4:56,-1,Kivon Taylor missed Jumper.,26,25
4:56,61,Pape Diatta Block.,26,25
4:54,61,Mike Edwards Defensive Rebound.,26,25
4:52,61,J.J. Frazier missed Jumper.,26,25
4:52,-1,Jordan Wallace Defensive Rebound.,26,25
4:27,-1,Tyrius Walker missed Layup.,26,25
4:27,61,Kenny Paul Geno Defensive Rebound.,26,25
4:18,61,Kenny Paul Geno missed Three Point Jumper.,26,25
4:18,61,Pape Diatta Offensive Rebound.,26,25
3:59,61,Kenny Paul Geno made Layup. Assisted by Yante Maten.,26,27
3:59,-1,Foul on Tyrius Walker.,26,27
3:59,61,Kenny Paul Geno made Free Throw.,26,28
3:36,-1,Martravious Little missed Jumper.,26,28
3:36,61,J.J. Frazier Block.,26,28
3:35,61,Mike Edwards Defensive Rebound.,26,28
3:27,61,William Jackson II Turnover.,26,28
3:27,61,Official TV Timeout,26,28
3:01,-1,Jordan Wallace Turnover.,26,28
2:52,-1,Foul on Michael Olmert.,26,28
2:52,61,Yante Maten made Free Throw.,26,29
2:52,61,Yante Maten made Free Throw.,26,30
2:32,-1,Tyrius Walker made Layup.,28,30
2:23,61,Yante Maten Turnover.,28,30
2:06,-1,Kairo Whitfield missed Three Point Jumper.,28,30
2:06,61,Yante Maten Defensive Rebound.,28,30
1:53,61,E'Torrion Wilridge made Three Point Jumper. Assisted by Mike Edwards.,28,33
1:38,-1,Duby Maduegbunam missed Three Point Jumper.,28,33
1:38,61,Mike Edwards Defensive Rebound.,28,33
1:28,-1,Foul on Kivon Taylor.,28,33
1:28,61,Yante Maten made Free Throw.,28,34
1:28,61,Yante Maten missed Free Throw.,28,34
1:28,61,Mike Edwards Offensive Rebound.,28,34
1:12,61,J.J. Frazier missed Three Point Jumper.,28,34
1:12,-1,Jordan Wallace Defensive Rebound.,28,34
0:59,-1,Morehouse  Timeout,28,34
0:49,-1,Keyshaun Jacobs Turnover.,28,34
0:48,61,J.J. Frazier Steal.,28,34
0:46,61,J.J. Frazier made Layup.,28,36
0:15,-1,Keyshaun Jacobs missed Jumper.,28,36
0:15,-1,Kairo Whitfield Offensive Rebound.,28,36
0:13,-1,Kairo Whitfield made Two Point Tip Shot.,30,36
0:01,61,E'Torrion Wilridge missed Three Point Jumper.,30,36
0:01,-1,Tyrius Walker Defensive Rebound.,30,36
0:00,61,End of 1st half,30,36
19:46,61,Foul on J.J. Frazier.,30,36
19:46,-1,Martravious Little made Free Throw.,31,36
19:46,-1,Martravious Little made Free Throw.,32,36
19:46,-1,Martravious Little made Free Throw.,33,36
19:35,61,Derek Ogbeide missed Jumper.,33,36
19:35,-1,Tyrius Walker Defensive Rebound.,33,36
19:28,61,Foul on Derek Ogbeide.,33,36
19:28,-1,Omar Alston missed Free Throw.,33,36
19:28,-1,Morehouse Deadball Team Rebound.,33,36
19:28,-1,Omar Alston missed Free Throw.,33,36
19:28,61,Mike Edwards Defensive Rebound.,33,36
19:17,61,Mike Edwards made Dunk. Assisted by J.J. Frazier.,33,38
18:52,-1,Tyrius Walker Turnover.,33,38
18:40,61,Yante Maten made Jumper.,33,40
18:23,-1,Tyrius Walker made Layup.,35,40
18:08,61,J.J. Frazier missed Three Point Jumper.,35,40
18:08,-1,Duby Maduegbunam Defensive Rebound.,35,40
17:54,-1,Tyrius Walker Turnover.,35,40
17:54,-1,Foul on Tyrius Walker.,35,40
17:40,61,J.J. Frazier made Jumper.,35,42
17:21,-1,Duby Maduegbunam missed Jumper.,35,42
17:21,-1,Kairo Whitfield Offensive Rebound.,35,42
17:03,-1,Martravious Little missed Jumper.,35,42
17:03,61,Mike Edwards Defensive Rebound.,35,42
16:58,-1,Foul on Kairo Whitfield.,35,42
16:58,61,Mike Edwards made Free Throw.,35,43
16:58,61,Mike Edwards missed Free Throw.,35,43
16:58,-1,Tyrius Walker Defensive Rebound.,35,43
16:42,-1,Tyrius Walker made Three Point Jumper.,38,43
16:28,61,Kenny Paul Geno made Three Point Jumper. Assisted by Yante Maten.,38,46
16:10,-1,Tyrius Walker missed Layup.,38,46
16:10,-1,Duby Maduegbunam Offensive Rebound.,38,46
16:09,61,Foul on Yante Maten.,38,46
16:09,-1,Duby Maduegbunam missed Free Throw.,38,46
16:09,-1,Morehouse Deadball Team Rebound.,38,46
16:09,-1,Duby Maduegbunam made Free Throw.,39,46
15:57,61,Yante Maten missed Jumper.,39,46
15:57,-1,Tyrius Walker Defensive Rebound.,39,46
15:52,-1,Martravious Little made Layup. Assisted by Tyrius Walker.,41,46
15:41,61,Yante Maten made Layup. Assisted by E'Torrion Wilridge.,41,48
15:24,-1,Tyrius Walker missed Three Point Jumper.,41,48
15:24,61,J.J. Frazier Defensive Rebound.,41,48
15:12,61,Jordan Harris Turnover.,41,48
15:12,61,Official TV Timeout,41,48
14:52,-1,Duby Maduegbunam missed Three Point Jumper.,41,48
14:52,61,Kenny Paul Geno Defensive Rebound.,41,48
14:48,61,Kenny Paul Geno Turnover.,41,48
14:17,-1,Kairo Whitfield made Jumper.,43,48
14:00,-1,Foul on Kairo Whitfield.,43,48
13:45,61,Jordan Harris missed Jumper.,43,48
13:45,-1,Omar Alston Defensive Rebound.,43,48
13:34,-1,Duby Maduegbunam Turnover.,43,48
13:18,61,Yante Maten made Jumper. Assisted by Jordan Harris.,43,50
13:17,-1,Foul on Omar Alston.,43,50
13:17,61,Yante Maten made Free Throw.,43,51
13:03,-1,Tyrius Walker Turnover.,43,51
12:43,61,Yante Maten missed Jumper.,43,51
12:43,61,Yante Maten Offensive Rebound.,43,51
12:41,61,Yante Maten missed Two Point Tip Shot.,43,51
12:41,-1,Duby Maduegbunam Defensive Rebound.,43,51
12:36,-1,Duby Maduegbunam Turnover.,43,51
12:35,61,Jordan Harris Steal.,43,51
12:33,61,Jordan Harris made Layup.,43,53
12:25,-1,Morehouse  Timeout,43,53
12:22,-1,Tyrius Walker made Layup.,45,53
12:22,61,Foul on Houston Kessler.,45,53
12:22,-1,Tyrius Walker made Free Throw.,46,53
11:55,61,William Jackson II missed Three Point Jumper.,46,53
11:55,-1,Omar Alston Defensive Rebound.,46,53
11:32,-1,Tyrius Walker missed Jumper.,46,53
11:32,61,Pape Diatta Defensive Rebound.,46,53
11:17,61,Tyree Crump made Three Point Jumper. Assisted by William Jackson II.,46,56
10:52,-1,Omar Alston Turnover.,46,56
10:51,61,E'Torrion Wilridge Steal.,46,56
10:46,61,Pape Diatta made Layup. Assisted by Tyree Crump.,46,58
10:29,61,Foul on William Jackson II.,46,58
10:29,61,Georgia  Timeout,46,58
10:20,-1,Omar Alston missed Jumper.,46,58
10:20,61,Pape Diatta Defensive Rebound.,46,58
10:04,61,Tyree Crump made Three Point Jumper. Assisted by William Jackson II.,46,61
9:39,-1,Jordan Wallace made Three Point Jumper.,49,61
9:17,-1,Foul on Omar Alston.,49,61
9:12,61,J.J. Frazier Turnover.,49,61
8:53,-1,Jordan Wallace missed Three Point Jumper.,49,61
8:53,61,Derek Ogbeide Defensive Rebound.,49,61
8:43,-1,Foul on Kivon Taylor.,49,61
8:43,61,Derek Ogbeide made Free Throw.,49,62
8:43,61,Derek Ogbeide made Free Throw.,49,63
8:19,61,Foul on J.J. Frazier.,49,63
8:19,-1,Jordan Wallace made Free Throw.,50,63
8:19,-1,Jordan Wallace made Free Throw.,51,63
7:57,61,Yante Maten missed Layup.,51,63
7:57,61,Derek Ogbeide Offensive Rebound.,51,63
7:56,-1,Foul on Jordan Wallace.,51,63
7:56,61,Official TV Timeout,51,63
7:56,61,Derek Ogbeide made Free Throw.,51,64
7:56,61,Derek Ogbeide made Free Throw.,51,65
7:29,-1,Tyrius Walker made Three Point Jumper.,54,65
7:16,61,J.J. Frazier missed Layup.,54,65
7:16,-1,Kivon Taylor Defensive Rebound.,54,65
7:10,-1,Jordan Wallace missed Three Point Jumper.,54,65
7:10,-1,Duby Maduegbunam Offensive Rebound.,54,65
7:03,-1,Kivon Taylor missed Three Point Jumper.,54,65
7:03,61,Derek Ogbeide Defensive Rebound.,54,65
6:55,61,William Jackson II made Three Point Jumper. Assisted by J.J. Frazier.,54,68
6:35,-1,Duby Maduegbunam Turnover.,54,68
6:35,61,Foul on Tyree Crump.,54,68
6:25,-1,Omar Alston Turnover.,54,68
6:25,61,Foul on Yante Maten.,54,68
6:25,-1,Jordan Wallace made Free Throw.,55,68
6:25,-1,Jordan Wallace missed Free Throw.,55,68
6:25,61,Derek Ogbeide Defensive Rebound.,55,68
6:18,61,Kenny Paul Geno made Three Point Jumper. Assisted by J.J. Frazier.,55,71
5:59,-1,Michael Olmert missed Layup.,55,71
5:59,61,Derek Ogbeide Block.,55,71
5:57,-1,Morehouse Offensive Rebound.,55,71
5:53,-1,Tyrius Walker made Jumper.,57,71
5:53,61,Foul on Kenny Paul Geno.,57,71
5:53,-1,Tyrius Walker made Free Throw.,58,71
5:42,61,J.J. Frazier missed Three Point Jumper.,58,71
5:42,-1,Morehouse Defensive Rebound.,58,71
5:24,-1,Tyrius Walker missed Jumper.,58,71
5:24,61,Derek Ogbeide Defensive Rebound.,58,71
5:17,61,Jordan Harris made Jumper.,58,73
5:04,-1,Michael Olmert missed Jumper.,58,73
5:04,61,Derek Ogbeide Defensive Rebound.,58,73
4:56,-1,Foul on Tyrius Walker.,58,73
4:56,61,Jordan Harris missed Free Throw.,58,73
4:56,61,Georgia Deadball Team Rebound.,58,73
4:56,61,Jordan Harris made Free Throw.,58,74
4:31,-1,Tyrius Walker missed Three Point Jumper.,58,74
4:31,-1,Omar Alston Offensive Rebound.,58,74
4:26,-1,Martravious Little missed Three Point Jumper.,58,74
4:26,61,Kenny Paul Geno Defensive Rebound.,58,74
4:17,61,J.J. Frazier missed Three Point Jumper.,58,74
4:17,-1,Tyrius Walker Defensive Rebound.,58,74
4:09,61,Foul on Kenny Paul Geno.,58,74
4:09,-1,Tyrius Walker made Free Throw.,59,74
4:09,-1,Tyrius Walker made Free Throw.,60,74
4:01,61,E'Torrion Wilridge made Layup. Assisted by Jordan Harris.,60,76
4:01,-1,Foul on Kairo Whitfield.,60,76
4:01,61,E'Torrion Wilridge missed Free Throw.,60,76
4:01,-1,Omar Alston Defensive Rebound.,60,76
4:01,61,Foul on Derek Ogbeide.,60,76
4:01,-1,Omar Alston missed Free Throw.,60,76
4:01,-1,Morehouse Deadball Team Rebound.,60,76
4:01,-1,Omar Alston missed Free Throw.,60,76
4:01,61,J.J. Frazier Defensive Rebound.,60,76
3:47,61,Derek Ogbeide made Jumper. Assisted by Jordan Harris.,60,78
3:29,-1,Michael Olmert made Jumper.,62,78
3:25,61,J.J. Frazier Turnover.,62,78
3:25,-1,Martravious Little Steal.,62,78
3:18,-1,Martravious Little Turnover.,62,78
3:18,61,J.J. Frazier Steal.,62,78
2:57,61,E'Torrion Wilridge made Jumper.,62,80
2:28,-1,Jordan Wallace made Jumper.,64,80
2:16,-1,Foul on Martravious Little.,64,80
2:16,61,Tyree Crump made Free Throw.,64,81
2:16,61,Tyree Crump made Free Throw.,64,82
1:52,-1,Omar Alston made Layup. Assisted by Tyrius Walker.,66,82
1:50,-1,Morehouse  Timeout,66,82
1:32,61,Tyree Crump made Jumper.,66,84
1:10,-1,Jordan Wallace made Three Point Jumper.,69,84
0:44,61,Connor O'Neill Turnover.,69,84
0:43,-1,Kendell Walker Steal.,69,84
0:32,-1,Keyshaun Jacobs made Three Point Jumper. Assisted by Kivon Taylor.,72,84
0:19,-1,Foul on Tykwaan Bryant.,72,84
0:19,61,Tyree Crump made Free Throw.,72,85
0:19,61,Tyree Crump made Free Throw.,72,86
0:04,-1,Joshua Holmes missed Jumper.,72,86
0:04,61,Connor O'Neill Defensive Rebound.,72,86
0:00,61,End of Game,72,86
