Washington,2628,TCU,264
12:44,2628,Alex Robinson missed Jumper.,19,3
12:44,264,Markelle Fultz Defensive Rebound.,19,3
12:31,2628,Foul on Jaylen Fisher.,19,3
12:21,264,Carlos Johnson missed Jumper.,19,3
12:21,2628,Michael Williams Defensive Rebound.,19,3
12:06,2628,Michael Williams missed Three Point Jumper.,19,3
12:06,264,Sam Timmins Defensive Rebound.,19,3
11:59,264,Sam Timmins Turnover.,19,3
11:38,2628,Brandon Parrish missed Layup.,19,3
11:38,264,Sam Timmins Defensive Rebound.,19,3
11:24,264,Sam Timmins Turnover.,19,3
11:24,2628,Official TV Timeout,19,3
11:18,2628,Brandon Parrish made Layup. Assisted by Alex Robinson.,19,5
10:54,264,David Crisp made Three Point Jumper. Assisted by Matisse Thybulle.,22,5
10:36,2628,Malique Trent missed Layup.,22,5
10:36,2628,Malique Trent Offensive Rebound.,22,5
10:28,264,Foul on Matisse Thybulle.,22,5
10:21,2628,Kenrich Williams Turnover.,22,5
10:03,264,Matthew Atewe Turnover.,22,5
9:48,264,Foul on Markelle Fultz.,22,5
9:38,2628,Chris Washburn missed Layup.,22,5
9:38,2628,TCU Offensive Rebound.,22,5
9:18,2628,Alex Robinson missed Layup.,22,5
9:18,264,Matthew Atewe Block.,22,5
9:17,264,Washington Defensive Rebound.,22,5
9:01,264,Matthew Atewe Turnover.,22,5
9:00,2628,Chris Washburn Steal.,22,5
8:54,2628,Brandon Parrish made Layup. Assisted by Kenrich Williams.,22,7
8:50,264,Washington  Timeout,22,7
8:46,264,Markelle Fultz missed Three Point Jumper.,22,7
8:46,2628,Malique Trent Defensive Rebound.,22,7
8:34,264,Foul on Matisse Thybulle.,22,7
8:26,2628,Alex Robinson made Layup.,22,9
8:13,264,Markelle Fultz Turnover.,22,9
8:03,2628,Brandon Parrish missed Jumper.,22,9
8:03,2628,Kenrich Williams Offensive Rebound.,22,9
7:55,2628,Alex Robinson made Jumper.,22,11
7:44,264,Carlos Johnson missed Three Point Jumper.,22,11
7:44,2628,Desmond Bane Defensive Rebound.,22,11
7:29,2628,Brandon Parrish missed Three Point Jumper.,22,11
7:29,2628,Kenrich Williams Offensive Rebound.,22,11
7:22,2628,Kenrich Williams made Three Point Jumper. Assisted by Alex Robinson.,22,14
7:10,264,Markelle Fultz Turnover.,22,14
7:09,2628,Alex Robinson Steal.,22,14
7:06,2628,Alex Robinson made Layup.,22,16
7:04,264,Washington  Timeout,22,16
7:04,2628,Official TV Timeout,22,16
6:51,264,David Crisp missed Layup.,22,16
6:51,2628,Desmond Bane Defensive Rebound.,22,16
6:49,264,Foul on Sam Timmins.,22,16
6:49,2628,Desmond Bane made Free Throw.,22,17
6:49,2628,Desmond Bane made Free Throw.,22,18
6:41,264,Noah Dickerson Turnover.,22,18
6:40,2628,Vladimir Brodziansky Steal.,22,18
6:36,2628,Alex Robinson missed Layup.,22,18
6:36,264,Markelle Fultz Block.,22,18
6:33,2628,Vladimir Brodziansky Offensive Rebound.,22,18
6:28,2628,Vladimir Brodziansky made Jumper. Assisted by Kenrich Williams.,22,20
6:00,264,Markelle Fultz missed Jumper.,22,20
6:00,2628,Kenrich Williams Defensive Rebound.,22,20
5:53,2628,Alex Robinson made Three Point Jumper. Assisted by Kenrich Williams.,22,23
5:31,264,Dominic Green made Jumper. Assisted by David Crisp.,24,23
5:12,2628,Vladimir Brodziansky missed Jumper.,24,23
5:12,264,Sam Timmins Defensive Rebound.,24,23
4:56,264,Markelle Fultz Turnover.,24,23
4:56,2628,Kenrich Williams Steal.,24,23
4:45,2628,Vladimir Brodziansky missed Jumper.,24,23
4:45,264,Sam Timmins Defensive Rebound.,24,23
4:35,264,David Crisp missed Jumper.,24,23
4:35,2628,Kenrich Williams Defensive Rebound.,24,23
4:21,264,Foul on Dominic Green.,24,23
4:21,2628,Desmond Bane made Free Throw.,24,24
4:21,2628,Desmond Bane missed Free Throw.,24,24
4:21,264,Noah Dickerson Defensive Rebound.,24,24
3:58,264,Dominic Green missed Jumper.,24,24
3:58,264,Noah Dickerson Offensive Rebound.,24,24
3:52,264,Noah Dickerson made Layup.,26,24
3:29,2628,Official TV Timeout,26,24
3:26,2628,Chris Washburn made Layup.,26,26
3:13,264,Dominic Green Turnover.,26,26
3:05,2628,Alex Robinson missed Layup.,26,26
3:05,264,Noah Dickerson Defensive Rebound.,26,26
2:57,264,Matisse Thybulle Offensive Rebound.,26,26
2:57,264,David Crisp missed Jumper.,26,26
2:52,264,David Crisp made Three Point Jumper. Assisted by Matisse Thybulle.,29,26
2:22,2628,Kenrich Williams made Dunk. Assisted by Chris Washburn.,29,28
2:06,264,Dominic Green missed Jumper.,29,28
2:06,2628,Chris Washburn Defensive Rebound.,29,28
1:59,264,Foul on Matisse Thybulle.,29,28
1:59,2628,Kenrich Williams made Free Throw.,29,29
1:59,2628,Kenrich Williams missed Free Throw.,29,29
1:59,2628,Chris Washburn Offensive Rebound.,29,29
1:54,2628,JD Miller made Three Point Jumper. Assisted by Alex Robinson.,29,32
1:24,264,David Crisp missed Layup.,29,32
1:23,264,Malik Dime Offensive Rebound.,29,32
1:07,264,Dominic Green missed Jumper.,29,32
1:07,2628,JD Miller Defensive Rebound.,29,32
1:03,264,Foul on Carlos Johnson.,29,32
1:03,2628,JD Miller missed Free Throw.,29,32
1:03,2628,TCU Deadball Team Rebound.,29,32
1:03,2628,JD Miller missed Free Throw.,29,32
1:03,264,Sam Timmins Defensive Rebound.,29,32
0:50,264,Sam Timmins Turnover.,29,32
0:49,2628,Chris Washburn Steal.,29,32
0:44,2628,Alex Robinson missed Three Point Jumper.,29,32
0:44,264,Carlos Johnson Defensive Rebound.,29,32
0:39,264,Carlos Johnson Turnover.,29,32
0:25,2628,Alex Robinson missed Layup.,29,32
0:25,264,Sam Timmins Block.,29,32
0:24,264,Noah Dickerson Defensive Rebound.,29,32
0:16,264,David Crisp Turnover.,29,32
0:15,2628,Kenrich Williams Steal.,29,32
0:00,2628,Chris Washburn missed Jumper.,29,32
0:00,264,Sam Timmins Defensive Rebound.,29,32
0:00,2628,End of 1st half,29,32
19:40,2628,Karviar Shepherd Turnover.,29,32
19:38,264,Noah Dickerson Steal.,29,32
19:28,264,Matisse Thybulle Turnover.,29,32
19:28,2628,Alex Robinson Steal.,29,32
19:27,264,Foul on Matisse Thybulle.,29,32
19:16,2628,Jaylen Fisher made Jumper. Assisted by Alex Robinson.,29,34
19:06,2628,Foul on Jaylen Fisher.,29,34
19:03,264,David Crisp Turnover.,29,34
19:02,2628,Alex Robinson Steal.,29,34
18:56,264,Foul on Malik Dime.,29,34
18:56,2628,JD Miller missed Free Throw.,29,34
18:56,2628,TCU Deadball Team Rebound.,29,34
18:56,2628,JD Miller made Free Throw.,29,35
18:42,264,David Crisp made Three Point Jumper. Assisted by Markelle Fultz.,32,35
18:22,2628,Desmond Bane missed Layup.,32,35
18:22,2628,TCU Offensive Rebound.,32,35
18:19,2628,JD Miller made Jumper. Assisted by Alex Robinson.,32,37
18:06,264,Markelle Fultz missed Layup.,32,37
18:06,264,Markelle Fultz Offensive Rebound.,32,37
18:02,264,Markelle Fultz missed Layup.,32,37
18:02,264,Markelle Fultz Offensive Rebound.,32,37
17:53,2628,Foul on Karviar Shepherd.,32,37
17:53,264,David Crisp Turnover.,32,37
17:53,264,Foul on David Crisp.,32,37
17:53,2628,Desmond Bane made Free Throw.,32,38
17:53,2628,Desmond Bane made Free Throw.,32,39
17:24,2628,Kenrich Williams missed Three Point Jumper.,32,39
17:24,264,Noah Dickerson Defensive Rebound.,32,39
16:55,264,Markelle Fultz made Jumper.,34,39
16:39,264,Foul on David Crisp.,34,39
16:34,2628,JD Miller missed Jumper.,34,39
16:34,2628,Kenrich Williams Offensive Rebound.,34,39
16:32,2628,Kenrich Williams missed Two Point Tip Shot.,34,39
16:32,264,Markelle Fultz Defensive Rebound.,34,39
16:27,2628,Foul on Desmond Bane.,34,39
16:27,264,Markelle Fultz missed Free Throw.,34,39
16:27,264,Washington Deadball Team Rebound.,34,39
16:27,264,Markelle Fultz made Free Throw.,35,39
16:20,2628,JD Miller missed Three Point Jumper.,35,39
16:20,2628,Vladimir Brodziansky Offensive Rebound.,35,39
16:17,264,Foul on Dominic Green.,35,39
16:17,2628,Vladimir Brodziansky missed Free Throw.,35,39
16:17,2628,TCU Deadball Team Rebound.,35,39
16:17,2628,Vladimir Brodziansky made Free Throw.,35,40
16:11,264,Malik Dime Turnover.,35,40
16:11,264,Foul on Malik Dime.,35,40
15:49,2628,JD Miller made Layup.,35,42
15:31,264,Noah Dickerson made Layup.,37,42
14:55,2628,Kenrich Williams made Layup. Assisted by JD Miller.,37,44
14:44,264,Markelle Fultz missed Jumper.,37,44
14:44,2628,Kenrich Williams Defensive Rebound.,37,44
14:35,264,Foul on Noah Dickerson.,37,44
14:35,2628,Official TV Timeout,37,44
14:35,2628,Kenrich Williams made Free Throw.,37,45
14:35,2628,Kenrich Williams made Free Throw.,37,46
14:26,2628,Foul on Vladimir Brodziansky.,37,46
14:26,264,Markelle Fultz missed Free Throw.,37,46
14:26,264,Washington Deadball Team Rebound.,37,46
14:26,264,Markelle Fultz missed Free Throw.,37,46
14:26,264,Carlos Johnson Offensive Rebound.,37,46
14:23,264,Carlos Johnson missed Layup.,37,46
14:23,2628,Vladimir Brodziansky Block.,37,46
14:22,264,David Crisp Offensive Rebound.,37,46
14:17,264,Malik Dime missed Layup.,37,46
14:17,2628,Vladimir Brodziansky Block.,37,46
14:16,264,Carlos Johnson Offensive Rebound.,37,46
14:15,264,Carlos Johnson missed Layup.,37,46
14:15,264,Noah Dickerson Offensive Rebound.,37,46
14:06,2628,Foul on Brandon Parrish.,37,46
14:01,264,Dominic Green Turnover.,37,46
14:00,2628,Kenrich Williams Steal.,37,46
13:54,2628,Malique Trent made Layup. Assisted by Kenrich Williams.,37,48
13:41,2628,Foul on Malique Trent.,37,48
13:29,264,Carlos Johnson made Layup. Assisted by Markelle Fultz.,39,48
13:07,2628,Alex Robinson missed Jumper.,39,48
13:07,264,Noah Dickerson Defensive Rebound.,39,48
12:54,264,David Crisp Turnover.,39,48
12:53,2628,Malique Trent Steal.,39,48
12:50,2628,Alex Robinson made Layup. Assisted by Malique Trent.,39,50
12:34,264,Noah Dickerson missed Jumper.,39,50
12:34,264,Carlos Johnson Offensive Rebound.,39,50
12:30,264,Carlos Johnson missed Two Point Tip Shot.,39,50
12:30,2628,Vladimir Brodziansky Defensive Rebound.,39,50
12:28,264,Foul on Carlos Johnson.,39,50
12:28,2628,Vladimir Brodziansky missed Free Throw.,39,50
12:28,264,Carlos Johnson Defensive Rebound.,39,50
12:20,2628,Foul on Malique Trent.,39,50
12:20,264,Markelle Fultz made Free Throw.,40,50
12:20,264,Markelle Fultz made Free Throw.,41,50
12:06,2628,Desmond Bane Turnover.,41,50
12:05,264,Matisse Thybulle Steal.,41,50
12:02,2628,Foul on Brandon Parrish.,41,50
12:02,264,Carlos Johnson made Free Throw.,42,50
12:02,264,Carlos Johnson missed Free Throw.,42,50
12:02,2628,Brandon Parrish Defensive Rebound.,42,50
11:51,2628,Malique Trent made Layup. Assisted by Alex Robinson.,42,52
11:26,2628,Foul on Vladimir Brodziansky.,42,52
11:26,2628,Official TV Timeout,42,52
11:26,264,Noah Dickerson missed Free Throw.,42,52
11:26,264,Washington Deadball Team Rebound.,42,52
11:26,264,Noah Dickerson missed Free Throw.,42,52
11:26,2628,Brandon Parrish Defensive Rebound.,42,52
11:06,2628,Malique Trent made Layup.,42,54
10:40,264,Matisse Thybulle made Three Point Jumper. Assisted by Markelle Fultz.,45,54
10:12,2628,Desmond Bane made Three Point Jumper. Assisted by Alex Robinson.,45,57
10:00,2628,Foul on Malique Trent.,45,57
10:00,264,Markelle Fultz missed Free Throw.,45,57
10:00,264,Washington Deadball Team Rebound.,45,57
10:00,264,Markelle Fultz missed Free Throw.,45,57
10:00,264,Carlos Johnson Offensive Rebound.,45,57
9:58,264,Carlos Johnson made Layup.,47,57
9:44,2628,Alex Robinson made Layup. Assisted by Vladimir Brodziansky.,47,59
9:34,264,Matisse Thybulle missed Layup.,47,59
9:34,2628,Kenrich Williams Defensive Rebound.,47,59
9:12,2628,Vladimir Brodziansky made Layup. Assisted by Kenrich Williams.,47,61
8:47,264,Matisse Thybulle made Three Point Jumper. Assisted by Markelle Fultz.,50,61
8:26,2628,Vladimir Brodziansky made Layup. Assisted by Desmond Bane.,50,63
8:15,264,Markelle Fultz missed Layup.,50,63
8:15,264,Noah Dickerson Offensive Rebound.,50,63
8:12,264,Noah Dickerson made Two Point Tip Shot.,52,63
7:58,2628,Desmond Bane Turnover.,52,63
7:58,2628,Foul on Desmond Bane.,52,63
7:58,2628,Official TV Timeout,52,63
7:45,264,Carlos Johnson missed Jumper.,52,63
7:45,264,Markelle Fultz Offensive Rebound.,52,63
7:41,264,Markelle Fultz made Layup.,54,63
7:18,2628,Alex Robinson missed Jumper.,54,63
7:18,264,Markelle Fultz Defensive Rebound.,54,63
7:03,264,Carlos Johnson Turnover.,54,63
7:00,2628,Desmond Bane Steal.,54,63
6:49,2628,Karviar Shepherd missed Layup.,54,63
6:49,264,Carlos Johnson Block.,54,63
6:48,2628,TCU Offensive Rebound.,54,63
6:41,2628,Jaylen Fisher missed Jumper.,54,63
6:41,2628,Jaylen Fisher Offensive Rebound.,54,63
6:37,2628,Jaylen Fisher made Layup.,54,65
6:15,264,Matisse Thybulle missed Layup.,54,65
6:15,264,Malik Dime Offensive Rebound.,54,65
6:11,264,Malik Dime missed Layup.,54,65
6:11,264,Carlos Johnson Offensive Rebound.,54,65
6:07,264,Carlos Johnson made Layup.,56,65
5:58,2628,Jaylen Fisher made Three Point Jumper.,56,68
5:31,264,Carlos Johnson made Dunk.,58,68
5:19,2628,Brandon Parrish missed Three Point Jumper.,58,68
5:19,264,Markelle Fultz Defensive Rebound.,58,68
5:01,264,David Crisp missed Layup.,58,68
5:01,2628,Kenrich Williams Defensive Rebound.,58,68
4:55,264,Foul on Matisse Thybulle.,58,68
4:55,2628,Jaylen Fisher made Free Throw.,58,69
4:55,2628,Jaylen Fisher made Free Throw.,58,70
4:42,264,Markelle Fultz missed Layup.,58,70
4:42,2628,Jaylen Fisher Block.,58,70
4:42,264,Washington Offensive Rebound.,58,70
4:32,264,Markelle Fultz missed Jumper.,58,70
4:32,2628,Alex Robinson Block.,58,70
4:30,2628,Kenrich Williams Defensive Rebound.,58,70
4:17,2628,Jaylen Fisher made Jumper.,58,72
4:08,264,Dominic Green missed Layup.,58,72
4:08,2628,JD Miller Block.,58,72
4:07,2628,Alex Robinson Defensive Rebound.,58,72
4:03,2628,Alex Robinson made Layup.,58,74
4:03,264,Foul on Noah Dickerson.,58,74
4:03,2628,Alex Robinson made Free Throw.,58,75
3:41,2628,Foul on Karviar Shepherd.,58,75
3:41,2628,Official TV Timeout,58,75
3:41,264,Noah Dickerson made Free Throw.,59,75
3:41,264,Noah Dickerson missed Free Throw.,59,75
3:41,264,Noah Dickerson Offensive Rebound.,59,75
3:34,264,Noah Dickerson Turnover.,59,75
3:30,264,Foul on Noah Dickerson.,59,75
3:30,2628,Jaylen Fisher made Free Throw.,59,76
3:30,2628,Jaylen Fisher missed Free Throw.,59,76
3:30,2628,Jaylen Fisher Offensive Rebound.,59,76
3:27,264,Foul on Noah Dickerson.,59,76
3:27,2628,Jaylen Fisher made Free Throw.,59,77
3:27,2628,Jaylen Fisher made Free Throw.,59,78
3:16,264,Markelle Fultz Turnover.,59,78
2:58,2628,Chris Washburn made Layup.,59,80
2:38,264,David Crisp missed Layup.,59,80
2:38,264,Malik Dime Offensive Rebound.,59,80
2:33,264,Malik Dime made Layup.,61,80
2:33,2628,Foul on Chris Washburn.,61,80
2:33,264,Malik Dime missed Free Throw.,61,80
2:33,2628,Alex Robinson Defensive Rebound.,61,80
2:14,2628,Alex Robinson missed Layup.,61,80
2:14,264,Dominic Green Block.,61,80
2:13,2628,Chris Washburn Offensive Rebound.,61,80
2:10,2628,Chris Washburn made Two Point Tip Shot.,61,82
1:50,264,Carlos Johnson made Layup. Assisted by David Crisp.,63,82
1:35,2628,JD Miller made Layup. Assisted by Chris Washburn.,63,84
1:24,264,Dominic Green made Three Point Jumper. Assisted by David Crisp.,66,84
0:59,2628,Jaylen Fisher missed Three Point Jumper.,66,84
0:59,2628,TCU Deadball Team Rebound.,66,84
0:56,264,Foul on Malik Dime.,66,84
0:56,2628,Chris Washburn made Free Throw.,66,85
0:56,2628,Chris Washburn made Free Throw.,66,86
0:50,264,Markelle Fultz made Three Point Jumper.,69,86
0:27,2628,Michael Williams missed Three Point Jumper.,69,86
0:27,264,Markelle Fultz Defensive Rebound.,69,86
0:20,264,Markelle Fultz made Layup.,71,86
0:00,2628,End of Game,71,86
