BYU,328,Utah State,252
6:27,328,Utah State Defensive Rebound.,27,23
6:13,328,Jalen Moore made Jumper. Assisted by Norbert Janicek.,27,25
5:43,252,Colby Leifson missed Three Point Jumper.,27,25
5:43,252,BYU Offensive Rebound.,27,25
5:42,252,Colby Leifson Turnover.,27,25
5:33,252,Foul on Yoeli Childs.,27,25
5:27,328,Koby McEwen Turnover.,27,25
5:16,252,Eric Mika made Jumper. Assisted by L.J. Rose.,29,25
4:54,252,Foul on Yoeli Childs.,29,25
4:54,328,Jalen Moore missed Free Throw.,29,25
4:54,328,Utah State Deadball Team Rebound.,29,25
4:54,328,Jalen Moore missed Free Throw.,29,25
4:54,252,Eric Mika Defensive Rebound.,29,25
4:44,328,Foul on Shane Rector.,29,25
4:29,252,Nick Emery Turnover.,29,25
4:28,328,Koby McEwen Steal.,29,25
4:26,328,Koby McEwen Turnover.,29,25
4:25,252,Eric Mika Steal.,29,25
4:22,252,Nick Emery missed Jumper.,29,25
4:22,328,Sam Merrill Defensive Rebound.,29,25
4:12,328,Norbert Janicek Turnover.,29,25
3:59,252,L.J. Rose missed Jumper.,29,25
3:59,252,Eric Mika Offensive Rebound.,29,25
3:54,252,L.J. Rose missed Three Point Jumper.,29,25
3:54,328,Jalen Moore Defensive Rebound.,29,25
3:50,328,Official TV Timeout,29,25
3:32,328,Sam Merrill missed Jumper.,29,25
3:32,252,Jamal Aytes Defensive Rebound.,29,25
3:07,252,Braiden Shaw made Jumper. Assisted by Jamal Aytes.,31,25
2:50,328,Ngor Barnaba missed Jumper.,31,25
2:50,252,Davin Guinn Defensive Rebound.,31,25
2:39,252,Nick Emery Turnover.,31,25
2:30,328,Sam Merrill made Jumper.,31,27
2:22,252,Davin Guinn missed Three Point Jumper.,31,27
2:22,328,Jalen Moore Defensive Rebound.,31,27
2:11,328,Shane Rector Turnover.,31,27
2:11,328,Foul on Shane Rector.,31,27
2:03,252,Jamal Aytes missed Jumper.,31,27
2:03,252,Braiden Shaw Offensive Rebound.,31,27
1:59,252,Braiden Shaw made Jumper.,33,27
1:45,328,Ngor Barnaba made Jumper. Assisted by Jalen Moore.,33,29
1:28,252,Nick Emery missed Jumper.,33,29
1:28,252,Braiden Shaw Offensive Rebound.,33,29
1:26,252,Braiden Shaw made Jumper.,35,29
1:14,328,Ngor Barnaba Turnover.,35,29
1:12,252,Davin Guinn Steal.,35,29
1:08,252,Davin Guinn missed Jumper.,35,29
1:08,252,Jamal Aytes Offensive Rebound.,35,29
0:53,252,Nick Emery missed Jumper.,35,29
0:53,252,Braiden Shaw Offensive Rebound.,35,29
0:53,252,Braiden Shaw made Jumper.,37,29
0:38,328,Jalen Moore made Jumper.,37,31
0:22,252,Braiden Shaw Turnover.,37,31
0:05,328,Sam Merrill missed Jumper.,37,31
0:05,252,Braiden Shaw Defensive Rebound.,37,31
0:00,328,End of 1st half,37,31
19:48,252,Eric Mika missed Jumper.,37,31
19:48,328,Quinn Taylor Defensive Rebound.,37,31
19:38,328,Jalen Moore Turnover.,37,31
19:36,252,Davin Guinn Steal.,37,31
19:26,328,Foul on Norbert Janicek.,37,31
19:26,252,Foul on Eric Mika.,37,31
19:26,252,Davin Guinn missed Jumper.,37,31
19:26,328,Quinn Taylor Defensive Rebound.,37,31
19:26,328,Norbert Janicek missed Jumper.,37,31
19:26,252,Yoeli Childs Defensive Rebound.,37,31
19:26,252,Eric Mika missed Jumper.,37,31
19:26,328,Koby McEwen Defensive Rebound.,37,31
19:26,328,Shane Rector missed Three Point Jumper.,37,31
19:26,328,Norbert Janicek Offensive Rebound.,37,31
19:26,328,Norbert Janicek made Jumper.,37,33
18:22,328,Foul on Quinn Taylor.,37,33
18:22,252,Eric Mika missed Free Throw.,37,33
18:22,252,BYU Deadball Team Rebound.,37,33
18:22,252,Eric Mika made Free Throw.,38,33
18:06,328,Jalen Moore made Jumper.,38,35
17:56,252,TJ Haws missed Jumper.,38,35
17:56,328,Quinn Taylor Defensive Rebound.,38,35
17:45,328,Jalen Moore missed Three Point Jumper.,38,35
17:45,252,Nick Emery Defensive Rebound.,38,35
17:35,252,Eric Mika missed Jumper.,38,35
17:35,328,Utah State Defensive Rebound.,38,35
17:35,252,Foul on Yoeli Childs.,38,35
17:22,328,Koby McEwen missed Jumper.,38,35
17:22,252,Nick Emery Defensive Rebound.,38,35
17:11,252,Nick Emery missed Jumper.,38,35
17:11,252,BYU Offensive Rebound.,38,35
17:11,328,Foul on Jalen Moore.,38,35
17:11,252,Steven Beo Turnover.,38,35
17:11,328,Norbert Janicek Steal.,38,35
17:08,328,Shane Rector missed Jumper.,38,35
17:08,252,Eric Mika Block.,38,35
17:07,328,Utah State Offensive Rebound.,38,35
16:59,252,Foul on Steven Beo.,38,35
16:50,328,Julion Pearre missed Jumper.,38,35
16:50,252,Davin Guinn Defensive Rebound.,38,35
16:31,252,Nick Emery missed Jumper.,38,35
16:31,252,Eric Mika Offensive Rebound.,38,35
16:30,328,Foul on Norbert Janicek.,38,35
16:10,252,Davin Guinn missed Three Point Jumper.,38,35
16:10,252,Davin Guinn Offensive Rebound.,38,35
16:05,252,Nick Emery missed Three Point Jumper.,38,35
16:05,252,L.J. Rose Offensive Rebound.,38,35
15:58,252,Davin Guinn missed Three Point Jumper.,38,35
15:58,252,L.J. Rose Offensive Rebound.,38,35
15:55,252,Nick Emery made Three Point Jumper. Assisted by L.J. Rose.,41,35
15:30,328,Ngor Barnaba missed Jumper.,41,35
15:30,328,Utah State Offensive Rebound.,41,35
15:28,328,Official TV Timeout,41,35
15:00,328,Alexis Dargenton made Dunk. Assisted by Ngor Barnaba.,41,37
14:29,252,Jamal Aytes missed Jumper.,41,37
14:29,252,Braiden Shaw Offensive Rebound.,41,37
14:28,328,Foul on Alexis Dargenton.,41,37
14:28,252,Braiden Shaw made Free Throw.,42,37
14:28,252,Braiden Shaw made Free Throw.,43,37
14:08,252,Foul on Jamal Aytes.,43,37
14:08,328,Koby McEwen made Free Throw.,43,38
14:08,328,Koby McEwen made Free Throw.,43,39
13:54,252,L.J. Rose made Three Point Jumper. Assisted by Nick Emery.,46,39
13:42,328,Sam Merrill Turnover.,46,39
13:42,328,Foul on Sam Merrill.,46,39
13:39,252,Eric Mika Turnover.,46,39
13:38,328,Ngor Barnaba Steal.,46,39
13:24,328,Koby McEwen made Jumper. Assisted by Sam Merrill.,46,41
13:24,252,Foul on Nick Emery.,46,41
13:24,328,Koby McEwen made Free Throw.,46,42
13:08,252,L.J. Rose made Jumper. Assisted by Braiden Shaw.,48,42
13:08,328,Foul on Ngor Barnaba.,48,42
13:08,252,L.J. Rose made Free Throw.,49,42
12:45,328,Jalen Moore missed Three Point Jumper.,49,42
12:45,252,L.J. Rose Defensive Rebound.,49,42
12:30,252,TJ Haws missed Three Point Jumper.,49,42
12:30,328,Utah State Defensive Rebound.,49,42
12:17,328,Koby McEwen Turnover.,49,42
12:16,252,Eric Mika Steal.,49,42
12:13,252,Eric Mika made Dunk.,51,42
11:56,328,Koby McEwen missed Three Point Jumper.,51,42
11:56,328,Ngor Barnaba Offensive Rebound.,51,42
11:50,252,BYU  Timeout,51,42
11:39,328,Jalen Moore missed Jumper.,51,42
11:39,252,Eric Mika Defensive Rebound.,51,42
11:21,252,Eric Mika made Dunk. Assisted by L.J. Rose.,53,42
10:55,328,Official TV Timeout,53,42
10:48,328,Alexis Dargenton missed Three Point Jumper.,53,42
10:48,252,Nick Emery Defensive Rebound.,53,42
10:25,252,Nick Emery missed Three Point Jumper.,53,42
10:25,252,L.J. Rose Offensive Rebound.,53,42
10:01,252,Nick Emery Turnover.,53,42
10:00,328,Sam Merrill Steal.,53,42
9:57,328,Jalen Moore made Three Point Jumper. Assisted by Sam Merrill.,53,45
9:43,252,Eric Mika missed Jumper.,53,45
9:43,252,Yoeli Childs Offensive Rebound.,53,45
9:39,328,Foul on Alexis Dargenton.,53,45
9:39,252,Yoeli Childs missed Free Throw.,53,45
9:39,252,BYU Deadball Team Rebound.,53,45
9:39,252,Yoeli Childs made Free Throw.,54,45
9:26,328,Jalen Moore missed Jumper.,54,45
9:26,328,Norbert Janicek Offensive Rebound.,54,45
9:23,328,Norbert Janicek made Jumper.,54,47
9:06,252,Eric Mika missed Jumper.,54,47
9:06,328,Shane Rector Defensive Rebound.,54,47
8:59,328,Shane Rector made Jumper.,54,49
8:53,328,Utah State  Timeout,54,49
8:43,328,Foul on Ngor Barnaba.,54,49
8:43,252,Eric Mika made Free Throw.,55,49
8:43,252,Eric Mika made Free Throw.,56,49
8:27,328,Ngor Barnaba missed Three Point Jumper.,56,49
8:27,252,Eric Mika Block.,56,49
8:25,252,Yoeli Childs Defensive Rebound.,56,49
8:14,252,Eric Mika missed Jumper.,56,49
8:14,328,Shane Rector Defensive Rebound.,56,49
8:07,328,Quinn Taylor missed Jumper.,56,49
8:07,252,Yoeli Childs Defensive Rebound.,56,49
7:56,252,Eric Mika made Jumper. Assisted by TJ Haws.,58,49
7:30,328,Sam Merrill made Jumper.,58,51
7:13,328,Foul on Sam Merrill.,58,51
7:13,328,Official TV Timeout,58,51
7:13,252,TJ Haws made Free Throw.,59,51
7:13,252,TJ Haws made Free Throw.,60,51
6:50,328,Sam Merrill missed Three Point Jumper.,60,51
6:50,252,Eric Mika Defensive Rebound.,60,51
6:25,252,Nick Emery missed Jumper.,60,51
6:25,328,Shane Rector Block.,60,51
6:23,328,Shane Rector Defensive Rebound.,60,51
6:19,252,Foul on Davin Guinn.,60,51
6:12,328,Norbert Janicek made Jumper.,60,53
5:54,252,Eric Mika missed Jumper.,60,53
5:54,328,Quinn Taylor Defensive Rebound.,60,53
5:48,252,Foul on Eric Mika.,60,53
5:48,328,Norbert Janicek made Free Throw.,60,54
5:48,328,Norbert Janicek missed Free Throw.,60,54
5:48,252,Yoeli Childs Defensive Rebound.,60,54
5:25,252,Yoeli Childs made Jumper.,62,54
5:04,252,Foul on Jamal Aytes.,62,54
5:04,328,Norbert Janicek made Free Throw.,62,55
5:04,328,Norbert Janicek missed Free Throw.,62,55
5:04,252,TJ Haws Defensive Rebound.,62,55
4:54,252,Davin Guinn Turnover.,62,55
4:40,252,Foul on Davin Guinn.,62,55
4:40,328,Jalen Moore missed Free Throw.,62,55
4:40,328,Utah State Deadball Team Rebound.,62,55
4:40,328,Jalen Moore made Free Throw.,62,56
4:28,252,L.J. Rose made Three Point Jumper. Assisted by Eric Mika.,65,56
4:10,328,Shane Rector made Jumper.,65,58
3:59,328,Foul on Norbert Janicek.,65,58
3:59,328,Official TV Timeout,65,58
3:59,252,Eric Mika missed Free Throw.,65,58
3:59,252,BYU Deadball Team Rebound.,65,58
3:59,252,Eric Mika made Free Throw.,66,58
3:40,328,Jalen Moore missed Three Point Jumper.,66,58
3:40,252,Yoeli Childs Defensive Rebound.,66,58
3:13,328,Foul on Quinn Taylor.,66,58
3:13,252,Eric Mika made Free Throw.,67,58
3:13,252,Eric Mika made Free Throw.,68,58
2:51,328,Koby McEwen made Three Point Jumper. Assisted by Quinn Taylor.,68,61
2:33,328,Foul on Jalen Moore.,68,61
2:33,252,Nick Emery made Free Throw.,69,61
2:33,252,Nick Emery made Free Throw.,70,61
2:18,328,Shane Rector Turnover.,70,61
2:16,252,Nick Emery Steal.,70,61
1:59,328,Foul on Koby McEwen.,70,61
1:59,252,L.J. Rose made Free Throw.,71,61
1:59,252,L.J. Rose made Free Throw.,72,61
1:49,328,Sam Merrill missed Jumper.,72,61
1:49,252,Eric Mika Defensive Rebound.,72,61
1:38,328,Foul on Sam Merrill.,72,61
1:38,328,Utah State  Timeout,72,61
1:38,252,L.J. Rose made Free Throw.,73,61
1:38,252,L.J. Rose made Free Throw.,74,61
1:27,328,Sam Merrill missed Jumper.,74,61
1:27,252,Nick Emery Defensive Rebound.,74,61
1:07,328,Foul on Shane Rector.,74,61
1:07,252,L.J. Rose missed Free Throw.,74,61
1:07,252,BYU Deadball Team Rebound.,74,61
1:07,252,L.J. Rose made Free Throw.,75,61
0:57,328,Shane Rector made Jumper.,75,63
0:55,252,BYU  Timeout,75,63
0:46,328,Foul on Quinn Taylor.,75,63
0:46,252,L.J. Rose made Free Throw.,76,63
0:46,252,L.J. Rose made Free Throw.,77,63
0:39,328,Jalen Moore missed Three Point Jumper.,77,63
0:39,252,Eric Mika Defensive Rebound.,77,63
0:09,252,Davin Guinn missed Three Point Jumper.,77,63
0:09,252,Davin Guinn Offensive Rebound.,77,63
0:00,328,End of Game,77,63
