Sam Houston State,99,LSU,2534
9:36,2534,Foul on Chidozie Ndu.,21,18
9:36,99,Daryl Edwards made Free Throw.,21,19
9:36,99,Daryl Edwards made Free Throw.,21,20
9:13,2534,Marcus Harris missed Jumper.,21,20
9:13,2534,Marcus Harris Offensive Rebound.,21,20
8:56,2534,Cameron Delaney Turnover.,21,20
8:56,2534,Foul on Cameron Delaney.,21,20
8:49,99,Daryl Edwards missed Three Point Jumper.,21,20
8:49,2534,Albert Almanza Defensive Rebound.,21,20
8:23,2534,John Dewey III Turnover.,21,20
8:13,99,Tremont Waters missed Jumper.,21,20
8:13,2534,Abrian Edwards Defensive Rebound.,21,20
8:06,2534,John Dewey III missed Three Point Jumper.,21,20
8:06,99,Wayde Sims Defensive Rebound.,21,20
7:48,99,Duop Reath missed Layup.,21,20
7:48,2534,Albert Almanza Defensive Rebound.,21,20
7:31,2534,Abrian Edwards missed Three Point Jumper.,21,20
7:31,99,Wayde Sims Defensive Rebound.,21,20
7:23,99,Tremont Waters Turnover.,21,20
7:22,2534,Abrian Edwards Steal.,21,20
7:15,2534,Sam Houston State  Timeout,21,20
6:57,2534,John Dewey III Turnover.,21,20
6:55,99,Skylar Mays Steal.,21,20
6:53,99,Skylar Mays made Layup.,21,22
6:42,2534,Marcus Harris missed Three Point Jumper.,21,22
6:42,99,Galen Alexander Defensive Rebound.,21,22
6:19,99,Daryl Edwards Turnover.,21,22
6:18,2534,Abrian Edwards Steal.,21,22
6:15,2534,Marcus Harris made Layup.,23,22
5:49,99,Skylar Mays missed Three Point Jumper.,23,22
5:49,2534,Defensive Rebound.,23,22
5:38,2534,missed Layup.,23,22
5:38,99,Galen Alexander Defensive Rebound.,23,22
5:29,99,Skylar Mays made Three Point Jumper. Assisted by Tremont Waters.,23,25
5:12,2534,Albert Almanza missed Three Point Jumper.,23,25
5:12,99,Aaron Epps Defensive Rebound.,23,25
5:09,2534,Foul on  .,23,25
5:09,99,Aaron Epps made Free Throw.,23,26
5:09,99,Aaron Epps missed Free Throw.,23,26
5:09,2534,Defensive Rebound.,23,26
4:55,2534,Jamal Williams missed Jumper.,23,26
4:55,2534,Offensive Rebound.,23,26
4:53,99,Foul on Aaron Epps.,23,26
4:50,2534,missed Jumper.,23,26
4:50,99,Skylar Mays Defensive Rebound.,23,26
4:46,99,Tremont Waters Turnover.,23,26
4:30,2534,John Dewey III made Layup.,25,26
4:11,99,Daryl Edwards made Three Point Jumper.,25,29
3:51,2534,made Dunk. Assisted by Jamal Williams.,27,29
3:34,2534,Foul on John Dewey III.,27,29
3:34,99,Official TV Timeout,27,29
3:34,99,Aaron Epps made Free Throw.,27,30
3:34,99,Aaron Epps made Free Throw.,27,31
3:21,99,Foul on Duop Reath.,27,31
3:02,2534,Marcus Harris missed Jumper.,27,31
3:02,99,Daryl Edwards Block.,27,31
3:00,2534,Offensive Rebound.,27,31
2:57,2534,missed Three Point Jumper.,27,31
2:57,99,Daryl Edwards Defensive Rebound.,27,31
2:30,99,Wayde Sims made Jumper. Assisted by Daryl Edwards.,27,33
2:12,2534,Jamal Williams missed Jumper.,27,33
2:12,2534,Abrian Edwards Offensive Rebound.,27,33
2:07,2534,Abrian Edwards made Layup.,29,33
1:51,99,Tremont Waters made Three Point Jumper. Assisted by Skylar Mays.,29,36
1:28,2534,Jamal Williams missed Layup.,29,36
1:28,99,Wayde Sims Block.,29,36
1:26,99,Daryl Edwards Defensive Rebound.,29,36
1:14,2534,Foul on Abrian Edwards.,29,36
1:14,99,Duop Reath missed Free Throw.,29,36
1:14,99,LSU Deadball Team Rebound.,29,36
1:14,99,Duop Reath missed Free Throw.,29,36
1:14,2534,Defensive Rebound.,29,36
0:55,2534,Devin Jackson missed Three Point Jumper.,29,36
0:55,99,Skylar Mays Defensive Rebound.,29,36
0:44,2534,Foul on  .,29,36
0:44,99,Duop Reath made Free Throw.,29,37
0:44,99,Duop Reath made Free Throw.,29,38
0:31,2534,Marcus Harris Turnover.,29,38
0:03,99,Skylar Mays missed Three Point Jumper.,29,38
0:03,2534,Marcus Harris Defensive Rebound.,29,38
0:00,99,End of 1st half,29,38
19:32,99,Skylar Mays made Layup.,29,40
19:12,2534,John Dewey III Turnover.,29,40
19:11,99,Skylar Mays Steal.,29,40
19:00,99,Tremont Waters Turnover.,29,40
18:59,2534,John Dewey III Steal.,29,40
18:56,2534,John Dewey III Turnover.,29,40
18:54,99,Tremont Waters Steal.,29,40
18:52,99,Tremont Waters made Three Point Jumper.,29,43
18:33,2534,Turnover.,29,43
18:32,99,Duop Reath Steal.,29,43
18:31,2534,Foul on John Dewey III.,29,43
18:12,99,Duop Reath made Jumper.,29,45
17:44,2534,John Dewey III missed Layup.,29,45
17:44,99,Duop Reath Defensive Rebound.,29,45
17:25,99,Skylar Mays made Layup.,29,47
17:24,2534,Sam Houston State  Timeout,29,47
17:08,2534,missed Layup.,29,47
17:08,2534,Cameron Delaney Offensive Rebound.,29,47
17:06,2534,Jamal Williams missed Three Point Jumper.,29,47
17:06,99,Duop Reath Defensive Rebound.,29,47
16:53,99,Aaron Epps missed Three Point Jumper.,29,47
16:53,2534,Defensive Rebound.,29,47
16:41,2534,Jamal Williams Turnover.,29,47
16:41,99,Skylar Mays Steal.,29,47
16:38,99,Skylar Mays made Layup.,29,49
16:20,99,Foul on Daryl Edwards.,29,49
16:20,2534,Jamal Williams made Free Throw.,30,49
16:20,2534,Jamal Williams missed Free Throw.,30,49
16:20,99,Wayde Sims Defensive Rebound.,30,49
15:51,99,Daryl Edwards missed Three Point Jumper.,30,49
15:51,2534,Jamal Williams Defensive Rebound.,30,49
15:43,2534,Devin Jackson missed Three Point Jumper.,30,49
15:43,99,Wayde Sims Defensive Rebound.,30,49
15:30,99,Wayde Sims missed Three Point Jumper.,30,49
15:30,2534,Jamal Williams Defensive Rebound.,30,49
15:18,2534,Cameron Delaney missed Three Point Jumper.,30,49
15:18,99,Wayde Sims Defensive Rebound.,30,49
15:10,2534,Foul on Devin Jackson.,30,49
15:10,99,Official TV Timeout,30,49
15:07,99,Aaron Epps missed Jumper.,30,49
15:07,99,Wayde Sims Offensive Rebound.,30,49
15:05,2534,Foul on Cameron Delaney.,30,49
15:05,99,Wayde Sims missed Free Throw.,30,49
15:05,99,LSU Deadball Team Rebound.,30,49
15:05,99,Wayde Sims missed Free Throw.,30,49
15:05,2534,Devin Jackson Defensive Rebound.,30,49
14:49,2534,Albert Almanza missed Three Point Jumper.,30,49
14:49,99,Tremont Waters Defensive Rebound.,30,49
14:18,99,Tremont Waters missed Jumper.,30,49
14:18,99,Aaron Epps Offensive Rebound.,30,49
14:13,99,Aaron Epps made Layup.,30,51
14:05,2534,Albert Almanza made Jumper. Assisted by Dajuan Jones.,32,51
13:33,99,Skylar Mays made Layup.,32,53
13:16,2534,missed Layup.,32,53
13:16,99,Randy Onwuasor Defensive Rebound.,32,53
13:01,99,Aaron Epps missed Three Point Jumper.,32,53
13:01,2534,Cameron Delaney Defensive Rebound.,32,53
12:48,2534,Dajuan Jones Turnover.,32,53
12:47,99,Randy Onwuasor Steal.,32,53
12:45,99,Randy Onwuasor made Dunk.,32,55
12:26,2534,missed Jumper.,32,55
12:26,99,Wayde Sims Block.,32,55
12:25,99,Aaron Epps Defensive Rebound.,32,55
12:16,2534,Foul on Cameron Delaney.,32,55
12:08,2534,Foul on Albert Almanza.,32,55
12:08,99,Duop Reath missed Free Throw.,32,55
12:08,99,LSU Deadball Team Rebound.,32,55
12:08,99,Duop Reath made Free Throw.,32,56
12:01,2534,Dajuan Jones Turnover.,32,56
11:42,99,Randy Onwuasor made Three Point Jumper. Assisted by Duop Reath.,32,59
11:18,99,Foul on Duop Reath.,32,59
11:18,99,Official TV Timeout,32,59
11:18,2534,Marcus Harris missed Free Throw.,32,59
11:18,2534,Sam Houston State Deadball Team Rebound.,32,59
11:18,2534,Marcus Harris made Free Throw.,33,59
10:57,99,Randy Onwuasor made Three Point Jumper.,33,62
10:45,2534,Cameron Delaney made Three Point Jumper. Assisted by John Dewey III.,36,62
10:09,99,Tremont Waters missed Three Point Jumper.,36,62
10:09,2534,Sam Houston State Deadball Team Rebound.,36,62
10:09,99,Foul on Aaron Epps.,36,62
9:56,2534,Cameron Delaney missed Three Point Jumper.,36,62
9:56,99,Galen Alexander Defensive Rebound.,36,62
9:49,99,Randy Onwuasor made Layup.,36,64
9:49,2534,Foul on Albert Almanza.,36,64
9:49,99,Randy Onwuasor made Free Throw.,36,65
9:33,2534,John Dewey III missed Jumper.,36,65
9:33,2534,Offensive Rebound.,36,65
9:21,99,Foul on Galen Alexander.,36,65
9:04,2534,missed Layup.,36,65
9:04,99,Aaron Epps Defensive Rebound.,36,65
8:48,99,Galen Alexander missed Three Point Jumper.,36,65
8:48,2534,Abrian Edwards Defensive Rebound.,36,65
8:40,99,Technical Foul on LSU.,36,65
8:40,99,Foul on LSU.,36,65
8:40,2534,John Dewey III missed Free Throw.,36,65
8:40,2534,Sam Houston State Deadball Team Rebound.,36,65
8:40,2534,John Dewey III missed Free Throw.,36,65
8:40,2534,Sam Houston State Deadball Team Rebound.,36,65
8:22,2534,Abrian Edwards missed Layup.,36,65
8:22,99,Galen Alexander Defensive Rebound.,36,65
8:00,99,Galen Alexander missed Three Point Jumper.,36,65
8:00,2534,John Dewey III Defensive Rebound.,36,65
7:55,2534,John Dewey III made Jumper.,38,65
7:39,99,Daryl Edwards made Three Point Jumper. Assisted by Randy Onwuasor.,38,68
7:24,2534,Devin Jackson made Three Point Jumper. Assisted by Abrian Edwards.,41,68
7:07,99,Galen Alexander Turnover.,41,68
7:07,99,Foul on Galen Alexander.,41,68
7:07,99,Official TV Timeout,41,68
6:53,2534,John Dewey III missed Three Point Jumper.,41,68
6:53,2534,Abrian Edwards Offensive Rebound.,41,68
6:53,99,Foul on Randy Onwuasor.,41,68
6:53,2534,Abrian Edwards made Free Throw.,42,68
6:53,2534,Abrian Edwards made Free Throw.,43,68
6:30,99,Mayan Kiir missed Jumper.,43,68
6:30,2534,Devin Jackson Defensive Rebound.,43,68
6:25,2534,Devin Jackson missed Three Point Jumper.,43,68
6:25,2534,Abrian Edwards Offensive Rebound.,43,68
6:23,99,Foul on Mayan Kiir.,43,68
6:23,2534,Abrian Edwards missed Free Throw.,43,68
6:23,99,Mayan Kiir Defensive Rebound.,43,68
6:04,99,Wayde Sims made Three Point Jumper. Assisted by Marshall Graves.,43,71
5:38,2534,Abrian Edwards made Jumper.,45,71
5:13,99,Randy Onwuasor made Jumper.,45,73
4:58,2534,Marcus Harris made Jumper.,47,73
4:35,99,Skylar Mays missed Three Point Jumper.,47,73
4:35,2534,Defensive Rebound.,47,73
4:25,2534,Devin Jackson missed Three Point Jumper.,47,73
4:25,2534,Marcus Harris Offensive Rebound.,47,73
4:18,2534,Abrian Edwards made Jumper.,49,73
4:02,99,Randy Onwuasor missed Three Point Jumper.,49,73
4:02,99,Mayan Kiir Offensive Rebound.,49,73
3:57,99,Mayan Kiir made Dunk.,49,75
3:33,2534,made Jumper.,51,75
3:33,99,Foul on Marshall Graves.,51,75
3:33,99,Official TV Timeout,51,75
3:33,2534,made Free Throw.,52,75
3:08,99,Randy Onwuasor missed Three Point Jumper.,52,75
3:08,2534,Abrian Edwards Defensive Rebound.,52,75
3:00,99,Foul on Randy Onwuasor.,52,75
3:00,2534,Abrian Edwards made Free Throw.,53,75
3:00,2534,Abrian Edwards made Free Throw.,54,75
2:42,99,Brandon Rachal made Jumper. Assisted by Marshall Graves.,54,77
2:30,2534,Marcus Harris missed Jumper.,54,77
2:30,99,Brandon Rachal Block.,54,77
2:30,99,Randy Onwuasor Defensive Rebound.,54,77
2:29,2534,Foul on John Dewey III.,54,77
2:29,99,Randy Onwuasor missed Free Throw.,54,77
2:29,99,Mayan Kiir Offensive Rebound.,54,77
2:28,2534,Foul on Albert Almanza.,54,77
2:28,99,Mayan Kiir missed Free Throw.,54,77
2:28,2534,Albert Almanza Defensive Rebound.,54,77
2:10,99,Foul on Brandon Rachal.,54,77
2:10,2534,Abrian Edwards made Free Throw.,55,77
2:10,2534,Abrian Edwards made Free Throw.,56,77
1:50,2534,Foul on Chidozie Ndu.,56,77
1:50,99,Mayan Kiir missed Free Throw.,56,77
1:50,99,LSU Deadball Team Rebound.,56,77
1:50,99,Mayan Kiir made Free Throw.,56,78
1:39,2534,Dajuan Jones made Jumper.,58,78
1:25,99,Brandon Rachal missed Jumper.,58,78
1:25,99,Mayan Kiir Offensive Rebound.,58,78
1:12,99,Marshall Graves missed Three Point Jumper.,58,78
1:12,99,Galen Alexander Offensive Rebound.,58,78
1:03,99,Marshall Graves missed Three Point Jumper.,58,78
1:03,99,Reed Vial Offensive Rebound.,58,78
1:00,99,Reed Vial missed Layup.,58,78
1:00,99,Mayan Kiir Offensive Rebound.,58,78
0:39,99,Galen Alexander missed Three Point Jumper.,58,78
0:39,99,Mayan Kiir Offensive Rebound.,58,78
0:29,99,Brandon Rachal made Layup.,58,80
0:19,2534,Dajuan Jones missed Three Point Jumper.,58,80
0:19,99,Mayan Kiir Defensive Rebound.,58,80
0:00,99,End of Game,58,80
