UNC Asheville,2430,UNC Greensboro,2427
14:40,2430,Isaiah Miller missed Free Throw.,8,15
14:40,2430,UNC Greensboro Deadball Team Rebound.,8,15
14:40,2430,Isaiah Miller missed Free Throw.,8,15
14:40,2427,Alec Wnuk Defensive Rebound.,8,15
14:33,2427,Raekwon Miller made Layup.,10,15
14:05,2427,Foul on Raekwon Miller.,10,15
13:55,2430,Isaiah Miller made Dunk.,10,17
13:42,2427,Raekwon Miller missed Three Point Jumper.,10,17
13:42,2427,Jonathan Baehre Offensive Rebound.,10,17
13:39,2430,Foul on Kylia Sykes.,10,17
13:39,2427,Jonathan Baehre missed Free Throw.,10,17
13:39,2427,UNC Asheville Deadball Team Rebound.,10,17
13:39,2427,Jonathan Baehre made Free Throw.,11,17
13:23,2430,Kyrin Galloway made Jumper.,11,19
13:13,2427,Alec Wnuk missed Three Point Jumper.,11,19
13:13,2430,UNC Greensboro Deadball Team Rebound.,11,19
13:10,2427,Foul on Donovan Gilmore.,11,19
12:45,2430,Isaiah Miller Turnover.,11,19
12:24,2427,Ahmad Thomas missed Three Point Jumper.,11,19
12:24,2430,UNC Greensboro Deadball Team Rebound.,11,19
12:21,2427,Foul on Donovan Gilmore.,11,19
12:04,2430,Foul on Kyrin Galloway.,11,19
11:51,2427,Drew Rackley made Layup.,13,19
11:51,2430,Foul on Francis Alonso.,13,19
11:51,2430,Official TV Timeout,13,19
11:51,2427,Drew Rackley missed Free Throw.,13,19
11:51,2427,Kevin Vannatta Offensive Rebound.,13,19
11:31,2427,Ahmad Thomas missed Layup.,13,19
11:31,2430,Isaiah Miller Defensive Rebound.,13,19
11:24,2430,Isaiah Miller missed Jumper.,13,19
11:24,2427,Kevin Vannatta Defensive Rebound.,13,19
11:11,2427,Foul on Drew Rackley.,13,19
11:11,2427,Drew Rackley Turnover.,13,19
10:51,2430,Jordy Kuiper made Three Point Jumper. Assisted by Marvin Smith.,13,22
10:18,2427,Kevin Vannatta made Three Point Jumper.,16,22
9:59,2430,James Dickey made Layup. Assisted by Francis Alonso.,16,24
9:46,2427,Drew Rackley missed Three Point Jumper.,16,24
9:46,2427,Ahmad Thomas Offensive Rebound.,16,24
9:42,2427,Macio Teague made Three Point Jumper. Assisted by Ahmad Thomas.,19,24
9:25,2427,Foul on Macio Teague.,19,24
9:14,2430,Kyrin Galloway Turnover.,19,24
9:13,2427,Drew Rackley Steal.,19,24
9:11,2427,Drew Rackley missed Layup.,19,24
9:11,2427,Macio Teague Offensive Rebound.,19,24
9:10,2430,Foul on Kyrin Galloway.,19,24
9:10,2427,Macio Teague made Free Throw.,20,24
9:10,2427,Macio Teague made Free Throw.,21,24
8:50,2430,Francis Alonso missed Three Point Jumper.,21,24
8:50,2427,Macio Teague Defensive Rebound.,21,24
8:41,2427,Macio Teague missed Jumper.,21,24
8:41,2430,Francis Alonso Defensive Rebound.,21,24
8:32,2430,Francis Alonso Turnover.,21,24
8:31,2427,Kevin Vannatta Steal.,21,24
8:27,2427,Ahmad Thomas missed Three Point Jumper.,21,24
8:27,2430,Jordy Kuiper Defensive Rebound.,21,24
8:02,2430,Francis Alonso made Three Point Jumper. Assisted by Demetrius Troy.,21,27
7:39,2430,Foul on James Dickey.,21,27
7:39,2430,Official TV Timeout,21,27
7:34,2427,Raekwon Miller missed Three Point Jumper.,21,27
7:34,2427,Ahmad Thomas Offensive Rebound.,21,27
7:28,2430,Foul on Garrett Collins.,21,27
7:28,2427,Raekwon Miller made Free Throw.,22,27
7:28,2427,Raekwon Miller missed Free Throw.,22,27
7:28,2430,James Dickey Defensive Rebound.,22,27
7:27,2427,Foul on Alec Wnuk.,22,27
7:27,2430,James Dickey made Free Throw.,22,28
7:27,2430,James Dickey made Free Throw.,22,29
7:18,2430,Foul on James Dickey.,22,29
7:18,2427,Ahmad Thomas made Free Throw.,23,29
7:18,2427,Ahmad Thomas made Free Throw.,24,29
7:08,2430,Foul on Jordy Kuiper.,24,29
7:08,2430,Jordy Kuiper Turnover.,24,29
6:53,2427,Alec Wnuk Turnover.,24,29
6:23,2430,Jordy Kuiper missed Layup.,24,29
6:23,2430,Jordy Kuiper Offensive Rebound.,24,29
6:23,2430,Jordy Kuiper made Layup.,24,31
6:23,2427,Foul on Alec Wnuk.,24,31
6:23,2430,Jordy Kuiper made Free Throw.,24,32
6:12,2427,Raekwon Miller Turnover.,24,32
6:11,2430,Francis Alonso Steal.,24,32
5:58,2430,Marvin Smith missed Three Point Jumper.,24,32
5:58,2427,Macio Teague Defensive Rebound.,24,32
5:50,2427,Macio Teague Turnover.,24,32
5:49,2430,Demetrius Troy Steal.,24,32
5:29,2430,Garrett Collins missed Three Point Jumper.,24,32
5:29,2430,Jordy Kuiper Offensive Rebound.,24,32
5:23,2430,Francis Alonso made Three Point Jumper. Assisted by Jordy Kuiper.,24,35
4:55,2427,Raekwon Miller made Three Point Jumper. Assisted by Kevin Vannatta.,27,35
4:36,2430,Foul on Marvin Smith.,27,35
4:36,2430,Marvin Smith Turnover.,27,35
4:25,2427,Raekwon Miller Turnover.,27,35
4:23,2430,Kylia Sykes Steal.,27,35
4:19,2430,Kylia Sykes made Three Point Jumper. Assisted by Demetrius Troy.,27,38
4:11,2427,Drew Rackley Turnover.,27,38
3:55,2430,Kylia Sykes Turnover.,27,38
3:53,2427,Macio Teague Steal.,27,38
3:51,2430,Foul on Garrett Collins.,27,38
3:51,2430,Official TV Timeout,27,38
3:51,2427,Macio Teague made Free Throw.,28,38
3:51,2427,Macio Teague made Free Throw.,29,38
3:34,2430,Kylia Sykes made Dunk. Assisted by Demetrius Troy.,29,40
3:15,2430,Foul on Kylia Sykes.,29,40
3:15,2427,Donovan Gilmore made Free Throw.,30,40
3:15,2427,Donovan Gilmore made Free Throw.,31,40
2:43,2430,UNC Greensboro  Turnover.,31,40
2:34,2427,Ahmad Thomas Turnover.,31,40
2:32,2430,Francis Alonso Steal.,31,40
2:24,2430,Jordy Kuiper missed Jumper.,31,40
2:24,2430,Jordy Kuiper Offensive Rebound.,31,40
2:17,2430,Demetrius Troy Turnover.,31,40
2:16,2427,Ahmad Thomas Steal.,31,40
2:14,2427,Kevin Vannatta made Layup. Assisted by Ahmad Thomas.,33,40
1:57,2430,Francis Alonso missed Three Point Jumper.,33,40
1:57,2427,Macio Teague Defensive Rebound.,33,40
1:50,2427,Foul on Macio Teague.,33,40
1:50,2427,Macio Teague Turnover.,33,40
1:30,2430,Marvin Smith made Three Point Jumper. Assisted by Francis Alonso.,33,43
1:11,2427,Kevin Vannatta Turnover.,33,43
1:09,2430,Jordy Kuiper Steal.,33,43
0:49,2430,Garrett Collins missed Three Point Jumper.,33,43
0:49,2430,Garrett Collins Offensive Rebound.,33,43
0:26,2430,Marvin Smith missed Three Point Jumper.,33,43
0:26,2430,Garrett Collins Offensive Rebound.,33,43
0:07,2430,Demetrius Troy made Layup.,33,45
0:00,2427,Macio Teague missed Three Point Jumper.,33,45
0:00,2427,UNC Asheville Deadball Team Rebound.,33,45
0:00,2430,End of 1st half,33,45
19:47,2430,Demetrius Troy Turnover.,33,45
19:14,2427,UNC Asheville  Turnover.,33,45
18:46,2430,Demetrius Troy missed Three Point Jumper.,33,45
18:46,2427,Kevin Vannatta Defensive Rebound.,33,45
18:38,2427,Ahmad Thomas missed Jumper.,33,45
18:38,2430,Francis Alonso Defensive Rebound.,33,45
18:13,2430,Francis Alonso Turnover.,33,45
18:12,2427,Macio Teague Steal.,33,45
18:08,2427,Jalen Seegars made Layup. Assisted by Macio Teague.,35,45
17:49,2430,Foul on Marvin Smith.,35,45
17:49,2430,Marvin Smith Turnover.,35,45
17:36,2427,Alec Wnuk missed Jumper.,35,45
17:36,2430,James Dickey Defensive Rebound.,35,45
17:29,2430,Marvin Smith missed Three Point Jumper.,35,45
17:29,2427,Macio Teague Defensive Rebound.,35,45
17:09,2427,Macio Teague made Jumper.,37,45
16:51,2430,Francis Alonso missed Three Point Jumper.,37,45
16:51,2427,Macio Teague Defensive Rebound.,37,45
16:36,2427,Kevin Vannatta missed Layup.,37,45
16:36,2430,Kyrin Galloway Defensive Rebound.,37,45
16:24,2427,Foul on Jalen Seegars.,37,45
16:21,2430,James Dickey Turnover.,37,45
15:59,2427,Macio Teague missed Three Point Jumper.,37,45
15:59,2430,Kyrin Galloway Defensive Rebound.,37,45
15:43,2427,Foul on Alec Wnuk.,37,45
15:43,2430,Official TV Timeout,37,45
15:42,2430,Demetrius Troy Turnover.,37,45
15:41,2427,Macio Teague Steal.,37,45
15:39,2430,Foul on Isaiah Miller.,37,45
15:39,2427,Macio Teague made Free Throw.,38,45
15:39,2427,Macio Teague made Free Throw.,39,45
15:10,2430,Kyrin Galloway missed Jumper.,39,45
15:10,2430,Kyrin Galloway Offensive Rebound.,39,45
14:57,2430,Isaiah Miller missed Layup.,39,45
14:57,2427,Jonathan Baehre Defensive Rebound.,39,45
14:48,2427,Macio Teague missed Three Point Jumper.,39,45
14:48,2430,UNC Greensboro Defensive Rebound.,39,45
14:36,2430,Jordy Kuiper made Dunk. Assisted by Demetrius Troy.,39,47
14:19,2427,Kevin Vannatta made Jumper.,41,47
13:50,2430,Demetrius Troy missed Jumper.,41,47
13:50,2427,Ahmad Thomas Defensive Rebound.,41,47
13:41,2427,Macio Teague made Three Point Jumper. Assisted by Ahmad Thomas.,44,47
13:37,2430,UNC Greensboro  Timeout,44,47
13:37,2430,Official TV Timeout,44,47
13:21,2427,Foul on Ahmad Thomas.,44,47
13:01,2430,Francis Alonso made Three Point Jumper.,44,50
12:28,2430,Foul on Francis Alonso.,44,50
12:28,2427,Macio Teague missed Free Throw.,44,50
12:28,2427,UNC Asheville Deadball Team Rebound.,44,50
12:28,2427,Macio Teague made Free Throw.,45,50
12:16,2427,Alec Wnuk missed Three Point Jumper.,45,50
12:16,2427,Raekwon Miller Offensive Rebound.,45,50
11:41,2427,Kevin Vannatta Turnover.,45,50
11:41,2430,Isaiah Miller Steal.,45,50
11:41,2430,Official TV Timeout,45,50
11:18,2430,Francis Alonso missed Layup.,45,50
11:18,2430,James Dickey Offensive Rebound.,45,50
11:14,2430,James Dickey Turnover.,45,50
11:13,2427,Kevin Vannatta Steal.,45,50
11:05,2427,Ahmad Thomas missed Jumper.,45,50
11:05,2430,Isaiah Miller Defensive Rebound.,45,50
10:48,2427,Foul on Donovan Gilmore.,45,50
10:46,2430,Malik Massey Turnover.,45,50
10:43,2427,Kevin Vannatta Steal.,45,50
10:41,2427,Macio Teague made Layup. Assisted by Kevin Vannatta.,47,50
10:28,2430,Isaiah Miller made Jumper.,47,52
9:56,2430,Foul on Francis Alonso.,47,52
9:56,2427,Raekwon Miller made Free Throw.,48,52
9:56,2427,Raekwon Miller made Free Throw.,49,52
9:44,2430,Francis Alonso Turnover.,49,52
9:43,2427,Ahmad Thomas Steal.,49,52
9:38,2427,Kevin Vannatta missed Three Point Jumper.,49,52
9:38,2430,Marvin Smith Defensive Rebound.,49,52
9:17,2430,Francis Alonso missed Layup.,49,52
9:17,2427,Raekwon Miller Defensive Rebound.,49,52
8:59,2427,Alec Wnuk missed Jumper.,49,52
8:59,2430,James Dickey Defensive Rebound.,49,52
8:38,2427,Foul on Macio Teague.,49,52
8:38,2427,Foul on Alec Wnuk.,49,52
8:31,2430,Francis Alonso made Layup.,49,54
8:31,2427,Foul on Jonathan Baehre.,49,54
8:31,2430,Francis Alonso made Free Throw.,49,55
8:20,2430,Foul on Jordy Kuiper.,49,55
8:20,2427,Kevin Vannatta missed Free Throw.,49,55
8:20,2427,UNC Asheville Deadball Team Rebound.,49,55
8:20,2427,Kevin Vannatta missed Free Throw.,49,55
8:20,2427,Ahmad Thomas Offensive Rebound.,49,55
8:17,2427,Ahmad Thomas made Layup.,51,55
7:57,2430,Demetrius Troy Turnover.,51,55
7:57,2430,Official TV Timeout,51,55
7:46,2427,Kevin Vannatta made Layup. Assisted by Macio Teague.,53,55
7:32,2430,Francis Alonso missed Three Point Jumper.,53,55
7:32,2430,Jordy Kuiper Offensive Rebound.,53,55
7:09,2430,Marvin Smith missed Three Point Jumper.,53,55
7:09,2427,Jalen Seegars Defensive Rebound.,53,55
6:44,2427,Raekwon Miller Turnover.,53,55
6:43,2430,Francis Alonso Steal.,53,55
6:39,2430,Marvin Smith made Dunk. Assisted by Demetrius Troy.,53,57
6:09,2427,Macio Teague missed Three Point Jumper.,53,57
6:09,2430,Jordy Kuiper Defensive Rebound.,53,57
6:06,2427,Foul on Ahmad Thomas.,53,57
6:06,2430,Jordy Kuiper made Free Throw.,53,58
6:06,2430,Jordy Kuiper missed Free Throw.,53,58
6:06,2427,Kevin Vannatta Defensive Rebound.,53,58
5:45,2427,Jalen Seegars missed Three Point Jumper.,53,58
5:45,2427,Macio Teague Offensive Rebound.,53,58
5:40,2427,Macio Teague made Jumper.,55,58
5:24,2427,Foul on Jonathan Baehre.,55,58
5:24,2430,James Dickey made Free Throw.,55,59
5:24,2430,James Dickey made Free Throw.,55,60
5:15,2430,Foul on Demetrius Troy.,55,60
5:06,2427,Jonathan Baehre Turnover.,55,60
5:00,2430,Isaiah Miller Turnover.,55,60
4:47,2427,Ahmad Thomas made Jumper.,57,60
4:28,2430,Marvin Smith missed Three Point Jumper.,57,60
4:28,2430,Malik Massey Offensive Rebound.,57,60
4:05,2430,Isaiah Miller missed Layup.,57,60
4:05,2427,Kevin Vannatta Defensive Rebound.,57,60
3:37,2427,Macio Teague missed Three Point Jumper.,57,60
3:37,2430,UNC Greensboro Defensive Rebound.,57,60
3:34,2430,Official TV Timeout,57,60
3:12,2430,Demetrius Troy missed Jumper.,57,60
3:12,2430,Marvin Smith Offensive Rebound.,57,60
2:46,2430,Francis Alonso Turnover.,57,60
2:45,2427,Ahmad Thomas Steal.,57,60
2:43,2427,Ahmad Thomas made Layup. Assisted by Raekwon Miller.,59,60
2:24,2430,Marvin Smith missed Three Point Jumper.,59,60
2:24,2427,Ahmad Thomas Defensive Rebound.,59,60
2:11,2427,Foul on Ahmad Thomas.,59,60
2:11,2427,Ahmad Thomas Turnover.,59,60
2:11,2427,UNC Asheville  Timeout,59,60
1:56,2430,James Dickey Turnover.,59,60
1:55,2427,Ahmad Thomas Steal.,59,60
1:32,2427,Macio Teague made Layup.,61,60
1:10,2427,Foul on Kevin Vannatta.,61,60
1:10,2430,James Dickey missed Free Throw.,61,60
1:10,2430,James Dickey missed Free Throw.,61,60
1:10,2427,Kevin Vannatta Defensive Rebound.,61,60
1:10,2430,UNC Greensboro Deadball Team Rebound.,61,60
0:42,2427,Ahmad Thomas made Jumper.,63,60
0:42,2427,UNC Asheville  Timeout,63,60
0:34,2430,Francis Alonso missed Three Point Jumper.,63,60
0:34,2427,Macio Teague Defensive Rebound.,63,60
0:31,2430,Foul on Marvin Smith.,63,60
0:31,2427,Macio Teague made Free Throw.,64,60
0:31,2427,Macio Teague made Free Throw.,65,60
0:29,2430,Jordy Kuiper missed Three Point Jumper.,65,60
0:29,2427,Macio Teague Defensive Rebound.,65,60
0:23,2430,Foul on Jordy Kuiper.,65,60
0:23,2427,Macio Teague missed Free Throw.,65,60
0:23,2430,James Dickey Defensive Rebound.,65,60
0:15,2430,Francis Alonso missed Three Point Jumper.,65,60
0:15,2427,Macio Teague Defensive Rebound.,65,60
0:10,2430,Foul on Isaiah Miller.,65,60
0:10,2427,Macio Teague made Free Throw.,66,60
0:10,2427,Macio Teague made Free Throw.,67,60
0:04,2430,Demetrius Troy missed Three Point Jumper.,67,60
0:04,2427,Kevin Vannatta Defensive Rebound.,67,60
0:00,2430,End of Game,67,60
