Cal Poly,2567,SMU,13
13:30,13,Luke Meikle made Three Point Jumper. Assisted by Mark Crowe.,9,15
13:06,2567,Ethan Chargois Turnover.,9,15
13:05,13,Luke Meikle Steal.,9,15
13:00,13,Donovan Fields Turnover.,9,15
12:51,2567,Jarrey Foster Turnover.,9,15
12:34,13,Mark Crowe missed Three Point Jumper.,9,15
12:33,2567,Akoy Agau Defensive Rebound.,9,15
12:20,2567,Shake Milton made Jumper.,9,17
12:00,13,Jakub Niziol missed Three Point Jumper.,9,17
11:59,13,Josh Martin Offensive Rebound.,9,17
11:40,13,Josh Martin made Three Point Jumper. Assisted by Karlis Garoza.,12,17
11:17,2567,Ben Emelogu II made Three Point Jumper.,12,20
10:57,13,Jakub Niziol missed Jumper.,12,20
10:57,13,Karlis Garoza Offensive Rebound.,12,20
10:47,13,Iziah James missed Three Point Jumper.,12,20
10:47,13,Josh Martin Offensive Rebound.,12,20
10:43,13,Karlis Garoza Turnover.,12,20
10:43,2567,Akoy Agau Steal.,12,20
10:43,2567,Official TV Timeout,12,20
10:19,13,Foul on Victor Joseph.,12,20
10:19,2567,Ben Emelogu II made Free Throw.,12,21
10:19,2567,Ben Emelogu II made Free Throw.,12,22
10:06,13,Karlis Garoza made Layup. Assisted by Josh Martin.,14,22
9:52,2567,Jarrey Foster Turnover.,14,22
9:41,13,Jakub Niziol made Three Point Jumper. Assisted by Donovan Fields.,17,22
9:13,2567,Jahmal McMurray missed Three Point Jumper.,17,22
9:13,13,Josh Martin Defensive Rebound.,17,22
9:13,2567,Foul on Ben Emelogu II.,17,22
9:01,2567,Foul on William Douglas.,17,22
8:48,13,Karlis Garoza made Dunk. Assisted by Josh Martin.,19,22
8:27,2567,Jimmy Whitt made Jumper. Assisted by Ben Emelogu II.,19,24
8:04,13,Jakub Niziol Turnover.,19,24
7:53,13,Foul on Jakub Niziol.,19,24
7:53,2567,Official TV Timeout,19,24
7:53,2567,Jimmy Whitt made Free Throw.,19,25
7:53,2567,Jimmy Whitt missed Free Throw.,19,25
7:53,13,Karlis Garoza Defensive Rebound.,19,25
7:33,13,Victor Joseph missed Three Point Jumper.,19,25
7:33,13,Karlis Garoza Offensive Rebound.,19,25
7:32,2567,Foul on Ethan Chargois.,19,25
7:15,13,Donovan Fields missed Jumper.,19,25
7:15,2567,Jimmy Whitt Defensive Rebound.,19,25
6:55,2567,Shake Milton made Three Point Jumper.,19,28
6:25,13,Donovan Fields missed Three Point Jumper.,19,28
6:25,2567,Jimmy Whitt Defensive Rebound.,19,28
6:04,2567,Shake Milton missed Three Point Jumper.,19,28
6:04,2567,Jarrey Foster Offensive Rebound.,19,28
5:57,13,Foul on Josh Martin.,19,28
5:57,2567,Jarrey Foster made Free Throw.,19,29
5:57,2567,Jarrey Foster made Free Throw.,19,30
5:46,13,Cal Poly  Timeout,19,30
5:30,13,Jakub Niziol missed Three Point Jumper.,19,30
5:30,2567,Ethan Chargois Defensive Rebound.,19,30
5:14,13,Foul on Victor Joseph.,19,30
5:14,2567,Shake Milton made Free Throw.,19,31
5:14,2567,Shake Milton made Free Throw.,19,32
5:06,13,Donovan Fields Turnover.,19,32
5:05,2567,Jimmy Whitt Steal.,19,32
5:02,2567,Shake Milton made Three Point Jumper. Assisted by Jarrey Foster.,19,35
4:37,13,Jakub Niziol missed Three Point Jumper.,19,35
4:37,2567,Elijah Landrum Defensive Rebound.,19,35
4:31,2567,Shake Milton missed Three Point Jumper.,19,35
4:31,13,Luke Meikle Defensive Rebound.,19,35
4:23,13,Trevor John made Three Point Jumper. Assisted by Donovan Fields.,22,35
4:02,2567,Ethan Chargois missed Three Point Jumper.,22,35
4:00,13,Cal Poly Defensive Rebound.,22,35
4:00,2567,Official TV Timeout,22,35
3:30,13,Luke Meikle made Jumper. Assisted by Donovan Fields.,24,35
3:11,2567,Shake Milton made Three Point Jumper. Assisted by Jarrey Foster.,24,38
2:48,13,Luke Meikle Turnover.,24,38
2:48,2567,Shake Milton Steal.,24,38
2:21,2567,Shake Milton missed Three Point Jumper.,24,38
2:21,2567,Jarrey Foster Offensive Rebound.,24,38
2:13,13,Foul on Hank Hollingsworth.,24,38
2:13,2567,Akoy Agau made Free Throw.,24,39
2:13,2567,Akoy Agau made Free Throw.,24,40
1:44,13,Donovan Fields missed Jumper.,24,40
1:44,2567,Akoy Agau Defensive Rebound.,24,40
1:15,2567,Jarrey Foster Turnover.,24,40
0:55,13,Trevor John missed Three Point Jumper.,24,40
0:55,13,Mark Crowe Offensive Rebound.,24,40
0:52,2567,Foul on Shake Milton.,24,40
0:49,13,Luke Meikle made Jumper. Assisted by Mark Crowe.,26,40
0:33,2567,Shake Milton Turnover.,26,40
0:33,2567,Foul on Shake Milton.,26,40
0:23,13,Luke Meikle Turnover.,26,40
0:23,2567,SMU  Timeout,26,40
0:16,2567,Ben Emelogu II Turnover.,26,40
0:16,13,Mark Crowe Steal.,26,40
0:01,13,Donovan Fields missed Three Point Jumper.,26,40
0:00,13,Cal Poly Deadball Team Rebound.,26,40
0:00,2567,End of 1st half,26,40
19:45,2567,Foul on Jarrey Foster.,26,40
19:45,13,Josh Martin made Free Throw.,27,40
19:45,13,Josh Martin made Free Throw.,28,40
19:29,2567,Ethan Chargois missed Three Point Jumper.,28,40
19:29,13,Josh Martin Defensive Rebound.,28,40
19:04,13,Josh Martin missed Jumper.,28,40
19:04,2567,Jimmy Whitt Defensive Rebound.,28,40
18:48,2567,Shake Milton made Three Point Jumper.,28,43
18:29,13,Victor Joseph made Three Point Jumper. Assisted by Donovan Fields.,31,43
18:10,2567,Jimmy Whitt made Jumper. Assisted by Jarrey Foster.,31,45
17:49,13,Josh Martin missed Layup.,31,45
17:49,2567,Shake Milton Defensive Rebound.,31,45
17:43,2567,Ben Emelogu II made Three Point Jumper. Assisted by Shake Milton.,31,48
17:33,13,Hank Hollingsworth made Layup. Assisted by Donovan Fields.,33,48
17:32,13,Cal Poly  Timeout,33,48
17:32,2567,Official TV Timeout,33,48
17:14,2567,Jimmy Whitt missed Jumper.,33,48
17:14,13,Luke Meikle Defensive Rebound.,33,48
16:44,13,Josh Martin missed Three Point Jumper.,33,48
16:44,2567,Jimmy Whitt Defensive Rebound.,33,48
16:36,2567,Jarrey Foster missed Three Point Jumper.,33,48
16:36,13,Josh Martin Defensive Rebound.,33,48
16:29,2567,Foul on Jimmy Whitt.,33,48
16:16,13,Donovan Fields missed Three Point Jumper.,33,48
16:16,2567,Jarrey Foster Defensive Rebound.,33,48
15:59,2567,Jarrey Foster made Jumper.,33,50
15:40,13,Victor Joseph missed Three Point Jumper.,33,50
15:40,2567,Jimmy Whitt Defensive Rebound.,33,50
15:34,13,Foul on Donovan Fields.,33,50
15:34,2567,Official TV Timeout,33,50
15:23,13,Foul on Hank Hollingsworth.,33,50
15:14,2567,Jarrey Foster Turnover.,33,50
15:14,2567,Foul on Jarrey Foster.,33,50
15:01,13,Victor Joseph made Jumper. Assisted by Josh Martin.,35,50
14:36,2567,Jimmy Whitt missed Layup.,35,50
14:36,2567,Jimmy Whitt Offensive Rebound.,35,50
14:31,2567,Jimmy Whitt Turnover.,35,50
14:03,13,Victor Joseph missed Three Point Jumper.,35,50
14:03,13,Josh Martin Offensive Rebound.,35,50
14:01,13,Josh Martin missed Layup.,35,50
14:01,2567,Akoy Agau Defensive Rebound.,35,50
13:53,13,Foul on Josh Martin.,35,50
13:47,13,Foul on Karlis Garoza.,35,50
13:47,2567,Akoy Agau made Free Throw.,35,51
13:47,2567,Akoy Agau made Free Throw.,35,52
13:27,13,Victor Joseph Turnover.,35,52
13:14,13,Foul on Donovan Fields.,35,52
13:14,2567,Jahmal McMurray made Free Throw.,35,53
13:14,2567,Jahmal McMurray made Free Throw.,35,54
12:53,13,Donovan Fields made Layup.,37,54
12:36,2567,Jarrey Foster missed Layup.,37,54
12:36,13,Karlis Garoza Block.,37,54
12:36,2567,Jarrey Foster Offensive Rebound.,37,54
12:30,2567,Jarrey Foster missed Jumper.,37,54
12:30,13,Jakub Niziol Defensive Rebound.,37,54
12:23,13,Jakub Niziol missed Three Point Jumper.,37,54
12:23,2567,Jimmy Whitt Defensive Rebound.,37,54
12:11,2567,Jahmal McMurray made Three Point Jumper.,37,57
11:51,13,Luke Meikle made Jumper.,39,57
11:34,13,Foul on Karlis Garoza.,39,57
11:34,2567,Official TV Timeout,39,57
11:34,2567,Jarrey Foster made Free Throw.,39,58
11:34,2567,Jarrey Foster made Free Throw.,39,59
11:25,13,Iziah James Turnover.,39,59
11:23,2567,Jimmy Whitt Steal.,39,59
11:22,2567,Jahmal McMurray made Three Point Jumper. Assisted by Shake Milton.,39,62
11:13,13,Cal Poly  Timeout,39,62
11:00,13,Jakub Niziol made Three Point Jumper. Assisted by Donovan Fields.,42,62
10:41,2567,Ethan Chargois made Three Point Jumper. Assisted by Shake Milton.,42,65
10:21,13,Donovan Fields missed Jumper.,42,65
10:21,2567,Shake Milton Defensive Rebound.,42,65
10:13,2567,Ben Emelogu II made Three Point Jumper. Assisted by Shake Milton.,42,68
10:00,13,Luke Meikle missed Three Point Jumper.,42,68
10:00,2567,Jimmy Whitt Defensive Rebound.,42,68
9:50,2567,Ethan Chargois missed Three Point Jumper.,42,68
9:50,13,Jakub Niziol Defensive Rebound.,42,68
9:42,13,Trevor John missed Three Point Jumper.,42,68
9:42,2567,Ben Emelogu II Defensive Rebound.,42,68
9:34,2567,Ben Emelogu II made Three Point Jumper. Assisted by Jahmal McMurray.,42,71
9:15,13,Jakub Niziol made Three Point Jumper. Assisted by Trevor John.,45,71
8:52,2567,Jimmy Whitt made Dunk. Assisted by Jahmal McMurray.,45,73
8:31,2567,Foul on Jimmy Whitt.,45,73
8:22,13,Hank Hollingsworth made Layup. Assisted by Josh Martin.,47,73
8:04,2567,Jahmal McMurray missed Layup.,47,73
8:04,13,Donovan Fields Defensive Rebound.,47,73
7:54,13,Hank Hollingsworth Turnover.,47,73
7:53,2567,Ethan Chargois Steal.,47,73
7:49,2567,Official TV Timeout,47,73
7:43,2567,Shake Milton missed Three Point Jumper.,47,73
7:43,13,Jakub Niziol Defensive Rebound.,47,73
7:34,13,Donovan Fields missed Jumper.,47,73
7:34,2567,Jahmal McMurray Defensive Rebound.,47,73
7:21,2567,Jahmal McMurray made Jumper.,47,75
7:03,2567,Foul on Shake Milton.,47,75
7:03,13,Victor Joseph missed Free Throw.,47,75
7:03,13,Cal Poly Deadball Team Rebound.,47,75
7:03,13,Victor Joseph made Free Throw.,48,75
6:54,13,Foul on Jakub Niziol.,48,75
6:54,2567,Elijah Landrum made Free Throw.,48,76
6:54,2567,Elijah Landrum missed Free Throw.,48,76
6:54,13,Josh Martin Defensive Rebound.,48,76
6:40,13,Victor Joseph missed Three Point Jumper.,48,76
6:40,2567,Elijah Landrum Defensive Rebound.,48,76
6:32,2567,Jahmal McMurray Turnover.,48,76
6:23,2567,Foul on William Douglas.,48,76
6:11,13,Victor Joseph made Three Point Jumper. Assisted by Donovan Fields.,51,76
5:54,2567,Elijah Landrum missed Layup.,51,76
5:54,13,Josh Martin Block.,51,76
5:53,13,Jakub Niziol Defensive Rebound.,51,76
5:48,2567,Foul on Ethan Chargois.,51,76
5:48,13,Hank Hollingsworth missed Free Throw.,51,76
5:48,13,Cal Poly Deadball Team Rebound.,51,76
5:48,13,Hank Hollingsworth missed Free Throw.,51,76
5:48,2567,Jarrey Foster Defensive Rebound.,51,76
5:26,2567,Jahmal McMurray missed Three Point Jumper.,51,76
5:26,2567,Elijah Landrum Offensive Rebound.,51,76
5:23,2567,Elijah Landrum missed Layup.,51,76
5:23,13,Hank Hollingsworth Defensive Rebound.,51,76
5:13,2567,Foul on Jahmal McMurray.,51,76
5:13,13,Donovan Fields made Free Throw.,52,76
5:13,13,Donovan Fields made Free Throw.,53,76
4:51,2567,Ethan Chargois made Layup. Assisted by Jarrey Foster.,53,78
4:32,13,Jakub Niziol missed Three Point Jumper.,53,78
4:32,2567,Elijah Landrum Defensive Rebound.,53,78
3:59,2567,Jahmal McMurray made Three Point Jumper.,53,81
3:50,13,Victor Joseph made Three Point Jumper. Assisted by Donovan Fields.,56,81
3:37,2567,SMU  Timeout,56,81
3:37,2567,Official TV Timeout,56,81
3:19,2567,Jahmal McMurray missed Three Point Jumper.,56,81
3:19,13,Marcellus Garrick Defensive Rebound.,56,81
3:05,13,Marcellus Garrick missed Three Point Jumper.,56,81
3:05,2567,Everett Ray Defensive Rebound.,56,81
2:55,2567,Akoy Agau missed Three Point Jumper.,56,81
2:55,13,Karlis Garoza Defensive Rebound.,56,81
2:29,2567,Foul on Everett Ray.,56,81
2:29,13,Aleks Abrams made Free Throw.,57,81
2:29,13,Aleks Abrams missed Free Throw.,57,81
2:29,2567,Everett Ray Defensive Rebound.,57,81
2:13,13,Foul on Aleks Abrams.,57,81
2:13,2567,Akoy Agau made Free Throw.,57,82
2:13,2567,William Douglas Turnover.,57,82
1:53,13,Aleks Abrams made Jumper.,59,82
1:32,13,Foul on Mark Crowe.,59,82
1:32,2567,Akoy Agau missed Free Throw.,59,82
1:32,2567,SMU Deadball Team Rebound.,59,82
1:32,2567,Akoy Agau missed Free Throw.,59,82
1:32,13,Aleks Abrams Defensive Rebound.,59,82
1:18,13,Marcellus Garrick missed Three Point Jumper.,59,82
1:18,13,Aleks Abrams Offensive Rebound.,59,82
1:07,13,Marcellus Garrick missed Three Point Jumper.,59,82
1:07,2567,Elijah Landrum Defensive Rebound.,59,82
0:59,2567,Elijah Landrum made Dunk.,59,84
0:46,2567,Foul on Elijah Landrum.,59,84
0:46,13,Marcellus Garrick made Free Throw.,60,84
0:46,13,Marcellus Garrick made Free Throw.,61,84
0:36,13,Foul on Karlis Garoza.,61,84
0:36,2567,James Pyle missed Free Throw.,61,84
0:36,2567,SMU Deadball Team Rebound.,61,84
0:36,2567,James Pyle missed Free Throw.,61,84
0:36,13,Karlis Garoza Defensive Rebound.,61,84
0:23,13,Mark Crowe made Three Point Jumper. Assisted by Iziah James.,64,84
0:00,2567,End of Game,64,84
