Central Michigan,140,UMKC,2117
13:55,140,Mo Ahmed Block.,7,13
13:52,140,Xavier Bishop Defensive Rebound.,7,13
13:48,140,Marvin Nesbitt Jr. missed Three Point Jumper.,7,13
13:48,140,UMKC Offensive Rebound.,7,13
13:36,140,Robert Knar made Jumper.,7,15
13:36,2117,Foul on Matt Beachler.,7,15
13:36,140,Robert Knar made Free Throw.,7,16
13:22,140,Foul on Brandon McKissic.,7,16
13:20,2117,Cecil Williams made Layup. Assisted by Shawn Roundtree.,9,16
13:11,140,Marco Smith Turnover.,9,16
13:03,2117,Shawn Roundtree made Layup.,11,16
13:02,140,Foul on Jordan Giles.,11,16
13:02,2117,Shawn Roundtree made Free Throw.,12,16
12:52,140,Jordan Giles missed Layup.,12,16
12:52,2117,Innocent Nwoko Block.,12,16
12:52,140,UMKC Offensive Rebound.,12,16
12:52,2117,Foul on Shawn Roundtree.,12,16
12:38,140,Robert Knar missed Jumper.,12,16
12:38,2117,Corey Redman Defensive Rebound.,12,16
12:30,2117,Shawn Roundtree missed Jumper.,12,16
12:30,140,Marco Smith Defensive Rebound.,12,16
12:05,2117,Foul on Cecil Williams.,12,16
11:50,140,Xavier Bishop made Three Point Jumper.,12,19
11:33,140,Foul on Marco Smith.,12,19
11:33,140,Official TV Timeout,12,19
11:24,2117,Matt Beachler missed Three Point Jumper.,12,19
11:24,2117,Josh Kozinski Offensive Rebound.,12,19
11:16,2117,Shawn Roundtree missed Three Point Jumper.,12,19
11:16,2117,David DiLeo Offensive Rebound.,12,19
11:13,140,Foul on Aleer Leek.,12,19
11:13,2117,David DiLeo made Free Throw.,13,19
11:13,2117,David DiLeo made Free Throw.,14,19
10:46,140,Foul on Jordan Giles.,14,19
10:46,140,Jordan Giles Turnover.,14,19
10:33,2117,Matt Beachler missed Three Point Jumper.,14,19
10:33,140,Aleer Leek Defensive Rebound.,14,19
10:31,2117,Foul on David DiLeo.,14,19
10:05,140,Marco Smith made Jumper.,14,21
9:49,2117,Cecil Williams made Jumper.,16,21
9:41,140,Xavier Bishop Turnover.,16,21
9:32,2117,David DiLeo made Three Point Jumper. Assisted by Shawn Roundtree.,19,21
8:58,140,Marvin Nesbitt Jr. missed Jumper.,19,21
8:58,2117,Josh Kozinski Defensive Rebound.,19,21
8:49,2117,David DiLeo missed Three Point Jumper.,19,21
8:49,140,Marvin Nesbitt Jr. Defensive Rebound.,19,21
8:24,140,Isaiah Ross missed Three Point Jumper.,19,21
8:24,2117,David DiLeo Defensive Rebound.,19,21
8:15,2117,Luke Meyer missed Three Point Jumper.,19,21
8:15,140,Xavier Bishop Defensive Rebound.,19,21
8:07,140,Isaiah Ross made Three Point Jumper. Assisted by Xavier Bishop.,19,24
7:48,2117,Shawn Roundtree missed Layup.,19,24
7:48,140,Mo Ahmed Defensive Rebound.,19,24
7:26,140,Isaiah Ross missed Layup.,19,24
7:26,2117,Luke Meyer Block.,19,24
7:24,2117,Luke Meyer Defensive Rebound.,19,24
7:20,140,Foul on Xavier Bishop.,19,24
7:20,140,Official TV Timeout,19,24
7:20,2117,Gavin Peppers made Free Throw.,20,24
7:20,2117,Gavin Peppers missed Free Throw.,20,24
7:20,140,Isaiah Ross Defensive Rebound.,20,24
7:05,140,Brandon McKissic made Jumper.,20,26
6:46,2117,Gavin Peppers Turnover.,20,26
6:44,140,Mo Ahmed Steal.,20,26
6:31,140,Mo Ahmed missed Jumper.,20,26
6:31,2117,Cecil Williams Defensive Rebound.,20,26
6:14,2117,David DiLeo made Three Point Jumper. Assisted by Matty Smith.,23,26
5:56,140,Robert Knar missed Three Point Jumper.,23,26
5:56,2117,Cecil Williams Block.,23,26
5:56,140,UMKC Offensive Rebound.,23,26
5:51,140,Jordan Giles made Layup. Assisted by Robert Knar.,23,28
5:34,2117,David DiLeo made Three Point Jumper. Assisted by Matty Smith.,26,28
5:21,2117,Foul on Josh Kozinski.,26,28
5:21,140,Brandon McKissic made Free Throw.,26,29
5:21,140,Brandon McKissic made Free Throw.,26,30
5:08,2117,David DiLeo missed Three Point Jumper.,26,30
5:08,140,Marvin Nesbitt Jr. Defensive Rebound.,26,30
4:58,140,Isaiah Ross missed Three Point Jumper.,26,30
4:58,2117,David DiLeo Defensive Rebound.,26,30
4:51,2117,David DiLeo missed Three Point Jumper.,26,30
4:51,140,Marvin Nesbitt Jr. Defensive Rebound.,26,30
4:39,140,Isaiah Ross made Layup.,26,32
4:27,140,Foul on Isaiah Ross.,26,32
4:27,2117,Cecil Williams made Free Throw.,27,32
4:27,2117,Cecil Williams made Free Throw.,28,32
4:06,140,Robert Knar missed Three Point Jumper.,28,32
4:06,2117,Central Michigan Defensive Rebound.,28,32
3:39,140,Official TV Timeout,28,32
3:36,2117,Foul on Shawn Roundtree.,28,32
3:36,2117,Shawn Roundtree Turnover.,28,32
3:19,140,Marvin Nesbitt Jr. missed Jumper.,28,32
3:19,2117,Matty Smith Defensive Rebound.,28,32
3:11,2117,Matty Smith made Layup.,30,32
2:49,140,Xavier Bishop missed Three Point Jumper.,30,32
2:49,140,UMKC Offensive Rebound.,30,32
2:29,140,Aleer Leek missed Jumper.,30,32
2:29,2117,David DiLeo Defensive Rebound.,30,32
2:12,2117,Cecil Williams missed Jumper.,30,32
2:12,140,Marvin Nesbitt Jr. Defensive Rebound.,30,32
1:56,2117,Foul on Josh Kozinski.,30,32
1:56,140,Marvin Nesbitt Jr. made Free Throw.,30,33
1:56,140,Marvin Nesbitt Jr. made Free Throw.,30,34
1:48,2117,Matty Smith Turnover.,30,34
1:46,140,Marco Smith Steal.,30,34
1:44,140,Marco Smith missed Layup.,30,34
1:44,2117,Matty Smith Block.,30,34
1:42,2117,David DiLeo Defensive Rebound.,30,34
1:33,2117,David DiLeo missed Three Point Jumper.,30,34
1:33,2117,Central Michigan Offensive Rebound.,30,34
1:14,2117,Gavin Peppers Turnover.,30,34
0:50,2117,Foul on Matty Smith.,30,34
0:50,140,Isaiah Ross made Free Throw.,30,35
0:50,140,Isaiah Ross made Free Throw.,30,36
0:40,2117,Cecil Williams made Dunk. Assisted by Matty Smith.,32,36
0:11,2117,Foul on Cecil Williams.,32,36
0:11,140,Xavier Bishop made Free Throw.,32,37
0:11,140,Xavier Bishop made Free Throw.,32,38
0:10,140,Foul on Marco Smith.,32,38
0:10,2117,Shawn Roundtree missed Free Throw.,32,38
0:10,2117,Central Michigan Deadball Team Rebound.,32,38
0:10,2117,Shawn Roundtree made Free Throw.,33,38
0:04,2117,Foul on Matty Smith.,33,38
0:04,140,Jordan Giles made Free Throw.,33,39
0:04,140,Jordan Giles made Free Throw.,33,40
0:04,140,Jordan Giles missed Free Throw.,33,40
0:04,140,Jordan Giles Offensive Rebound.,33,40
0:00,140,End of 1st half,33,40
19:47,2117,Luke Meyer missed Three Point Jumper.,33,40
19:47,140,UMKC Defensive Rebound.,33,40
19:30,140,Isaiah Ross missed Three Point Jumper.,33,40
19:30,140,Jordan Giles Offensive Rebound.,33,40
19:24,140,Jordan Giles made Layup.,33,42
19:10,2117,Cecil Williams Turnover.,33,42
19:08,140,Jordan Giles Steal.,33,42
19:01,140,Aleer Leek missed Three Point Jumper.,33,42
19:01,2117,Cecil Williams Defensive Rebound.,33,42
18:51,140,Foul on Xavier Bishop.,33,42
18:43,2117,Cecil Williams missed Layup.,33,42
18:43,2117,David DiLeo Offensive Rebound.,33,42
18:40,2117,David DiLeo made Two Point Tip Shot.,35,42
18:34,140,Xavier Bishop Turnover.,35,42
18:33,2117,David DiLeo Steal.,35,42
18:27,2117,Gavin Peppers made Layup. Assisted by Shawn Roundtree.,37,42
17:55,140,Jordan Giles missed Layup.,37,42
17:55,140,Aleer Leek Offensive Rebound.,37,42
17:52,140,Aleer Leek missed Two Point Tip Shot.,37,42
17:52,2117,Josh Kozinski Defensive Rebound.,37,42
17:44,2117,Josh Kozinski missed Three Point Jumper.,37,42
17:44,2117,Gavin Peppers Offensive Rebound.,37,42
17:39,2117,Josh Kozinski missed Three Point Jumper.,37,42
17:39,2117,Central Michigan Offensive Rebound.,37,42
17:22,2117,Josh Kozinski missed Three Point Jumper.,37,42
17:22,140,Isaiah Ross Defensive Rebound.,37,42
17:15,140,Xavier Bishop made Layup.,37,44
17:15,2117,Foul on Shawn Roundtree.,37,44
17:15,140,Xavier Bishop made Free Throw.,37,45
17:06,2117,Cecil Williams made Layup. Assisted by Gavin Peppers.,39,45
16:55,140,Foul on Aleer Leek.,39,45
16:55,140,Aleer Leek Turnover.,39,45
16:42,2117,Cecil Williams missed Jumper.,39,45
16:42,2117,David DiLeo Offensive Rebound.,39,45
16:38,2117,David DiLeo made Two Point Tip Shot.,41,45
16:26,140,Brandon McKissic made Jumper.,41,47
16:10,2117,Cecil Williams missed Three Point Jumper.,41,47
16:10,2117,Gavin Peppers Offensive Rebound.,41,47
15:58,2117,David DiLeo made Three Point Jumper. Assisted by Cecil Williams.,44,47
15:45,140,Official TV Timeout,44,47
15:29,140,Brandon McKissic missed Three Point Jumper.,44,47
15:29,2117,Central Michigan Deadball Team Rebound.,44,47
15:25,140,Foul on Aleer Leek.,44,47
15:13,140,Foul on Isaiah Ross.,44,47
15:06,2117,Luke Meyer made Dunk. Assisted by Matt Beachler.,46,47
14:52,140,Xavier Bishop made Jumper.,46,49
14:41,140,Foul on Xavier Bishop.,46,49
14:27,2117,Matty Smith made Layup.,48,49
14:17,140,Xavier Bishop missed Layup.,48,49
14:17,2117,Luke Meyer Block.,48,49
14:15,2117,Luke Meyer Defensive Rebound.,48,49
14:09,2117,David DiLeo missed Three Point Jumper.,48,49
14:09,2117,Luke Meyer Offensive Rebound.,48,49
14:05,2117,Luke Meyer missed Jumper.,48,49
14:05,2117,Central Michigan Offensive Rebound.,48,49
14:03,2117,David DiLeo missed Layup.,48,49
14:03,2117,David DiLeo Offensive Rebound.,48,49
14:00,140,Foul on Isaiah Ross.,48,49
14:00,2117,David DiLeo made Free Throw.,49,49
14:00,2117,David DiLeo made Free Throw.,50,49
13:45,140,Brandon McKissic made Layup.,50,51
13:41,2117,Foul on Luke Meyer.,50,51
13:41,140,Brandon McKissic missed Free Throw.,50,51
13:41,2117,David DiLeo Defensive Rebound.,50,51
13:26,2117,Luke Meyer missed Three Point Jumper.,50,51
13:26,140,Marco Smith Defensive Rebound.,50,51
13:15,140,Isaiah Ross made Jumper.,50,53
13:01,2117,Matt Beachler made Three Point Jumper. Assisted by Shawn Roundtree.,53,53
12:54,140,Foul on Isaiah Ross.,53,53
12:54,140,Isaiah Ross Turnover.,53,53
12:36,2117,Shawn Roundtree Turnover.,53,53
12:34,140,Mo Ahmed Steal.,53,53
12:20,140,Steve Dulley missed Three Point Jumper.,53,53
12:20,2117,Josh Kozinski Defensive Rebound.,53,53
12:11,2117,David DiLeo missed Three Point Jumper.,53,53
12:11,140,UMKC Defensive Rebound.,53,53
11:52,140,Xavier Bishop missed Three Point Jumper.,53,53
11:52,2117,Josh Kozinski Defensive Rebound.,53,53
11:23,2117,Josh Kozinski missed Three Point Jumper.,53,53
11:23,2117,Central Michigan Offensive Rebound.,53,53
11:20,140,Official TV Timeout,53,53
11:18,2117,Matty Smith Turnover.,53,53
11:16,140,Mo Ahmed Steal.,53,53
11:05,140,Marco Smith made Jumper.,53,55
10:55,140,Foul on Mo Ahmed.,53,55
10:55,2117,Matty Smith made Free Throw.,54,55
10:55,2117,Matty Smith missed Free Throw.,54,55
10:55,140,Marco Smith Defensive Rebound.,54,55
10:30,140,Steve Dulley missed Three Point Jumper.,54,55
10:30,2117,Matt Beachler Defensive Rebound.,54,55
10:22,2117,David DiLeo made Three Point Jumper. Assisted by Cecil Williams.,57,55
10:06,140,Robert Knar missed Jumper.,57,55
10:06,2117,Cecil Williams Defensive Rebound.,57,55
9:56,2117,Matt Beachler missed Layup.,57,55
9:56,140,Mo Ahmed Defensive Rebound.,57,55
9:49,2117,Foul on Cecil Williams.,57,55
9:49,140,Steve Dulley missed Free Throw.,57,55
9:49,140,UMKC Deadball Team Rebound.,57,55
9:49,140,Steve Dulley made Free Throw.,57,56
9:32,140,Foul on Brandon McKissic.,57,56
9:32,2117,Cecil Williams made Free Throw.,58,56
9:32,2117,Cecil Williams missed Free Throw.,58,56
9:32,140,Isaiah Ross Defensive Rebound.,58,56
9:12,140,Brandon McKissic Turnover.,58,56
9:06,2117,Matt Beachler Turnover.,58,56
8:56,140,Marco Smith made Jumper. Assisted by Brandon McKissic.,58,58
8:24,2117,Central Michigan  Turnover.,58,58
8:13,140,Marco Smith made Three Point Jumper. Assisted by Brandon McKissic.,58,61
8:01,2117,Central Michigan  Timeout,58,61
8:01,140,Official TV Timeout,58,61
7:47,2117,Cecil Williams made Layup. Assisted by Shawn Roundtree.,60,61
7:22,140,Isaiah Ross Turnover.,60,61
7:21,2117,Shawn Roundtree Steal.,60,61
7:18,2117,Shawn Roundtree made Layup.,62,61
7:03,140,Xavier Bishop missed Jumper.,62,61
7:03,2117,Cecil Williams Defensive Rebound.,62,61
6:41,140,Foul on Xavier Bishop.,62,61
6:41,140,Official TV Timeout,62,61
6:41,2117,Cecil Williams made Free Throw.,63,61
6:41,2117,Cecil Williams made Free Throw.,64,61
6:20,140,Isaiah Ross made Three Point Jumper. Assisted by Brandon McKissic.,64,64
6:03,2117,Cecil Williams missed Layup.,64,64
6:03,140,Marco Smith Block.,64,64
6:00,140,Xavier Bishop Defensive Rebound.,64,64
5:55,140,Marco Smith made Three Point Jumper. Assisted by Xavier Bishop.,64,67
5:46,2117,Central Michigan  Timeout,64,67
5:31,2117,Josh Kozinski made Three Point Jumper. Assisted by Shawn Roundtree.,67,67
5:05,140,Isaiah Ross missed Three Point Jumper.,67,67
5:05,140,Isaiah Ross Offensive Rebound.,67,67
4:56,140,UMKC  Timeout,67,67
4:38,140,Isaiah Ross made Three Point Jumper. Assisted by Marco Smith.,67,70
4:17,2117,Shawn Roundtree made Three Point Jumper.,70,70
4:02,140,Isaiah Ross made Three Point Jumper. Assisted by Brandon McKissic.,70,73
3:59,140,UMKC  Timeout,70,73
3:59,140,Official TV Timeout,70,73
3:51,2117,Shawn Roundtree missed Three Point Jumper.,70,73
3:51,140,Isaiah Ross Defensive Rebound.,70,73
3:24,140,Xavier Bishop made Three Point Jumper.,70,76
2:55,2117,Gavin Peppers missed Layup.,70,76
2:55,140,Aleer Leek Defensive Rebound.,70,76
2:52,2117,Foul on Gavin Peppers.,70,76
2:47,140,Robert Knar Turnover.,70,76
2:45,2117,David DiLeo Steal.,70,76
2:43,2117,Gavin Peppers missed Layup.,70,76
2:43,2117,Shawn Roundtree Offensive Rebound.,70,76
2:41,2117,Shawn Roundtree made Layup.,72,76
2:40,140,Brandon McKissic Turnover.,72,76
2:40,2117,Shawn Roundtree Steal.,72,76
2:40,2117,Shawn Roundtree Turnover.,72,76
2:17,140,Isaiah Ross missed Three Point Jumper.,72,76
2:17,2117,David DiLeo Defensive Rebound.,72,76
2:06,2117,Shawn Roundtree missed Layup.,72,76
2:06,140,Isaiah Ross Defensive Rebound.,72,76
1:44,140,Xavier Bishop missed Layup.,72,76
1:44,2117,Matty Smith Defensive Rebound.,72,76
1:31,2117,Shawn Roundtree made Three Point Jumper. Assisted by Matty Smith.,75,76
0:56,2117,Foul on Gavin Peppers.,75,76
0:56,140,Robert Knar made Free Throw.,75,77
0:56,140,Robert Knar missed Free Throw.,75,77
0:56,2117,Cecil Williams Defensive Rebound.,75,77
0:45,140,Foul on Brandon McKissic.,75,77
0:45,2117,Shawn Roundtree made Free Throw.,76,77
0:45,2117,Shawn Roundtree made Free Throw.,77,77
0:26,140,Xavier Bishop Turnover.,77,77
0:02,2117,Shawn Roundtree missed Jumper.,77,77
0:02,140,UMKC Defensive Rebound.,77,77
0:01,140,Steve Dulley Turnover.,77,77
0:01,2117,Central Michigan  Timeout,77,77
0:01,2117,David DiLeo missed Three Point Jumper.,77,77
0:01,2117,Gavin Peppers Offensive Rebound.,77,77
0:00,140,End of 2nd half,77,77
4:46,2117,Foul on Cecil Williams.,77,77
4:46,2117,Cecil Williams Turnover.,77,77
4:21,140,Marvin Nesbitt Jr. Turnover.,77,77
4:18,2117,Josh Kozinski Steal.,77,77
4:15,2117,Cecil Williams made Layup. Assisted by Shawn Roundtree.,79,77
3:52,140,Aleer Leek missed Three Point Jumper.,79,77
3:52,2117,David DiLeo Defensive Rebound.,79,77
3:26,140,Foul on Brandon McKissic.,79,77
3:26,2117,Shawn Roundtree made Free Throw.,80,77
3:26,2117,Shawn Roundtree made Free Throw.,81,77
3:05,2117,Foul on Matty Smith.,81,77
3:05,140,Isaiah Ross made Free Throw.,81,78
3:05,140,Isaiah Ross made Free Throw.,81,79
2:43,140,Foul on Isaiah Ross.,81,79
2:43,2117,David DiLeo made Free Throw.,82,79
2:43,2117,David DiLeo made Free Throw.,83,79
2:17,140,Robert Knar missed Jumper.,83,79
2:17,2117,David DiLeo Defensive Rebound.,83,79
1:50,2117,Cecil Williams made Layup.,85,79
1:39,140,Xavier Bishop made Three Point Jumper.,85,82
1:37,140,UMKC  Timeout,85,82
1:37,140,Official TV Timeout,85,82
1:21,2117,Shawn Roundtree made Layup.,87,82
1:04,140,Marco Smith missed Three Point Jumper.,87,82
1:04,2117,David DiLeo Defensive Rebound.,87,82
0:51,140,Foul on Marco Smith.,87,82
0:51,2117,Shawn Roundtree missed Free Throw.,87,82
0:51,2117,Central Michigan Deadball Team Rebound.,87,82
0:51,2117,Shawn Roundtree made Free Throw.,88,82
0:43,140,Xavier Bishop missed Layup.,88,82
0:43,2117,Cecil Williams Defensive Rebound.,88,82
0:40,140,Foul on Steve Dulley.,88,82
0:40,2117,Shawn Roundtree made Free Throw.,89,82
0:40,2117,Shawn Roundtree made Free Throw.,90,82
0:33,140,Steve Dulley missed Three Point Jumper.,90,82
0:33,2117,Cecil Williams Block.,90,82
0:30,140,Xavier Bishop Offensive Rebound.,90,82
0:28,140,Xavier Bishop made Layup.,90,84
0:28,2117,Foul on Matty Smith.,90,84
0:28,140,Xavier Bishop missed Free Throw.,90,84
0:28,2117,David DiLeo Defensive Rebound.,90,84
0:23,140,Foul on Steve Dulley.,90,84
0:23,2117,Gavin Peppers missed Free Throw.,90,84
0:23,2117,Central Michigan Deadball Team Rebound.,90,84
0:23,2117,Gavin Peppers made Free Throw.,91,84
0:16,140,Xavier Bishop made Jumper.,91,86
0:16,140,UMKC  Timeout,91,86
0:13,2117,Shawn Roundtree Turnover.,91,86
0:13,140,Marco Smith Steal.,91,86
0:11,140,Xavier Bishop missed Jumper.,91,86
0:11,2117,David DiLeo Defensive Rebound.,91,86
0:07,140,Foul on Aleer Leek.,91,86
0:07,2117,David DiLeo made Free Throw.,92,86
0:07,2117,David DiLeo missed Free Throw.,92,86
0:07,140,Marco Smith Defensive Rebound.,92,86
0:02,140,Marco Smith missed Three Point Jumper.,92,86
0:02,140,Aleer Leek Offensive Rebound.,92,86
0:00,140,Aleer Leek missed Dunk.,92,86
0:00,2117,Shawn Roundtree Defensive Rebound.,92,86
0:00,140,End of Game,92,86
