South Carolina,228,Clemson,2579
13:41,2579,Foul on Wesley Myers.,6,12
13:28,2579,Foul on Evan Hinson.,6,12
13:28,228,Aamir Simms made Free Throw.,6,13
13:28,228,Aamir Simms missed Free Throw.,6,13
13:28,2579,Maik Kotsar Defensive Rebound.,6,13
13:05,2579,Wesley Myers missed Jumper.,6,13
13:05,228,Aamir Simms Defensive Rebound.,6,13
12:53,228,Shelton Mitchell Turnover.,6,13
12:53,2579,David Beatty Steal.,6,13
12:47,2579,David Beatty made Layup.,8,13
12:31,2579,Foul on Evan Hinson.,8,13
12:20,228,Shelton Mitchell made Jumper.,8,15
11:57,2579,David Beatty missed Three Point Jumper.,8,15
11:57,2579,Justin Minaya Offensive Rebound.,8,15
11:52,2579,Justin Minaya missed Layup.,8,15
11:52,228,Clemson Defensive Rebound.,8,15
11:51,228,Official TV Timeout,8,15
11:34,228,Gabe DeVoe missed Jumper.,8,15
11:34,228,Mark Donnal Offensive Rebound.,8,15
11:28,228,Gabe DeVoe missed Three Point Jumper.,8,15
11:28,2579,Hassani Gravett Defensive Rebound.,8,15
11:19,2579,Kory Holden missed Layup.,8,15
11:19,228,David Skara Block.,8,15
11:19,228,Aamir Simms Defensive Rebound.,8,15
11:12,2579,Foul on Hassani Gravett.,8,15
11:12,228,Gabe DeVoe made Free Throw.,8,16
11:12,228,Gabe DeVoe made Free Throw.,8,17
10:54,2579,Chris Silva made Dunk. Assisted by Hassani Gravett.,10,17
10:39,228,Aamir Simms Turnover.,10,17
10:17,2579,Justin Minaya missed Jumper.,10,17
10:17,2579,Maik Kotsar Offensive Rebound.,10,17
10:14,2579,Jump Ball won by South Carolina,10,17
10:04,2579,Kory Holden made Jumper.,12,17
9:42,2579,Foul on Hassani Gravett.,12,17
9:42,228,Marcquise Reed missed Free Throw.,12,17
9:42,2579,Chris Silva Defensive Rebound.,12,17
9:19,2579,Kory Holden made Jumper.,14,17
9:02,228,Donte Grantham missed Three Point Jumper.,14,17
9:02,2579,Chris Silva Defensive Rebound.,14,17
8:57,2579,Chris Silva Turnover.,14,17
8:57,228,Marcquise Reed Steal.,14,17
8:52,228,Jump Ball won by Clemson,14,17
8:31,228,Elijah Thomas made Dunk.,14,19
8:07,228,Foul on Donte Grantham.,14,19
8:07,2579,Wesley Myers made Free Throw.,15,19
8:07,2579,Wesley Myers missed Free Throw.,15,19
8:07,228,Aamir Simms Defensive Rebound.,15,19
7:51,228,Shelton Mitchell missed Jumper.,15,19
7:51,2579,Maik Kotsar Defensive Rebound.,15,19
7:38,2579,Maik Kotsar made Layup.,17,19
7:08,228,Marcquise Reed missed Three Point Jumper.,17,19
7:08,228,Gabe DeVoe Offensive Rebound.,17,19
6:59,228,Gabe DeVoe Turnover.,17,19
6:59,228,Official TV Timeout,17,19
6:38,2579,Chris Silva Turnover.,17,19
6:38,228,Elijah Thomas Steal.,17,19
6:32,228,Marcquise Reed Turnover.,17,19
6:19,2579,Felipe Haase Turnover.,17,19
5:54,228,Aamir Simms missed Three Point Jumper.,17,19
5:54,2579,Felipe Haase Defensive Rebound.,17,19
5:44,2579,Wesley Myers made Layup.,19,19
5:25,228,Marcquise Reed made Three Point Jumper.,19,22
5:10,2579,Wesley Myers made Jumper.,21,22
4:49,2579,Foul on David Beatty.,21,22
4:49,228,Marcquise Reed made Free Throw.,21,23
4:49,228,Marcquise Reed made Free Throw.,21,24
4:30,2579,Justin Minaya missed Jumper.,21,24
4:30,228,Shelton Mitchell Defensive Rebound.,21,24
4:12,228,Marcquise Reed Turnover.,21,24
4:12,2579,Kory Holden Steal.,21,24
4:05,2579,Wesley Myers missed Three Point Jumper.,21,24
4:05,228,Marcquise Reed Defensive Rebound.,21,24
3:30,228,Clemson  Turnover.,21,24
3:30,228,Official TV Timeout,21,24
3:18,2579,Foul on Justin Minaya.,21,24
3:18,2579,Justin Minaya Turnover.,21,24
3:18,228,Marcquise Reed made Free Throw.,21,25
3:18,228,Marcquise Reed made Free Throw.,21,26
3:02,228,David Skara missed Three Point Jumper.,21,26
3:02,2579,Wesley Myers Defensive Rebound.,21,26
2:38,2579,Kory Holden Turnover.,21,26
2:28,228,Gabe DeVoe made Layup.,21,28
2:16,2579,Chris Silva missed Three Point Jumper.,21,28
2:16,228,David Skara Defensive Rebound.,21,28
1:57,228,David Skara Turnover.,21,28
1:40,228,Foul on Mark Donnal.,21,28
1:40,2579,Frank Booker made Free Throw.,22,28
1:40,2579,Frank Booker made Free Throw.,23,28
1:26,2579,Foul on Frank Booker.,23,28
1:26,228,Gabe DeVoe missed Free Throw.,23,28
1:26,228,Clemson Deadball Team Rebound.,23,28
1:26,228,Gabe DeVoe made Free Throw.,23,29
1:16,2579,Kory Holden made Layup.,25,29
0:34,228,Mark Donnal missed Jumper.,25,29
0:34,2579,Chris Silva Block.,25,29
0:34,2579,Chris Silva Defensive Rebound.,25,29
0:26,2579,Kory Holden Turnover.,25,29
0:26,228,Gabe DeVoe Steal.,25,29
0:21,2579,Foul on Chris Silva.,25,29
0:21,2579,South Carolina  Timeout,25,29
0:21,228,Shelton Mitchell made Free Throw.,25,30
0:21,228,Shelton Mitchell made Free Throw.,25,31
0:12,228,Foul on Mark Donnal.,25,31
0:01,228,Foul on Mark Donnal.,25,31
0:01,2579,David Beatty missed Free Throw.,25,31
0:01,2579,South Carolina Deadball Team Rebound.,25,31
0:01,2579,David Beatty made Free Throw.,26,31
0:01,228,Clemson  Timeout,26,31
0:01,228,Donte Grantham Turnover.,26,31
0:01,2579,Maik Kotsar Steal.,26,31
0:00,228,End of 1st half,26,31
20:00,2579,Jump Ball won by South Carolina,26,31
19:52,2579,Chris Silva missed Layup.,26,31
19:52,228,Elijah Thomas Defensive Rebound.,26,31
19:41,228,Gabe DeVoe missed Three Point Jumper.,26,31
19:41,2579,Maik Kotsar Defensive Rebound.,26,31
19:36,228,Foul on Donte Grantham.,26,31
19:25,2579,Frank Booker missed Layup.,26,31
19:25,2579,Frank Booker Offensive Rebound.,26,31
19:25,2579,Frank Booker missed Layup.,26,31
19:25,228,Elijah Thomas Block.,26,31
19:25,228,Gabe DeVoe Defensive Rebound.,26,31
19:18,2579,Foul on Frank Booker.,26,31
19:18,228,Marcquise Reed made Free Throw.,26,32
19:18,228,Marcquise Reed missed Free Throw.,26,32
19:18,2579,Chris Silva Defensive Rebound.,26,32
18:58,2579,Chris Silva missed Layup.,26,32
18:58,228,Gabe DeVoe Defensive Rebound.,26,32
18:33,228,Shelton Mitchell missed Three Point Jumper.,26,32
18:33,2579,Chris Silva Defensive Rebound.,26,32
18:14,2579,Justin Minaya missed Three Point Jumper.,26,32
18:14,2579,Justin Minaya Offensive Rebound.,26,32
17:44,2579,Maik Kotsar missed Jumper.,26,32
17:44,2579,Chris Silva Offensive Rebound.,26,32
17:39,2579,Maik Kotsar Turnover.,26,32
17:39,228,Marcquise Reed Steal.,26,32
17:34,2579,Foul on Frank Booker.,26,32
17:34,228,Marcquise Reed missed Free Throw.,26,32
17:34,228,Clemson Deadball Team Rebound.,26,32
17:34,228,Marcquise Reed made Free Throw.,26,33
17:06,2579,Hassani Gravett missed Three Point Jumper.,26,33
17:06,228,Elijah Thomas Defensive Rebound.,26,33
17:04,2579,Foul on Chris Silva.,26,33
16:48,228,Elijah Thomas missed Layup.,26,33
16:48,2579,Chris Silva Defensive Rebound.,26,33
16:35,2579,David Beatty missed Layup.,26,33
16:35,228,Elijah Thomas Block.,26,33
16:35,228,Marcquise Reed Defensive Rebound.,26,33
16:32,228,Marcquise Reed Turnover.,26,33
16:15,2579,Maik Kotsar made Layup.,28,33
15:50,228,Elijah Thomas missed Jumper.,28,33
15:50,2579,Kory Holden Block.,28,33
15:50,2579,Maik Kotsar Defensive Rebound.,28,33
15:37,2579,Chris Silva Turnover.,28,33
15:37,228,Official TV Timeout,28,33
15:10,228,Gabe DeVoe made Layup. Assisted by Marcquise Reed.,28,35
14:43,2579,David Beatty missed Three Point Jumper.,28,35
14:43,228,David Skara Defensive Rebound.,28,35
14:32,228,Elijah Thomas made Layup. Assisted by Gabe DeVoe.,28,37
14:23,2579,South Carolina  Timeout,28,37
14:00,2579,Chris Silva made Dunk. Assisted by Kory Holden.,30,37
13:42,228,Marcquise Reed missed Three Point Jumper.,30,37
13:42,228,Elijah Thomas Offensive Rebound.,30,37
13:32,228,Marcquise Reed made Three Point Jumper. Assisted by Elijah Thomas.,30,40
13:20,2579,Chris Silva Turnover.,30,40
13:20,228,Elijah Thomas Steal.,30,40
13:19,2579,Foul on Chris Silva.,30,40
13:19,228,Elijah Thomas missed Free Throw.,30,40
13:19,228,Elijah Thomas missed Free Throw.,30,40
13:07,228,Marcquise Reed missed Three Point Jumper.,30,40
13:07,2579,Kory Holden Defensive Rebound.,30,40
12:59,2579,Wesley Myers missed Jumper.,30,40
12:59,228,David Skara Block.,30,40
12:59,228,Marcquise Reed Defensive Rebound.,30,40
12:46,228,Gabe DeVoe missed Three Point Jumper.,30,40
12:46,2579,Wesley Myers Defensive Rebound.,30,40
12:35,2579,Kory Holden made Layup.,32,40
12:16,228,Marcquise Reed missed Three Point Jumper.,32,40
12:16,228,Elijah Thomas Offensive Rebound.,32,40
12:10,228,Jump Ball won by Clemson,32,40
11:56,228,Marcquise Reed made Three Point Jumper. Assisted by Aamir Simms.,32,43
11:34,228,Official TV Timeout,32,43
11:31,2579,Felipe Haase missed Three Point Jumper.,32,43
11:31,228,Shelton Mitchell Defensive Rebound.,32,43
11:02,228,Gabe DeVoe missed Jumper.,32,43
11:02,228,Mark Donnal Offensive Rebound.,32,43
10:33,228,Shelton Mitchell missed Jumper.,32,43
10:33,2579,Maik Kotsar Block.,32,43
10:33,2579,Justin Minaya Defensive Rebound.,32,43
10:23,2579,Hassani Gravett Turnover.,32,43
10:23,228,Gabe DeVoe Steal.,32,43
10:15,228,Donte Grantham missed Layup.,32,43
10:15,228,Donte Grantham Offensive Rebound.,32,43
10:14,228,Donte Grantham missed Layup.,32,43
10:14,228,Donte Grantham Offensive Rebound.,32,43
10:14,228,Donte Grantham missed Two Point Tip Shot.,32,43
10:14,2579,Felipe Haase Defensive Rebound.,32,43
10:14,228,Foul on Mark Donnal.,32,43
9:56,2579,Chris Silva missed Layup.,32,43
9:56,228,Elijah Thomas Block.,32,43
9:56,2579,South Carolina Offensive Rebound.,32,43
9:49,2579,Justin Minaya Turnover.,32,43
9:49,228,Marcquise Reed Steal.,32,43
9:45,228,Shelton Mitchell made Dunk. Assisted by Marcquise Reed.,32,45
9:33,2579,Kory Holden Turnover.,32,45
9:11,228,Marcquise Reed Turnover.,32,45
8:53,2579,David Beatty made Jumper.,34,45
8:42,228,Gabe DeVoe made Three Point Jumper.,34,48
8:15,2579,Chris Silva made Layup.,36,48
7:45,2579,Foul on Chris Silva.,36,48
7:45,228,Official TV Timeout,36,48
7:45,228,Marcquise Reed made Free Throw.,36,49
7:45,228,Marcquise Reed made Free Throw.,36,50
7:25,2579,Felipe Haase missed Three Point Jumper.,36,50
7:25,228,Marcquise Reed Defensive Rebound.,36,50
7:07,228,Shelton Mitchell Turnover.,36,50
6:47,2579,Hassani Gravett made Three Point Jumper. Assisted by Justin Minaya.,39,50
6:27,228,Elijah Thomas Turnover.,39,50
6:06,2579,Hassani Gravett missed Three Point Jumper.,39,50
6:06,228,Marcquise Reed Defensive Rebound.,39,50
5:56,2579,Foul on Hassani Gravett.,39,50
5:48,228,Marcquise Reed made Three Point Jumper.,39,53
5:29,2579,Maik Kotsar made Layup.,41,53
5:00,228,Elijah Thomas made Dunk. Assisted by Donte Grantham.,41,55
4:35,2579,Felipe Haase missed Jumper.,41,55
4:35,228,Donte Grantham Defensive Rebound.,41,55
4:28,228,Gabe DeVoe made Layup.,41,57
4:24,2579,South Carolina  Timeout,41,57
4:14,2579,Frank Booker missed Three Point Jumper.,41,57
4:14,2579,Justin Minaya Offensive Rebound.,41,57
4:04,2579,Justin Minaya missed Layup.,41,57
4:04,228,Elijah Thomas Block.,41,57
4:04,228,Marcquise Reed Defensive Rebound.,41,57
3:42,228,Marcquise Reed made Jumper.,41,59
3:17,2579,Felipe Haase missed Three Point Jumper.,41,59
3:17,228,Donte Grantham Defensive Rebound.,41,59
3:08,228,Gabe DeVoe Turnover.,41,59
2:48,2579,Wesley Myers made Jumper.,43,59
2:17,228,Clemson  Timeout,43,59
2:13,228,Marcquise Reed made Three Point Jumper.,43,62
1:47,2579,Maik Kotsar missed Jumper.,43,62
1:47,228,Elijah Thomas Block.,43,62
1:47,2579,South Carolina Offensive Rebound.,43,62
1:45,2579,Jump Ball won by South Carolina,43,62
1:41,2579,Wesley Myers made Three Point Jumper.,46,62
1:10,228,Gabe DeVoe missed Jumper.,46,62
1:10,228,Elijah Thomas Offensive Rebound.,46,62
1:10,228,Elijah Thomas made Two Point Tip Shot.,46,64
0:52,2579,Justin Minaya missed Jumper.,46,64
0:52,228,Donte Grantham Defensive Rebound.,46,64
0:27,228,Shelton Mitchell missed Layup.,46,64
0:27,2579,Maik Kotsar Block.,46,64
0:27,2579,Wesley Myers Offensive Rebound.,46,64
0:11,2579,Felipe Haase made Jumper.,48,64
0:00,228,End of Game,48,64
