Longwood,9,Arizona State,2344
4:21,9,Mickey Mitchell Turnover.,22,29
4:05,2344,JaShaun Smith missed Jumper.,22,29
4:05,2344,Damarion Geter Offensive Rebound.,22,29
4:00,2344,Damarion Geter missed Jumper.,22,29
4:00,2344,Spencer Franklin Offensive Rebound.,22,29
4:00,2344,Spencer Franklin made Two Point Tip Shot.,24,29
3:50,9,Kodi Justice missed Layup.,24,29
3:50,9,Arizona State Offensive Rebound.,24,29
3:45,9,Official TV Timeout,24,29
3:38,9,Tra Holder missed Jumper.,24,29
3:38,2344,Damarion Geter Block.,24,29
3:38,9,Arizona State Offensive Rebound.,24,29
3:30,9,Romello White missed Dunk.,24,29
3:30,2344,Damarion Geter Defensive Rebound.,24,29
3:13,2344,B.K. Ashe made Three Point Jumper.,27,29
2:58,2344,Foul on Spencer Franklin.,27,29
2:58,9,Tra Holder made Free Throw.,27,30
2:58,9,Tra Holder missed Free Throw.,27,30
2:58,2344,Damarion Geter Defensive Rebound.,27,30
2:32,2344,Damarion Geter missed Jumper.,27,30
2:32,2344,Spencer Franklin Offensive Rebound.,27,30
2:32,2344,Spencer Franklin made Two Point Tip Shot.,29,30
2:16,9,Shannon Evans II missed Three Point Jumper.,29,30
2:16,2344,B.K. Ashe Defensive Rebound.,29,30
1:50,9,Foul on Vitaliy Shibel.,29,30
1:50,2344,Spencer Franklin made Free Throw.,30,30
1:50,2344,Spencer Franklin missed Free Throw.,30,30
1:50,9,De'Quon Lake Defensive Rebound.,30,30
1:42,9,Kodi Justice missed Three Point Jumper.,30,30
1:42,9,De'Quon Lake Offensive Rebound.,30,30
1:39,2344,Foul on Chris Shields.,30,30
1:39,9,De'Quon Lake made Free Throw.,30,31
1:39,9,De'Quon Lake made Free Throw.,30,32
1:22,2344,Chris Shields Turnover.,30,32
1:04,9,De'Quon Lake made Dunk. Assisted by Shannon Evans II.,30,34
0:53,2344,Longwood  Timeout,30,34
0:40,2344,JaShaun Smith missed Jumper.,30,34
0:40,2344,Chris Shields Offensive Rebound.,30,34
0:35,2344,Chris Shields missed Layup.,30,34
0:35,9,De'Quon Lake Defensive Rebound.,30,34
0:09,2344,Foul on JaShaun Smith.,30,34
0:09,9,Tra Holder missed Free Throw.,30,34
0:09,9,Arizona State Deadball Team Rebound.,30,34
0:09,9,Tra Holder made Free Throw.,30,35
0:09,9,Arizona State  Timeout,30,35
0:00,9,End of 1st half,30,35
20:00,2344,Jump Ball won by Longwood,30,35
19:36,2344,JaShaun Smith missed Jumper.,30,35
19:36,9,Mickey Mitchell Defensive Rebound.,30,35
19:22,9,Kodi Justice made Three Point Jumper. Assisted by Tra Holder.,30,38
18:56,9,Foul on Tra Holder.,30,38
18:47,2344,JaShaun Smith made Layup. Assisted by Damarion Geter.,32,38
18:36,9,Kodi Justice missed Three Point Jumper.,32,38
18:36,2344,Chris Shields Defensive Rebound.,32,38
18:12,2344,B.K. Ashe missed Three Point Jumper.,32,38
18:12,2344,Longwood Offensive Rebound.,32,38
18:10,9,Foul on Romello White.,32,38
18:10,2344,Kamil Chapman Turnover.,32,38
18:10,2344,Foul on Kamil Chapman.,32,38
17:59,9,Mickey Mitchell Turnover.,32,38
17:59,2344,Kamil Chapman Steal.,32,38
17:44,2344,Damarion Geter made Jumper.,34,38
17:26,9,Tra Holder made Layup. Assisted by Romello White.,34,40
17:26,2344,Foul on B.K. Ashe.,34,40
17:26,9,Tra Holder made Free Throw.,34,41
17:07,2344,Jahleem Montague missed Jumper.,34,41
17:07,9,Kodi Justice Defensive Rebound.,34,41
17:00,2344,Foul on JaShaun Smith.,34,41
17:00,9,Tra Holder made Free Throw.,34,42
17:00,9,Tra Holder made Free Throw.,34,43
16:56,2344,Damarion Geter Turnover.,34,43
16:56,9,Tra Holder Steal.,34,43
16:54,9,Tra Holder Turnover.,34,43
16:54,2344,Damarion Geter Steal.,34,43
16:52,2344,Damarion Geter Turnover.,34,43
16:52,9,Tra Holder Steal.,34,43
16:48,9,Kodi Justice made Three Point Jumper. Assisted by Tra Holder.,34,46
16:14,2344,Damarion Geter missed Three Point Jumper.,34,46
16:14,9,Tra Holder Defensive Rebound.,34,46
16:04,9,Romello White made Layup. Assisted by Kodi Justice.,34,48
16:04,2344,Foul on Jordan Cintron.,34,48
16:04,9,Romello White missed Free Throw.,34,48
16:04,2344,Damarion Geter Defensive Rebound.,34,48
15:59,2344,B.K. Ashe Turnover.,34,48
15:59,9,Official TV Timeout,34,48
15:43,9,Shannon Evans II missed Three Point Jumper.,34,48
15:43,9,Romello White Offensive Rebound.,34,48
15:38,9,Shannon Evans II missed Three Point Jumper.,34,48
15:38,9,Mickey Mitchell Offensive Rebound.,34,48
15:29,9,Mickey Mitchell made Two Point Tip Shot.,34,50
15:11,9,Foul on Remy Martin.,34,50
15:11,2344,Chris Shields missed Free Throw.,34,50
15:11,2344,Longwood Deadball Team Rebound.,34,50
15:11,2344,Chris Shields made Free Throw.,35,50
14:53,2344,Foul on JaShaun Smith.,35,50
14:44,9,Tra Holder missed Three Point Jumper.,35,50
14:44,2344,Spencer Franklin Defensive Rebound.,35,50
14:16,2344,B.K. Ashe missed Layup.,35,50
14:16,9,Arizona State Defensive Rebound.,35,50
14:10,9,Romello White made Layup. Assisted by Mickey Mitchell.,35,52
13:42,2344,Damarion Geter Turnover.,35,52
13:42,9,Kodi Justice Steal.,35,52
13:37,9,Mickey Mitchell made Dunk. Assisted by Kodi Justice.,35,54
13:33,2344,Longwood  Timeout,35,54
13:18,9,Foul on Romello White.,35,54
13:18,2344,Jordan Cintron missed Free Throw.,35,54
13:18,2344,Longwood Deadball Team Rebound.,35,54
13:18,2344,Jordan Cintron made Free Throw.,36,54
12:51,9,Remy Martin made Three Point Jumper.,36,57
12:51,2344,Chris Shields Turnover.,36,57
12:34,9,Remy Martin missed Three Point Jumper.,36,57
12:34,2344,Longwood Defensive Rebound.,36,57
12:10,2344,Jordan Cintron made Layup. Assisted by Spencer Franklin.,38,57
11:56,2344,Foul on Spencer Franklin.,38,57
11:56,9,Official TV Timeout,38,57
11:56,9,De'Quon Lake missed Free Throw.,38,57
11:56,9,Arizona State Deadball Team Rebound.,38,57
11:56,9,De'Quon Lake made Free Throw.,38,58
11:54,2344,Jordan Cintron Turnover.,38,58
11:54,9,Tra Holder Steal.,38,58
11:50,9,Tra Holder made Layup.,38,60
11:46,2344,Kamil Chapman made Three Point Jumper. Assisted by Jordan Cintron.,41,60
11:20,9,Tra Holder made Three Point Jumper. Assisted by Remy Martin.,41,63
11:02,2344,Kamil Chapman made Three Point Jumper. Assisted by Jordan Cintron.,44,63
10:53,9,Arizona State  Timeout,44,63
10:33,9,Remy Martin made Jumper.,44,65
10:24,9,Foul on De'Quon Lake.,44,65
10:24,2344,Kamil Chapman missed Free Throw.,44,65
10:24,2344,Longwood Deadball Team Rebound.,44,65
10:24,2344,Kamil Chapman made Free Throw.,45,65
10:13,2344,Foul on B.K. Ashe.,45,65
10:13,9,De'Quon Lake missed Free Throw.,45,65
10:13,9,Arizona State Deadball Team Rebound.,45,65
10:13,9,De'Quon Lake made Free Throw.,45,66
10:13,2344,B.K. Ashe Turnover.,45,66
10:07,9,Mickey Mitchell Turnover.,45,66
10:07,2344,Kamil Chapman Steal.,45,66
10:02,2344,B.K. Ashe missed Jumper.,45,66
10:02,9,Mickey Mitchell Block.,45,66
10:02,9,Shannon Evans II Defensive Rebound.,45,66
9:54,9,Shannon Evans II missed Three Point Jumper.,45,66
9:54,9,Tra Holder Offensive Rebound.,45,66
9:43,9,Tra Holder missed Three Point Jumper.,45,66
9:43,2344,B.K. Ashe Defensive Rebound.,45,66
9:35,2344,B.K. Ashe missed Layup.,45,66
9:35,9,De'Quon Lake Defensive Rebound.,45,66
9:25,9,De'Quon Lake made Layup. Assisted by Remy Martin.,45,68
9:14,9,Foul on De'Quon Lake.,45,68
9:14,2344,B.K. Ashe made Free Throw.,46,68
9:14,2344,B.K. Ashe made Free Throw.,47,68
9:03,9,Romello White made Dunk. Assisted by Tra Holder.,47,70
8:50,2344,Jordan Cintron missed Layup.,47,70
8:50,9,Romello White Defensive Rebound.,47,70
8:43,9,Remy Martin missed Jumper.,47,70
8:43,2344,Damarion Geter Defensive Rebound.,47,70
8:34,2344,Longwood  Timeout,47,70
8:29,2344,B.K. Ashe Turnover.,47,70
8:29,9,Tra Holder Steal.,47,70
8:22,9,Tra Holder missed Layup.,47,70
8:22,9,Remy Martin Offensive Rebound.,47,70
8:14,9,Remy Martin made Layup.,47,72
8:10,2344,Chris Shields missed Layup.,47,72
8:10,2344,Damarion Geter Offensive Rebound.,47,72
8:09,9,Foul on Remy Martin.,47,72
8:09,2344,Damarion Geter missed Free Throw.,47,72
8:09,2344,Longwood Deadball Team Rebound.,47,72
8:09,2344,Damarion Geter missed Free Throw.,47,72
8:09,9,Romello White Defensive Rebound.,47,72
8:08,2344,Foul on Jordan Cintron.,47,72
8:08,9,Romello White made Free Throw.,47,73
8:08,9,Romello White missed Free Throw.,47,73
8:08,9,Mickey Mitchell Offensive Rebound.,47,73
8:07,2344,Foul on Damarion Geter.,47,73
8:07,9,Mickey Mitchell made Free Throw.,47,74
8:07,9,Mickey Mitchell made Free Throw.,47,75
8:00,2344,Chris Shields Turnover.,47,75
8:00,9,Kodi Justice Steal.,47,75
7:56,9,Shannon Evans II missed Three Point Jumper.,47,75
7:56,2344,Kamil Chapman Defensive Rebound.,47,75
7:51,2344,Kamil Chapman Turnover.,47,75
7:51,9,Tra Holder Steal.,47,75
7:49,9,Tra Holder Turnover.,47,75
7:49,2344,Jordan Cintron Steal.,47,75
7:47,2344,Jordan Cintron Turnover.,47,75
7:47,9,Official TV Timeout,47,75
7:47,9,Tra Holder Steal.,47,75
7:47,9,Official TV Timeout,47,75
7:46,9,Kodi Justice missed Three Point Jumper.,47,75
7:46,2344,Jordan Cintron Defensive Rebound.,47,75
7:36,9,Foul on Kodi Justice.,47,75
7:36,2344,JaShaun Smith missed Free Throw.,47,75
7:36,9,Kodi Justice Defensive Rebound.,47,75
7:20,9,Kodi Justice made Three Point Jumper. Assisted by Tra Holder.,47,78
6:50,2344,Chris Shields missed Three Point Jumper.,47,78
6:50,9,Kodi Justice Defensive Rebound.,47,78
6:41,9,Kodi Justice made Three Point Jumper. Assisted by Remy Martin.,47,81
6:24,2344,JaShaun Smith made Three Point Jumper.,50,81
6:09,9,Tra Holder missed Three Point Jumper.,50,81
6:09,9,Romello White Offensive Rebound.,50,81
6:01,9,Romello White missed Jumper.,50,81
6:01,2344,Damarion Geter Block.,50,81
6:01,9,Remy Martin Offensive Rebound.,50,81
5:59,2344,Foul on Chris Shields.,50,81
5:59,9,Remy Martin missed Free Throw.,50,81
5:59,9,Arizona State Deadball Team Rebound.,50,81
5:59,9,Remy Martin missed Free Throw.,50,81
5:59,2344,B.K. Ashe Defensive Rebound.,50,81
5:41,2344,B.K. Ashe missed Three Point Jumper.,50,81
5:41,9,Remy Martin Defensive Rebound.,50,81
5:31,9,De'Quon Lake made Dunk. Assisted by Kodi Justice.,50,83
5:15,2344,Jordan Cintron Turnover.,50,83
5:15,9,Kodi Justice Steal.,50,83
5:06,9,Remy Martin made Jumper.,50,85
4:51,2344,JaShaun Smith missed Three Point Jumper.,50,85
4:51,9,De'Quon Lake Defensive Rebound.,50,85
4:40,9,Shannon Evans II missed Three Point Jumper.,50,85
4:40,2344,Longwood Defensive Rebound.,50,85
4:24,9,Foul on De'Quon Lake.,50,85
4:24,2344,Spencer Franklin made Free Throw.,51,85
4:24,2344,Spencer Franklin made Free Throw.,52,85
4:11,9,Tra Holder missed Jumper.,52,85
4:11,9,De'Quon Lake Offensive Rebound.,52,85
4:08,2344,Foul on Damarion Geter.,52,85
4:08,9,De'Quon Lake missed Free Throw.,52,85
4:08,9,Arizona State Deadball Team Rebound.,52,85
4:08,9,De'Quon Lake made Free Throw.,52,86
4:00,2344,Spencer Franklin missed Jumper.,52,86
4:00,9,De'Quon Lake Defensive Rebound.,52,86
3:52,9,Shannon Evans II missed Three Point Jumper.,52,86
3:52,2344,B.K. Ashe Defensive Rebound.,52,86
3:42,2344,B.K. Ashe missed Layup.,52,86
3:42,9,Arizona State Defensive Rebound.,52,86
3:40,9,Official TV Timeout,52,86
3:26,9,De'Quon Lake made Layup.,52,88
3:05,2344,B.K. Ashe missed Three Point Jumper.,52,88
3:05,9,Remy Martin Defensive Rebound.,52,88
2:58,9,Tra Holder Turnover.,52,88
2:58,2344,B.K. Ashe Steal.,52,88
2:49,2344,Kamil Chapman made Three Point Jumper. Assisted by B.K. Ashe.,55,88
2:22,2344,Foul on Damarion Geter.,55,88
2:22,9,Mickey Mitchell missed Free Throw.,55,88
2:22,9,Arizona State Deadball Team Rebound.,55,88
2:22,9,Mickey Mitchell made Free Throw.,55,89
2:11,2344,Chris Shields missed Jumper.,55,89
2:11,2344,Jordan Cintron Offensive Rebound.,55,89
2:04,9,Foul on Kodi Justice.,55,89
2:04,2344,Jordan Cintron missed Free Throw.,55,89
2:04,2344,Longwood Deadball Team Rebound.,55,89
2:04,2344,Jordan Cintron missed Free Throw.,55,89
2:04,9,Mickey Mitchell Defensive Rebound.,55,89
1:56,9,De'Quon Lake missed Dunk.,55,89
1:56,2344,Jordan Cintron Defensive Rebound.,55,89
1:44,2344,Kamil Chapman made Three Point Jumper. Assisted by Jordan Cintron.,58,89
1:29,9,Austin Witherill missed Three Point Jumper.,58,89
1:29,2344,Longwood Defensive Rebound.,58,89
1:12,2344,Jordan Cintron Turnover.,58,89
1:01,9,Vitaliy Shibel made Layup. Assisted by Remy Martin.,58,91
0:43,2344,JaShaun Smith missed Jumper.,58,91
0:43,9,Remy Martin Defensive Rebound.,58,91
0:37,9,Remy Martin made Layup.,58,93
0:31,2344,JaShaun Smith Turnover.,58,93
0:31,9,Remy Martin Steal.,58,93
0:28,2344,Foul on Jordan Cintron.,58,93
0:28,9,Remy Martin made Free Throw.,58,94
0:28,9,Remy Martin made Free Throw.,58,95
0:18,2344,Kamil Chapman made Three Point Jumper. Assisted by Dominic Ezeani.,61,95
0:00,9,End of Game,61,95
