Incarnate Word,2638,UTEP,2916
12:19,2638,Kobe Magee Steal.,13,9
12:16,2638,Omega Harris made Layup.,13,11
11:57,2916,Charles Brown III Turnover.,13,11
11:56,2638,Paul Thomas Steal.,13,11
11:51,2638,Paul Thomas missed Three Point Jumper.,13,11
11:51,2916,Shawn Johnson Defensive Rebound.,13,11
11:39,2638,Foul on Jake Flaggert.,13,11
11:39,2638,Official TV Timeout,13,11
11:37,2916,Simi Socks Turnover.,13,11
11:22,2638,Paul Thomas Turnover.,13,11
11:21,2916,Cody Graham Steal.,13,11
11:18,2916,Foul on Simi Socks.,13,11
11:18,2916,Simi Socks Turnover.,13,11
10:56,2638,Omega Harris made Jumper.,13,13
10:48,2916,Charles Brown III missed Jumper.,13,13
10:48,2916,Simi Socks Offensive Rebound.,13,13
10:47,2638,Foul on Jake Flaggert.,13,13
10:45,2916,Cody Graham Turnover.,13,13
10:42,2916,Foul on Sam Burmeister.,13,13
10:42,2638,Omega Harris made Free Throw.,13,14
10:41,2638,Omega Harris missed Free Throw.,13,14
10:41,2638,UTEP Deadball Team Rebound.,13,14
10:19,2916,Shawn Johnson made Three Point Jumper. Assisted by Sam Burmeister.,16,14
10:05,2916,Foul on Charles Brown III.,16,14
9:51,2638,Kobe Magee missed Three Point Jumper.,16,14
9:51,2916,Sam Burmeister Defensive Rebound.,16,14
9:44,2916,Shawn Johnson made Three Point Jumper. Assisted by Charles Brown III.,19,14
9:22,2638,Keith Frazier missed Jumper.,19,14
9:22,2916,Incarnate Word Defensive Rebound.,19,14
9:05,2638,Foul on Paul Thomas.,19,14
9:05,2916,Simi Socks missed Free Throw.,19,14
9:05,2638,Tirus Smith Defensive Rebound.,19,14
8:52,2638,Paul Thomas made Jumper.,19,16
8:29,2916,Jalin Hart Turnover.,19,16
8:04,2638,Omega Harris missed Three Point Jumper.,19,16
8:04,2916,Jalin Hart Defensive Rebound.,19,16
7:49,2916,Simi Socks Turnover.,19,16
7:49,2638,Official TV Timeout,19,16
7:41,2638,Foul on Tirus Smith.,19,16
7:41,2638,Tirus Smith Turnover.,19,16
7:26,2916,Jalin Hart missed Three Point Jumper.,19,16
7:26,2638,Evan Gilyard Defensive Rebound.,19,16
7:10,2638,Tirus Smith missed Layup.,19,16
7:10,2916,Charles Brown III Defensive Rebound.,19,16
7:03,2916,Jalin Hart missed Layup.,19,16
7:03,2638,Paul Thomas Defensive Rebound.,19,16
6:57,2638,Evan Gilyard Turnover.,19,16
6:42,2916,Simi Socks missed Jumper.,19,16
6:42,2638,Evan Gilyard Defensive Rebound.,19,16
6:31,2638,Evan Gilyard Turnover.,19,16
6:30,2916,Augustine Ene Steal.,19,16
6:26,2916,Jalin Hart Turnover.,19,16
6:25,2638,Kobe Magee Steal.,19,16
6:16,2638,Paul Thomas missed Jumper.,19,16
6:16,2916,Augustine Ene Defensive Rebound.,19,16
6:06,2916,Charles Brown III missed Jumper.,19,16
6:06,2638,Paul Thomas Defensive Rebound.,19,16
6:00,2638,UTEP  Timeout,19,16
5:48,2638,Paul Thomas missed Jumper.,19,16
5:48,2916,Shawn Johnson Defensive Rebound.,19,16
5:22,2916,Christian Peevy Turnover.,19,16
4:56,2638,Paul Thomas made Jumper.,19,18
4:32,2916,Shawn Johnson made Dunk.,21,18
4:10,2638,Omega Harris missed Layup.,21,18
4:10,2916,Incarnate Word Defensive Rebound.,21,18
3:52,2916,Charles Brown III missed Layup.,21,18
3:52,2638,Paul Thomas Defensive Rebound.,21,18
3:33,2638,Tirus Smith made Layup.,21,20
3:13,2916,Charles Brown III Turnover.,21,20
3:11,2638,Omega Harris Steal.,21,20
3:09,2638,Omega Harris made Layup.,21,22
2:53,2916,Foul on Jalin Hart.,21,22
2:53,2916,Jalin Hart Turnover.,21,22
2:39,2916,Foul on Cody Graham.,21,22
2:39,2638,Evan Gilyard made Free Throw.,21,23
2:39,2638,Evan Gilyard made Free Throw.,21,24
2:14,2916,Shawn Johnson missed Layup.,21,24
2:14,2638,Tirus Smith Defensive Rebound.,21,24
2:07,2638,Paul Thomas missed Jumper.,21,24
2:07,2638,Tirus Smith Offensive Rebound.,21,24
2:04,2638,Tirus Smith made Two Point Tip Shot.,21,26
1:51,2916,Christian Peevy Turnover.,21,26
1:35,2638,Omega Harris missed Layup.,21,26
1:35,2916,Keaton Hervey Block.,21,26
1:33,2916,Cody Graham Defensive Rebound.,21,26
1:26,2916,Simi Socks made Three Point Jumper.,24,26
0:58,2638,Kobe Magee missed Layup.,24,26
0:58,2916,Cody Graham Defensive Rebound.,24,26
0:50,2916,Cody Graham missed Jumper.,24,26
0:50,2638,Paul Thomas Block.,24,26
0:49,2916,Christian Peevy Offensive Rebound.,24,26
0:49,2638,Foul on Paul Thomas.,24,26
0:49,2916,Simi Socks made Free Throw.,25,26
0:49,2916,Simi Socks made Free Throw.,26,26
0:27,2638,Tirus Smith made Layup.,26,28
0:24,2916,Incarnate Word  Timeout,26,28
0:03,2916,Christian Peevy made Dunk. Assisted by Cody Graham.,28,28
0:00,2638,End of 1st half,28,28
19:39,2638,Tirus Smith made Jumper.,28,30
19:23,2916,Jalin Hart made Jumper.,30,30
19:02,2638,Tirus Smith missed Jumper.,30,30
19:02,2916,Charles Brown III Defensive Rebound.,30,30
18:54,2916,Keaton Hervey missed Layup.,30,30
18:54,2638,Keith Frazier Defensive Rebound.,30,30
18:49,2638,Kobe Magee made Jumper.,30,32
18:27,2916,Simi Socks made Jumper.,32,32
18:07,2638,Paul Thomas missed Jumper.,32,32
18:07,2638,Tirus Smith Offensive Rebound.,32,32
18:02,2638,Tirus Smith made Jumper.,32,34
18:02,2916,Foul on Keaton Hervey.,32,34
18:02,2638,Tirus Smith made Free Throw.,32,35
17:48,2916,Simi Socks missed Jumper.,32,35
17:48,2638,Keith Frazier Block.,32,35
17:44,2638,Kobe Magee Defensive Rebound.,32,35
17:31,2638,Omega Harris Turnover.,32,35
17:16,2916,Simi Socks missed Jumper.,32,35
17:16,2638,Paul Thomas Defensive Rebound.,32,35
17:07,2638,Foul on Paul Thomas.,32,35
17:07,2638,Paul Thomas Turnover.,32,35
16:46,2916,Keaton Hervey missed Three Point Jumper.,32,35
16:46,2916,Charles Brown III Offensive Rebound.,32,35
16:37,2916,Shawn Johnson made Three Point Jumper.,35,35
16:23,2638,Tirus Smith made Layup.,35,37
16:04,2916,Jalin Hart missed Layup.,35,37
16:04,2916,Simi Socks Offensive Rebound.,35,37
16:00,2916,Simi Socks missed Jumper.,35,37
16:00,2638,Omega Harris Defensive Rebound.,35,37
15:50,2638,Omega Harris Turnover.,35,37
15:49,2916,Jalin Hart Steal.,35,37
15:44,2916,Shawn Johnson missed Three Point Jumper.,35,37
15:44,2916,Simi Socks Offensive Rebound.,35,37
15:39,2638,Official TV Timeout,35,37
15:39,2638,Foul on Tirus Smith.,35,37
15:39,2638,Official TV Timeout,35,37
15:39,2916,Simi Socks made Free Throw.,36,37
15:39,2916,Simi Socks missed Free Throw.,36,37
15:39,2638,Tirus Smith Defensive Rebound.,36,37
15:32,2638,Foul on Tirus Smith.,36,37
15:32,2638,Tirus Smith Turnover.,36,37
15:32,2638,Technical Foul on UTEP.,36,37
15:32,2638,Technical Foul on UTEP.,36,37
15:32,2916,Simi Socks made Free Throw.,37,37
15:32,2916,Simi Socks made Free Throw.,38,37
15:32,2916,Simi Socks made Free Throw.,39,37
15:32,2916,Simi Socks missed Free Throw.,39,37
15:32,2916,Incarnate Word Deadball Team Rebound.,39,37
15:31,2638,Foul on UTEP.,39,37
15:31,2638,Foul on UTEP.,39,37
15:13,2916,Jalin Hart made Three Point Jumper.,42,37
14:56,2916,Foul on Devin Wyatt.,42,37
14:37,2638,Omega Harris Turnover.,42,37
14:36,2916,Jalin Hart Steal.,42,37
14:23,2916,Foul on Shawn Johnson.,42,37
14:23,2916,Shawn Johnson Turnover.,42,37
14:14,2638,Kobe Magee made Three Point Jumper.,42,40
13:40,2916,Jalin Hart missed Jumper.,42,40
13:40,2638,Tirus Smith Defensive Rebound.,42,40
13:34,2638,Kobe Magee Turnover.,42,40
13:14,2916,Devin Wyatt missed Jumper.,42,40
13:14,2916,Jalin Hart Offensive Rebound.,42,40
13:11,2916,Simi Socks made Three Point Jumper. Assisted by Jalin Hart.,45,40
12:53,2638,Jake Flaggert Turnover.,45,40
12:47,2638,Foul on Jake Flaggert.,45,40
12:47,2916,Sam Burmeister missed Free Throw.,45,40
12:47,2916,Incarnate Word Deadball Team Rebound.,45,40
12:47,2916,Sam Burmeister made Free Throw.,46,40
12:27,2916,Foul on Devin Wyatt.,46,40
12:18,2638,Tirus Smith missed Jumper.,46,40
12:18,2638,Evan Gilyard Offensive Rebound.,46,40
12:13,2638,Evan Gilyard missed Layup.,46,40
12:13,2916,Charles Brown III Defensive Rebound.,46,40
12:02,2916,Jalin Hart Turnover.,46,40
11:48,2916,Foul on Devin Wyatt.,46,40
11:48,2638,Official TV Timeout,46,40
11:48,2638,Paul Thomas missed Free Throw.,46,40
11:48,2638,UTEP Deadball Team Rebound.,46,40
11:48,2638,Paul Thomas made Free Throw.,46,41
11:20,2916,Simi Socks Turnover.,46,41
11:10,2638,Evan Gilyard made Layup.,46,43
10:50,2916,Shawn Johnson Turnover.,46,43
10:49,2638,Evan Gilyard Steal.,46,43
10:45,2638,Evan Gilyard Turnover.,46,43
10:26,2916,Sam Burmeister made Three Point Jumper. Assisted by Jalin Hart.,49,43
9:56,2638,Kobe Magee made Jumper.,49,45
9:38,2916,Shawn Johnson Turnover.,49,45
9:36,2638,Omega Harris Steal.,49,45
9:34,2638,Omega Harris made Dunk.,49,47
9:18,2638,Foul on Jake Flaggert.,49,47
9:18,2916,Jalin Hart missed Free Throw.,49,47
9:18,2916,Incarnate Word Deadball Team Rebound.,49,47
9:18,2916,Jalin Hart made Free Throw.,50,47
9:04,2638,Paul Thomas made Layup.,50,49
8:55,2916,Incarnate Word  Timeout,50,49
8:55,2638,Official TV Timeout,50,49
8:43,2916,Charles Brown III missed Jumper.,50,49
8:43,2638,UTEP Defensive Rebound.,50,49
8:17,2638,Tirus Smith missed Layup.,50,49
8:17,2916,Charles Brown III Defensive Rebound.,50,49
7:59,2916,Sam Burmeister Turnover.,50,49
7:59,2638,Official TV Timeout,50,49
7:43,2638,Tirus Smith made Layup.,50,51
7:43,2916,Foul on Charles Brown III.,50,51
7:43,2638,Tirus Smith missed Free Throw.,50,51
7:43,2916,Shawn Johnson Defensive Rebound.,50,51
7:21,2916,Sam Burmeister missed Three Point Jumper.,50,51
7:21,2638,Omega Harris Defensive Rebound.,50,51
7:10,2638,Paul Thomas missed Three Point Jumper.,50,51
7:10,2638,Kobe Magee Offensive Rebound.,50,51
6:57,2638,Omega Harris made Jumper.,50,53
6:43,2916,Charles Brown III made Jumper.,52,53
6:25,2638,Paul Thomas missed Layup.,52,53
6:25,2916,Charles Brown III Defensive Rebound.,52,53
6:11,2916,Charles Brown III Turnover.,52,53
6:08,2638,Omega Harris Steal.,52,53
6:06,2638,Keith Frazier made Three Point Jumper. Assisted by Omega Harris.,52,56
5:57,2916,Simi Socks made Three Point Jumper. Assisted by Jalin Hart.,55,56
5:42,2638,Kobe Magee made Jumper.,55,58
5:25,2916,Simi Socks Turnover.,55,58
4:57,2638,Trey Touchet missed Three Point Jumper.,55,58
4:57,2638,Paul Thomas Offensive Rebound.,55,58
4:53,2638,Paul Thomas made Dunk.,55,60
4:29,2916,Shawn Johnson missed Layup.,55,60
4:29,2638,Trey Touchet Defensive Rebound.,55,60
4:27,2916,Foul on Simi Socks.,55,60
4:27,2638,Trey Touchet made Free Throw.,55,61
4:27,2638,Trey Touchet missed Free Throw.,55,61
4:27,2916,Christian Peevy Defensive Rebound.,55,61
4:17,2916,Shawn Johnson Turnover.,55,61
4:16,2638,Kobe Magee Steal.,55,61
4:13,2638,Kobe Magee made Layup.,55,63
3:50,2638,Official TV Timeout,55,63
3:48,2638,Foul on Keith Frazier.,55,63
3:48,2916,Christian Peevy made Free Throw.,56,63
3:48,2916,Christian Peevy made Free Throw.,57,63
3:36,2916,Foul on Christian Peevy.,57,63
3:36,2638,Omega Harris made Free Throw.,57,64
3:36,2638,Omega Harris missed Free Throw.,57,64
3:36,2916,Christian Peevy Defensive Rebound.,57,64
3:28,2638,Foul on Tirus Smith.,57,64
3:28,2916,Jalin Hart missed Free Throw.,57,64
3:28,2916,Incarnate Word Deadball Team Rebound.,57,64
3:28,2916,Jalin Hart missed Free Throw.,57,64
3:28,2638,Keith Frazier Defensive Rebound.,57,64
3:07,2916,Foul on Jorden Kite.,57,64
3:07,2638,Omega Harris missed Free Throw.,57,64
3:07,2638,Paul Thomas Offensive Rebound.,57,64
2:49,2638,Omega Harris missed Layup.,57,64
2:49,2638,Kobe Magee Offensive Rebound.,57,64
2:22,2638,Kobe Magee missed Jumper.,57,64
2:22,2916,Shawn Johnson Defensive Rebound.,57,64
2:11,2916,Shawn Johnson Turnover.,57,64
1:55,2638,Keith Frazier made Three Point Jumper.,57,67
1:43,2916,Jalin Hart missed Three Point Jumper.,57,67
1:43,2916,Christian Peevy Offensive Rebound.,57,67
1:39,2638,Foul on Paul Thomas.,57,67
1:39,2916,Incarnate Word  Timeout,57,67
1:39,2916,Christian Peevy made Free Throw.,58,67
1:39,2916,Christian Peevy made Free Throw.,59,67
1:29,2638,UTEP  Timeout,59,67
1:25,2916,Foul on Simi Socks.,59,67
1:25,2638,Paul Thomas missed Free Throw.,59,67
1:25,2638,UTEP Deadball Team Rebound.,59,67
1:25,2638,Paul Thomas missed Free Throw.,59,67
1:25,2916,Christian Peevy Defensive Rebound.,59,67
1:14,2916,Christian Peevy made Layup.,61,67
0:46,2638,Kobe Magee Turnover.,61,67
0:45,2916,Keaton Hervey Steal.,61,67
0:44,2916,Keaton Hervey Turnover.,61,67
0:37,2916,Foul on Jalin Hart.,61,67
0:37,2638,Kobe Magee missed Free Throw.,61,67
0:37,2638,UTEP Deadball Team Rebound.,61,67
0:37,2638,Kobe Magee made Free Throw.,61,68
0:30,2916,Simi Socks missed Three Point Jumper.,61,68
0:30,2638,Paul Thomas Defensive Rebound.,61,68
0:26,2916,Foul on Keaton Hervey.,61,68
0:26,2638,Paul Thomas made Free Throw.,61,69
0:26,2638,Paul Thomas missed Free Throw.,61,69
0:26,2916,Christian Peevy Defensive Rebound.,61,69
0:19,2916,Christian Peevy made Jumper.,63,69
0:19,2916,Incarnate Word  Timeout,63,69
0:17,2916,Foul on Simi Socks.,63,69
0:17,2638,Trey Touchet made Free Throw.,63,70
0:17,2638,Trey Touchet made Free Throw.,63,71
0:10,2916,Keaton Hervey made Jumper.,65,71
0:10,2638,Foul on Paul Thomas.,65,71
0:10,2916,Keaton Hervey made Free Throw.,66,71
0:08,2916,Foul on Shawn Johnson.,66,71
0:08,2638,Keith Frazier made Free Throw.,66,72
0:08,2638,Keith Frazier missed Free Throw.,66,72
0:08,2916,Simi Socks Defensive Rebound.,66,72
0:00,2916,Shawn Johnson missed Three Point Jumper.,66,72
0:00,2638,UTEP Defensive Rebound.,66,72
0:00,2638,End of Game,66,72
