Sonoma State,Error,San Francisco,2539
6:09,2539,Taavi Jurkatamm Defensive Rebound.,10,38
5:57,2539,Jamaree Bouyea missed Three Point Jumper.,10,38
5:57,2539,Erik Poulsen Offensive Rebound.,10,38
5:53,2539,Erik Poulsen missed Three Point Jumper.,10,38
5:53,-1,Isaac Davidson Defensive Rebound.,10,38
5:44,2539,Foul on Jordan Ratinho.,10,38
5:44,2539,Official TV Timeout,10,38
5:44,-1,Armani Nicolis made Free Throw.,11,38
5:44,-1,Armani Nicolis missed Free Throw.,11,38
5:44,2539,Souley Boum Defensive Rebound.,11,38
5:28,2539,Taavi Jurkatamm Turnover.,11,38
5:13,-1,Foul on Eric Nielsen.,11,38
5:13,-1,Eric Nielsen Turnover.,11,38
5:01,2539,Jimbo Lull made Jumper. Assisted by Mladen Djordjevic.,11,40
4:46,-1,Jackson Gion made Jumper. Assisted by Jeremy Lillis.,13,40
4:37,2539,Souley Boum missed Jumper.,13,40
4:37,-1,Eric Nielsen Defensive Rebound.,13,40
4:27,-1,Davion Mize made Jumper.,15,40
4:07,2539,Jordan Ratinho missed Three Point Jumper.,15,40
4:07,2539,Taavi Jurkatamm Offensive Rebound.,15,40
3:58,2539,Jordan Ratinho missed Three Point Jumper.,15,40
3:58,-1,Eric Nielsen Defensive Rebound.,15,40
3:53,2539,Foul on Jimbo Lull.,15,40
3:53,2539,Official TV Timeout,15,40
3:38,-1,Davion Mize made Jumper.,17,40
3:17,2539,Mladen Djordjevic missed Three Point Jumper.,17,40
3:17,-1,Jackson Gion Defensive Rebound.,17,40
2:59,2539,Foul on Jordan Ratinho.,17,40
2:42,-1,Davion Mize missed Jumper.,17,40
2:42,-1,Eric Nielsen Offensive Rebound.,17,40
2:39,2539,Foul on Jimbo Lull.,17,40
2:39,-1,Eric Nielsen made Free Throw.,18,40
2:39,-1,Eric Nielsen made Free Throw.,19,40
2:21,2539,Mladen Djordjevic missed Three Point Jumper.,19,40
2:21,2539,Nick Loew Offensive Rebound.,19,40
2:16,-1,Foul on Eric Nielsen.,19,40
2:16,2539,Nick Loew made Free Throw.,19,41
2:16,2539,Nick Loew missed Free Throw.,19,41
2:16,-1,Seth Cobb Defensive Rebound.,19,41
2:07,-1,Foul on Eric Nielsen.,19,41
2:07,-1,Eric Nielsen Turnover.,19,41
2:01,2539,Remu Raitanen missed Three Point Jumper.,19,41
2:01,-1,Armani Nicolis Defensive Rebound.,19,41
1:45,-1,Brandon Tillis missed Three Point Jumper.,19,41
1:45,2539,Jamaree Bouyea Defensive Rebound.,19,41
1:36,2539,Frankie Ferrari Turnover.,19,41
1:17,-1,Jordan Fleck missed Jumper.,19,41
1:17,2539,Frankie Ferrari Defensive Rebound.,19,41
1:13,2539,Foul on Remu Raitanen.,19,41
1:13,2539,Remu Raitanen Turnover.,19,41
1:13,-1,Jordan Hickman missed Free Throw.,19,41
1:13,2539,Chase Foster Defensive Rebound.,19,41
1:04,2539,Jamaree Bouyea made Layup.,19,43
0:43,-1,Armani Nicolis missed Three Point Jumper.,19,43
0:43,2539,Jamaree Bouyea Defensive Rebound.,19,43
0:34,-1,Foul on Jordan Fleck.,19,43
0:34,2539,Nate Renfro made Free Throw.,19,44
0:34,2539,Nate Renfro made Free Throw.,19,45
0:04,-1,Isaac Davidson missed Three Point Jumper.,19,45
0:04,2539,San Francisco Deadball Team Rebound.,19,45
0:00,2539,Official TV Timeout,19,45
0:00,2539,End of 1st half,19,45
19:47,2539,Chase Foster Turnover.,19,45
19:18,-1,Eric Nielsen made Jumper. Assisted by Mason Phillips.,21,45
18:59,2539,Chase Foster missed Three Point Jumper.,21,45
18:59,2539,Nick Loew Offensive Rebound.,21,45
18:56,-1,Foul on Noah Everly.,21,45
18:47,2539,Chase Foster made Three Point Jumper. Assisted by Nate Renfro.,21,48
18:22,-1,Mason Phillips missed Three Point Jumper.,21,48
18:22,2539,Nick Loew Defensive Rebound.,21,48
18:12,2539,Nate Renfro missed Three Point Jumper.,21,48
18:12,-1,Eric Nielsen Defensive Rebound.,21,48
18:04,-1,Mason Phillips missed Three Point Jumper.,21,48
18:04,2539,Nick Loew Defensive Rebound.,21,48
17:50,2539,Chase Foster missed Layup.,21,48
17:50,-1,Eric Nielsen Block.,21,48
17:46,-1,Eric Nielsen Defensive Rebound.,21,48
17:34,-1,Jeremy Lillis missed Three Point Jumper.,21,48
17:34,2539,Jamaree Bouyea Defensive Rebound.,21,48
17:19,2539,Chase Foster made Three Point Jumper. Assisted by Jordan Ratinho.,21,51
16:59,-1,Noah Everly missed Three Point Jumper.,21,51
16:59,2539,Jamaree Bouyea Defensive Rebound.,21,51
16:52,2539,Jamaree Bouyea missed Layup.,21,51
16:52,-1,Mason Phillips Defensive Rebound.,21,51
16:46,-1,Mason Phillips missed Layup.,21,51
16:46,-1,Eric Nielsen Offensive Rebound.,21,51
16:41,-1,Eric Nielsen made Layup.,23,51
16:28,2539,Nate Renfro Turnover.,23,51
16:11,-1,Noah Everly missed Layup.,23,51
16:11,2539,Nate Renfro Block.,23,51
16:09,-1,Naaman Hightower Offensive Rebound.,23,51
16:06,-1,Jeremy Lillis made Jumper.,25,51
15:45,2539,Nate Renfro missed Jumper.,25,51
15:45,2539,Nate Renfro Offensive Rebound.,25,51
15:42,-1,Foul on Naaman Hightower.,25,51
15:42,2539,Official TV Timeout,25,51
15:42,2539,Nate Renfro made Free Throw.,25,52
15:42,2539,Nate Renfro missed Free Throw.,25,52
15:42,-1,Noah Everly Defensive Rebound.,25,52
15:38,2539,Foul on Frankie Ferrari.,25,52
15:26,-1,Noah Everly made Jumper.,27,52
15:10,2539,Erik Poulsen made Jumper.,27,54
14:42,-1,Davion Mize missed Jumper.,27,54
14:42,2539,Erik Poulsen Defensive Rebound.,27,54
14:37,-1,Foul on Davion Mize.,27,54
14:23,-1,Foul on Davion Mize.,27,54
14:01,-1,Foul on Noah Everly.,27,54
14:01,2539,Souley Boum missed Free Throw.,27,54
14:01,2539,San Francisco Deadball Team Rebound.,27,54
14:01,2539,Souley Boum made Free Throw.,27,55
13:41,-1,Noah Everly missed Three Point Jumper.,27,55
13:41,2539,Frankie Ferrari Defensive Rebound.,27,55
13:19,2539,Erik Poulsen missed Three Point Jumper.,27,55
13:19,-1,Davion Mize Defensive Rebound.,27,55
13:11,-1,Noah Everly missed Layup.,27,55
13:11,2539,Erik Poulsen Block.,27,55
13:08,2539,Erik Poulsen Defensive Rebound.,27,55
13:04,2539,Souley Boum made Three Point Jumper. Assisted by Frankie Ferrari.,27,58
12:39,-1,Naaman Hightower made Jumper.,29,58
12:39,2539,Foul on Erik Poulsen.,29,58
12:39,-1,Naaman Hightower made Free Throw.,30,58
12:32,2539,Foul on Remu Raitanen.,30,58
12:32,2539,Remu Raitanen Turnover.,30,58
12:19,2539,Foul on Souley Boum.,30,58
12:19,-1,Jordan Fleck made Free Throw.,31,58
12:19,-1,Jordan Fleck missed Free Throw.,31,58
12:19,2539,Souley Boum Defensive Rebound.,31,58
12:06,-1,Foul on Jordan Fleck.,31,58
11:58,2539,Foul on Taavi Jurkatamm.,31,58
11:57,2539,Taavi Jurkatamm Turnover.,31,58
11:57,2539,Official TV Timeout,31,58
11:42,-1,Jackson Gion missed Jumper.,31,58
11:41,2539,Chase Foster Defensive Rebound.,31,58
11:08,2539,Souley Boum missed Layup.,31,58
11:08,-1,Naaman Hightower Defensive Rebound.,31,58
11:04,-1,Armani Nicolis missed Three Point Jumper.,31,58
11:04,2539,Nick Loew Defensive Rebound.,31,58
10:39,2539,Taavi Jurkatamm made Layup.,31,60
10:26,-1,Armani Nicolis missed Jumper.,31,60
10:26,2539,Chase Foster Defensive Rebound.,31,60
10:11,2539,Frankie Ferrari made Jumper.,31,62
9:57,-1,Brandon Tillis Turnover.,31,62
9:47,-1,Foul on Brandon Tillis.,31,62
9:47,2539,Souley Boum made Free Throw.,31,63
9:47,2539,Souley Boum made Free Throw.,31,64
9:34,-1,Foul on Isaac Davidson.,31,64
9:34,-1,Isaac Davidson Turnover.,31,64
9:15,2539,Taavi Jurkatamm made Three Point Jumper. Assisted by Souley Boum.,31,67
8:59,-1,Brandon Tillis Turnover.,31,67
8:45,2539,Jamaree Bouyea Turnover.,31,67
8:45,-1,Brandon Tillis Steal.,31,67
8:32,-1,Eric Nielsen made Layup.,33,67
8:13,2539,Jordan Ratinho missed Three Point Jumper.,33,67
8:13,-1,Brandon Tillis Defensive Rebound.,33,67
7:49,-1,Jackson Gion made Three Point Jumper. Assisted by Eric Nielsen.,36,67
7:30,2539,Foul on Erik Poulsen.,36,67
7:30,2539,Erik Poulsen Turnover.,36,67
7:30,2539,Official TV Timeout,36,67
7:16,-1,Isaac Davidson missed Three Point Jumper.,36,67
7:16,2539,Jordan Ratinho Defensive Rebound.,36,67
6:46,2539,Jamaree Bouyea missed Three Point Jumper.,36,67
6:46,2539,Jimbo Lull Offensive Rebound.,36,67
6:40,-1,Foul on Eric Nielsen.,36,67
6:40,2539,Jimbo Lull made Free Throw.,36,68
6:40,2539,Jimbo Lull made Free Throw.,36,69
6:21,-1,Armani Nicolis made Three Point Jumper. Assisted by Davion Mize.,39,69
6:01,2539,Nate Renfro missed Three Point Jumper.,39,69
6:01,-1,Jackson Gion Defensive Rebound.,39,69
5:52,-1,Jackson Gion Turnover.,39,69
5:50,2539,Nate Renfro Steal.,39,69
5:47,2539,Souley Boum Turnover.,39,69
5:46,-1,Jeremy Lillis Steal.,39,69
5:25,-1,Davion Mize made Jumper.,41,69
5:06,2539,Souley Boum made Three Point Jumper.,41,72
4:50,-1,Jackson Gion made Jumper. Assisted by Armani Nicolis.,43,72
4:20,2539,Souley Boum missed Jumper.,43,72
4:20,-1,Armani Nicolis Defensive Rebound.,43,72
4:13,-1,Armani Nicolis missed Layup.,43,72
4:13,2539,Jamaree Bouyea Defensive Rebound.,43,72
4:11,2539,Jamaree Bouyea Turnover.,43,72
4:11,-1,Sonoma St  Timeout,43,72
4:11,2539,Official TV Timeout,43,72
4:01,-1,Davion Mize missed Jumper.,43,72
4:01,2539,Frankie Ferrari Defensive Rebound.,43,72
3:51,2539,Nate Renfro Turnover.,43,72
3:50,2539,Official TV Timeout,43,72
3:35,2539,Foul on Jimbo Lull.,43,72
3:35,-1,Jeremy Lillis made Free Throw.,44,72
3:35,-1,Jeremy Lillis made Free Throw.,45,72
3:25,2539,Foul on Jimbo Lull.,45,72
3:25,2539,Jimbo Lull Turnover.,45,72
3:12,-1,Jeremy Lillis missed Jumper.,45,72
3:12,2539,Frankie Ferrari Defensive Rebound.,45,72
3:03,2539,Jimbo Lull made Dunk. Assisted by Frankie Ferrari.,45,74
2:31,-1,Jeremy Lillis made Three Point Jumper. Assisted by Davion Mize.,48,74
2:15,2539,Jimbo Lull made Dunk. Assisted by Mladen Djordjevic.,48,76
1:51,-1,Jeremy Lillis made Layup.,50,76
1:33,-1,Foul on Jeremy Lillis.,50,76
1:33,2539,Jimbo Lull made Free Throw.,50,77
1:33,2539,Jimbo Lull made Free Throw.,50,78
1:17,-1,Jeremy Lillis missed Three Point Jumper.,50,78
1:17,-1,Noah Everly Offensive Rebound.,50,78
1:11,2539,Foul on Taavi Jurkatamm.,50,78
1:11,-1,Noah Everly made Free Throw.,51,78
1:11,-1,Noah Everly missed Free Throw.,51,78
1:11,-1,Davion Mize Offensive Rebound.,51,78
1:04,-1,Sonoma St  Timeout,51,78
0:53,-1,Jordan Fleck made Layup.,53,78
0:35,2539,Michael Orlich Turnover.,53,78
0:22,-1,Davion Mize made Jumper.,55,78
0:00,2539,Official TV Timeout,55,78
0:00,2539,End of Game,55,78
