Notre Dame,99,LSU,87
15:07,99,Brandon Rachal missed Free Throw.,10,6
15:07,99,LSU Deadball Team Rebound.,10,6
15:07,99,Brandon Rachal made Free Throw.,10,7
14:48,87,Bonzie Colson Turnover.,10,7
14:33,99,Brandon Rachal Turnover.,10,7
14:33,87,Bonzie Colson Steal.,10,7
14:07,87,Rex Pflueger made Jumper.,12,7
13:49,99,Aaron Epps missed Jumper.,12,7
13:49,87,Rex Pflueger Defensive Rebound.,12,7
13:38,87,Matt Farrell made Three Point Jumper.,15,7
13:19,99,Skylar Mays missed Jumper.,15,7
13:19,87,Bonzie Colson Defensive Rebound.,15,7
13:11,87,Matt Farrell missed Three Point Jumper.,15,7
13:11,99,Skylar Mays Defensive Rebound.,15,7
13:00,99,Aaron Epps missed Three Point Jumper.,15,7
13:00,87,Rex Pflueger Defensive Rebound.,15,7
12:42,99,Foul on Daryl Edwards.,15,7
12:23,87,Temple Gibbs made Layup.,17,7
12:23,99,Foul on Jeremy Combs.,17,7
12:23,87,Temple Gibbs made Free Throw.,18,7
12:08,99,Randy Onwuasor made Jumper.,18,9
11:49,87,Martinas Geben made Dunk. Assisted by Matt Farrell.,20,9
11:30,99,Randy Onwuasor missed Jumper.,20,9
11:30,87,John Mooney Defensive Rebound.,20,9
11:25,87,Matt Farrell missed Jumper.,20,9
11:25,87,John Mooney Offensive Rebound.,20,9
11:22,99,Foul on Aaron Epps.,20,9
11:22,99,Official TV Timeout,20,9
11:04,87,Martinas Geben made Dunk. Assisted by Matt Farrell.,22,9
10:47,99,Tremont Waters missed Three Point Jumper.,22,9
10:47,87,John Mooney Defensive Rebound.,22,9
10:32,87,Temple Gibbs missed Three Point Jumper.,22,9
10:32,87,D.J. Harvey Offensive Rebound.,22,9
10:23,87,Matt Farrell missed Three Point Jumper.,22,9
10:23,99,Tremont Waters Defensive Rebound.,22,9
10:14,99,Tremont Waters missed Jumper.,22,9
10:14,87,Martinas Geben Defensive Rebound.,22,9
9:49,87,Matt Farrell made Jumper.,24,9
9:18,99,Skylar Mays missed Three Point Jumper.,24,9
9:18,87,Martinas Geben Defensive Rebound.,24,9
8:52,99,Foul on Tremont Waters.,24,9
8:52,87,Martinas Geben missed Free Throw.,24,9
8:52,87,Notre Dame Deadball Team Rebound.,24,9
8:52,87,Martinas Geben made Free Throw.,25,9
8:33,99,Duop Reath made Jumper.,25,11
8:02,87,Martinas Geben made Layup. Assisted by Temple Gibbs.,27,11
7:46,99,Duop Reath Turnover.,27,11
7:46,87,Bonzie Colson Steal.,27,11
7:40,87,Temple Gibbs missed Layup.,27,11
7:40,87,Temple Gibbs Offensive Rebound.,27,11
7:40,87,Temple Gibbs missed Layup.,27,11
7:40,99,Duop Reath Block.,27,11
7:40,87,Temple Gibbs Offensive Rebound.,27,11
7:34,87,D.J. Harvey missed Three Point Jumper.,27,11
7:34,99,Tremont Waters Defensive Rebound.,27,11
7:26,99,Tremont Waters Turnover.,27,11
7:26,87,Bonzie Colson Steal.,27,11
6:56,87,Temple Gibbs missed Three Point Jumper.,27,11
6:56,99,Randy Onwuasor Defensive Rebound.,27,11
6:40,99,Duop Reath made Three Point Jumper. Assisted by Randy Onwuasor.,27,14
6:23,87,Rex Pflueger missed Jumper.,27,14
6:23,99,Duop Reath Block.,27,14
6:23,99,Aaron Epps Defensive Rebound.,27,14
6:17,99,Duop Reath made Layup. Assisted by Tremont Waters.,27,16
6:17,87,Foul on Rex Pflueger.,27,16
6:17,99,Duop Reath made Free Throw.,27,17
6:15,99,Official TV Timeout,27,17
5:48,87,Bonzie Colson made Jumper.,29,17
5:22,99,Wayde Sims Turnover.,29,17
5:22,87,Elijah Burns Steal.,29,17
5:07,87,Matt Farrell missed Three Point Jumper.,29,17
5:07,87,Rex Pflueger Offensive Rebound.,29,17
4:44,87,Bonzie Colson missed Three Point Jumper.,29,17
4:44,99,Skylar Mays Defensive Rebound.,29,17
4:28,87,Elijah Burns missed Layup.,29,17
4:28,99,Randy Onwuasor Defensive Rebound.,29,17
4:22,99,Wayde Sims missed Layup.,29,17
4:22,87,D.J. Harvey Block.,29,17
4:22,99,Wayde Sims Offensive Rebound.,29,17
4:11,99,Wayde Sims made Layup. Assisted by Tremont Waters.,29,19
4:01,87,Notre Dame  Turnover.,29,19
3:56,99,Aaron Epps missed Three Point Jumper.,29,19
3:56,99,Skylar Mays Offensive Rebound.,29,19
3:49,99,Skylar Mays Turnover.,29,19
3:49,99,Official TV Timeout,29,19
3:49,87,Elijah Burns Steal.,29,19
3:49,99,Official TV Timeout,29,19
3:29,87,John Mooney made Three Point Jumper. Assisted by Temple Gibbs.,32,19
2:57,99,Skylar Mays missed Jumper.,32,19
2:57,87,Bonzie Colson Defensive Rebound.,32,19
2:34,87,Bonzie Colson made Jumper.,34,19
2:17,99,Skylar Mays made Layup.,34,21
2:17,87,Foul on John Mooney.,34,21
2:17,99,Skylar Mays made Free Throw.,34,22
2:06,87,Temple Gibbs made Three Point Jumper. Assisted by Matt Farrell.,37,22
1:48,99,Duop Reath missed Layup.,37,22
1:48,87,Bonzie Colson Defensive Rebound.,37,22
1:30,87,Bonzie Colson made Three Point Jumper. Assisted by Temple Gibbs.,40,22
1:23,99,LSU  Timeout,40,22
0:55,99,Aaron Epps missed Three Point Jumper.,40,22
0:55,99,Daryl Edwards Offensive Rebound.,40,22
0:53,99,Daryl Edwards Turnover.,40,22
0:53,87,Notre Dame  Timeout,40,22
0:43,87,Matt Farrell missed Layup.,40,22
0:43,99,Skylar Mays Defensive Rebound.,40,22
0:37,99,Daryl Edwards missed Three Point Jumper.,40,22
0:37,99,Duop Reath Offensive Rebound.,40,22
0:32,99,Duop Reath made Jumper.,40,24
0:07,87,Bonzie Colson missed Three Point Jumper.,40,24
0:07,99,Skylar Mays Defensive Rebound.,40,24
0:00,99,End of 1st half,40,24
20:00,87,Jump Ball won by Notre Dame,40,24
19:46,87,Bonzie Colson missed Jumper.,40,24
19:46,87,Martinas Geben Offensive Rebound.,40,24
19:45,99,Foul on Duop Reath.,40,24
19:45,87,Matt Farrell made Three Point Jumper. Assisted by Rex Pflueger.,43,24
19:24,87,Foul on Martinas Geben.,43,24
19:24,99,Duop Reath made Jumper. Assisted by Wayde Sims.,43,26
19:18,87,Temple Gibbs made Three Point Jumper. Assisted by Bonzie Colson.,46,26
18:53,99,Skylar Mays made Three Point Jumper. Assisted by Randy Onwuasor.,46,29
18:28,87,Bonzie Colson made Jumper.,48,29
18:11,99,Tremont Waters made Three Point Jumper. Assisted by Randy Onwuasor.,48,32
17:49,87,Bonzie Colson missed Jumper.,48,32
17:49,99,Duop Reath Defensive Rebound.,48,32
17:19,99,Randy Onwuasor Turnover.,48,32
17:07,87,Rex Pflueger missed Three Point Jumper.,48,32
17:07,99,Randy Onwuasor Defensive Rebound.,48,32
16:55,99,Randy Onwuasor Turnover.,48,32
16:55,87,Martinas Geben Steal.,48,32
16:50,87,Temple Gibbs made Layup.,50,32
16:28,87,Foul on Rex Pflueger.,50,32
16:28,99,Duop Reath made Free Throw.,50,33
16:28,99,Duop Reath missed Free Throw.,50,33
16:28,87,Notre Dame Defensive Rebound.,50,33
16:16,87,Matt Farrell made Three Point Jumper.,53,33
15:57,99,Daryl Edwards missed Three Point Jumper.,53,33
15:57,87,Temple Gibbs Defensive Rebound.,53,33
15:43,87,Bonzie Colson missed Layup.,53,33
15:43,87,Bonzie Colson Offensive Rebound.,53,33
15:43,87,Bonzie Colson made Layup.,55,33
15:43,99,Foul on Aaron Epps.,55,33
15:43,87,Bonzie Colson missed Free Throw.,55,33
15:43,99,Skylar Mays Defensive Rebound.,55,33
15:36,99,Official TV Timeout,55,33
15:19,99,Tremont Waters missed Three Point Jumper.,55,33
15:19,99,Aaron Epps Offensive Rebound.,55,33
15:11,99,Brandon Rachal made Layup.,55,35
14:56,87,Rex Pflueger missed Three Point Jumper.,55,35
14:56,87,Martinas Geben Offensive Rebound.,55,35
14:49,99,Foul on Brandon Rachal.,55,35
14:49,87,Matt Farrell made Free Throw.,56,35
14:49,87,Matt Farrell made Free Throw.,57,35
14:49,87,Matt Farrell made Free Throw.,58,35
14:41,99,Skylar Mays Turnover.,58,35
14:41,87,Bonzie Colson Steal.,58,35
14:35,99,Foul on Daryl Edwards.,58,35
14:15,87,John Mooney made Dunk. Assisted by Temple Gibbs.,60,35
14:15,99,Foul on Jeremy Combs.,60,35
14:15,87,John Mooney made Free Throw.,61,35
14:06,99,Aaron Epps missed Three Point Jumper.,61,35
14:06,87,Bonzie Colson Defensive Rebound.,61,35
13:47,87,Temple Gibbs missed Three Point Jumper.,61,35
13:47,99,Aaron Epps Defensive Rebound.,61,35
13:45,87,Foul on Bonzie Colson.,61,35
13:29,99,Duop Reath missed Jumper.,61,35
13:29,87,D.J. Harvey Defensive Rebound.,61,35
13:09,87,D.J. Harvey made Jumper.,63,35
12:52,99,Skylar Mays Turnover.,63,35
12:52,99,LSU  Timeout,63,35
12:52,99,Official TV Timeout,63,35
12:52,99,LSU  Timeout,63,35
12:39,99,Foul on Daryl Edwards.,63,35
12:39,87,John Mooney missed Free Throw.,63,35
12:39,87,Notre Dame Deadball Team Rebound.,63,35
12:39,87,John Mooney missed Free Throw.,63,35
12:39,99,Brandon Rachal Defensive Rebound.,63,35
12:17,99,Brandon Rachal Turnover.,63,35
12:17,87,D.J. Harvey Steal.,63,35
12:01,87,D.J. Harvey made Three Point Jumper. Assisted by Rex Pflueger.,66,35
11:49,99,Tremont Waters made Three Point Jumper.,66,38
11:28,87,Matt Farrell missed Three Point Jumper.,66,38
11:28,87,John Mooney Offensive Rebound.,66,38
11:28,87,John Mooney missed Two Point Tip Shot.,66,38
11:28,99,LSU Deadball Team Rebound.,66,38
11:25,99,Jump Ball won by LSU,66,38
11:21,99,Official TV Timeout,66,38
11:15,99,Aaron Epps made Three Point Jumper. Assisted by Tremont Waters.,66,41
11:14,99,Foul on Galen Alexander.,66,41
11:14,87,D.J. Harvey missed Free Throw.,66,41
11:14,99,Duop Reath Defensive Rebound.,66,41
11:10,99,Tremont Waters missed Layup.,66,41
11:10,87,Austin Torres Block.,66,41
11:10,87,Bonzie Colson Defensive Rebound.,66,41
10:44,87,Bonzie Colson missed Jumper.,66,41
10:44,99,Aaron Epps Block.,66,41
10:44,99,Galen Alexander Defensive Rebound.,66,41
10:21,87,Foul on Temple Gibbs.,66,41
10:21,99,Tremont Waters made Free Throw.,66,42
10:21,99,Tremont Waters made Free Throw.,66,43
10:11,87,Matt Farrell missed Three Point Jumper.,66,43
10:11,99,Tremont Waters Defensive Rebound.,66,43
9:53,99,Galen Alexander missed Three Point Jumper.,66,43
9:53,87,Bonzie Colson Defensive Rebound.,66,43
9:25,87,Temple Gibbs made Three Point Jumper. Assisted by Martinas Geben.,69,43
9:09,99,Duop Reath missed Jumper.,69,43
9:09,87,Bonzie Colson Defensive Rebound.,69,43
8:45,87,Temple Gibbs made Three Point Jumper. Assisted by Matt Farrell.,72,43
8:31,99,Aaron Epps missed Jumper.,72,43
8:31,99,Duop Reath Offensive Rebound.,72,43
8:25,99,Galen Alexander missed Three Point Jumper.,72,43
8:25,87,Matt Farrell Defensive Rebound.,72,43
8:04,87,Martinas Geben made Jumper. Assisted by Matt Farrell.,74,43
8:04,99,Foul on Duop Reath.,74,43
8:04,87,Martinas Geben made Free Throw.,75,43
7:45,99,Randy Onwuasor made Jumper.,75,45
7:18,87,Foul on Martinas Geben.,75,45
7:18,87,Martinas Geben Turnover.,75,45
7:18,99,Official TV Timeout,75,45
7:18,99,Jeremy Combs made Free Throw.,75,46
7:18,99,Jeremy Combs missed Free Throw.,75,46
7:18,99,LSU Deadball Team Rebound.,75,46
6:58,99,Skylar Mays missed Three Point Jumper.,75,46
6:58,99,LSU Offensive Rebound.,75,46
6:49,99,Skylar Mays Turnover.,75,46
6:49,87,Matt Farrell Steal.,75,46
6:21,87,Matt Farrell missed Three Point Jumper.,75,46
6:21,99,Galen Alexander Defensive Rebound.,75,46
6:16,99,Galen Alexander Turnover.,75,46
6:16,87,Temple Gibbs Steal.,75,46
6:15,87,Temple Gibbs made Layup.,77,46
6:15,99,Foul on Galen Alexander.,77,46
6:15,87,Temple Gibbs made Free Throw.,78,46
5:46,99,Jeremy Combs Turnover.,78,46
5:27,87,Rex Pflueger made Jumper.,80,46
5:16,99,Wayde Sims made Jumper. Assisted by Randy Onwuasor.,80,48
4:51,99,Foul on Brandon Rachal.,80,48
4:51,87,Rex Pflueger made Free Throw.,81,48
4:51,87,Rex Pflueger made Free Throw.,82,48
4:30,99,Marshall Graves missed Three Point Jumper.,82,48
4:30,87,John Mooney Defensive Rebound.,82,48
4:27,87,Jump Ball won by Notre Dame,82,48
4:09,87,Elijah Burns made Layup. Assisted by John Mooney.,84,48
3:40,87,Foul on Nikola Djogo.,84,48
3:40,99,Official TV Timeout,84,48
3:28,99,Randy Onwuasor made Three Point Jumper. Assisted by Wayde Sims.,84,51
2:55,87,D.J. Harvey missed Three Point Jumper.,84,51
2:55,87,Elijah Burns Offensive Rebound.,84,51
2:32,87,John Mooney missed Layup.,84,51
2:32,87,Elijah Burns Offensive Rebound.,84,51
2:32,87,Elijah Burns made Two Point Tip Shot.,86,51
2:10,99,Wayde Sims missed Three Point Jumper.,86,51
2:10,87,D.J. Harvey Defensive Rebound.,86,51
1:40,87,John Mooney made Three Point Jumper. Assisted by Nikola Djogo.,89,51
1:23,99,Reed Vial missed Three Point Jumper.,89,51
1:23,99,Galen Alexander Offensive Rebound.,89,51
1:17,99,Galen Alexander made Layup.,89,53
0:52,87,Nikola Djogo made Three Point Jumper.,92,53
0:34,99,Brandon Rachal Turnover.,92,53
0:34,87,John Mooney Steal.,92,53
0:20,87,Matt Gregory missed Three Point Jumper.,92,53
0:20,99,Brandon Rachal Defensive Rebound.,92,53
0:11,99,Galen Alexander missed Three Point Jumper.,92,53
0:11,87,John Mooney Defensive Rebound.,92,53
0:00,99,End of Game,92,53
