Northern New Mexico,Error,Northern Colorado,2458
3:27,2458,Jonah Radebaugh Steal.,25,28
3:20,2458,Andre Spight missed Jumper.,25,28
3:20,3141,Kevin Moore Defensive Rebound.,25,28
2:52,3141,Kevin Moore missed Three Point Jumper.,25,28
2:52,2458,Anthony Johnson Defensive Rebound.,25,28
2:36,2458,Andre Spight made Jumper.,25,30
2:05,3141,Estevan Martinez Turnover.,25,30
2:04,2458,Jonah Radebaugh Steal.,25,30
1:57,2458,Anthony Johnson missed Dunk.,25,30
1:57,3141,Tyrique Weaver Defensive Rebound.,25,30
1:32,3141,Tyrique Weaver missed Layup.,25,30
1:32,2458,Jordan Davis Block.,25,30
1:32,3141,Northern New Mexico Offensive Rebound.,25,30
1:28,3141,Braxton Bouyer Turnover.,25,30
1:26,2458,Jordan Davis missed Layup.,25,30
1:26,2458,Roberto Vercellino Offensive Rebound.,25,30
1:20,2458,Roberto Vercellino made Layup.,25,32
1:14,3141,Walid Aly Turnover.,25,32
1:10,2458,Anthony Johnson missed Layup.,25,32
1:10,2458,Roberto Vercellino Offensive Rebound.,25,32
1:06,2458,Roberto Vercellino Turnover.,25,32
1:05,3141,Bryce Simmons Steal.,25,32
1:03,3141,Bryce Simmons missed Layup.,25,32
1:03,2458,Jordan Davis Block.,25,32
1:00,3141,Ezini Ugbisien Offensive Rebound.,25,32
0:57,3141,Ezini Ugbisien made Layup.,27,32
0:47,2458,Northern Colorado  Timeout,27,32
0:38,2458,Jonah Radebaugh Turnover.,27,32
0:36,3141,Bryce Simmons Steal.,27,32
0:33,3141,Bryce Simmons missed Jumper.,27,32
0:33,2458,Northern Colorado Defensive Rebound.,27,32
0:14,2458,Anthony Johnson made Three Point Jumper. Assisted by Jonah Radebaugh.,27,35
0:00,3141,Bryce Simmons missed Three Point Jumper.,27,35
0:00,3141,Northern New Mexico Offensive Rebound.,27,35
0:00,2458,End of 1st half,27,35
19:45,3141,Kevin Moore Turnover.,27,35
19:44,2458,Jonah Radebaugh Steal.,27,35
19:42,2458,Jonah Radebaugh Turnover.,27,35
19:40,3141,Bryce Simmons Steal.,27,35
19:36,3141,Kevin Moore missed Jumper.,27,35
19:36,2458,Tanner Morgan Defensive Rebound.,27,35
19:28,2458,Jalen Sanders made Layup.,27,37
19:03,3141,Dominique Josephs Turnover.,27,37
19:03,2458,Jalen Sanders Steal.,27,37
18:47,2458,Andre Spight made Three Point Jumper.,27,40
18:19,2458,Foul on Tanner Morgan.,27,40
18:19,3141,Walid Aly missed Free Throw.,27,40
18:19,3141,Northern New Mexico Offensive Rebound.,27,40
18:19,3141,Walid Aly made Free Throw.,28,40
18:12,2458,Jordan Davis Turnover.,28,40
18:11,3141,Kevin Moore Steal.,28,40
18:06,3141,Bryce Simmons missed Layup.,28,40
18:06,3141,Dominique Josephs Offensive Rebound.,28,40
18:04,2458,Foul on Tanner Morgan.,28,40
18:04,3141,Dominique Josephs missed Free Throw.,28,40
18:04,3141,Northern New Mexico Offensive Rebound.,28,40
18:04,3141,Dominique Josephs made Free Throw.,29,40
17:49,2458,Jonah Radebaugh missed Three Point Jumper.,29,40
17:49,2458,Jalen Sanders Offensive Rebound.,29,40
17:46,3141,Foul on Kevin Moore.,29,40
17:46,2458,Jalen Sanders made Free Throw.,29,41
17:46,2458,Jalen Sanders missed Free Throw.,29,41
17:46,2458,Jonah Radebaugh Offensive Rebound.,29,41
17:46,2458,Jordan Davis made Layup.,29,43
17:38,3141,Foul on Dominique Josephs.,29,43
17:34,2458,Jordan Davis missed Free Throw.,29,43
17:34,3141,Kevin Moore Defensive Rebound.,29,43
17:29,3141,Dominique Josephs missed Jumper.,29,43
17:29,2458,Jordan Davis Block.,29,43
17:26,3141,Tyrique Weaver Offensive Rebound.,29,43
17:22,2458,Foul on Jordan Davis.,29,43
17:22,3141,Tyrique Weaver missed Free Throw.,29,43
17:22,3141,Northern New Mexico Offensive Rebound.,29,43
17:22,3141,Tyrique Weaver made Free Throw.,30,43
17:13,2458,Jordan Davis made Layup.,30,45
16:57,3141,Tyrique Weaver missed Three Point Jumper.,30,45
16:57,2458,Jonah Radebaugh Defensive Rebound.,30,45
16:44,2458,Jalen Sanders made Dunk. Assisted by Jordan Davis.,30,47
16:42,3141,Northern New Mexico  Timeout,30,47
16:34,3141,Tyrique Weaver Turnover.,30,47
16:32,2458,Jonah Radebaugh Steal.,30,47
16:15,2458,Andre Spight missed Jumper.,30,47
16:15,3141,Victor Faria Defensive Rebound.,30,47
16:05,3141,Bryce Simmons missed Three Point Jumper.,30,47
16:05,2458,Andre Spight Defensive Rebound.,30,47
16:04,3141,Foul on Victor Faria.,30,47
15:51,3141,Foul on Victor Faria.,30,47
15:51,2458,Official TV Timeout,30,47
15:51,2458,Jalen Sanders made Free Throw.,30,48
15:51,2458,Jalen Sanders made Free Throw.,30,49
15:34,3141,Kevin Moore missed Jumper.,30,49
15:34,2458,Tanner Morgan Defensive Rebound.,30,49
15:28,3141,Foul on Tyrique Weaver.,30,49
15:28,2458,Jordan Davis made Free Throw.,30,50
15:28,2458,Jordan Davis made Free Throw.,30,51
15:17,3141,Victor Faria missed Three Point Jumper.,30,51
15:17,3141,Ezini Ugbisien Offensive Rebound.,30,51
15:06,3141,Bryce Simmons made Jumper.,32,51
14:52,2458,Andre Spight missed Layup.,32,51
14:52,3141,Marcus Hill Defensive Rebound.,32,51
14:52,2458,Foul on Jordan Davis.,32,51
14:38,3141,Walid Aly made Layup. Assisted by Marcus Hill.,34,51
14:29,2458,Anthony Johnson made Three Point Jumper. Assisted by Jordan Davis.,34,54
14:07,3141,Bryce Simmons missed Jumper.,34,54
14:07,2458,Anthony Johnson Defensive Rebound.,34,54
13:58,2458,Tanner Morgan made Layup. Assisted by Andre Spight.,34,56
13:36,3141,Marcus Hill Turnover.,34,56
13:31,2458,Anthony Johnson made Three Point Jumper.,34,59
13:19,3141,Marcus Hill missed Jumper.,34,59
13:19,2458,Tanner Morgan Block.,34,59
13:19,2458,Tanner Morgan Defensive Rebound.,34,59
13:19,3141,Foul on Marcus Hill.,34,59
13:01,2458,Anthony Johnson missed Three Point Jumper.,34,59
13:01,2458,Jonah Radebaugh Offensive Rebound.,34,59
12:54,2458,Anthony Johnson missed Jumper.,34,59
12:54,3141,Walid Aly Defensive Rebound.,34,59
12:48,3141,Walid Aly made Jumper.,36,59
12:32,2458,Chaz Glotta missed Three Point Jumper.,36,59
12:32,3141,Ezini Ugbisien Defensive Rebound.,36,59
12:16,3141,Walid Aly missed Three Point Jumper.,36,59
12:16,2458,Northern Colorado Defensive Rebound.,36,59
12:03,2458,Jordan Davis made Layup.,36,61
11:34,2458,Foul on Jordan Davis.,36,61
11:34,3141,Braxton Bouyer made Free Throw.,37,61
11:34,3141,Braxton Bouyer made Free Throw.,38,61
11:20,3141,Foul on Braxton Bouyer.,38,61
11:20,2458,Jordan Davis made Free Throw.,38,62
11:20,2458,Jordan Davis made Free Throw.,38,63
11:02,3141,Walid Aly missed Layup.,38,63
11:02,2458,Anthony Johnson Defensive Rebound.,38,63
10:55,2458,Chaz Glotta made Three Point Jumper. Assisted by Anthony Johnson.,38,66
10:38,3141,Braxton Bouyer Turnover.,38,66
10:38,3141,Foul on Braxton Bouyer.,38,66
10:26,2458,Matej Drgon missed Three Point Jumper.,38,66
10:26,3141,Ezini Ugbisien Defensive Rebound.,38,66
10:20,2458,Foul on Matej Drgon.,38,66
10:14,3141,Augustus Cuch Turnover.,38,66
9:57,3141,Foul on Ezini Ugbisien.,38,66
9:57,2458,Jonah Radebaugh made Free Throw.,38,67
9:57,2458,Jonah Radebaugh missed Free Throw.,38,67
9:57,3141,Ezini Ugbisien Defensive Rebound.,38,67
9:47,3141,Braxton Bouyer missed Three Point Jumper.,38,67
9:47,2458,Jonah Radebaugh Defensive Rebound.,38,67
9:39,2458,Anthony Johnson made Three Point Jumper. Assisted by Johnatan Reyes.,38,70
9:17,3141,Ezini Ugbisien made Three Point Jumper. Assisted by Braxton Bouyer.,41,70
9:01,2458,Matej Drgon made Layup. Assisted by Chaz Glotta.,41,72
8:57,2458,Northern Colorado  Timeout,41,72
8:45,3141,Bryce Simmons missed Jumper.,41,72
8:45,2458,Northern Colorado Defensive Rebound.,41,72
8:39,3141,Foul on Ezini Ugbisien.,41,72
8:39,2458,Johnatan Reyes made Free Throw.,41,73
8:39,2458,Johnatan Reyes made Free Throw.,41,74
8:26,3141,Dominique Josephs made Dunk.,43,74
8:07,2458,Matej Drgon made Three Point Jumper. Assisted by Johnatan Reyes.,43,77
7:47,3141,Dominique Josephs made Layup.,45,77
7:32,2458,Anthony Johnson made Layup.,45,79
7:17,3141,Braxton Bouyer made Layup. Assisted by Kevin Moore.,47,79
7:03,2458,Johnatan Reyes made Jumper.,47,81
6:51,3141,Kevin Moore missed Layup.,47,81
6:51,2458,Chaz Glotta Defensive Rebound.,47,81
6:45,2458,Anthony Johnson missed Three Point Jumper.,47,81
6:45,3141,Dominique Josephs Defensive Rebound.,47,81
6:23,2458,Foul on Matej Drgon.,47,81
6:23,2458,Official TV Timeout,47,81
6:23,3141,Dominique Josephs missed Free Throw.,47,81
6:23,3141,Northern New Mexico Offensive Rebound.,47,81
6:23,3141,Dominique Josephs missed Free Throw.,47,81
6:23,2458,Andre Spight Defensive Rebound.,47,81
6:17,2458,Kai Edwards missed Jumper.,47,81
6:17,3141,Dominique Josephs Block.,47,81
6:14,3141,Dominique Josephs Defensive Rebound.,47,81
6:08,2458,Foul on Kai Edwards.,47,81
6:02,3141,Dominique Josephs missed Free Throw.,47,81
6:02,2458,Anthony Johnson Defensive Rebound.,47,81
5:50,2458,Andre Spight missed Three Point Jumper.,47,81
5:50,3141,Northern New Mexico Defensive Rebound.,47,81
5:49,2458,Foul on Kai Edwards.,47,81
5:49,3141,Dominique Josephs made Free Throw.,48,81
5:49,3141,Dominique Josephs missed Free Throw.,48,81
5:49,2458,Kai Edwards Defensive Rebound.,48,81
5:41,2458,Chaz Glotta made Jumper.,48,83
5:24,3141,Marcus Hill missed Three Point Jumper.,48,83
5:24,2458,Andre Spight Defensive Rebound.,48,83
5:17,3141,Foul on Marcus Hill.,48,83
5:10,2458,Andre Spight missed Free Throw.,48,83
5:10,2458,Northern Colorado Offensive Rebound.,48,83
5:10,2458,Andre Spight made Free Throw.,48,84
4:59,2458,Foul on Roberto Vercellino.,48,84
4:59,3141,Christian Owona missed Free Throw.,48,84
4:59,3141,Northern New Mexico Offensive Rebound.,48,84
4:59,3141,Christian Owona missed Free Throw.,48,84
4:59,2458,Anthony Johnson Defensive Rebound.,48,84
4:50,3141,Foul on Marcus Hill.,48,84
4:50,2458,Andre Spight made Free Throw.,48,85
4:50,2458,Andre Spight made Free Throw.,48,86
4:42,3141,Kevin Moore made Layup. Assisted by Victor Faria.,50,86
4:26,2458,Johnatan Reyes missed Jumper.,50,86
4:17,2458,Johnatan Reyes Defensive Rebound.,50,86
4:17,2458,Johnatan Reyes made Layup.,50,88
4:17,3141,Northern New Mexico  Timeout,50,88
3:55,3141,Braxton Bouyer Turnover.,50,88
3:55,3141,Foul on Braxton Bouyer.,50,88
3:51,2458,Chaz Glotta missed Three Point Jumper.,50,88
3:51,2458,Roberto Vercellino Offensive Rebound.,50,88
3:41,2458,Chaz Glotta missed Three Point Jumper.,50,88
3:41,2458,Kai Edwards Offensive Rebound.,50,88
3:35,2458,Kai Edwards Turnover.,50,88
3:18,3141,Estevan Martinez made Three Point Jumper. Assisted by Brandon Saiz.,53,88
3:03,2458,Chaz Glotta missed Layup.,53,88
3:03,2458,Kai Edwards Offensive Rebound.,53,88
2:56,2458,Kai Edwards made Layup.,53,90
2:48,3141,Christian Owona Turnover.,53,90
2:48,3141,Foul on Christian Owona.,53,90
2:39,2458,Chaz Glotta missed Three Point Jumper.,53,90
2:39,3141,Estevan Martinez Defensive Rebound.,53,90
2:26,3141,Braxton Bouyer Turnover.,53,90
2:25,2458,Johnatan Reyes Steal.,53,90
2:21,2458,Johnatan Reyes missed Layup.,53,90
2:21,3141,Marcus Hill Defensive Rebound.,53,90
2:12,3141,Elijah Neumann made Three Point Jumper. Assisted by Marcus Hill.,56,90
1:50,2458,Johnatan Reyes missed Three Point Jumper.,56,90
1:50,2458,Kai Edwards Offensive Rebound.,56,90
1:48,3141,Foul on Estevan Martinez.,56,90
1:48,2458,Kai Edwards made Free Throw.,56,91
1:48,2458,Kai Edwards missed Free Throw.,56,91
1:48,3141,Estevan Martinez Defensive Rebound.,56,91
1:37,3141,Tyrique Weaver missed Jumper.,56,91
1:37,2458,Northern Colorado Defensive Rebound.,56,91
1:35,3141,Foul on Elijah Neumann.,56,91
1:35,2458,Kai Edwards made Free Throw.,56,92
1:35,2458,Kai Edwards made Free Throw.,56,93
1:22,2458,Foul on Tyler Loose.,56,93
1:22,3141,Estevan Martinez made Free Throw.,57,93
1:22,3141,Estevan Martinez made Free Throw.,58,93
1:15,3141,Foul on Braxton Bouyer.,58,93
1:15,2458,Johnatan Reyes made Free Throw.,58,94
1:15,2458,Johnatan Reyes made Free Throw.,58,95
1:03,2458,Matej Drgon made Jumper.,58,97
0:53,3141,Nicho Burgard made Layup. Assisted by Dominique Josephs.,60,97
0:40,2458,Chaz Glotta missed Three Point Jumper.,60,97
0:40,3141,Nicho Burgard Defensive Rebound.,60,97
0:31,3141,Foul on Braxton Bouyer.,60,99
0:31,2458,Tyler Loose missed Free Throw.,60,99
0:31,3141,Tyrique Weaver Defensive Rebound.,60,99
0:31,2458,Tyler Loose made Layup.,60,99
0:27,3141,Braxton Bouyer missed Jumper.,60,99
0:27,2458,Kai Edwards Defensive Rebound.,60,99
0:00,2458,End of Game,62,97
