Southern Illinois,97,Louisville,79
10:41,97,Anas Mahmoud Offensive Rebound.,9,8
10:38,79,Foul on Eric McGill.,9,8
10:23,97,Deng Adel missed Jumper.,9,8
10:23,97,Deng Adel Offensive Rebound.,9,8
10:22,79,Foul on Sean Lloyd Jr..,9,8
10:12,97,Darius Perry missed Layup.,9,8
10:12,79,Southern Illinois Defensive Rebound.,9,8
9:43,79,Kavion Pippen missed Jumper.,9,8
9:43,97,Deng Adel Defensive Rebound.,9,8
9:36,97,Jordan Nwora missed Three Point Jumper.,9,8
9:36,79,Kavion Pippen Defensive Rebound.,9,8
9:24,79,Aaron Cook Turnover.,9,8
9:24,97,Jordan Nwora Steal.,9,8
9:21,97,Jordan Nwora made Layup.,9,10
9:05,79,Armon Fletcher Turnover.,9,10
9:05,97,Deng Adel Steal.,9,10
9:05,79,Foul on Tyler Smithpeters.,9,10
8:59,97,Jordan Nwora made Layup. Assisted by Anas Mahmoud.,9,12
8:45,79,Armon Fletcher missed Three Point Jumper.,9,12
8:45,97,Anas Mahmoud Defensive Rebound.,9,12
8:39,97,V.J. King made Layup. Assisted by Darius Perry.,9,14
8:10,79,Kavion Pippen made Layup. Assisted by Armon Fletcher.,11,14
7:52,97,Deng Adel made Jumper.,11,16
7:18,79,Eric McGill missed Three Point Jumper.,11,16
7:18,97,V.J. King Defensive Rebound.,11,16
7:03,79,Foul on Kavion Pippen.,11,16
7:03,97,Official TV Timeout,11,16
7:03,97,Jordan Nwora made Free Throw.,11,17
7:03,97,Jordan Nwora made Free Throw.,11,18
6:39,79,Eric McGill Turnover.,11,18
6:24,97,Quentin Snider missed Three Point Jumper.,11,18
6:24,79,Jonathan Wiley Defensive Rebound.,11,18
6:14,79,Aaron Cook missed Three Point Jumper.,11,18
6:14,97,V.J. King Defensive Rebound.,11,18
6:04,97,Deng Adel made Layup.,11,20
5:51,79,Kavion Pippen missed Layup.,11,20
5:51,97,V.J. King Defensive Rebound.,11,20
5:44,97,V.J. King missed Jumper.,11,20
5:44,79,Kavion Pippen Defensive Rebound.,11,20
5:33,79,Eric McGill missed Three Point Jumper.,11,20
5:33,97,Malik Williams Defensive Rebound.,11,20
5:24,79,Foul on Aaron Cook.,11,20
5:24,97,Deng Adel made Free Throw.,11,21
5:24,97,Deng Adel made Free Throw.,11,22
5:03,79,Kavion Pippen missed Jumper.,11,22
5:03,97,Jordan Nwora Defensive Rebound.,11,22
4:47,97,V.J. King missed Layup.,11,22
4:47,79,Kavion Pippen Defensive Rebound.,11,22
4:20,79,Jonathan Wiley Turnover.,11,22
4:19,97,Deng Adel Steal.,11,22
4:17,97,Jordan Nwora made Dunk. Assisted by Quentin Snider.,11,24
4:15,79,Southern Illinois  Timeout,11,24
4:02,79,Jonathan Wiley made Layup. Assisted by Kavion Pippen.,13,24
3:50,97,Deng Adel missed Jumper.,13,24
3:50,79,Eric McGill Defensive Rebound.,13,24
3:25,79,Kavion Pippen missed Jumper.,13,24
3:25,97,V.J. King Defensive Rebound.,13,24
3:19,97,Deng Adel made Layup. Assisted by V.J. King.,13,26
2:49,79,Aaron Cook missed Jumper.,13,26
2:49,79,Armon Fletcher Offensive Rebound.,13,26
2:47,79,Armon Fletcher made Two Point Tip Shot.,15,26
2:39,97,Jordan Nwora missed Three Point Jumper.,15,26
2:39,79,Kavion Pippen Defensive Rebound.,15,26
2:26,79,Armon Fletcher missed Three Point Jumper.,15,26
2:26,97,Jordan Nwora Defensive Rebound.,15,26
2:11,97,V.J. King missed Jumper.,15,26
2:11,79,Jonathan Wiley Defensive Rebound.,15,26
2:05,97,Foul on Deng Adel.,15,26
2:05,79,Jonathan Wiley made Free Throw.,16,26
2:05,79,Jonathan Wiley missed Free Throw.,16,26
2:05,97,Darius Perry Defensive Rebound.,16,26
1:46,97,Darius Perry missed Jumper.,16,26
1:46,79,Armon Fletcher Defensive Rebound.,16,26
1:17,79,Aaron Cook Turnover.,16,26
1:11,97,V.J. King missed Three Point Jumper.,16,26
1:11,79,Rudy Stradnieks Defensive Rebound.,16,26
1:04,79,Tyler Smithpeters missed Three Point Jumper.,16,26
1:04,79,Armon Fletcher Offensive Rebound.,16,26
0:58,79,Armon Fletcher made Layup.,18,26
0:44,97,Deng Adel made Layup.,18,28
0:44,79,Foul on Rudy Stradnieks.,18,28
0:44,97,Deng Adel made Free Throw.,18,29
0:25,79,Jonathan Wiley missed Layup.,18,29
0:25,97,Quentin Snider Defensive Rebound.,18,29
0:02,97,Darius Perry missed Three Point Jumper.,18,29
0:02,97,Dwayne Sutton Offensive Rebound.,18,29
0:00,97,End of 1st half,18,29
19:49,97,Anas Mahmoud made Dunk. Assisted by Quentin Snider.,18,31
19:28,79,Sean Lloyd Jr. Turnover.,18,31
19:27,97,Deng Adel Steal.,18,31
19:25,97,Quentin Snider made Layup. Assisted by Deng Adel.,18,33
18:59,79,Kavion Pippen made Layup. Assisted by Jonathan Wiley.,20,33
18:40,97,Deng Adel missed Three Point Jumper.,20,33
18:40,79,Aaron Cook Defensive Rebound.,20,33
18:12,79,Aaron Cook missed Dunk.,20,33
18:12,97,Quentin Snider Defensive Rebound.,20,33
18:00,97,Ray Spalding made Dunk. Assisted by Quentin Snider.,20,35
17:43,79,Sean Lloyd Jr. missed Three Point Jumper.,20,35
17:43,79,Jonathan Wiley Offensive Rebound.,20,35
17:35,79,Armon Fletcher missed Layup.,20,35
17:35,97,V.J. King Block.,20,35
17:32,97,Ray Spalding Defensive Rebound.,20,35
17:28,97,Deng Adel Turnover.,20,35
17:28,79,Aaron Cook Steal.,20,35
16:59,79,Aaron Cook missed Layup.,20,35
16:59,97,Anas Mahmoud Block.,20,35
16:58,97,Ray Spalding Defensive Rebound.,20,35
16:52,97,Quentin Snider missed Jumper.,20,35
16:52,79,Jonathan Wiley Block.,20,35
16:50,79,Jonathan Wiley Defensive Rebound.,20,35
16:46,79,Armon Fletcher Turnover.,20,35
16:41,97,V.J. King missed Layup.,20,35
16:41,79,Armon Fletcher Defensive Rebound.,20,35
16:26,79,Jonathan Wiley Turnover.,20,35
16:25,97,Anas Mahmoud Steal.,20,35
16:18,97,V.J. King missed Jumper.,20,35
16:18,79,Jonathan Wiley Defensive Rebound.,20,35
15:51,79,Sean Lloyd Jr. Turnover.,20,35
15:51,97,Official TV Timeout,20,35
15:35,97,Anas Mahmoud missed Jumper.,20,35
15:35,79,Eric McGill Defensive Rebound.,20,35
15:27,79,Sean Lloyd Jr. missed Layup.,20,35
15:24,97,Deng Adel Defensive Rebound.,20,35
15:21,97,Quentin Snider missed Three Point Jumper.,20,35
15:21,97,Ray Spalding Offensive Rebound.,20,35
15:18,79,Foul on Rudy Stradnieks.,20,35
15:09,97,Ray Spalding made Jumper.,20,37
14:43,79,Eric McGill made Jumper.,22,37
14:23,97,Deng Adel made Jumper.,22,39
14:13,79,Eric McGill Turnover.,22,39
14:12,97,Deng Adel Steal.,22,39
14:10,97,V.J. King made Dunk. Assisted by Ray Spalding.,22,41
13:57,79,Rudy Stradnieks made Layup. Assisted by Tyler Smithpeters.,24,41
13:46,97,Quentin Snider missed Three Point Jumper.,24,41
13:46,97,Ray Spalding Offensive Rebound.,24,41
13:44,79,Foul on Tyler Smithpeters.,24,41
13:44,97,Ray Spalding made Free Throw.,24,42
13:44,97,Ray Spalding made Free Throw.,24,43
13:29,79,Armon Fletcher missed Layup.,24,43
13:29,97,V.J. King Defensive Rebound.,24,43
13:23,79,Foul on Tyler Smithpeters.,24,43
13:23,97,Deng Adel made Free Throw.,24,44
13:23,97,Deng Adel made Free Throw.,24,45
12:59,79,Eric McGill missed Three Point Jumper.,24,45
12:59,79,Kavion Pippen Offensive Rebound.,24,45
12:52,79,Aaron Cook Turnover.,24,45
12:34,97,Ray Spalding missed Jumper.,24,45
12:34,79,Kavion Pippen Block.,24,45
12:32,79,Aaron Cook Defensive Rebound.,24,45
12:18,79,Aaron Cook missed Three Point Jumper.,24,45
12:18,97,V.J. King Defensive Rebound.,24,45
12:14,79,Foul on Eric McGill.,24,45
12:00,97,Darius Perry made Three Point Jumper.,24,48
11:42,79,Kavion Pippen made Layup. Assisted by Aaron Cook.,26,48
11:35,79,Foul on Kavion Pippen.,26,48
11:35,97,Official TV Timeout,26,48
11:29,97,V.J. King missed Layup.,26,48
11:29,97,Ray Spalding Offensive Rebound.,26,48
11:26,97,Ray Spalding missed Jumper.,26,48
11:26,97,Jordan Nwora Offensive Rebound.,26,48
11:23,97,Jordan Nwora made Two Point Tip Shot.,26,50
11:02,79,Kavion Pippen made Layup. Assisted by Rudy Stradnieks.,28,50
10:35,97,Ray Spalding missed Three Point Jumper.,28,50
10:35,79,Armon Fletcher Defensive Rebound.,28,50
10:12,79,Aaron Cook missed Three Point Jumper.,28,50
10:12,97,Darius Perry Block.,28,50
10:09,97,Dwayne Sutton Defensive Rebound.,28,50
10:05,97,Darius Perry made Layup.,28,52
10:05,79,Foul on Rudy Stradnieks.,28,52
10:05,97,Darius Perry made Free Throw.,28,53
9:57,97,Foul on Ray Spalding.,28,53
9:50,79,Rudy Stradnieks missed Three Point Jumper.,28,53
9:50,79,Eric McGill Offensive Rebound.,28,53
9:44,79,Technical Foul on Eric McGill.,28,53
9:44,79,Foul on Eric McGill.,28,53
9:44,97,Darius Perry made Free Throw.,28,54
9:44,97,Darius Perry made Free Throw.,28,55
9:37,79,Armon Fletcher missed Layup.,28,55
9:37,97,Dwayne Sutton Block.,28,55
9:35,97,Dwayne Sutton Defensive Rebound.,28,55
9:30,97,Dwayne Sutton made Layup.,28,57
9:03,79,Kavion Pippen Turnover.,28,57
9:01,97,Dwayne Sutton Steal.,28,57
8:56,97,Dwayne Sutton made Three Point Jumper. Assisted by Jordan Nwora.,28,60
8:32,79,Rudy Stradnieks made Jumper. Assisted by Kavion Pippen.,30,60
8:17,97,Deng Adel missed Three Point Jumper.,30,60
8:17,79,Tyler Smithpeters Defensive Rebound.,30,60
8:01,79,Kavion Pippen missed Jumper.,30,60
8:01,97,Dwayne Sutton Defensive Rebound.,30,60
7:53,97,Jordan Nwora made Three Point Jumper. Assisted by Darius Perry.,30,63
7:33,79,Tyler Smithpeters missed Three Point Jumper.,30,63
7:33,97,Dwayne Sutton Defensive Rebound.,30,63
7:25,97,Jordan Nwora missed Three Point Jumper.,30,63
7:25,79,Sean Lloyd Jr. Defensive Rebound.,30,63
7:21,97,Foul on Deng Adel.,30,63
7:21,97,Official TV Timeout,30,63
7:06,79,Tyler Smithpeters missed Three Point Jumper.,30,63
7:06,97,Jordan Nwora Defensive Rebound.,30,63
6:47,97,Ray Spalding made Layup. Assisted by Darius Perry.,30,65
6:21,79,Jonathan Wiley Turnover.,30,65
6:09,97,Darius Perry made Layup.,30,67
5:55,79,Austin Weiher missed Jumper.,30,67
5:55,79,Rudy Stradnieks Offensive Rebound.,30,67
5:41,97,Foul on Jordan Nwora.,30,67
5:33,79,Austin Weiher missed Jumper.,30,67
5:33,97,Jordan Nwora Defensive Rebound.,30,67
5:23,97,Darius Perry Turnover.,30,67
5:22,79,Rudy Stradnieks Steal.,30,67
5:08,79,Rudy Stradnieks made Jumper. Assisted by Austin Weiher.,32,67
4:48,97,Dwayne Sutton made Three Point Jumper. Assisted by Darius Perry.,32,70
4:30,79,Austin Weiher missed Jumper.,32,70
4:30,97,Dwayne Sutton Block.,32,70
4:30,79,Southern Illinois Offensive Rebound.,32,70
4:26,97,Foul on Dwayne Sutton.,32,70
4:26,79,Armon Fletcher made Free Throw.,33,70
4:26,79,Armon Fletcher made Free Throw.,34,70
4:14,97,Lance Thomas made Jumper. Assisted by Dwayne Sutton.,34,72
3:51,79,Kavion Pippen missed Jumper.,34,72
3:51,97,Dwayne Sutton Defensive Rebound.,34,72
3:45,97,Lance Thomas made Three Point Jumper. Assisted by Darius Perry.,34,75
3:25,79,Sean Lloyd Jr. missed Three Point Jumper.,34,75
3:25,97,Lance Thomas Defensive Rebound.,34,75
3:06,97,Jordan Nwora made Layup.,34,77
3:05,97,Official TV Timeout,34,77
3:04,79,Foul on Armon Fletcher.,34,77
3:04,97,Official TV Timeout,34,77
3:04,97,Jordan Nwora made Free Throw.,34,78
2:46,79,Kavion Pippen missed Jumper.,34,78
2:46,97,Malik Williams Block.,34,78
2:44,97,Jordan Nwora Defensive Rebound.,34,78
2:43,97,Jordan Nwora Turnover.,34,78
2:43,79,Eric McGill Steal.,34,78
2:43,97,Foul on Jordan Nwora.,34,78
2:34,79,Eric McGill missed Jumper.,34,78
2:34,97,Lance Thomas Defensive Rebound.,34,78
2:26,97,Jacob Redding made Three Point Jumper. Assisted by Darius Perry.,34,81
2:07,79,Eric McGill missed Jumper.,34,81
2:07,97,Lance Thomas Defensive Rebound.,34,81
1:50,97,Lance Thomas missed Three Point Jumper.,34,81
1:50,79,Eric McGill Defensive Rebound.,34,81
1:37,79,Kavion Pippen missed Layup.,34,81
1:37,79,Kavion Pippen Offensive Rebound.,34,81
1:34,79,Kavion Pippen made Layup.,36,81
1:34,79,Kavion Pippen missed Free Throw.,36,81
1:34,97,Malik Williams Defensive Rebound.,36,81
1:12,97,Jacob Redding made Three Point Jumper. Assisted by Darius Perry.,36,84
0:49,79,Armon Fletcher made Three Point Jumper. Assisted by Eric McGill.,39,84
0:17,97,Louisville  Turnover.,39,84
0:06,79,Armon Fletcher made Three Point Jumper.,42,84
