VCU,25,California,2670
10:30,25,Darius McNeill made Three Point Jumper. Assisted by Justice Sueing.,28,14
10:18,2670,Jonathan Williams made Layup.,30,14
9:51,25,Marcus Lee missed Layup.,30,14
9:51,2670,Justin Tillman Defensive Rebound.,30,14
9:40,2670,Malik Crowfield missed Three Point Jumper.,30,14
9:40,25,Kingsley Okoroh Defensive Rebound.,30,14
9:21,25,Darius McNeill made Three Point Jumper.,30,17
9:02,25,Foul on Darius McNeill.,30,17
9:02,2670,Tyler Maye missed Free Throw.,30,17
9:02,2670,VCU Deadball Team Rebound.,30,17
9:02,2670,Tyler Maye made Free Throw.,31,17
8:51,25,Don Coleman made Jumper.,31,19
8:50,2670,Foul on Malik Crowfield.,31,19
8:50,25,Don Coleman missed Free Throw.,31,19
8:50,2670,De'Riante Jenkins Defensive Rebound.,31,19
8:42,2670,De'Riante Jenkins made Three Point Jumper.,34,19
8:18,25,Marcus Lee missed Layup.,34,19
8:18,2670,De'Riante Jenkins Defensive Rebound.,34,19
8:10,2670,Tyler Maye missed Three Point Jumper.,34,19
8:10,25,Marcus Lee Defensive Rebound.,34,19
8:03,25,Don Coleman missed Layup.,34,19
8:03,2670,De'Riante Jenkins Block.,34,19
8:03,25,California Offensive Rebound.,34,19
7:57,2670,Foul on Lewis Djonkam.,34,19
7:57,25,Official TV Timeout,34,19
7:57,25,Justice Sueing made Free Throw.,34,20
7:57,25,Justice Sueing made Free Throw.,34,21
7:49,2670,Khris Lane Turnover.,34,21
7:49,2670,Foul on Khris Lane.,34,21
7:29,25,Darius McNeill missed Three Point Jumper.,34,21
7:29,2670,Justin Tillman Defensive Rebound.,34,21
7:02,2670,Justin Tillman made Layup. Assisted by Jonathan Williams.,36,21
6:35,25,Don Coleman missed Layup.,36,21
6:35,25,Marcus Lee Offensive Rebound.,36,21
6:33,25,Marcus Lee made Dunk.,36,23
6:18,2670,Sean Mobley made Three Point Jumper. Assisted by Jonathan Williams.,39,23
6:04,25,Marcus Lee Turnover.,39,23
6:04,25,Foul on Marcus Lee.,39,23
5:52,2670,Mike'l Simms made Jumper.,41,23
5:40,25,Darius McNeill Turnover.,41,23
5:38,2670,De'Riante Jenkins Steal.,41,23
5:36,2670,Justin Tillman missed Layup.,41,23
5:36,25,Darius McNeill Defensive Rebound.,41,23
5:30,25,Don Coleman missed Three Point Jumper.,41,23
5:30,2670,De'Riante Jenkins Defensive Rebound.,41,23
5:28,25,Foul on Justice Sueing.,41,23
5:12,2670,Mike'l Simms missed Three Point Jumper.,41,23
5:12,2670,Justin Tillman Offensive Rebound.,41,23
4:49,2670,De'Riante Jenkins made Layup.,43,23
4:36,25,Kingsley Okoroh missed Layup.,43,23
4:36,2670,Jonathan Williams Defensive Rebound.,43,23
4:28,2670,Marcus Santos-Silva missed Layup.,43,23
4:28,25,Kingsley Okoroh Block.,43,23
4:26,25,Juhwan Harris-Dyson Defensive Rebound.,43,23
3:59,25,Kingsley Okoroh missed Layup.,43,23
3:59,2670,Justin Tillman Defensive Rebound.,43,23
3:52,2670,Justin Tillman made Layup. Assisted by Jonathan Williams.,45,23
3:51,25,Foul on Grant Anticevich.,45,23
3:51,25,Official TV Timeout,45,23
3:51,2670,Justin Tillman made Free Throw.,46,23
3:44,25,Don Coleman Turnover.,46,23
3:17,2670,De'Riante Jenkins missed Three Point Jumper.,46,23
3:17,25,Grant Anticevich Defensive Rebound.,46,23
2:59,25,Juhwan Harris-Dyson missed Three Point Jumper.,46,23
2:59,2670,Malik Crowfield Block.,46,23
2:56,25,Nick Hamilton Offensive Rebound.,46,23
2:52,25,Nick Hamilton made Layup.,46,25
2:46,2670,Malik Crowfield missed Three Point Jumper.,46,25
2:46,2670,Sean Mobley Offensive Rebound.,46,25
2:40,2670,De'Riante Jenkins missed Three Point Jumper.,46,25
2:40,25,Kingsley Okoroh Defensive Rebound.,46,25
2:26,25,Nick Hamilton made Jumper. Assisted by Grant Anticevich.,46,27
2:11,2670,VCU  Timeout,46,27
1:51,2670,Justin Tillman missed Three Point Jumper.,46,27
1:51,2670,De'Riante Jenkins Offensive Rebound.,46,27
1:32,2670,Jonathan Williams Turnover.,46,27
1:30,25,Nick Hamilton Steal.,46,27
1:28,25,Don Coleman Turnover.,46,27
1:26,2670,Jonathan Williams Steal.,46,27
1:23,2670,Sean Mobley made Three Point Jumper. Assisted by Jonathan Williams.,49,27
1:00,25,Kingsley Okoroh made Jumper.,49,29
0:37,2670,Sean Mobley made Three Point Jumper. Assisted by Malik Crowfield.,52,29
0:03,25,Don Coleman missed Three Point Jumper.,52,29
0:03,2670,De'Riante Jenkins Defensive Rebound.,52,29
0:01,2670,De'Riante Jenkins made Three Point Jumper.,55,29
0:00,25,End of 1st half,55,29
19:48,25,Kingsley Okoroh made Layup.,55,31
19:20,2670,Justin Tillman made Dunk. Assisted by Jonathan Williams.,57,31
19:02,25,Don Coleman Turnover.,57,31
18:56,2670,Jonathan Williams Turnover.,57,31
18:54,25,Darius McNeill Steal.,57,31
18:52,25,Darius McNeill made Layup.,57,33
18:42,2670,Khris Lane made Layup. Assisted by Malik Crowfield.,59,33
18:15,25,Kingsley Okoroh made Dunk. Assisted by Darius McNeill.,59,35
18:06,2670,Khris Lane missed Three Point Jumper.,59,35
18:06,25,Justice Sueing Defensive Rebound.,59,35
17:56,25,Darius McNeill missed Three Point Jumper.,59,35
17:56,2670,De'Riante Jenkins Defensive Rebound.,59,35
17:29,2670,Jonathan Williams missed Jumper.,59,35
17:29,25,Marcus Lee Defensive Rebound.,59,35
17:19,25,Darius McNeill Turnover.,59,35
17:12,2670,Malik Crowfield Turnover.,59,35
17:09,25,Justice Sueing Steal.,59,35
17:01,2670,Foul on Marcus Santos-Silva.,59,35
16:55,25,Justice Sueing missed Layup.,59,35
16:55,2670,Marcus Santos-Silva Block.,59,35
16:52,2670,Marcus Santos-Silva Defensive Rebound.,59,35
16:42,2670,Tyler Maye Turnover.,59,35
16:42,25,Deschon Winston Steal.,59,35
16:42,2670,Foul on Tyler Maye.,59,35
16:34,25,Don Coleman made Layup.,59,37
16:30,2670,Marcus Santos-Silva Turnover.,59,37
16:30,25,Don Coleman Steal.,59,37
16:30,2670,Foul on Tyler Maye.,59,37
16:21,2670,Foul on Marcus Santos-Silva.,59,37
16:21,25,Don Coleman made Free Throw.,59,38
16:21,25,Don Coleman made Free Throw.,59,39
16:19,25,Foul on Nick Hamilton.,59,39
16:10,2670,De'Riante Jenkins made Jumper.,61,39
16:00,2670,Foul on Jonathan Williams.,61,39
16:00,25,Official TV Timeout,61,39
15:41,2670,Foul on Sean Mobley.,61,39
15:38,25,Deschon Winston missed Three Point Jumper.,61,39
15:38,25,Marcus Lee Offensive Rebound.,61,39
15:34,25,Marcus Lee made Dunk.,61,41
15:26,25,Foul on Deschon Winston.,61,41
15:17,2670,Jonathan Williams Turnover.,61,41
15:16,25,Deschon Winston Steal.,61,41
15:12,25,Deschon Winston missed Layup.,61,41
15:12,25,Nick Hamilton Offensive Rebound.,61,41
15:06,25,Marcus Lee made Dunk. Assisted by Kingsley Okoroh.,61,43
14:33,2670,De'Riante Jenkins made Three Point Jumper.,64,43
14:19,25,Marcus Lee Turnover.,64,43
14:17,2670,Malik Crowfield Steal.,64,43
14:16,2670,Malik Crowfield made Layup.,66,43
13:58,25,Kingsley Okoroh missed Layup.,66,43
13:58,2670,De'Riante Jenkins Defensive Rebound.,66,43
13:32,2670,De'Riante Jenkins missed Three Point Jumper.,66,43
13:32,2670,De'Riante Jenkins Offensive Rebound.,66,43
13:27,2670,De'Riante Jenkins made Layup.,68,43
13:11,25,Juhwan Harris-Dyson missed Layup.,68,43
13:11,2670,De'Riante Jenkins Defensive Rebound.,68,43
12:47,25,Foul on Kingsley Okoroh.,68,43
12:31,2670,Jonathan Williams Turnover.,68,43
12:30,25,Justice Sueing Steal.,68,43
12:29,2670,Foul on Mike'l Simms.,68,43
12:29,25,Justice Sueing made Free Throw.,68,44
12:29,25,Justice Sueing made Free Throw.,68,45
12:15,2670,Xavier Jackson missed Layup.,68,45
12:15,25,Marcus Lee Block.,68,45
12:13,25,Grant Anticevich Defensive Rebound.,68,45
12:05,25,Grant Anticevich missed Three Point Jumper.,68,45
12:05,2670,Xavier Jackson Defensive Rebound.,68,45
11:55,2670,Mike'l Simms made Three Point Jumper. Assisted by Xavier Jackson.,71,45
11:27,25,Justice Sueing made Three Point Jumper.,71,48
11:15,2670,Xavier Jackson Turnover.,71,48
11:14,25,Don Coleman Steal.,71,48
11:12,25,Don Coleman made Layup. Assisted by Justice Sueing.,71,50
10:41,2670,Lewis Djonkam missed Jumper.,71,50
10:41,2670,Lewis Djonkam Offensive Rebound.,71,50
10:32,2670,Mike'l Simms missed Three Point Jumper.,71,50
10:32,25,Marcus Lee Defensive Rebound.,71,50
10:13,25,Marcus Lee made Layup. Assisted by Grant Anticevich.,71,52
10:02,25,Foul on Don Coleman.,71,52
10:02,25,Official TV Timeout,71,52
9:39,2670,Mike'l Simms missed Three Point Jumper.,71,52
9:39,25,Grant Anticevich Defensive Rebound.,71,52
9:31,25,Don Coleman missed Three Point Jumper.,71,52
9:31,2670,VCU Defensive Rebound.,71,52
9:06,2670,De'Riante Jenkins made Layup.,73,52
8:56,25,Darius McNeill Turnover.,73,52
8:55,2670,Mike'l Simms Steal.,73,52
8:53,2670,Mike'l Simms made Layup.,75,52
8:15,25,Justice Sueing made Jumper.,75,54
7:52,2670,De'Riante Jenkins made Layup. Assisted by Marcus Santos-Silva.,77,54
7:35,25,Don Coleman made Jumper.,77,56
7:35,2670,Foul on Mike'l Simms.,77,56
7:35,25,Official TV Timeout,77,56
7:35,25,Don Coleman missed Free Throw.,77,56
7:35,2670,Khris Lane Defensive Rebound.,77,56
7:12,2670,Jonathan Williams missed Three Point Jumper.,77,56
7:12,2670,Justin Tillman Offensive Rebound.,77,56
7:09,2670,Justin Tillman missed Layup.,77,56
7:09,25,Kingsley Okoroh Block.,77,56
7:04,25,Kingsley Okoroh Defensive Rebound.,77,56
6:54,25,Marcus Lee missed Jumper.,77,56
6:54,2670,Justin Tillman Defensive Rebound.,77,56
6:50,2670,Jonathan Williams made Layup.,79,56
6:35,2670,Foul on Tyler Maye.,79,56
6:35,25,Don Coleman made Free Throw.,79,57
6:35,25,Don Coleman made Free Throw.,79,58
6:25,2670,Khris Lane missed Layup.,79,58
6:25,25,Marcus Lee Block.,79,58
6:25,2670,Khris Lane Offensive Rebound.,79,58
6:25,25,Foul on Darius McNeill.,79,58
6:25,2670,Khris Lane made Free Throw.,80,58
6:25,2670,Khris Lane missed Free Throw.,80,58
6:25,25,Marcus Lee Defensive Rebound.,80,58
6:13,25,Marcus Lee Turnover.,80,58
5:40,25,Foul on Darius McNeill.,80,58
5:40,2670,Jonathan Williams made Free Throw.,81,58
5:40,2670,Jonathan Williams missed Free Throw.,81,58
5:40,2670,VCU Offensive Rebound.,81,58
5:36,2670,Justin Tillman Turnover.,81,58
5:36,2670,Foul on Justin Tillman.,81,58
5:20,25,Justice Sueing missed Three Point Jumper.,81,58
5:20,25,Nick Hamilton Offensive Rebound.,81,58
5:16,25,Marcus Lee missed Layup.,81,58
5:16,25,Marcus Lee Offensive Rebound.,81,58
5:13,25,Marcus Lee made Layup.,81,60
5:11,25,Foul on Nick Hamilton.,81,60
5:11,2670,Jonathan Williams missed Free Throw.,81,60
5:11,25,Marcus Lee Defensive Rebound.,81,60
4:57,25,Don Coleman made Layup.,81,62
4:32,2670,Jonathan Williams missed Jumper.,81,62
4:32,25,Marcus Lee Defensive Rebound.,81,62
4:31,2670,Foul on Justin Tillman.,81,62
4:31,25,Marcus Lee made Free Throw.,81,63
4:31,25,Marcus Lee missed Free Throw.,81,63
4:31,2670,Marcus Santos-Silva Defensive Rebound.,81,63
4:27,25,Foul on Nick Hamilton.,81,63
4:27,2670,Jonathan Williams made Free Throw.,82,63
4:27,2670,Jonathan Williams made Free Throw.,83,63
4:21,2670,Foul on Sean Mobley.,83,63
4:21,2670,VCU  Timeout,83,63
4:21,25,Official TV Timeout,83,63
4:21,25,Justice Sueing made Free Throw.,83,64
4:21,25,Justice Sueing missed Free Throw.,83,64
4:21,2670,Marcus Santos-Silva Defensive Rebound.,83,64
4:07,2670,Sean Mobley Turnover.,83,64
4:06,25,Don Coleman Steal.,83,64
4:03,25,Don Coleman missed Layup.,83,64
4:03,25,Justice Sueing Offensive Rebound.,83,64
4:03,2670,Foul on De'Riante Jenkins.,83,64
4:03,25,Justice Sueing missed Free Throw.,83,64
4:03,25,California Deadball Team Rebound.,83,64
4:03,25,Justice Sueing made Free Throw.,83,65
3:39,2670,Sean Mobley missed Three Point Jumper.,83,65
3:39,25,Justice Sueing Defensive Rebound.,83,65
3:26,25,Austin McCullough missed Three Point Jumper.,83,65
3:26,2670,De'Riante Jenkins Defensive Rebound.,83,65
2:55,2670,Malik Crowfield missed Three Point Jumper.,83,65
2:55,2670,De'Riante Jenkins Offensive Rebound.,83,65
2:27,2670,Sean Mobley missed Three Point Jumper.,83,65
2:27,25,Nick Hamilton Defensive Rebound.,83,65
2:10,25,Marcus Lee missed Layup.,83,65
2:10,2670,Sean Mobley Defensive Rebound.,83,65
1:57,25,Official TV Timeout,83,65
1:41,2670,De'Riante Jenkins missed Layup.,83,65
1:41,25,Roman Davis Defensive Rebound.,83,65
1:18,2670,Foul on Marcus Santos-Silva.,83,65
1:18,25,Roman Davis made Free Throw.,83,66
1:18,25,Roman Davis missed Free Throw.,83,66
1:18,2670,Marcus Santos-Silva Defensive Rebound.,83,66
0:56,2670,Tyler Maye Turnover.,83,66
0:55,25,Juhwan Harris-Dyson Steal.,83,66
0:53,2670,Foul on Mike'l Simms.,83,66
0:53,25,Juhwan Harris-Dyson missed Free Throw.,83,66
0:53,25,California Deadball Team Rebound.,83,66
0:53,25,Juhwan Harris-Dyson made Free Throw.,83,67
0:27,2670,Tyler Maye missed Layup.,83,67
0:27,25,Grant Anticevich Block.,83,67
0:25,25,Roman Davis Defensive Rebound.,83,67
0:22,25,Roman Davis made Dunk. Assisted by Juhwan Harris-Dyson.,83,69
0:19,2670,Tyler Maye Turnover.,83,69
0:17,25,Austin McCullough Steal.,83,69
0:17,25,Austin McCullough Turnover.,83,69
0:16,2670,Marcus Santos-Silva Turnover.,83,69
0:14,25,Grant Anticevich Steal.,83,69
0:10,25,Roman Davis missed Layup.,83,69
0:10,25,Deschon Winston Offensive Rebound.,83,69
0:07,25,Deschon Winston missed Jumper.,83,69
0:07,2670,Marcus Santos-Silva Defensive Rebound.,83,69
0:00,25,End of Game,83,69
