Hiwassee College,Error,Furman,231
14:14,231,Matt Rafferty made Jumper. Assisted by Kris Acox.,30,65
13:55,-1,Jay Cade missed Jumper.,30,65
13:55,231,Matt Rafferty Defensive Rebound.,30,65
13:39,231,Matt Rafferty missed Layup.,30,65
13:39,231,Matt Rafferty Offensive Rebound.,30,65
13:35,231,Matt Rafferty Turnover.,30,65
13:34,-1,Toure Fudge Steal.,30,65
13:32,231,Foul on Jonathan Jean.,30,65
13:32,-1,Toure Fudge missed Free Throw.,30,65
13:32,-1,Hiwassee Deadball Team Rebound.,30,65
13:32,-1,Toure Fudge missed Free Throw.,30,65
13:32,231,Matt Rafferty Defensive Rebound.,30,65
13:25,231,Andrew Brown missed Layup.,30,65
13:25,231,Kris Acox Offensive Rebound.,30,65
13:23,231,Kris Acox made Layup.,30,67
13:10,-1,Daniel Graves missed Three Point Jumper.,30,67
13:10,231,Matt Rafferty Defensive Rebound.,30,67
13:03,231,Andrew Brown made Three Point Jumper. Assisted by Jonathan Jean.,30,70
12:52,-1,Hiwassee  Timeout,30,70
12:26,-1,Tevin Henry Turnover.,30,70
12:17,231,Kris Acox made Dunk. Assisted by Daniel Fowler.,30,72
11:58,-1,Daniel Graves made Jumper. Assisted by Jay Johnson.,32,72
11:48,231,Daniel Fowler missed Layup.,32,72
11:48,-1,Jay Johnson Block.,32,72
11:47,231,Official TV Timeout,32,72
11:46,231,Kris Acox Offensive Rebound.,32,72
11:45,231,Kris Acox missed Layup.,32,72
11:45,-1,Daniel Graves Defensive Rebound.,32,72
11:23,-1,Tevin Henry missed Jumper.,32,72
11:23,231,Tre Clark Block.,32,72
11:21,231,Andrew Brown Defensive Rebound.,32,72
11:16,231,Jonathan Jean made Layup. Assisted by Andrew Brown.,32,74
11:06,-1,Jay Johnson Turnover.,32,74
11:05,231,Andrew Brown Steal.,32,74
11:02,-1,Foul on Toure Fudge.,32,74
11:02,231,Daniel Fowler missed Free Throw.,32,74
11:02,231,Furman Deadball Team Rebound.,32,74
11:02,231,Daniel Fowler made Free Throw.,32,75
10:43,-1,Toure Fudge missed Three Point Jumper.,32,75
10:43,231,Tre Clark Defensive Rebound.,32,75
10:34,231,Jonathan Jean Turnover.,32,75
10:21,231,Foul on Matt Rafferty.,32,75
10:21,-1,Chris Sumpter missed Free Throw.,32,75
10:21,-1,Hiwassee Deadball Team Rebound.,32,75
10:21,-1,Chris Sumpter missed Free Throw.,32,75
10:21,231,Andrew Brown Defensive Rebound.,32,75
10:09,231,Matt Rafferty made Layup.,32,77
9:52,-1,Toure Fudge missed Jumper.,32,77
9:52,231,Tre Clark Defensive Rebound.,32,77
9:45,231,Daniel Fowler missed Layup.,32,77
9:45,231,Tre Clark Offensive Rebound.,32,77
9:43,231,Tre Clark made Two Point Tip Shot.,32,79
9:23,-1,Daniel Graves made Three Point Jumper. Assisted by Chris Sumpter.,35,79
9:01,231,Matt Rafferty made Layup. Assisted by Tre Clark.,35,81
8:33,-1,Dess Culpepper missed Three Point Jumper.,35,81
8:33,231,Matt Rafferty Defensive Rebound.,35,81
8:24,231,Tre Clark missed Layup.,35,81
8:24,-1,Dess Culpepper Defensive Rebound.,35,81
8:18,231,Foul on Jonathan Jean.,35,81
8:18,-1,Chris Sumpter made Free Throw.,36,81
8:18,-1,Chris Sumpter missed Free Throw.,36,81
8:18,231,Matt Rafferty Defensive Rebound.,36,81
8:04,231,Matt Rafferty made Jumper. Assisted by Jordan Lyons.,36,83
7:47,-1,Daniel Graves Turnover.,36,83
7:45,231,Tre Clark Steal.,36,83
7:43,231,Tre Clark Turnover.,36,83
7:40,-1,Chris Sumpter Steal.,36,83
7:38,-1,Toure Fudge Steal.,36,83
7:37,-1,Tevin Henry Turnover.,36,83
7:37,231,Official TV Timeout,36,83
7:26,231,Jordan Lyons missed Three Point Jumper.,36,83
7:26,-1,Tevin Henry Defensive Rebound.,36,83
7:14,-1,Tevin Henry missed Jumper.,36,83
7:14,231,John Davis III Defensive Rebound.,36,83
6:49,231,Tre Clark Turnover.,36,83
6:38,-1,Tevin Henry made Layup.,38,83
6:31,231,Geoff Beans made Three Point Jumper. Assisted by John Davis III.,38,86
6:11,-1,Ben Snider missed Three Point Jumper.,38,86
6:11,231,Jordan Lyons Defensive Rebound.,38,86
5:59,-1,Foul on Chris Sumpter.,38,86
5:59,231,Jordan Lyons missed Free Throw.,38,86
5:59,-1,Hiwassee Defensive Rebound.,38,86
5:46,231,Foul on Matt Rafferty.,38,86
5:45,-1,Dess Culpepper missed Jumper.,38,86
5:45,231,Jordan Lyons Defensive Rebound.,38,86
5:34,231,Tre Clark Turnover.,38,86
5:16,231,Foul on Jordan Lyons.,38,86
5:05,231,Foul on Tre Clark.,38,86
5:05,-1,Ben Snider missed Free Throw.,38,86
5:05,231,Geoff Beans Defensive Rebound.,38,86
4:55,231,Geoff Beans made Three Point Jumper. Assisted by Tre Clark.,38,89
4:37,-1,Tevin Henry made Layup. Assisted by Ben Snider.,40,89
4:20,231,Tre Clark Turnover.,40,89
4:19,-1,Tevin Henry Steal.,40,89
4:15,-1,Ben Snider made Layup. Assisted by Tevin Henry.,42,89
4:06,231,Furman  Timeout,42,89
3:49,231,Jordan Lyons Turnover.,42,89
3:48,-1,Ben Snider Steal.,42,89
3:43,-1,Ben Snider missed Jumper.,42,89
3:43,231,Furman Defensive Rebound.,42,89
3:27,231,Jonathan Jean made Three Point Jumper. Assisted by Andrew Brown.,42,92
3:09,-1,Tevin Henry Turnover.,42,92
3:08,231,Andrew Brown Steal.,42,92
3:04,231,Jordan Lyons missed Three Point Jumper.,42,92
3:04,-1,Ben Snider Defensive Rebound.,42,92
2:54,-1,Jeulian High missed Jumper.,42,92
2:54,231,Tre Clark Defensive Rebound.,42,92
2:46,231,Tre Clark made Dunk. Assisted by Jonathan Jean.,42,94
2:30,-1,Tevin Henry missed Jumper.,42,94
2:30,231,Andrew Brown Defensive Rebound.,42,94
2:20,231,Furman  Timeout,42,94
2:09,231,Tre Clark missed Jumper.,42,94
2:09,-1,Tevin Henry Block.,42,94
2:06,-1,Jay Cade Defensive Rebound.,42,94
2:03,231,Foul on Brady Schuck.,42,94
2:03,-1,Dess Culpepper made Free Throw.,43,94
2:03,-1,Dess Culpepper made Free Throw.,44,94
1:52,231,T.K. Hayes missed Layup.,44,94
1:52,-1,Naequon Newman Defensive Rebound.,44,94
1:44,-1,Jay Cade missed Three Point Jumper.,44,94
1:44,231,Jonathan Jean Defensive Rebound.,44,94
1:38,231,Tre Clark made Dunk. Assisted by Jonathan Jean.,44,96
1:21,-1,Toure Fudge missed Three Point Jumper.,44,96
1:21,231,Jonathan Jean Defensive Rebound.,44,96
0:48,231,Jordan Lyons made Jumper.,44,98
0:29,-1,Dess Culpepper made Jumper.,46,98
0:20,231,Jonathan Jean Turnover.,46,98
0:20,-1,Dess Culpepper Steal.,46,98
0:17,-1,Toure Fudge made Layup. Assisted by Dess Culpepper.,48,98
0:00,231,End of Game,48,98
