Belmont Abbey,Error,UNC Greensboro,2430
5:55,-1,Deion Lane Turnover.,21,30
5:32,2430,Francis Alonso made Three Point Jumper. Assisted by Diante Baldwin.,21,33
5:22,-1,Deion Lane Turnover.,21,33
5:21,2430,Francis Alonso Steal.,21,33
5:10,2430,Jordy Kuiper made Jumper.,21,35
4:48,-1,Deion Lane missed Jumper.,21,35
4:48,2430,Diante Baldwin Defensive Rebound.,21,35
4:42,2430,Diante Baldwin made Layup.,21,37
4:39,-1,Belmont Abbey  Timeout,21,37
4:13,-1,Jacob Wilson made Three Point Jumper. Assisted by Aidan Richard.,24,37
3:51,2430,Malik Massey missed Three Point Jumper.,24,37
3:51,2430,UNC Greensboro Deadball Team Rebound.,24,37
3:50,-1,Foul on Ben Ferguson.,24,37
3:50,2430,UNC Greensboro  Timeout,24,37
3:31,2430,Kyrin Galloway missed Jumper.,24,37
3:31,2430,James Dickey Offensive Rebound.,24,37
3:28,2430,James Dickey made Layup.,24,39
3:02,-1,Aidan Richard Turnover.,24,39
3:01,2430,Kyrin Galloway Steal.,24,39
2:56,2430,Demetrius Troy missed Layup.,24,39
2:56,-1,Deion Lane Block.,24,39
2:55,2430,James Dickey Offensive Rebound.,24,39
2:53,2430,James Dickey missed Dunk.,24,39
2:53,2430,Diante Baldwin Offensive Rebound.,24,39
2:40,2430,James Dickey made Dunk. Assisted by Demetrius Troy.,24,41
2:23,-1,Aidan Richard missed Layup.,24,41
2:23,-1,Aidan Richard Offensive Rebound.,24,41
2:14,-1,Jacob Wilson missed Layup.,24,41
2:14,2430,Kyrin Galloway Defensive Rebound.,24,41
2:07,2430,Demetrius Troy missed Jumper.,24,41
2:07,-1,Ben Ferguson Defensive Rebound.,24,41
1:35,-1,Deion Lane missed Layup.,24,41
1:35,2430,James Dickey Block.,24,41
1:34,2430,UNC Greensboro Defensive Rebound.,24,41
1:19,2430,Malik Massey missed Three Point Jumper.,24,41
1:19,2430,James Dickey Offensive Rebound.,24,41
1:03,2430,Francis Alonso Turnover.,24,41
0:47,-1,Deion Lane missed Layup.,24,41
0:47,2430,Kyrin Galloway Defensive Rebound.,24,41
0:18,2430,Francis Alonso made Three Point Jumper. Assisted by Demetrius Troy.,24,44
0:04,-1,Deion Lane missed Three Point Jumper.,24,44
0:04,-1,Belmont Abbey Deadball Team Rebound.,24,44
0:00,2430,End of 1st half,24,44
19:41,2430,Marvin Smith missed Three Point Jumper.,24,44
19:41,2430,Jordy Kuiper Offensive Rebound.,24,44
19:33,2430,Jordy Kuiper made Layup. Assisted by R.J. White.,24,46
19:12,-1,Troy Henderson missed Three Point Jumper.,24,46
19:12,-1,Tyler Horn Offensive Rebound.,24,46
19:06,-1,Jacob Wilson made Three Point Jumper. Assisted by Tyler Horn.,27,46
18:54,2430,R.J. White made Dunk. Assisted by Jordy Kuiper.,27,48
18:27,-1,Jacob Wilson made Jumper.,29,48
18:24,2430,UNC Greensboro  Timeout,29,48
18:24,2430,UNC Greensboro  Timeout,29,48
18:10,-1,Foul on Tyler Horn.,29,48
17:57,2430,Marvin Smith made Three Point Jumper. Assisted by Francis Alonso.,29,51
17:37,-1,Drexler Clark made Jumper.,31,51
17:24,2430,R.J. White made Dunk. Assisted by Marvin Smith.,31,53
17:12,-1,Deion Lane Turnover.,31,53
17:11,2430,Diante Baldwin Steal.,31,53
17:10,2430,Diante Baldwin made Dunk.,31,55
16:54,-1,Drexler Clark missed Three Point Jumper.,31,55
16:54,2430,UNC Greensboro Defensive Rebound.,31,55
16:33,2430,Diante Baldwin missed Three Point Jumper.,31,55
16:33,2430,R.J. White Offensive Rebound.,31,55
16:25,2430,Francis Alonso made Three Point Jumper. Assisted by Demetrius Troy.,31,58
16:14,-1,Aidan Richard Turnover.,31,58
16:13,2430,R.J. White Steal.,31,58
16:09,-1,Foul on Drexler Clark.,31,58
16:09,2430,Demetrius Troy missed Free Throw.,31,58
16:09,2430,UNC Greensboro Deadball Team Rebound.,31,58
16:09,2430,Demetrius Troy missed Free Throw.,31,58
16:09,2430,R.J. White Offensive Rebound.,31,58
16:08,2430,R.J. White made Dunk.,31,60
16:02,-1,Drexler Clark Turnover.,31,60
16:00,2430,Francis Alonso Steal.,31,60
15:57,2430,Diante Baldwin made Dunk. Assisted by Francis Alonso.,31,62
15:54,-1,Belmont Abbey  Timeout,31,62
15:54,-1,Belmont Abbey  Timeout,31,62
15:45,2430,Foul on Francis Alonso.,31,62
15:21,-1,Ben Ferguson missed Three Point Jumper.,31,62
15:21,2430,R.J. White Defensive Rebound.,31,62
15:08,2430,James Dickey missed Jumper.,31,62
15:08,-1,Nick Meyers Defensive Rebound.,31,62
14:59,-1,Drexler Clark missed Jumper.,31,62
14:59,2430,Marvin Smith Defensive Rebound.,31,62
14:46,2430,Demetrius Troy missed Three Point Jumper.,31,62
14:46,2430,Marvin Smith Offensive Rebound.,31,62
14:42,2430,Marvin Smith made Layup.,31,64
14:32,-1,Drexler Clark missed Three Point Jumper.,31,64
14:32,-1,Deion Lane Offensive Rebound.,31,64
14:30,-1,Deion Lane missed Layup.,31,64
14:30,-1,Deion Lane Offensive Rebound.,31,64
14:27,-1,Deion Lane made Layup.,33,64
13:58,2430,Marvin Smith missed Three Point Jumper.,33,64
13:58,2430,James Dickey Offensive Rebound.,33,64
13:34,-1,Foul on Nick Meyers.,33,64
13:34,2430,Francis Alonso made Free Throw.,33,65
13:34,2430,Francis Alonso missed Free Throw.,33,65
13:34,2430,UNC Greensboro Deadball Team Rebound.,33,65
13:34,2430,Francis Alonso made Free Throw.,33,66
13:19,2430,Foul on Lloyd Burgess.,33,66
13:19,-1,Nick Meyers missed Free Throw.,33,66
13:19,-1,Belmont Abbey Deadball Team Rebound.,33,66
13:19,-1,Nick Meyers made Free Throw.,34,66
12:54,-1,Foul on Nick Meyers.,34,66
12:54,2430,Lloyd Burgess made Free Throw.,34,67
12:54,2430,Lloyd Burgess missed Free Throw.,34,67
12:54,-1,Belmont Abbey Defensive Rebound.,34,67
12:45,-1,Jacob Wilson Turnover.,34,67
12:29,2430,James Dickey missed Jumper.,34,67
12:29,2430,Lloyd Burgess Offensive Rebound.,34,67
12:22,2430,Lloyd Burgess made Two Point Tip Shot.,34,69
12:09,-1,Troy Henderson made Three Point Jumper.,37,69
11:44,2430,Marvin Smith made Three Point Jumper. Assisted by Demetrius Troy.,37,72
11:35,-1,Troy Henderson missed Three Point Jumper.,37,72
11:35,2430,James Dickey Defensive Rebound.,37,72
11:25,-1,Foul on Jacob Wilson.,37,72
11:25,2430,UNC Greensboro  Timeout,37,72
11:20,2430,Kyrin Galloway made Layup. Assisted by Demetrius Troy.,37,74
11:10,-1,Deion Lane missed Three Point Jumper.,37,74
11:10,2430,UNC Greensboro Defensive Rebound.,37,74
10:57,2430,Marvin Smith missed Three Point Jumper.,37,74
10:57,2430,Kyrin Galloway Offensive Rebound.,37,74
10:56,-1,Foul on Drexler Clark.,37,74
10:55,2430,Malik Massey made Layup. Assisted by Marvin Smith.,37,76
10:40,2430,Foul on Demetrius Troy.,37,76
10:31,-1,Kendall Ratliff Turnover.,37,76
10:16,2430,Lloyd Burgess Turnover.,37,76
10:15,-1,Drexler Clark Steal.,37,76
10:05,2430,Foul on Lloyd Burgess.,37,76
10:05,-1,Drexler Clark made Free Throw.,38,76
10:05,-1,Drexler Clark made Free Throw.,39,76
9:49,2430,Garrett Collins missed Three Point Jumper.,39,76
9:49,-1,Drexler Clark Defensive Rebound.,39,76
9:42,-1,Drexler Clark Turnover.,39,76
9:22,2430,Garrett Collins made Three Point Jumper. Assisted by Lloyd Burgess.,39,79
9:01,-1,Tyler Horn Turnover.,39,79
9:00,2430,Malik Massey Steal.,39,79
8:54,2430,Malik Massey missed Jumper.,39,79
8:54,2430,Lloyd Burgess Offensive Rebound.,39,79
8:42,2430,Garrett Collins missed Three Point Jumper.,39,79
8:42,-1,Belmont Abbey Deadball Team Rebound.,39,79
8:41,2430,Foul on Lloyd Burgess.,39,79
8:32,-1,Drexler Clark missed Layup.,39,79
8:32,2430,Kyrin Galloway Block.,39,79
8:30,2430,Taqqi Muhammad Defensive Rebound.,39,79
8:28,2430,Malik Massey made Layup. Assisted by Taqqi Muhammad.,39,81
8:04,-1,Drexler Clark missed Three Point Jumper.,39,81
8:04,2430,Kyrin Galloway Defensive Rebound.,39,81
7:57,2430,Kyrin Galloway made Dunk. Assisted by Malik Massey.,39,83
7:38,-1,Belmont Abbey  Timeout,39,83
7:23,-1,Belmont Abbey  Turnover.,39,83
6:59,2430,James Dickey made Layup. Assisted by Kyrin Galloway.,39,85
6:45,-1,Kendall Ratliff missed Jumper.,39,85
6:45,2430,Kyrin Galloway Defensive Rebound.,39,85
6:36,2430,Malik Massey Turnover.,39,85
6:35,-1,Jacob Wilson Steal.,39,85
6:32,2430,Foul on Malik Massey.,39,85
6:32,-1,Daniel Spencer made Free Throw.,40,85
6:32,-1,Daniel Spencer made Free Throw.,41,85
6:17,-1,Foul on Daniel Spencer.,41,85
6:17,2430,Taqqi Muhammad missed Free Throw.,41,85
6:17,-1,Daniel Spencer Defensive Rebound.,41,85
5:59,-1,Daniel Spencer Turnover.,41,85
5:58,2430,Kyrin Galloway Steal.,41,85
5:56,2430,Garrett Collins Turnover.,41,85
5:38,2430,Foul on Garrett Collins.,41,85
5:37,-1,Nick Meyers made Free Throw.,42,85
5:37,-1,Nick Meyers made Free Throw.,43,85
5:16,2430,Taqqi Muhammad missed Three Point Jumper.,43,85
5:16,-1,Kendall Ratliff Defensive Rebound.,43,85
5:07,-1,Jacob Wilson Turnover.,43,85
5:04,2430,Taqqi Muhammad Steal.,43,85
5:02,2430,Garrett Collins missed Three Point Jumper.,43,85
5:02,2430,Taqqi Muhammad Offensive Rebound.,43,85
4:52,2430,Taqqi Muhammad made Layup.,43,87
4:46,-1,Daniel Spencer missed Three Point Jumper.,43,87
4:46,2430,Garrett Collins Defensive Rebound.,43,87
4:34,2430,Garrett Collins missed Three Point Jumper.,43,87
4:34,-1,Daniel Spencer Defensive Rebound.,43,87
4:29,2430,Foul on Malik Massey.,43,87
4:29,-1,Daniel Spencer missed Free Throw.,43,87
4:29,-1,Belmont Abbey Deadball Team Rebound.,43,87
4:29,-1,Daniel Spencer made Free Throw.,44,87
4:12,-1,Foul on Kendall Ratliff.,44,87
4:12,2430,Lloyd Burgess missed Free Throw.,44,87
4:12,2430,UNC Greensboro Deadball Team Rebound.,44,87
4:12,2430,Lloyd Burgess made Free Throw.,44,88
3:59,2430,Foul on Kyrin Galloway.,44,88
3:59,-1,Official TV Timeout,44,88
3:59,-1,Kendall Ratliff made Free Throw.,45,88
3:59,-1,Kendall Ratliff made Free Throw.,46,88
3:34,2430,Malik Massey Turnover.,46,88
3:23,-1,Nick Meyers missed Three Point Jumper.,46,88
3:23,2430,Lloyd Burgess Defensive Rebound.,46,88
3:16,2430,Demetrius Troy Turnover.,46,88
3:15,-1,Kendall Ratliff Steal.,46,88
3:11,-1,Daniel Spencer made Layup. Assisted by Kendall Ratliff.,48,88
3:11,2430,Foul on Garrett Collins.,48,88
3:09,-1,Daniel Spencer made Free Throw.,49,88
2:44,2430,Malik Massey missed Three Point Jumper.,49,88
2:44,2430,Malik Massey Offensive Rebound.,49,88
2:40,2430,Malik Massey missed Layup.,49,88
2:40,2430,Kyrin Galloway Offensive Rebound.,49,88
2:37,2430,Kyrin Galloway missed Layup.,49,88
2:37,-1,Kendall Ratliff Defensive Rebound.,49,88
2:34,-1,Kendall Ratliff Turnover.,49,88
2:33,2430,Demetrius Troy Steal.,49,88
2:19,2430,Kyrin Galloway Turnover.,49,88
2:06,-1,Tyler Horn missed Jumper.,49,88
2:06,-1,Kendall Ratliff Offensive Rebound.,49,88
2:03,-1,Kendall Ratliff made Layup.,51,88
1:40,2430,Garrett Collins missed Three Point Jumper.,51,88
1:40,-1,Jacob Wilson Defensive Rebound.,51,88
1:32,2430,Foul on Kyrin Galloway.,51,88
1:32,-1,Nick Meyers made Free Throw.,52,88
1:32,-1,Nick Meyers missed Free Throw.,52,88
1:32,2430,Kyrin Galloway Defensive Rebound.,52,88
1:17,2430,UNC Greensboro  Timeout,52,88
1:12,2430,Kyrin Galloway made Dunk. Assisted by Lloyd Burgess.,52,90
0:56,-1,Daniel Spencer made Jumper.,54,90
0:28,2430,Demetrius Troy missed Three Point Jumper.,54,90
0:28,-1,Tyler Horn Defensive Rebound.,54,90
0:11,-1,Jacob Wilson missed Three Point Jumper.,54,90
0:11,2430,Demetrius Troy Defensive Rebound.,54,90
0:00,2430,End of Game,54,90
