Quinnipiac,2550,Seton Hall,2514
7:50,2550,Khadeen Carrington missed Three Point Jumper.,22,26
7:50,2514,Phil Winston Defensive Rebound.,22,26
7:43,2550,Official TV Timeout,22,26
7:43,2550,Foul on Madison Jones.,22,26
7:43,2514,Abdulai Bundu made Free Throw.,23,26
7:43,2514,Abdulai Bundu missed Free Throw.,23,26
7:43,2550,Desi Rodriguez Defensive Rebound.,23,26
7:21,2550,Desi Rodriguez missed Three Point Jumper.,23,26
7:21,2550,Angel Delgado Offensive Rebound.,23,26
7:18,2550,Angel Delgado missed Layup.,23,26
7:18,2514,Abdulai Bundu Defensive Rebound.,23,26
7:09,2514,Peter Kiss made Three Point Jumper. Assisted by Phil Winston.,26,26
6:48,2514,Foul on Peter Kiss.,26,26
6:48,2550,Michael Nzei made Free Throw.,26,27
6:48,2550,Michael Nzei made Free Throw.,26,28
6:31,2514,Abdulai Bundu made Layup. Assisted by Chaise Daniels.,28,28
6:21,2550,Myles Powell made Three Point Jumper. Assisted by Angel Delgado.,28,31
6:04,2514,Reggie Oliver missed Three Point Jumper.,28,31
6:04,2514,Abdulai Bundu Offensive Rebound.,28,31
5:51,2550,Foul on Veer Singh.,28,31
5:48,2514,Abdulai Bundu missed Layup.,28,31
5:48,2550,Angel Delgado Defensive Rebound.,28,31
5:25,2550,Khadeen Carrington made Jumper.,28,33
5:09,2514,Daniel Harris missed Three Point Jumper.,28,33
5:09,2550,Michael Nzei Defensive Rebound.,28,33
4:50,2550,Angel Delgado missed Layup.,28,33
4:50,2550,Michael Nzei Offensive Rebound.,28,33
4:48,2550,Michael Nzei made Layup.,28,35
4:48,2514,Quinnipiac  Timeout,28,35
4:33,2550,Foul on Desi Rodriguez.,28,35
4:33,2514,Chaise Daniels made Free Throw.,29,35
4:33,2514,Chaise Daniels made Free Throw.,30,35
4:16,2514,Foul on Donovan Smith.,30,35
4:16,2550,Angel Delgado made Free Throw.,30,36
4:16,2550,Angel Delgado missed Free Throw.,30,36
4:16,2514,Chaise Daniels Defensive Rebound.,30,36
4:10,2514,Reggie Oliver made Jumper.,32,36
3:41,2550,Khadeen Carrington missed Jumper.,32,36
3:41,2550,Michael Nzei Offensive Rebound.,32,36
3:35,2550,Michael Nzei missed Layup.,32,36
3:35,2550,Angel Delgado Offensive Rebound.,32,36
3:29,2550,Khadeen Carrington made Three Point Jumper. Assisted by Angel Delgado.,32,39
3:14,2514,Reggie Oliver missed Three Point Jumper.,32,39
3:14,2550,Angel Delgado Defensive Rebound.,32,39
2:57,2550,Angel Delgado made Jumper. Assisted by Desi Rodriguez.,32,41
2:42,2514,Peter Kiss made Three Point Jumper. Assisted by Chaise Daniels.,35,41
2:17,2550,Desi Rodriguez Turnover.,35,41
2:17,2550,Official TV Timeout,35,41
2:01,2514,Mikey Dixon Turnover.,35,41
1:47,2550,Eron Gordon missed Three Point Jumper.,35,41
1:47,2550,Michael Nzei Offensive Rebound.,35,41
1:38,2550,Foul on Angel Delgado.,35,41
1:38,2550,Angel Delgado Turnover.,35,41
1:21,2514,Peter Kiss Turnover.,35,41
1:06,2514,Foul on Reggie Oliver.,35,41
1:06,2550,Myles Powell made Free Throw.,35,42
1:06,2550,Myles Powell made Free Throw.,35,43
1:06,2550,Myles Powell made Free Throw.,35,44
0:51,2550,Foul on Rashed Anthony.,35,44
0:51,2514,Chaise Daniels made Free Throw.,36,44
0:51,2514,Chaise Daniels made Free Throw.,37,44
0:45,2550,Khadeen Carrington made Jumper.,37,46
0:28,2514,Reggie Oliver missed Jumper.,37,46
0:28,2550,Khadeen Carrington Defensive Rebound.,37,46
0:25,2550,Khadeen Carrington Turnover.,37,46
0:25,2514,Chaise Daniels Steal.,37,46
0:19,2514,Chaise Daniels made Layup. Assisted by Abdulai Bundu.,39,46
0:02,2550,Khadeen Carrington missed Three Point Jumper.,39,46
0:02,2514,Daniel Harris Defensive Rebound.,39,46
0:00,2550,End of 1st half,39,46
20:00,2514,Jump Ball won by Quinnipiac,39,46
19:41,2514,Reggie Oliver missed Jumper.,39,46
19:41,2550,Michael Nzei Defensive Rebound.,39,46
19:21,2550,Desi Rodriguez missed Three Point Jumper.,39,46
19:21,2550,Seton Hall Offensive Rebound.,39,46
19:21,2514,Foul on Abdulai Bundu.,39,46
19:11,2550,Khadeen Carrington missed Jumper.,39,46
19:11,2514,Abdulai Bundu Defensive Rebound.,39,46
19:01,2514,Daniel Harris missed Jumper.,39,46
19:01,2514,Phil Winston Offensive Rebound.,39,46
19:01,2550,Foul on Desi Rodriguez.,39,46
19:01,2514,Phil Winston missed Free Throw.,39,46
19:01,2514,Quinnipiac Deadball Team Rebound.,39,46
19:01,2514,Phil Winston made Free Throw.,40,46
18:51,2550,Desi Rodriguez made Layup. Assisted by Angel Delgado.,40,48
18:24,2514,Reggie Oliver missed Three Point Jumper.,40,48
18:24,2514,Quinnipiac Offensive Rebound.,40,48
18:23,2514,Reggie Oliver missed Layup.,40,48
18:23,2550,Khadeen Carrington Block.,40,48
18:23,2550,Desi Rodriguez Defensive Rebound.,40,48
18:17,2514,Foul on Abdulai Bundu.,40,48
18:17,2550,Desi Rodriguez made Free Throw.,40,49
18:17,2550,Desi Rodriguez missed Free Throw.,40,49
18:17,2514,Daniel Harris Defensive Rebound.,40,49
18:04,2514,Phil Winston missed Three Point Jumper.,40,49
18:04,2514,Daniel Harris Offensive Rebound.,40,49
17:59,2514,Daniel Harris missed Jumper.,40,49
17:59,2514,Abdulai Bundu Offensive Rebound.,40,49
17:59,2550,Foul on Madison Jones.,40,49
17:50,2514,Chaise Daniels missed Jumper.,40,49
17:50,2550,Angel Delgado Defensive Rebound.,40,49
17:42,2550,Khadeen Carrington made Layup.,40,51
17:24,2514,Daniel Harris missed Jumper.,40,51
17:24,2550,Desi Rodriguez Defensive Rebound.,40,51
17:05,2550,Angel Delgado Turnover.,40,51
16:40,2514,Abdulai Bundu made Jumper. Assisted by Reggie Oliver.,42,51
16:09,2550,Angel Delgado missed Layup.,42,51
16:09,2514,Chaise Daniels Defensive Rebound.,42,51
16:09,2550,Foul on Angel Delgado.,42,51
16:02,2514,Peter Kiss made Layup. Assisted by Donovan Smith.,44,51
15:36,2550,Desi Rodriguez Turnover.,44,51
15:36,2514,Daniel Harris Steal.,44,51
15:36,2550,Official TV Timeout,44,51
15:23,2514,Reggie Oliver Turnover.,44,51
15:11,2550,Khadeen Carrington missed Jumper.,44,51
15:11,2550,Desi Rodriguez Offensive Rebound.,44,51
14:50,2550,Rashed Anthony made Layup. Assisted by Myles Powell.,44,53
14:50,2514,Foul on Donovan Smith.,44,53
14:50,2550,Rashed Anthony made Free Throw.,44,54
14:38,2514,Reggie Oliver missed Three Point Jumper.,44,54
14:38,2514,Chaise Daniels Offensive Rebound.,44,54
14:38,2550,Foul on Rashed Anthony.,44,54
14:37,2514,Peter Kiss made Layup. Assisted by Daniel Harris.,46,54
14:37,2550,Foul on Rashed Anthony.,46,54
14:37,2514,Peter Kiss made Free Throw.,47,54
14:22,2550,Desi Rodriguez missed Jumper.,47,54
14:22,2514,Chaise Daniels Defensive Rebound.,47,54
14:11,2514,Reggie Oliver missed Jumper.,47,54
14:11,2550,Desi Rodriguez Defensive Rebound.,47,54
14:11,2514,Foul on Abdulai Bundu.,47,54
14:00,2550,Khadeen Carrington made Layup.,47,56
13:55,2514,Reggie Oliver Turnover.,47,56
13:55,2550,Desi Rodriguez Steal.,47,56
13:48,2550,Myles Powell made Layup. Assisted by Khadeen Carrington.,47,58
13:48,2514,Foul on Peter Kiss.,47,58
13:48,2514,Quinnipiac  Timeout,47,58
13:48,2550,Myles Powell made Free Throw.,47,59
13:39,2514,Reggie Oliver missed Layup.,47,59
13:39,2550,Veer Singh Defensive Rebound.,47,59
13:15,2550,Jump Ball won by Seton Hall,47,59
13:13,2550,Foul on Michael Nzei.,47,59
13:13,2550,Michael Nzei Turnover.,47,59
13:02,2514,Chaise Daniels missed Jumper.,47,59
13:02,2550,Veer Singh Defensive Rebound.,47,59
12:45,2550,Michael Nzei made Layup. Assisted by Khadeen Carrington.,47,61
12:45,2514,Foul on Alain Chigha.,47,61
12:45,2550,Michael Nzei made Free Throw.,47,62
12:16,2514,Daniel Harris missed Three Point Jumper.,47,62
12:16,2514,Quinnipiac Offensive Rebound.,47,62
12:08,2514,Chaise Daniels made Layup.,49,62
11:52,2550,Michael Nzei Turnover.,49,62
11:52,2550,Official TV Timeout,49,62
11:42,2514,Daniel Harris made Three Point Jumper. Assisted by Chaise Daniels.,52,62
11:13,2550,Myles Powell Turnover.,52,62
11:01,2514,Peter Kiss made Three Point Jumper.,55,62
10:42,2550,Myles Powell missed Three Point Jumper.,55,62
10:42,2514,Reggie Oliver Defensive Rebound.,55,62
10:37,2514,Alain Chigha made Layup. Assisted by Reggie Oliver.,57,62
10:28,2550,Seton Hall  Timeout,57,62
10:04,2550,Khadeen Carrington missed Jumper.,57,62
10:04,2514,Daniel Harris Defensive Rebound.,57,62
9:55,2514,Peter Kiss made Three Point Jumper.,60,62
9:36,2550,Desi Rodriguez made Jumper.,60,64
9:20,2550,Foul on Angel Delgado.,60,64
9:20,2514,Reggie Oliver missed Free Throw.,60,64
9:20,2514,Quinnipiac Deadball Team Rebound.,60,64
9:20,2514,Reggie Oliver made Free Throw.,61,64
9:00,2550,Veer Singh missed Three Point Jumper.,61,64
9:00,2514,Alain Chigha Defensive Rebound.,61,64
8:53,2514,Donovan Smith missed Layup.,61,64
8:53,2550,Veer Singh Block.,61,64
8:53,2550,Desi Rodriguez Defensive Rebound.,61,64
8:41,2550,Khadeen Carrington missed Layup.,61,64
8:41,2550,Michael Nzei Offensive Rebound.,61,64
8:41,2550,Michael Nzei made Layup.,61,66
8:41,2514,Foul on Phil Winston.,61,66
8:41,2550,Michael Nzei made Free Throw.,61,67
8:41,2550,Michael Nzei made Free Throw.,61,68
8:25,2550,Desi Rodriguez missed Layup.,61,68
8:25,2514,Reggie Oliver Defensive Rebound.,61,68
8:15,2514,Reggie Oliver missed Three Point Jumper.,61,68
8:15,2514,Chaise Daniels Offensive Rebound.,61,68
8:10,2514,Chaise Daniels missed Layup.,61,68
8:10,2514,Chaise Daniels Offensive Rebound.,61,68
8:07,2514,Chaise Daniels made Layup.,63,68
7:50,2550,Veer Singh missed Three Point Jumper.,63,68
7:50,2514,Reggie Oliver Defensive Rebound.,63,68
7:44,2550,Official TV Timeout,63,68
7:41,2514,Peter Kiss Turnover.,63,68
7:41,2550,Desi Rodriguez Steal.,63,68
7:17,2550,Desi Rodriguez missed Jumper.,63,68
7:17,2550,Michael Nzei Offensive Rebound.,63,68
7:14,2550,Michael Nzei missed Layup.,63,68
7:14,2514,Chaise Daniels Defensive Rebound.,63,68
6:56,2514,Daniel Harris missed Jumper.,63,68
6:56,2550,Desi Rodriguez Defensive Rebound.,63,68
6:30,2514,Foul on Daniel Harris.,63,68
6:30,2550,Desi Rodriguez missed Free Throw.,63,68
6:30,2550,Seton Hall Deadball Team Rebound.,63,68
6:30,2550,Desi Rodriguez made Free Throw.,63,69
6:08,2514,Abdulai Bundu Turnover.,63,69
6:08,2550,Khadeen Carrington Steal.,63,69
6:08,2550,Seton Hall  Timeout,63,69
5:55,2550,Desi Rodriguez made Jumper.,63,71
5:42,2514,Daniel Harris missed Jumper.,63,71
5:42,2514,Chaise Daniels Offensive Rebound.,63,71
5:35,2514,Peter Kiss made Jumper.,65,71
5:12,2550,Khadeen Carrington made Layup.,65,73
4:48,2550,Foul on Desi Rodriguez.,65,73
4:48,2514,Daniel Harris made Free Throw.,66,73
4:48,2514,Daniel Harris made Free Throw.,67,73
4:33,2514,Foul on Reggie Oliver.,67,73
4:33,2550,Myles Powell made Free Throw.,67,74
4:33,2550,Myles Powell made Free Throw.,67,75
4:33,2550,Myles Powell made Free Throw.,67,76
4:13,2514,Reggie Oliver missed Three Point Jumper.,67,76
4:13,2514,Abdulai Bundu Offensive Rebound.,67,76
4:13,2550,Foul on Rashed Anthony.,67,76
4:13,2514,Chaise Daniels missed Free Throw.,67,76
4:13,2550,Desi Rodriguez Defensive Rebound.,67,76
3:56,2550,Madison Jones made Jumper.,67,78
3:39,2514,Chaise Daniels made Layup.,69,78
3:23,2550,Michael Nzei made Layup. Assisted by Angel Delgado.,69,80
3:06,2514,Reggie Oliver Turnover.,69,80
3:06,2550,Desi Rodriguez Steal.,69,80
3:06,2514,Foul on Chaise Daniels.,69,80
3:06,2550,Official TV Timeout,69,80
3:06,2550,Desi Rodriguez missed Free Throw.,69,80
3:06,2550,Seton Hall Deadball Team Rebound.,69,80
3:06,2550,Desi Rodriguez missed Free Throw.,69,80
3:06,2514,Chaise Daniels Defensive Rebound.,69,80
2:52,2514,Abdulai Bundu missed Jumper.,69,80
2:52,2550,Michael Nzei Defensive Rebound.,69,80
2:18,2550,Seton Hall  Turnover.,69,80
2:10,2514,Chaise Daniels made Jumper.,71,80
1:53,2550,Khadeen Carrington made Dunk.,71,82
1:38,2550,Foul on Angel Delgado.,71,82
1:38,2514,Reggie Oliver made Free Throw.,72,82
1:38,2514,Reggie Oliver made Free Throw.,73,82
1:28,2514,Foul on Alain Chigha.,73,82
1:28,2550,Madison Jones missed Free Throw.,73,82
1:28,2550,Seton Hall Deadball Team Rebound.,73,82
1:28,2550,Madison Jones made Free Throw.,73,83
1:21,2514,Reggie Oliver Turnover.,73,83
1:21,2550,Madison Jones Steal.,73,83
1:16,2514,Foul on Chaise Daniels.,73,83
1:16,2550,Madison Jones made Free Throw.,73,84
1:16,2550,Madison Jones missed Free Throw.,73,84
1:16,2514,Chaise Daniels Defensive Rebound.,73,84
1:05,2514,Daniel Harris made Three Point Jumper. Assisted by Mikey Dixon.,76,84
0:46,2514,Foul on Peter Kiss.,76,84
0:46,2550,Khadeen Carrington made Free Throw.,76,85
0:46,2550,Khadeen Carrington made Free Throw.,76,86
0:42,2514,Daniel Harris missed Three Point Jumper.,76,86
0:42,2550,Madison Jones Defensive Rebound.,76,86
0:38,2514,Foul on Mikey Dixon.,76,86
0:38,2550,Madison Jones made Free Throw.,76,87
0:38,2550,Madison Jones made Free Throw.,76,88
0:30,2514,Reggie Oliver missed Three Point Jumper.,76,88
0:30,2550,Madison Jones Defensive Rebound.,76,88
0:30,2514,Foul on Donovan Smith.,76,88
0:30,2550,Madison Jones made Free Throw.,76,89
0:30,2550,Madison Jones made Free Throw.,76,90
0:24,2514,Alain Chigha made Three Point Jumper. Assisted by Reggie Oliver.,79,90
0:00,2550,End of Game,79,90
