SE Louisiana,36,Colorado State,2545
1:33,36,Foul on Nico Carvacho.,15,25
1:33,2545,Moses Greenwood made Free Throw.,16,25
1:33,2545,Moses Greenwood made Free Throw.,17,25
1:14,36,Devocio Butler missed Layup.,17,25
1:14,2545,Dominic Nelson Block.,17,25
1:13,2545,Eddy Polanco Defensive Rebound.,17,25
1:05,2545,Foul on Marlain Veal.,17,25
1:05,2545,Marlain Veal Turnover.,17,25
1:05,36,Colorado St  Timeout,17,25
0:43,36,J.D. Paige made Three Point Jumper.,17,28
0:29,36,Foul on Nico Carvacho.,17,28
0:29,2545,Eddy Polanco made Free Throw.,18,28
0:29,2545,Eddy Polanco made Free Throw.,19,28
0:23,2545,Foul on Dimi Cook.,19,28
0:23,36,Nico Carvacho missed Free Throw.,19,28
0:23,36,Colorado St Deadball Team Rebound.,19,28
0:23,36,Nico Carvacho made Free Throw.,19,29
0:03,2545,Jabbar Singleton missed Three Point Jumper.,19,29
0:02,36,J.D. Paige Defensive Rebound.,19,29
0:00,36,End of 1st half,19,29
19:46,2545,Foul on Dominic Nelson.,19,29
19:46,36,Emmanuel Omogbo missed Free Throw.,19,29
19:46,36,Colorado St Deadball Team Rebound.,19,29
19:46,36,Emmanuel Omogbo made Free Throw.,19,30
19:22,2545,Marlain Veal missed Three Point Jumper.,19,30
19:22,2545,Davon Hayes Offensive Rebound.,19,30
19:09,2545,Davon Hayes made Jumper.,21,30
18:42,36,J.D. Paige made Jumper.,21,32
18:22,36,Foul on Emmanuel Omogbo.,21,32
18:20,2545,Davon Hayes missed Three Point Jumper.,21,32
18:20,36,Nico Carvacho Defensive Rebound.,21,32
18:07,2545,Foul on Dominic Nelson.,21,32
18:07,36,Emmanuel Omogbo made Free Throw.,21,33
18:07,36,Emmanuel Omogbo made Free Throw.,21,34
17:49,2545,Marlain Veal made Jumper.,23,34
17:23,2545,Foul on Moses Greenwood.,23,34
17:23,36,Prentiss Nixon missed Free Throw.,23,34
17:23,36,Colorado St Deadball Team Rebound.,23,34
17:23,36,Prentiss Nixon made Free Throw.,23,35
16:58,2545,Marlain Veal Turnover.,23,35
16:57,36,Prentiss Nixon Steal.,23,35
16:54,36,Emmanuel Omogbo made Dunk. Assisted by J.D. Paige.,23,37
16:36,2545,Eddy Polanco missed Three Point Jumper.,23,37
16:36,36,Emmanuel Omogbo Defensive Rebound.,23,37
16:27,36,J.D. Paige Turnover.,23,37
16:26,2545,Jabbar Singleton Steal.,23,37
16:22,2545,Marlain Veal made Three Point Jumper. Assisted by Jabbar Singleton.,26,37
16:02,36,J.D. Paige made Three Point Jumper. Assisted by Emmanuel Omogbo.,26,40
15:45,2545,Eddy Polanco missed Three Point Jumper.,26,40
15:45,36,Emmanuel Omogbo Defensive Rebound.,26,40
15:34,36,Prentiss Nixon Turnover.,26,40
15:33,2545,Davon Hayes Steal.,26,40
15:31,2545,Davon Hayes Turnover.,26,40
15:30,36,Prentiss Nixon Steal.,26,40
15:22,36,Official TV Timeout,26,40
15:04,36,J.D. Paige missed Three Point Jumper.,26,40
15:04,36,Nico Carvacho Offensive Rebound.,26,40
14:56,36,Emmanuel Omogbo made Layup. Assisted by Nico Carvacho.,26,42
14:56,2545,Foul on Jabbar Singleton.,26,42
14:56,36,Emmanuel Omogbo missed Free Throw.,26,42
14:56,2545,Moses Greenwood Defensive Rebound.,26,42
14:49,2545,Jabbar Singleton missed Layup.,26,42
14:49,36,J.D. Paige Block.,26,42
14:48,36,Braden Koelliker Defensive Rebound.,26,42
14:42,2545,Foul on Michael Corchiani.,26,42
14:20,36,Devocio Butler missed Three Point Jumper.,26,42
14:20,36,Emmanuel Omogbo Offensive Rebound.,26,42
14:05,36,J.D. Paige Turnover.,26,42
14:04,2545,Dimi Cook Steal.,26,42
14:02,36,Foul on Che Bob.,26,42
14:02,2545,Dimi Cook made Free Throw.,27,42
14:02,2545,Dimi Cook missed Free Throw.,27,42
14:02,36,Emmanuel Omogbo Defensive Rebound.,27,42
13:42,36,Che Bob made Jumper.,27,44
13:33,2545,Moses Greenwood missed Jumper.,27,44
13:33,36,Che Bob Defensive Rebound.,27,44
13:21,36,Che Bob Turnover.,27,44
13:20,2545,Moses Greenwood Steal.,27,44
12:52,2545,George Brock made Three Point Jumper.,30,44
12:36,2545,Foul on Michael Corchiani.,30,44
12:35,36,Che Bob missed Jumper.,30,44
12:35,2545,Michael Corchiani Defensive Rebound.,30,44
12:32,36,Colorado St  Timeout,30,44
12:32,36,Official TV Timeout,30,44
12:12,2545,George Brock missed Three Point Jumper.,30,44
12:12,36,Anthony Bonner Defensive Rebound.,30,44
12:03,36,Foul on Anthony Bonner.,30,44
12:03,36,Anthony Bonner Turnover.,30,44
11:50,2545,Eddy Polanco made Three Point Jumper. Assisted by Dimi Cook.,33,44
11:29,36,Emmanuel Omogbo missed Three Point Jumper.,33,44
11:29,2545,Michael Corchiani Defensive Rebound.,33,44
11:15,2545,Eddy Polanco made Jumper.,35,44
10:43,36,J.D. Paige missed Jumper.,35,44
10:43,36,Emmanuel Omogbo Offensive Rebound.,35,44
10:41,36,Emmanuel Omogbo made Layup.,35,46
10:17,2545,Michael Corchiani made Three Point Jumper. Assisted by Dimi Cook.,38,46
10:14,36,Official TV Timeout,38,46
10:13,36,Che Bob Turnover.,38,46
10:12,2545,Michael Corchiani Steal.,38,46
10:11,2545,Dimi Cook missed Layup.,38,46
10:11,36,Che Bob Defensive Rebound.,38,46
10:08,2545,Foul on Michael Corchiani.,38,46
10:08,36,Che Bob made Free Throw.,38,47
10:08,36,Che Bob made Free Throw.,38,48
9:53,2545,Michael Corchiani missed Three Point Jumper.,38,48
9:53,36,Che Bob Defensive Rebound.,38,48
9:29,36,Devocio Butler made Three Point Jumper. Assisted by J.D. Paige.,38,51
9:11,2545,Eddy Polanco made Layup.,40,51
9:06,36,Colorado St  Timeout,40,51
8:53,36,Prentiss Nixon Turnover.,40,51
8:42,2545,Eddy Polanco made Jumper.,42,51
8:21,2545,Foul on Eddy Polanco.,42,51
8:21,36,Emmanuel Omogbo made Free Throw.,42,52
8:21,36,Emmanuel Omogbo made Free Throw.,42,53
8:07,2545,Dimi Cook missed Three Point Jumper.,42,53
8:07,36,Emmanuel Omogbo Defensive Rebound.,42,53
7:48,36,Prentiss Nixon made Jumper.,42,55
7:27,2545,Marlain Veal made Three Point Jumper.,45,55
7:05,36,Emmanuel Omogbo made Jumper.,45,57
6:56,36,Foul on Prentiss Nixon.,45,57
6:56,36,Official TV Timeout,45,57
6:39,2545,Eddy Polanco missed Three Point Jumper.,45,57
6:39,36,J.D. Paige Defensive Rebound.,45,57
6:24,36,J.D. Paige missed Three Point Jumper.,45,57
6:24,36,Emmanuel Omogbo Offensive Rebound.,45,57
6:15,36,Nico Carvacho Turnover.,45,57
6:15,2545,Jabbar Singleton Steal.,45,57
6:01,2545,Davon Hayes missed Jumper.,45,57
6:01,36,Emmanuel Omogbo Defensive Rebound.,45,57
5:51,36,Colorado St  Timeout,45,57
5:39,2545,Foul on Jabbar Singleton.,45,57
5:39,36,Prentiss Nixon made Free Throw.,45,58
5:39,36,Prentiss Nixon made Free Throw.,45,59
5:24,2545,Marlain Veal missed Three Point Jumper.,45,59
5:24,36,Emmanuel Omogbo Defensive Rebound.,45,59
5:22,36,Emmanuel Omogbo missed Free Throw.,45,59
5:22,36,Colorado St Deadball Team Rebound.,45,59
5:22,36,Emmanuel Omogbo made Free Throw.,45,60
5:21,2545,Foul on Marlain Veal.,45,60
5:08,36,Foul on Devocio Butler.,45,60
5:03,2545,Marlain Veal made Three Point Jumper.,48,60
5:01,2545,SE Louisiana  Timeout,48,60
4:43,36,J.D. Paige missed Three Point Jumper.,48,60
4:43,36,Emmanuel Omogbo Offensive Rebound.,48,60
4:34,36,Prentiss Nixon made Layup.,48,62
4:26,36,Foul on J.D. Paige.,48,62
4:26,2545,Marlain Veal made Free Throw.,49,62
4:26,2545,Marlain Veal made Free Throw.,50,62
4:26,36,Colorado St  Timeout,50,62
4:26,36,Official TV Timeout,50,62
4:00,36,Emmanuel Omogbo missed Jumper.,50,62
4:00,2545,Dimi Cook Defensive Rebound.,50,62
3:39,36,Foul on Nico Carvacho.,50,62
3:39,2545,Dimi Cook missed Free Throw.,50,62
3:39,2545,SE Louisiana Deadball Team Rebound.,50,62
3:39,2545,Dimi Cook made Free Throw.,51,62
3:22,36,Devocio Butler made Dunk. Assisted by Prentiss Nixon.,51,64
3:11,2545,Marlain Veal missed Three Point Jumper.,51,64
3:11,36,J.D. Paige Block.,51,64
3:06,2545,Dimi Cook Offensive Rebound.,51,64
3:04,2545,Moses Greenwood Turnover.,51,64
3:03,36,J.D. Paige Steal.,51,64
3:01,36,J.D. Paige Turnover.,51,64
3:00,2545,Eddy Polanco Steal.,51,64
2:56,2545,Chris Mejia made Layup.,53,64
2:28,2545,Foul on George Brock.,53,64
2:28,36,Prentiss Nixon made Free Throw.,53,65
2:28,36,Prentiss Nixon missed Free Throw.,53,65
2:28,2545,Eddy Polanco Defensive Rebound.,53,65
2:15,2545,Jabbar Singleton missed Jumper.,53,65
2:15,2545,Eddy Polanco Offensive Rebound.,53,65
2:11,2545,Eddy Polanco made Layup.,55,65
1:46,36,Emmanuel Omogbo missed Layup.,55,65
1:46,2545,Chris Mejia Block.,55,65
1:45,2545,Eddy Polanco Defensive Rebound.,55,65
1:38,2545,Chris Mejia missed Three Point Jumper.,55,65
1:38,36,Devocio Butler Defensive Rebound.,55,65
1:12,36,J.D. Paige missed Three Point Jumper.,55,65
1:12,2545,SE Louisiana Defensive Rebound.,55,65
0:55,2545,Davon Hayes made Layup.,57,65
0:45,2545,Foul on Michael Corchiani.,57,65
0:45,36,Emmanuel Omogbo made Free Throw.,57,66
0:45,36,Emmanuel Omogbo made Free Throw.,57,67
0:39,2545,Jabbar Singleton missed Three Point Jumper.,57,67
0:39,36,Devocio Butler Defensive Rebound.,57,67
0:23,36,Nico Carvacho Turnover.,57,67
0:22,2545,Michael Corchiani Steal.,57,67
0:19,36,Foul on Devocio Butler.,57,67
0:19,2545,Michael Corchiani made Free Throw.,58,67
0:19,2545,Michael Corchiani made Free Throw.,59,67
0:00,36,End of Game,59,67
