Sacred Heart,2450,Norfolk State,2529
1:31,2529,Sean Hoehn missed Three Point Jumper.,28,30
1:31,2450,Zaynah Robinson Defensive Rebound.,28,30
1:19,2450,Jonathan Wade missed Three Point Jumper.,28,30
1:19,2529,Joseph Lopez Defensive Rebound.,28,30
1:05,2529,Joseph Lopez missed Layup.,28,30
1:05,2450,Dan Robinson Block.,28,30
1:02,2450,Dan Robinson Defensive Rebound.,28,30
0:50,2450,Kyle Williams missed Three Point Jumper.,28,30
0:50,2529,Joseph Lopez Defensive Rebound.,28,30
0:31,2529,De'von Barnett made Jumper. Assisted by Sean Hoehn.,30,30
0:24,2450,Norfolk St  Timeout,30,30
0:06,2450,Jonathan Wade made Three Point Jumper. Assisted by Zaynah Robinson.,30,33
0:00,2450,End of 1st half,30,33
19:43,2450,Jonathan Wade made Jumper. Assisted by Zaynah Robinson.,30,35
19:28,2529,Charles Tucker Jr. Turnover.,30,35
19:26,2450,Jordan Butler Steal.,30,35
19:05,2450,Zaynah Robinson missed Jumper.,30,35
19:05,2529,De'von Barnett Defensive Rebound.,30,35
18:53,2529,Quincy McKnight missed Layup.,30,35
18:53,2450,Norfolk St Defensive Rebound.,30,35
18:38,2450,Jordan Butler missed Layup.,30,35
18:38,2529,Sean Hoehn Defensive Rebound.,30,35
18:30,2529,Sean Hoehn Turnover.,30,35
18:29,2450,Jonathan Wade Steal.,30,35
18:25,2450,Zaynah Robinson missed Layup.,30,35
18:25,2529,De'von Barnett Defensive Rebound.,30,35
18:13,2450,Foul on Kyle Williams.,30,35
18:13,2529,Quincy McKnight missed Free Throw.,30,35
18:13,2529,Sacred Heart Deadball Team Rebound.,30,35
18:13,2529,Quincy McKnight missed Free Throw.,30,35
18:13,2450,Dan Robinson Defensive Rebound.,30,35
18:02,2529,Foul on Sean Hoehn.,30,35
18:00,2450,Foul on Jordan Butler.,30,35
17:58,2450,Jordan Butler Turnover.,30,35
17:31,2529,Quincy McKnight made Three Point Jumper. Assisted by Charles Tucker Jr..,33,35
17:04,2450,Jonathan Wade made Layup.,33,37
16:57,2529,Quincy McKnight missed Layup.,33,37
16:57,2529,Joseph Lopez Offensive Rebound.,33,37
16:54,2529,Joseph Lopez missed Layup.,33,37
16:54,2450,Alex Brown Defensive Rebound.,33,37
16:46,2450,Jonathan Wade missed Three Point Jumper.,33,37
16:46,2450,Jordan Butler Offensive Rebound.,33,37
16:35,2529,Foul on Quincy McKnight.,33,37
16:35,2450,Jonathan Wade made Free Throw.,33,38
16:35,2450,Jonathan Wade made Free Throw.,33,39
16:24,2529,Chris Robinson made Three Point Jumper. Assisted by De'von Barnett.,36,39
16:08,2450,Jonathan Wade made Three Point Jumper. Assisted by Zaynah Robinson.,36,42
15:51,2450,Foul on Kyle Williams.,36,42
15:51,2450,Official TV Timeout,36,42
15:33,2529,Charles Tucker Jr. made Three Point Jumper. Assisted by Chris Robinson.,39,42
15:25,2450,Jonathan Wade missed Three Point Jumper.,39,42
15:25,2529,De'von Barnett Defensive Rebound.,39,42
15:08,2529,Mario Matasovic made Jumper. Assisted by De'von Barnett.,41,42
14:38,2450,Dan Robinson Turnover.,41,42
14:29,2529,Mario Matasovic made Layup. Assisted by Joseph Lopez.,43,42
14:15,2529,Foul on Quincy McKnight.,43,42
14:05,2529,Foul on Mario Matasovic.,43,42
14:05,2450,Alex Long made Free Throw.,43,43
14:05,2450,Alex Long made Free Throw.,43,44
13:53,2529,Charles Tucker Jr. Turnover.,43,44
13:43,2450,Jordan Butler Turnover.,43,44
13:42,2529,Mario Matasovic Steal.,43,44
13:15,2529,Charles Tucker Jr. made Three Point Jumper. Assisted by De'von Barnett.,46,44
12:54,2450,Kyle Williams made Three Point Jumper. Assisted by Jonathan Wade.,46,47
12:50,2450,Norfolk St  Timeout,46,47
12:35,2450,Foul on Alex Long.,46,47
12:28,2529,Sean Hoehn made Three Point Jumper. Assisted by Charles Tucker Jr..,49,47
12:01,2450,Alex Long missed Layup.,49,47
12:01,2529,Sean Hoehn Defensive Rebound.,49,47
11:55,2529,Chris Robinson missed Layup.,49,47
11:55,2529,Joseph Lopez Offensive Rebound.,49,47
11:52,2529,Joseph Lopez missed Layup.,49,47
11:52,2450,Kyle Williams Defensive Rebound.,49,47
11:40,2450,Alex Long missed Jumper.,49,47
11:40,2529,De'von Barnett Defensive Rebound.,49,47
11:38,2450,Foul on Jordan Butler.,49,47
11:38,2450,Official TV Timeout,49,47
11:17,2529,De'von Barnett missed Jumper.,49,47
11:17,2529,De'von Barnett Offensive Rebound.,49,47
10:59,2529,Quincy McKnight missed Layup.,49,47
10:59,2450,Jordan Butler Block.,49,47
10:31,2450,Jonathan Wade Turnover.,49,47
10:31,2529,Sean Hoehn Steal.,49,47
10:31,2529,Sacred Heart  Timeout,49,47
10:14,2529,De'von Barnett missed Layup.,49,47
10:14,2450,Jordan Butler Block.,49,47
10:11,2450,Kyle Williams Defensive Rebound.,49,47
9:51,2450,Jordan Butler missed Layup.,49,47
9:51,2529,Chris Robinson Defensive Rebound.,49,47
9:44,2529,Quincy McKnight missed Layup.,49,47
9:44,2529,Sacred Heart Offensive Rebound.,49,47
9:35,2529,Foul on De'von Barnett.,49,47
9:35,2529,De'von Barnett Turnover.,49,47
9:21,2450,Jonathan Wade missed Jumper.,49,47
9:21,2529,De'von Barnett Defensive Rebound.,49,47
8:53,2529,Chris Robinson missed Three Point Jumper.,49,47
8:53,2450,Zaynah Robinson Defensive Rebound.,49,47
8:28,2450,Jonathan Wade missed Layup.,49,47
8:28,2529,Mario Matasovic Defensive Rebound.,49,47
8:16,2529,Quincy McKnight made Layup. Assisted by Sean Hoehn.,51,47
7:59,2450,Kyle Williams Turnover.,51,47
7:57,2529,Sean Hoehn Steal.,51,47
7:56,2529,Sean Hoehn Turnover.,51,47
7:55,2450,Jordan Butler Steal.,51,47
7:50,2450,Official TV Timeout,51,47
7:43,2450,Kyle Williams made Three Point Jumper.,51,50
7:17,2529,Charles Tucker Jr. Turnover.,51,50
7:15,2450,Zaynah Robinson Steal.,51,50
7:09,2450,Jonathan Wade made Jumper.,51,52
6:43,2450,Foul on Jordan Butler.,51,52
6:42,2529,De'von Barnett missed Jumper.,51,52
6:42,2450,Jonathan Wade Defensive Rebound.,51,52
6:13,2450,Dan Robinson Turnover.,51,52
6:12,2529,Quincy McKnight Steal.,51,52
6:09,2529,Quincy McKnight missed Layup.,51,52
6:09,2450,Stavian Allen Block.,51,52
6:07,2450,Zaynah Robinson Defensive Rebound.,51,52
6:04,2450,Zaynah Robinson Turnover.,51,52
5:52,2529,Foul on Quincy McKnight.,51,52
5:52,2529,Quincy McKnight Turnover.,51,52
5:19,2450,Jonathan Wade made Jumper.,51,54
4:56,2529,De'von Barnett made Layup. Assisted by Chris Robinson.,53,54
4:31,2450,Stavian Allen missed Three Point Jumper.,53,54
4:31,2529,Charles Tucker Jr. Defensive Rebound.,53,54
4:24,2450,Foul on Dan Robinson.,53,54
4:24,2529,Charles Tucker Jr. made Free Throw.,54,54
4:24,2529,Charles Tucker Jr. made Free Throw.,55,54
3:54,2450,Zaynah Robinson missed Three Point Jumper.,55,54
3:54,2450,Stavian Allen Offensive Rebound.,55,54
3:50,2450,Stavian Allen missed Layup.,55,54
3:50,2529,Joseph Lopez Defensive Rebound.,55,54
3:29,2529,Charles Tucker Jr. Turnover.,55,54
3:28,2450,Zaynah Robinson Steal.,55,54
3:24,2450,Zaynah Robinson made Layup.,55,56
3:08,2529,Chris Robinson made Three Point Jumper. Assisted by Sean Hoehn.,58,56
2:39,2450,Zaynah Robinson missed Three Point Jumper.,58,56
2:39,2450,Dan Robinson Offensive Rebound.,58,56
2:34,2450,Dan Robinson missed Layup.,58,56
2:34,2529,De'von Barnett Defensive Rebound.,58,56
2:10,2529,Sacred Heart  Timeout,58,56
2:08,2450,Foul on Jordan Butler.,58,56
2:08,2529,Quincy McKnight made Free Throw.,59,56
2:08,2529,Quincy McKnight made Free Throw.,60,56
1:44,2529,Foul on Mario Matasovic.,60,56
1:44,2450,Jonathan Wade missed Free Throw.,60,56
1:44,2450,Alex Long Offensive Rebound.,60,56
1:42,2529,Foul on Chris Robinson.,60,56
1:42,2450,Alex Long missed Free Throw.,60,56
1:42,2450,Norfolk St Deadball Team Rebound.,60,56
1:42,2450,Alex Long missed Free Throw.,60,56
1:42,2529,Chris Robinson Defensive Rebound.,60,56
1:18,2450,Foul on Jonathan Wade.,60,56
1:18,2529,Quincy McKnight made Free Throw.,61,56
1:18,2529,Quincy McKnight missed Free Throw.,61,56
1:18,2450,Alex Long Defensive Rebound.,61,56
0:47,2450,Jonathan Wade made Three Point Jumper.,61,59
0:44,2450,Norfolk St  Timeout,61,59
0:19,2529,Quincy McKnight Turnover.,61,59
0:19,2450,Dan Robinson Steal.,61,59
0:19,2450,Norfolk St  Timeout,61,59
0:03,2450,Alex Long Turnover.,61,59
0:02,2529,Sean Hoehn Steal.,61,59
0:00,2450,End of Game,61,59
