Alabama State,2464,Northern Arizona,2011
15:11,2464,Mike Green made Jumper.,2,11
14:57,2011,Corvon Butler made Jumper. Assisted by Steve Rogers.,4,11
14:38,2464,Jordyn Martin made Jumper.,4,13
14:23,2011,Tony Armstrong made Jumper.,6,13
14:06,2464,Mike Green missed Three Point Jumper.,6,13
14:06,2464,Jordyn Martin Offensive Rebound.,6,13
14:00,2464,Brooks DeBisschop made Layup. Assisted by Marcus DeBerry.,6,15
13:32,2011,Corvon Butler made Jumper. Assisted by Steve Rogers.,8,15
13:07,2011,Foul on Corvon Butler.,8,15
12:58,2464,Brooks DeBisschop Turnover.,8,15
12:30,2011,Mikel Tyson Turnover.,8,15
12:29,2464,JoJo Anderson Steal.,8,15
12:26,2464,JoJo Anderson made Layup.,8,17
12:02,2011,Corvon Butler missed Jumper.,8,17
12:02,2464,JoJo Anderson Defensive Rebound.,8,17
11:45,2464,Jaleni Neely missed Three Point Jumper.,8,17
11:45,2011,Reginald Gee Defensive Rebound.,8,17
11:35,2011,Reginald Gee made Jumper.,10,17
11:08,2464,Mike Green made Layup.,10,19
10:53,2011,Steve Rogers made Layup.,12,19
10:39,2464,JoJo Anderson made Jumper. Assisted by Ako Kaluna.,12,21
10:23,2464,Foul on Jaleni Neely.,12,21
10:23,2464,Official TV Timeout,12,21
10:17,2011,Reginald Gee missed Layup.,12,21
10:17,2011,Corvon Butler Offensive Rebound.,12,21
10:11,2464,Foul on Marcus DeBerry.,12,21
10:10,2011,Corvon Butler made Free Throw.,13,21
10:06,2011,Corvon Butler made Free Throw.,14,21
9:43,2464,Ako Kaluna missed Jumper.,14,21
9:43,2011,Tony Armstrong Block.,14,21
9:43,2464,Ako Kaluna Offensive Rebound.,14,21
9:13,2464,Ako Kaluna missed Jumper.,14,21
9:13,2011,Reginald Gee Defensive Rebound.,14,21
9:02,2011,Reginald Gee missed Three Point Jumper.,14,21
9:02,2011,Corvon Butler Offensive Rebound.,14,21
8:58,2011,Corvon Butler made Two Point Tip Shot.,16,21
8:42,2464,JoJo Anderson made Three Point Jumper. Assisted by Marcus DeBerry.,16,24
8:25,2464,Foul on JoJo Anderson.,16,24
8:21,2011,Reginald Gee missed Jumper.,16,24
8:21,2464,Jordyn Martin Defensive Rebound.,16,24
8:16,2464,Jordyn Martin missed Jumper.,16,24
8:16,2464,Jordyn Martin Offensive Rebound.,16,24
8:16,2464,Jordyn Martin made Two Point Tip Shot.,16,26
8:03,2011,Steve Rogers Turnover.,16,26
7:48,2464,JoJo Anderson Turnover.,16,26
7:48,2464,Foul on JoJo Anderson.,16,26
7:48,2464,Official TV Timeout,16,26
7:24,2011,Torloft Thomas Turnover.,16,26
6:57,2464,Ako Kaluna missed Three Point Jumper.,16,26
6:57,2011,Tony Armstrong Defensive Rebound.,16,26
6:37,2011,Corvon Butler made Layup. Assisted by Torloft Thomas.,18,26
6:20,2464,Jordyn Martin made Jumper. Assisted by Felix Rivera-Vega.,18,28
6:04,2011,Foul on Rodney Simeon.,18,28
6:03,2464,Jordyn Martin made Free Throw.,18,29
6:03,2464,Jordyn Martin made Free Throw.,18,30
6:02,2011,Tony Armstrong missed Free Throw.,18,30
6:02,2464,Foul on Jordyn Martin.,18,30
6:02,2011,Alabama St Deadball Team Rebound.,18,30
6:02,2011,Tony Armstrong missed Free Throw.,18,30
6:02,2464,Northern Arizona Defensive Rebound.,18,30
5:39,2011,Steve Rogers missed Three Point Jumper.,18,30
5:39,2011,Corvon Butler Offensive Rebound.,18,30
5:37,2011,Corvon Butler missed Two Point Tip Shot.,18,30
5:37,2464,Marcus DeBerry Defensive Rebound.,18,30
5:36,2011,Foul on Tony Armstrong.,18,30
5:36,2464,Brooks DeBisschop missed Free Throw.,18,30
5:36,2011,Tony Armstrong Defensive Rebound.,18,30
5:32,2011,Terrance LeFlore missed Jumper.,18,30
5:32,2464,Brooks DeBisschop Defensive Rebound.,18,30
5:25,2464,Marcus DeBerry missed Jumper.,18,30
5:25,2011,Alabama St Defensive Rebound.,18,30
5:11,2011,Reginald Gee missed Jumper.,18,30
5:11,2464,Chris Bowling Defensive Rebound.,18,30
5:04,2011,Foul on Terrance LeFlore.,18,30
5:04,2464,Marcus DeBerry missed Free Throw.,18,30
5:04,2464,Chris Bowling Offensive Rebound.,18,30
5:02,2464,Chris Bowling missed Two Point Tip Shot.,18,30
5:02,2011,Tony Armstrong Defensive Rebound.,18,30
4:56,2011,Terrance LeFlore Turnover.,18,30
4:54,2464,Jordyn Martin Steal.,18,30
4:49,2464,Marcus DeBerry Turnover.,18,30
4:42,2011,Steve Rogers missed Three Point Jumper.,18,30
4:42,2464,Felix Rivera-Vega Defensive Rebound.,18,30
4:27,2464,Jordyn Martin missed Layup.,18,30
4:27,2464,Jordyn Martin Offensive Rebound.,18,30
4:21,2464,Marcus DeBerry made Three Point Jumper. Assisted by Jordyn Martin.,18,33
4:03,2011,Tony Armstrong made Jumper.,20,33
3:43,2464,Kye de Laveaga missed Three Point Jumper.,20,33
3:43,2011,Alabama St Defensive Rebound.,20,33
3:31,2464,Foul on Brooks DeBisschop.,20,33
3:24,2464,Official TV Timeout,20,33
3:24,2011,Tony Armstrong made Free Throw.,21,33
3:24,2011,Tony Armstrong made Free Throw.,22,33
3:08,2011,Foul on Torloft Thomas.,22,33
3:08,2464,Marcus DeBerry made Free Throw.,22,34
3:08,2464,Marcus DeBerry made Free Throw.,22,35
3:02,2011,Mikel Tyson made Jumper. Assisted by Torloft Thomas.,24,35
2:41,2464,Brooks DeBisschop missed Layup.,24,35
2:41,2464,Jordyn Martin Offensive Rebound.,24,35
2:39,2464,Jordyn Martin made Two Point Tip Shot.,24,37
2:29,2011,Mikel Tyson made Jumper.,26,37
2:01,2464,Mike Green missed Jumper.,26,37
2:01,2464,Jordyn Martin Offensive Rebound.,26,37
1:55,2464,Marcus DeBerry missed Three Point Jumper.,26,37
1:55,2011,Tony Armstrong Defensive Rebound.,26,37
1:43,2011,Steve Rogers Turnover.,26,37
1:16,2464,Marcus DeBerry missed Jumper.,26,37
1:16,2011,Mikel Tyson Block.,26,37
1:14,2464,Mike Green Offensive Rebound.,26,37
1:10,2464,Ako Kaluna missed Three Point Jumper.,26,37
1:10,2011,Mikel Tyson Defensive Rebound.,26,37
1:01,2011,Steve Rogers missed Three Point Jumper.,26,37
1:01,2011,Mikel Tyson Offensive Rebound.,26,37
0:57,2011,Mikel Tyson made Two Point Tip Shot.,28,37
0:37,2464,Marcus DeBerry Turnover.,28,37
0:36,2011,Reginald Gee Steal.,28,37
0:35,2011,Alabama St  Timeout,28,37
0:12,2011,Steve Rogers made Three Point Jumper.,31,37
0:00,2464,Jordyn Martin missed Layup.,31,37
0:00,2011,Tony Armstrong Defensive Rebound.,31,37
0:00,2464,End of 1st half,31,37
19:46,2011,Steve Rogers made Jumper. Assisted by Torloft Thomas.,33,37
19:25,2464,Ako Kaluna missed Jumper.,33,37
19:25,2011,Steve Rogers Defensive Rebound.,33,37
18:58,2011,Corvon Butler made Jumper. Assisted by Torloft Thomas.,35,37
18:36,2464,Jaleni Neely missed Three Point Jumper.,35,37
18:36,2464,Jordyn Martin Offensive Rebound.,35,37
18:27,2464,Ako Kaluna made Layup. Assisted by Jaleni Neely.,35,39
18:03,2011,Steve Rogers missed Three Point Jumper.,35,39
18:03,2464,Jordyn Martin Defensive Rebound.,35,39
17:44,2464,Ako Kaluna missed Jumper.,35,39
17:44,2464,Jordyn Martin Offensive Rebound.,35,39
17:39,2464,Marcus DeBerry missed Three Point Jumper.,35,39
17:39,2464,Ako Kaluna Offensive Rebound.,35,39
17:34,2464,Jordyn Martin Turnover.,35,39
17:34,2464,Foul on Jordyn Martin.,35,39
17:22,2011,Rodney Simeon missed Jumper.,35,39
17:22,2011,Tony Armstrong Offensive Rebound.,35,39
17:18,2011,Tony Armstrong Turnover.,35,39
17:06,2011,Foul on Corvon Butler.,35,39
16:55,2464,Ako Kaluna made Layup.,35,41
16:45,2011,Rodney Simeon missed Three Point Jumper.,35,41
16:45,2464,Jaleni Neely Defensive Rebound.,35,41
16:39,2464,Marcus DeBerry Turnover.,35,41
16:29,2011,Steve Rogers missed Jumper.,35,41
16:29,2464,Marcus DeBerry Defensive Rebound.,35,41
16:22,2011,Foul on Steve Rogers.,35,41
16:07,2464,Jaleni Neely missed Three Point Jumper.,35,41
16:07,2464,Ako Kaluna Offensive Rebound.,35,41
16:02,2464,Marcus DeBerry missed Three Point Jumper.,35,41
16:02,2011,Corvon Butler Defensive Rebound.,35,41
15:50,2011,Terrance LeFlore Turnover.,35,41
15:50,2464,Official TV Timeout,35,41
15:40,2464,Jordyn Martin made Jumper. Assisted by Brooks DeBisschop.,35,43
15:23,2011,Torloft Thomas Turnover.,35,43
15:22,2464,Jaleni Neely Steal.,35,43
15:07,2011,Foul on Torloft Thomas.,35,43
14:59,2464,Jordyn Martin missed Jumper.,35,43
14:59,2464,Northern Arizona Offensive Rebound.,35,43
14:41,2011,Foul on Corvon Butler.,35,43
14:39,2464,Mike Green missed Layup.,35,43
14:39,2011,Amir Warnock Defensive Rebound.,35,43
14:36,2464,Foul on Mike Green.,35,43
14:12,2011,Reginald Gee missed Three Point Jumper.,35,43
14:12,2011,Mikel Tyson Offensive Rebound.,35,43
14:06,2011,Mikel Tyson Turnover.,35,43
14:06,2011,Foul on Mikel Tyson.,35,43
13:57,2464,Jordyn Martin made Jumper.,35,45
13:48,2011,Alabama St  Timeout,35,45
13:36,2011,Amir Warnock made Layup.,37,45
13:20,2464,Mike Green Turnover.,37,45
13:08,2011,Amir Warnock missed Jumper.,37,45
13:08,2011,Mikel Tyson Offensive Rebound.,37,45
13:05,2011,Mikel Tyson missed Two Point Tip Shot.,37,45
13:05,2011,Mikel Tyson Offensive Rebound.,37,45
13:05,2464,Foul on JoJo Anderson.,37,45
13:05,2011,Mikel Tyson made Free Throw.,38,45
13:05,2011,Mikel Tyson missed Free Throw.,38,45
13:05,2464,Ako Kaluna Defensive Rebound.,38,45
12:56,2011,Foul on Amir Warnock.,38,45
12:56,2464,Ako Kaluna missed Free Throw.,38,45
12:56,2464,Northern Arizona Deadball Team Rebound.,38,45
12:56,2464,Ako Kaluna made Free Throw.,38,46
12:39,2011,Steve Rogers missed Three Point Jumper.,38,46
12:39,2464,Ako Kaluna Defensive Rebound.,38,46
12:30,2464,Ako Kaluna missed Three Point Jumper.,38,46
12:30,2011,Torloft Thomas Defensive Rebound.,38,46
12:14,2464,Foul on Jordyn Martin.,38,46
11:57,2011,Amir Warnock missed Jumper.,38,46
11:57,2011,Mikel Tyson Offensive Rebound.,38,46
11:54,2464,Official TV Timeout,38,46
11:49,2011,Torloft Thomas missed Three Point Jumper.,38,46
11:49,2011,Alabama St Offensive Rebound.,38,46
11:47,2464,Foul on Isaiah Thomas.,38,46
11:37,2011,Amir Warnock made Jumper. Assisted by Steve Rogers.,40,46
11:19,2464,Jordyn Martin missed Jumper.,40,46
11:19,2011,Mikel Tyson Defensive Rebound.,40,46
11:10,2011,Amir Warnock missed Jumper.,40,46
11:10,2011,Torloft Thomas Offensive Rebound.,40,46
11:09,2464,Foul on Mike Green.,40,46
11:09,2011,Torloft Thomas missed Free Throw.,40,46
11:09,2011,Alabama St Deadball Team Rebound.,40,46
11:09,2011,Torloft Thomas made Free Throw.,41,46
11:04,2464,Ako Kaluna missed Layup.,41,46
11:04,2464,Marcus DeBerry Offensive Rebound.,41,46
11:00,2464,Marcus DeBerry missed Jumper.,41,46
11:00,2011,Amir Warnock Defensive Rebound.,41,46
10:52,2011,Reginald Gee missed Three Point Jumper.,41,46
10:52,2464,JoJo Anderson Defensive Rebound.,41,46
10:41,2464,Marcus DeBerry made Jumper.,41,48
10:38,2464,Northern Arizona  Timeout,41,48
10:20,2011,Amir Warnock made Layup.,43,48
10:05,2011,Foul on Mikel Tyson.,43,48
10:05,2464,JoJo Anderson made Free Throw.,43,49
10:05,2464,JoJo Anderson missed Free Throw.,43,49
10:05,2011,Mikel Tyson Defensive Rebound.,43,49
9:51,2011,Amir Warnock missed Jumper.,43,49
9:51,2464,JoJo Anderson Defensive Rebound.,43,49
9:38,2464,Jordyn Martin made Jumper.,43,51
9:38,2011,Foul on Amir Warnock.,43,51
9:38,2464,Jordyn Martin made Free Throw.,43,52
9:18,2011,Tony Armstrong Turnover.,43,52
9:01,2464,Marcus DeBerry missed Three Point Jumper.,43,52
9:01,2011,Torloft Thomas Defensive Rebound.,43,52
8:53,2011,Torloft Thomas missed Three Point Jumper.,43,52
8:53,2464,Marcus DeBerry Defensive Rebound.,43,52
8:28,2464,Brooks DeBisschop missed Jumper.,43,52
8:28,2464,Jaleni Neely Offensive Rebound.,43,52
8:27,2464,Jaleni Neely Turnover.,43,52
8:16,2011,Tony Armstrong missed Jumper.,43,52
8:16,2464,Marcus DeBerry Defensive Rebound.,43,52
8:05,2464,Jordyn Martin missed Jumper.,43,52
8:05,2464,Brooks DeBisschop Offensive Rebound.,43,52
8:03,2464,Brooks DeBisschop made Two Point Tip Shot.,43,54
7:36,2464,Foul on Brooks DeBisschop.,43,54
7:36,2464,Official TV Timeout,43,54
7:36,2011,Rodney Simeon made Free Throw.,44,54
7:36,2011,Rodney Simeon made Free Throw.,45,54
7:13,2464,Jordyn Martin made Layup.,45,56
6:53,2011,Corvon Butler missed Jumper.,45,56
6:53,2464,Jordyn Martin Defensive Rebound.,45,56
6:28,2464,Marcus DeBerry made Three Point Jumper. Assisted by JoJo Anderson.,45,59
6:04,2011,Terrance LeFlore made Layup.,47,59
5:44,2464,Marcus DeBerry made Jumper. Assisted by Jaleni Neely.,47,61
5:23,2011,Terrance LeFlore missed Three Point Jumper.,47,61
5:23,2464,Marcus DeBerry Defensive Rebound.,47,61
5:16,2464,Jordyn Martin made Layup. Assisted by Jaleni Neely.,47,63
5:11,2011,Alabama St  Timeout,47,63
4:58,2011,Terrance LeFlore missed Three Point Jumper.,47,63
4:58,2464,Northern Arizona Defensive Rebound.,47,63
4:57,2011,Foul on Mikel Tyson.,47,63
4:57,2464,Jordyn Martin made Free Throw.,47,64
4:57,2464,Jordyn Martin made Free Throw.,47,65
4:52,2011,Rodney Simeon made Three Point Jumper.,50,65
4:33,2011,Foul on Mikel Tyson.,50,65
4:33,2464,Brooks DeBisschop made Free Throw.,50,66
4:33,2464,Brooks DeBisschop made Free Throw.,50,67
4:11,2011,Rodney Simeon made Jumper.,52,67
3:51,2011,Foul on Steve Rogers.,52,67
3:51,2464,Official TV Timeout,52,67
3:51,2464,JoJo Anderson missed Free Throw.,52,67
3:51,2464,Northern Arizona Deadball Team Rebound.,52,67
3:51,2464,JoJo Anderson made Free Throw.,52,68
3:39,2011,Torloft Thomas missed Jumper.,52,68
3:39,2464,JoJo Anderson Defensive Rebound.,52,68
3:13,2464,Marcus DeBerry missed Jumper.,52,68
3:13,2011,Torloft Thomas Defensive Rebound.,52,68
3:04,2011,Steve Rogers missed Three Point Jumper.,52,68
3:04,2464,Northern Arizona Defensive Rebound.,52,68
2:40,2464,JoJo Anderson missed Three Point Jumper.,52,68
2:40,2011,Alabama St Defensive Rebound.,52,68
2:29,2011,Steve Rogers missed Three Point Jumper.,52,68
2:29,2011,Mikel Tyson Offensive Rebound.,52,68
2:25,2011,Mikel Tyson made Two Point Tip Shot.,54,68
2:25,2011,Alabama St  Timeout,54,68
2:25,2464,Jordyn Martin Turnover.,54,68
2:25,2464,Foul on Jaleni Neely.,54,68
2:25,2464,Technical Foul on Jaleni Neely.,54,68
2:25,2011,Rodney Simeon made Free Throw.,55,68
2:21,2011,Steve Rogers made Layup.,57,68
2:13,2011,Foul on Torloft Thomas.,57,68
2:13,2464,JoJo Anderson made Free Throw.,57,69
2:13,2464,JoJo Anderson made Free Throw.,57,70
2:06,2011,Steve Rogers missed Layup.,57,70
2:06,2464,Ako Kaluna Defensive Rebound.,57,70
1:43,2011,Foul on Torloft Thomas.,57,70
1:43,2464,JoJo Anderson missed Free Throw.,57,70
1:43,2464,Northern Arizona Deadball Team Rebound.,57,70
1:43,2464,JoJo Anderson missed Free Throw.,57,70
1:43,2011,Rodney Simeon Defensive Rebound.,57,70
1:34,2011,Rodney Simeon missed Three Point Jumper.,57,70
1:34,2464,Jaleni Neely Defensive Rebound.,57,70
1:05,2011,Foul on Mikel Tyson.,57,70
1:05,2464,Jordyn Martin missed Free Throw.,57,70
1:05,2464,Northern Arizona Deadball Team Rebound.,57,70
1:05,2464,Jordyn Martin made Free Throw.,57,71
0:46,2011,Steve Rogers missed Three Point Jumper.,57,71
0:46,2464,Jordyn Martin Defensive Rebound.,57,71
0:19,2464,Marcus DeBerry missed Three Point Jumper.,57,71
0:19,2464,Jordyn Martin Offensive Rebound.,57,71
0:00,2464,End of Game,57,71
