Savannah State,2597,St. Francis (BKN),2542
14:46,2597,Glenn Sanabria made Three Point Jumper.,13,13
13:56,2542,Foul on Robert Kelly Jr..,13,13
13:48,2542,Casey Wells made Three Point Jumper.,16,13
13:48,2597,Glenn Sanabria made Jumper.,16,15
13:48,2597,Foul on Yunus Hopkinson.,16,15
13:48,2542,Kamil Williams missed Three Point Jumper.,16,15
13:48,2542,Robert Kelly Jr. Offensive Rebound.,16,15
13:48,2542,Dexter McClanahan missed Three Point Jumper.,16,15
13:48,2597,Gunnar Olafsson Defensive Rebound.,16,15
13:23,2597,Keon Williams missed Jumper.,16,15
13:23,2542,Dexter McClanahan Defensive Rebound.,16,15
13:11,2542,Robert Kelly Jr. made Layup.,18,15
12:45,2597,Keon Williams missed Three Point Jumper.,18,15
12:45,2542,Kamil Williams Defensive Rebound.,18,15
12:15,2542,Dexter McClanahan missed Layup.,18,15
12:15,2542,Dexter McClanahan Offensive Rebound.,18,15
12:10,2542,Dexter McClanahan missed Layup.,18,15
12:10,2597,Darelle Porter Defensive Rebound.,18,15
12:01,2597,Darelle Porter Turnover.,18,15
12:00,2542,Kamil Williams Steal.,18,15
11:54,2542,Troyce Manassa made Layup.,20,15
11:31,2597,Gunnar Olafsson missed Layup.,20,15
11:31,2542,Robert Kelly Jr. Block.,20,15
11:31,2542,Robert Kelly Jr. Defensive Rebound.,20,15
11:22,2542,Kamil Williams made Layup.,22,15
11:17,2597,Jahmel Bodrick made Layup.,22,17
11:17,2597,Foul on Jahmel Bodrick.,22,17
11:17,2542,Troyce Manassa made Free Throw.,23,17
11:17,2542,Troyce Manassa made Free Throw.,24,17
10:49,2597,Glenn Sanabria missed Three Point Jumper.,24,17
10:49,2542,Jahir Cabeza Block.,24,17
10:49,2542,Jahir Cabeza Defensive Rebound.,24,17
10:42,2542,Casey Wells missed Three Point Jumper.,24,17
10:42,2597,Glenn Sanabria Defensive Rebound.,24,17
10:37,2542,Foul on Kamil Williams.,24,17
9:52,2597,Gunnar Olafsson Turnover.,24,17
9:34,2542,Troyce Manassa missed Layup.,24,17
9:34,2597,Rasheem Dunn Defensive Rebound.,24,17
9:20,2597,Rasheem Dunn made Three Point Jumper. Assisted by Keon Williams.,24,20
9:20,2542,Foul on Troyce Manassa.,24,20
9:14,2597,Rasheem Dunn made Layup.,24,22
9:03,2542,Austin Dasent made Three Point Jumper. Assisted by Joshua Floyd.,27,22
8:51,2597,Jahmel Bodrick made Layup.,27,24
8:42,2542,Joshua Floyd Turnover.,27,24
8:28,2542,Jahir Cabeza Steal.,27,24
8:26,2597,Rasheem Dunn Turnover.,27,24
8:17,2542,Robert Kelly Jr. made Three Point Jumper. Assisted by Austin Dasent.,30,24
7:52,2597,Jahmel Bodrick missed Jumper.,30,24
7:52,2542,Joshua Floyd Defensive Rebound.,30,24
7:52,2597,Foul on Jahmel Bodrick.,30,24
7:52,2542,Robert Kelly Jr. missed Free Throw.,30,24
7:52,2542,Savannah St Deadball Team Rebound.,30,24
7:52,2542,Robert Kelly Jr. made Free Throw.,31,24
7:52,2542,Foul on Dexter McClanahan.,31,24
7:39,2597,Robert Montgomery missed Free Throw.,31,24
7:39,2597,St. Francis BKN Deadball Team Rebound.,31,24
7:39,2597,Robert Montgomery made Free Throw.,31,25
7:26,2542,Robert Kelly Jr. made Layup.,33,25
7:26,2597,Foul on Robert Montgomery.,33,25
7:26,2542,Robert Kelly Jr. made Free Throw.,34,25
7:17,2542,Foul on Austin Dasent.,34,25
7:17,2597,Yunus Hopkinson missed Free Throw.,34,25
7:17,2597,Yunus Hopkinson Offensive Rebound.,34,25
7:17,2597,Rasheem Dunn Turnover.,34,25
7:01,2542,Isaiah Felder missed Three Point Jumper.,34,25
7:01,2597,Rasheem Dunn Defensive Rebound.,34,25
6:50,2597,Keon Williams missed Jumper.,34,25
6:50,2597,St. Francis BKN Offensive Rebound.,34,25
6:14,2597,Gianni Ford missed Three Point Jumper.,34,25
6:14,2542,Marlon Daniel Defensive Rebound.,34,25
6:08,2542,Marlon Daniel Turnover.,34,25
5:59,2597,Robert Montgomery Turnover.,34,25
5:41,2542,Zach Sellers missed Layup.,34,25
5:41,2597,- Null Block.,34,25
5:41,2542,Zach Sellers Offensive Rebound.,34,25
5:32,2542,Zach Sellers Turnover.,34,25
5:30,2597,Gunnar Olafsson Steal.,34,25
5:27,2542,Foul on Marlon Daniel.,34,25
5:25,2597,Glenn Sanabria made Free Throw.,34,26
5:25,2597,Glenn Sanabria made Free Throw.,34,27
5:20,2542,Casey Wells missed Three Point Jumper.,34,27
5:20,2542,Dexter McClanahan Offensive Rebound.,34,27
5:02,2542,Casey Wells missed Three Point Jumper.,34,27
5:02,2542,Jahir Cabeza Offensive Rebound.,34,27
4:56,2597,Foul on Rasheem Dunn.,34,27
4:56,2542,Dexter McClanahan made Free Throw.,35,27
4:56,2542,Dexter McClanahan made Free Throw.,36,27
4:56,2597,Rasheem Dunn made Layup.,36,29
4:56,2542,Dexter McClanahan made Layup.,38,29
4:17,2597,Glenn Sanabria missed Three Point Jumper.,38,29
4:17,2597,Darelle Porter Offensive Rebound.,38,29
4:13,2542,Foul on Zach Sellers.,38,29
4:12,2597,Darelle Porter made Free Throw.,38,30
4:12,2597,Darelle Porter missed Free Throw.,38,30
4:12,2542,Dexter McClanahan Defensive Rebound.,38,30
3:51,2542,Troyce Manassa Turnover.,38,30
3:51,2542,Foul on Jahir Cabeza.,38,30
3:33,2597,Gunnar Olafsson missed Three Point Jumper.,38,30
3:33,2542,Dexter McClanahan Defensive Rebound.,38,30
3:24,2597,Foul on Rasheem Dunn.,38,30
3:20,2542,Robert Kelly Jr. made Free Throw.,39,30
3:15,2542,Dexter McClanahan made Free Throw.,40,30
2:55,2597,Robert Montgomery made Layup. Assisted by Yunus Hopkinson.,40,32
2:36,2542,Austin Dasent missed Layup.,40,32
2:36,2542,Jahir Cabeza Offensive Rebound.,40,32
2:26,2542,Jahir Cabeza missed Layup.,40,32
2:26,2597,Robert Montgomery Defensive Rebound.,40,32
2:18,2542,Foul on Austin Dasent.,40,32
2:06,2597,Darelle Porter made Free Throw.,40,33
2:06,2597,Darelle Porter made Free Throw.,40,34
2:04,2597,Foul on Darelle Porter.,40,34
2:04,2542,Robert Kelly Jr. missed Free Throw.,40,34
2:04,2542,Savannah St Deadball Team Rebound.,40,34
2:04,2542,Robert Kelly Jr. missed Free Throw.,40,34
2:04,2597,Gunnar Olafsson Defensive Rebound.,40,34
2:00,2597,Yunus Hopkinson missed Three Point Jumper.,40,34
2:00,2597,Robert Montgomery Offensive Rebound.,40,34
1:52,2597,Darelle Porter missed Three Point Jumper.,40,34
1:52,2542,Robert Kelly Jr. Defensive Rebound.,40,34
1:36,2542,Troyce Manassa made Layup.,42,34
1:12,2597,Robert Montgomery made Layup.,42,36
1:02,2542,Dexter McClanahan missed Three Point Jumper.,42,36
1:02,2597,Robert Montgomery Defensive Rebound.,42,36
0:53,2597,Robert Montgomery made Layup.,42,38
0:53,2542,Foul on Dexter McClanahan.,42,38
0:53,2597,Glenn Sanabria made Free Throw.,42,39
0:43,2542,Jahir Cabeza missed Dunk.,42,39
0:43,2597,Darelle Porter Block.,42,39
0:43,2597,Darelle Porter Defensive Rebound.,42,39
0:30,2597,Glenn Sanabria made Layup.,42,41
0:23,2542,Kamil Williams missed Three Point Jumper.,42,41
0:23,2597,Gunnar Olafsson Defensive Rebound.,42,41
0:05,2597,Gunnar Olafsson missed Three Point Jumper.,42,41
0:05,2597,Keon Williams Offensive Rebound.,42,41
0:00,2597,Keon Williams made Layup. Assisted by Yunus Hopkinson.,42,43
0:00,2597,Robert Montgomery made Layup. Assisted by Yunus Hopkinson.,42,45
0:00,2597,End of 1st half,42,41
19:41,2542,Robert Kelly Jr. Turnover.,42,45
19:40,2597,Keon Williams Steal.,42,45
19:17,2597,Gunnar Olafsson missed Three Point Jumper.,42,45
19:17,2542,Austin Dasent Defensive Rebound.,42,45
19:10,2542,Jahir Cabeza made Three Point Jumper. Assisted by Austin Dasent.,45,45
18:47,2597,Yunus Hopkinson made Three Point Jumper. Assisted by Gunnar Olafsson.,45,48
18:40,2542,Troyce Manassa made Layup.,47,48
17:47,2597,Glenn Sanabria Turnover.,47,48
17:43,2542,Troyce Manassa made Layup.,49,48
17:37,2597,Foul on Gunnar Olafsson.,49,48
17:33,2542,Troyce Manassa made Free Throw.,50,48
17:33,2597,Robert Montgomery missed Layup.,50,48
17:33,2542,Savannah St Defensive Rebound.,50,48
17:33,2542,Jahir Cabeza Turnover.,50,48
17:33,2597,Gunnar Olafsson Steal.,50,48
17:33,2597,Yunus Hopkinson missed Three Point Jumper.,50,48
17:33,2597,Gunnar Olafsson Offensive Rebound.,50,48
17:33,2597,Yunus Hopkinson missed Three Point Jumper.,50,48
17:33,2597,Keon Williams Offensive Rebound.,50,48
17:20,2597,Robert Montgomery Turnover.,50,48
17:04,2597,Foul on Gunnar Olafsson.,50,48
17:04,2542,Troyce Manassa missed Free Throw.,50,48
17:04,2542,Savannah St Deadball Team Rebound.,50,48
17:04,2542,Troyce Manassa made Free Throw.,51,48
16:56,2597,Jahmel Bodrick missed Layup.,51,48
16:56,2542,Dexter McClanahan Defensive Rebound.,51,48
16:50,2542,Jahir Cabeza missed Three Point Jumper.,51,48
16:50,2597,Glenn Sanabria Defensive Rebound.,51,48
16:41,2597,Glenn Sanabria missed Layup.,51,48
16:41,2542,Jahir Cabeza Block.,51,48
16:41,2597,Jahmel Bodrick Offensive Rebound.,51,48
16:34,2597,Jahmel Bodrick missed Layup.,51,48
16:34,2597,Jahmel Bodrick Offensive Rebound.,51,48
16:28,2542,Foul on Jahir Cabeza.,51,48
16:23,2597,Jahmel Bodrick made Free Throw.,51,49
16:21,2597,Jahmel Bodrick missed Free Throw.,51,49
16:21,2542,Jahir Cabeza Defensive Rebound.,51,49
16:21,2542,Kamil Williams missed Three Point Jumper.,51,49
16:21,2597,Keon Williams Defensive Rebound.,51,49
16:16,2597,Keon Williams made Layup.,51,51
16:05,2542,Zach Sellers Turnover.,51,51
16:03,2597,Rasheem Dunn Steal.,51,51
15:56,2542,Foul on Jahir Cabeza.,51,51
15:56,2597,Rasheem Dunn made Free Throw.,51,52
15:56,2597,Rasheem Dunn made Free Throw.,51,53
15:46,2542,Austin Dasent made Three Point Jumper. Assisted by Zach Sellers.,54,53
15:18,2597,Glenn Sanabria Turnover.,54,53
15:17,2542,Zach Sellers Steal.,54,53
15:11,2542,Zach Sellers missed Three Point Jumper.,54,53
15:11,2597,Jahmel Bodrick Defensive Rebound.,54,53
14:45,2597,Yunus Hopkinson missed Jumper.,54,53
14:45,2542,Savannah St Defensive Rebound.,54,53
14:30,2597,Foul on Jahmel Bodrick.,54,53
14:04,2597,Rasheem Dunn Steal.,54,53
14:03,2542,Zach Sellers Turnover.,54,53
14:01,2597,Rasheem Dunn made Layup.,54,55
13:57,2542,Jordan Gaines Turnover.,54,55
13:56,2597,Glenn Sanabria Steal.,54,55
13:49,2597,Yunus Hopkinson missed Layup.,54,55
13:49,2542,Troyce Manassa Defensive Rebound.,54,55
13:45,2542,Casey Wells missed Three Point Jumper.,54,55
13:45,2597,Keon Williams Defensive Rebound.,54,55
13:39,2542,Foul on Austin Dasent.,54,55
13:39,2597,Rasheem Dunn made Three Point Jumper. Assisted by Darelle Porter.,54,58
13:37,2542,Dexter McClanahan made Three Point Jumper. Assisted by Joshua Floyd.,57,58
13:26,2542,Foul on Dexter McClanahan.,57,58
13:10,2597,Glenn Sanabria made Three Point Jumper. Assisted by Robert Montgomery.,57,61
13:01,2542,Joshua Floyd made Jumper.,59,61
12:36,2597,Darelle Porter missed Three Point Jumper.,59,61
12:36,2597,St. Francis BKN Offensive Rebound.,59,61
12:21,2597,Glenn Sanabria made Three Point Jumper.,59,64
12:21,2542,Troyce Manassa made Three Point Jumper.,62,64
11:52,2597,Yunus Hopkinson missed Three Point Jumper.,62,64
11:52,2597,Robert Montgomery Offensive Rebound.,62,64
11:31,2597,Glenn Sanabria made Three Point Jumper. Assisted by Robert Montgomery.,62,67
11:20,2542,Troyce Manassa made Layup.,64,67
11:00,2597,Yunus Hopkinson made Three Point Jumper. Assisted by Glenn Sanabria.,64,70
10:38,2597,Foul on Glenn Sanabria.,64,70
10:36,2597,Foul on Robert Montgomery.,64,70
10:36,2542,Troyce Manassa made Free Throw.,65,70
10:36,2542,Troyce Manassa made Free Throw.,66,70
10:28,2597,Darelle Porter Turnover.,66,70
10:28,2542,Jahir Cabeza Steal.,66,70
10:28,2542,Troyce Manassa missed Layup.,66,70
10:28,2597,Robert Montgomery Block.,66,70
10:28,2597,Robert Montgomery Defensive Rebound.,66,70
10:28,2597,Rasheem Dunn made Layup.,66,72
10:28,2542,Austin Dasent Turnover.,66,72
10:28,2597,Glenn Sanabria Steal.,66,72
10:06,2597,Rasheem Dunn made Layup.,66,74
9:55,2542,Jahir Cabeza made Three Point Jumper. Assisted by Troyce Manassa.,69,74
9:38,2597,Darelle Porter missed Layup.,69,74
9:38,2597,Robert Montgomery Offensive Rebound.,69,74
9:30,2597,Robert Montgomery Turnover.,69,74
9:07,2542,Austin Dasent missed Layup.,69,74
9:07,2542,Savannah St Offensive Rebound.,69,74
8:55,2597,Foul on Robert Montgomery.,69,74
8:31,2542,Isaiah Felder made Three Point Jumper.,72,74
8:19,2542,Foul on Jahir Cabeza.,72,74
7:45,2542,Foul on Jordan Gaines.,72,74
7:45,2597,Keon Williams made Free Throw.,72,75
7:45,2597,Keon Williams made Free Throw.,72,76
7:45,2597,Foul on Keon Williams.,72,76
7:44,2542,Joshua Floyd made Free Throw.,73,76
7:44,2542,Joshua Floyd made Free Throw.,74,76
7:13,2597,Glenn Sanabria made Jumper.,74,78
7:08,2597,Foul on Keon Williams.,74,78
7:05,2542,Troyce Manassa missed Free Throw.,74,78
7:05,2542,Isaiah Felder Offensive Rebound.,74,78
7:05,2597,Jahmel Bodrick made Layup.,74,80
7:05,2542,Austin Dasent missed Layup.,74,80
7:05,2597,Jahmel Bodrick Defensive Rebound.,74,80
7:05,2542,Foul on Austin Dasent.,74,80
6:54,2597,Jahmel Bodrick missed Free Throw.,74,80
6:54,2542,Dexter McClanahan Defensive Rebound.,74,80
6:52,2542,Dexter McClanahan missed Layup.,74,80
6:52,2542,Isaiah Felder Offensive Rebound.,74,80
6:41,2597,Glenn Sanabria missed Three Point Jumper.,74,80
6:41,2597,Rasheem Dunn Offensive Rebound.,74,80
6:34,2542,Foul on Dexter McClanahan.,74,80
6:32,2597,Rasheem Dunn made Free Throw.,74,81
6:25,2597,Rasheem Dunn made Free Throw.,74,82
6:14,2597,Foul on Yunus Hopkinson.,74,82
6:14,2542,Isaiah Felder missed Free Throw.,74,82
6:14,2597,Rasheem Dunn Defensive Rebound.,74,82
6:00,2542,Foul on Zach Sellers.,74,82
6:00,2597,Jahmel Bodrick made Free Throw.,74,83
6:00,2597,Jahmel Bodrick made Free Throw.,74,84
6:00,2542,Zach Sellers missed Three Point Jumper.,74,84
6:00,2597,Yunus Hopkinson Defensive Rebound.,74,84
6:00,2597,Yunus Hopkinson made Three Point Jumper. Assisted by Glenn Sanabria.,74,87
5:43,2597,Foul on Jahmel Bodrick.,74,87
5:32,2542,Joshua Floyd missed Free Throw.,74,87
5:32,2542,Savannah St Deadball Team Rebound.,74,87
5:03,2542,Joshua Floyd made Free Throw.,75,87
4:23,2542,Foul on Zach Sellers.,75,87
4:23,2597,Yunus Hopkinson missed Free Throw.,75,87
4:23,2597,St. Francis BKN Deadball Team Rebound.,75,87
4:23,2597,Yunus Hopkinson made Free Throw.,75,88
4:23,2597,Yunus Hopkinson missed Free Throw.,75,88
4:23,2597,St. Francis BKN Deadball Team Rebound.,75,88
4:23,2597,Yunus Hopkinson made Free Throw.,75,89
4:15,2542,Troyce Manassa made Three Point Jumper. Assisted by Robert Kelly Jr..,78,89
3:43,2597,Glenn Sanabria missed Three Point Jumper.,78,89
3:43,2542,Casey Wells Defensive Rebound.,78,89
3:32,2542,Casey Wells missed Layup.,78,89
3:32,2597,Gunnar Olafsson Defensive Rebound.,78,89
3:11,2597,Rasheem Dunn missed Three Point Jumper.,78,89
3:11,2542,Kamil Williams Defensive Rebound.,78,89
2:56,2597,Foul on Gunnar Olafsson.,78,89
2:53,2542,Kamil Williams missed Free Throw.,78,89
2:53,2542,Savannah St Deadball Team Rebound.,78,89
2:53,2542,Kamil Williams made Free Throw.,79,89
2:33,2597,Yunus Hopkinson made Three Point Jumper. Assisted by Glenn Sanabria.,79,92
2:19,2542,Kamil Williams missed Three Point Jumper.,79,92
2:19,2597,Yunus Hopkinson Defensive Rebound.,79,92
2:11,2597,Yunus Hopkinson Turnover.,79,92
1:48,2542,Dexter McClanahan made Three Point Jumper. Assisted by Austin Dasent.,82,92
1:39,2597,Robert Montgomery missed Jumper.,82,92
1:39,2542,Troyce Manassa Defensive Rebound.,82,92
1:39,2597,Foul on Yunus Hopkinson.,82,92
1:35,2597,Yunus Hopkinson Turnover.,82,92
1:32,2542,Zach Sellers Steal.,82,92
1:26,2542,Casey Wells missed Free Throw.,82,92
1:26,2542,Savannah St Deadball Team Rebound.,82,92
1:21,2597,Foul on Glenn Sanabria.,82,92
1:21,2542,Joshua Floyd missed Free Throw.,82,92
1:21,2542,Savannah St Deadball Team Rebound.,82,92
1:21,2542,Joshua Floyd made Free Throw.,83,92
1:10,2542,Casey Wells made Free Throw.,84,92
1:07,2542,Foul on Joshua Floyd.,84,92
1:07,2597,Yunus Hopkinson missed Free Throw.,84,92
1:07,2597,St. Francis BKN Deadball Team Rebound.,84,92
1:07,2597,Yunus Hopkinson made Free Throw.,84,93
1:04,2542,Dexter McClanahan made Three Point Jumper. Assisted by Austin Dasent.,87,93
0:55,2542,Foul on Joshua Floyd.,87,93
0:55,2597,Glenn Sanabria made Free Throw.,87,94
0:55,2597,Glenn Sanabria made Free Throw.,87,95
0:51,2542,Austin Dasent made Layup.,89,95
0:37,2542,Foul on Zach Sellers.,89,95
0:37,2597,Glenn Sanabria made Free Throw.,89,96
0:37,2597,Glenn Sanabria made Free Throw.,89,97
0:30,2542,Troyce Manassa missed Three Point Jumper.,89,97
0:30,2597,Keon Williams Defensive Rebound.,89,97
0:23,2597,Keon Williams Turnover.,89,97
0:21,2542,Austin Dasent missed Layup.,89,97
0:21,2597,Yunus Hopkinson Defensive Rebound.,89,97
0:17,2597,Yunus Hopkinson Turnover.,89,97
0:08,2542,Casey Wells missed Three Point Jumper.,89,97
0:08,2542,Dexter McClanahan Offensive Rebound.,89,97
0:08,2542,Dexter McClanahan made Layup.,91,97
0:00,2597,End of 2nd half,91,97
