Idaho State,2641,Texas Tech,304
13:27,304,Robert Jones III Turnover.,10,20
13:10,2641,Niem Stevenson made Layup.,10,22
12:58,304,Foul on Hayes Garrity.,10,22
12:32,2641,Niem Stevenson made Jumper.,10,24
12:13,304,Brandon Boyd missed Three Point Jumper.,10,24
12:13,2641,Texas Tech Deadball Team Rebound.,10,24
11:47,2641,Zach Smith made Jumper.,10,26
11:35,304,Robert Jones III made Three Point Jumper. Assisted by Stephen Lennox.,13,26
11:16,2641,Niem Stevenson made Three Point Jumper.,13,29
11:07,304,Erik Nakken made Three Point Jumper.,16,29
11:04,2641,Texas Tech  Timeout,16,29
10:54,2641,Anthony Livingston missed Three Point Jumper.,16,29
10:54,304,Geno Luzcando Defensive Rebound.,16,29
10:28,304,Robert Jones III missed Three Point Jumper.,16,29
10:28,2641,Zach Smith Defensive Rebound.,16,29
10:07,2641,Devon Thomas missed Layup.,16,29
10:07,304,Robert Jones III Block.,16,29
10:07,304,Stephen Lennox Defensive Rebound.,16,29
10:01,304,Brandon Boyd missed Three Point Jumper.,16,29
10:01,2641,Anthony Livingston Defensive Rebound.,16,29
9:52,2641,Anthony Livingston Turnover.,16,29
9:50,304,Erik Nakken Steal.,16,29
9:47,304,Brandon Boyd Turnover.,16,29
9:46,2641,Keenan Evans Steal.,16,29
9:22,304,Foul on Erik Nakken.,16,29
9:19,2641,Shadell Millinghaus missed Three Point Jumper.,16,29
9:19,304,Geno Luzcando Defensive Rebound.,16,29
9:04,304,Hayes Garrity made Layup.,18,29
8:31,2641,Justin Gray Turnover.,18,29
7:40,304,Hayes Garrity missed Jumper.,18,29
7:40,304,Novak Topalovic Offensive Rebound.,18,29
7:36,304,Novak Topalovic Turnover.,18,29
7:34,2641,Justin Gray Steal.,18,29
7:11,2641,Keenan Evans made Jumper.,18,31
6:49,2641,Foul on Justin Gray.,18,31
6:49,2641,Texas Tech  Timeout,18,31
6:49,304,Geno Luzcando missed Free Throw.,18,31
6:49,304,Idaho State Deadball Team Rebound.,18,31
6:49,304,Geno Luzcando missed Free Throw.,18,31
6:49,2641,Keenan Evans Defensive Rebound.,18,31
6:39,304,Foul on Geno Luzcando.,18,31
6:39,2641,Shadell Millinghaus made Free Throw.,18,32
6:39,2641,Shadell Millinghaus missed Free Throw.,18,32
6:39,304,Hayes Garrity Defensive Rebound.,18,32
6:18,304,Novak Topalovic Turnover.,18,32
6:17,2641,Shadell Millinghaus Steal.,18,32
6:12,2641,Shadell Millinghaus Turnover.,18,32
5:44,304,Novak Topalovic made Jumper.,20,32
5:35,2641,Keenan Evans Turnover.,20,32
5:30,2641,Foul on Anthony Livingston.,20,32
5:30,2641,Foul on Zach Smith.,20,32
5:17,304,Brandon Boyd missed Free Throw.,20,32
5:17,304,Idaho State Deadball Team Rebound.,20,32
5:17,304,Brandon Boyd made Free Throw.,21,32
5:08,2641,Anthony Livingston missed Jumper.,21,32
5:08,304,Brandon Boyd Defensive Rebound.,21,32
5:01,304,Brandon Boyd missed Layup.,21,32
5:01,2641,Anthony Livingston Block.,21,32
5:01,304,Idaho State Deadball Team Rebound.,21,32
4:51,304,Novak Topalovic Turnover.,21,32
4:28,2641,Zach Smith missed Layup.,21,32
4:28,304,Idaho State Deadball Team Rebound.,21,32
4:15,304,Gary Chivichyan missed Layup.,21,32
4:15,2641,Justin Gray Defensive Rebound.,21,32
4:07,2641,Anthony Livingston made Jumper. Assisted by Devon Thomas.,21,34
3:50,304,Robert Jones III made Jumper.,23,34
3:33,2641,Keenan Evans missed Three Point Jumper.,23,34
3:33,304,Robert Jones III Defensive Rebound.,23,34
3:25,304,Gary Chivichyan made Three Point Jumper.,26,34
3:04,2641,Anthony Livingston missed Layup.,26,34
3:04,304,Brandon Boyd Defensive Rebound.,26,34
2:59,304,Gary Chivichyan missed Three Point Jumper.,26,34
2:59,2641,Keenan Evans Defensive Rebound.,26,34
2:43,304,Foul on Robert Jones III.,26,34
2:43,2641,Texas Tech  Timeout,26,34
2:18,2641,Matthew Temple Turnover.,26,34
2:16,304,Erik Nakken Steal.,26,34
2:08,304,Hayes Garrity Turnover.,26,34
2:06,2641,Niem Stevenson Steal.,26,34
2:05,304,Foul on Novak Topalovic.,26,34
2:05,2641,Niem Stevenson made Free Throw.,26,35
2:05,2641,Niem Stevenson missed Free Throw.,26,35
2:05,304,Erik Nakken Defensive Rebound.,26,35
1:54,304,Hayes Garrity Turnover.,26,35
1:52,2641,Shadell Millinghaus Steal.,26,35
1:45,2641,Niem Stevenson made Layup.,26,37
1:17,304,Hayes Garrity missed Jumper.,26,37
1:17,2641,Shadell Millinghaus Defensive Rebound.,26,37
0:50,2641,Anthony Livingston made Three Point Jumper. Assisted by Keenan Evans.,26,40
0:17,304,Brandon Boyd made Three Point Jumper. Assisted by Novak Topalovic.,29,40
0:00,2641,Devon Thomas missed Jumper.,29,40
0:00,304,Stephen Lennox Block.,29,40
0:00,304,Idaho State Deadball Team Rebound.,29,40
0:00,2641,End of 1st half,29,40
19:35,304,Novak Topalovic missed Jumper.,29,40
19:35,2641,Zach Smith Defensive Rebound.,29,40
19:27,2641,Zach Smith made Layup.,29,42
19:27,304,Foul on Novak Topalovic.,29,42
19:27,2641,Zach Smith made Free Throw.,29,43
19:10,304,Geno Luzcando Turnover.,29,43
19:07,2641,Zach Smith Steal.,29,43
19:04,304,Foul on Robert Jones III.,29,43
18:57,2641,Devon Thomas made Three Point Jumper.,29,46
18:33,304,Gary Chivichyan made Three Point Jumper.,32,46
18:27,2641,Justin Gray made Three Point Jumper.,32,49
18:07,304,Brandon Boyd missed Layup.,32,49
18:07,2641,Devon Thomas Defensive Rebound.,32,49
17:52,304,Foul on Novak Topalovic.,32,49
17:52,2641,Anthony Livingston missed Free Throw.,32,49
17:52,2641,Texas Tech Deadball Team Rebound.,32,49
17:52,2641,Anthony Livingston made Free Throw.,32,50
17:31,304,Brandon Boyd missed Three Point Jumper.,32,50
17:31,304,Novak Topalovic Offensive Rebound.,32,50
17:22,2641,Foul on Devon Thomas.,32,50
17:22,304,Brandon Boyd made Free Throw.,33,50
17:22,304,Brandon Boyd made Free Throw.,34,50
17:16,2641,Keenan Evans made Jumper.,34,52
17:12,2641,Foul on Matthew Temple.,34,52
16:59,304,Novak Topalovic made Layup.,36,52
16:50,2641,Keenan Evans made Jumper.,36,54
16:34,2641,Foul on Matthew Temple.,36,54
16:20,304,Hayes Garrity made Jumper.,38,54
16:07,304,Foul on Gary Chivichyan.,38,54
16:07,2641,Niem Stevenson missed Free Throw.,38,54
16:07,2641,Texas Tech Deadball Team Rebound.,38,54
16:07,2641,Niem Stevenson made Free Throw.,38,55
15:57,2641,Justin Gray Defensive Rebound.,38,55
15:57,304,Robert Jones III missed Three Point Jumper.,38,55
15:38,2641,Keenan Evans made Three Point Jumper. Assisted by Matthew Temple.,38,58
15:27,304,Gary Chivichyan made Three Point Jumper.,41,58
15:12,2641,Keenan Evans made Layup.,41,60
15:12,304,Foul on Hayes Garrity.,41,60
15:12,2641,Keenan Evans missed Free Throw.,41,60
15:12,304,Stephen Lennox Defensive Rebound.,41,60
15:12,2641,Texas Tech  Timeout,41,60
15:03,304,Brandon Boyd missed Jumper.,41,60
15:03,2641,Zach Smith Defensive Rebound.,41,60
14:53,2641,Shadell Millinghaus Turnover.,41,60
14:05,304,Idaho State  Turnover.,41,60
13:50,2641,Foul on Keenan Evans.,41,60
13:30,2641,Foul on Justin Gray.,41,60
13:16,2641,Foul on Zach Smith.,41,60
13:16,304,Gary Chivichyan missed Three Point Jumper.,41,60
13:16,2641,Zach Smith Defensive Rebound.,41,60
13:03,2641,Anthony Livingston missed Three Point Jumper.,41,60
13:03,2641,Zach Smith Offensive Rebound.,41,60
12:55,304,Foul on Geno Luzcando.,41,60
12:55,2641,Zach Smith made Free Throw.,41,61
12:55,2641,Zach Smith made Free Throw.,41,62
12:36,2641,Foul on Zach Smith.,41,62
12:36,304,Stephen Lennox missed Free Throw.,41,62
12:36,304,Idaho State Deadball Team Rebound.,41,62
12:36,304,Stephen Lennox made Free Throw.,42,62
12:12,2641,Matthew Temple missed Layup.,42,62
12:12,2641,Matthew Temple Offensive Rebound.,42,62
12:07,304,Foul on Novak Topalovic.,42,62
12:07,2641,Matthew Temple made Free Throw.,42,63
12:07,2641,Matthew Temple made Free Throw.,42,64
11:53,304,Hayes Garrity Turnover.,42,64
11:53,2641,Texas Tech  Timeout,42,64
11:34,2641,Anthony Livingston missed Jumper.,42,64
11:34,304,Geno Luzcando Defensive Rebound.,42,64
11:28,304,Geno Luzcando Turnover.,42,64
11:27,2641,Anthony Livingston missed Jumper.,42,64
11:27,304,Robert Jones III Defensive Rebound.,42,64
11:09,304,Geno Luzcando missed Three Point Jumper.,42,64
11:09,2641,Keenan Evans Defensive Rebound.,42,64
10:40,2641,Matthew Temple made Dunk. Assisted by Keenan Evans.,42,66
10:17,304,Robert Jones III missed Three Point Jumper.,42,66
10:17,2641,Devon Thomas Defensive Rebound.,42,66
10:08,2641,Keenan Evans made Three Point Jumper.,42,69
9:43,2641,Foul on Niem Stevenson.,42,69
9:43,304,Geno Luzcando made Free Throw.,43,69
9:43,304,Geno Luzcando missed Free Throw.,43,69
9:43,2641,Zach Smith Defensive Rebound.,43,69
9:29,2641,Anthony Livingston missed Three Point Jumper.,43,69
9:29,2641,Zach Smith Offensive Rebound.,43,69
9:16,2641,Zach Smith missed Jumper.,43,69
9:16,2641,Zach Smith Offensive Rebound.,43,69
8:56,2641,Keenan Evans missed Three Point Jumper.,43,69
8:56,304,Balint Mocsan Defensive Rebound.,43,69
8:50,304,Balint Mocsan Turnover.,43,69
8:48,2641,Anthony Livingston Steal.,43,69
8:39,2641,Justin Gray made Layup.,43,71
8:12,2641,Foul on Matthew Temple.,43,71
8:12,304,Hayes Garrity made Free Throw.,44,71
8:12,304,Hayes Garrity made Free Throw.,45,71
7:48,2641,Keenan Evans missed Jumper.,45,71
7:48,304,Stephen Lennox Defensive Rebound.,45,71
7:30,304,Geno Luzcando missed Three Point Jumper.,45,71
7:30,2641,Texas Tech Deadball Team Rebound.,45,71
7:22,2641,Texas Tech  Timeout,45,71
7:08,2641,Zach Smith missed Three Point Jumper.,45,71
7:08,2641,Zach Smith Offensive Rebound.,45,71
6:59,2641,Devon Thomas made Layup.,45,73
6:40,2641,Foul on Zach Smith.,45,73
6:40,304,Novak Topalovic missed Free Throw.,45,73
6:40,304,Idaho State Deadball Team Rebound.,45,73
6:40,304,Novak Topalovic missed Free Throw.,45,73
6:40,2641,Thomas Brandsma Defensive Rebound.,45,73
6:35,2641,Texas Tech  Turnover.,45,73
6:07,2641,Foul on Justin Gray.,45,73
6:07,304,Stephen Lennox missed Free Throw.,45,73
6:07,304,Idaho State Deadball Team Rebound.,45,73
6:07,304,Stephen Lennox made Free Throw.,46,73
5:47,2641,Justin Gray made Jumper.,46,75
5:24,304,Gary Chivichyan missed Three Point Jumper.,46,75
5:24,2641,Devon Thomas Defensive Rebound.,46,75
5:09,2641,Devon Thomas missed Three Point Jumper.,46,75
5:09,304,Novak Topalovic Defensive Rebound.,46,75
4:59,304,Erik Nakken made Three Point Jumper.,49,75
4:41,304,Foul on Robert Jones III.,49,75
4:41,2641,Thomas Brandsma made Free Throw.,49,76
4:41,2641,Thomas Brandsma made Free Throw.,49,77
4:30,304,Hayes Garrity made Three Point Jumper.,52,77
4:03,304,Foul on Clark Wilkinson.,52,77
4:03,2641,Niem Stevenson made Free Throw.,52,78
4:03,2641,Niem Stevenson missed Free Throw.,52,78
4:03,2641,Niem Stevenson Offensive Rebound.,52,78
4:02,2641,Niem Stevenson Turnover.,52,78
3:38,304,Idaho State  Turnover.,52,78
3:36,2641,Shadell Millinghaus Steal.,52,78
3:34,2641,Shadell Millinghaus made Layup.,52,80
3:24,304,Erik Nakken made Three Point Jumper. Assisted by Stephen Lennox.,55,80
3:07,2641,Thomas Brandsma made Layup. Assisted by Shadell Millinghaus.,55,82
2:51,304,Idaho State  Turnover.,55,82
2:49,2641,Thomas Brandsma made Layup.,55,84
2:26,2641,Foul on Keenan Evans.,55,84
2:26,2641,Texas Tech  Timeout,55,84
2:26,304,Stephen Lennox made Free Throw.,56,84
2:26,304,Stephen Lennox missed Free Throw.,56,84
2:26,2641,Keenan Evans Defensive Rebound.,56,84
2:23,2641,Thomas Brandsma made Layup.,56,86
2:06,304,Clark Wilkinson missed Jumper.,56,86
2:06,2641,Matthew Temple Defensive Rebound.,56,86
1:40,2641,Keenan Evans made Jumper.,56,88
1:17,304,Stephen Lennox made Jumper.,58,88
0:39,2641,Matthew Temple made Three Point Jumper. Assisted by Keenan Evans.,58,91
0:21,304,Erik Nakken missed Three Point Jumper.,58,91
0:21,2641,Niem Stevenson Defensive Rebound.,58,91
0:00,2641,End of Game,58,91
