Florida State,356,Illinois,52
14:06,52,Phil Cofer made Dunk. Assisted by Braian Angola-Rodas.,7,8
13:45,356,Malcolm Hill made Three Point Jumper. Assisted by Te'Jon Lucas.,7,11
13:28,52,Trent Forrest missed Layup.,7,11
13:28,356,Malcolm Hill Defensive Rebound.,7,11
13:21,356,Foul on Malcolm Hill.,7,11
13:21,356,Malcolm Hill Turnover.,7,11
13:09,52,Braian Angola-Rodas missed Jumper.,7,11
13:09,356,Te'Jon Lucas Defensive Rebound.,7,11
13:02,356,Te'Jon Lucas Turnover.,7,11
12:53,52,CJ Walker made Three Point Jumper. Assisted by Phil Cofer.,10,11
12:32,356,Maverick Morgan made Jumper. Assisted by Te'Jon Lucas.,10,13
12:20,52,Foul on Christ Koumadje.,10,13
12:20,52,Christ Koumadje Turnover.,10,13
12:07,356,Maverick Morgan missed Jumper.,10,13
12:07,52,Braian Angola-Rodas Defensive Rebound.,10,13
12:00,52,CJ Walker made Three Point Jumper. Assisted by Braian Angola-Rodas.,13,13
11:42,356,Aaron Jordan made Three Point Jumper. Assisted by Tracy Abrams.,13,16
11:27,52,Jonathan Isaac made Jumper.,15,16
10:56,356,Jalen Coleman-Lands missed Jumper.,15,16
10:56,52,Christ Koumadje Block.,15,16
10:56,52,CJ Walker Defensive Rebound.,15,16
10:41,52,Christ Koumadje missed Jumper.,15,16
10:41,356,Aaron Jordan Defensive Rebound.,15,16
10:21,356,Tracy Abrams missed Three Point Jumper.,15,16
10:21,52,Christ Koumadje Defensive Rebound.,15,16
10:12,52,CJ Walker made Layup.,17,16
10:04,356,Jalen Coleman-Lands missed Three Point Jumper.,17,16
10:04,52,Trent Forrest Defensive Rebound.,17,16
9:52,356,Foul on Jalen Coleman-Lands.,17,16
9:52,356,Official TV Timeout,17,16
9:41,52,Xavier Rathan-Mayes missed Layup.,17,16
9:41,356,Illinois Defensive Rebound.,17,16
9:12,356,Malcolm Hill missed Jumper.,17,16
9:12,356,Michael Finke Offensive Rebound.,17,16
8:47,356,Mike Thorne Jr. missed Jumper.,17,16
8:47,356,Michael Finke Offensive Rebound.,17,16
8:43,356,Tracy Abrams missed Three Point Jumper.,17,16
8:43,356,Mike Thorne Jr. Offensive Rebound.,17,16
8:38,356,Michael Finke missed Jumper.,17,16
8:38,52,Florida St Defensive Rebound.,17,16
8:11,52,Michael Ojo missed Jumper.,17,16
8:11,356,Mike Thorne Jr. Defensive Rebound.,17,16
7:44,356,Malcolm Hill missed Jumper.,17,16
7:44,356,Illinois Offensive Rebound.,17,16
7:42,52,Foul on Xavier Rathan-Mayes.,17,16
7:42,356,Official TV Timeout,17,16
7:17,356,Malcolm Hill missed Jumper.,17,16
7:17,52,Dwayne Bacon Defensive Rebound.,17,16
7:00,52,Dwayne Bacon missed Jumper.,17,16
7:00,356,Maverick Morgan Defensive Rebound.,17,16
6:50,356,Leron Black missed Jumper.,17,16
6:50,52,Jonathan Isaac Block.,17,16
6:50,52,Jonathan Isaac Defensive Rebound.,17,16
6:34,52,Trent Forrest made Jumper.,19,16
6:34,356,Foul on Jaylon Tate.,19,16
6:34,52,Trent Forrest made Free Throw.,20,16
6:20,356,Te'Jon Lucas made Jumper.,20,18
5:53,52,Dwayne Bacon Turnover.,20,18
5:53,356,Malcolm Hill Steal.,20,18
5:53,52,Foul on Jarquez Smith.,20,18
5:31,52,Foul on Jarquez Smith.,20,18
5:31,356,Jalen Coleman-Lands made Free Throw.,20,19
5:31,356,Jalen Coleman-Lands made Free Throw.,20,20
5:20,52,CJ Walker missed Layup.,20,20
5:20,52,Michael Ojo Offensive Rebound.,20,20
5:04,52,Phil Cofer made Layup.,22,20
4:44,52,Foul on Michael Ojo.,22,20
4:44,356,Leron Black made Free Throw.,22,21
4:44,356,Leron Black made Free Throw.,22,22
4:24,52,Phil Cofer missed Jumper.,22,22
4:24,52,Michael Ojo Offensive Rebound.,22,22
4:19,52,Michael Ojo made Dunk.,24,22
4:00,356,Aaron Jordan missed Three Point Jumper.,24,22
4:00,52,Phil Cofer Defensive Rebound.,24,22
3:50,356,Foul on Leron Black.,24,22
3:50,356,Official TV Timeout,24,22
3:49,52,Braian Angola-Rodas made Three Point Jumper. Assisted by CJ Walker.,27,22
3:28,356,Leron Black missed Jumper.,27,22
3:28,52,Michael Ojo Defensive Rebound.,27,22
3:19,52,Trent Forrest missed Jumper.,27,22
3:19,356,Leron Black Defensive Rebound.,27,22
3:10,52,Foul on Michael Ojo.,27,22
2:58,356,Tracy Abrams missed Jumper.,27,22
2:58,356,Leron Black Offensive Rebound.,27,22
2:52,356,Leron Black missed Layup.,27,22
2:52,52,Christ Koumadje Block.,27,22
2:52,356,Malcolm Hill Offensive Rebound.,27,22
2:47,356,Jalen Coleman-Lands missed Three Point Jumper.,27,22
2:47,356,Maverick Morgan Offensive Rebound.,27,22
2:29,356,Leron Black missed Jumper.,27,22
2:29,52,Trent Forrest Defensive Rebound.,27,22
2:12,52,Braian Angola-Rodas missed Dunk.,27,22
2:12,356,Malcolm Hill Defensive Rebound.,27,22
2:01,356,Malcolm Hill made Three Point Jumper. Assisted by Jalen Coleman-Lands.,27,25
1:46,52,Florida St  Timeout,27,25
1:24,52,Terance Mann missed Jumper.,27,25
1:24,356,Tracy Abrams Defensive Rebound.,27,25
1:13,356,Michael Finke missed Three Point Jumper.,27,25
1:13,52,Terance Mann Defensive Rebound.,27,25
0:58,52,Dwayne Bacon made Three Point Jumper. Assisted by Jonathan Isaac.,30,25
0:50,356,Illinois  Timeout,30,25
0:38,356,Malcolm Hill made Jumper.,30,27
0:05,52,Xavier Rathan-Mayes missed Three Point Jumper.,30,27
0:05,356,Malcolm Hill Defensive Rebound.,30,27
0:00,356,End of 1st half,30,27
20:00,356,Jump Ball won by Illinois,30,27
19:30,356,Jaylon Tate missed Three Point Jumper.,30,27
19:30,356,Illinois Offensive Rebound.,30,27
19:30,356,Illinois  Turnover.,30,27
19:14,52,Jonathan Isaac Turnover.,30,27
19:13,356,Foul on Jaylon Tate.,30,27
19:13,356,Jaylon Tate Turnover.,30,27
19:07,52,Jonathan Isaac made Dunk. Assisted by Dwayne Bacon.,32,27
18:59,356,Mike Thorne Jr. made Dunk. Assisted by Jaylon Tate.,32,29
18:46,52,Jonathan Isaac Turnover.,32,29
18:20,356,Tracy Abrams missed Three Point Jumper.,32,29
18:20,356,Michael Finke Offensive Rebound.,32,29
18:11,52,Foul on Terance Mann.,32,29
18:11,356,Malcolm Hill made Free Throw.,32,30
18:11,356,Malcolm Hill made Free Throw.,32,31
18:11,356,Malcolm Hill made Free Throw.,32,32
17:48,52,Dwayne Bacon made Three Point Jumper.,35,32
17:31,356,Malcolm Hill made Jumper. Assisted by Jaylon Tate.,35,34
17:13,52,Terance Mann missed Layup.,35,34
17:13,356,Michael Finke Defensive Rebound.,35,34
16:42,356,Jalen Coleman-Lands missed Jumper.,35,34
16:42,52,Michael Ojo Defensive Rebound.,35,34
16:30,52,Dwayne Bacon missed Layup.,35,34
16:30,52,Florida St Offensive Rebound.,35,34
16:14,52,Jonathan Isaac Turnover.,35,34
15:55,356,Malcolm Hill made Jumper.,35,36
15:40,52,Dwayne Bacon missed Layup.,35,36
15:40,52,Michael Ojo Offensive Rebound.,35,36
15:34,52,Dwayne Bacon made Layup.,37,36
15:34,356,Foul on Jalen Coleman-Lands.,37,36
15:34,356,Official TV Timeout,37,36
15:34,52,Dwayne Bacon missed Free Throw.,37,36
15:34,356,Malcolm Hill Defensive Rebound.,37,36
15:08,356,Jalen Coleman-Lands Turnover.,37,36
14:54,52,Dwayne Bacon made Jumper.,39,36
14:25,356,Te'Jon Lucas missed Three Point Jumper.,39,36
14:25,356,Malcolm Hill Offensive Rebound.,39,36
14:13,52,Foul on Terance Mann.,39,36
14:13,356,Leron Black made Free Throw.,39,37
14:13,356,Leron Black made Free Throw.,39,38
14:03,52,Dwayne Bacon missed Jumper.,39,38
14:03,356,Maverick Morgan Defensive Rebound.,39,38
13:54,356,Te'Jon Lucas missed Layup.,39,38
13:54,356,Leron Black Offensive Rebound.,39,38
13:54,356,Leron Black made Two Point Tip Shot.,39,40
13:36,52,Xavier Rathan-Mayes missed Three Point Jumper.,39,40
13:36,52,Phil Cofer Offensive Rebound.,39,40
13:30,356,Foul on Leron Black.,39,40
13:30,52,Phil Cofer missed Free Throw.,39,40
13:30,52,Florida St Deadball Team Rebound.,39,40
13:30,52,Phil Cofer missed Free Throw.,39,40
13:30,356,Mike Thorne Jr. Defensive Rebound.,39,40
13:07,356,Leron Black missed Three Point Jumper.,39,40
13:07,52,CJ Walker Defensive Rebound.,39,40
12:57,52,CJ Walker missed Jumper.,39,40
12:57,356,Leron Black Defensive Rebound.,39,40
12:47,52,Foul on CJ Walker.,39,40
12:35,356,Te'Jon Lucas made Jumper.,39,42
12:16,52,Dwayne Bacon made Three Point Jumper.,42,42
11:55,356,Te'Jon Lucas made Layup.,42,44
11:55,356,Official TV Timeout,42,44
11:50,52,Dwayne Bacon missed Three Point Jumper.,42,44
11:50,52,Florida St Offensive Rebound.,42,44
11:47,356,Foul on Michael Finke.,42,44
11:40,52,CJ Walker missed Jumper.,42,44
11:40,52,Trent Forrest Offensive Rebound.,42,44
11:40,52,Trent Forrest made Two Point Tip Shot.,44,44
11:15,356,Mike Thorne Jr. missed Layup.,44,44
11:15,52,Christ Koumadje Block.,44,44
11:15,52,Jonathan Isaac Defensive Rebound.,44,44
11:05,52,Trent Forrest missed Layup.,44,44
11:05,52,Dwayne Bacon Offensive Rebound.,44,44
11:01,52,Jump Ball won by Florida St,44,44
10:45,52,Dwayne Bacon missed Jumper.,44,44
10:45,52,Trent Forrest Offensive Rebound.,44,44
10:35,356,Foul on Malcolm Hill.,44,44
10:18,52,Xavier Rathan-Mayes missed Jumper.,44,44
10:18,356,Illinois Defensive Rebound.,44,44
9:57,356,Tracy Abrams Turnover.,44,44
9:57,52,Trent Forrest Steal.,44,44
9:52,52,CJ Walker made Layup. Assisted by Trent Forrest.,46,44
9:52,356,Foul on Malcolm Hill.,46,44
9:52,52,CJ Walker made Free Throw.,47,44
9:35,356,Tracy Abrams Turnover.,47,44
9:35,52,Trent Forrest Steal.,47,44
9:30,356,Foul on Jalen Coleman-Lands.,47,44
9:30,52,Trent Forrest made Free Throw.,48,44
9:30,52,Trent Forrest made Free Throw.,49,44
9:14,356,Jalen Coleman-Lands missed Jumper.,49,44
9:14,52,Christ Koumadje Block.,49,44
9:14,52,CJ Walker Defensive Rebound.,49,44
8:57,52,Xavier Rathan-Mayes made Layup.,51,44
8:55,356,Illinois  Timeout,51,44
8:46,356,Jump Ball won by Illinois,51,44
8:46,356,Illinois  Timeout,51,44
8:28,356,Jalen Coleman-Lands missed Three Point Jumper.,51,44
8:28,356,Michael Finke Offensive Rebound.,51,44
8:24,52,Foul on Christ Koumadje.,51,44
8:24,356,Michael Finke made Free Throw.,51,45
8:24,356,Michael Finke made Free Throw.,51,46
8:10,52,Xavier Rathan-Mayes made Jumper.,53,46
7:50,356,Leron Black made Jumper. Assisted by Te'Jon Lucas.,53,48
7:23,52,Jonathan Isaac made Layup. Assisted by Xavier Rathan-Mayes.,55,48
7:07,356,Leron Black made Jumper. Assisted by Te'Jon Lucas.,55,50
6:45,52,Jonathan Isaac made Three Point Jumper.,58,50
6:29,52,Foul on CJ Walker.,58,50
6:29,356,Official TV Timeout,58,50
6:15,356,Leron Black Turnover.,58,50
6:15,52,Trent Forrest Steal.,58,50
6:15,52,Jump Ball won by Florida St,58,50
6:03,52,CJ Walker made Layup.,60,50
5:40,52,Foul on Michael Ojo.,60,50
5:30,52,Foul on Xavier Rathan-Mayes.,60,50
5:30,356,Malcolm Hill made Free Throw.,60,51
5:30,356,Malcolm Hill missed Free Throw.,60,51
5:30,52,Jonathan Isaac Defensive Rebound.,60,51
5:10,52,Jonathan Isaac made Three Point Jumper. Assisted by Xavier Rathan-Mayes.,63,51
4:33,356,Jaylon Tate Turnover.,63,51
4:33,52,CJ Walker Steal.,63,51
4:10,356,Foul on Tracy Abrams.,63,51
4:10,52,Xavier Rathan-Mayes made Free Throw.,64,51
4:10,52,Xavier Rathan-Mayes missed Free Throw.,64,51
4:10,356,Leron Black Defensive Rebound.,64,51
3:45,356,Malcolm Hill Turnover.,64,51
3:45,52,Trent Forrest Steal.,64,51
3:40,52,Xavier Rathan-Mayes made Layup. Assisted by Trent Forrest.,66,51
3:26,356,Tracy Abrams missed Layup.,66,51
3:26,356,Jalen Coleman-Lands Offensive Rebound.,66,51
3:12,52,Foul on CJ Walker.,66,51
3:12,356,Official TV Timeout,66,51
3:12,356,Tracy Abrams made Free Throw.,66,52
3:12,356,Tracy Abrams made Free Throw.,66,53
2:49,52,Foul on Trent Forrest.,66,53
2:49,52,Trent Forrest Turnover.,66,53
2:29,356,Jalen Coleman-Lands missed Three Point Jumper.,66,53
2:29,52,Michael Ojo Defensive Rebound.,66,53
2:00,52,Xavier Rathan-Mayes missed Jumper.,66,53
2:00,356,Michael Finke Defensive Rebound.,66,53
1:53,356,Tracy Abrams missed Layup.,66,53
1:53,52,Trent Forrest Block.,66,53
1:53,52,CJ Walker Defensive Rebound.,66,53
1:46,356,Foul on Tracy Abrams.,66,53
1:46,52,Terance Mann made Free Throw.,67,53
1:46,52,Terance Mann missed Free Throw.,67,53
1:46,356,Leron Black Defensive Rebound.,67,53
1:34,52,Foul on Xavier Rathan-Mayes.,67,53
1:34,356,Te'Jon Lucas missed Free Throw.,67,53
1:34,356,Illinois Deadball Team Rebound.,67,53
1:34,356,Te'Jon Lucas made Free Throw.,67,54
1:29,356,Foul on Te'Jon Lucas.,67,54
1:29,52,Xavier Rathan-Mayes made Free Throw.,68,54
1:29,52,Xavier Rathan-Mayes made Free Throw.,69,54
1:19,52,Foul on Jonathan Isaac.,69,54
1:19,356,Leron Black made Free Throw.,69,55
1:19,356,Leron Black made Free Throw.,69,56
1:15,356,Foul on Jaylon Tate.,69,56
1:15,52,Xavier Rathan-Mayes missed Free Throw.,69,56
1:15,52,Florida St Deadball Team Rebound.,69,56
1:15,52,Xavier Rathan-Mayes made Free Throw.,70,56
1:09,356,Te'Jon Lucas missed Layup.,70,56
1:09,356,Leron Black Offensive Rebound.,70,56
1:09,52,Foul on Jonathan Isaac.,70,56
1:09,356,Leron Black made Free Throw.,70,57
1:09,356,Leron Black missed Free Throw.,70,57
1:09,52,Jonathan Isaac Defensive Rebound.,70,57
0:56,356,Foul on Te'Jon Lucas.,70,57
0:56,52,Dwayne Bacon missed Free Throw.,70,57
0:56,52,Florida St Deadball Team Rebound.,70,57
0:56,52,Dwayne Bacon made Free Throw.,71,57
0:49,356,Malcolm Hill missed Three Point Jumper.,71,57
0:49,356,Leron Black Offensive Rebound.,71,57
0:45,356,Leron Black made Jumper.,71,59
0:33,356,Foul on Te'Jon Lucas.,71,59
0:33,52,Dwayne Bacon made Free Throw.,72,59
0:33,52,Dwayne Bacon missed Free Throw.,72,59
0:33,356,Leron Black Defensive Rebound.,72,59
0:27,356,Te'Jon Lucas missed Three Point Jumper.,72,59
0:27,52,Jonathan Isaac Defensive Rebound.,72,59
0:22,52,Jonathan Isaac Turnover.,72,59
0:22,356,Malcolm Hill Steal.,72,59
0:20,356,Malcolm Hill made Layup.,72,61
0:20,356,Illinois  Timeout,72,61
0:00,356,End of Game,72,61
