Lehigh,344,Mississippi State,2329
14:20,344,Aric Holman Offensive Rebound.,10,10
14:15,344,Lamar Peters made Three Point Jumper. Assisted by Aric Holman.,10,13
13:48,2329,Pat Andree missed Jumper.,10,13
13:48,344,Lamar Peters Defensive Rebound.,10,13
13:42,344,Tyson Carter made Layup.,10,15
13:36,2329,Pat Andree made Layup. Assisted by Kahron Ross.,12,15
13:13,344,Lamar Peters missed Three Point Jumper.,12,15
13:13,2329,Tim Kempton Defensive Rebound.,12,15
13:03,2329,Pat Andree missed Three Point Jumper.,12,15
13:03,344,Schnider Herard Defensive Rebound.,12,15
12:52,344,Tyson Carter made Jumper.,12,17
12:41,2329,Kyle Leufroy made Layup.,14,17
12:25,344,Tyson Carter missed Three Point Jumper.,14,17
12:25,2329,Tim Kempton Defensive Rebound.,14,17
12:16,2329,Tim Kempton missed Three Point Jumper.,14,17
12:16,344,Eli Wright Defensive Rebound.,14,17
11:56,344,Aric Holman Turnover.,14,17
11:56,344,Official TV Timeout,14,17
11:42,2329,Pat Andree missed Three Point Jumper.,14,17
11:42,2329,Matt Holba Offensive Rebound.,14,17
11:35,2329,Pat Andree made Layup. Assisted by Kyle Leufroy.,16,17
11:22,344,Eli Wright missed Layup.,16,17
11:22,2329,Matt Holba Defensive Rebound.,16,17
11:14,2329,Jordan Cohen Turnover.,16,17
10:56,344,Mario Kegler Turnover.,16,17
10:56,2329,Pat Andree Steal.,16,17
10:56,344,Foul on Mario Kegler.,16,17
10:47,2329,Kahron Ross missed Jumper.,16,17
10:47,344,E.J. Datcher Defensive Rebound.,16,17
10:24,344,I.J. Ready missed Jumper.,16,17
10:24,2329,Brandon Alston Defensive Rebound.,16,17
10:23,344,Foul on E.J. Datcher.,16,17
10:11,2329,Brandon Alston Turnover.,16,17
10:05,344,Tyson Carter Steal.,16,17
10:03,344,Lamar Peters missed Three Point Jumper.,16,17
10:03,344,Mississippi St Offensive Rebound.,16,17
9:51,344,Tyson Carter missed Three Point Jumper.,16,17
9:51,2329,Kyle Leufroy Defensive Rebound.,16,17
9:44,2329,Kyle Leufroy missed Layup.,16,17
9:44,344,Mario Kegler Defensive Rebound.,16,17
9:34,344,Mario Kegler missed Three Point Jumper.,16,17
9:34,2329,Kyle Leufroy Defensive Rebound.,16,17
9:19,2329,Pat Andree missed Three Point Jumper.,16,17
9:19,2329,Matt Holba Offensive Rebound.,16,17
9:16,2329,Pat Andree made Layup. Assisted by Matt Holba.,18,17
9:16,344,Mississippi St  Timeout,18,17
8:51,344,Lamar Peters missed Three Point Jumper.,18,17
8:51,2329,Pat Andree Defensive Rebound.,18,17
8:49,344,Foul on Aric Holman.,18,17
8:23,2329,Tim Kempton made Jumper.,20,17
8:03,344,I.J. Ready Turnover.,20,17
8:01,2329,Matt Holba Steal.,20,17
7:58,2329,Tim Kempton Turnover.,20,17
7:58,2329,Foul on Tim Kempton.,20,17
7:58,344,Official TV Timeout,20,17
7:36,344,Lamar Peters Turnover.,20,17
7:35,2329,Kahron Ross Steal.,20,17
7:27,344,Foul on Lamar Peters.,20,17
7:22,2329,Austin Price missed Jumper.,20,17
7:22,344,Aric Holman Defensive Rebound.,20,17
6:57,344,Eli Wright missed Three Point Jumper.,20,17
6:57,2329,Austin Price Defensive Rebound.,20,17
6:47,2329,Kahron Ross Turnover.,20,17
6:45,344,I.J. Ready Steal.,20,17
6:40,344,Aric Holman missed Jumper.,20,17
6:40,2329,Kahron Ross Defensive Rebound.,20,17
6:16,2329,Jordan Cohen missed Three Point Jumper.,20,17
6:16,344,Tyson Carter Defensive Rebound.,20,17
6:10,2329,Foul on Jordan Cohen.,20,17
6:10,344,I.J. Ready made Free Throw.,20,18
6:10,344,I.J. Ready missed Free Throw.,20,18
6:10,2329,Pat Andree Defensive Rebound.,20,18
5:53,2329,Matt Holba made Jumper. Assisted by Kyle Leufroy.,22,18
5:25,344,I.J. Ready missed Three Point Jumper.,22,18
5:25,2329,Jordan Cohen Defensive Rebound.,22,18
5:14,2329,Kahron Ross made Three Point Jumper.,25,18
5:13,344,Mississippi St  Timeout,25,18
4:49,344,Mario Kegler missed Jumper.,25,18
4:49,2329,Matt Holba Defensive Rebound.,25,18
4:41,2329,Pat Andree missed Three Point Jumper.,25,18
4:41,344,Aric Holman Defensive Rebound.,25,18
4:33,2329,Foul on Matt Holba.,25,18
4:33,344,Tyson Carter made Free Throw.,25,19
4:33,344,Tyson Carter made Free Throw.,25,20
4:20,2329,Pat Andree missed Jumper.,25,20
4:20,344,Tyson Carter Defensive Rebound.,25,20
4:01,344,Mario Kegler Turnover.,25,20
3:46,2329,Austin Price missed Layup.,25,20
3:46,344,E.J. Datcher Block.,25,20
3:43,2329,Lehigh Offensive Rebound.,25,20
3:43,344,Official TV Timeout,25,20
3:33,2329,Tim Kempton missed Jumper.,25,20
3:33,2329,Jordan Cohen Offensive Rebound.,25,20
3:28,2329,Austin Price made Three Point Jumper. Assisted by Jordan Cohen.,28,20
3:03,344,Lamar Peters missed Jumper.,28,20
3:03,2329,Jordan Cohen Defensive Rebound.,28,20
2:55,2329,Austin Price made Three Point Jumper. Assisted by Kyle Leufroy.,31,20
2:30,344,Mario Kegler made Layup.,31,22
2:03,2329,Matt Holba missed Layup.,31,22
2:03,344,Mario Kegler Defensive Rebound.,31,22
1:51,344,Aric Holman missed Jumper.,31,22
1:51,344,Mario Kegler Offensive Rebound.,31,22
1:49,344,Mario Kegler made Jumper.,31,24
1:34,2329,Tim Kempton made Jumper. Assisted by Matt Holba.,33,24
1:12,2329,Foul on Tim Kempton.,33,24
1:12,344,Aric Holman made Free Throw.,33,25
1:12,344,Aric Holman made Free Throw.,33,26
0:45,2329,Kyle Leufroy made Three Point Jumper. Assisted by Kahron Ross.,36,26
0:28,344,Tyson Carter made Three Point Jumper. Assisted by Aric Holman.,36,29
0:02,2329,Matt Holba made Jumper. Assisted by Kahron Ross.,38,29
0:00,344,End of 1st half,38,29
19:51,2329,Foul on Austin Price.,38,29
19:46,344,Aric Holman Turnover.,38,29
19:42,2329,Austin Price Steal.,38,29
19:42,2329,Kahron Ross made Layup.,40,29
19:42,344,Foul on Tyson Carter.,40,29
19:42,2329,Kahron Ross made Free Throw.,41,29
19:20,344,Tyson Carter made Jumper.,41,31
19:07,2329,Austin Price made Layup.,43,31
18:50,344,Aric Holman made Jumper. Assisted by I.J. Ready.,43,33
18:37,2329,Kahron Ross made Three Point Jumper. Assisted by Matt Holba.,46,33
18:14,344,Mario Kegler made Three Point Jumper. Assisted by Lamar Peters.,46,36
18:04,2329,Tim Kempton Turnover.,46,36
18:04,344,Aric Holman Steal.,46,36
17:48,344,Aric Holman made Jumper.,46,38
17:35,2329,Kahron Ross made Layup.,48,38
17:13,344,Lamar Peters made Three Point Jumper. Assisted by I.J. Ready.,48,41
17:02,2329,Matt Holba made Layup.,50,41
16:39,344,Mario Kegler missed Jumper.,50,41
16:39,2329,Matt Holba Defensive Rebound.,50,41
16:33,2329,Kahron Ross missed Three Point Jumper.,50,41
16:33,344,Aric Holman Defensive Rebound.,50,41
16:09,344,Mario Kegler missed Jumper.,50,41
16:09,2329,Tim Kempton Defensive Rebound.,50,41
16:09,344,Foul on Mario Kegler.,50,41
16:01,2329,Matt Holba missed Three Point Jumper.,50,41
16:01,344,Schnider Herard Defensive Rebound.,50,41
15:57,2329,Foul on Kahron Ross.,50,41
15:57,344,Official TV Timeout,50,41
15:43,344,Lamar Peters missed Jumper.,50,41
15:43,2329,Pat Andree Defensive Rebound.,50,41
15:33,2329,Kahron Ross missed Layup.,50,41
15:33,344,I.J. Ready Defensive Rebound.,50,41
15:27,344,I.J. Ready made Jumper.,50,43
15:17,2329,Pat Andree made Three Point Jumper.,53,43
14:52,344,Tyson Carter missed Three Point Jumper.,53,43
14:52,2329,Lehigh Defensive Rebound.,53,43
14:41,2329,Kahron Ross made Layup.,55,43
14:36,344,E.J. Datcher Turnover.,55,43
14:30,2329,Austin Price made Three Point Jumper. Assisted by Kahron Ross.,58,43
14:12,2329,Foul on Pat Andree.,58,43
14:10,344,Tyson Carter missed Jumper.,58,43
14:10,2329,Austin Price Block.,58,43
14:08,2329,Matt Holba Defensive Rebound.,58,43
14:02,2329,Kahron Ross Turnover.,58,43
14:01,344,Eli Wright Steal.,58,43
13:59,344,I.J. Ready made Layup.,58,45
13:43,2329,Pat Andree missed Jumper.,58,45
13:43,344,I.J. Ready Defensive Rebound.,58,45
13:37,2329,Foul on Kahron Ross.,58,45
13:37,344,I.J. Ready made Free Throw.,58,46
13:37,344,I.J. Ready missed Free Throw.,58,46
13:37,2329,Austin Price Defensive Rebound.,58,46
13:15,2329,Austin Price missed Three Point Jumper.,58,46
13:15,344,Lamar Peters Defensive Rebound.,58,46
13:08,2329,Foul on Jordan Cohen.,58,46
13:08,344,Eli Wright made Free Throw.,58,47
13:08,344,Eli Wright made Free Throw.,58,48
12:43,2329,Austin Price Turnover.,58,48
12:43,2329,Lehigh  Timeout,58,48
12:43,344,Official TV Timeout,58,48
12:23,344,Tyson Carter missed Jumper.,58,48
12:23,2329,Tim Kempton Defensive Rebound.,58,48
12:15,2329,Brandon Alston made Jumper. Assisted by Austin Price.,60,48
11:50,344,Mario Kegler Turnover.,60,48
11:48,2329,Brandon Alston Steal.,60,48
11:45,344,Foul on Aric Holman.,60,48
11:45,344,Official TV Timeout,60,48
11:27,2329,Austin Price missed Layup.,60,48
11:27,344,Aric Holman Block.,60,48
11:26,2329,Lehigh Offensive Rebound.,60,48
11:18,2329,Tim Kempton missed Jumper.,60,48
11:18,2329,Jordan Cohen Offensive Rebound.,60,48
11:15,2329,Jordan Cohen missed Two Point Tip Shot.,60,48
11:15,2329,Jordan Cohen Offensive Rebound.,60,48
11:01,344,Foul on Aric Holman.,60,48
11:01,2329,Tim Kempton made Free Throw.,61,48
11:01,2329,Tim Kempton made Free Throw.,62,48
10:38,344,I.J. Ready missed Three Point Jumper.,62,48
10:38,2329,Jordan Cohen Defensive Rebound.,62,48
10:33,2329,Kyle Leufroy made Jumper.,64,48
10:33,344,Mario Kegler missed Three Point Jumper.,64,48
10:33,2329,Matt Holba Defensive Rebound.,64,48
9:56,2329,Jordan Cohen Turnover.,64,48
9:43,344,Tyson Carter missed Jumper.,64,48
9:43,2329,Matt Holba Defensive Rebound.,64,48
9:21,2329,Kyle Leufroy missed Three Point Jumper.,64,48
9:21,344,Mario Kegler Defensive Rebound.,64,48
9:11,344,I.J. Ready made Jumper.,64,50
8:55,2329,Kyle Leufroy made Layup.,66,50
8:38,344,Tyson Carter missed Jumper.,66,50
8:38,344,Mario Kegler Offensive Rebound.,66,50
8:23,344,I.J. Ready made Jumper.,66,52
8:10,2329,Kyle Leufroy missed Jumper.,66,52
8:10,344,I.J. Ready Defensive Rebound.,66,52
8:02,344,I.J. Ready made Layup.,66,54
7:48,2329,Matt Holba made Three Point Jumper. Assisted by Kahron Ross.,69,54
7:30,344,Eli Wright Turnover.,69,54
7:28,2329,Kyle Leufroy Steal.,69,54
7:27,2329,Kyle Leufroy made Layup.,71,54
7:08,2329,Foul on Brandon Alston.,71,54
7:08,344,Official TV Timeout,71,54
6:54,344,Tyson Carter missed Three Point Jumper.,71,54
6:54,2329,Kyle Leufroy Defensive Rebound.,71,54
6:48,344,Foul on Aric Holman.,71,54
6:48,2329,Matt Holba made Free Throw.,72,54
6:48,2329,Matt Holba made Free Throw.,73,54
6:35,344,Tyson Carter Turnover.,73,54
6:35,344,Foul on Tyson Carter.,73,54
6:06,2329,Austin Price missed Three Point Jumper.,73,54
6:06,344,I.J. Ready Defensive Rebound.,73,54
5:59,344,I.J. Ready made Jumper.,73,56
5:59,2329,Foul on Austin Price.,73,56
5:59,344,I.J. Ready made Free Throw.,73,57
5:45,2329,Tim Kempton made Layup.,75,57
5:41,2329,Foul on Kyle Leufroy.,75,57
5:41,344,Tyson Carter made Free Throw.,75,58
5:41,344,Tyson Carter made Free Throw.,75,59
5:25,2329,Tim Kempton made Jumper.,77,59
5:25,344,Foul on Tyson Carter.,77,59
5:25,2329,Tim Kempton made Free Throw.,78,59
5:15,344,Schnider Herard missed Jumper.,78,59
5:15,2329,Lehigh Defensive Rebound.,78,59
5:00,2329,Tim Kempton made Jumper. Assisted by Austin Price.,80,59
4:38,2329,Foul on Tim Kempton.,80,59
4:38,344,Mario Kegler made Free Throw.,80,60
4:38,344,Mario Kegler made Free Throw.,80,61
4:20,2329,Pat Andree missed Three Point Jumper.,80,61
4:20,344,Schnider Herard Defensive Rebound.,80,61
4:14,344,I.J. Ready missed Layup.,80,61
4:14,2329,Kahron Ross Block.,80,61
4:14,344,Mississippi St Offensive Rebound.,80,61
4:12,344,I.J. Ready missed Jumper.,80,61
4:12,344,Mario Kegler Offensive Rebound.,80,61
4:10,344,Mario Kegler made Jumper.,80,63
4:01,2329,Kahron Ross Turnover.,80,63
3:47,344,Tyson Carter missed Three Point Jumper.,80,63
3:47,2329,Austin Price Defensive Rebound.,80,63
3:24,344,Foul on I.J. Ready.,80,63
3:24,344,Official TV Timeout,80,63
3:24,2329,Pat Andree made Free Throw.,81,63
3:24,2329,Pat Andree made Free Throw.,82,63
3:14,344,Schnider Herard made Layup. Assisted by I.J. Ready.,82,65
2:49,2329,Kahron Ross missed Three Point Jumper.,82,65
2:49,344,Mississippi St Defensive Rebound.,82,65
2:19,344,Lamar Peters made Three Point Jumper. Assisted by I.J. Ready.,82,68
1:59,2329,Kyle Leufroy made Jumper.,84,68
1:36,344,I.J. Ready made Three Point Jumper.,84,71
1:15,2329,Tim Kempton missed Jumper.,84,71
1:15,344,Mario Kegler Defensive Rebound.,84,71
1:07,344,I.J. Ready made Jumper.,84,73
0:47,2329,Kahron Ross made Three Point Jumper.,87,73
0:27,344,I.J. Ready missed Jumper.,87,73
0:27,2329,Tim Kempton Defensive Rebound.,87,73
0:00,344,End of Game,87,73
