Texas A&amp;M-CC,197,Oklahoma State,357
13:14,197,Leyton Hammonds missed Jumper.,13,13
13:14,357,Jake Kocher Defensive Rebound.,13,13
12:59,357,Ehab Amin made Jumper.,15,13
12:38,197,Jeffrey Carroll made Layup.,15,15
12:38,357,Foul on Jake Kocher.,15,15
12:38,197,Jeffrey Carroll missed Free Throw.,15,15
12:38,357,Texas A&M-CC Defensive Rebound.,15,15
12:32,197,Foul on Jawun Evans.,15,15
12:30,357,Perry Francois missed Dunk.,15,15
12:30,197,Lindy Waters III Block.,15,15
12:28,197,Phil Forte III Defensive Rebound.,15,15
12:27,357,Foul on Kareem South.,15,15
12:18,197,Brandon Averette missed Jumper.,15,15
12:18,197,Mitchell Solomon Offensive Rebound.,15,15
12:14,197,Mitchell Solomon made Layup.,15,17
11:58,357,Perry Francois made Jumper.,17,17
11:46,197,Lindy Waters III Turnover.,17,17
11:45,357,Joseph Kilgore Steal.,17,17
11:33,357,Colin Hale missed Layup.,17,17
11:33,357,Perry Francois Offensive Rebound.,17,17
11:29,357,Jake Kocher missed Three Point Jumper.,17,17
11:29,197,Lindy Waters III Defensive Rebound.,17,17
11:19,197,Jeffrey Carroll missed Three Point Jumper.,17,17
11:19,197,Jeffrey Carroll Offensive Rebound.,17,17
11:14,197,Jeffrey Carroll missed Dunk.,17,17
11:14,197,Mitchell Solomon Offensive Rebound.,17,17
11:01,197,Phil Forte III made Jumper. Assisted by Jeffrey Carroll.,17,19
10:54,357,Joseph Kilgore Turnover.,17,19
10:54,197,Official TV Timeout,17,19
10:42,197,Davon Dillard missed Layup.,17,19
10:42,357,Rashawn Thomas Block.,17,19
10:37,197,Jeffrey Carroll Offensive Rebound.,17,19
10:37,197,Brandon Averette made Layup. Assisted by Jeffrey Carroll.,17,21
10:29,357,Rashawn Thomas Turnover.,17,21
10:28,197,Lucas N'Guessan Steal.,17,21
10:26,197,Jeffrey Carroll made Layup. Assisted by Phil Forte III.,17,23
10:08,357,Rashawn Thomas made Layup.,19,23
9:51,197,Jeffrey Carroll missed Layup.,19,23
9:51,197,Phil Forte III Offensive Rebound.,19,23
9:46,197,Brandon Averette made Three Point Jumper. Assisted by Phil Forte III.,19,26
9:29,357,Rashawn Thomas missed Jumper.,19,26
9:29,197,Jeffrey Carroll Defensive Rebound.,19,26
9:20,357,Foul on Joseph Kilgore.,19,26
9:20,197,Jeffrey Carroll made Free Throw.,19,27
9:20,197,Jeffrey Carroll made Free Throw.,19,28
9:03,357,Joseph Kilgore missed Layup.,19,28
9:03,197,Brandon Averette Defensive Rebound.,19,28
8:57,197,Thomas Dziagwa made Three Point Jumper. Assisted by Brandon Averette.,19,31
8:49,357,Texas A&M-CC  Timeout,19,31
8:40,357,Perry Francois made Jumper.,21,31
8:27,197,Thomas Dziagwa made Three Point Jumper. Assisted by Brandon Averette.,21,34
8:18,357,Ehab Amin missed Three Point Jumper.,21,34
8:18,197,Leyton Hammonds Defensive Rebound.,21,34
8:10,197,Brandon Averette missed Jumper.,21,34
8:10,357,Perry Francois Defensive Rebound.,21,34
7:41,357,Jake Kocher missed Layup.,21,34
7:41,357,Jake Kocher Offensive Rebound.,21,34
7:30,357,Jake Kocher made Layup. Assisted by Joseph Kilgore.,23,34
7:30,197,Foul on Leyton Hammonds.,23,34
7:30,197,Official TV Timeout,23,34
7:30,357,Jake Kocher missed Free Throw.,23,34
7:30,197,Jeffrey Carroll Defensive Rebound.,23,34
7:19,197,Thomas Dziagwa made Three Point Jumper. Assisted by Jeffrey Carroll.,23,37
7:09,357,Perry Francois Turnover.,23,37
7:08,197,Thomas Dziagwa Steal.,23,37
7:04,357,Foul on Perry Francois.,23,37
7:04,197,Jawun Evans made Free Throw.,23,38
7:04,197,Jawun Evans made Free Throw.,23,39
6:53,357,Perry Francois made Jumper. Assisted by Joseph Kilgore.,25,39
6:38,197,Thomas Dziagwa made Layup.,25,41
6:27,357,Rashawn Thomas missed Jumper.,25,41
6:27,197,Mitchell Solomon Defensive Rebound.,25,41
6:09,197,Jeffrey Carroll missed Layup.,25,41
6:09,357,Alex Holcombe Block.,25,41
6:06,357,Ehab Amin Defensive Rebound.,25,41
5:58,357,Joseph Kilgore Turnover.,25,41
5:42,197,Lindy Waters III missed Layup.,25,41
5:42,357,Texas A&M-CC Defensive Rebound.,25,41
5:39,357,Rashawn Thomas Turnover.,25,41
5:39,197,Brandon Averette Steal.,25,41
5:22,357,Foul on Joseph Kilgore.,25,41
5:22,197,Jeffrey Carroll made Free Throw.,25,42
5:22,197,Jeffrey Carroll missed Free Throw.,25,42
5:22,357,Alex Holcombe Defensive Rebound.,25,42
5:20,357,Alex Holcombe Turnover.,25,42
5:07,197,Phil Forte III missed Jumper.,25,42
5:07,357,Kareem South Defensive Rebound.,25,42
4:42,357,Rashawn Thomas missed Jumper.,25,42
4:42,197,Lindy Waters III Defensive Rebound.,25,42
4:33,197,Phil Forte III missed Three Point Jumper.,25,42
4:33,357,Rashawn Thomas Defensive Rebound.,25,42
4:18,357,Perry Francois missed Layup.,25,42
4:18,357,David Bloom Offensive Rebound.,25,42
4:15,357,David Bloom made Layup.,27,42
3:50,197,Davon Dillard missed Jumper.,27,42
3:50,197,Lucas N'Guessan Offensive Rebound.,27,42
3:46,197,Lucas N'Guessan missed Layup.,27,42
3:46,197,Davon Dillard Offensive Rebound.,27,42
3:44,197,Davon Dillard made Layup.,27,44
3:28,357,Kareem South missed Jumper.,27,44
3:28,357,Perry Francois Offensive Rebound.,27,44
3:27,197,Foul on Lucas N'Guessan.,27,44
3:27,357,Perry Francois missed Free Throw.,27,44
3:27,357,Perry Francois Offensive Rebound.,27,44
3:25,357,Perry Francois missed Jumper.,27,44
3:25,197,Davon Dillard Defensive Rebound.,27,44
3:23,357,Foul on Perry Francois.,27,44
3:23,197,Davon Dillard missed Free Throw.,27,44
3:23,197,Oklahoma St Deadball Team Rebound.,27,44
3:23,197,Davon Dillard made Free Throw.,27,45
3:06,357,Jake Kocher Turnover.,27,45
3:04,197,Davon Dillard Steal.,27,45
3:01,197,Thomas Dziagwa missed Three Point Jumper.,27,45
3:01,197,Mitchell Solomon Offensive Rebound.,27,45
2:54,357,Foul on Elijah Schmidt.,27,45
2:54,197,Jeffrey Carroll made Free Throw.,27,46
2:54,197,Jeffrey Carroll made Free Throw.,27,47
2:38,357,Elijah Schmidt made Jumper.,29,47
2:22,197,Jeffrey Carroll missed Three Point Jumper.,29,47
2:22,357,Rashawn Thomas Defensive Rebound.,29,47
2:11,357,Rashawn Thomas missed Layup.,29,47
2:11,197,Mitchell Solomon Defensive Rebound.,29,47
1:49,197,Mitchell Solomon Turnover.,29,47
1:48,357,Jake Kocher Steal.,29,47
1:45,357,Jake Kocher missed Layup.,29,47
1:45,357,Elijah Schmidt Offensive Rebound.,29,47
1:43,357,Elijah Schmidt missed Layup.,29,47
1:43,197,Mitchell Solomon Defensive Rebound.,29,47
1:38,197,Jeffrey Carroll missed Three Point Jumper.,29,47
1:38,357,Elijah Schmidt Defensive Rebound.,29,47
1:29,357,David Bloom made Layup. Assisted by Kareem South.,31,47
1:18,197,Lindy Waters III Turnover.,31,47
1:17,357,Ehab Amin Steal.,31,47
1:15,357,Joseph Kilgore missed Layup.,31,47
1:15,197,Mitchell Solomon Defensive Rebound.,31,47
1:06,357,Foul on Rashawn Thomas.,31,47
1:06,197,Phil Forte III made Free Throw.,31,48
1:06,197,Phil Forte III made Free Throw.,31,49
0:47,357,Ehab Amin missed Three Point Jumper.,31,49
0:47,357,Joseph Kilgore Offensive Rebound.,31,49
0:43,357,Joseph Kilgore made Layup.,33,49
0:24,197,Phil Forte III made Three Point Jumper. Assisted by Davon Dillard.,33,52
0:01,357,Joseph Kilgore missed Three Point Jumper.,33,52
0:01,197,Oklahoma St Defensive Rebound.,33,52
0:00,197,End of 1st half,33,52
19:50,197,Phil Forte III missed Three Point Jumper.,33,52
19:50,197,Leyton Hammonds Offensive Rebound.,33,52
19:36,357,Foul on Rashawn Thomas.,33,52
19:34,197,Leyton Hammonds made Jumper. Assisted by Lindy Waters III.,33,54
19:14,357,Jake Kocher made Layup. Assisted by Rashawn Thomas.,35,54
19:14,197,Foul on Phil Forte III.,35,54
19:14,357,Jake Kocher missed Free Throw.,35,54
19:14,197,Lucas N'Guessan Defensive Rebound.,35,54
18:57,197,Lindy Waters III made Layup. Assisted by Jawun Evans.,35,56
18:24,357,Joseph Kilgore missed Layup.,35,56
18:24,197,Jawun Evans Defensive Rebound.,35,56
18:14,197,Phil Forte III made Three Point Jumper. Assisted by Jawun Evans.,35,59
17:57,357,Kareem South Turnover.,35,59
17:47,197,Jawun Evans Turnover.,35,59
17:40,357,Rashawn Thomas missed Layup.,35,59
17:40,197,Leyton Hammonds Block.,35,59
17:39,357,Rashawn Thomas Offensive Rebound.,35,59
17:36,357,Rashawn Thomas made Layup.,37,59
17:31,197,Jawun Evans missed Layup.,37,59
17:31,357,Jake Kocher Defensive Rebound.,37,59
17:20,357,Joseph Kilgore missed Layup.,37,59
17:20,197,Lindy Waters III Defensive Rebound.,37,59
17:13,197,Mitchell Solomon made Layup. Assisted by Phil Forte III.,37,61
16:53,197,Foul on Jawun Evans.,37,61
16:52,357,Ehab Amin Turnover.,37,61
16:51,197,Thomas Dziagwa Steal.,37,61
16:47,197,Brandon Averette missed Layup.,37,61
16:47,357,Ehab Amin Defensive Rebound.,37,61
16:36,197,Foul on Thomas Dziagwa.,37,61
16:36,357,Ehab Amin made Layup.,39,61
16:36,357,Ehab Amin made Free Throw.,40,61
16:28,197,Brandon Averette Turnover.,40,61
16:28,357,Joseph Kilgore Steal.,40,61
16:28,197,Foul on Mitchell Solomon.,40,61
16:09,357,Rashawn Thomas made Jumper.,42,61
15:45,197,Davon Dillard made Layup.,42,63
15:45,357,Foul on Jake Kocher.,42,63
15:45,197,Official TV Timeout,42,63
15:45,197,Davon Dillard made Free Throw.,42,64
15:42,357,Joseph Kilgore Turnover.,42,64
15:39,197,Davon Dillard Steal.,42,64
15:37,197,Brandon Averette made Jumper.,42,66
15:19,357,Kareem South made Three Point Jumper. Assisted by Joseph Kilgore.,45,66
15:10,197,Thomas Dziagwa missed Three Point Jumper.,45,66
15:10,357,Rashawn Thomas Defensive Rebound.,45,66
15:03,357,Rashawn Thomas Turnover.,45,66
15:03,197,Leyton Hammonds Steal.,45,66
15:02,197,Oklahoma St  Timeout,45,66
14:52,357,Foul on Ehab Amin.,45,66
14:44,197,Jeffrey Carroll Turnover.,45,66
14:43,357,Rashawn Thomas Steal.,45,66
14:34,357,Rashawn Thomas made Jumper.,47,66
14:20,197,Jawun Evans Turnover.,47,66
14:19,357,Kareem South Steal.,47,66
13:51,357,Ehab Amin missed Three Point Jumper.,47,66
13:51,357,Jake Kocher Offensive Rebound.,47,66
13:44,357,Jake Kocher Turnover.,47,66
13:35,197,Lindy Waters III missed Three Point Jumper.,47,66
13:35,197,Davon Dillard Offensive Rebound.,47,66
13:30,197,Davon Dillard missed Layup.,47,66
13:30,197,Davon Dillard Offensive Rebound.,47,66
13:27,197,Davon Dillard missed Layup.,47,66
13:27,357,Rashawn Thomas Block.,47,66
13:25,357,Kareem South Defensive Rebound.,47,66
13:17,357,Ehab Amin missed Layup.,47,66
13:17,197,Lindy Waters III Defensive Rebound.,47,66
13:15,357,Foul on Ehab Amin.,47,66
13:08,197,Thomas Dziagwa Turnover.,47,66
13:07,357,Ehab Amin Steal.,47,66
13:06,357,Ehab Amin made Jumper.,49,66
13:06,197,Oklahoma St  Timeout,49,66
12:45,197,Phil Forte III missed Three Point Jumper.,49,66
12:45,197,Phil Forte III Offensive Rebound.,49,66
12:22,357,Foul on Rashawn Thomas.,49,66
12:22,197,Jeffrey Carroll made Free Throw.,49,67
12:22,197,Jeffrey Carroll made Free Throw.,49,68
12:08,197,Foul on Jawun Evans.,49,68
12:01,357,Ehab Amin Turnover.,49,68
12:00,197,Jeffrey Carroll Steal.,49,68
11:59,197,Jeffrey Carroll Turnover.,49,68
11:58,197,Official TV Timeout,49,68
11:39,357,Ehab Amin made Layup.,51,68
11:30,197,Brandon Averette Turnover.,51,68
11:19,357,Ehab Amin made Layup. Assisted by Kareem South.,53,68
11:02,197,Leyton Hammonds missed Jumper.,53,68
11:02,197,Mitchell Solomon Offensive Rebound.,53,68
10:58,197,Phil Forte III made Three Point Jumper. Assisted by Mitchell Solomon.,53,71
10:31,357,Kareem South made Layup. Assisted by Perry Francois.,55,71
10:13,197,Phil Forte III made Three Point Jumper. Assisted by Jeffrey Carroll.,55,74
9:43,357,Ehab Amin made Layup.,57,74
9:35,197,Brandon Averette made Layup.,57,76
9:13,357,Ehab Amin Turnover.,57,76
9:13,197,Brandon Averette Steal.,57,76
8:49,197,Brandon Averette missed Layup.,57,76
8:49,357,Rashawn Thomas Defensive Rebound.,57,76
8:39,197,Foul on Phil Forte III.,57,76
8:39,357,Kareem South made Free Throw.,58,76
8:39,357,Kareem South missed Free Throw.,58,76
8:39,197,Leyton Hammonds Defensive Rebound.,58,76
8:28,197,Phil Forte III missed Three Point Jumper.,58,76
8:28,357,Rashawn Thomas Defensive Rebound.,58,76
8:15,357,Rashawn Thomas Turnover.,58,76
8:14,197,Leyton Hammonds Steal.,58,76
8:10,197,Thomas Dziagwa missed Three Point Jumper.,58,76
8:10,357,Kareem South Defensive Rebound.,58,76
7:48,357,Kyle Brown Turnover.,58,76
7:47,197,Phil Forte III Steal.,58,76
7:41,197,Phil Forte III missed Jumper.,58,76
7:41,357,Jake Kocher Defensive Rebound.,58,76
7:14,357,Jake Kocher made Three Point Jumper.,61,76
6:46,357,Foul on Jake Kocher.,61,76
6:46,197,Official TV Timeout,61,76
6:30,197,Jawun Evans missed Layup.,61,76
6:30,197,Mitchell Solomon Offensive Rebound.,61,76
6:28,197,Mitchell Solomon made Layup.,61,78
6:04,357,Joseph Kilgore missed Three Point Jumper.,61,78
6:04,357,Rashawn Thomas Offensive Rebound.,61,78
5:59,357,Rashawn Thomas made Layup.,63,78
5:48,197,Jawun Evans missed Layup.,63,78
5:48,197,Mitchell Solomon Offensive Rebound.,63,78
5:44,197,Mitchell Solomon made Layup.,63,80
5:32,197,Foul on Mitchell Solomon.,63,80
5:32,357,Rashawn Thomas missed Free Throw.,63,80
5:32,197,Davon Dillard Defensive Rebound.,63,80
5:26,197,Lindy Waters III made Layup. Assisted by Jawun Evans.,63,82
5:06,197,Foul on Mitchell Solomon.,63,82
5:06,357,Rashawn Thomas made Free Throw.,64,82
5:06,357,Rashawn Thomas missed Free Throw.,64,82
5:06,197,Leyton Hammonds Defensive Rebound.,64,82
4:53,197,Davon Dillard Turnover.,64,82
4:53,357,Kareem South Steal.,64,82
4:53,357,Joseph Kilgore Turnover.,64,82
4:43,197,Brandon Averette missed Three Point Jumper.,64,82
4:43,197,Leyton Hammonds Offensive Rebound.,64,82
4:38,197,Jeffrey Carroll missed Jumper.,64,82
4:38,197,Leyton Hammonds Offensive Rebound.,64,82
4:31,197,Leyton Hammonds missed Layup.,64,82
4:31,357,Kareem South Defensive Rebound.,64,82
4:22,357,Jake Kocher missed Three Point Jumper.,64,82
4:22,197,Foul on Leyton Hammonds.,64,82
4:22,357,Ehab Amin Offensive Rebound.,64,82
4:22,357,Ehab Amin missed Free Throw.,64,82
4:22,197,Davon Dillard Defensive Rebound.,64,82
4:09,357,Foul on Jake Kocher.,64,82
4:09,197,Jawun Evans made Free Throw.,64,83
4:09,197,Jawun Evans made Free Throw.,64,84
3:45,197,Foul on Phil Forte III.,64,84
3:45,197,Official TV Timeout,64,84
3:45,357,Ehab Amin made Free Throw.,65,84
3:45,357,Ehab Amin made Free Throw.,66,84
3:26,197,Lindy Waters III made Layup.,66,86
3:26,357,Foul on Joseph Kilgore.,66,86
3:26,197,Lindy Waters III made Free Throw.,66,87
3:05,357,Ehab Amin missed Jumper.,66,87
3:05,197,Jeffrey Carroll Defensive Rebound.,66,87
2:50,197,Lindy Waters III made Three Point Jumper. Assisted by Jawun Evans.,66,90
2:26,197,Foul on Lucas N'Guessan.,66,90
2:26,357,Perry Francois missed Free Throw.,66,90
2:26,357,Texas A&M-CC Deadball Team Rebound.,66,90
2:26,357,Perry Francois missed Free Throw.,66,90
2:26,357,David Bloom Offensive Rebound.,66,90
2:24,357,David Bloom missed Layup.,66,90
2:24,357,Ehab Amin Offensive Rebound.,66,90
2:22,357,Ehab Amin made Layup.,68,90
2:05,197,Davon Dillard missed Layup.,68,90
2:05,357,Rashawn Thomas Defensive Rebound.,68,90
1:55,357,Rashawn Thomas missed Three Point Jumper.,68,90
1:55,197,Brandon Averette Defensive Rebound.,68,90
1:42,197,Davon Dillard made Jumper.,68,92
1:23,357,Ehab Amin missed Layup.,68,92
1:23,197,Lucas N'Guessan Defensive Rebound.,68,92
1:13,197,Thomas Dziagwa missed Three Point Jumper.,68,92
1:13,357,Kareem South Defensive Rebound.,68,92
1:05,357,Kareem South missed Layup.,68,92
1:05,197,Tyler Underwood Block.,68,92
1:05,357,Texas A&M-CC Offensive Rebound.,68,92
0:53,357,Rashawn Thomas missed Jumper.,68,92
0:53,197,Trey Reeves Defensive Rebound.,68,92
0:42,197,Trey Reeves missed Three Point Jumper.,68,92
0:42,357,Kareem South Defensive Rebound.,68,92
0:19,357,David Bloom missed Layup.,68,92
0:19,197,Will Lienhard Block.,68,92
0:17,357,Texas A&M-CC Offensive Rebound.,68,92
0:10,357,Kareem South missed Three Point Jumper.,68,92
0:10,357,Elijah Schmidt Offensive Rebound.,68,92
0:07,357,Elijah Schmidt missed Layup.,68,92
0:07,357,Perry Francois Offensive Rebound.,68,92
0:04,357,Perry Francois made Jumper.,70,92
0:00,197,End of Game,70,92
