Central Arkansas,9,Arizona State,2110
4:21,2110,Jeff Lowery Turnover.,20,36
4:21,9,Kodi Justice Steal.,20,36
4:17,9,Torian Graham made Dunk. Assisted by Kodi Justice.,20,38
4:09,2110,Jordan Howard missed Three Point Jumper.,20,38
4:09,2110,Mathieu Kamba Offensive Rebound.,20,38
4:07,9,Foul on Obinna Oleka.,20,38
4:07,2110,Mathieu Kamba missed Free Throw.,20,38
4:07,2110,C. Arkansas Deadball Team Rebound.,20,38
4:07,2110,Mathieu Kamba made Free Throw.,21,38
3:59,9,Tra Holder missed Three Point Jumper.,21,38
3:59,2110,Mathieu Kamba Defensive Rebound.,21,38
3:49,2110,Jeff Lowery missed Layup.,21,38
3:49,9,Jethro Tshisumpa Block.,21,38
3:49,2110,C. Arkansas Offensive Rebound.,21,38
3:46,9,Official TV Timeout,21,38
3:33,2110,Derreck Brooks missed Jumper.,21,38
3:33,9,Torian Graham Defensive Rebound.,21,38
3:13,9,Torian Graham made Three Point Jumper. Assisted by Kodi Justice.,21,41
2:56,2110,Jordan Howard made Jumper.,23,41
2:27,9,Tra Holder made Jumper. Assisted by Shannon Evans II.,23,43
2:11,2110,Jeff Lowery made Layup. Assisted by Jordan Howard.,25,43
1:51,9,Torian Graham missed Three Point Jumper.,25,43
1:51,2110,Jordan Howard Defensive Rebound.,25,43
1:43,2110,Jordan Howard made Three Point Jumper. Assisted by Mathieu Kamba.,28,43
1:20,9,Shannon Evans II made Three Point Jumper. Assisted by Tra Holder.,28,46
1:09,2110,Jeff Lowery Turnover.,28,46
1:09,9,Kodi Justice Steal.,28,46
1:02,9,Tra Holder made Layup. Assisted by Torian Graham.,28,48
1:02,9,Arizona St  Timeout,28,48
0:46,2110,Jordan Howard missed Three Point Jumper.,28,48
0:46,9,Shannon Evans II Defensive Rebound.,28,48
0:35,9,Kodi Justice Turnover.,28,48
0:35,2110,Mathieu Kamba Steal.,28,48
0:22,2110,Darraja Parnell missed Layup.,28,48
0:22,9,Obinna Oleka Defensive Rebound.,28,48
0:02,9,Tra Holder made Three Point Jumper. Assisted by Kodi Justice.,28,51
0:00,9,End of 1st half,28,51
20:00,9,Jump Ball won by Arizona St,28,51
19:45,9,Kodi Justice missed Three Point Jumper.,28,51
19:45,2110,C. Arkansas Defensive Rebound.,28,51
19:37,2110,Derreck Brooks made Jumper. Assisted by Jordan Howard.,30,51
19:10,9,Torian Graham missed Three Point Jumper.,30,51
19:10,2110,Derreck Brooks Defensive Rebound.,30,51
19:04,2110,Jeff Lowery missed Jumper.,30,51
19:04,9,Obinna Oleka Defensive Rebound.,30,51
18:56,9,Shannon Evans II missed Three Point Jumper.,30,51
18:56,2110,Jordan Howard Defensive Rebound.,30,51
18:46,2110,Derreck Brooks missed Jumper.,30,51
18:46,9,Torian Graham Block.,30,51
18:46,9,Obinna Oleka Defensive Rebound.,30,51
18:17,2110,Foul on Jordan Howard.,30,51
18:06,9,Shannon Evans II made Three Point Jumper. Assisted by Tra Holder.,30,54
17:52,2110,Derreck Brooks made Jumper. Assisted by Jordan Howard.,32,54
17:34,9,Obinna Oleka made Jumper. Assisted by Torian Graham.,32,56
17:20,2110,Tanner Schmit missed Jumper.,32,56
17:20,9,Torian Graham Defensive Rebound.,32,56
17:08,2110,Foul on Tanner Schmit.,32,56
17:08,9,Obinna Oleka made Free Throw.,32,57
17:08,9,Obinna Oleka made Free Throw.,32,58
16:51,2110,Jordan Howard missed Jumper.,32,58
16:51,9,Obinna Oleka Defensive Rebound.,32,58
16:48,2110,Foul on Tanner Schmit.,32,58
16:31,9,Obinna Oleka made Layup. Assisted by Shannon Evans II.,32,60
16:24,2110,Jordan Howard missed Three Point Jumper.,32,60
16:24,9,Obinna Oleka Defensive Rebound.,32,60
16:07,9,Shannon Evans II missed Three Point Jumper.,32,60
16:07,2110,Derreck Brooks Defensive Rebound.,32,60
15:58,2110,Jeff Lowery made Layup.,34,60
15:39,9,Torian Graham made Jumper. Assisted by Shannon Evans II.,34,62
15:26,2110,Tanner Schmit missed Jumper.,34,62
15:26,9,Torian Graham Defensive Rebound.,34,62
15:15,9,Tra Holder missed Three Point Jumper.,34,62
15:15,2110,Mathieu Kamba Defensive Rebound.,34,62
15:08,9,Foul on Torian Graham.,34,62
15:08,9,Official TV Timeout,34,62
15:08,2110,Mathieu Kamba missed Free Throw.,34,62
15:08,2110,C. Arkansas Deadball Team Rebound.,34,62
15:08,2110,Mathieu Kamba missed Free Throw.,34,62
15:08,2110,Derreck Brooks Offensive Rebound.,34,62
15:02,2110,Aaron Weidenaar missed Three Point Jumper.,34,62
15:02,2110,Derreck Brooks Offensive Rebound.,34,62
14:48,2110,Derreck Brooks made Layup.,36,62
14:42,9,Kodi Justice made Three Point Jumper. Assisted by Torian Graham.,36,65
14:25,2110,Aaron Weidenaar Turnover.,36,65
14:25,9,Tra Holder Steal.,36,65
14:20,9,Tra Holder Turnover.,36,65
14:20,2110,Jeff Lowery Steal.,36,65
14:13,9,Foul on Jethro Tshisumpa.,36,65
14:13,2110,Mathieu Kamba made Free Throw.,37,65
14:13,2110,Mathieu Kamba made Free Throw.,38,65
14:04,9,Torian Graham made Three Point Jumper. Assisted by Kodi Justice.,38,68
13:43,2110,Jeff Lowery Turnover.,38,68
13:43,9,Kodi Justice Steal.,38,68
13:30,9,Jethro Tshisumpa made Dunk. Assisted by Obinna Oleka.,38,70
13:14,2110,C. Arkansas  Timeout,38,70
13:03,2110,Derreck Brooks missed Three Point Jumper.,38,70
13:03,9,Austin Witherill Defensive Rebound.,38,70
12:58,2110,Foul on Mathieu Kamba.,38,70
12:39,9,Torian Graham made Three Point Jumper. Assisted by Obinna Oleka.,38,73
12:21,9,Foul on Jethro Tshisumpa.,38,73
12:12,2110,Mathieu Kamba missed Layup.,38,73
12:12,2110,Mathieu Kamba Offensive Rebound.,38,73
12:12,2110,Mathieu Kamba missed Layup.,38,73
12:12,9,Jethro Tshisumpa Block.,38,73
12:12,9,Obinna Oleka Defensive Rebound.,38,73
11:58,9,Tra Holder missed Three Point Jumper.,38,73
11:58,2110,Derreck Brooks Defensive Rebound.,38,73
11:51,2110,Derreck Brooks Turnover.,38,73
11:51,9,Tra Holder Steal.,38,73
11:44,9,Obinna Oleka made Dunk. Assisted by Tra Holder.,38,75
11:24,2110,Jordan Howard missed Three Point Jumper.,38,75
11:24,9,Jethro Tshisumpa Defensive Rebound.,38,75
10:58,2110,Foul on Jordan Howard.,38,75
10:58,9,Official TV Timeout,38,75
10:48,2110,Foul on Otas Iyekekpolor.,38,75
10:38,9,Jethro Tshisumpa missed Jumper.,38,75
10:38,2110,Derreck Brooks Defensive Rebound.,38,75
10:29,2110,Jeff Lowery made Jumper.,40,75
10:11,2110,Foul on Otas Iyekekpolor.,40,75
10:11,9,Tra Holder made Free Throw.,40,76
10:11,9,Tra Holder missed Free Throw.,40,76
10:09,2110,Otas Iyekekpolor Defensive Rebound.,40,76
9:53,2110,Ethan Lee made Dunk. Assisted by Jeff Lowery.,42,76
9:53,9,Foul on Jethro Tshisumpa.,42,76
9:53,2110,Ethan Lee made Free Throw.,43,76
9:36,9,Obinna Oleka missed Jumper.,43,76
9:36,2110,Derreck Brooks Block.,43,76
9:36,9,Obinna Oleka Offensive Rebound.,43,76
9:33,2110,Foul on Derreck Brooks.,43,76
9:33,9,Obinna Oleka missed Free Throw.,43,76
9:33,9,Arizona St Deadball Team Rebound.,43,76
9:33,9,Obinna Oleka made Free Throw.,43,77
9:23,2110,Jordan Howard missed Jumper.,43,77
9:23,2110,Mathieu Kamba Offensive Rebound.,43,77
9:23,2110,Mathieu Kamba missed Two Point Tip Shot.,43,77
9:23,2110,Mathieu Kamba Offensive Rebound.,43,77
9:12,2110,Foul on Mathieu Kamba.,43,77
9:12,2110,Mathieu Kamba Turnover.,43,77
8:56,9,Tra Holder Turnover.,43,77
8:36,2110,Jordan Howard made Three Point Jumper. Assisted by Otas Iyekekpolor.,46,77
8:26,2110,Foul on Otas Iyekekpolor.,46,77
8:26,9,Obinna Oleka made Free Throw.,46,78
8:26,9,Obinna Oleka missed Free Throw.,46,78
8:26,2110,Mathieu Kamba Defensive Rebound.,46,78
8:11,2110,Derreck Brooks Turnover.,46,78
8:11,9,Tra Holder Steal.,46,78
8:07,9,Tra Holder made Layup.,46,80
7:51,2110,Ethan Lee made Dunk. Assisted by Mathieu Kamba.,48,80
7:29,9,Torian Graham missed Three Point Jumper.,48,80
7:29,2110,Mathieu Kamba Defensive Rebound.,48,80
7:22,2110,Jordan Howard made Three Point Jumper. Assisted by Mathieu Kamba.,51,80
6:53,9,Shannon Evans II made Three Point Jumper. Assisted by Tra Holder.,51,83
6:41,2110,Jordan Howard missed Three Point Jumper.,51,83
6:41,9,Shannon Evans II Defensive Rebound.,51,83
6:33,9,Torian Graham made Dunk. Assisted by Shannon Evans II.,51,85
6:23,2110,Mathieu Kamba made Layup. Assisted by Derreck Brooks.,53,85
5:59,2110,Foul on Otas Iyekekpolor.,53,85
5:59,9,Official TV Timeout,53,85
5:59,9,Obinna Oleka made Free Throw.,53,86
5:59,9,Obinna Oleka made Free Throw.,53,87
5:31,2110,Ethan Lee Turnover.,53,87
5:31,9,Kodi Justice Steal.,53,87
5:31,9,Kodi Justice Turnover.,53,87
5:30,2110,Albert Christensson Turnover.,53,87
5:23,9,Kodi Justice missed Three Point Jumper.,53,87
5:23,2110,Jordan Howard Defensive Rebound.,53,87
5:04,2110,Albert Christensson Turnover.,53,87
5:04,9,Shannon Evans II Steal.,53,87
4:57,2110,Foul on Jordan Howard.,53,87
4:56,9,Shannon Evans II made Free Throw.,53,89
4:56,9,Shannon Evans II made Free Throw.,53,88
4:47,2110,Darraja Parnell made Layup.,55,89
4:39,9,Tra Holder missed Jumper.,55,89
4:39,2110,Mathieu Kamba Defensive Rebound.,55,89
4:32,2110,Jordan Howard missed Three Point Jumper.,55,89
4:32,9,Obinna Oleka Defensive Rebound.,55,89
4:23,9,Torian Graham missed Three Point Jumper.,55,89
4:23,2110,Jordan Howard Defensive Rebound.,55,89
4:14,2110,Mathieu Kamba made Layup. Assisted by Jeff Lowery.,57,89
3:54,9,Tra Holder Turnover.,57,89
3:54,9,Official TV Timeout,57,89
3:46,2110,Darraja Parnell missed Layup.,57,89
3:46,9,Obinna Oleka Defensive Rebound.,57,89
3:25,2110,Foul on Darraja Parnell.,57,89
3:25,9,Tra Holder made Free Throw.,57,90
3:25,9,Tra Holder made Free Throw.,57,91
3:20,2110,Derreck Brooks missed Three Point Jumper.,57,91
3:20,9,Kodi Justice Defensive Rebound.,57,91
3:12,9,Tra Holder Turnover.,57,91
3:12,2110,Jeff Lowery Steal.,57,91
3:07,2110,Aaron Weidenaar made Layup. Assisted by Jeff Lowery.,59,91
2:52,9,Torian Graham missed Three Point Jumper.,59,91
2:52,2110,Darraja Parnell Defensive Rebound.,59,91
2:44,2110,Darraja Parnell made Jumper.,61,91
2:24,9,Shannon Evans II made Three Point Jumper. Assisted by Tra Holder.,61,94
2:10,9,Foul on Kodi Justice.,61,94
2:07,2110,Darraja Parnell missed Three Point Jumper.,61,94
2:07,9,Arizona St Defensive Rebound.,61,94
1:40,9,Austin Witherill missed Three Point Jumper.,61,94
1:40,9,Andre Adams Offensive Rebound.,61,94
1:35,9,Andre Adams made Layup.,61,96
1:26,2110,Aaron Weidenaar missed Three Point Jumper.,61,96
1:26,9,Jethro Tshisumpa Defensive Rebound.,61,96
1:09,9,Grant Fogerty Turnover.,61,96
1:09,2110,Darraja Parnell Steal.,61,96
0:40,9,Foul on Jethro Tshisumpa.,61,96
0:40,2110,Jeff Lowery made Free Throw.,62,96
0:40,2110,Jeff Lowery missed Free Throw.,62,96
0:40,9,Andre Adams Defensive Rebound.,62,96
0:11,2110,Foul on Jordan Grant.,62,96
0:11,9,Austin Witherill made Free Throw.,62,97
0:11,9,Austin Witherill made Free Throw.,62,98
0:00,9,End of Game,62,98
