San Diego State,2572,Southern Miss,21
13:11,2572,Eddie Davis III made Three Point Jumper. Assisted by Michael Ramey.,19,9
12:52,21,Valentine Izundu missed Jumper.,19,9
12:52,2572,Eddie Davis III Block.,19,9
12:52,2572,Eddie Davis III Defensive Rebound.,19,9
12:39,2572,Quinton Campbell Turnover.,19,9
12:34,21,Jeremy Hemsley Turnover.,19,9
12:34,2572,Cortez Edwards Steal.,19,9
12:29,2572,Cortez Edwards made Dunk.,19,11
12:12,21,Jeremy Hemsley made Three Point Jumper. Assisted by Trey Kell.,22,11
11:45,2572,Raheem Watts missed Three Point Jumper.,22,11
11:45,21,Zylan Cheatham Defensive Rebound.,22,11
11:26,2572,Official TV Timeout,22,11
11:21,21,Zylan Cheatham made Layup. Assisted by Trey Kell.,24,11
11:07,21,Foul on Dakarai Allen.,24,11
10:42,2572,Eddie Davis III missed Three Point Jumper.,24,11
10:42,21,Matt Shrigley Defensive Rebound.,24,11
10:35,21,Matt Shrigley missed Three Point Jumper.,24,11
10:35,2572,D'Angelo Richardson Defensive Rebound.,24,11
10:08,2572,Kevin Holland made Three Point Jumper. Assisted by Eddie Davis III.,24,14
9:48,2572,Foul on Eddie Davis III.,24,14
9:48,21,Jeremy Hemsley Turnover.,24,14
9:26,2572,Michael Ramey Turnover.,24,14
9:12,21,Zylan Cheatham made Layup.,26,14
8:51,2572,Michael Ramey missed Three Point Jumper.,26,14
8:51,21,Zylan Cheatham Defensive Rebound.,26,14
8:29,21,D'Erryl Williams Turnover.,26,14
8:16,2572,Tim Rowe missed Jumper.,26,14
8:16,21,Malik Pope Block.,26,14
8:16,21,Trey Kell Defensive Rebound.,26,14
8:07,21,Malik Pope made Three Point Jumper. Assisted by Trey Kell.,29,14
7:46,21,Foul on Valentine Izundu.,29,14
7:46,2572,Official TV Timeout,29,14
7:22,2572,Quinton Campbell missed Three Point Jumper.,29,14
7:22,2572,Raheem Watts Offensive Rebound.,29,14
7:00,2572,Cortez Edwards missed Jumper.,29,14
7:00,21,D'Erryl Williams Defensive Rebound.,29,14
6:38,21,Malik Pope missed Three Point Jumper.,29,14
6:38,2572,Quinton Campbell Defensive Rebound.,29,14
6:06,2572,Raheem Watts missed Jumper.,29,14
6:06,2572,Raheem Watts Offensive Rebound.,29,14
6:00,2572,Quinton Campbell missed Jumper.,29,14
6:00,21,Trey Kell Defensive Rebound.,29,14
5:48,21,Trey Kell made Layup.,31,14
5:48,2572,Foul on Cortez Edwards.,31,14
5:48,21,Trey Kell made Free Throw.,32,14
5:25,2572,Eddie Davis III Turnover.,32,14
5:15,21,Montaque Gill-Caesar Turnover.,32,14
5:09,2572,Cortez Edwards made Layup.,32,16
4:56,21,Jeremy Hemsley missed Three Point Jumper.,32,16
4:56,21,D'Erryl Williams Offensive Rebound.,32,16
4:50,21,Max Hoetzel missed Three Point Jumper.,32,16
4:50,2572,Cortez Edwards Defensive Rebound.,32,16
4:37,2572,Quinton Campbell missed Three Point Jumper.,32,16
4:37,2572,Southern Miss Deadball Team Rebound.,32,16
4:34,21,Foul on Montaque Gill-Caesar.,32,16
4:15,2572,Cortez Edwards missed Jumper.,32,16
4:15,21,Zylan Cheatham Defensive Rebound.,32,16
4:04,2572,Foul on Raheem Watts.,32,16
3:52,2572,Foul on Eddie Davis III.,32,16
3:52,2572,Official TV Timeout,32,16
3:52,21,Zylan Cheatham made Free Throw.,33,16
3:52,21,Zylan Cheatham made Free Throw.,34,16
3:28,2572,Cortez Edwards made Layup.,34,18
3:13,21,Jeremy Hemsley missed Layup.,34,18
3:13,2572,Cortez Edwards Block.,34,18
3:13,2572,Eddie Davis III Defensive Rebound.,34,18
3:05,21,Foul on Jeremy Hemsley.,34,18
2:58,2572,Quinton Campbell missed Layup.,34,18
2:58,21,Dakarai Allen Defensive Rebound.,34,18
2:45,2572,Foul on Tim Rowe.,34,18
2:45,21,Zylan Cheatham made Free Throw.,35,18
2:45,21,Zylan Cheatham made Free Throw.,36,18
2:21,2572,Cortez Edwards Turnover.,36,18
2:13,21,Max Hoetzel missed Three Point Jumper.,36,18
2:13,2572,Raheem Watts Defensive Rebound.,36,18
1:50,2572,Michael Ramey missed Three Point Jumper.,36,18
1:50,21,D'Erryl Williams Defensive Rebound.,36,18
1:42,21,Malik Pope missed Three Point Jumper.,36,18
1:42,2572,Raheem Watts Defensive Rebound.,36,18
1:18,2572,Raheem Watts made Dunk. Assisted by Eddie Davis III.,36,20
1:12,21,San Diego St  Timeout,36,20
1:02,21,Trey Kell missed Three Point Jumper.,36,20
1:02,2572,Cortez Edwards Defensive Rebound.,36,20
0:32,2572,Quinton Campbell missed Three Point Jumper.,36,20
0:32,21,Malik Pope Defensive Rebound.,36,20
0:08,21,D'Erryl Williams Turnover.,36,20
0:00,2572,End of 1st half,36,20
20:00,2572,Jump Ball won by Southern Miss,36,20
19:43,2572,Raheem Watts missed Layup.,36,20
19:43,21,Dakarai Allen Block.,36,20
19:43,21,San Diego St Defensive Rebound.,36,20
19:26,21,Foul on Zylan Cheatham.,36,20
19:26,21,Zylan Cheatham Turnover.,36,20
19:06,2572,Tim Rowe made Three Point Jumper. Assisted by Cortez Edwards.,36,23
18:40,2572,Foul on Tim Rowe.,36,23
18:34,2572,Foul on Eddie Davis III.,36,23
18:34,21,Trey Kell made Free Throw.,37,23
18:34,21,Trey Kell made Free Throw.,38,23
18:29,2572,Raheem Watts made Layup. Assisted by Cortez Edwards.,38,25
18:29,21,Foul on Dakarai Allen.,38,25
18:29,2572,Raheem Watts made Free Throw.,38,26
18:14,2572,Foul on Raheem Watts.,38,26
18:11,21,Zylan Cheatham made Layup.,40,26
17:57,2572,Cortez Edwards made Layup.,40,28
17:50,2572,Foul on Cortez Edwards.,40,28
17:46,21,Trey Kell made Jumper.,42,28
17:24,2572,Cortez Edwards made Three Point Jumper. Assisted by Quinton Campbell.,42,31
17:05,21,Matt Shrigley made Three Point Jumper. Assisted by Trey Kell.,45,31
16:41,2572,Cortez Edwards missed Layup.,45,31
16:41,2572,Eddie Davis III Offensive Rebound.,45,31
16:41,2572,Eddie Davis III missed Two Point Tip Shot.,45,31
16:41,21,Zylan Cheatham Defensive Rebound.,45,31
16:27,21,Malik Pope Turnover.,45,31
16:10,2572,Quinton Campbell made Layup.,45,33
15:43,21,Zylan Cheatham missed Jumper.,45,33
15:43,21,Matt Shrigley Offensive Rebound.,45,33
15:36,21,Jeremy Hemsley missed Three Point Jumper.,45,33
15:36,2572,Eddie Davis III Defensive Rebound.,45,33
15:24,2572,Raheem Watts made Dunk.,45,35
15:17,21,San Diego St  Timeout,45,35
15:02,21,Jeremy Hemsley missed Three Point Jumper.,45,35
15:02,21,San Diego St Offensive Rebound.,45,35
14:57,2572,Foul on Eddie Davis III.,45,35
14:57,2572,Official TV Timeout,45,35
14:57,21,Matt Shrigley missed Three Point Jumper.,45,35
14:57,2572,Cortez Edwards Defensive Rebound.,45,35
14:51,2572,Quinton Campbell made Three Point Jumper. Assisted by Cortez Edwards.,45,38
14:36,21,D'Erryl Williams missed Layup.,45,38
14:36,2572,Quinton Campbell Defensive Rebound.,45,38
14:21,2572,Eddie Davis III missed Three Point Jumper.,45,38
14:21,21,Max Hoetzel Defensive Rebound.,45,38
14:09,21,Jeremy Hemsley made Layup.,47,38
13:47,2572,Raheem Watts missed Jumper.,47,38
13:47,21,D'Erryl Williams Defensive Rebound.,47,38
13:25,2572,Foul on Eddie Davis III.,47,38
13:25,21,Max Hoetzel missed Free Throw.,47,38
13:25,21,San Diego St Deadball Team Rebound.,47,38
13:25,21,Max Hoetzel made Free Throw.,48,38
13:14,21,Foul on Valentine Izundu.,48,38
13:00,21,Foul on Valentine Izundu.,48,38
13:00,2572,Tim Rowe made Free Throw.,48,39
13:00,2572,Tim Rowe made Free Throw.,48,40
12:47,21,Max Hoetzel missed Three Point Jumper.,48,40
12:47,2572,Tim Rowe Defensive Rebound.,48,40
12:17,21,Foul on Valentine Izundu.,48,40
12:00,2572,Michael Ramey made Three Point Jumper. Assisted by Raheem Watts.,48,43
11:29,21,Jeremy Hemsley made Layup. Assisted by Zylan Cheatham.,50,43
10:55,2572,Quinton Campbell missed Three Point Jumper.,50,43
10:55,21,Zylan Cheatham Defensive Rebound.,50,43
10:47,2572,Foul on Quinton Campbell.,50,43
10:47,2572,Official TV Timeout,50,43
10:47,21,Zylan Cheatham made Free Throw.,51,43
10:47,21,Zylan Cheatham made Free Throw.,52,43
10:22,2572,Cortez Edwards made Jumper.,52,45
10:01,2572,Foul on Kevin Holland.,52,45
10:01,21,Zylan Cheatham missed Free Throw.,52,45
10:01,21,Malik Pope Offensive Rebound.,52,45
9:42,21,Jeremy Hemsley Turnover.,52,45
9:21,2572,Raheem Watts missed Three Point Jumper.,52,45
9:21,21,Zylan Cheatham Defensive Rebound.,52,45
9:05,21,Dakarai Allen missed Three Point Jumper.,52,45
9:05,21,San Diego St Deadball Team Rebound.,52,45
9:01,2572,Foul on Raheem Watts.,52,45
9:01,21,Zylan Cheatham made Free Throw.,53,45
9:01,21,Zylan Cheatham made Free Throw.,54,45
8:42,2572,Tim Rowe Turnover.,54,45
8:35,21,Trey Kell Turnover.,54,45
8:35,2572,Cortez Edwards Steal.,54,45
8:31,2572,Cortez Edwards Turnover.,54,45
8:17,21,Trey Kell made Layup.,56,45
8:05,2572,Southern Miss  Timeout,56,45
7:52,2572,Southern Miss  Timeout,56,45
7:46,2572,Kevin Holland missed Jumper.,56,45
7:46,21,Jeremy Hemsley Block.,56,45
7:46,21,Trey Kell Defensive Rebound.,56,45
7:36,21,Trey Kell missed Three Point Jumper.,56,45
7:36,21,Malik Pope Offensive Rebound.,56,45
7:31,21,Malik Pope missed Jumper.,56,45
7:31,2572,Tim Rowe Defensive Rebound.,56,45
7:09,2572,Michael Ramey missed Jumper.,56,45
7:09,21,Jeremy Hemsley Defensive Rebound.,56,45
6:54,21,Zylan Cheatham missed Layup.,56,45
6:54,21,Zylan Cheatham Offensive Rebound.,56,45
6:39,21,Trey Kell missed Three Point Jumper.,56,45
6:39,2572,Raheem Watts Defensive Rebound.,56,45
6:17,2572,Quinton Campbell missed Jumper.,56,45
6:17,21,Zylan Cheatham Defensive Rebound.,56,45
6:07,2572,Foul on Kevin Holland.,56,45
6:07,21,Jeremy Hemsley made Free Throw.,57,45
6:07,21,Jeremy Hemsley made Free Throw.,58,45
5:47,2572,Cortez Edwards missed Layup.,58,45
5:47,21,Malik Pope Block.,58,45
5:47,21,Malik Pope Defensive Rebound.,58,45
5:38,21,Dakarai Allen missed Jumper.,58,45
5:38,2572,Tim Rowe Defensive Rebound.,58,45
5:24,2572,Tim Rowe made Layup. Assisted by Kevin Holland.,58,47
5:04,21,Malik Pope made Jumper.,60,47
4:44,21,Foul on Malik Pope.,60,47
4:25,2572,Quinton Campbell missed Jumper.,60,47
4:25,21,Malik Pope Block.,60,47
4:25,2572,Southern Miss Offensive Rebound.,60,47
4:21,2572,Cortez Edwards missed Layup.,60,47
4:21,21,Matt Shrigley Defensive Rebound.,60,47
4:12,2572,Foul on Raheem Watts.,60,47
4:12,21,Malik Pope made Free Throw.,61,47
4:12,21,Malik Pope missed Free Throw.,61,47
4:12,2572,Southern Miss Deadball Team Rebound.,61,47
4:11,21,Foul on Max Hoetzel.,61,47
4:11,2572,Raheem Watts missed Free Throw.,61,47
4:11,21,D'Erryl Williams Defensive Rebound.,61,47
3:52,21,Max Hoetzel made Three Point Jumper. Assisted by Zylan Cheatham.,64,47
3:19,2572,Quinton Campbell missed Three Point Jumper.,64,47
3:19,21,Matt Shrigley Defensive Rebound.,64,47
2:55,21,Max Hoetzel missed Three Point Jumper.,64,47
2:55,2572,Cortez Edwards Defensive Rebound.,64,47
2:38,2572,Raheem Watts missed Three Point Jumper.,64,47
2:38,21,Dakarai Allen Defensive Rebound.,64,47
2:06,21,D'Erryl Williams made Layup.,66,47
1:50,2572,Raheem Watts made Layup.,66,49
1:27,21,San Diego St  Timeout,66,49
1:27,2572,Official TV Timeout,66,49
1:24,21,D'Erryl Williams Turnover.,66,49
1:04,2572,Cortez Edwards missed Jumper.,66,49
1:04,21,Dakarai Allen Defensive Rebound.,66,49
0:42,21,D'Erryl Williams Turnover.,66,49
0:42,2572,Cortez Edwards Steal.,66,49
0:38,21,Foul on Nolan Narain.,66,49
0:38,2572,Raheem Watts made Free Throw.,66,50
0:38,2572,Raheem Watts made Free Throw.,66,51
0:28,21,Nolan Narain Turnover.,66,51
0:18,2572,Raheem Watts missed Layup.,66,51
0:18,21,Nolan Narain Defensive Rebound.,66,51
0:00,2572,End of Game,66,51
