Florida State,57,Florida,52
15:13,57,Chris Chiozza Defensive Rebound.,10,7
15:04,57,Keith Stone Turnover.,10,7
15:04,52,Terance Mann Steal.,10,7
14:59,52,CJ Walker made Layup.,12,7
14:43,57,Florida  Turnover.,12,7
14:30,52,Trent Forrest missed Jumper.,12,7
14:30,52,CJ Walker Offensive Rebound.,12,7
14:23,52,Terance Mann missed Three Point Jumper.,12,7
14:23,57,Deaundrae Ballard Defensive Rebound.,12,7
14:17,57,Deaundrae Ballard missed Three Point Jumper.,12,7
14:17,57,Florida Offensive Rebound.,12,7
14:13,52,Foul on Trent Forrest.,12,7
14:12,57,KeVaughn Allen missed Three Point Jumper.,12,7
14:12,52,M.J. Walker Defensive Rebound.,12,7
14:00,52,Braian Angola missed Jumper.,12,7
14:00,57,Kevarrius Hayes Block.,12,7
14:00,52,Florida State Offensive Rebound.,12,7
13:43,57,Foul on Gorjok Gak.,12,7
13:43,52,M.J. Walker made Free Throw.,13,7
13:43,52,M.J. Walker made Free Throw.,14,7
13:33,57,Egor Koulechov missed Three Point Jumper.,14,7
13:33,57,Gorjok Gak Offensive Rebound.,14,7
13:15,57,Deaundrae Ballard missed Three Point Jumper.,14,7
13:15,52,Phil Cofer Defensive Rebound.,14,7
12:58,52,Foul on Ike Obiagu.,14,7
12:58,52,Ike Obiagu Turnover.,14,7
12:52,57,Egor Koulechov made Layup.,14,9
12:34,52,M.J. Walker missed Three Point Jumper.,14,9
12:34,57,Jalen Hudson Defensive Rebound.,14,9
12:25,57,Jalen Hudson missed Three Point Jumper.,14,9
12:25,52,Phil Cofer Defensive Rebound.,14,9
12:12,52,Trent Forrest missed Layup.,14,9
12:12,52,Phil Cofer Offensive Rebound.,14,9
12:04,52,Phil Cofer missed Jumper.,14,9
12:04,57,Gorjok Gak Defensive Rebound.,14,9
12:04,57,Egor Koulechov Turnover.,14,9
11:58,52,Mfiondu Kabengele missed Jumper.,14,9
11:58,57,Deaundrae Ballard Defensive Rebound.,14,9
11:52,57,Deaundrae Ballard missed Jumper.,14,9
11:52,57,Deaundrae Ballard Offensive Rebound.,14,9
11:46,57,Deaundrae Ballard made Layup.,14,11
11:28,52,PJ Savoy missed Three Point Jumper.,14,11
11:28,52,Florida State Offensive Rebound.,14,11
11:24,57,Foul on Gorjok Gak.,14,11
11:24,57,Official TV Timeout,14,11
11:24,52,Florida State  Timeout,14,11
11:20,52,PJ Savoy missed Jumper.,14,11
11:20,57,Egor Koulechov Defensive Rebound.,14,11
10:49,57,Egor Koulechov missed Jumper.,14,11
10:49,52,PJ Savoy Defensive Rebound.,14,11
10:38,52,Mfiondu Kabengele missed Layup.,14,11
10:38,57,Egor Koulechov Defensive Rebound.,14,11
10:32,52,Foul on PJ Savoy.,14,11
10:32,52,Foul on Mfiondu Kabengele.,14,11
10:32,57,Jalen Hudson missed Free Throw.,14,11
10:32,57,Florida Deadball Team Rebound.,14,11
10:32,57,Jalen Hudson made Free Throw.,14,12
10:32,57,Jalen Hudson missed Free Throw.,14,12
10:32,57,Florida Deadball Team Rebound.,14,12
10:32,57,Kevarrius Hayes made Free Throw.,14,13
10:32,57,Kevarrius Hayes missed Free Throw.,14,13
10:32,57,Florida Deadball Team Rebound.,14,13
10:30,52,Foul on CJ Walker.,14,13
10:29,57,KeVaughn Allen missed Three Point Jumper.,14,13
10:29,57,Kevarrius Hayes Offensive Rebound.,14,13
10:22,57,Kevarrius Hayes made Layup.,14,15
10:06,52,Foul on Phil Cofer.,14,15
10:06,52,Phil Cofer Turnover.,14,15
9:48,57,Foul on Jalen Hudson.,14,15
9:48,57,Jalen Hudson Turnover.,14,15
9:38,57,Foul on Chris Chiozza.,14,15
9:38,52,CJ Walker missed Free Throw.,14,15
9:38,52,Florida State Deadball Team Rebound.,14,15
9:38,52,CJ Walker made Free Throw.,15,15
9:13,57,Kevarrius Hayes Turnover.,15,15
9:13,52,CJ Walker Steal.,15,15
9:08,52,Trent Forrest made Layup. Assisted by CJ Walker.,17,15
8:49,57,Egor Koulechov made Three Point Jumper. Assisted by Chris Chiozza.,17,18
8:22,52,Terance Mann made Jumper.,19,18
8:22,57,Foul on Kevarrius Hayes.,19,18
8:22,52,Terance Mann made Free Throw.,20,18
8:16,57,Keith Stone missed Three Point Jumper.,20,18
8:16,52,Terance Mann Defensive Rebound.,20,18
7:57,52,Terance Mann made Layup.,22,18
7:47,57,Chris Chiozza Turnover.,22,18
7:47,52,M.J. Walker Steal.,22,18
7:41,52,Terance Mann made Dunk. Assisted by Trent Forrest.,24,18
7:29,52,Foul on Braian Angola.,24,18
7:29,57,Official TV Timeout,24,18
7:29,57,KeVaughn Allen made Free Throw.,24,19
7:29,57,KeVaughn Allen made Free Throw.,24,20
7:19,52,Terance Mann made Jumper.,26,20
6:58,57,Chris Chiozza missed Jumper.,26,20
6:58,52,Trent Forrest Defensive Rebound.,26,20
6:51,52,Braian Angola missed Three Point Jumper.,26,20
6:51,57,Deaundrae Ballard Defensive Rebound.,26,20
6:42,57,KeVaughn Allen missed Three Point Jumper.,26,20
6:42,57,Keith Stone Offensive Rebound.,26,20
6:36,52,Foul on M.J. Walker.,26,20
6:36,57,Egor Koulechov made Free Throw.,26,21
6:36,57,Egor Koulechov made Free Throw.,26,22
6:27,57,Foul on Keith Stone.,26,22
6:27,52,Phil Cofer made Free Throw.,27,22
6:27,52,Phil Cofer made Free Throw.,28,22
6:15,57,Mike Okauru made Three Point Jumper. Assisted by Chris Chiozza.,28,25
5:55,52,Trent Forrest missed Layup.,28,25
5:55,52,Florida State Offensive Rebound.,28,25
5:49,52,Terance Mann missed Jumper.,28,25
5:49,57,Deaundrae Ballard Defensive Rebound.,28,25
5:47,52,Foul on Mfiondu Kabengele.,28,25
5:47,57,Keith Stone made Free Throw.,28,26
5:47,57,Keith Stone made Free Throw.,28,27
5:22,52,Florida State  Timeout,28,27
5:17,52,Phil Cofer missed Layup.,28,27
5:17,52,Phil Cofer Offensive Rebound.,28,27
5:11,52,Phil Cofer missed Jumper.,28,27
5:11,57,Keith Stone Block.,28,27
5:11,52,Trent Forrest Offensive Rebound.,28,27
4:59,52,M.J. Walker missed Three Point Jumper.,28,27
4:59,52,Trent Forrest Offensive Rebound.,28,27
4:54,57,Foul on Mike Okauru.,28,27
4:54,52,Trent Forrest made Free Throw.,29,27
4:54,52,Trent Forrest made Free Throw.,30,27
4:39,57,Deaundrae Ballard made Jumper. Assisted by Mike Okauru.,30,29
4:32,52,M.J. Walker made Three Point Jumper.,33,29
4:14,57,Egor Koulechov made Jumper.,33,31
3:59,52,Terance Mann missed Three Point Jumper.,33,31
3:59,57,Mike Okauru Defensive Rebound.,33,31
3:48,57,Deaundrae Ballard made Jumper.,33,33
3:24,52,CJ Walker missed Three Point Jumper.,33,33
3:24,57,Deaundrae Ballard Defensive Rebound.,33,33
2:59,57,Chris Chiozza missed Jumper.,33,33
2:59,52,Terance Mann Defensive Rebound.,33,33
2:51,57,Foul on Keith Stone.,33,33
2:51,57,Official TV Timeout,33,33
2:51,52,Trent Forrest made Free Throw.,34,33
2:51,52,Trent Forrest missed Free Throw.,34,33
2:51,57,Egor Koulechov Defensive Rebound.,34,33
2:45,57,Jalen Hudson made Layup.,34,35
2:45,52,Foul on Trent Forrest.,34,35
2:45,57,Jalen Hudson missed Free Throw.,34,35
2:45,52,Phil Cofer Defensive Rebound.,34,35
2:29,52,Phil Cofer made Jumper. Assisted by CJ Walker.,36,35
2:09,57,Egor Koulechov missed Three Point Jumper.,36,35
2:09,52,Terance Mann Defensive Rebound.,36,35
2:00,57,Foul on Jalen Hudson.,36,35
2:00,52,Braian Angola made Free Throw.,37,35
2:00,52,Braian Angola made Free Throw.,38,35
1:49,57,Chris Chiozza missed Three Point Jumper.,38,35
1:49,52,Florida State Defensive Rebound.,38,35
1:33,52,Jump Ball won by Florida State,38,35
1:28,52,Braian Angola missed Three Point Jumper.,38,35
1:28,52,Phil Cofer Offensive Rebound.,38,35
1:17,52,CJ Walker made Layup.,40,35
0:55,57,Dontay Bassett Turnover.,40,35
0:31,52,Phil Cofer missed Jumper.,40,35
0:31,57,Chris Chiozza Defensive Rebound.,40,35
0:23,57,Chris Chiozza missed Layup.,40,35
0:23,52,CJ Walker Defensive Rebound.,40,35
0:17,52,Phil Cofer made Dunk. Assisted by M.J. Walker.,42,35
0:16,57,Florida  Timeout,42,35
0:03,57,Jalen Hudson missed Three Point Jumper.,42,35
0:03,52,Terance Mann Defensive Rebound.,42,35
0:00,57,End of 1st half,42,35
20:00,57,Jump Ball won by Florida,42,35
19:53,57,Jalen Hudson missed Three Point Jumper.,42,35
19:53,52,Florida State Defensive Rebound.,42,35
19:33,52,Braian Angola Turnover.,42,35
19:25,57,Egor Koulechov made Jumper.,42,37
18:52,52,Ike Obiagu missed Layup.,42,37
18:52,52,Ike Obiagu Offensive Rebound.,42,37
18:46,52,Ike Obiagu made Dunk.,44,37
18:38,57,KeVaughn Allen made Jumper.,44,39
18:31,57,Foul on Egor Koulechov.,44,39
18:31,52,Braian Angola made Free Throw.,45,39
18:31,52,Braian Angola made Free Throw.,46,39
18:28,57,Chris Chiozza Turnover.,46,39
18:16,52,Terance Mann made Jumper.,48,39
17:52,57,Jalen Hudson made Layup.,48,41
17:52,52,Foul on Braian Angola.,48,41
17:52,57,Jalen Hudson made Free Throw.,48,42
17:39,52,Braian Angola Turnover.,48,42
17:39,57,KeVaughn Allen Steal.,48,42
17:35,57,Jalen Hudson made Dunk. Assisted by KeVaughn Allen.,48,44
17:29,52,Terance Mann made Layup.,50,44
17:01,57,KeVaughn Allen missed Layup.,50,44
17:01,52,Ike Obiagu Block.,50,44
17:01,52,Florida State Defensive Rebound.,50,44
16:48,52,Mfiondu Kabengele Turnover.,50,44
16:26,57,KeVaughn Allen Turnover.,50,44
16:26,52,Mfiondu Kabengele Steal.,50,44
16:00,52,Mfiondu Kabengele missed Jumper.,50,44
16:00,57,Kevarrius Hayes Block.,50,44
16:00,57,Chris Chiozza Defensive Rebound.,50,44
16:00,52,Foul on Mfiondu Kabengele.,50,44
16:00,57,Official TV Timeout,50,44
15:44,57,Egor Koulechov missed Three Point Jumper.,50,44
15:44,52,Terance Mann Defensive Rebound.,50,44
15:27,52,CJ Walker made Three Point Jumper. Assisted by Braian Angola.,53,44
15:04,57,Kevarrius Hayes missed Dunk.,53,44
15:04,57,Kevarrius Hayes Offensive Rebound.,53,44
14:54,57,Egor Koulechov missed Three Point Jumper.,53,44
14:54,52,Phil Cofer Defensive Rebound.,53,44
14:22,52,CJ Walker Turnover.,53,44
14:04,57,Egor Koulechov missed Three Point Jumper.,53,44
14:04,52,Phil Cofer Defensive Rebound.,53,44
13:42,52,CJ Walker made Three Point Jumper.,56,44
13:21,52,Foul on Trent Forrest.,56,44
13:21,57,KeVaughn Allen made Free Throw.,56,45
13:21,57,KeVaughn Allen made Free Throw.,56,46
13:03,52,Terance Mann missed Jumper.,56,46
13:03,57,Keith Stone Defensive Rebound.,56,46
12:56,57,KeVaughn Allen missed Three Point Jumper.,56,46
12:56,52,CJ Walker Defensive Rebound.,56,46
12:47,52,Phil Cofer missed Layup.,56,46
12:47,57,Gorjok Gak Defensive Rebound.,56,46
12:40,57,Deaundrae Ballard missed Layup.,56,46
12:40,57,KeVaughn Allen Offensive Rebound.,56,46
12:34,57,KeVaughn Allen missed Three Point Jumper.,56,46
12:34,52,Phil Cofer Defensive Rebound.,56,46
11:59,52,Terance Mann missed Jumper.,56,46
11:59,57,Official TV Timeout,56,46
11:59,52,Terance Mann Offensive Rebound.,56,46
11:59,57,Official TV Timeout,56,46
11:59,52,Florida State  Turnover.,56,46
11:38,57,Keith Stone Turnover.,56,46
11:26,52,CJ Walker missed Three Point Jumper.,56,46
11:26,57,Keith Stone Defensive Rebound.,56,46
11:14,57,KeVaughn Allen Turnover.,56,46
11:14,52,CJ Walker Steal.,56,46
10:59,52,M.J. Walker made Three Point Jumper. Assisted by CJ Walker.,59,46
10:48,57,Florida  Timeout,59,46
10:34,57,Kevarrius Hayes missed Jumper.,59,46
10:34,52,CJ Walker Defensive Rebound.,59,46
10:26,57,Foul on Egor Koulechov.,59,46
10:10,52,M.J. Walker missed Jumper.,59,46
10:10,57,Deaundrae Ballard Defensive Rebound.,59,46
9:57,52,Foul on CJ Walker.,59,46
9:57,57,Jalen Hudson missed Free Throw.,59,46
9:57,57,Florida Deadball Team Rebound.,59,46
9:57,57,Jalen Hudson made Free Throw.,59,47
9:42,52,Mfiondu Kabengele missed Layup.,59,47
9:42,52,Mfiondu Kabengele Offensive Rebound.,59,47
9:37,52,Mfiondu Kabengele missed Layup.,59,47
9:37,57,Jalen Hudson Block.,59,47
9:37,57,Chris Chiozza Defensive Rebound.,59,47
9:28,57,Chris Chiozza missed Layup.,59,47
9:28,52,M.J. Walker Block.,59,47
9:28,57,Florida Offensive Rebound.,59,47
9:20,57,Jalen Hudson missed Three Point Jumper.,59,47
9:20,52,Braian Angola Defensive Rebound.,59,47
9:20,52,Braian Angola Turnover.,59,47
8:57,57,Egor Koulechov missed Layup.,59,47
8:57,57,Deaundrae Ballard Offensive Rebound.,59,47
8:52,57,Deaundrae Ballard missed Layup.,59,47
8:52,52,Trent Forrest Defensive Rebound.,59,47
8:44,52,CJ Walker missed Layup.,59,47
8:44,52,Phil Cofer Offensive Rebound.,59,47
8:44,52,Phil Cofer made Two Point Tip Shot.,61,47
8:25,57,Deaundrae Ballard made Jumper.,61,49
8:21,57,Florida  Timeout,61,49
8:00,52,M.J. Walker missed Three Point Jumper.,61,49
8:00,52,Terance Mann Offensive Rebound.,61,49
8:00,52,Terance Mann made Two Point Tip Shot.,63,49
7:36,57,KeVaughn Allen made Jumper.,63,51
7:27,52,M.J. Walker Turnover.,63,51
7:27,57,Deaundrae Ballard Steal.,63,51
7:24,57,Deaundrae Ballard Turnover.,63,51
7:24,52,M.J. Walker Steal.,63,51
7:04,52,Phil Cofer missed Layup.,63,51
7:04,57,Kevarrius Hayes Block.,63,51
7:04,52,Trent Forrest Offensive Rebound.,63,51
6:53,52,Trent Forrest missed Jumper.,63,51
6:53,52,Florida State Offensive Rebound.,63,51
6:36,57,Foul on Keith Stone.,63,51
6:24,52,CJ Walker Turnover.,63,51
6:24,57,Chris Chiozza Steal.,63,51
6:20,57,Chris Chiozza Turnover.,63,51
6:20,52,CJ Walker Steal.,63,51
6:15,52,Terance Mann made Layup.,65,51
6:15,57,Foul on Chris Chiozza.,65,51
6:15,52,Terance Mann made Free Throw.,66,51
6:04,52,Foul on CJ Walker.,66,51
6:04,57,KeVaughn Allen made Free Throw.,66,52
6:04,57,KeVaughn Allen made Free Throw.,66,53
5:45,52,Terance Mann made Layup.,68,53
5:45,57,Foul on Deaundrae Ballard.,68,53
5:45,52,Terance Mann missed Free Throw.,68,53
5:45,52,Terance Mann Offensive Rebound.,68,53
5:26,57,Foul on KeVaughn Allen.,68,53
5:26,52,Trent Forrest made Free Throw.,69,53
5:26,52,Trent Forrest made Free Throw.,70,53
5:07,57,Jalen Hudson made Three Point Jumper.,70,56
4:36,57,Foul on Egor Koulechov.,70,56
4:36,52,CJ Walker missed Free Throw.,70,56
4:36,52,Florida State Deadball Team Rebound.,70,56
4:36,52,CJ Walker made Free Throw.,71,56
4:28,52,Foul on Trent Forrest.,71,56
4:19,57,KeVaughn Allen made Jumper.,71,58
3:57,52,Terance Mann made Layup.,73,58
3:57,57,Foul on Kevarrius Hayes.,73,58
3:57,57,Official TV Timeout,73,58
3:57,52,Terance Mann made Free Throw.,74,58
3:53,52,Foul on CJ Walker.,74,58
3:53,57,Chris Chiozza made Free Throw.,74,59
3:53,57,Chris Chiozza missed Free Throw.,74,59
3:53,52,Trent Forrest Defensive Rebound.,74,59
3:44,57,Foul on Chris Chiozza.,74,59
3:44,52,CJ Walker made Free Throw.,75,59
3:44,52,CJ Walker made Free Throw.,76,59
3:35,57,Jalen Hudson made Three Point Jumper. Assisted by Egor Koulechov.,76,62
3:03,52,Terance Mann missed Three Point Jumper.,76,62
3:03,52,Ike Obiagu Offensive Rebound.,76,62
3:03,52,Ike Obiagu made Dunk.,78,62
2:47,57,Jalen Hudson missed Layup.,78,62
2:47,52,CJ Walker Defensive Rebound.,78,62
2:18,52,Braian Angola missed Three Point Jumper.,78,62
2:18,57,Egor Koulechov Defensive Rebound.,78,62
2:09,57,Egor Koulechov missed Layup.,78,62
2:09,52,Braian Angola Defensive Rebound.,78,62
1:40,52,Trent Forrest made Layup.,80,62
1:31,52,Foul on Trent Forrest.,80,62
1:31,57,Chris Chiozza made Free Throw.,80,63
1:31,57,Chris Chiozza made Free Throw.,80,64
1:03,52,Braian Angola made Three Point Jumper. Assisted by CJ Walker.,83,64
0:51,57,Mike Okauru missed Jumper.,83,64
0:51,52,Braian Angola Defensive Rebound.,83,64
0:23,52,Braian Angola missed Three Point Jumper.,83,64
0:23,57,Deaundrae Ballard Defensive Rebound.,83,64
0:23,57,Deaundrae Ballard missed Layup.,83,64
0:12,57,Gorjok Gak Offensive Rebound.,83,64
0:11,57,Gorjok Gak made Layup.,83,66
0:00,57,End of Game,83,66
