Northern Illinois,66,Iowa State,2459
8:01,66,Terrence Lewis missed Three Point Jumper.,23,21
8:01,2459,Noah McCarty Defensive Rebound.,23,21
7:57,66,Foul on Jeff Beverly.,23,21
7:57,66,Official TV Timeout,23,21
7:40,2459,Dante Thorpe missed Layup.,23,21
7:40,66,Nick Weiler-Babb Defensive Rebound.,23,21
7:34,66,Lindell Wigginton made Layup. Assisted by Donovan Jackson.,23,23
7:19,2459,Anastasios Demogerontas made Jumper.,25,23
7:06,66,Nick Weiler-Babb made Three Point Jumper. Assisted by Lindell Wigginton.,25,26
6:37,2459,Eugene German missed Three Point Jumper.,25,26
6:37,66,Solomon Young Defensive Rebound.,25,26
6:28,66,Lindell Wigginton made Three Point Jumper. Assisted by Jeff Beverly.,25,29
6:12,2459,Levi Bradley missed Jumper.,25,29
6:12,2459,Noah McCarty Offensive Rebound.,25,29
6:07,66,Foul on Lindell Wigginton.,25,29
6:07,2459,Noah McCarty missed Free Throw.,25,29
6:07,2459,Northern Illinois Deadball Team Rebound.,25,29
6:07,2459,Noah McCarty missed Free Throw.,25,29
6:07,66,Solomon Young Defensive Rebound.,25,29
6:01,2459,Foul on Justin Thomas.,25,29
5:50,66,Donovan Jackson Turnover.,25,29
5:50,2459,Justin Thomas Steal.,25,29
5:44,2459,Levi Bradley missed Jumper.,25,29
5:44,66,Jeff Beverly Defensive Rebound.,25,29
5:31,66,Solomon Young missed Layup.,25,29
5:31,2459,Levi Bradley Defensive Rebound.,25,29
5:09,2459,Eugene German missed Layup.,25,29
5:09,66,Solomon Young Block.,25,29
5:09,2459,Northern Illinois Offensive Rebound.,25,29
5:03,2459,Owen Hamilton made Layup. Assisted by Dante Thorpe.,27,29
4:39,66,Lindell Wigginton missed Jumper.,27,29
4:39,2459,Gairges Daow Defensive Rebound.,27,29
4:34,2459,Eugene German made Layup.,29,29
4:15,66,Donovan Jackson made Jumper.,29,31
3:46,66,Official TV Timeout,29,31
3:41,2459,Eugene German made Layup.,31,31
3:41,66,Foul on Lindell Wigginton.,31,31
3:41,2459,Eugene German made Free Throw.,32,31
3:29,66,Solomon Young missed Layup.,32,31
3:29,2459,Gairges Daow Defensive Rebound.,32,31
3:07,2459,Levi Bradley made Jumper.,34,31
2:58,66,Nick Weiler-Babb missed Layup.,34,31
2:58,2459,Levi Bradley Defensive Rebound.,34,31
2:35,2459,Noah McCarty missed Three Point Jumper.,34,31
2:35,66,Lindell Wigginton Defensive Rebound.,34,31
2:24,66,Nick Weiler-Babb missed Jumper.,34,31
2:24,2459,Gairges Daow Defensive Rebound.,34,31
1:58,2459,Levi Bradley missed Jumper.,34,31
1:58,66,Solomon Young Defensive Rebound.,34,31
1:48,2459,Foul on Noah McCarty.,34,31
1:48,66,Lindell Wigginton made Free Throw.,34,32
1:48,66,Lindell Wigginton made Free Throw.,34,33
1:33,2459,Eugene German missed Jumper.,34,33
1:33,66,Iowa State Deadball Team Rebound.,34,33
1:29,2459,Foul on Levi Bradley.,34,33
1:29,66,Lindell Wigginton made Free Throw.,34,34
1:29,66,Lindell Wigginton made Free Throw.,34,35
1:06,2459,Eugene German missed Three Point Jumper.,34,35
1:06,66,Lindell Wigginton Defensive Rebound.,34,35
0:58,2459,Foul on Justin Thomas.,34,35
0:58,66,Lindell Wigginton made Free Throw.,34,36
0:58,66,Lindell Wigginton missed Free Throw.,34,36
0:58,2459,Gairges Daow Defensive Rebound.,34,36
0:56,2459,Northern Illinois  Timeout,34,36
0:40,2459,Dante Thorpe made Jumper.,36,36
0:10,66,Lindell Wigginton Turnover.,36,36
0:10,2459,Eugene German Steal.,36,36
0:03,2459,Gairges Daow made Layup. Assisted by Eugene German.,38,36
0:00,66,End of 1st half,38,36
20:00,2459,Jump Ball won by Northern Illinois,38,36
19:47,2459,Justin Thomas missed Jumper.,38,36
19:47,66,Jeff Beverly Defensive Rebound.,38,36
19:39,66,Donovan Jackson made Three Point Jumper. Assisted by Nick Weiler-Babb.,38,39
19:29,2459,Eugene German made Jumper.,40,39
19:19,66,Nick Weiler-Babb missed Three Point Jumper.,40,39
19:19,2459,Lacey James Defensive Rebound.,40,39
18:53,2459,Justin Thomas missed Layup.,40,39
18:53,66,Lindell Wigginton Block.,40,39
18:53,66,Solomon Young Defensive Rebound.,40,39
18:46,66,Donovan Jackson made Three Point Jumper. Assisted by Nick Weiler-Babb.,40,42
18:21,2459,Lacey James missed Jumper.,40,42
18:21,2459,Justin Thomas Offensive Rebound.,40,42
18:16,2459,Dante Thorpe made Two Point Tip Shot.,42,42
18:07,66,Lindell Wigginton missed Jumper.,42,42
18:07,66,Jeff Beverly Offensive Rebound.,42,42
18:02,66,Jump Ball won by Iowa State,42,42
17:59,66,Lindell Wigginton missed Layup.,42,42
17:59,2459,Levi Bradley Defensive Rebound.,42,42
17:38,2459,Levi Bradley Turnover.,42,42
17:38,66,Nick Weiler-Babb Steal.,42,42
17:33,66,Donovan Jackson missed Three Point Jumper.,42,42
17:33,66,Jeff Beverly Offensive Rebound.,42,42
17:27,66,Lindell Wigginton made Three Point Jumper. Assisted by Nick Weiler-Babb.,42,45
17:17,66,Foul on Nick Weiler-Babb.,42,45
17:17,2459,Eugene German made Free Throw.,43,45
17:17,2459,Eugene German made Free Throw.,44,45
17:08,2459,Foul on Noah McCarty.,44,45
17:08,2459,Foul on Gairges Daow.,44,45
17:06,66,Nick Weiler-Babb made Three Point Jumper. Assisted by Solomon Young.,44,48
16:55,2459,Eugene German missed Layup.,44,48
16:55,66,Solomon Young Block.,44,48
16:55,66,Nick Weiler-Babb Defensive Rebound.,44,48
16:49,66,Jeff Beverly missed Layup.,44,48
16:49,2459,Lacey James Block.,44,48
16:49,66,Iowa State Offensive Rebound.,44,48
16:47,66,Donovan Jackson missed Three Point Jumper.,44,48
16:47,2459,Gairges Daow Defensive Rebound.,44,48
16:45,66,Foul on Cameron Lard.,44,48
16:34,2459,Dante Thorpe missed Jumper.,44,48
16:34,66,Cameron Lard Block.,44,48
16:34,2459,Gairges Daow Offensive Rebound.,44,48
16:27,2459,Gairges Daow Turnover.,44,48
16:27,66,Lindell Wigginton Steal.,44,48
16:22,66,Lindell Wigginton made Layup.,44,50
16:18,66,Official TV Timeout,44,50
16:18,2459,Northern Illinois  Timeout,44,50
16:08,2459,Levi Bradley made Layup. Assisted by Eugene German.,46,50
16:08,66,Foul on Cameron Lard.,46,50
16:08,2459,Levi Bradley missed Free Throw.,46,50
16:08,66,Lindell Wigginton Defensive Rebound.,46,50
15:43,2459,Foul on Eugene German.,46,50
15:43,66,Official TV Timeout,46,50
15:24,66,Cameron Lard made Dunk. Assisted by Lindell Wigginton.,46,52
15:02,2459,Levi Bradley missed Jumper.,46,52
15:02,2459,Dante Thorpe Offensive Rebound.,46,52
14:56,2459,Dante Thorpe missed Layup.,46,52
14:56,66,Cameron Lard Block.,46,52
14:56,66,Cameron Lard Defensive Rebound.,46,52
14:51,66,Donovan Jackson missed Layup.,46,52
14:51,66,Lindell Wigginton Offensive Rebound.,46,52
14:47,66,Lindell Wigginton made Layup.,46,54
14:27,2459,Eugene German made Three Point Jumper.,49,54
14:09,66,Cameron Lard made Layup. Assisted by Nick Weiler-Babb.,49,56
13:52,2459,Eugene German Turnover.,49,56
13:52,66,Solomon Young Steal.,49,56
13:47,66,Lindell Wigginton made Three Point Jumper. Assisted by Nick Weiler-Babb.,49,59
13:47,2459,Foul on Anastasios Demogerontas.,49,59
13:47,66,Lindell Wigginton missed Free Throw.,49,59
13:47,2459,Lacey James Defensive Rebound.,49,59
13:41,2459,Northern Illinois  Timeout,49,59
13:19,2459,Levi Bradley missed Three Point Jumper.,49,59
13:19,66,Lindell Wigginton Defensive Rebound.,49,59
13:12,66,Donovan Jackson made Three Point Jumper. Assisted by Lindell Wigginton.,49,62
13:04,2459,Eugene German made Layup.,51,62
12:51,2459,Foul on Lacey James.,51,62
12:50,2459,Foul on Levi Bradley.,51,62
12:36,66,Nick Weiler-Babb missed Layup.,51,62
12:36,2459,Owen Hamilton Defensive Rebound.,51,62
12:27,66,Foul on Donovan Jackson.,51,62
12:16,2459,Eugene German missed Three Point Jumper.,51,62
12:16,66,Cameron Lard Defensive Rebound.,51,62
12:06,66,Cameron Lard made Layup. Assisted by Nick Weiler-Babb.,51,64
11:46,2459,Levi Bradley missed Three Point Jumper.,51,64
11:46,66,Cameron Lard Defensive Rebound.,51,64
11:34,66,Hans Brase missed Layup.,51,64
11:34,66,Nick Weiler-Babb Offensive Rebound.,51,64
11:27,66,Cameron Lard made Jumper. Assisted by Nick Weiler-Babb.,51,66
11:10,2459,Eugene German Turnover.,51,66
11:10,66,Lindell Wigginton Steal.,51,66
11:07,66,Lindell Wigginton made Dunk.,51,68
10:37,2459,Levi Bradley missed Jumper.,51,68
10:37,66,Hans Brase Defensive Rebound.,51,68
10:30,66,Cameron Lard made Layup. Assisted by Lindell Wigginton.,51,70
10:18,2459,Rod Henry-Hayes made Three Point Jumper.,54,70
9:57,66,Official TV Timeout,54,70
9:45,66,Solomon Young Turnover.,54,70
9:34,2459,Justin Thomas made Layup.,56,70
9:19,2459,Foul on Dante Thorpe.,56,70
9:19,66,Lindell Wigginton missed Free Throw.,56,70
9:19,66,Hans Brase Offensive Rebound.,56,70
9:01,66,Lindell Wigginton missed Three Point Jumper.,56,70
9:01,2459,Lacey James Defensive Rebound.,56,70
8:56,66,Foul on Solomon Young.,56,70
8:41,66,Foul on Hans Brase.,56,70
8:41,2459,Lacey James made Free Throw.,57,70
8:41,2459,Lacey James missed Free Throw.,57,70
8:41,66,Donovan Jackson Defensive Rebound.,57,70
8:38,66,Terrence Lewis made Three Point Jumper. Assisted by Nick Weiler-Babb.,57,73
8:28,2459,Noah McCarty made Layup. Assisted by Justin Thomas.,59,73
8:19,66,Donovan Jackson made Three Point Jumper. Assisted by Hans Brase.,59,76
8:15,66,Iowa State  Timeout,59,76
8:15,66,Official TV Timeout,59,76
7:58,2459,Lacey James missed Layup.,59,76
7:58,66,Solomon Young Block.,59,76
7:58,2459,Lacey James Offensive Rebound.,59,76
7:58,2459,Lacey James missed Layup.,59,76
7:58,2459,Northern Illinois Offensive Rebound.,59,76
7:54,2459,Levi Bradley missed Three Point Jumper.,59,76
7:54,66,Hans Brase Defensive Rebound.,59,76
7:43,66,Donovan Jackson made Layup.,59,78
7:34,2459,Eugene German made Jumper.,61,78
7:15,66,Donovan Jackson missed Three Point Jumper.,61,78
7:15,66,Terrence Lewis Block.,61,78
7:15,2459,Levi Bradley Defensive Rebound.,61,78
7:06,2459,Eugene German made Three Point Jumper. Assisted by Levi Bradley.,64,78
6:29,66,Donovan Jackson made Three Point Jumper.,64,81
6:10,2459,Eugene German missed Three Point Jumper.,64,81
6:10,66,Hans Brase Defensive Rebound.,64,81
6:01,2459,Foul on Eugene German.,64,81
6:01,66,Terrence Lewis made Free Throw.,64,82
6:01,66,Terrence Lewis made Free Throw.,64,83
5:46,2459,Eugene German missed Jumper.,64,83
5:46,2459,Noah McCarty Offensive Rebound.,64,83
5:41,2459,Noah McCarty made Jumper.,66,83
5:37,66,Nick Weiler-Babb Turnover.,66,83
5:37,2459,Dante Thorpe Steal.,66,83
5:31,2459,Dante Thorpe missed Jumper.,66,83
5:31,66,Nick Weiler-Babb Defensive Rebound.,66,83
5:22,66,Nick Weiler-Babb Turnover.,66,83
5:06,2459,Eugene German made Layup.,68,83
5:06,66,Foul on Cameron Lard.,68,83
5:06,2459,Eugene German missed Free Throw.,68,83
5:06,66,Lindell Wigginton Defensive Rebound.,68,83
4:43,66,Cameron Lard missed Layup.,68,83
4:43,2459,Noah McCarty Block.,68,83
4:43,2459,Rod Henry-Hayes Defensive Rebound.,68,83
4:37,2459,Eugene German missed Jumper.,68,83
4:37,66,Cameron Lard Block.,68,83
4:37,2459,Northern Illinois Offensive Rebound.,68,83
4:30,2459,Anastasios Demogerontas missed Layup.,68,83
4:30,66,Jeff Beverly Defensive Rebound.,68,83
4:16,2459,Foul on Anastasios Demogerontas.,68,83
4:16,66,Lindell Wigginton made Free Throw.,68,84
4:16,66,Lindell Wigginton missed Free Throw.,68,84
4:16,2459,Levi Bradley Defensive Rebound.,68,84
4:01,2459,Noah McCarty missed Layup.,68,84
4:01,66,Terrence Lewis Block.,68,84
4:01,66,Terrence Lewis Defensive Rebound.,68,84
3:59,2459,Foul on Anastasios Demogerontas.,68,84
3:59,66,Official TV Timeout,68,84
3:59,66,Terrence Lewis made Free Throw.,68,85
3:59,66,Terrence Lewis made Free Throw.,68,86
3:37,66,Foul on Jeff Beverly.,68,86
3:37,2459,Levi Bradley made Free Throw.,69,86
3:37,2459,Levi Bradley made Free Throw.,70,86
3:26,66,Terrence Lewis missed Jumper.,70,86
3:26,2459,Levi Bradley Defensive Rebound.,70,86
3:03,2459,Dante Thorpe made Three Point Jumper.,73,86
2:47,66,Cameron Lard made Layup. Assisted by Donovan Jackson.,73,88
2:39,2459,Northern Illinois  Timeout,73,88
2:31,2459,Dante Thorpe Turnover.,73,88
2:31,66,Donovan Jackson Steal.,73,88
2:27,66,Donovan Jackson made Jumper.,73,90
2:06,2459,Lacey James Turnover.,73,90
2:06,66,Lindell Wigginton Steal.,73,90
1:35,66,Jeff Beverly made Jumper. Assisted by Terrence Lewis.,73,92
1:14,2459,Dante Thorpe made Jumper.,75,92
1:08,66,Donovan Jackson missed Three Point Jumper.,75,92
1:08,2459,Dante Thorpe Defensive Rebound.,75,92
1:00,2459,Dante Thorpe made Layup.,77,92
0:43,66,Lindell Wigginton made Jumper.,77,94
0:31,2459,Dante Thorpe made Three Point Jumper.,80,94
0:00,66,End of Game,80,94
