Gardner-Webb,2306,Kansas State,2241
13:05,2306,Austin Budke made Free Throw.,10,12
12:43,2241,David Efianayi Turnover.,10,12
12:42,2306,Austin Budke Steal.,10,12
12:37,2241,Foul on DJ Laster.,10,12
12:37,2306,Xavier Sneed made Free Throw.,10,13
12:37,2306,Xavier Sneed made Free Throw.,10,14
12:37,2306,Xavier Sneed made Free Throw.,10,15
12:12,2241,Tyrell Nelson Turnover.,10,15
11:58,2306,Brian Patrick missed Three Point Jumper.,10,15
11:58,2241,Gardner-Webb Defensive Rebound.,10,15
11:55,2306,Official TV Timeout,10,15
11:43,2241,David Efianayi made Jumper. Assisted by Christian Turner.,12,15
11:14,2306,Wesley Iwundu missed Jumper.,12,15
11:14,2241,Brandon Miller Defensive Rebound.,12,15
10:48,2241,Tyrell Nelson made Layup.,14,15
10:20,2306,Xavier Sneed missed Three Point Jumper.,14,15
10:20,2241,Christian Turner Defensive Rebound.,14,15
10:03,2241,Jamaal Robateau made Three Point Jumper. Assisted by David Efianayi.,17,15
9:39,2306,Wesley Iwundu missed Layup.,17,15
9:39,2241,Tyrell Nelson Defensive Rebound.,17,15
9:32,2241,Jamaal Robateau Turnover.,17,15
9:07,2306,D.J. Johnson made Jumper. Assisted by Barry Brown.,17,17
8:49,2241,Tyrell Nelson Turnover.,17,17
8:48,2306,Barry Brown Steal.,17,17
8:44,2306,Kamau Stokes made Three Point Jumper. Assisted by Barry Brown.,17,20
8:17,2241,Jamaal Robateau made Layup.,19,20
8:00,2306,D.J. Johnson made Layup.,19,22
7:30,2241,David Efianayi missed Jumper.,19,22
7:30,2241,Brandon Miller Offensive Rebound.,19,22
7:27,2241,Brandon Miller made Two Point Tip Shot.,21,22
7:09,2306,Barry Brown missed Jumper.,21,22
7:09,2241,Tyrell Nelson Defensive Rebound.,21,22
7:02,2241,Tyrell Nelson made Layup. Assisted by Jamaal Robateau.,23,22
7:02,2306,Official TV Timeout,23,22
6:35,2306,Dean Wade missed Layup.,23,22
6:35,2241,L'Hassane Niangane Defensive Rebound.,23,22
6:28,2241,Laquincy Rideau Turnover.,23,22
6:25,2306,Wesley Iwundu Steal.,23,22
6:08,2306,Kamau Stokes made Jumper.,23,24
5:50,2241,Liam O'Reilly Turnover.,23,24
5:24,2306,Dean Wade made Jumper. Assisted by Kamau Stokes.,23,26
4:51,2306,Foul on Carlbe Ervin II.,23,26
4:45,2241,Laquincy Rideau missed Three Point Jumper.,23,26
4:45,2306,Carlbe Ervin II Defensive Rebound.,23,26
4:36,2241,Foul on L'Hassane Niangane.,23,26
4:36,2306,Carlbe Ervin II made Free Throw.,23,27
4:36,2306,Carlbe Ervin II made Free Throw.,23,28
4:18,2241,Laquincy Rideau missed Jumper.,23,28
4:18,2241,Brandon Miller Offensive Rebound.,23,28
4:15,2306,Foul on Kamau Stokes.,23,28
4:06,2241,Laquincy Rideau Turnover.,23,28
4:04,2306,Kamau Stokes Steal.,23,28
4:02,2306,Wesley Iwundu made Layup.,23,30
4:02,2241,Foul on Patrick Zeck.,23,30
4:02,2306,Wesley Iwundu missed Free Throw.,23,30
4:02,2241,Liam O'Reilly Defensive Rebound.,23,30
3:51,2241,Laquincy Rideau missed Layup.,23,30
3:51,2241,Brandon Miller Offensive Rebound.,23,30
3:48,2241,Brandon Miller missed Layup.,23,30
3:48,2241,Brandon Miller Offensive Rebound.,23,30
3:41,2241,David Efianayi missed Jumper.,23,30
3:41,2306,Wesley Iwundu Block.,23,30
3:40,2306,Dean Wade Defensive Rebound.,23,30
3:32,2306,Dean Wade missed Three Point Jumper.,23,30
3:32,2241,Liam O'Reilly Defensive Rebound.,23,30
3:21,2241,Laquincy Rideau missed Layup.,23,30
3:21,2241,Gardner-Webb Deadball Team Rebound.,23,30
3:21,2306,Foul on Austin Budke.,23,30
3:21,2306,Official TV Timeout,23,30
3:15,2241,Laquincy Rideau missed Layup.,23,30
3:15,2306,D.J. Johnson Defensive Rebound.,23,30
2:57,2306,Kamau Stokes made Three Point Jumper. Assisted by D.J. Johnson.,23,33
2:22,2241,Laquincy Rideau missed Three Point Jumper.,23,33
2:22,2241,Gardner-Webb Deadball Team Rebound.,23,33
2:21,2241,Gardner-Webb  Turnover.,23,33
2:07,2306,Dean Wade missed Three Point Jumper.,23,33
2:07,2241,Laquincy Rideau Defensive Rebound.,23,33
1:50,2306,Foul on D.J. Johnson.,23,33
1:50,2241,Liam O'Reilly made Free Throw.,24,33
1:50,2241,Liam O'Reilly missed Free Throw.,24,33
1:50,2306,Dean Wade Defensive Rebound.,24,33
1:30,2241,Foul on Laquincy Rideau.,24,33
1:30,2306,Kamau Stokes made Free Throw.,24,34
1:30,2306,Kamau Stokes made Free Throw.,24,35
1:14,2241,Liam O'Reilly missed Three Point Jumper.,24,35
1:13,2306,Kansas St Deadball Team Rebound.,24,35
0:58,2241,Foul on Tyrell Nelson.,24,35
0:58,2306,Dean Wade made Free Throw.,24,36
0:58,2306,Dean Wade made Free Throw.,24,37
0:45,2241,Laquincy Rideau Turnover.,24,37
0:44,2306,Barry Brown Steal.,24,37
0:42,2306,Barry Brown made Layup. Assisted by Kamau Stokes.,24,39
0:42,2241,Foul on Laquincy Rideau.,24,39
0:42,2306,Barry Brown made Free Throw.,24,40
0:27,2241,Christian Turner missed Jumper.,24,40
0:27,2306,Barry Brown Defensive Rebound.,24,40
0:06,2241,Foul on Christian Turner.,24,40
0:06,2306,Barry Brown made Free Throw.,24,41
0:06,2306,Barry Brown missed Free Throw.,24,41
0:06,2241,DJ Laster Defensive Rebound.,24,41
0:00,2241,DJ Laster missed Jumper.,24,41
0:00,2306,Kansas St Deadball Team Rebound.,24,41
0:00,2306,End of 1st half,24,41
19:36,2306,Barry Brown Turnover.,24,41
19:20,2241,Tyrell Nelson made Jumper.,26,41
18:48,2306,Wesley Iwundu missed Three Point Jumper.,26,41
18:48,2241,Tyrell Nelson Defensive Rebound.,26,41
18:38,2241,Jamaal Robateau made Three Point Jumper. Assisted by Laquincy Rideau.,29,41
18:04,2306,Dean Wade missed Three Point Jumper.,29,41
18:04,2241,Laquincy Rideau Defensive Rebound.,29,41
17:49,2241,Liam O'Reilly made Three Point Jumper. Assisted by Laquincy Rideau.,32,41
17:17,2306,Dean Wade missed Layup.,32,41
17:17,2306,D.J. Johnson Offensive Rebound.,32,41
17:13,2306,D.J. Johnson made Dunk.,32,43
16:59,2241,Laquincy Rideau Turnover.,32,43
16:31,2306,Xavier Sneed made Layup.,32,45
16:20,2241,Jamaal Robateau made Three Point Jumper. Assisted by Laquincy Rideau.,35,45
16:00,2306,Kamau Stokes missed Three Point Jumper.,35,45
16:00,2241,Liam O'Reilly Defensive Rebound.,35,45
15:42,2241,Laquincy Rideau missed Layup.,35,45
15:42,2306,Dean Wade Block.,35,45
15:40,2306,Dean Wade Defensive Rebound.,35,45
15:37,2306,Xavier Sneed missed Three Point Jumper.,35,45
15:37,2241,Jamaal Robateau Defensive Rebound.,35,45
15:24,2241,Liam O'Reilly missed Layup.,35,45
15:24,2306,Kansas St Defensive Rebound.,35,45
15:23,2306,Official TV Timeout,35,45
14:51,2306,Kansas St  Turnover.,35,45
14:38,2241,Jamaal Robateau missed Three Point Jumper.,35,45
14:38,2306,Kamau Stokes Defensive Rebound.,35,45
14:24,2306,Dean Wade missed Jumper.,35,45
14:24,2241,Laquincy Rideau Defensive Rebound.,35,45
14:08,2241,Tyrell Nelson Turnover.,35,45
14:08,2241,Foul on Tyrell Nelson.,35,45
13:58,2306,Kamau Stokes Turnover.,35,45
13:56,2241,DJ Laster Steal.,35,45
13:53,2241,DJ Laster missed Layup.,35,45
13:53,2241,Laquincy Rideau Offensive Rebound.,35,45
13:50,2241,Laquincy Rideau missed Layup.,35,45
13:50,2306,Kamau Stokes Defensive Rebound.,35,45
13:44,2306,Kamau Stokes made Layup.,35,47
13:22,2241,DJ Laster missed Jumper.,35,47
13:22,2306,D.J. Johnson Defensive Rebound.,35,47
13:12,2306,Xavier Sneed made Dunk. Assisted by Kamau Stokes.,35,49
13:11,2241,Gardner-Webb  Timeout,35,49
13:11,2306,Official TV Timeout,35,49
12:42,2241,Brandon Miller missed Jumper.,35,49
12:42,2306,D.J. Johnson Defensive Rebound.,35,49
12:23,2306,Xavier Sneed missed Three Point Jumper.,35,49
12:23,2306,Kansas St Deadball Team Rebound.,35,49
12:21,2241,Foul on Brandon Miller.,35,49
12:16,2306,Kamau Stokes missed Three Point Jumper.,35,49
12:16,2241,Jamaal Robateau Defensive Rebound.,35,49
11:56,2241,Jamaal Robateau missed Three Point Jumper.,35,49
11:56,2306,Barry Brown Defensive Rebound.,35,49
11:44,2306,Barry Brown Turnover.,35,49
11:43,2241,Jamaal Robateau Steal.,35,49
11:35,2306,Foul on Barry Brown.,35,49
11:35,2306,Official TV Timeout,35,49
11:35,2241,Tyrell Nelson missed Free Throw.,35,49
11:35,2241,Gardner-Webb Deadball Team Rebound.,35,49
11:35,2241,Tyrell Nelson made Free Throw.,36,49
11:10,2306,Wesley Iwundu made Layup. Assisted by Dean Wade.,36,51
10:36,2241,Gardner-Webb  Turnover.,36,51
10:20,2241,Foul on Brandon Miller.,36,51
10:20,2306,Carlbe Ervin II missed Free Throw.,36,51
10:20,2306,Kansas St Deadball Team Rebound.,36,51
10:20,2306,Carlbe Ervin II missed Free Throw.,36,51
10:20,2241,Tyrell Nelson Defensive Rebound.,36,51
10:03,2306,Foul on Kamau Stokes.,36,51
9:50,2241,Liam O'Reilly missed Three Point Jumper.,36,51
9:50,2306,Xavier Sneed Defensive Rebound.,36,51
9:29,2306,Dean Wade made Jumper.,36,53
9:29,2241,Foul on L'Hassane Niangane.,36,53
9:29,2306,Dean Wade missed Free Throw.,36,53
9:29,2241,Tyrell Nelson Defensive Rebound.,36,53
9:09,2241,Tyrell Nelson made Jumper.,38,53
8:46,2306,Kamau Stokes missed Layup.,38,53
8:46,2241,Liam O'Reilly Block.,38,53
8:43,2241,Liam O'Reilly Defensive Rebound.,38,53
8:40,2241,Liam O'Reilly Turnover.,38,53
8:38,2306,Dean Wade Steal.,38,53
8:35,2306,Wesley Iwundu missed Jumper.,38,53
8:35,2241,Gardner-Webb Defensive Rebound.,38,53
8:19,2306,Foul on Dean Wade.,38,53
7:56,2241,L'Hassane Niangane made Layup. Assisted by David Efianayi.,40,53
7:31,2306,D.J. Johnson made Layup. Assisted by Dean Wade.,40,55
7:08,2241,Liam O'Reilly missed Layup.,40,55
7:08,2241,L'Hassane Niangane Offensive Rebound.,40,55
7:07,2306,Foul on D.J. Johnson.,40,55
7:07,2241,L'Hassane Niangane missed Free Throw.,40,55
7:07,2241,Gardner-Webb Deadball Team Rebound.,40,55
7:07,2241,L'Hassane Niangane made Free Throw.,41,55
6:58,2306,Wesley Iwundu made Three Point Jumper. Assisted by Dean Wade.,41,58
6:38,2241,DJ Laster Turnover.,41,58
6:38,2241,Foul on DJ Laster.,41,58
6:12,2306,Kamau Stokes made Jumper. Assisted by Wesley Iwundu.,41,60
5:47,2241,Jamaal Robateau made Three Point Jumper. Assisted by David Efianayi.,44,60
5:46,2241,Gardner-Webb  Timeout,44,60
5:28,2306,Wesley Iwundu missed Layup.,44,60
5:28,2241,Jamaal Robateau Defensive Rebound.,44,60
5:19,2241,Laquincy Rideau missed Three Point Jumper.,44,60
5:19,2306,Brian Patrick Defensive Rebound.,44,60
4:57,2306,Brian Patrick made Three Point Jumper. Assisted by D.J. Johnson.,44,63
4:25,2306,Foul on D.J. Johnson.,44,63
4:25,2241,Laquincy Rideau made Free Throw.,45,63
4:25,2241,Laquincy Rideau made Free Throw.,46,63
4:09,2306,Wesley Iwundu missed Three Point Jumper.,46,63
4:09,2241,David Efianayi Defensive Rebound.,46,63
4:02,2306,Foul on Dean Wade.,46,63
4:02,2241,David Efianayi made Free Throw.,47,63
4:02,2241,David Efianayi missed Free Throw.,47,63
4:02,2306,D.J. Johnson Defensive Rebound.,47,63
3:40,2306,Barry Brown missed Three Point Jumper.,47,63
3:40,2241,Brandon Miller Defensive Rebound.,47,63
3:24,2241,Laquincy Rideau missed Jumper.,47,63
3:24,2306,Dean Wade Block.,47,63
3:23,2306,Kamau Stokes Defensive Rebound.,47,63
3:18,2241,Foul on Laquincy Rideau.,47,63
3:18,2306,Official TV Timeout,47,63
3:18,2306,Dean Wade made Free Throw.,47,64
3:18,2306,Dean Wade made Free Throw.,47,65
2:50,2241,Tyrell Nelson made Layup. Assisted by David Efianayi.,49,65
2:35,2241,Foul on David Efianayi.,49,65
2:35,2306,Kamau Stokes made Free Throw.,49,66
2:35,2306,Kamau Stokes made Free Throw.,49,67
2:27,2241,Liam O'Reilly missed Three Point Jumper.,49,67
2:27,2306,Barry Brown Defensive Rebound.,49,67
2:09,2306,Barry Brown Turnover.,49,67
2:09,2241,Tyrell Nelson Steal.,49,67
1:53,2241,Laquincy Rideau made Layup.,51,67
1:28,2306,Xavier Sneed Turnover.,51,67
1:28,2306,Foul on Xavier Sneed.,51,67
1:19,2241,Laquincy Rideau missed Layup.,51,67
1:19,2306,Brian Patrick Block.,51,67
1:17,2306,Dean Wade Defensive Rebound.,51,67
1:05,2306,Barry Brown Turnover.,51,67
1:03,2241,Jamaal Robateau Steal.,51,67
0:54,2241,DJ Laster missed Jumper.,51,67
0:54,2306,Dean Wade Block.,51,67
0:54,2306,Kansas St Defensive Rebound.,51,67
0:32,2306,Pierson McAtee missed Three Point Jumper.,51,67
0:32,2241,Laquincy Rideau Defensive Rebound.,51,67
0:21,2241,Jamaal Robateau made Three Point Jumper. Assisted by Patrick Zeck.,54,67
0:00,2306,End of Game,54,67
