Weber State,328,Utah State,2692
12:43,2692,Cody John Steal.,11,11
12:39,2692,Cody John missed Layup.,11,11
12:39,328,Koby McEwen Block.,11,11
12:37,328,Julion Pearre Defensive Rebound.,11,11
12:24,328,Norbert Janicek missed Jumper.,11,11
12:24,2692,Kyndahl Hill Defensive Rebound.,11,11
12:02,2692,Dusty Baker Turnover.,11,11
12:00,328,Julion Pearre Steal.,11,11
11:48,2692,Foul on McKay Cannon.,11,11
11:48,328,Sam Merrill made Free Throw.,11,12
11:48,328,Sam Merrill made Free Throw.,11,13
11:26,2692,Jeremy Senglin made Layup.,13,13
11:26,328,Foul on Quinn Taylor.,13,13
11:26,2692,Jeremy Senglin made Free Throw.,14,13
11:13,328,Shane Rector Turnover.,14,13
11:12,2692,Dusty Baker Steal.,14,13
11:09,2692,Dusty Baker Turnover.,14,13
11:09,2692,Foul on Dusty Baker.,14,13
10:52,328,Sam Merrill made Jumper.,14,15
10:26,2692,Jeremy Senglin made Three Point Jumper. Assisted by McKay Cannon.,17,15
10:08,328,Jalen Moore made Jumper. Assisted by Sam Merrill.,17,17
9:50,2692,Jerrick Harding made Three Point Jumper. Assisted by McKay Cannon.,20,17
9:30,328,Jalen Moore made Layup.,20,19
9:14,2692,Jerrick Harding made Three Point Jumper. Assisted by McKay Cannon.,23,19
8:47,328,Jalen Moore made Jumper. Assisted by Sam Merrill.,23,21
8:28,2692,Zach Braxton made Jumper. Assisted by Jerrick Harding.,25,21
7:56,328,Quinn Taylor made Dunk. Assisted by Sam Merrill.,25,23
7:43,2692,McKay Cannon made Jumper.,27,23
7:27,328,Jalen Moore made Three Point Jumper. Assisted by Sam Merrill.,27,26
6:57,328,Official TV Timeout,27,26
6:57,2692,Jeremy Senglin Turnover.,27,26
6:44,328,Koby McEwen missed Layup.,27,26
6:44,2692,Jerrick Harding Block.,27,26
6:42,2692,Zach Braxton Defensive Rebound.,27,26
6:42,328,Foul on Koby McEwen.,27,26
6:28,2692,Jerrick Harding made Layup.,29,26
5:56,328,Koby McEwen missed Jumper.,29,26
5:56,2692,Kyndahl Hill Defensive Rebound.,29,26
5:37,2692,Ryan Richardson missed Three Point Jumper.,29,26
5:37,2692,Zach Braxton Offensive Rebound.,29,26
5:33,2692,Zach Braxton Turnover.,29,26
5:31,328,Koby McEwen Steal.,29,26
5:29,328,Koby McEwen made Layup.,29,28
5:05,2692,Jerrick Harding missed Three Point Jumper.,29,28
5:05,328,Koby McEwen Defensive Rebound.,29,28
4:56,328,Shane Rector missed Layup.,29,28
4:56,328,Norbert Janicek Offensive Rebound.,29,28
4:54,328,Norbert Janicek missed Two Point Tip Shot.,29,28
4:54,2692,Kyndahl Hill Defensive Rebound.,29,28
4:42,2692,Ryan Richardson missed Jumper.,29,28
4:42,328,Koby McEwen Defensive Rebound.,29,28
4:22,328,Norbert Janicek Turnover.,29,28
4:07,2692,Kyndahl Hill missed Jumper.,29,28
4:07,328,Koby McEwen Defensive Rebound.,29,28
3:56,328,Shane Rector missed Jumper.,29,28
3:56,2692,Kyndahl Hill Defensive Rebound.,29,28
3:50,2692,Jeremy Senglin missed Layup.,29,28
3:50,328,Ngor Barnaba Block.,29,28
3:50,2692,Weber State Offensive Rebound.,29,28
3:50,328,Official TV Timeout,29,28
3:28,2692,Kyndahl Hill made Layup.,31,28
3:13,328,Sam Merrill made Three Point Jumper.,31,31
2:38,2692,Jeremy Senglin missed Three Point Jumper.,31,31
2:38,328,Jalen Moore Defensive Rebound.,31,31
2:07,328,Julion Pearre missed Three Point Jumper.,31,31
2:07,2692,Cody John Defensive Rebound.,31,31
1:55,328,Foul on Ngor Barnaba.,31,31
1:55,2692,Kyndahl Hill made Free Throw.,32,31
1:55,2692,Kyndahl Hill made Free Throw.,33,31
1:41,328,Ngor Barnaba made Three Point Jumper. Assisted by Julion Pearre.,33,34
1:09,328,Foul on Koby McEwen.,33,34
1:09,2692,Jeremy Senglin made Free Throw.,34,34
1:09,2692,Jeremy Senglin made Free Throw.,35,34
0:56,328,Norbert Janicek Turnover.,35,34
0:56,328,Foul on Norbert Janicek.,35,34
0:56,2692,Weber State  Timeout,35,34
0:48,2692,Jeremy Senglin made Jumper.,37,34
0:23,328,Quinn Taylor made Layup. Assisted by Julion Pearre.,37,36
0:03,2692,Jeremy Senglin missed Three Point Jumper.,37,36
0:03,328,Sam Merrill Defensive Rebound.,37,36
0:00,328,End of 1st half,37,36
19:51,328,Foul on Norbert Janicek.,37,36
19:33,2692,Jeremy Senglin missed Three Point Jumper.,37,36
19:33,2692,Jeremy Senglin Offensive Rebound.,37,36
19:27,2692,Jeremy Senglin made Layup.,39,36
19:10,328,Norbert Janicek missed Jumper.,39,36
19:10,2692,Cody John Defensive Rebound.,39,36
19:03,2692,Ryan Richardson missed Three Point Jumper.,39,36
19:03,328,Shane Rector Defensive Rebound.,39,36
18:43,328,Jalen Moore made Jumper. Assisted by Alexis Dargenton.,39,38
18:17,2692,Kyndahl Hill made Layup. Assisted by Cody John.,41,38
17:50,328,Norbert Janicek Turnover.,41,38
17:49,2692,Cody John Steal.,41,38
17:33,2692,Cody John Turnover.,41,38
17:32,328,Shane Rector Steal.,41,38
17:30,328,Shane Rector made Layup.,41,40
17:15,2692,Jeremy Senglin made Jumper.,43,40
16:53,328,Koby McEwen missed Jumper.,43,40
16:53,2692,Weber State Defensive Rebound.,43,40
16:41,2692,Cody John missed Jumper.,43,40
16:41,328,Norbert Janicek Defensive Rebound.,43,40
16:33,2692,Foul on Cody John.,43,40
16:33,328,Shane Rector missed Free Throw.,43,40
16:33,328,Utah State Deadball Team Rebound.,43,40
16:33,328,Shane Rector made Free Throw.,43,41
16:10,2692,Jeremy Senglin made Three Point Jumper. Assisted by Cody John.,46,41
15:52,2692,Foul on Kyndahl Hill.,46,41
15:52,328,Official TV Timeout,46,41
15:46,328,Alexis Dargenton made Dunk. Assisted by Jalen Moore.,46,43
15:29,328,Foul on Norbert Janicek.,46,43
15:29,2692,Zach Braxton missed Free Throw.,46,43
15:29,2692,Weber State Deadball Team Rebound.,46,43
15:29,2692,Zach Braxton made Free Throw.,47,43
14:58,328,Alexis Dargenton Turnover.,47,43
14:44,2692,Zach Braxton missed Jumper.,47,43
14:44,328,Alexis Dargenton Defensive Rebound.,47,43
14:36,328,Quinn Taylor missed Jumper.,47,43
14:36,2692,Zach Braxton Defensive Rebound.,47,43
14:22,2692,Ryan Richardson made Three Point Jumper.,50,43
13:57,328,Shane Rector made Three Point Jumper. Assisted by Alexis Dargenton.,50,46
13:44,328,Foul on Shane Rector.,50,46
13:35,2692,Ryan Richardson missed Three Point Jumper.,50,46
13:35,328,Shane Rector Block.,50,46
13:33,2692,Ryan Richardson Offensive Rebound.,50,46
13:30,2692,Jeremy Senglin missed Three Point Jumper.,50,46
13:30,328,Quinn Taylor Defensive Rebound.,50,46
13:16,328,Quinn Taylor made Layup. Assisted by Sam Merrill.,50,48
13:16,2692,Foul on Jordan Dallas.,50,48
13:16,328,Quinn Taylor made Free Throw.,50,49
12:47,2692,McKay Cannon made Layup.,52,49
12:26,328,Koby McEwen made Three Point Jumper. Assisted by Shane Rector.,52,52
12:00,2692,Jeremy Senglin Turnover.,52,52
12:00,2692,Foul on Jeremy Senglin.,52,52
11:46,328,Shane Rector missed Jumper.,52,52
11:46,2692,Jeremy Senglin Defensive Rebound.,52,52
11:33,2692,Jeremy Senglin made Three Point Jumper.,55,52
11:12,2692,Foul on Jordan Dallas.,55,52
11:12,328,Official TV Timeout,55,52
11:12,328,Koby McEwen made Free Throw.,55,53
11:12,328,Koby McEwen missed Free Throw.,55,53
11:12,2692,Kyndahl Hill Defensive Rebound.,55,53
10:53,2692,Jerrick Harding missed Layup.,55,53
10:53,328,Jalen Moore Defensive Rebound.,55,53
10:45,2692,Foul on Jeremy Senglin.,55,53
10:40,328,Sam Merrill missed Layup.,55,53
10:40,2692,Jerrick Harding Defensive Rebound.,55,53
10:25,328,Foul on Sam Merrill.,55,53
10:05,2692,Jeremy Senglin missed Three Point Jumper.,55,53
10:05,328,Quinn Taylor Defensive Rebound.,55,53
9:54,2692,Foul on Jeremy Senglin.,55,53
9:54,328,Koby McEwen missed Free Throw.,55,53
9:54,328,Utah State Deadball Team Rebound.,55,53
9:54,328,Koby McEwen missed Free Throw.,55,53
9:54,2692,Jeremy Senglin Defensive Rebound.,55,53
9:39,2692,Kyndahl Hill missed Jumper.,55,53
9:39,328,Julion Pearre Defensive Rebound.,55,53
9:22,328,Jalen Moore missed Jumper.,55,53
9:22,2692,Weber State Defensive Rebound.,55,53
8:58,2692,Ryan Richardson Turnover.,55,53
8:37,2692,Foul on Jeremy Senglin.,55,53
8:37,328,Julion Pearre made Free Throw.,55,54
8:37,328,Julion Pearre made Free Throw.,55,55
8:15,2692,Cody John missed Layup.,55,55
8:15,328,Quinn Taylor Defensive Rebound.,55,55
7:53,328,Julion Pearre missed Three Point Jumper.,55,55
7:53,2692,Zach Braxton Defensive Rebound.,55,55
7:28,2692,Zach Braxton Turnover.,55,55
7:28,2692,Foul on Zach Braxton.,55,55
7:28,328,Official TV Timeout,55,55
7:19,328,Koby McEwen Turnover.,55,55
7:19,328,Foul on Koby McEwen.,55,55
7:03,2692,Jerrick Harding made Layup.,57,55
7:03,328,Foul on Julion Pearre.,57,55
7:03,2692,Jerrick Harding made Free Throw.,58,55
6:44,328,Koby McEwen made Layup.,58,57
6:44,2692,Foul on Kyndahl Hill.,58,57
6:44,328,Koby McEwen made Free Throw.,58,58
6:26,2692,Cody John missed Three Point Jumper.,58,58
6:26,328,Julion Pearre Defensive Rebound.,58,58
6:02,328,Koby McEwen made Layup. Assisted by Julion Pearre.,58,60
5:47,2692,Cody John Turnover.,58,60
5:30,328,Norbert Janicek missed Jumper.,58,60
5:30,328,Norbert Janicek Offensive Rebound.,58,60
5:27,328,Norbert Janicek missed Layup.,58,60
5:27,2692,Zach Braxton Defensive Rebound.,58,60
5:18,2692,Weber State  Timeout,58,60
4:59,2692,Jerrick Harding made Three Point Jumper. Assisted by Ryan Richardson.,61,60
4:42,2692,Foul on Jerrick Harding.,61,60
4:42,328,Sam Merrill made Free Throw.,61,61
4:42,328,Sam Merrill missed Free Throw.,61,61
4:42,2692,Zach Braxton Defensive Rebound.,61,61
4:15,2692,Ryan Richardson made Three Point Jumper. Assisted by Cody John.,64,61
3:55,2692,Foul on Kyndahl Hill.,64,61
3:55,328,Official TV Timeout,64,61
3:55,328,Jalen Moore made Free Throw.,64,62
3:55,328,Jalen Moore made Free Throw.,64,63
3:32,2692,Jerrick Harding missed Three Point Jumper.,64,63
3:32,328,Shane Rector Block.,64,63
3:30,328,Sam Merrill Defensive Rebound.,64,63
3:30,2692,Foul on Jerrick Harding.,64,63
3:30,328,Sam Merrill made Free Throw.,64,64
3:30,328,Sam Merrill made Free Throw.,64,65
3:15,2692,Zach Braxton made Layup. Assisted by Kyndahl Hill.,66,65
2:55,328,Koby McEwen made Layup. Assisted by Sam Merrill.,66,67
2:43,328,Foul on Koby McEwen.,66,67
2:43,2692,Jeremy Senglin made Free Throw.,67,67
2:43,2692,Jeremy Senglin made Free Throw.,68,67
2:28,328,Jalen Moore missed Jumper.,68,67
2:28,2692,Jeremy Senglin Defensive Rebound.,68,67
2:08,2692,Ryan Richardson made Three Point Jumper. Assisted by Kyndahl Hill.,71,67
2:08,328,Foul on Sam Merrill.,71,67
2:08,2692,Ryan Richardson made Free Throw.,72,67
1:54,328,Shane Rector Turnover.,72,67
1:54,328,Utah State  Timeout,72,67
1:46,328,Foul on Quinn Taylor.,72,67
1:46,2692,Zach Braxton made Free Throw.,73,67
1:46,2692,Zach Braxton missed Free Throw.,73,67
1:46,328,Jalen Moore Defensive Rebound.,73,67
1:37,2692,Foul on Jerrick Harding.,73,67
1:37,328,Shane Rector made Free Throw.,73,68
1:37,328,Shane Rector made Free Throw.,73,69
1:11,2692,Jeremy Senglin missed Jumper.,73,69
1:11,328,Jalen Moore Defensive Rebound.,73,69
0:59,328,Quinn Taylor missed Layup.,73,69
0:59,328,Quinn Taylor Offensive Rebound.,73,69
0:58,2692,Foul on Dusty Baker.,73,69
0:58,328,Quinn Taylor made Free Throw.,73,70
0:58,328,Quinn Taylor made Free Throw.,73,71
0:35,2692,Jeremy Senglin Turnover.,73,71
0:35,2692,Foul on Jeremy Senglin.,73,71
0:20,328,Jalen Moore missed Jumper.,73,71
0:20,2692,Zach Braxton Defensive Rebound.,73,71
0:19,328,Foul on Quinn Taylor.,73,71
0:19,2692,Zach Braxton made Free Throw.,74,71
0:19,2692,Zach Braxton missed Free Throw.,74,71
0:19,2692,Kyndahl Hill Offensive Rebound.,74,71
0:17,328,Foul on Quinn Taylor.,74,71
0:17,2692,Kyndahl Hill made Free Throw.,75,71
0:17,2692,Weber State  Timeout,75,71
0:17,2692,Kyndahl Hill missed Free Throw.,75,71
0:17,328,Sam Merrill Defensive Rebound.,75,71
0:08,328,Jalen Moore Turnover.,75,71
0:08,328,Foul on Quinn Taylor.,75,71
0:08,2692,Dusty Baker made Free Throw.,76,71
0:08,2692,Dusty Baker made Free Throw.,77,71
