St. Thomas (TX),Error,Rice,242
11:02,242,Egor Koulechov missed Layup.,9,12
11:02,-1,Bryon Makel Defensive Rebound.,9,12
10:43,-1,Paul Taulton made Free Throw.,10,12
10:43,-1,Paul Taulton missed Free Throw.,9,12
10:43,242,Foul on Egor Koulechov.,9,12
10:43,-1,University of St. Thomas Deadball Team Rebound.,9,12
10:43,242,Official TV Timeout,9,12
10:32,242,Chad Lott made Jumper. Assisted by Marquez Letcher-Ellis.,10,14
10:14,-1,Lennard Robinson Turnover.,10,14
10:13,242,Ako Adams Steal.,10,14
10:09,242,Marcus Jackson Turnover.,10,14
10:08,-1,Kennard Robinson Steal.,10,14
10:05,242,Foul on Ako Adams.,10,14
10:05,-1,Kennard Robinson missed Free Throw.,10,14
10:05,-1,University of St. Thomas Deadball Team Rebound.,10,14
10:05,-1,Kennard Robinson made Free Throw.,11,14
9:55,242,Ako Adams made Three Point Jumper. Assisted by Marcus Evans.,11,17
9:39,-1,Lennard Robinson made Layup.,13,17
9:30,242,Marcus Evans missed Three Point Jumper.,13,17
9:30,-1,Keaton Shaw Defensive Rebound.,13,17
9:19,-1,Bryon Makel missed Jumper.,13,17
9:19,242,Marquez Letcher-Ellis Block.,13,17
9:17,242,Connor Cashaw Defensive Rebound.,13,17
9:13,242,Connor Cashaw made Jumper.,13,19
8:45,-1,Keaton Shaw missed Three Point Jumper.,13,19
8:45,242,Marquez Letcher-Ellis Defensive Rebound.,13,19
8:39,242,Marquez Letcher-Ellis Turnover.,13,19
8:38,-1,Kennard Robinson Steal.,13,19
8:37,-1,Nathan Thormaehlen made Dunk. Assisted by Kennard Robinson.,15,19
8:18,242,Connor Cashaw missed Three Point Jumper.,15,19
8:18,-1,Keaton Shaw Defensive Rebound.,15,19
8:09,-1,Nathan Thormaehlen missed Three Point Jumper.,15,19
8:09,242,Marcus Evans Defensive Rebound.,15,19
8:05,-1,Foul on Lennard Robinson.,15,19
7:48,-1,Foul on Paul Taulton.,15,19
7:48,242,Official TV Timeout,15,19
7:48,242,Tim Harrison made Free Throw.,15,20
7:48,242,Tim Harrison made Free Throw.,15,21
7:22,-1,Kennard Robinson missed Three Point Jumper.,15,21
7:22,242,Egor Koulechov Defensive Rebound.,15,21
7:04,242,Ako Adams made Three Point Jumper. Assisted by Marcus Evans.,15,24
6:49,-1,University of St. Thomas  Turnover.,15,24
6:37,242,Tim Harrison made Layup. Assisted by Egor Koulechov.,15,26
6:24,-1,Paul Taulton made Layup. Assisted by Nathan Thormaehlen.,17,26
6:13,242,Ako Adams missed Three Point Jumper.,17,26
6:13,-1,Nathan Thormaehlen Defensive Rebound.,17,26
6:06,-1,Kennard Robinson made Three Point Jumper. Assisted by Lennard Robinson.,20,26
5:52,-1,Foul on Kennard Robinson.,20,26
5:44,242,Marcus Evans missed Jumper.,20,26
5:44,242,Tim Harrison Offensive Rebound.,20,26
5:39,242,Tim Harrison made Jumper.,20,28
5:30,-1,Nathan Thormaehlen made Layup. Assisted by Lennard Robinson.,22,28
5:26,-1,Foul on Kennard Robinson.,22,28
5:26,242,Connor Cashaw made Free Throw.,22,29
5:26,242,Connor Cashaw made Free Throw.,22,30
5:10,-1,Paris Marquez missed Jumper.,22,30
5:10,242,Chad Lott Block.,22,30
5:08,242,Chad Lott Defensive Rebound.,22,30
5:05,242,Marcus Evans made Dunk. Assisted by Chad Lott.,22,32
4:51,-1,Paul Taulton missed Layup.,22,32
4:51,242,Connor Cashaw Defensive Rebound.,22,32
4:43,242,Tim Harrison missed Three Point Jumper.,22,32
4:43,242,Connor Cashaw Offensive Rebound.,22,32
4:39,242,Marcus Evans made Three Point Jumper. Assisted by Connor Cashaw.,22,35
4:07,-1,Lennard Robinson made Three Point Jumper. Assisted by Nathan Thormaehlen.,25,35
3:56,242,Chad Lott missed Jumper.,25,35
3:56,-1,Nathan Thormaehlen Block.,25,35
3:56,242,Rice Offensive Rebound.,25,35
3:56,242,Official TV Timeout,25,35
3:44,242,Marcus Jackson made Three Point Jumper. Assisted by Marcus Evans.,25,38
3:28,-1,Bryon Makel Turnover.,25,38
3:27,242,Marcus Evans Steal.,25,38
3:25,242,Marcus Evans Turnover.,25,38
3:24,-1,Sam Flores Steal.,25,38
3:22,-1,Sam Flores Turnover.,25,38
3:09,242,Marcus Evans missed Three Point Jumper.,25,38
3:09,-1,Nathan Thormaehlen Defensive Rebound.,25,38
3:07,242,Foul on Marquez Letcher-Ellis.,25,38
2:57,-1,Lennard Robinson missed Layup.,25,38
2:57,242,Egor Koulechov Defensive Rebound.,25,38
2:49,242,Egor Koulechov missed Jumper.,25,38
2:49,-1,Nathan Thormaehlen Defensive Rebound.,25,38
2:41,242,Foul on Marquez Letcher-Ellis.,25,38
2:40,-1,Bryon Makel made Jumper.,27,38
2:21,242,Chad Lott made Layup.,27,40
2:00,-1,Nathan Thormaehlen made Three Point Jumper. Assisted by Bryon Makel.,30,40
1:51,242,Rice  Timeout,30,40
1:40,242,Egor Koulechov made Three Point Jumper. Assisted by Marcus Jackson.,30,43
1:25,-1,Paul Taulton Turnover.,30,43
1:24,242,Egor Koulechov Steal.,30,43
1:20,242,Egor Koulechov Turnover.,30,43
1:19,-1,Bryon Makel Steal.,30,43
1:17,-1,Bryon Makel missed Dunk.,30,43
1:17,-1,Bryon Makel Offensive Rebound.,30,43
1:13,-1,Sam Flores made Three Point Jumper. Assisted by Bryon Makel.,33,43
1:03,242,Egor Koulechov made Three Point Jumper. Assisted by Marcus Evans.,33,46
0:44,-1,Sam Flores missed Three Point Jumper.,33,46
0:44,-1,Paul Taulton Offensive Rebound.,33,46
0:39,-1,Paul Taulton missed Jumper.,33,46
0:39,242,Tim Harrison Block.,33,46
0:38,242,Tim Harrison Defensive Rebound.,33,46
0:32,-1,Foul on Lennard Robinson.,33,46
0:32,242,Egor Koulechov missed Free Throw.,33,46
0:32,242,Rice Deadball Team Rebound.,33,46
0:32,242,Egor Koulechov made Free Throw.,33,47
0:17,-1,Bryon Makel Turnover.,33,47
0:05,242,Marcus Jackson made Three Point Jumper. Assisted by Marcus Evans.,33,50
0:00,242,End of 1st half,33,50
19:49,242,Marcus Jackson missed Jumper.,33,50
19:49,242,Connor Cashaw Offensive Rebound.,33,50
19:44,242,Marcus Evans missed Three Point Jumper.,33,50
19:44,242,Egor Koulechov Offensive Rebound.,33,50
19:42,-1,Foul on Paris Marquez.,33,50
19:39,242,Foul on Marcus Evans.,33,50
19:39,242,Marcus Evans Turnover.,33,50
19:13,-1,Kennard Robinson missed Jumper.,33,50
19:13,242,Connor Cashaw Defensive Rebound.,33,50
19:04,242,Egor Koulechov made Layup.,33,52
18:40,242,Foul on Austin Meyer.,33,52
18:26,-1,Paul Taulton made Jumper. Assisted by Paris Marquez.,35,52
18:14,242,Connor Cashaw missed Jumper.,35,52
18:14,-1,University of St. Thomas Defensive Rebound.,35,52
18:12,242,Foul on Austin Meyer.,35,52
18:12,-1,Kennard Robinson Turnover.,35,52
18:11,242,Marquez Letcher-Ellis Steal.,35,52
18:10,-1,Foul on Kennard Robinson.,35,52
18:10,242,Marquez Letcher-Ellis made Free Throw.,35,53
18:10,242,Marquez Letcher-Ellis made Free Throw.,35,54
18:01,-1,Kennard Robinson Turnover.,35,54
17:51,-1,Foul on Nathan Thormaehlen.,35,54
17:51,242,Connor Cashaw missed Free Throw.,35,54
17:51,242,Rice Deadball Team Rebound.,35,54
17:51,242,Connor Cashaw made Free Throw.,35,55
17:42,-1,Paris Marquez Turnover.,35,55
17:41,242,Marquez Letcher-Ellis Steal.,35,55
17:39,242,Marquez Letcher-Ellis missed Jumper.,35,55
17:39,242,Marquez Letcher-Ellis Offensive Rebound.,35,55
17:38,242,Marquez Letcher-Ellis Turnover.,35,55
17:38,-1,Paris Marquez Steal.,35,55
17:38,-1,Paris Marquez Turnover.,35,55
17:36,242,Egor Koulechov made Layup. Assisted by Marcus Evans.,35,57
17:23,-1,Kennard Robinson Turnover.,35,57
17:22,242,Connor Cashaw Steal.,35,57
17:21,-1,Foul on Bryon Makel.,35,57
17:21,-1,University of St. Thomas  Timeout,35,57
17:21,242,Connor Cashaw made Free Throw.,35,58
17:21,242,Connor Cashaw missed Free Throw.,35,58
17:21,-1,Bryon Makel Defensive Rebound.,35,58
17:03,-1,Paul Taulton missed Three Point Jumper.,35,58
17:03,-1,Paris Marquez Offensive Rebound.,35,58
16:58,-1,Bryon Makel missed Three Point Jumper.,35,58
16:58,242,Connor Cashaw Defensive Rebound.,35,58
16:40,242,Egor Koulechov made Three Point Jumper. Assisted by Marquez Letcher-Ellis.,35,61
16:29,242,Foul on Ako Adams.,35,61
16:17,242,Foul on Ako Adams.,35,61
16:03,-1,Paris Marquez missed Jumper.,35,61
16:03,242,Egor Koulechov Defensive Rebound.,35,61
15:53,242,Connor Cashaw Turnover.,35,61
15:52,-1,Bryon Makel Steal.,35,61
15:48,-1,Bryon Makel made Layup.,37,61
15:29,242,Ako Adams missed Three Point Jumper.,37,61
15:29,242,Connor Cashaw Offensive Rebound.,37,61
15:22,242,Connor Cashaw missed Jumper.,37,61
15:22,242,Marquez Letcher-Ellis Offensive Rebound.,37,61
15:06,-1,Foul on Nathan Thormaehlen.,37,61
15:06,242,Official TV Timeout,37,61
15:06,242,Ako Adams made Free Throw.,37,62
15:06,242,Ako Adams made Free Throw.,37,63
15:06,-1,University of St. Thomas  Turnover.,37,63
15:05,242,Marcus Evans Turnover.,37,63
15:04,-1,Paris Marquez Steal.,37,63
14:56,-1,Bryon Makel missed Three Point Jumper.,37,63
14:56,242,Marquez Letcher-Ellis Defensive Rebound.,37,63
14:46,242,Marquez Letcher-Ellis Turnover.,37,63
14:29,-1,Kennard Robinson missed Three Point Jumper.,37,63
14:29,-1,Bryon Makel Offensive Rebound.,37,63
14:24,-1,Bryon Makel made Layup.,39,63
14:08,242,Marcus Jackson made Jumper.,39,65
13:45,242,Foul on Chad Lott.,39,65
13:35,-1,Bryon Makel missed Three Point Jumper.,39,65
13:35,242,Marquez Letcher-Ellis Defensive Rebound.,39,65
13:21,242,Marquez Letcher-Ellis made Three Point Jumper. Assisted by Chad Lott.,39,68
13:02,-1,Nathan Thormaehlen missed Three Point Jumper.,39,68
13:02,-1,Kennard Robinson Offensive Rebound.,39,68
12:59,-1,Kennard Robinson made Three Point Jumper.,42,68
12:52,242,Marquez Letcher-Ellis Turnover.,42,68
12:50,-1,Lennard Robinson Steal.,42,68
12:48,-1,Kennard Robinson missed Three Point Jumper.,42,68
12:48,242,Marquez Letcher-Ellis Defensive Rebound.,42,68
12:40,242,Chad Lott Turnover.,42,68
12:40,-1,Kennard Robinson Steal.,42,68
12:40,242,Foul on Chad Lott.,42,68
12:40,-1,Nathan Thormaehlen missed Free Throw.,42,68
12:40,242,Chad Lott Defensive Rebound.,42,68
12:21,-1,Foul on Lennard Robinson.,42,68
12:21,242,Tim Harrison made Free Throw.,42,69
12:21,242,Tim Harrison missed Free Throw.,42,69
12:21,-1,Nathan Thormaehlen Defensive Rebound.,42,69
12:14,242,Marcus Evans Block.,42,69
12:14,-1,Kennard Robinson missed Three Point Jumper.,42,69
12:14,-1,Bryon Makel Offensive Rebound.,42,69
12:04,-1,Lennard Robinson Turnover.,42,69
11:42,-1,Nathan Thormaehlen Defensive Rebound.,42,69
11:42,242,Robert Martin missed Three Point Jumper.,42,69
11:40,242,Foul on Andrew Drone.,42,69
11:40,242,Official TV Timeout,42,69
11:40,-1,Nathan Thormaehlen made Free Throw.,43,69
11:40,-1,Nathan Thormaehlen missed Free Throw.,43,69
11:40,242,Bishop Mency Defensive Rebound.,43,69
11:35,-1,Foul on Lennard Robinson.,43,69
11:35,242,Marcus Evans missed Free Throw.,43,69
11:35,-1,Nathan Thormaehlen Defensive Rebound.,43,69
11:19,-1,Orowo Eleyae missed Jumper.,43,69
11:19,242,Marcus Evans Defensive Rebound.,43,69
11:10,-1,Foul on Orowo Eleyae.,43,69
11:10,242,Andrew Drone missed Free Throw.,43,69
11:10,242,Rice Deadball Team Rebound.,43,69
11:10,242,Andrew Drone made Free Throw.,43,70
10:49,-1,Foul on Quashi Philips.,43,70
10:49,-1,Quashi Philips Turnover.,43,70
10:44,242,Robert Martin Turnover.,43,70
10:35,-1,Kennard Robinson Turnover.,43,70
10:34,242,Marcus Evans Steal.,43,70
10:28,-1,Foul on Orowo Eleyae.,43,70
10:28,242,Marcus Evans missed Free Throw.,43,70
10:28,242,Rice Deadball Team Rebound.,43,70
10:28,242,Marcus Evans made Free Throw.,43,71
10:11,-1,Bryon Makel missed Jumper.,43,71
10:11,242,Austin Meyer Block.,43,71
10:09,242,Marcus Evans Defensive Rebound.,43,71
10:03,242,Robert Martin made Layup. Assisted by Marcus Evans.,43,73
9:32,-1,Lennard Robinson missed Jumper.,43,73
9:32,242,Austin Meyer Block.,43,73
9:31,242,Ako Adams Defensive Rebound.,43,73
9:21,242,Robert Martin Turnover.,43,73
9:21,242,Rice  Timeout,43,73
9:09,242,Foul on Bishop Mency.,43,73
9:09,-1,Quashi Philips made Free Throw.,44,73
9:09,-1,Quashi Philips missed Free Throw.,44,73
9:09,242,Robert Martin Defensive Rebound.,44,73
8:47,242,Marcus Jackson Turnover.,44,73
8:45,-1,Kennard Robinson Steal.,44,73
8:29,-1,Lennard Robinson made Layup.,46,73
8:13,242,Bishop Mency Turnover.,46,73
8:00,-1,Kennard Robinson missed Three Point Jumper.,46,73
8:00,242,Robert Martin Defensive Rebound.,46,73
7:51,242,Bishop Mency missed Three Point Jumper.,46,73
7:51,-1,Kennard Robinson Defensive Rebound.,46,73
7:42,-1,Keaton Shaw missed Three Point Jumper.,46,73
7:42,242,Robert Martin Defensive Rebound.,46,73
7:28,242,Ako Adams Turnover.,46,73
7:28,242,Official TV Timeout,46,73
7:11,-1,Kennard Robinson missed Layup.,46,73
7:11,-1,Keaton Shaw Offensive Rebound.,46,73
7:11,-1,Keaton Shaw made Layup.,48,73
7:11,242,Foul on Tim Harrison.,48,73
7:11,-1,Keaton Shaw missed Free Throw.,48,73
7:11,242,Tim Harrison Defensive Rebound.,48,73
6:51,242,Tim Harrison Turnover.,48,73
6:50,-1,Sam Flores Steal.,48,73
6:47,-1,Keaton Shaw made Layup. Assisted by Sam Flores.,50,73
6:40,242,Ako Adams Turnover.,50,73
6:40,-1,Lennard Robinson Steal.,50,73
6:39,-1,Keaton Shaw missed Three Point Jumper.,50,73
6:39,242,Robert Martin Defensive Rebound.,50,73
6:30,242,Robert Martin missed Jumper.,50,73
6:30,-1,University of St. Thomas Defensive Rebound.,50,73
6:13,-1,Quashi Philips missed Jumper.,50,73
6:13,-1,Sam Flores Offensive Rebound.,50,73
6:09,-1,Lennard Robinson missed Three Point Jumper.,50,73
6:09,242,Ako Adams Defensive Rebound.,50,73
5:51,242,Bishop Mency missed Three Point Jumper.,50,73
5:51,242,Connor Cashaw Offensive Rebound.,50,73
5:46,242,Connor Cashaw Turnover.,50,73
5:28,-1,Sam Flores made Jumper.,52,73
4:56,242,Connor Cashaw missed Three Point Jumper.,52,73
4:56,-1,Quashi Philips Defensive Rebound.,52,73
4:46,-1,University of St. Thomas  Timeout,52,73
4:40,242,Foul on Marquez Letcher-Ellis.,52,73
4:40,-1,Quashi Philips made Free Throw.,53,73
4:40,-1,Quashi Philips made Free Throw.,54,73
4:27,242,Marcus Evans missed Three Point Jumper.,54,73
4:27,-1,Lennard Robinson Defensive Rebound.,54,73
4:20,-1,Foul on Sam Flores.,54,73
4:20,-1,Sam Flores Turnover.,54,73
4:08,-1,Foul on Quashi Philips.,54,73
4:08,242,Chad Lott missed Free Throw.,54,73
4:08,242,Rice Deadball Team Rebound.,54,73
4:08,242,Chad Lott made Free Throw.,54,74
3:49,-1,Kennard Robinson Turnover.,54,74
3:49,242,Official TV Timeout,54,74
3:42,-1,Foul on Lennard Robinson.,54,74
3:42,242,Marcus Evans missed Free Throw.,54,74
3:42,242,Rice Deadball Team Rebound.,54,74
3:42,242,Marcus Evans made Free Throw.,54,75
3:27,242,Foul on Marcus Evans.,54,75
3:27,-1,Kennard Robinson made Free Throw.,55,75
3:27,-1,Kennard Robinson made Free Throw.,56,75
3:02,242,Chad Lott made Dunk. Assisted by Marquez Letcher-Ellis.,56,77
2:56,-1,Kennard Robinson missed Three Point Jumper.,56,77
2:56,242,Connor Cashaw Defensive Rebound.,56,77
2:45,242,Connor Cashaw missed Jumper.,56,77
2:45,-1,Sam Flores Defensive Rebound.,56,77
2:38,-1,Peter Ellwanger missed Three Point Jumper.,56,77
2:38,-1,Quashi Philips Offensive Rebound.,56,77
2:28,-1,Sam Flores Turnover.,56,77
2:27,242,Chad Lott Steal.,56,77
2:24,242,Egor Koulechov made Layup. Assisted by Chad Lott.,56,79
2:20,-1,University of St. Thomas  Timeout,56,79
2:13,-1,Quashi Philips made Jumper. Assisted by Sam Flores.,58,79
1:58,242,Egor Koulechov missed Jumper.,58,79
1:58,-1,Peter Ellwanger Defensive Rebound.,58,79
1:48,242,Foul on Robert Martin.,58,79
1:48,-1,Sam Flores made Free Throw.,59,79
1:48,-1,Sam Flores missed Free Throw.,59,79
1:48,242,Addison Owen Defensive Rebound.,59,79
1:29,242,Ako Adams Turnover.,59,79
1:28,-1,Kennard Robinson Steal.,59,79
1:25,-1,Michael Alfred missed Jumper.,59,79
1:25,-1,Quashi Philips Offensive Rebound.,59,79
1:22,-1,Quashi Philips made Jumper.,61,79
1:06,242,Grant Youngkin missed Jumper.,61,79
1:06,242,Tim Harrison Offensive Rebound.,61,79
1:02,242,Tim Harrison made Jumper.,61,81
0:35,-1,Kennard Robinson missed Jumper.,61,81
0:35,242,Tim Harrison Block.,61,81
0:34,-1,Kennard Robinson Offensive Rebound.,61,81
0:32,-1,Kennard Robinson Turnover.,61,81
0:23,242,Tim Harrison made Jumper.,61,83
0:02,-1,Peter Ellwanger made Layup.,63,83
0:00,242,End of Game,63,83
