Boston University,2349,UMass Lowell,104
5:44,104,Boston University Defensive Rebound.,30,26
5:24,104,Eric Fanning missed Three Point Jumper.,30,26
5:24,104,Cedric Hankerson Offensive Rebound.,30,26
5:08,104,Cedric Hankerson missed Three Point Jumper.,30,26
5:08,2349,Stefan Borovac Defensive Rebound.,30,26
5:04,104,Foul on Cedric Hankerson.,30,26
5:04,2349,Ryan Jones missed Free Throw.,30,26
5:04,2349,UMass Lowell Deadball Team Rebound.,30,26
5:04,2349,Ryan Jones made Free Throw.,30,27
4:56,104,Eric Johnson Turnover.,30,27
4:43,104,Foul on Tyler Scanlon.,30,27
4:43,2349,Ryan Jones made Free Throw.,30,28
4:42,2349,Stefan Borovac Turnover.,30,28
4:28,104,Nick Havener missed Layup.,30,28
4:28,104,Nick Havener Offensive Rebound.,30,28
4:28,2349,Foul on Stefan Borovac.,30,28
4:28,104,Nick Havener made Free Throw.,31,28
4:28,104,Nick Havener made Free Throw.,32,28
4:13,2349,Matt Harris made Three Point Jumper.,32,31
3:58,104,Nick Havener Turnover.,32,31
3:58,2349,Official TV Timeout,32,31
3:52,2349,Stefan Borovac missed Layup.,32,31
3:52,104,Eric Fanning Defensive Rebound.,32,31
3:41,104,Tyler Scanlon missed Three Point Jumper.,32,31
3:41,104,Justin Alston Offensive Rebound.,32,31
3:15,104,Tyler Scanlon missed Jumper.,32,31
3:15,2349,Rinardo Perry Defensive Rebound.,32,31
2:50,2349,Stefan Borovac Turnover.,32,31
2:31,104,Kyle Foreman made Layup. Assisted by Justin Alston.,34,31
2:18,2349,Tyler Livingston made Layup. Assisted by Matt Harris.,34,33
2:07,104,Justin Alston made Dunk. Assisted by Kyle Foreman.,36,33
1:53,2349,Cameron Wolter missed Jumper.,36,33
1:53,104,Eric Fanning Defensive Rebound.,36,33
1:41,104,Kyle Foreman missed Three Point Jumper.,36,33
1:41,104,Boston University Offensive Rebound.,36,33
1:34,104,Tyler Scanlon missed Three Point Jumper.,36,33
1:34,2349,Rinardo Perry Defensive Rebound.,36,33
1:15,2349,Tyler Livingston made Layup. Assisted by Rinardo Perry.,36,35
0:57,104,Eric Johnson missed Three Point Jumper.,36,35
0:57,104,Kyle Foreman Offensive Rebound.,36,35
0:48,104,Boston University  Timeout,36,35
0:39,104,Justin Alston made Dunk. Assisted by Nick Havener.,38,35
0:09,2349,Cameron Wolter missed Jumper.,38,35
0:09,2349,Tyler Livingston Offensive Rebound.,38,35
0:07,2349,Tyler Livingston missed Jumper.,38,35
0:07,2349,UMass Lowell Offensive Rebound.,38,35
0:05,2349,UMass Lowell  Timeout,38,35
0:05,2349,Logan Primerano missed Three Point Jumper.,38,35
0:05,2349,UMass Lowell Deadball Team Rebound.,38,35
0:00,2349,End of 1st half,38,35
19:39,104,Kyle Foreman made Layup.,40,35
19:11,2349,Jahad Thomas made Jumper. Assisted by Ryan Jones.,40,37
18:59,104,Cedric Hankerson missed Three Point Jumper.,40,37
18:59,2349,Matt Harris Defensive Rebound.,40,37
18:53,2349,Foul on Ryan Jones.,40,37
18:53,2349,Ryan Jones Turnover.,40,37
18:42,2349,Foul on Tyler Livingston.,40,37
18:42,104,Justin Alston missed Free Throw.,40,37
18:42,104,Boston University Deadball Team Rebound.,40,37
18:42,104,Justin Alston made Free Throw.,41,37
18:27,2349,Rinardo Perry missed Layup.,41,37
18:27,104,Justin Alston Defensive Rebound.,41,37
18:21,104,Cedric Hankerson made Layup. Assisted by Kyle Foreman.,43,37
18:07,2349,Jahad Thomas Turnover.,43,37
17:54,104,Foul on Eric Fanning.,43,37
17:54,104,Eric Fanning Turnover.,43,37
17:38,2349,Jahad Thomas made Jumper. Assisted by Ryan Jones.,43,39
17:24,104,Justin Alston made Layup. Assisted by Kyle Foreman.,45,39
17:12,104,Foul on Eric Fanning.,45,39
17:03,2349,Ryan Jones missed Layup.,45,39
17:03,104,Tyler Scanlon Defensive Rebound.,45,39
16:57,104,Justin Alston made Layup. Assisted by Kyle Foreman.,47,39
16:39,2349,Matt Harris made Three Point Jumper. Assisted by Jahad Thomas.,47,42
16:26,104,Eric Fanning missed Three Point Jumper.,47,42
16:26,2349,UMass Lowell Defensive Rebound.,47,42
16:10,2349,Tyler Livingston made Three Point Jumper. Assisted by Matt Harris.,47,45
15:53,104,Justin Alston missed Three Point Jumper.,47,45
15:53,104,Boston University Deadball Team Rebound.,47,45
15:53,2349,Official TV Timeout,47,45
15:40,2349,Jahad Thomas missed Layup.,47,45
15:40,2349,Jahad Thomas Offensive Rebound.,47,45
15:38,2349,Jahad Thomas made Layup.,47,47
15:21,2349,Foul on Logan Primerano.,47,47
15:06,104,Cedric Hankerson Turnover.,47,47
14:56,104,Foul on Cedric Hankerson.,47,47
14:56,2349,Matt Harris made Free Throw.,47,48
14:56,2349,Matt Harris made Free Throw.,47,49
14:38,104,Nick Havener made Dunk. Assisted by Eric Johnson.,49,49
14:22,2349,Ryan Jones made Jumper.,49,51
14:12,104,Will Goff Turnover.,49,51
14:12,2349,Ryan Jones Steal.,49,51
14:12,104,Foul on Eric Johnson.,49,51
13:59,2349,Ryan Jones missed Jumper.,49,51
13:59,104,Boston University Defensive Rebound.,49,51
13:48,104,Foul on Eric Fanning.,49,51
13:48,104,Eric Fanning Turnover.,49,51
13:31,2349,Logan Primerano missed Three Point Jumper.,49,51
13:31,2349,Tyler Livingston Offensive Rebound.,49,51
13:28,2349,Tyler Livingston missed Layup.,49,51
13:28,2349,Jahad Thomas Offensive Rebound.,49,51
13:26,2349,Jahad Thomas made Two Point Tip Shot.,49,53
13:15,104,Nick Havener made Dunk. Assisted by Kyle Foreman.,51,53
13:00,2349,Ryan Jones missed Three Point Jumper.,51,53
13:00,2349,Tyler Livingston Offensive Rebound.,51,53
12:56,2349,Tyler Livingston made Two Point Tip Shot.,51,55
12:33,104,Nick Havener made Layup.,53,55
12:14,2349,Jahad Thomas missed Jumper.,53,55
12:14,104,Nick Havener Defensive Rebound.,53,55
12:06,104,Kyle Foreman missed Layup.,53,55
12:06,104,Nick Havener Offensive Rebound.,53,55
11:59,2349,Foul on Jahad Thomas.,53,55
11:59,2349,Official TV Timeout,53,55
11:59,104,Nick Havener missed Free Throw.,53,55
11:59,104,Boston University Deadball Team Rebound.,53,55
11:59,104,Nick Havener missed Free Throw.,53,55
11:59,104,Will Goff Offensive Rebound.,53,55
11:52,104,Eric Johnson missed Three Point Jumper.,53,55
11:52,104,Eric Johnson Offensive Rebound.,53,55
11:46,104,Will Goff missed Three Point Jumper.,53,55
11:46,104,Eric Johnson Offensive Rebound.,53,55
11:33,104,Kyle Foreman missed Layup.,53,55
11:33,104,Nick Havener Offensive Rebound.,53,55
11:20,104,Will Goff missed Three Point Jumper.,53,55
11:20,2349,Ryan Jones Defensive Rebound.,53,55
11:03,2349,Jahad Thomas made Layup.,53,57
11:03,104,Foul on Nick Havener.,53,57
11:03,2349,Jahad Thomas missed Free Throw.,53,57
11:03,104,Justin Alston Defensive Rebound.,53,57
10:53,104,Tyler Scanlon made Jumper.,55,57
10:38,104,Foul on Kyle Foreman.,55,57
10:12,104,Tyler Scanlon made Three Point Jumper. Assisted by Kyle Foreman.,58,57
10:07,2349,Logan Primerano missed Three Point Jumper.,58,57
10:07,104,Kyle Foreman Defensive Rebound.,58,57
10:01,104,Tyler Scanlon made Three Point Jumper. Assisted by Kyle Foreman.,61,57
9:39,2349,Jordan Shea missed Layup.,61,57
9:39,104,Tyler Scanlon Defensive Rebound.,61,57
9:31,104,Eric Johnson missed Layup.,61,57
9:31,104,Boston University Offensive Rebound.,61,57
9:16,104,Justin Alston made Layup. Assisted by Tyler Scanlon.,63,57
9:05,2349,UMass Lowell  Timeout,63,57
8:48,2349,Jahad Thomas missed Jumper.,63,57
8:48,104,Kyle Foreman Defensive Rebound.,63,57
8:39,104,Justin Alston missed Layup.,63,57
8:39,2349,Tyler Livingston Defensive Rebound.,63,57
8:32,2349,Jahad Thomas Turnover.,63,57
8:31,104,Cedric Hankerson Steal.,63,57
8:22,104,Tyler Scanlon missed Three Point Jumper.,63,57
8:22,2349,Ryan Jones Defensive Rebound.,63,57
8:10,2349,Jahad Thomas Turnover.,63,57
8:09,104,Cedric Hankerson Steal.,63,57
8:01,104,Cedric Hankerson missed Three Point Jumper.,63,57
8:01,104,Justin Alston Offensive Rebound.,63,57
7:58,104,Justin Alston missed Layup.,63,57
7:58,2349,Jahad Thomas Defensive Rebound.,63,57
7:45,2349,Tyler Livingston made Three Point Jumper. Assisted by Ryan Jones.,63,60
7:25,104,Tyler Scanlon missed Three Point Jumper.,63,60
7:25,2349,Logan Primerano Defensive Rebound.,63,60
7:06,2349,Tyler Livingston missed Layup.,63,60
7:06,104,Justin Alston Defensive Rebound.,63,60
6:36,104,Kyle Foreman missed Jumper.,63,60
6:36,104,Tyler Scanlon Offensive Rebound.,63,60
6:29,104,Tyler Scanlon Turnover.,63,60
6:28,2349,Jordan Shea Steal.,63,60
6:13,2349,Tyler Livingston missed Jumper.,63,60
6:13,2349,Jahad Thomas Offensive Rebound.,63,60
6:12,104,Foul on Cedric Hankerson.,63,60
6:12,2349,Jahad Thomas made Free Throw.,63,61
6:12,2349,Jahad Thomas made Free Throw.,63,62
5:53,104,Tyler Scanlon made Layup.,65,62
5:35,2349,Matt Harris missed Three Point Jumper.,65,62
5:35,2349,Logan Primerano Offensive Rebound.,65,62
5:33,2349,Logan Primerano Turnover.,65,62
5:31,104,Eric Fanning Steal.,65,62
5:27,104,Eric Fanning missed Layup.,65,62
5:27,2349,Jahad Thomas Defensive Rebound.,65,62
5:16,2349,Logan Primerano made Jumper.,65,64
4:57,104,Eric Fanning Turnover.,65,64
4:48,2349,Logan Primerano made Jumper.,65,66
4:37,2349,Foul on Ryan Jones.,65,66
4:35,2349,Foul on Logan Primerano.,65,66
4:35,104,Eric Johnson made Free Throw.,66,66
4:35,104,Eric Johnson made Free Throw.,67,66
4:26,2349,Matt Harris Turnover.,67,66
4:24,104,Eric Johnson Steal.,67,66
3:59,104,Eric Fanning missed Layup.,67,66
3:59,2349,Jahad Thomas Defensive Rebound.,67,66
3:53,2349,Jahad Thomas Turnover.,67,66
3:52,104,Tyler Scanlon Steal.,67,66
3:49,2349,Foul on Logan Primerano.,67,66
3:49,2349,Official TV Timeout,67,66
3:49,104,Kyle Foreman made Free Throw.,68,66
3:49,104,Kyle Foreman made Free Throw.,69,66
3:35,2349,Matt Harris missed Layup.,69,66
3:35,2349,UMass Lowell Offensive Rebound.,69,66
3:31,2349,Logan Primerano Turnover.,69,66
3:30,104,Cedric Hankerson Steal.,69,66
3:15,104,Cedric Hankerson missed Three Point Jumper.,69,66
3:15,2349,Logan Primerano Defensive Rebound.,69,66
3:02,2349,UMass Lowell  Timeout,69,66
2:44,2349,Logan Primerano missed Layup.,69,66
2:44,104,Eric Fanning Defensive Rebound.,69,66
2:17,104,Justin Alston missed Layup.,69,66
2:17,2349,Matt Harris Defensive Rebound.,69,66
2:07,2349,Tyler Livingston made Three Point Jumper. Assisted by Matt Harris.,69,69
1:51,104,Justin Alston missed Layup.,69,69
1:51,2349,Tyler Livingston Block.,69,69
1:50,2349,Matt Harris Defensive Rebound.,69,69
1:45,2349,Ryan Jones made Layup. Assisted by Logan Primerano.,69,71
1:38,104,Boston University  Timeout,69,71
1:21,2349,Foul on Matt Harris.,69,71
1:21,104,Kyle Foreman made Free Throw.,70,71
1:21,104,Kyle Foreman missed Free Throw.,70,71
1:21,2349,Ryan Jones Defensive Rebound.,70,71
1:10,104,Foul on Cedric Hankerson.,70,71
1:10,2349,Matt Harris made Free Throw.,70,72
1:10,2349,Matt Harris made Free Throw.,70,73
0:56,2349,Foul on Matt Harris.,70,73
0:56,104,Justin Alston made Free Throw.,71,73
0:56,104,Justin Alston made Free Throw.,72,73
0:34,2349,Jahad Thomas made Layup. Assisted by Tyler Livingston.,72,75
0:22,104,Tyler Scanlon made Three Point Jumper. Assisted by Eric Johnson.,75,75
0:08,2349,Jahad Thomas made Layup. Assisted by Ryan Jones.,75,77
0:05,104,Eric Fanning missed Three Point Jumper.,75,77
0:05,104,Eric Fanning Offensive Rebound.,75,77
0:00,2349,End of Game,75,77
