Williams Baptist,Error,New Orleans,2443
15:36,-1,Andre Black made Three Point Jumper. Assisted by E.J. Rucker.,11,8
15:25,2443,Erik Thomas missed Layup.,11,8
15:25,-1,Abel Yekeh Defensive Rebound.,11,8
15:16,-1,Andre Black made Three Point Jumper. Assisted by Demoine Brown.,14,8
15:01,2443,Travin Thibodeaux Turnover.,14,8
15:01,2443,Foul on Travin Thibodeaux.,14,8
14:35,-1,Abel Yekeh Turnover.,14,8
14:23,2443,Nate Frye made Three Point Jumper. Assisted by Tevin Broyles.,14,11
14:03,-1,E.J. Rucker missed Three Point Jumper.,14,11
14:03,2443,Erik Thomas Defensive Rebound.,14,11
13:56,2443,Travin Thibodeaux made Layup. Assisted by Erik Thomas.,14,13
13:41,-1,Andre Black missed Three Point Jumper.,14,13
13:41,2443,Travin Thibodeaux Defensive Rebound.,14,13
13:32,2443,Makur Puou Turnover.,14,13
13:20,2443,Foul on Erik Thomas.,14,13
13:16,-1,Reece Dunlap made Three Point Jumper. Assisted by Marquez Chew.,17,13
12:58,2443,Erik Thomas missed Layup.,17,13
12:58,2443,Erik Thomas Offensive Rebound.,17,13
12:56,-1,Foul on Abel Yekeh.,17,13
12:56,2443,Erik Thomas made Free Throw.,17,14
12:56,2443,Erik Thomas missed Free Throw.,17,14
12:56,-1,E.J. Rucker Defensive Rebound.,17,14
12:37,-1,E.J. Rucker made Jumper.,19,14
12:30,2443,Michael Zeno Turnover.,19,14
12:26,-1,Marquez Chew Turnover.,19,14
12:20,2443,Christavious Gill Steal.,19,14
12:18,2443,Nate Frye made Layup. Assisted by Erik Thomas.,19,16
12:06,-1,E.J. Rucker made Jumper. Assisted by Reece Dunlap.,21,16
11:53,2443,Christavious Gill made Layup.,21,18
11:40,-1,Reece Dunlap missed Three Point Jumper.,21,18
11:40,2443,Michael Zeno Defensive Rebound.,21,18
11:28,2443,Michael Zeno Turnover.,21,18
11:27,-1,Marquez Chew Steal.,21,18
11:23,-1,Marquez Chew Turnover.,21,18
11:22,2443,Jorge Rosa Steal.,21,18
11:19,2443,Erik Thomas made Dunk. Assisted by Jorge Rosa.,21,20
11:14,-1,Williams Baptist  Timeout,21,20
11:14,2443,Official TV Timeout,21,20
11:05,-1,Andre Black missed Three Point Jumper.,21,20
11:05,2443,Nate Frye Defensive Rebound.,21,20
10:57,2443,Jorge Rosa made Three Point Jumper. Assisted by Christavious Gill.,21,23
10:35,-1,Abel Yekeh made Layup.,23,23
10:15,2443,Michael Zeno missed Jumper.,23,23
10:15,-1,Demoine Brown Defensive Rebound.,23,23
10:06,-1,Abel Yekeh missed Layup.,23,23
10:06,2443,Michael Zeno Block.,23,23
10:04,2443,Erik Thomas Defensive Rebound.,23,23
10:01,2443,Christavious Gill made Three Point Jumper. Assisted by Jorge Rosa.,23,26
9:39,2443,Foul on Erik Thomas.,23,26
9:26,-1,Allen Buchanan made Jumper.,25,26
9:06,2443,Nate Frye made Three Point Jumper. Assisted by Jorge Rosa.,25,29
8:40,-1,Abel Yekeh missed Jumper.,25,29
8:40,2443,Makur Puou Defensive Rebound.,25,29
8:19,2443,Makur Puou made Layup. Assisted by Travin Thibodeaux.,25,31
7:48,-1,Kendall Ivy Turnover.,25,31
7:48,-1,Foul on Kendall Ivy.,25,31
7:48,2443,Official TV Timeout,25,31
7:40,2443,Makur Puou made Dunk. Assisted by Tevin Broyles.,25,33
7:24,-1,E.J. Rucker Turnover.,25,33
7:16,2443,Travin Thibodeaux made Jumper. Assisted by Tevin Broyles.,25,35
7:06,-1,Demoine Brown Turnover.,25,35
7:03,2443,Jorge Rosa Steal.,25,35
7:01,-1,Foul on Allen Buchanan.,25,35
7:01,2443,Travin Thibodeaux made Free Throw.,25,36
7:01,2443,Travin Thibodeaux made Free Throw.,25,37
6:43,-1,E.J. Rucker missed Three Point Jumper.,25,37
6:43,2443,Travin Thibodeaux Defensive Rebound.,25,37
6:14,2443,Jorge Rosa missed Three Point Jumper.,25,37
6:14,2443,Tevin Broyles Offensive Rebound.,25,37
6:04,2443,Makur Puou Turnover.,25,37
5:55,-1,Demoine Brown made Layup.,27,37
5:49,2443,Tevin Broyles missed Layup.,27,37
5:49,-1,Marcus Springer Defensive Rebound.,27,37
5:41,-1,E.J. Rucker made Layup.,29,37
5:19,2443,Makur Puou made Jumper. Assisted by Nate Frye.,29,39
5:02,-1,E.J. Rucker missed Jumper.,29,39
5:02,2443,Makur Puou Defensive Rebound.,29,39
4:50,2443,Tevin Broyles missed Jumper.,29,39
4:50,-1,Marcus Springer Defensive Rebound.,29,39
4:41,-1,Reece Dunlap made Three Point Jumper. Assisted by Allen Buchanan.,32,39
4:15,2443,Jorge Rosa made Layup.,32,41
3:58,-1,Demoine Brown Turnover.,32,41
3:58,2443,Official TV Timeout,32,41
3:44,2443,A.J. Cheeseman Turnover.,32,41
3:32,-1,E.J. Rucker missed Layup.,32,41
3:32,2443,Michael Zeno Defensive Rebound.,32,41
3:22,2443,A.J. Cheeseman made Layup.,32,43
3:00,-1,Marcus Springer Turnover.,32,43
3:00,-1,Foul on Marcus Springer.,32,43
2:44,2443,Cameron Reed missed Jumper.,32,43
2:44,-1,Demoine Brown Defensive Rebound.,32,43
2:31,-1,Abel Yekeh made Layup. Assisted by Demoine Brown.,34,43
2:17,2443,Nate Frye Turnover.,34,43
2:00,-1,Demoine Brown made Layup.,36,43
1:48,2443,Makur Puou Turnover.,36,43
1:22,-1,Reece Dunlap made Three Point Jumper.,39,43
1:02,2443,Makur Puou Turnover.,39,43
1:01,-1,E.J. Rucker Steal.,39,43
0:56,-1,Andre Black made Jumper. Assisted by E.J. Rucker.,41,43
0:40,2443,Jorge Rosa missed Three Point Jumper.,41,43
0:40,2443,Makur Puou Offensive Rebound.,41,43
0:35,2443,New Orleans  Timeout,41,43
0:05,2443,New Orleans  Turnover.,41,43
0:02,2443,Foul on Tevin Broyles.,41,43
0:02,-1,Demoine Brown missed Free Throw.,41,43
0:02,-1,Williams Baptist Deadball Team Rebound.,41,43
0:02,-1,Demoine Brown made Free Throw.,42,43
0:01,-1,Marcus Springer Turnover.,42,43
0:00,2443,End of 1st half,42,43
19:47,-1,E.J. Rucker Turnover.,42,43
19:46,2443,Travin Thibodeaux Steal.,42,43
19:39,2443,Christavious Gill missed Three Point Jumper.,42,43
19:39,-1,Williams Baptist Defensive Rebound.,42,43
19:21,-1,Kendall Ivy missed Layup.,42,43
19:21,2443,Makur Puou Defensive Rebound.,42,43
19:01,-1,Foul on E.J. Rucker.,42,43
18:59,2443,Erik Thomas made Jumper. Assisted by Tevin Broyles.,42,45
18:43,-1,E.J. Rucker Turnover.,42,45
18:42,2443,Travin Thibodeaux Steal.,42,45
18:37,2443,Travin Thibodeaux made Dunk. Assisted by Christavious Gill.,42,47
18:37,-1,Foul on Kendall Ivy.,42,47
18:37,2443,Travin Thibodeaux made Free Throw.,42,48
18:24,-1,Demoine Brown Turnover.,42,48
18:24,-1,Williams Baptist  Timeout,42,48
18:19,2443,Erik Thomas missed Layup.,42,48
18:19,2443,Tevin Broyles Offensive Rebound.,42,48
18:08,2443,Makur Puou Turnover.,42,48
18:08,-1,Reece Dunlap Steal.,42,48
18:01,2443,Foul on Tevin Broyles.,42,48
17:54,2443,Foul on Makur Puou.,42,48
17:54,-1,Marcus Springer made Free Throw.,43,48
17:54,-1,Marcus Springer made Free Throw.,44,48
17:53,-1,Foul on Allen Buchanan.,44,48
17:50,2443,Tevin Broyles Turnover.,44,48
17:49,-1,E.J. Rucker Steal.,44,48
17:40,-1,E.J. Rucker missed Three Point Jumper.,44,48
17:40,2443,Erik Thomas Defensive Rebound.,44,48
17:21,2443,Erik Thomas made Layup. Assisted by Tevin Broyles.,44,50
16:56,-1,Allen Buchanan missed Jumper.,44,50
16:56,2443,Travin Thibodeaux Defensive Rebound.,44,50
16:47,2443,Makur Puou missed Jumper.,44,50
16:47,-1,Marquez Chew Defensive Rebound.,44,50
16:39,-1,Marquez Chew missed Layup.,44,50
16:39,2443,Makur Puou Block.,44,50
16:38,2443,Makur Puou Defensive Rebound.,44,50
16:35,-1,Foul on Marquez Chew.,44,50
16:13,2443,Travin Thibodeaux missed Jumper.,44,50
16:13,-1,Allen Buchanan Defensive Rebound.,44,50
16:07,-1,Marcus Springer made Layup. Assisted by Allen Buchanan.,46,50
15:45,2443,Christavious Gill missed Layup.,46,50
15:45,-1,E.J. Rucker Defensive Rebound.,46,50
15:32,-1,Demoine Brown Turnover.,46,50
15:30,2443,Official TV Timeout,46,50
15:23,2443,Travin Thibodeaux Turnover.,46,50
15:15,-1,E.J. Rucker made Layup.,48,50
14:58,2443,Erik Thomas missed Layup.,48,50
14:58,2443,Erik Thomas Offensive Rebound.,48,50
14:53,2443,Erik Thomas made Layup.,48,52
14:42,-1,Demoine Brown missed Jumper.,48,52
14:42,2443,Travin Thibodeaux Defensive Rebound.,48,52
14:36,2443,Travin Thibodeaux Turnover.,48,52
14:24,-1,Allen Buchanan made Jumper. Assisted by E.J. Rucker.,50,52
14:17,-1,Foul on Allen Buchanan.,50,52
14:06,2443,Tevin Broyles missed Jumper.,50,52
14:05,2443,Jorge Rosa Offensive Rebound.,50,52
14:03,2443,Jorge Rosa made Layup.,50,54
13:51,-1,Abel Yekeh made Dunk. Assisted by Marquez Chew.,52,54
13:39,2443,Tevin Broyles Turnover.,52,54
13:38,-1,Marquez Chew Steal.,52,54
13:36,-1,Allen Buchanan made Layup. Assisted by Marquez Chew.,54,54
13:34,2443,New Orleans  Timeout,54,54
13:34,2443,Erik Thomas Turnover.,54,54
13:33,-1,Demoine Brown Steal.,54,54
13:22,-1,E.J. Rucker Turnover.,54,54
13:22,-1,Foul on E.J. Rucker.,54,54
13:13,2443,Jorge Rosa missed Three Point Jumper.,54,54
13:13,-1,Abel Yekeh Defensive Rebound.,54,54
13:03,-1,Demoine Brown missed Layup.,54,54
13:03,2443,Travin Thibodeaux Block.,54,54
13:02,-1,Williams Baptist Offensive Rebound.,54,54
12:56,-1,Abel Yekeh missed Layup.,54,54
12:56,2443,Travin Thibodeaux Defensive Rebound.,54,54
12:31,-1,Foul on Allen Buchanan.,54,54
12:31,2443,Nate Frye made Free Throw.,54,55
12:31,2443,Nate Frye made Free Throw.,54,56
12:19,-1,Andre Black missed Three Point Jumper.,54,56
12:19,2443,Nate Frye Block.,54,56
12:15,2443,Travin Thibodeaux Defensive Rebound.,54,56
12:14,-1,Foul on Andre Black.,54,56
12:14,2443,Jorge Rosa made Free Throw.,54,57
12:14,2443,Jorge Rosa made Free Throw.,54,58
11:48,-1,Reece Dunlap missed Three Point Jumper.,54,58
11:48,-1,Abel Yekeh Offensive Rebound.,54,58
11:44,-1,Abel Yekeh Turnover.,54,58
11:44,2443,Matthew Jiles Steal.,54,58
11:42,2443,Nate Frye made Layup. Assisted by Matthew Jiles.,54,60
11:19,-1,E.J. Rucker missed Three Point Jumper.,54,60
11:19,2443,A.J. Cheeseman Defensive Rebound.,54,60
11:12,2443,Nate Frye made Layup. Assisted by Matthew Jiles.,54,62
10:59,-1,Williams Baptist  Timeout,54,62
10:45,2443,Foul on A.J. Cheeseman.,54,62
10:45,-1,Andre Black made Free Throw.,55,62
10:45,-1,Andre Black missed Free Throw.,55,62
10:45,2443,Travin Thibodeaux Defensive Rebound.,55,62
10:35,2443,Matthew Jiles made Three Point Jumper. Assisted by Travin Thibodeaux.,55,65
10:15,-1,Reece Dunlap Turnover.,55,65
10:15,-1,Foul on Reece Dunlap.,55,65
9:51,-1,Foul on Marcus Springer.,55,65
9:51,2443,A.J. Cheeseman made Free Throw.,55,66
9:51,2443,A.J. Cheeseman made Free Throw.,55,67
9:37,-1,Andre Black made Jumper.,57,67
9:23,2443,Matthew Jiles Turnover.,57,67
9:22,-1,Marquez Chew Steal.,57,67
9:18,2443,Foul on Matthew Jiles.,57,67
9:18,-1,Marquez Chew made Free Throw.,58,67
9:18,-1,Marquez Chew made Free Throw.,59,67
8:57,2443,Matthew Jiles missed Jumper.,59,67
8:57,-1,E.J. Rucker Defensive Rebound.,59,67
8:34,-1,Marquez Chew Turnover.,59,67
8:19,2443,Jorge Rosa made Three Point Jumper. Assisted by Nate Frye.,59,70
7:52,-1,E.J. Rucker made Jumper.,61,70
7:47,2443,Erik Thomas made Dunk. Assisted by Travin Thibodeaux.,61,72
7:33,-1,E.J. Rucker Turnover.,61,72
7:32,2443,Nate Frye Steal.,61,72
7:30,2443,Jorge Rosa made Layup. Assisted by Christavious Gill.,61,74
7:14,-1,Andre Black Turnover.,61,74
7:13,2443,Jorge Rosa Steal.,61,74
7:09,2443,Jorge Rosa made Layup.,61,76
6:49,2443,Foul on Christavious Gill.,61,76
6:49,2443,Official TV Timeout,61,76
6:49,-1,Marcus Springer made Free Throw.,62,76
6:49,-1,Marcus Springer made Free Throw.,63,76
6:30,2443,Makur Puou missed Jumper.,63,76
6:30,2443,Erik Thomas Offensive Rebound.,63,76
6:25,2443,Erik Thomas made Layup.,63,78
6:08,-1,Allen Buchanan Turnover.,63,78
6:06,2443,Erik Thomas Steal.,63,78
6:05,2443,Erik Thomas made Layup.,63,80
5:46,-1,E.J. Rucker made Three Point Jumper. Assisted by Andre Black.,66,80
5:34,2443,Tevin Broyles missed Layup.,66,80
5:34,-1,E.J. Rucker Defensive Rebound.,66,80
5:28,-1,E.J. Rucker missed Layup.,66,80
5:28,2443,Makur Puou Defensive Rebound.,66,80
5:11,2443,Travin Thibodeaux missed Jumper.,66,80
5:11,2443,Travin Thibodeaux Offensive Rebound.,66,80
5:07,2443,Travin Thibodeaux made Jumper.,66,82
4:50,-1,Demoine Brown missed Jumper.,66,82
4:50,-1,Marcus Springer Offensive Rebound.,66,82
4:45,-1,Marcus Springer missed Jumper.,66,82
4:45,2443,Christavious Gill Defensive Rebound.,66,82
4:34,2443,Christavious Gill made Three Point Jumper. Assisted by Tevin Broyles.,66,85
4:01,-1,Demoine Brown missed Three Point Jumper.,66,85
4:01,2443,Travin Thibodeaux Defensive Rebound.,66,85
3:53,2443,Michael Zeno missed Dunk.,66,85
3:53,-1,Marcus Springer Defensive Rebound.,66,85
3:46,-1,Allen Buchanan made Layup.,68,85
3:46,2443,Foul on Erik Thomas.,68,85
3:46,2443,Official TV Timeout,68,85
3:46,-1,Allen Buchanan made Free Throw.,69,85
3:33,2443,Travin Thibodeaux Turnover.,69,85
3:09,-1,Demoine Brown missed Layup.,69,85
3:09,2443,Makur Puou Defensive Rebound.,69,85
3:02,2443,Erik Thomas made Layup. Assisted by Christavious Gill.,69,87
2:51,2443,New Orleans  Timeout,69,87
2:47,2443,Foul on A.J. Cheeseman.,69,87
2:47,-1,Allen Buchanan missed Free Throw.,69,87
2:47,-1,Williams Baptist Deadball Team Rebound.,69,87
2:47,-1,Allen Buchanan missed Free Throw.,69,87
2:47,2443,A.J. Cheeseman Defensive Rebound.,69,87
2:35,2443,Danny Cohen Turnover.,69,87
2:29,2443,Foul on A.J. Cheeseman.,69,87
2:29,-1,E.J. Rucker missed Free Throw.,69,87
2:29,-1,Williams Baptist Deadball Team Rebound.,69,87
2:29,-1,E.J. Rucker missed Free Throw.,69,87
2:29,2443,A.J. Cheeseman Defensive Rebound.,69,87
2:00,2443,A.J. Cheeseman made Layup. Assisted by Venjie Wallis.,69,89
1:52,-1,Demoine Brown Turnover.,69,89
1:50,2443,Bryson Robinson Steal.,69,89
1:47,-1,Foul on E.J. Rucker.,69,89
1:47,2443,Venjie Wallis made Free Throw.,69,90
1:47,2443,Venjie Wallis made Free Throw.,69,91
1:37,2443,Foul on Coleman Edwards.,69,91
1:37,-1,Allen Buchanan missed Free Throw.,69,91
1:37,2443,A.J. Cheeseman Defensive Rebound.,69,91
1:05,2443,A.J. Cheeseman missed Layup.,69,91
1:05,-1,D'Angelo Griffin Defensive Rebound.,69,91
1:01,-1,D'Angelo Griffin missed Layup.,69,91
1:01,2443,Danny Cohen Block.,69,91
0:59,2443,Venjie Wallis Defensive Rebound.,69,91
0:56,2443,Coleman Edwards missed Three Point Jumper.,69,91
0:56,-1,Allen Earnheart Defensive Rebound.,69,91
0:47,-1,D'Angelo Griffin made Three Point Jumper.,72,91
0:22,2443,Danny Cohen missed Jumper.,72,91
0:22,-1,Travon Cobb Defensive Rebound.,72,91
0:19,2443,Foul on Venjie Wallis.,72,91
0:19,-1,Travon Cobb made Free Throw.,73,91
0:19,-1,Travon Cobb made Free Throw.,74,91
0:00,2443,End of Game,74,91
