Cleveland State,96,Kentucky,325
1:17,325,Bobby Word made Free Throw.,29,53
1:17,325,Bobby Word made Free Throw.,30,53
0:57,96,Wenyen Gabriel missed Jumper.,30,53
0:57,325,Cleveland St Defensive Rebound.,30,53
0:45,325,Bobby Word made Three Point Jumper.,33,53
0:21,96,De'Aaron Fox made Jumper.,33,55
0:21,325,Foul on Kenny Carpenter.,33,55
0:21,96,De'Aaron Fox made Free Throw.,33,56
0:11,325,Bobby Word missed Three Point Jumper.,33,56
0:11,325,Rob Edwards Offensive Rebound.,33,56
0:06,325,Rob Edwards made Jumper.,35,56
0:00,96,End of 1st half,35,56
20:00,325,Jump Ball won by Cleveland St,35,56
19:42,325,Jibri Blount missed Three Point Jumper.,35,56
19:42,96,De'Aaron Fox Defensive Rebound.,35,56
19:21,96,Derek Willis missed Three Point Jumper.,35,56
19:21,96,Wenyen Gabriel Offensive Rebound.,35,56
19:13,96,Wenyen Gabriel made Layup.,35,58
19:13,325,Foul on Bobby Word.,35,58
19:13,96,Wenyen Gabriel missed Free Throw.,35,58
19:13,325,Bobby Word Defensive Rebound.,35,58
19:02,325,Rob Edwards missed Three Point Jumper.,35,58
19:02,325,Cleveland St Offensive Rebound.,35,58
19:00,96,Foul on Edrice Adebayo.,35,58
18:39,325,Rob Edwards Turnover.,35,58
18:24,325,Foul on Derek Sloan.,35,58
18:24,96,Edrice Adebayo made Free Throw.,35,59
18:24,96,Edrice Adebayo made Free Throw.,35,60
17:58,325,Bobby Word Turnover.,35,60
17:58,96,Derek Willis Steal.,35,60
17:54,96,Malik Monk made Layup. Assisted by De'Aaron Fox.,35,62
17:34,325,Bobby Word missed Three Point Jumper.,35,62
17:34,96,Derek Willis Block.,35,62
17:34,325,Cleveland St Offensive Rebound.,35,62
17:24,325,Derek Sloan made Layup. Assisted by Rob Edwards.,37,62
17:15,325,Foul on Derek Sloan.,37,62
17:07,96,Wenyen Gabriel missed Jumper.,37,62
17:07,96,Edrice Adebayo Offensive Rebound.,37,62
17:03,96,Jump Ball won by Kentucky,37,62
16:53,96,Edrice Adebayo made Jumper. Assisted by Wenyen Gabriel.,37,64
16:35,96,Foul on Wenyen Gabriel.,37,64
16:35,325,Bobby Word missed Free Throw.,37,64
16:35,325,Cleveland St Deadball Team Rebound.,37,64
16:35,325,Bobby Word made Free Throw.,38,64
16:27,96,Edrice Adebayo made Dunk. Assisted by De'Aaron Fox.,38,66
16:00,325,Anthony Wright Turnover.,38,66
16:00,96,De'Aaron Fox Steal.,38,66
15:57,96,De'Aaron Fox made Layup.,38,68
15:41,325,Bobby Word missed Jumper.,38,68
15:41,96,De'Aaron Fox Defensive Rebound.,38,68
15:34,96,Malik Monk Turnover.,38,68
15:27,325,Anthony Wright missed Layup.,38,68
15:27,325,Cleveland St Offensive Rebound.,38,68
15:22,96,Official TV Timeout,38,68
15:19,325,Daniel Levitt missed Jumper.,38,68
15:19,96,De'Aaron Fox Defensive Rebound.,38,68
15:11,96,Malik Monk missed Dunk.,38,68
15:11,325,Cleveland St Deadball Team Rebound.,38,68
15:11,96,Foul on Wenyen Gabriel.,38,68
15:07,325,Rob Edwards made Three Point Jumper.,41,68
15:02,96,De'Aaron Fox missed Layup.,41,68
15:02,96,Edrice Adebayo Offensive Rebound.,41,68
14:47,325,Foul on Evan Clayborne.,41,68
14:47,96,Edrice Adebayo made Free Throw.,41,69
14:47,96,Edrice Adebayo made Free Throw.,41,70
14:19,96,Foul on Derek Willis.,41,70
14:19,325,Jamarcus Hairston made Free Throw.,42,70
14:19,325,Jamarcus Hairston made Free Throw.,43,70
14:08,96,Mychal Mulder Turnover.,43,70
14:08,325,Jamarcus Hairston Steal.,43,70
13:57,325,Daniel Levitt missed Jumper.,43,70
13:57,96,Edrice Adebayo Defensive Rebound.,43,70
13:51,96,De'Aaron Fox made Layup.,43,72
13:39,325,Jibri Blount made Layup.,45,72
13:26,96,Mychal Mulder missed Three Point Jumper.,45,72
13:26,325,Jibri Blount Defensive Rebound.,45,72
13:16,325,Anthony Wright missed Three Point Jumper.,45,72
13:16,96,Malik Monk Defensive Rebound.,45,72
13:09,96,Malik Monk Turnover.,45,72
13:09,325,Daniel Levitt Steal.,45,72
12:44,325,Jibri Blount made Jumper.,47,72
12:33,96,Malik Monk missed Three Point Jumper.,47,72
12:33,325,Rob Edwards Defensive Rebound.,47,72
12:22,325,Rob Edwards made Layup.,49,72
12:11,96,Isaac Humphries made Layup. Assisted by Edrice Adebayo.,49,74
11:56,325,Tim Hasbargen missed Three Point Jumper.,49,74
11:56,96,Edrice Adebayo Defensive Rebound.,49,74
11:45,96,Mychal Mulder missed Layup.,49,74
11:45,96,Isaac Humphries Offensive Rebound.,49,74
11:45,325,Foul on Jibri Blount.,49,74
11:45,96,Official TV Timeout,49,74
11:37,96,Isaac Humphries made Jumper. Assisted by Edrice Adebayo.,49,76
11:17,96,Foul on Edrice Adebayo.,49,76
11:17,325,Jibri Blount made Free Throw.,50,76
11:17,325,Jibri Blount made Free Throw.,51,76
11:00,96,Mychal Mulder missed Three Point Jumper.,51,76
11:00,96,Isaac Humphries Offensive Rebound.,51,76
10:52,96,Isaac Humphries made Layup.,51,78
10:52,325,Foul on Jamarcus Hairston.,51,78
10:52,96,Isaac Humphries made Free Throw.,51,79
10:39,325,Foul on Jibri Blount.,51,79
10:39,325,Jibri Blount Turnover.,51,79
10:29,96,De'Aaron Fox missed Layup.,51,79
10:29,325,Evan Clayborne Defensive Rebound.,51,79
10:17,96,Foul on Wenyen Gabriel.,51,79
10:16,96,Foul on Isaac Humphries.,51,79
10:16,325,Jamarcus Hairston made Free Throw.,52,79
10:16,325,Cleveland St  Timeout,52,79
10:16,325,Jamarcus Hairston missed Free Throw.,52,79
10:16,96,Isaac Humphries Defensive Rebound.,52,79
10:09,96,Isaac Humphries made Layup. Assisted by Derek Willis.,52,81
9:59,325,Jamarcus Hairston missed Three Point Jumper.,52,81
9:59,325,Daniel Levitt Offensive Rebound.,52,81
9:50,325,Daniel Levitt missed Three Point Jumper.,52,81
9:50,96,Isaac Humphries Defensive Rebound.,52,81
9:38,96,De'Aaron Fox missed Three Point Jumper.,52,81
9:38,96,Isaac Humphries Offensive Rebound.,52,81
9:32,96,Mychal Mulder made Jumper. Assisted by Isaac Humphries.,52,83
8:59,325,Rob Edwards missed Layup.,52,83
8:59,96,Isaac Humphries Defensive Rebound.,52,83
8:54,96,Mychal Mulder made Three Point Jumper. Assisted by De'Aaron Fox.,52,86
8:29,325,Rob Edwards missed Three Point Jumper.,52,86
8:29,96,De'Aaron Fox Block.,52,86
8:29,325,Evan Clayborne Offensive Rebound.,52,86
8:21,325,Rob Edwards missed Three Point Jumper.,52,86
8:21,96,Malik Monk Defensive Rebound.,52,86
8:14,96,Derek Willis missed Three Point Jumper.,52,86
8:14,325,Tim Hasbargen Defensive Rebound.,52,86
7:57,325,Jamarcus Hairston missed Three Point Jumper.,52,86
7:57,96,Derek Willis Defensive Rebound.,52,86
7:49,96,Mychal Mulder made Three Point Jumper. Assisted by De'Aaron Fox.,52,89
7:41,96,Official TV Timeout,52,89
7:33,325,Kasheem Thomas Turnover.,52,89
7:33,96,Malik Monk Steal.,52,89
7:31,325,Foul on Bobby Word.,52,89
7:31,96,Malik Monk made Free Throw.,52,90
7:31,96,Malik Monk made Free Throw.,52,91
7:13,325,Evan Clayborne missed Jumper.,52,91
7:13,96,Isaac Humphries Defensive Rebound.,52,91
7:00,96,Brad Calipari Turnover.,52,91
6:43,325,Bobby Word missed Layup.,52,91
6:43,325,Evan Clayborne Offensive Rebound.,52,91
6:36,325,Anthony Wright made Layup.,54,91
6:36,96,Foul on Isaac Humphries.,54,91
6:36,325,Anthony Wright missed Free Throw.,54,91
6:36,96,Wenyen Gabriel Defensive Rebound.,54,91
6:27,96,Edrice Adebayo made Dunk. Assisted by Wenyen Gabriel.,54,93
6:09,325,Derek Sloan missed Three Point Jumper.,54,93
6:09,96,Wenyen Gabriel Defensive Rebound.,54,93
6:03,96,Mychal Mulder made Dunk. Assisted by Wenyen Gabriel.,54,95
5:38,325,Kasheem Thomas missed Jumper.,54,95
5:38,96,Brad Calipari Block.,54,95
5:38,325,Cleveland St Offensive Rebound.,54,95
5:28,325,Nelson Maxwell made Three Point Jumper. Assisted by Bobby Word.,57,95
5:10,96,Malik Monk missed Three Point Jumper.,57,95
5:10,96,Mychal Mulder Offensive Rebound.,57,95
5:00,96,Foul on Malik Monk.,57,95
5:00,96,Malik Monk Turnover.,57,95
4:48,325,Bobby Word made Jumper.,59,95
4:40,96,Brad Calipari missed Three Point Jumper.,59,95
4:40,96,Kentucky Offensive Rebound.,59,95
4:21,96,Edrice Adebayo missed Jumper.,59,95
4:21,325,Anthony Wright Defensive Rebound.,59,95
4:09,96,Foul on Edrice Adebayo.,59,95
4:09,325,Derek Sloan made Free Throw.,60,95
4:09,325,Derek Sloan made Free Throw.,61,95
4:07,96,De'Aaron Fox Turnover.,61,95
4:07,325,Nelson Maxwell Steal.,61,95
4:02,325,Bobby Word missed Three Point Jumper.,61,95
4:02,96,Wenyen Gabriel Defensive Rebound.,61,95
3:57,96,Wenyen Gabriel Turnover.,61,95
3:57,96,Official TV Timeout,61,95
3:49,325,Foul on Evan Clayborne.,61,95
3:49,325,Evan Clayborne Turnover.,61,95
3:43,96,De'Aaron Fox missed Layup.,61,95
3:43,325,Derek Sloan Defensive Rebound.,61,95
3:34,325,Foul on Derek Sloan.,61,95
3:34,325,Derek Sloan Turnover.,61,95
3:26,96,De'Aaron Fox missed Jumper.,61,95
3:26,325,Nelson Maxwell Defensive Rebound.,61,95
3:14,325,Rob Edwards missed Three Point Jumper.,61,95
3:14,96,Wenyen Gabriel Defensive Rebound.,61,95
2:54,96,Tai Wynyard made Layup. Assisted by De'Aaron Fox.,61,97
2:54,325,Foul on Jamarcus Hairston.,61,97
2:54,96,Tai Wynyard missed Free Throw.,61,97
2:54,325,Jamarcus Hairston Defensive Rebound.,61,97
2:41,325,Jibri Blount missed Layup.,61,97
2:41,96,Tai Wynyard Defensive Rebound.,61,97
2:34,96,Brad Calipari missed Three Point Jumper.,61,97
2:34,325,Jibri Blount Defensive Rebound.,61,97
2:27,325,Jump Ball won by Cleveland St,61,97
2:10,96,Foul on Mychal Mulder.,61,97
2:10,325,Rob Edwards made Free Throw.,62,97
2:10,325,Cleveland St  Timeout,62,97
2:10,325,Rob Edwards made Free Throw.,63,97
2:06,96,Brad Calipari missed Three Point Jumper.,63,97
2:06,325,Bobby Word Defensive Rebound.,63,97
1:53,325,Nelson Maxwell missed Layup.,63,97
1:53,96,Mychal Mulder Block.,63,97
1:53,96,Tai Wynyard Defensive Rebound.,63,97
1:40,325,Foul on Anthony Wright.,63,97
1:40,96,Sacha Killeya-Jones missed Free Throw.,63,97
1:40,96,Kentucky Deadball Team Rebound.,63,97
1:40,96,Sacha Killeya-Jones missed Free Throw.,63,97
1:40,325,Jibri Blount Defensive Rebound.,63,97
1:35,325,Bobby Word missed Three Point Jumper.,63,97
1:35,96,Sacha Killeya-Jones Defensive Rebound.,63,97
1:26,325,Foul on Nelson Maxwell.,63,97
1:26,96,Sacha Killeya-Jones made Free Throw.,63,98
1:26,96,Sacha Killeya-Jones made Free Throw.,63,99
1:21,325,Rob Edwards made Layup.,65,99
0:54,96,Mychal Mulder Turnover.,65,99
0:54,325,Nelson Maxwell Steal.,65,99
0:47,325,Rob Edwards made Layup. Assisted by Nelson Maxwell.,67,99
0:31,96,Jonny David missed Jumper.,67,99
0:31,96,Tai Wynyard Offensive Rebound.,67,99
0:31,96,Tai Wynyard made Two Point Tip Shot.,67,101
0:23,325,Bobby Word made Three Point Jumper. Assisted by Nelson Maxwell.,70,101
0:00,96,End of Game,70,101
