Tennessee St,2099,Canisius,2634
2:19,2099,Martin Dixon-Green Offensive Rebound.,35,22
2:12,2099,Chris Atkinson missed Three Point Jumper.,35,22
2:12,2634,Wayne Martin Defensive Rebound.,35,22
1:53,2634,Tahjere McCall made Three Point Jumper. Assisted by Darreon Reddick.,38,22
1:45,2099,Martin Dixon-Green made Layup. Assisted by Chris Atkinson.,38,24
1:43,2634,Tennessee St  Timeout,38,24
1:17,2634,Jordan Reed made Layup.,40,24
0:46,2634,Foul on Wayne Martin.,40,24
0:46,2099,Phil Valenti missed Free Throw.,40,24
0:46,2634,Christian Mekowulu Defensive Rebound.,40,24
0:18,2634,Christian Mekowulu Turnover.,40,24
0:06,2099,Kassius Robertson made Three Point Jumper. Assisted by Malik Johnson.,40,27
0:00,2099,End of 1st half,40,27
19:42,2634,Foul on Jordan Reed.,40,27
19:42,2099,Phil Valenti missed Free Throw.,40,27
19:42,2099,Canisius Deadball Team Rebound.,40,27
19:42,2099,Phil Valenti missed Free Throw.,40,27
19:42,2099,Jermaine Crumpton Offensive Rebound.,40,27
19:41,2099,Jermaine Crumpton missed Layup.,40,27
19:41,2099,Phil Valenti Offensive Rebound.,40,27
19:16,2634,Foul on Ken'Darrius Hamilton.,40,27
19:16,2099,Kiefer Douse made Free Throw.,40,28
19:16,2099,Kiefer Douse missed Free Throw.,40,28
19:16,2634,Wayne Martin Defensive Rebound.,40,28
19:00,2634,Tahjere McCall missed Layup.,40,28
19:00,2634,Wayne Martin Offensive Rebound.,40,28
18:55,2634,Wayne Martin missed Layup.,40,28
18:55,2634,Jordan Reed Offensive Rebound.,40,28
18:52,2634,Jordan Reed Turnover.,40,28
18:52,2099,Malik Johnson Steal.,40,28
18:51,2099,Malik Johnson Turnover.,40,28
18:36,2634,Wayne Martin made Layup. Assisted by Tahjere McCall.,42,28
18:29,2099,Kiefer Douse Turnover.,42,28
18:13,2634,Wayne Martin made Layup.,44,28
17:47,2099,Kassius Robertson made Jumper. Assisted by Phil Valenti.,44,30
17:21,2634,Christian Mekowulu Turnover.,44,30
17:21,2634,Foul on Christian Mekowulu.,44,30
17:01,2099,Jermaine Crumpton missed Jumper.,44,30
17:01,2634,Delano Spencer Defensive Rebound.,44,30
16:47,2099,Foul on Malik Johnson.,44,30
16:35,2634,Darreon Reddick missed Three Point Jumper.,44,30
16:35,2634,Wayne Martin Offensive Rebound.,44,30
16:31,2634,Wayne Martin Turnover.,44,30
16:30,2099,Jermaine Crumpton Steal.,44,30
16:30,2099,Jermaine Crumpton Turnover.,44,30
16:24,2099,Foul on Dantai St. Louis.,44,30
16:13,2634,Wayne Martin made Layup. Assisted by Jordan Reed.,46,30
16:13,2099,Foul on Dantai St. Louis.,46,30
16:13,2634,Wayne Martin made Free Throw.,47,30
15:52,2099,Kiefer Douse missed Three Point Jumper.,47,30
15:52,2634,Tahjere McCall Defensive Rebound.,47,30
15:42,2634,Delano Spencer missed Jumper.,47,30
15:42,2634,Jordan Reed Offensive Rebound.,47,30
15:39,2634,Jordan Reed made Dunk.,49,30
15:31,2099,Canisius  Timeout,49,30
15:31,2099,Official TV Timeout,49,30
15:22,2099,Kassius Robertson missed Layup.,49,30
15:22,2634,Jordan Reed Defensive Rebound.,49,30
15:03,2634,Jordan Reed missed Three Point Jumper.,49,30
15:03,2099,Phil Valenti Defensive Rebound.,49,30
14:51,2099,Isaiah Reese made Three Point Jumper. Assisted by Kiefer Douse.,49,33
14:30,2099,Official TV Timeout,49,33
14:12,2634,Tahjere McCall missed Layup.,49,33
14:12,2634,Jordan Reed Offensive Rebound.,49,33
14:08,2634,Jordan Reed made Layup.,51,33
13:33,2099,Phil Valenti missed Jumper.,51,33
13:33,2634,Wayne Martin Defensive Rebound.,51,33
13:22,2634,Armani Chaney missed Jumper.,51,33
13:22,2099,Kassius Robertson Defensive Rebound.,51,33
13:09,2099,Dantai St. Louis missed Jumper.,51,33
13:09,2099,Kiefer Douse Offensive Rebound.,51,33
13:05,2099,Kiefer Douse missed Two Point Tip Shot.,51,33
13:05,2634,Jordan Reed Defensive Rebound.,51,33
12:58,2634,Delano Spencer made Three Point Jumper. Assisted by Tahjere McCall.,54,33
12:50,2099,Isaiah Reese made Three Point Jumper. Assisted by Kassius Robertson.,54,36
12:31,2634,Delano Spencer made Layup.,56,36
12:31,2099,Foul on Kassius Robertson.,56,36
12:31,2634,Delano Spencer missed Free Throw.,56,36
12:31,2099,Selvedin Planincic Defensive Rebound.,56,36
12:16,2634,Foul on Ken'Darrius Hamilton.,56,36
12:16,2099,Kiefer Douse made Free Throw.,56,37
12:16,2099,Kiefer Douse made Free Throw.,56,38
12:02,2099,Foul on Kiefer Douse.,56,38
12:02,2634,Armani Chaney made Free Throw.,57,38
12:02,2634,Armani Chaney missed Free Throw.,57,38
12:02,2099,Isaiah Reese Defensive Rebound.,57,38
11:44,2099,Isaiah Reese made Jumper.,57,40
11:31,2099,Foul on Isaiah Reese.,57,40
11:31,2099,Official TV Timeout,57,40
11:21,2634,Darreon Reddick made Three Point Jumper. Assisted by Tahjere McCall.,60,40
11:01,2099,Phil Valenti Turnover.,60,40
11:00,2634,Tahjere McCall Steal.,60,40
10:33,2099,Foul on Phil Valenti.,60,40
10:33,2634,Christian Mekowulu missed Free Throw.,60,40
10:33,2634,Tennessee St Deadball Team Rebound.,60,40
10:33,2634,Christian Mekowulu made Free Throw.,61,40
10:07,2099,Isaiah Reese made Three Point Jumper. Assisted by Phil Valenti.,61,43
9:48,2634,Christian Mekowulu missed Layup.,61,43
9:48,2099,Selvedin Planincic Block.,61,43
9:46,2634,Christian Mekowulu Offensive Rebound.,61,43
9:43,2634,Christian Mekowulu missed Layup.,61,43
9:43,2634,Jordan Reed Offensive Rebound.,61,43
9:41,2634,Jordan Reed missed Layup.,61,43
9:41,2099,Selvedin Planincic Block.,61,43
9:41,2634,Jordan Reed Offensive Rebound.,61,43
9:40,2634,Wayne Martin made Layup. Assisted by Tahjere McCall.,63,43
9:29,2634,Foul on Tahjere McCall.,63,43
9:01,2099,Malik Johnson Turnover.,63,43
8:59,2634,Wayne Martin Steal.,63,43
8:56,2634,Wayne Martin Turnover.,63,43
8:54,2099,Malik Johnson Steal.,63,43
8:52,2634,Foul on Jordan Reed.,63,43
8:52,2099,Kiefer Douse made Free Throw.,63,44
8:52,2099,Kiefer Douse missed Free Throw.,63,44
8:52,2634,Tennessee St Defensive Rebound.,63,44
8:52,2099,Foul on Phil Valenti.,63,44
8:52,2634,Wayne Martin missed Free Throw.,63,44
8:52,2099,Phil Valenti Defensive Rebound.,63,44
8:43,2099,Phil Valenti made Layup. Assisted by Isaiah Reese.,63,46
8:43,2634,Foul on Samson Oyediran.,63,46
8:43,2099,Phil Valenti missed Free Throw.,63,46
8:43,2099,Kiefer Douse Offensive Rebound.,63,46
8:41,2099,Phil Valenti missed Three Point Jumper.,63,46
8:41,2099,Isaiah Reese Offensive Rebound.,63,46
8:35,2634,Foul on Armani Chaney.,63,46
8:35,2099,Selvedin Planincic missed Free Throw.,63,46
8:35,2099,Canisius Deadball Team Rebound.,63,46
8:35,2099,Selvedin Planincic missed Free Throw.,63,46
8:35,2634,Christian Mekowulu Defensive Rebound.,63,46
8:23,2634,Jordan Reed Turnover.,63,46
8:22,2099,Phil Valenti Steal.,63,46
8:15,2099,Phil Valenti made Layup. Assisted by Kiefer Douse.,63,48
7:49,2634,Christian Mekowulu made Layup. Assisted by Jordan Reed.,65,48
7:24,2099,Phil Valenti made Jumper. Assisted by Isaiah Reese.,65,50
7:09,2634,Darreon Reddick Turnover.,65,50
7:04,2099,Kiefer Douse Turnover.,65,50
7:03,2634,Armani Chaney Steal.,65,50
7:00,2099,Foul on Kiefer Douse.,65,50
7:00,2099,Official TV Timeout,65,50
7:00,2634,Armani Chaney made Free Throw.,66,50
7:00,2634,Armani Chaney made Free Throw.,67,50
6:52,2099,Malik Johnson Turnover.,67,50
6:50,2634,Christian Mekowulu Steal.,67,50
6:32,2099,Foul on Chris Atkinson.,67,50
6:32,2634,Tahjere McCall missed Free Throw.,67,50
6:32,2634,Tennessee St Deadball Team Rebound.,67,50
6:32,2634,Tahjere McCall missed Free Throw.,67,50
6:32,2099,Phil Valenti Defensive Rebound.,67,50
6:17,2099,Selvedin Planincic missed Jumper.,67,50
6:17,2634,Wayne Martin Defensive Rebound.,67,50
5:56,2634,Tahjere McCall made Layup.,69,50
5:39,2099,Chris Atkinson Turnover.,69,50
5:24,2634,Tahjere McCall Turnover.,69,50
5:18,2634,Foul on Delano Spencer.,69,50
5:18,2099,Isaiah Reese made Free Throw.,69,51
5:18,2099,Isaiah Reese made Free Throw.,69,52
4:48,2634,Delano Spencer made Layup.,71,52
4:38,2634,Foul on Delano Spencer.,71,52
4:38,2099,Martin Dixon-Green missed Free Throw.,71,52
4:38,2099,Canisius Deadball Team Rebound.,71,52
4:38,2099,Martin Dixon-Green missed Free Throw.,71,52
4:38,2099,Selvedin Planincic Offensive Rebound.,71,52
4:37,2099,Selvedin Planincic missed Jumper.,71,52
4:37,2634,Wayne Martin Defensive Rebound.,71,52
4:18,2099,Foul on Selvedin Planincic.,71,52
4:18,2634,Christian Mekowulu made Free Throw.,72,52
4:18,2634,Christian Mekowulu missed Free Throw.,72,52
4:18,2099,Phil Valenti Defensive Rebound.,72,52
3:56,2099,Isaiah Reese missed Three Point Jumper.,72,52
3:56,2634,Tahjere McCall Defensive Rebound.,72,52
3:43,2634,Delano Spencer missed Layup.,72,52
3:43,2634,Christian Mekowulu Offensive Rebound.,72,52
3:40,2634,Christian Mekowulu missed Two Point Tip Shot.,72,52
3:40,2634,Wayne Martin Offensive Rebound.,72,52
3:37,2634,Wayne Martin missed Layup.,72,52
3:37,2099,Selvedin Planincic Block.,72,52
3:35,2099,Martin Dixon-Green Defensive Rebound.,72,52
3:33,2634,Foul on Jordan Reed.,72,52
3:33,2099,Official TV Timeout,72,52
3:33,2099,Martin Dixon-Green made Free Throw.,72,53
3:33,2099,Martin Dixon-Green made Free Throw.,72,54
3:04,2634,Tahjere McCall Turnover.,72,54
3:01,2099,Isaiah Reese Steal.,72,54
2:58,2099,Spencer Foley missed Three Point Jumper.,72,54
2:58,2634,Wayne Martin Defensive Rebound.,72,54
2:36,2634,Ken'Darrius Hamilton Turnover.,72,54
2:23,2099,Isaiah Reese missed Jumper.,72,54
2:23,2634,Armani Chaney Block.,72,54
2:21,2634,A'Torey Everett Defensive Rebound.,72,54
2:08,2634,Delano Spencer missed Three Point Jumper.,72,54
2:08,2099,Phil Valenti Defensive Rebound.,72,54
2:00,2099,Kassius Robertson missed Three Point Jumper.,72,54
2:00,2634,Tennessee St Defensive Rebound.,72,54
1:28,2634,Armani Chaney missed Jumper.,72,54
1:28,2634,Ken'Darrius Hamilton Offensive Rebound.,72,54
1:25,2634,Ken'Darrius Hamilton missed Layup.,72,54
1:25,2099,Selvedin Planincic Block.,72,54
1:22,2099,Selvedin Planincic Defensive Rebound.,72,54
1:19,2099,Isaiah Reese Turnover.,72,54
1:17,2634,Ken'Darrius Hamilton Steal.,72,54
1:06,2634,A'Torey Everett Turnover.,72,54
1:04,2099,Phil Valenti Steal.,72,54
1:02,2099,Phil Valenti made Layup. Assisted by Kassius Robertson.,72,56
0:36,2634,Ken'Darrius Hamilton missed Three Point Jumper.,72,56
0:36,2099,Kassius Robertson Defensive Rebound.,72,56
0:20,2634,Foul on Delano Spencer.,72,56
0:20,2099,Spencer Foley made Free Throw.,72,57
0:20,2099,Spencer Foley made Free Throw.,72,58
0:00,2099,End of Game,72,58
