Cal Poly,2459,Northern Illinois,13
12:18,13,Zach Gordon Block.,8,8
12:15,2459,Eugene German Offensive Rebound.,8,8
12:03,2459,Levi Bradley missed Three Point Jumper.,8,8
12:03,13,Cal Poly Defensive Rebound.,8,8
11:51,2459,Official TV Timeout,8,8
11:36,13,Josh Mishler Turnover.,8,8
11:28,2459,Austin Pauga missed Three Point Jumper.,8,8
11:28,2459,Dontel Highsmith Offensive Rebound.,8,8
11:21,2459,Noah McCarty made Jumper. Assisted by Levi Bradley.,8,10
10:55,13,Donovan Fields missed Three Point Jumper.,8,10
10:55,13,Zach Gordon Offensive Rebound.,8,10
10:48,13,Luke Meikle missed Three Point Jumper.,8,10
10:48,2459,Noah McCarty Defensive Rebound.,8,10
10:41,2459,Eugene German made Layup.,8,12
10:38,13,Cal Poly  Timeout,8,12
10:24,13,Josh Mishler made Three Point Jumper. Assisted by Luke Meikle.,11,12
10:07,2459,Dontel Highsmith missed Jumper.,11,12
10:07,13,Cal Poly Defensive Rebound.,11,12
9:37,13,Victor Joseph missed Three Point Jumper.,11,12
9:37,2459,Northern Illinois Defensive Rebound.,11,12
9:20,2459,Eugene German missed Jumper.,11,12
9:20,13,Zach Gordon Defensive Rebound.,11,12
9:07,13,Luke Meikle made Jumper. Assisted by Donovan Fields.,13,12
8:59,2459,Marin Maric Turnover.,13,12
8:59,2459,Foul on Marin Maric.,13,12
8:42,13,Luke Meikle missed Jumper.,13,12
8:42,13,Cal Poly Offensive Rebound.,13,12
8:32,13,Josh Mishler missed Three Point Jumper.,13,12
8:32,2459,Jaylen Key Defensive Rebound.,13,12
8:20,2459,Jaylen Key missed Jumper.,13,12
8:20,13,Luke Meikle Defensive Rebound.,13,12
8:13,2459,Foul on Levi Bradley.,13,12
7:55,13,Luke Meikle missed Jumper.,13,12
7:55,2459,Jaylen Key Defensive Rebound.,13,12
7:53,13,Foul on Josh Mishler.,13,12
7:29,2459,Dontel Highsmith missed Three Point Jumper.,13,12
7:29,2459,Northern Illinois Offensive Rebound.,13,12
7:26,13,Foul on Josh Mishler.,13,12
7:24,2459,Jaylen Key made Layup.,13,14
6:57,13,Victor Joseph made Three Point Jumper. Assisted by Ridge Shipley.,16,14
6:45,2459,Jaylen Key missed Jumper.,16,14
6:45,13,Aleks Abrams Defensive Rebound.,16,14
6:38,13,Victor Joseph Turnover.,16,14
6:14,2459,Jaylen Key Turnover.,16,14
6:01,13,Ridge Shipley missed Three Point Jumper.,16,14
6:01,2459,Noah McCarty Defensive Rebound.,16,14
5:46,13,Foul on Ridge Shipley.,16,14
5:34,2459,Jaylen Key missed Jumper.,16,14
5:34,2459,Noah McCarty Offensive Rebound.,16,14
5:29,2459,Noah McCarty Turnover.,16,14
5:26,13,Ridge Shipley Steal.,16,14
5:13,13,Luke Meikle Turnover.,16,14
4:55,2459,Noah McCarty missed Layup.,16,14
4:55,2459,Aaric Armstead Offensive Rebound.,16,14
4:52,13,Foul on Josh Martin.,16,14
4:52,2459,Aaric Armstead missed Free Throw.,16,14
4:52,2459,Northern Illinois Deadball Team Rebound.,16,14
4:52,2459,Aaric Armstead made Free Throw.,16,15
4:28,13,Kyle Toth made Three Point Jumper. Assisted by Zach Gordon.,19,15
4:15,2459,Noah McCarty Turnover.,19,15
4:14,13,Victor Joseph Steal.,19,15
4:10,2459,Foul on Laytwan Porter.,19,15
4:10,13,Victor Joseph missed Free Throw.,19,15
4:10,13,Cal Poly Deadball Team Rebound.,19,15
4:10,13,Victor Joseph made Free Throw.,20,15
3:56,2459,Laytwan Porter made Three Point Jumper.,20,18
3:34,2459,Official TV Timeout,20,18
3:34,13,Cal Poly  Turnover.,20,18
3:12,13,Foul on Zach Gordon.,20,18
3:12,2459,Aaric Armstead made Free Throw.,20,19
3:12,2459,Aaric Armstead missed Free Throw.,20,19
3:12,13,Josh Mishler Defensive Rebound.,20,19
2:46,13,Victor Joseph made Jumper.,22,19
2:35,2459,Noah McCarty missed Three Point Jumper.,22,19
2:35,13,Jaylen Shead Defensive Rebound.,22,19
2:10,13,Victor Joseph made Layup.,24,19
1:58,2459,Eugene German missed Three Point Jumper.,24,19
1:58,13,Cal Poly Defensive Rebound.,24,19
1:28,13,Jaylen Shead made Jumper.,26,19
1:16,2459,Aaric Armstead missed Layup.,26,19
1:16,13,Jaylen Shead Defensive Rebound.,26,19
1:13,2459,Foul on Justin Thomas.,26,19
1:13,13,Jaylen Shead missed Free Throw.,26,19
1:13,13,Cal Poly Deadball Team Rebound.,26,19
1:13,13,Jaylen Shead missed Free Throw.,26,19
1:13,2459,Jaylen Key Defensive Rebound.,26,19
1:04,2459,Jaylen Key missed Jumper.,26,19
1:04,13,Zach Gordon Defensive Rebound.,26,19
0:52,13,Kyle Toth made Three Point Jumper. Assisted by Josh Mishler.,29,19
0:50,2459,Northern Illinois  Timeout,29,19
0:33,2459,Aaric Armstead missed Layup.,29,19
0:33,2459,Aaric Armstead Offensive Rebound.,29,19
0:30,13,Foul on Victor Joseph.,29,19
0:30,2459,Aaric Armstead made Free Throw.,29,20
0:30,2459,Aaric Armstead made Free Throw.,29,21
0:01,13,Victor Joseph made Jumper.,31,21
0:00,2459,End of 1st half,31,21
19:48,2459,Marin Maric made Layup. Assisted by Aaric Armstead.,31,23
19:27,13,Josh Martin missed Layup.,31,23
19:27,2459,Marin Maric Defensive Rebound.,31,23
19:14,2459,Levi Bradley missed Layup.,31,23
19:14,13,Luke Meikle Defensive Rebound.,31,23
18:54,13,Jaylen Shead Turnover.,31,23
18:53,2459,Aaric Armstead Steal.,31,23
18:46,13,Foul on Luke Meikle.,31,23
18:46,2459,Dontel Highsmith made Free Throw.,31,24
18:46,2459,Dontel Highsmith made Free Throw.,31,25
18:18,13,Luke Meikle missed Jumper.,31,25
18:18,2459,Northern Illinois Defensive Rebound.,31,25
18:04,13,Foul on Zach Gordon.,31,25
17:53,2459,Marin Maric made Layup. Assisted by Laytwan Porter.,31,27
17:36,13,Jaylen Shead Turnover.,31,27
17:35,2459,Dontel Highsmith Steal.,31,27
17:33,2459,Aaric Armstead made Dunk. Assisted by Dontel Highsmith.,31,29
17:27,13,Cal Poly  Timeout,31,29
17:27,2459,Foul on Laytwan Porter.,31,29
16:56,13,Cal Poly  Turnover.,31,29
16:48,2459,Levi Bradley Turnover.,31,29
16:48,2459,Foul on Levi Bradley.,31,29
16:23,13,Luke Meikle made Jumper. Assisted by Jaylen Shead.,33,29
16:10,2459,Marin Maric Turnover.,33,29
15:45,13,Kyle Toth made Three Point Jumper. Assisted by Jaylen Shead.,36,29
15:24,2459,Laytwan Porter made Layup.,36,31
14:55,13,Luke Meikle missed Jumper.,36,31
14:55,2459,Laytwan Porter Defensive Rebound.,36,31
14:52,2459,Laytwan Porter Turnover.,36,31
14:22,13,Kyle Toth missed Three Point Jumper.,36,31
14:22,2459,Aaric Armstead Block.,36,31
14:22,2459,Northern Illinois Defensive Rebound.,36,31
14:11,13,Foul on Victor Joseph.,36,31
14:11,2459,Jaylen Key missed Free Throw.,36,31
14:11,2459,Northern Illinois Deadball Team Rebound.,36,31
14:11,2459,Jaylen Key made Free Throw.,36,32
13:47,13,Donovan Fields Turnover.,36,32
13:46,2459,Laytwan Porter Steal.,36,32
13:42,2459,Marin Maric made Layup. Assisted by Laytwan Porter.,36,34
13:22,13,Kyle Toth missed Three Point Jumper.,36,34
13:22,2459,Laytwan Porter Defensive Rebound.,36,34
13:12,13,Foul on Zach Gordon.,36,34
13:12,2459,Marin Maric made Free Throw.,36,35
13:12,2459,Marin Maric made Free Throw.,36,36
12:50,2459,Foul on Laytwan Porter.,36,36
12:33,13,Donovan Fields Turnover.,36,36
12:23,2459,Jaylen Key made Layup. Assisted by Noah McCarty.,36,38
12:11,13,Josh Martin Turnover.,36,38
12:11,13,Foul on Josh Martin.,36,38
11:54,2459,Eugene German missed Jumper.,36,38
11:54,13,Luke Meikle Defensive Rebound.,36,38
11:25,13,Victor Joseph missed Jumper.,36,38
11:25,13,Aleks Abrams Offensive Rebound.,36,38
11:20,13,Josh Mishler made Jumper. Assisted by Aleks Abrams.,38,38
11:05,2459,Eugene German missed Three Point Jumper.,38,38
11:05,13,Victor Joseph Defensive Rebound.,38,38
10:55,13,Ridge Shipley made Layup.,40,38
10:32,2459,Austin Pauga missed Three Point Jumper.,40,38
10:32,2459,Northern Illinois Offensive Rebound.,40,38
10:30,13,Foul on Josh Mishler.,40,38
10:16,2459,Levi Bradley missed Layup.,40,38
10:16,13,Luke Meikle Defensive Rebound.,40,38
9:56,13,Ridge Shipley missed Three Point Jumper.,40,38
9:56,2459,Dontel Highsmith Defensive Rebound.,40,38
9:44,2459,Laytwan Porter made Layup.,40,40
9:37,13,Luke Meikle Turnover.,40,40
9:23,2459,Marin Maric missed Layup.,40,40
9:23,2459,Levi Bradley Offensive Rebound.,40,40
9:20,2459,Levi Bradley made Layup.,40,42
8:52,13,Luke Meikle Turnover.,40,42
8:46,2459,Aaric Armstead made Three Point Jumper.,40,45
8:31,2459,Foul on Levi Bradley.,40,45
8:31,13,Luke Meikle made Free Throw.,41,45
8:31,13,Luke Meikle made Free Throw.,42,45
8:21,2459,Austin Pauga made Three Point Jumper. Assisted by Aaric Armstead.,42,48
8:11,13,Ridge Shipley made Three Point Jumper. Assisted by Jaylen Shead.,45,48
8:04,2459,Austin Pauga made Three Point Jumper. Assisted by Laytwan Porter.,45,51
7:46,13,Ridge Shipley made Layup.,47,51
7:38,2459,Marin Maric Turnover.,47,51
7:36,13,Jaylen Shead Steal.,47,51
7:33,13,Ridge Shipley made Layup.,49,51
7:05,13,Foul on Ridge Shipley.,49,51
7:05,2459,Official TV Timeout,49,51
7:05,2459,Laytwan Porter missed Free Throw.,49,51
7:05,13,Zach Gordon Defensive Rebound.,49,51
6:48,13,Josh Mishler made Layup.,51,51
6:24,2459,Laytwan Porter missed Layup.,51,51
6:24,2459,Noah McCarty Offensive Rebound.,51,51
6:21,2459,Noah McCarty Turnover.,51,51
6:08,2459,Foul on Marin Maric.,51,51
5:54,13,Jaylen Shead Turnover.,51,51
5:52,2459,Aaric Armstead Steal.,51,51
5:51,13,Foul on Victor Joseph.,51,51
5:51,2459,Aaric Armstead made Free Throw.,51,52
5:51,2459,Aaric Armstead made Free Throw.,51,53
5:22,13,Victor Joseph made Layup.,53,53
5:03,2459,Jaylen Key Turnover.,53,53
5:01,13,Jaylen Shead Steal.,53,53
4:41,13,Victor Joseph made Three Point Jumper.,56,53
4:22,2459,Marin Maric missed Layup.,56,53
4:22,2459,Jaylen Key Offensive Rebound.,56,53
4:20,2459,Jaylen Key made Layup.,56,55
3:54,2459,Foul on Marin Maric.,56,55
3:54,2459,Official TV Timeout,56,55
3:54,13,Victor Joseph made Free Throw.,57,55
3:54,13,Victor Joseph made Free Throw.,58,55
3:32,13,Foul on Zach Gordon.,58,55
3:32,2459,Dontel Highsmith missed Free Throw.,58,55
3:32,2459,Northern Illinois Deadball Team Rebound.,58,55
3:32,2459,Dontel Highsmith made Free Throw.,58,56
3:06,13,Ridge Shipley made Three Point Jumper. Assisted by Victor Joseph.,61,56
2:47,13,Foul on Victor Joseph.,61,56
2:47,2459,Marin Maric made Free Throw.,61,57
2:47,2459,Marin Maric made Free Throw.,61,58
2:47,2459,Northern Illinois  Timeout,61,58
2:19,13,Ridge Shipley missed Layup.,61,58
2:19,2459,Marin Maric Defensive Rebound.,61,58
2:06,2459,Levi Bradley made Layup.,61,60
1:37,13,Victor Joseph Turnover.,61,60
1:37,2459,Austin Pauga Steal.,61,60
1:30,2459,Levi Bradley missed Jumper.,61,60
1:30,13,Jaylen Shead Defensive Rebound.,61,60
1:18,13,Cal Poly  Timeout,61,60
1:04,13,Josh Mishler made Three Point Jumper. Assisted by Ridge Shipley.,64,60
0:47,2459,Marin Maric made Layup. Assisted by Aaric Armstead.,64,62
0:46,2459,Northern Illinois  Timeout,64,62
0:18,13,Jaylen Shead missed Three Point Jumper.,64,62
0:18,2459,Aaric Armstead Defensive Rebound.,64,62
0:08,2459,Laytwan Porter Turnover.,64,62
0:07,13,Zach Gordon Steal.,64,62
0:05,2459,Foul on Laytwan Porter.,64,62
0:05,13,Victor Joseph made Free Throw.,65,62
0:05,2459,Northern Illinois  Timeout,65,62
