Crown College,Error,Western Illinois,2710
8:46,-1,Foul on Josh Volness.,16,28
8:46,2710,Delo Bruster made Free Throw.,16,29
8:32,-1,Timothy Wendel made Layup. Assisted by Trey Peace.,18,29
8:14,2710,James Claar made Jumper. Assisted by C.J. Duff.,18,31
8:05,2710,Foul on James Claar.,18,31
8:05,-1,Trey Peace made Free Throw.,19,31
8:05,-1,Trey Peace made Free Throw.,20,31
7:55,2710,Delo Bruster missed Jumper.,20,31
7:55,-1,Garrett Bigej Defensive Rebound.,20,31
7:42,-1,Tom Messner missed Three Point Jumper.,20,31
7:42,2710,Dalan Ancrum Defensive Rebound.,20,31
7:29,2710,Lynrick Moxey missed Layup.,20,31
7:29,2710,James Claar Offensive Rebound.,20,31
7:27,-1,Foul on Joey Chapman.,20,31
7:27,2710,Official TV Timeout,20,31
7:27,2710,James Claar made Free Throw.,20,32
7:27,2710,James Claar missed Free Throw.,20,32
7:27,-1,Garrett Bigej Defensive Rebound.,20,32
7:11,-1,Jordan Whitcomb missed Jumper.,20,32
7:11,2710,James Claar Block.,20,32
7:09,2710,Dalan Ancrum Defensive Rebound.,20,32
7:01,2710,Dalan Ancrum made Layup.,20,34
6:37,-1,Mika Allison missed Jumper.,20,34
6:37,2710,Lynrick Moxey Defensive Rebound.,20,34
6:22,2710,James Claar missed Jumper.,20,34
6:22,-1,Timothy Wendel Defensive Rebound.,20,34
6:12,-1,Timothy Wendel missed Layup.,20,34
6:12,2710,Dalan Ancrum Block.,20,34
6:11,-1,Timothy Wendel Offensive Rebound.,20,34
6:11,2710,Foul on James Claar.,20,34
6:11,-1,Timothy Wendel made Free Throw.,21,34
6:11,-1,Timothy Wendel made Free Throw.,22,34
6:07,-1,Foul on James Brown.,22,34
6:07,2710,Garret Covington made Free Throw.,22,35
6:07,2710,Garret Covington made Free Throw.,22,36
5:56,2710,Foul on Garret Covington.,22,36
5:39,-1,Breier Sanders missed Layup.,22,36
5:39,2710,C.J. Duff Defensive Rebound.,22,36
5:31,2710,Garret Covington made Three Point Jumper. Assisted by C.J. Duff.,22,39
5:04,-1,Breier Sanders missed Layup.,22,39
5:04,2710,Garret Covington Defensive Rebound.,22,39
4:59,2710,C.J. Duff missed Layup.,22,39
4:59,2710,C.J. Duff Offensive Rebound.,22,39
4:40,2710,Lynrick Moxey made Layup.,22,41
4:31,-1,Crown College  Timeout,22,41
4:23,2710,Foul on Dalan Ancrum.,22,41
4:23,-1,Kole Jusczak made Free Throw.,23,41
4:23,-1,Kole Jusczak missed Free Throw.,23,41
4:23,-1,Crown College Offensive Rebound.,23,41
4:16,2710,Foul on Brandon Gilbeck.,23,41
4:08,-1,Mika Allison made Free Throw.,24,41
3:43,-1,Mika Allison missed Free Throw.,24,41
3:43,2710,Brandon Gilbeck Defensive Rebound.,24,41
3:43,2710,Dalan Ancrum missed Jumper.,24,41
3:43,-1,Terrell Thomas Defensive Rebound.,24,41
3:43,-1,Terrell Thomas missed Layup.,24,41
3:43,2710,Brandon Gilbeck Block.,24,41
3:43,2710,C.J. Duff Defensive Rebound.,24,41
3:43,2710,Dalan Ancrum made Layup. Assisted by C.J. Duff.,24,43
3:37,-1,Terrell Thomas missed Jumper.,24,43
3:37,-1,Terrell Thomas Offensive Rebound.,24,43
3:32,-1,Joey Chapman missed Three Point Jumper.,24,43
3:32,2710,Garret Covington Defensive Rebound.,24,43
3:31,-1,Foul on Mika Allison.,24,43
3:27,2710,Official TV Timeout,24,43
3:27,2710,Brandon Gilbeck made Free Throw.,24,44
3:27,2710,Brandon Gilbeck made Free Throw.,24,45
3:14,-1,Jordan Whitcomb missed Jumper.,24,45
3:14,2710,Jalen Morgan Block.,24,45
3:11,2710,Lynrick Moxey Defensive Rebound.,24,45
3:07,2710,Lynrick Moxey made Layup.,24,47
2:31,-1,Joey Chapman missed Three Point Jumper.,24,47
2:31,2710,Garret Covington Defensive Rebound.,24,47
2:22,2710,Jalen Morgan missed Jumper.,24,47
2:22,-1,Joey Chapman Defensive Rebound.,24,47
2:05,-1,Joey Chapman missed Three Point Jumper.,24,47
2:05,2710,Lynrick Moxey Defensive Rebound.,24,47
1:55,2710,Jalen Morgan missed Layup.,24,47
1:55,-1,Jordan Whitcomb Defensive Rebound.,24,47
1:43,-1,Jordan Whitcomb missed Three Point Jumper.,24,47
1:43,2710,Western Illinois Defensive Rebound.,24,47
1:13,2710,James Claar made Jumper. Assisted by C.J. Duff.,24,49
1:02,2710,Foul on Jeremiah Usiosefe.,24,49
1:02,-1,Matt Grady missed Free Throw.,24,49
1:02,2710,Dalan Ancrum Defensive Rebound.,24,49
0:49,2710,Dalan Ancrum made Layup.,24,51
0:38,-1,Timothy Wendel Turnover.,24,51
0:38,-1,Foul on Timothy Wendel.,24,51
0:24,2710,Jeremiah Usiosefe made Layup. Assisted by Dalan Ancrum.,24,53
0:14,-1,Tom Messner missed Layup.,24,53
0:14,2710,Dalan Ancrum Block.,24,53
0:14,-1,Crown College Offensive Rebound.,24,53
0:06,-1,Josh Volness Turnover.,24,53
0:02,2710,Dalan Ancrum Turnover.,24,53
0:02,-1,Mika Allison Steal.,24,53
0:00,2710,End of 1st half,24,53
19:52,2710,Garret Covington Turnover.,24,53
19:47,-1,Josh Volness Steal.,24,53
19:43,-1,Timothy Wendel missed Three Point Jumper.,24,53
19:43,2710,C.J. Duff Defensive Rebound.,24,53
19:32,2710,C.J. Duff missed Jumper.,24,53
19:32,2710,C.J. Duff Offensive Rebound.,24,53
19:19,2710,Brandon Gilbeck missed Jumper.,24,53
19:19,-1,Timothy Wendel Defensive Rebound.,24,53
19:01,-1,Austin VanDerHeyden missed Jumper.,24,53
19:01,2710,Western Illinois Defensive Rebound.,24,53
18:39,2710,Brandon Gilbeck made Jumper. Assisted by Garret Covington.,24,55
18:23,-1,James Brown missed Layup.,24,55
18:23,2710,Brandon Gilbeck Block.,24,55
18:21,2710,C.J. Duff Defensive Rebound.,24,55
18:16,2710,Garret Covington made Three Point Jumper. Assisted by C.J. Duff.,24,58
17:49,-1,Terrell Thomas made Three Point Jumper. Assisted by Josh Volness.,27,58
17:27,2710,Garret Covington missed Three Point Jumper.,27,58
17:27,-1,Crown College Defensive Rebound.,27,58
17:11,-1,Austin VanDerHeyden made Three Point Jumper. Assisted by Timothy Wendel.,30,58
16:48,2710,Brandon Gilbeck made Layup. Assisted by Garret Covington.,30,60
16:38,-1,James Brown Turnover.,30,60
16:37,2710,Garret Covington Steal.,30,60
16:34,2710,Garret Covington made Dunk.,30,62
16:22,-1,Terrell Thomas Turnover.,30,62
16:20,2710,Delo Bruster Steal.,30,62
16:18,2710,Delo Bruster made Layup.,30,64
16:17,-1,Crown College  Timeout,30,64
16:05,-1,Austin VanDerHeyden missed Three Point Jumper.,30,64
16:05,2710,Garret Covington Defensive Rebound.,30,64
15:49,2710,Brandon Gilbeck made Jumper. Assisted by Delo Bruster.,30,66
15:31,-1,Austin VanDerHeyden Turnover.,30,66
15:30,2710,Official TV Timeout,30,66
15:20,-1,Foul on Timothy Wendel.,30,66
15:06,2710,Garret Covington made Three Point Jumper. Assisted by C.J. Duff.,30,69
14:45,2710,Foul on Brandon Gilbeck.,30,69
14:43,-1,Austin VanDerHeyden missed Three Point Jumper.,30,69
14:43,2710,C.J. Duff Defensive Rebound.,30,69
14:33,2710,Dalan Ancrum missed Three Point Jumper.,30,69
14:33,-1,Terrell Thomas Defensive Rebound.,30,69
14:14,-1,Timothy Wendel made Layup. Assisted by Austin VanDerHeyden.,32,69
13:52,2710,Brandon Gilbeck made Jumper.,32,71
13:35,-1,James Brown missed Jumper.,32,71
13:35,2710,Brandon Gilbeck Defensive Rebound.,32,71
13:24,2710,Dalan Ancrum missed Layup.,32,71
13:24,-1,Timothy Wendel Defensive Rebound.,32,71
13:07,-1,Josh Volness missed Jumper.,32,71
13:07,2710,Delo Bruster Defensive Rebound.,32,71
12:50,2710,Brandon Gilbeck missed Jumper.,32,71
12:50,-1,Austin VanDerHeyden Defensive Rebound.,32,71
12:40,-1,Josh Volness missed Three Point Jumper.,32,71
12:40,2710,Brandon Gilbeck Defensive Rebound.,32,71
12:30,-1,Foul on Josh Volness.,32,71
12:30,2710,Delo Bruster made Free Throw.,32,72
12:30,2710,Delo Bruster made Free Throw.,32,73
12:12,2710,Foul on James Claar.,32,73
12:12,-1,Mika Allison made Free Throw.,33,73
12:12,-1,Mika Allison missed Free Throw.,33,73
12:12,2710,James Claar Defensive Rebound.,33,73
12:00,2710,Lynrick Moxey made Layup.,33,75
11:38,-1,Kole Jusczak made Layup. Assisted by Joey Chapman.,35,75
11:23,2710,Jalen Morgan Turnover.,35,75
11:22,-1,Taylor Triplett Steal.,35,75
11:17,-1,Taylor Triplett Turnover.,35,75
11:16,2710,Official TV Timeout,35,75
11:08,2710,Jeremiah Usiosefe made Jumper. Assisted by Lynrick Moxey.,35,77
10:38,-1,Garrett Bigej missed Three Point Jumper.,35,77
10:38,2710,James Claar Defensive Rebound.,35,77
10:36,-1,Foul on Kole Jusczak.,35,77
10:23,2710,Jalen Morgan Turnover.,35,77
9:54,-1,Joey Chapman missed Jumper.,35,77
9:54,2710,Jalen Morgan Defensive Rebound.,35,77
9:43,-1,Foul on Mika Allison.,35,77
9:43,2710,James Claar made Free Throw.,35,78
9:43,2710,James Claar made Free Throw.,35,79
9:23,-1,Josh Volness missed Jumper.,35,79
9:23,-1,Crown College Offensive Rebound.,35,79
9:09,2710,Foul on Jalen Morgan.,35,79
9:09,-1,Austin VanDerHeyden made Free Throw.,36,79
9:09,-1,Austin VanDerHeyden made Free Throw.,37,79
8:55,2710,Jalen Morgan missed Jumper.,37,79
8:55,-1,Garrett Bigej Defensive Rebound.,37,79
8:45,-1,Kole Jusczak Turnover.,37,79
8:43,2710,Jeremiah Usiosefe Steal.,37,79
8:40,2710,James Claar made Dunk. Assisted by Jeremiah Usiosefe.,37,81
8:29,-1,Garrett Bigej missed Three Point Jumper.,37,81
8:29,-1,Crown College Offensive Rebound.,37,81
8:07,2710,Foul on Jeremiah Usiosefe.,37,81
7:59,-1,Austin VanDerHeyden missed Jumper.,37,81
7:59,2710,Jeremiah Usiosefe Defensive Rebound.,37,81
7:48,2710,Lynrick Moxey missed Layup.,37,81
7:48,-1,Timothy Wendel Defensive Rebound.,37,81
7:38,-1,Timothy Wendel missed Three Point Jumper.,37,81
7:38,2710,Ryan Maas Defensive Rebound.,37,81
7:25,2710,Ryan Maas missed Jumper.,37,81
7:25,-1,Timothy Wendel Defensive Rebound.,37,81
7:12,-1,Trey Peace Turnover.,37,81
7:10,2710,Ryan Maas Steal.,37,81
7:09,2710,Official TV Timeout,37,81
6:57,-1,Foul on Trey Peace.,37,81
6:57,2710,Jalen Morgan Turnover.,37,81
6:57,2710,Foul on Jalen Morgan.,37,81
6:48,-1,Trey Peace missed Layup.,37,81
6:48,-1,Austin VanDerHeyden Offensive Rebound.,37,81
6:46,2710,Foul on Chris Snyder.,37,81
6:46,-1,Austin VanDerHeyden made Free Throw.,38,81
6:46,-1,Austin VanDerHeyden made Free Throw.,39,81
6:31,2710,Ryan Maas Turnover.,39,81
6:16,-1,Matt Grady Turnover.,39,81
6:15,2710,James Claar Steal.,39,81
6:11,2710,James Claar made Jumper.,39,83
5:58,2710,Foul on Ryan Maas.,39,83
5:58,-1,Tom Messner missed Free Throw.,39,83
5:58,2710,James Claar Defensive Rebound.,39,83
5:46,2710,Jeremiah Usiosefe missed Jumper.,39,83
5:46,-1,Timothy Wendel Defensive Rebound.,39,83
5:34,-1,Austin VanDerHeyden made Jumper. Assisted by Timothy Wendel.,41,83
5:15,2710,Ryan Maas Turnover.,41,83
5:14,-1,Timothy Wendel Steal.,41,83
5:12,-1,Timothy Wendel made Layup.,43,83
4:48,2710,Ryan Maas missed Jumper.,43,83
4:48,-1,Tom Messner Defensive Rebound.,43,83
4:34,2710,Foul on Noah Wells.,43,83
4:34,-1,Timothy Wendel made Free Throw.,44,83
4:34,-1,Timothy Wendel made Free Throw.,45,83
4:21,2710,James Claar missed Jumper.,45,83
4:21,2710,Jeremiah Usiosefe Offensive Rebound.,45,83
4:16,2710,Jeremiah Usiosefe Turnover.,45,83
4:15,-1,Tom Messner Steal.,45,83
4:11,-1,Terrell Thomas Turnover.,45,83
3:58,2710,Official TV Timeout,45,83
3:47,2710,Jordan Hughes Turnover.,45,83
3:45,-1,Tom Messner Steal.,45,83
3:35,-1,Timothy Wendel made Three Point Jumper. Assisted by Austin VanDerHeyden.,48,83
3:22,2710,Chris Snyder Turnover.,48,83
3:22,2710,Foul on Chris Snyder.,48,83
3:07,-1,Tom Messner missed Three Point Jumper.,48,83
3:07,-1,Breier Sanders Offensive Rebound.,48,83
3:04,-1,Breier Sanders missed Jumper.,48,83
3:04,2710,Chris Snyder Block.,48,83
3:04,-1,Crown College Offensive Rebound.,48,83
2:54,2710,Foul on Jeremiah Usiosefe.,48,83
2:54,-1,Tom Messner missed Free Throw.,48,83
2:54,-1,Crown College Deadball Team Rebound.,48,83
2:54,-1,Tom Messner missed Free Throw.,48,83
2:54,2710,Chris Snyder Defensive Rebound.,48,83
2:33,2710,Ryan Maas missed Three Point Jumper.,48,83
2:33,2710,Noah Wells Offensive Rebound.,48,83
2:31,-1,Foul on Breier Sanders.,48,83
2:20,2710,Jeremiah Usiosefe made Layup.,48,85
2:20,-1,Foul on Breier Sanders.,48,85
2:20,2710,Jeremiah Usiosefe made Free Throw.,48,86
2:01,-1,Garrett Bigej Turnover.,48,86
2:00,2710,Chris Snyder Steal.,48,86
1:49,2710,Jeremiah Usiosefe made Three Point Jumper. Assisted by Noah Wells.,48,89
1:42,-1,Crown College  Timeout,48,89
1:35,-1,Trey Peace Turnover.,48,89
1:26,2710,Noah Wells missed Three Point Jumper.,48,89
1:26,-1,Taylor Triplett Defensive Rebound.,48,89
1:15,-1,Joey Chapman made Three Point Jumper. Assisted by Matt Grady.,51,89
0:58,2710,Jordan Hughes Turnover.,51,89
0:44,-1,Joey Chapman missed Layup.,51,89
0:44,2710,Noah Wells Defensive Rebound.,51,89
0:34,-1,Foul on Mika Allison.,51,89
0:34,2710,Jordan Hughes made Free Throw.,51,90
0:34,2710,Jordan Hughes made Free Throw.,51,91
0:25,-1,Mika Allison made Jumper. Assisted by Trey Peace.,53,91
0:00,2710,End of Game,53,91
