Southwestern,Error,Incarnate Word,2916
6:10,-1,Foul on Mike May.,20,26
6:10,2916,Simi Socks missed Free Throw.,20,26
6:10,2916,Incarnate Word Deadball Team Rebound.,20,26
6:10,2916,Simi Socks missed Free Throw.,20,26
6:10,-1,Ryan Ogden Defensive Rebound.,20,26
6:01,-1,Luke Hicks Turnover.,20,26
5:59,2916,Shawn Johnson Steal.,20,26
5:56,-1,Foul on Mike May.,20,26
5:56,2916,Simi Socks missed Free Throw.,20,26
5:56,-1,Ryan Ogden Defensive Rebound.,20,26
5:49,-1,Luke Hicks made Jumper.,22,26
5:32,2916,Simi Socks made Jumper. Assisted by Keaton Hervey.,22,28
5:19,-1,Brandon Alexander Turnover.,22,28
5:17,2916,Shawn Johnson Steal.,22,28
5:13,2916,Shawn Johnson missed Layup.,22,28
5:13,-1,Brandon Alexander Defensive Rebound.,22,28
5:07,-1,Ryan Ogden missed Three Point Jumper.,22,28
5:07,2916,Jalin Hart Defensive Rebound.,22,28
4:59,2916,Keaton Hervey missed Dunk.,22,28
4:59,-1,Ryan Ogden Block.,22,28
4:54,-1,Luke Hicks Defensive Rebound.,22,28
4:49,-1,Brandon Alexander Turnover.,22,28
4:47,2916,Keaton Hervey Steal.,22,28
4:45,-1,Foul on Joel Martinez.,22,28
4:45,2916,Keaton Hervey made Free Throw.,22,29
4:45,2916,Keaton Hervey made Free Throw.,22,30
4:32,2916,Foul on Keaton Hervey.,22,30
4:27,-1,Foul on Ryan Ogden.,22,30
4:27,-1,Ryan Ogden Turnover.,22,30
4:17,2916,Jalin Hart missed Layup.,22,30
4:17,2916,Charles Brown Iii Offensive Rebound.,22,30
4:12,2916,Charles Brown Iii made Layup.,22,32
4:01,-1,Ryan Ogden Turnover.,22,32
3:59,2916,Shawn Johnson Steal.,22,32
3:56,2916,Shawn Johnson missed Dunk.,22,32
3:56,-1,Joel Martinez Defensive Rebound.,22,32
3:48,-1,Brandon Alexander missed Jumper.,22,32
3:48,2916,Jalin Hart Defensive Rebound.,22,32
3:41,2916,Keaton Hervey missed Layup.,22,32
3:41,2916,Christian Peevy Offensive Rebound.,22,32
3:39,-1,Foul on Ryan Ogden.,22,32
3:39,2916,Official TV Timeout,22,32
3:39,2916,Christian Peevy missed Free Throw.,22,32
3:39,2916,Incarnate Word Deadball Team Rebound.,22,32
3:39,2916,Christian Peevy missed Free Throw.,22,32
3:39,-1,Trenton Garrett Defensive Rebound.,22,32
3:31,-1,Jake Holmes missed Jumper.,22,32
3:31,2916,Charles Brown Iii Block.,22,32
3:27,-1,Trenton Garrett Offensive Rebound.,22,32
3:27,2916,Foul on Christian Peevy.,22,32
3:27,-1,Trenton Garrett missed Free Throw.,22,32
3:27,-1,Southwestern (TX) Deadball Team Rebound.,22,32
3:27,-1,Trenton Garrett made Free Throw.,23,32
3:13,2916,Charles Brown Iii missed Jumper.,23,32
3:13,-1,Trenton Garrett Defensive Rebound.,23,32
3:00,-1,Kyle Howard Turnover.,23,32
2:58,2916,Charles Brown Iii Steal.,23,32
2:55,2916,Charles Brown Iii made Dunk.,23,34
2:26,-1,Trenton Garrett made Layup.,25,34
2:10,2916,Keaton Hervey missed Jumper.,25,34
2:10,-1,Trenton Garrett Defensive Rebound.,25,34
2:05,-1,Kyle Howard Turnover.,25,34
2:02,2916,Sam Burmeister Steal.,25,34
1:59,2916,Christian Peevy made Layup. Assisted by Sam Burmeister.,25,36
1:45,-1,Kyle Howard made Layup.,27,36
1:27,2916,Cody Graham missed Layup.,27,36
1:27,-1,Trenton Garrett Block.,27,36
1:25,-1,Kyle Howard Defensive Rebound.,27,36
1:19,-1,Brandon Alexander made Jumper. Assisted by Kyle Howard.,29,36
1:07,2916,Keaton Hervey missed Jumper.,29,36
1:07,-1,Ryan Wheeler Defensive Rebound.,29,36
0:58,-1,Kyle Howard missed Three Point Jumper.,29,36
0:58,-1,Ryan Wheeler Offensive Rebound.,29,36
0:52,-1,Trenton Garrett missed Jumper.,29,36
0:52,-1,Jake Holmes Offensive Rebound.,29,36
0:48,-1,Ryan Wheeler missed Layup.,29,36
0:48,-1,Jake Holmes Offensive Rebound.,29,36
0:46,2916,Foul on Cody Graham.,29,36
0:46,-1,Jake Holmes made Free Throw.,30,36
0:46,-1,Jake Holmes missed Free Throw.,30,36
0:46,2916,Christian Peevy Defensive Rebound.,30,36
0:23,2916,Keaton Hervey Turnover.,30,36
0:21,-1,Cameron Snapp Steal.,30,36
0:17,-1,Southwestern (TX)  Timeout,30,36
0:06,-1,Justin McCormack missed Three Point Jumper.,30,36
0:06,-1,Ryan Wheeler Offensive Rebound.,30,36
0:01,-1,Ryan Wheeler made Jumper.,32,36
0:00,2916,End of 1st half,32,36
19:46,-1,Luke Hicks made Jumper.,34,36
19:28,-1,Foul on Mike May.,34,36
19:28,2916,Simi Socks made Free Throw.,34,37
19:28,2916,Simi Socks made Free Throw.,34,38
19:15,-1,Luke Hicks Turnover.,34,38
18:54,2916,Charles Brown Iii missed Layup.,34,38
18:54,2916,Charles Brown Iii Offensive Rebound.,34,38
18:50,2916,Charles Brown Iii missed Layup.,34,38
18:50,2916,Charles Brown Iii Offensive Rebound.,34,38
18:50,-1,Foul on Mike May.,34,38
18:50,2916,Charles Brown Iii made Free Throw.,34,39
18:50,2916,Charles Brown Iii missed Free Throw.,34,39
18:50,-1,Jake Holmes Defensive Rebound.,34,39
18:48,-1,Jake Holmes Turnover.,34,39
18:46,2916,Simi Socks Steal.,34,39
18:27,2916,Simi Socks missed Three Point Jumper.,34,39
18:27,-1,Luke Hicks Defensive Rebound.,34,39
18:20,-1,Foul on Jake Holmes.,34,39
18:20,-1,Jake Holmes Turnover.,34,39
18:08,2916,Simi Socks Turnover.,34,39
18:06,-1,Trenton Garrett Steal.,34,39
17:52,-1,Luke Hicks made Jumper.,36,39
17:44,2916,Keaton Hervey missed Layup.,36,39
17:44,-1,Trenton Garrett Defensive Rebound.,36,39
17:26,-1,Luke Hicks missed Three Point Jumper.,36,39
17:26,2916,Shawn Johnson Block.,36,39
17:23,2916,Jalin Hart Defensive Rebound.,36,39
17:20,2916,Jalin Hart missed Layup.,36,39
17:20,-1,Ryan Ogden Block.,36,39
17:20,2916,Incarnate Word Offensive Rebound.,36,39
17:15,-1,Foul on Trenton Garrett.,36,39
17:04,2916,Keaton Hervey made Layup. Assisted by Charles Brown Iii.,36,41
17:04,-1,Foul on Luke Hicks.,36,41
17:04,2916,Keaton Hervey made Free Throw.,36,42
16:52,-1,Kyle Howard Turnover.,36,42
16:52,2916,Shawn Johnson Steal.,36,42
16:49,2916,Sam Burmeister missed Layup.,36,42
16:49,-1,Ryan Ogden Defensive Rebound.,36,42
16:39,2916,Foul on Sam Burmeister.,36,42
16:19,-1,Joel Martinez Turnover.,36,42
16:18,2916,Shawn Johnson Steal.,36,42
16:09,2916,Charles Brown Iii made Layup. Assisted by Sam Burmeister.,36,44
15:55,2916,Foul on Charles Brown Iii.,36,44
15:55,2916,Official TV Timeout,36,44
15:55,-1,Ryan Ogden made Free Throw.,37,44
15:55,-1,Ryan Ogden made Free Throw.,38,44
15:41,2916,Jalin Hart made Layup.,38,46
15:31,-1,Ryan Ogden Turnover.,38,46
15:28,2916,Shawn Johnson Steal.,38,46
15:26,2916,Sam Burmeister missed Three Point Jumper.,38,46
15:26,2916,Charles Brown Iii Offensive Rebound.,38,46
15:10,2916,Shawn Johnson missed Three Point Jumper.,38,46
15:10,2916,Charles Brown Iii Offensive Rebound.,38,46
15:05,2916,Shawn Johnson made Layup. Assisted by Charles Brown Iii.,38,48
14:48,-1,Joel Martinez made Three Point Jumper. Assisted by Jake Holmes.,41,48
14:27,2916,Charles Brown Iii missed Jumper.,41,48
14:27,-1,Jake Holmes Defensive Rebound.,41,48
14:17,-1,Ryan Ogden missed Three Point Jumper.,41,48
14:17,-1,Jake Holmes Offensive Rebound.,41,48
14:15,2916,Foul on Jalin Hart.,41,48
14:15,-1,Jake Holmes made Free Throw.,42,48
14:15,-1,Jake Holmes made Free Throw.,43,48
14:15,-1,Foul on Ryan Wheeler.,43,48
14:00,2916,Jalin Hart missed Layup.,43,48
14:00,2916,Christian Peevy Offensive Rebound.,43,48
13:55,2916,Jalin Hart missed Three Point Jumper.,43,48
13:55,-1,Trenton Garrett Defensive Rebound.,43,48
13:41,-1,Joel Martinez missed Jumper.,43,48
13:41,2916,Jorden Kite Defensive Rebound.,43,48
13:31,2916,Jalin Hart Turnover.,43,48
13:31,-1,Joel Martinez Steal.,43,48
13:31,2916,Foul on Christian Peevy.,43,48
13:13,-1,Ryan Wheeler missed Jumper.,43,48
13:13,-1,Trenton Garrett Offensive Rebound.,43,48
13:09,-1,Trenton Garrett missed Jumper.,43,48
13:09,-1,Stan Kannegieter Offensive Rebound.,43,48
13:07,2916,Foul on Jorden Kite.,43,48
13:07,-1,Stan Kannegieter missed Free Throw.,43,48
13:07,-1,Southwestern (TX) Deadball Team Rebound.,43,48
13:07,-1,Stan Kannegieter made Free Throw.,44,48
13:01,2916,Sam Burmeister missed Three Point Jumper.,44,48
13:01,-1,Joel Martinez Defensive Rebound.,44,48
12:56,-1,Brandon Alexander missed Three Point Jumper.,44,48
12:56,-1,Brandon Alexander Offensive Rebound.,44,48
12:43,2916,Jorden Kite Turnover.,44,48
12:33,-1,Foul on Joel Martinez.,44,48
12:33,2916,Christian Peevy made Free Throw.,44,49
12:33,2916,Christian Peevy made Free Throw.,44,50
12:21,-1,Brandon Alexander missed Jumper.,44,50
12:21,-1,Stan Kannegieter Offensive Rebound.,44,50
12:17,-1,Stan Kannegieter made Layup.,46,50
12:05,-1,Foul on Joel Martinez.,46,50
12:05,2916,Charles Brown Iii made Free Throw.,46,51
12:05,2916,Charles Brown Iii made Free Throw.,46,52
11:49,-1,Luke Hicks missed Three Point Jumper.,46,52
11:49,2916,Sam Burmeister Defensive Rebound.,46,52
11:35,2916,Christian Peevy made Jumper. Assisted by Sam Burmeister.,46,54
11:35,-1,Foul on Brandon Alexander.,46,54
11:35,2916,Official TV Timeout,46,54
11:35,2916,Christian Peevy made Free Throw.,46,55
11:30,-1,Brandon Alexander missed Three Point Jumper.,46,55
11:30,2916,Incarnate Word Defensive Rebound.,46,55
11:27,-1,Foul on Andrew Puhl.,46,55
11:26,2916,Sam Burmeister made Free Throw.,46,56
11:26,2916,Sam Burmeister made Free Throw.,46,57
11:10,-1,Luke Hicks made Three Point Jumper. Assisted by Kyle Howard.,49,57
10:47,-1,Foul on Brandon Alexander.,49,57
10:47,2916,Christian Peevy made Free Throw.,49,58
10:47,2916,Christian Peevy made Free Throw.,49,59
10:28,-1,Kyle Howard missed Three Point Jumper.,49,59
10:28,-1,Kyle Howard Offensive Rebound.,49,59
10:19,-1,Brandon Alexander made Jumper. Assisted by Jake Holmes.,51,59
10:06,2916,Simi Socks made Jumper. Assisted by Jalin Hart.,51,61
9:51,-1,Kyle Howard missed Layup.,51,61
9:51,2916,Jalin Hart Block.,51,61
9:51,-1,Southwestern (TX) Offensive Rebound.,51,61
9:51,-1,Southwestern (TX)  Timeout,51,61
9:51,2916,Official TV Timeout,51,61
9:51,-1,Luke Hicks Turnover.,51,61
9:51,-1,Foul on Luke Hicks.,51,61
9:45,2916,Foul on Christian Peevy.,51,61
9:45,2916,Christian Peevy Turnover.,51,61
9:42,-1,Ryan Ogden missed Three Point Jumper.,51,61
9:42,-1,Kyle Howard Offensive Rebound.,51,61
9:36,-1,Kyle Howard missed Layup.,51,61
9:36,2916,Simi Socks Block.,51,61
9:34,2916,Simi Socks Defensive Rebound.,51,61
9:34,-1,Foul on Kyle Howard.,51,61
9:34,2916,Simi Socks made Free Throw.,51,62
9:34,2916,Simi Socks made Free Throw.,51,63
9:20,2916,Foul on Shawn Johnson.,51,63
9:20,-1,Luke Hicks missed Free Throw.,51,63
9:20,2916,Christian Peevy Defensive Rebound.,51,63
8:56,2916,Simi Socks missed Three Point Jumper.,51,63
8:56,2916,Simi Socks Offensive Rebound.,51,63
8:50,2916,Simi Socks Turnover.,51,63
8:48,-1,Luke Hicks Steal.,51,63
8:46,-1,Ryan Ogden made Layup. Assisted by Luke Hicks.,53,63
8:29,2916,Christian Peevy missed Layup.,53,63
8:29,-1,Jake Holmes Block.,53,63
8:26,2916,Keaton Hervey Offensive Rebound.,53,63
8:25,-1,Foul on Trenton Garrett.,53,63
8:25,2916,Keaton Hervey missed Free Throw.,53,63
8:25,2916,Incarnate Word Deadball Team Rebound.,53,63
8:25,2916,Keaton Hervey made Free Throw.,53,64
8:15,-1,Trenton Garrett made Layup. Assisted by Luke Hicks.,55,64
8:01,-1,Foul on Ryan Wheeler.,55,64
8:01,2916,Official TV Timeout,55,64
8:01,2916,Shawn Johnson made Free Throw.,55,65
8:01,2916,Shawn Johnson made Free Throw.,55,66
7:53,-1,Ryan Wheeler made Layup. Assisted by Trenton Garrett.,57,66
7:46,-1,Trenton Garrett made Layup.,59,66
7:29,2916,Keaton Hervey missed Jumper.,59,66
7:29,-1,Jake Holmes Defensive Rebound.,59,66
7:23,2916,Foul on Charles Brown Iii.,59,66
7:23,-1,Luke Hicks missed Free Throw.,59,66
7:23,-1,Southwestern (TX) Deadball Team Rebound.,59,66
7:23,-1,Luke Hicks made Free Throw.,60,66
6:50,2916,Simi Socks missed Three Point Jumper.,60,66
6:50,2916,Charles Brown Iii Offensive Rebound.,60,66
6:50,2916,Charles Brown Iii made Layup.,60,68
6:50,-1,Joel Martinez Turnover.,60,68
6:50,2916,Simi Socks Steal.,60,68
6:42,2916,Sam Burmeister made Layup.,60,70
6:33,-1,Foul on Ryan Ogden.,60,70
6:23,2916,Sam Burmeister missed Free Throw.,60,70
6:23,-1,Trenton Garrett Defensive Rebound.,60,70
5:43,2916,Foul on Simi Socks.,60,70
5:43,-1,Trenton Garrett missed Free Throw.,60,70
5:43,2916,Simi Socks Defensive Rebound.,60,70
5:40,2916,Jalin Hart made Layup.,60,72
5:36,-1,Joel Martinez missed Jumper.,60,72
5:36,2916,Charles Brown Iii Defensive Rebound.,60,72
5:29,2916,Charles Brown Iii made Free Throw.,60,73
5:29,2916,Charles Brown Iii missed Free Throw.,60,73
5:29,-1,Southwestern (TX) Defensive Rebound.,60,73
5:22,2916,Foul on Simi Socks.,60,73
5:17,2916,Charles Brown Iii missed Jumper.,60,73
5:17,-1,Trenton Garrett Defensive Rebound.,60,73
5:15,-1,Foul on Trenton Garrett.,60,73
5:11,-1,Mike May missed Free Throw.,60,73
5:11,-1,Southwestern (TX) Deadball Team Rebound.,60,73
5:09,-1,Technical Foul on Southwestern (TX).,60,73
5:02,-1,Joel Martinez Turnover.,60,73
5:00,2916,Charles Brown Iii Steal.,60,73
4:53,2916,Sam Burmeister made Free Throw.,60,74
4:51,-1,Mike May made Free Throw.,61,74
4:50,2916,Sam Burmeister made Three Point Jumper. Assisted by Jalin Hart.,61,77
4:41,2916,Sam Burmeister made Free Throw.,61,78
4:31,-1,Ryan Ogden Turnover.,61,78
4:31,2916,Devin Wyatt Steal.,61,78
4:10,2916,Jalin Hart missed Three Point Jumper.,61,78
4:10,2916,Augustine Ene Offensive Rebound.,61,78
4:04,2916,Devin Wyatt missed Layup.,61,78
4:04,-1,Stan Kannegieter Defensive Rebound.,61,78
3:53,-1,Kyle Howard Turnover.,61,78
3:53,2916,Augustine Ene Steal.,61,78
3:53,2916,Official TV Timeout,61,78
3:38,2916,Jalin Hart missed Layup.,61,78
3:38,2916,Devin Wyatt Offensive Rebound.,61,78
3:33,2916,Devin Wyatt made Layup.,61,80
3:21,-1,Joel Martinez missed Three Point Jumper.,61,80
3:21,2916,Shawn Johnson Defensive Rebound.,61,80
3:06,2916,Charles Brown Iii made Layup.,61,82
2:44,-1,Brandon Alexander made Jumper.,63,82
2:29,2916,Incarnate Word  Timeout,63,82
2:26,2916,Augustine Ene made Layup. Assisted by Jalin Hart.,63,84
2:26,-1,Foul on Seth Keeton.,63,84
2:26,2916,Augustine Ene made Free Throw.,63,85
2:13,-1,Justin McCormack made Layup. Assisted by Andrew Puhl.,65,85
1:52,2916,Jalin Hart Turnover.,65,85
1:50,-1,Stan Kannegieter Steal.,65,85
1:48,-1,Southwestern (TX)  Timeout,65,85
1:41,-1,Cameron Snapp Turnover.,65,85
1:39,2916,Augustine Ene Steal.,65,85
1:36,2916,Augustine Ene made Layup.,65,87
1:11,-1,Seth Keeton missed Layup.,65,87
1:11,2916,Incarnate Word Defensive Rebound.,65,87
1:04,-1,Justin McCormack made Three Point Jumper. Assisted by Stan Kannegieter.,68,87
0:49,2916,Augustine Ene missed Layup.,68,87
0:49,-1,Andrew Puhl Defensive Rebound.,68,87
0:41,-1,Justin McCormack made Three Point Jumper. Assisted by Stan Kannegieter.,71,87
0:00,2916,End of Game,71,87
