Eastern Oregon,Error,Boise State,68
19:28,-1,Brennan Pope Defensive Rebound.,28,50
19:21,-1,Max McCullough made Jumper.,30,50
19:01,68,Chandler Hutchison made Three Point Jumper. Assisted by Lexus Williams.,30,53
18:46,-1,Blake O'Donnell made Jumper.,32,53
18:34,68,Alex Hobbs made Layup.,32,55
18:19,-1,Blake O'Donnell made Layup.,34,55
18:07,68,Chandler Hutchison made Three Point Jumper.,34,58
17:58,68,Foul on Lexus Williams.,34,58
17:51,68,Foul on Christian Sengfelder.,34,58
17:51,-1,Blake O'Donnell missed Free Throw.,34,58
17:51,-1,Eastern Oregon Deadball Team Rebound.,34,58
17:51,-1,Blake O'Donnell missed Free Throw.,34,58
17:51,68,Zach Haney Defensive Rebound.,34,58
17:42,-1,Foul on Jordan May.,34,58
17:37,68,Marcus Dickinson missed Three Point Jumper.,34,58
17:37,68,Chandler Hutchison Offensive Rebound.,34,58
17:27,68,Christian Sengfelder missed Three Point Jumper.,34,58
17:27,-1,Eastern Oregon Defensive Rebound.,34,58
17:10,-1,Max McCullough missed Three Point Jumper.,34,58
17:10,68,Chandler Hutchison Defensive Rebound.,34,58
17:02,-1,Foul on Austin Winegar.,34,58
16:46,68,Alex Hobbs made Three Point Jumper. Assisted by Marcus Dickinson.,34,61
16:32,-1,Brennan Pope made Jumper.,36,61
16:10,68,Chandler Hutchison missed Jumper.,36,61
16:10,-1,Eastern Oregon Defensive Rebound.,36,61
16:00,-1,Max McCullough missed Jumper.,36,61
16:00,68,Christian Sengfelder Defensive Rebound.,36,61
15:51,68,Official TV Timeout,36,61
15:39,68,Zach Haney Turnover.,36,61
15:39,-1,Said Hersi Steal.,36,61
15:39,68,Foul on Zach Haney.,36,61
15:29,-1,Max McCullough missed Three Point Jumper.,36,61
15:29,68,Zach Haney Defensive Rebound.,36,61
15:25,68,Zach Haney Turnover.,36,61
15:06,-1,Brennan Pope made Jumper.,38,61
14:52,68,Christian Sengfelder missed Three Point Jumper.,38,61
14:52,-1,Brennan Pope Defensive Rebound.,38,61
14:39,-1,Austin Winegar made Three Point Jumper. Assisted by Blake O'Donnell.,41,61
14:17,68,Christian Sengfelder missed Three Point Jumper.,41,61
14:17,-1,Austin Winegar Defensive Rebound.,41,61
14:09,68,Foul on Marcus Dickinson.,41,61
14:09,-1,Max McCullough missed Free Throw.,41,61
14:09,-1,Eastern Oregon Deadball Team Rebound.,41,61
14:09,-1,Max McCullough made Free Throw.,42,61
13:49,68,Robin Jorch made Jumper.,42,63
13:29,68,Foul on Justinian Jessup.,42,63
13:29,-1,Brennan Pope Turnover.,42,63
13:29,68,Lexus Williams Steal.,42,63
13:29,68,Chandler Hutchison made Dunk. Assisted by Lexus Williams.,42,65
13:23,-1,Max McCullough missed Three Point Jumper.,42,65
13:23,-1,Blake O'Donnell Offensive Rebound.,42,65
13:18,-1,Blake O'Donnell missed Jumper.,42,65
13:18,68,Christian Sengfelder Defensive Rebound.,42,65
13:02,-1,Foul on Blake O'Donnell.,42,65
12:58,68,Christian Sengfelder missed Three Point Jumper.,42,65
12:58,68,Robin Jorch Offensive Rebound.,42,65
12:46,68,Robin Jorch Turnover.,42,65
12:46,68,Foul on Robin Jorch.,42,65
12:17,-1,Max McCullough Turnover.,42,65
12:09,68,Justinian Jessup missed Three Point Jumper.,42,65
12:09,-1,Cole Ashby Defensive Rebound.,42,65
11:57,-1,Blake O'Donnell made Jumper.,44,65
11:32,68,Chandler Hutchison made Jumper. Assisted by Malek Harwell.,44,67
11:22,-1,Blake O'Donnell missed Jumper.,44,67
11:22,68,Christian Sengfelder Defensive Rebound.,44,67
11:15,68,Chandler Hutchison made Three Point Jumper. Assisted by Lexus Williams.,44,70
10:54,-1,Blake O'Donnell made Layup. Assisted by Brennan Pope.,46,70
10:29,68,Chandler Hutchison Turnover.,46,70
10:29,68,Foul on Chandler Hutchison.,46,70
10:29,68,Official TV Timeout,46,70
10:19,-1,Cole Ashby missed Three Point Jumper.,46,70
10:19,68,Lexus Williams Defensive Rebound.,46,70
10:05,68,Lexus Williams missed Three Point Jumper.,46,70
10:05,-1,Brennan Pope Defensive Rebound.,46,70
9:44,-1,Peter Eke Turnover.,46,70
9:44,-1,Foul on Peter Eke.,46,70
9:35,68,Alex Hobbs made Layup.,46,72
9:11,-1,Peter Eke made Jumper. Assisted by Brennan Pope.,48,72
8:50,68,Zach Haney made Layup.,48,74
8:50,-1,Foul on Peter Eke.,48,74
8:50,68,Zach Haney made Free Throw.,48,75
8:34,68,Foul on Lexus Williams.,48,75
8:34,-1,Brock Johnson made Free Throw.,49,75
8:34,-1,Brock Johnson made Free Throw.,50,75
8:16,68,Justinian Jessup made Three Point Jumper. Assisted by Alex Hobbs.,50,78
7:48,-1,Peter Eke missed Jumper.,50,78
7:48,68,Justinian Jessup Defensive Rebound.,50,78
7:34,68,Cam Christon missed Three Point Jumper.,50,78
7:34,-1,Garret Sawyer Defensive Rebound.,50,78
7:22,68,Foul on Cam Christon.,50,78
7:22,68,Official TV Timeout,50,78
7:22,-1,Garret Sawyer made Free Throw.,51,78
7:22,-1,Garret Sawyer made Free Throw.,52,78
7:05,68,Cam Christon Turnover.,52,78
7:05,68,Foul on Cam Christon.,52,78
6:50,68,Foul on Cam Christon.,52,78
6:50,-1,Cole Ashby missed Free Throw.,52,78
6:50,-1,Eastern Oregon Deadball Team Rebound.,52,78
6:50,-1,Cole Ashby missed Free Throw.,52,78
6:50,-1,Eastern Oregon Deadball Team Rebound.,52,78
6:50,-1,Cole Ashby made Free Throw.,53,78
6:35,68,Malek Harwell missed Three Point Jumper.,53,78
6:35,68,Casdon Jardine Offensive Rebound.,53,78
6:21,68,Casdon Jardine made Layup.,53,80
6:21,-1,Foul on Brock Johnson.,53,80
6:21,68,Casdon Jardine made Free Throw.,53,81
6:12,-1,Garret Sawyer missed Three Point Jumper.,53,81
6:12,-1,Cole Ashby Offensive Rebound.,53,81
6:07,-1,Cole Ashby made Layup.,55,81
5:54,68,Justinian Jessup made Layup. Assisted by Malek Harwell.,55,83
5:46,-1,Cole Ashby missed Jumper.,55,83
5:46,68,Malek Harwell Defensive Rebound.,55,83
5:38,68,Justinian Jessup made Three Point Jumper. Assisted by Lexus Williams.,55,86
5:34,68,Boise State  Timeout,55,86
5:34,68,Official TV Timeout,55,86
5:18,-1,Brock Johnson Turnover.,55,86
5:15,68,Derrick Alston Steal.,55,86
5:13,68,Casdon Jardine made Layup. Assisted by Derrick Alston.,55,88
5:13,-1,Foul on Peter Hamilton.,55,88
5:13,68,Casdon Jardine made Free Throw.,55,89
5:00,-1,Max McCullough made Layup. Assisted by Garret Sawyer.,57,89
4:49,-1,Foul on Austin Winegar.,57,89
4:49,68,David Wacker made Free Throw.,57,90
4:49,68,David Wacker missed Free Throw.,57,90
4:49,-1,Eastern Oregon Deadball Team Rebound.,57,90
4:43,68,Foul on Casdon Jardine.,57,90
4:43,-1,Cole Ashby missed Free Throw.,57,90
4:43,-1,Eastern Oregon Deadball Team Rebound.,57,90
4:43,-1,Cole Ashby missed Free Throw.,57,90
4:43,68,Casdon Jardine Defensive Rebound.,57,90
4:24,68,Casdon Jardine made Three Point Jumper. Assisted by Marcus Dickinson.,57,93
4:04,-1,Garret Sawyer missed Three Point Jumper.,57,93
4:04,68,Derrick Alston Defensive Rebound.,57,93
3:57,68,Derrick Alston missed Layup.,57,93
3:57,68,Cam Christon Offensive Rebound.,57,93
3:55,68,Cam Christon made Layup.,57,95
3:28,-1,Cole Ashby missed Three Point Jumper.,57,95
3:28,68,Casdon Jardine Defensive Rebound.,57,95
3:14,68,Marcus Dickinson made Three Point Jumper. Assisted by Casdon Jardine.,57,98
2:51,68,Foul on Casdon Jardine.,57,98
2:51,68,Official TV Timeout,57,98
2:51,-1,Matt Wong made Free Throw.,58,98
2:51,-1,Matt Wong missed Free Throw.,58,98
2:51,68,Derrick Alston Defensive Rebound.,58,98
2:41,-1,Foul on Max McCullough.,58,98
2:41,68,Cam Christon made Free Throw.,58,99
2:41,68,Cam Christon missed Free Throw.,58,99
2:41,68,Casdon Jardine Offensive Rebound.,58,99
2:37,68,Casdon Jardine Turnover.,58,99
2:36,-1,Cole Ashby Steal.,58,99
2:30,-1,Brock Johnson missed Jumper.,58,99
2:30,68,Cam Christon Block.,58,99
2:30,-1,Eastern Oregon Offensive Rebound.,58,99
2:28,-1,Said Hersi made Jumper.,60,99
2:09,-1,Foul on Matt Wong.,60,99
2:09,68,Cam Christon made Free Throw.,60,100
2:09,68,Cam Christon made Free Throw.,60,101
1:47,-1,Said Hersi made Jumper.,62,101
1:33,68,Cam Christon made Three Point Jumper.,62,104
1:06,-1,Peter Hamilton missed Layup.,62,104
1:06,68,Derrick Alston Defensive Rebound.,62,104
0:59,68,Marcus Dickinson Turnover.,62,104
0:53,-1,Brock Johnson made Three Point Jumper.,65,104
0:41,68,Casdon Jardine missed Three Point Jumper.,65,104
0:41,-1,Matt Wong Defensive Rebound.,65,104
0:31,-1,Said Hersi missed Jumper.,65,104
0:31,-1,Brock Johnson Offensive Rebound.,65,104
0:15,-1,Said Hersi missed Jumper.,65,104
0:15,68,Marcus Dickinson Defensive Rebound.,65,104
0:00,68,End of Game,65,104
