Norfolk State,2,Auburn,2450
10:52,2,Bryce Brown made Layup.,15,26
10:35,2450,Steven Whitley missed Three Point Jumper.,15,26
10:35,2,Horace Spencer Defensive Rebound.,15,26
10:26,2,Bryce Brown missed Three Point Jumper.,15,26
10:26,2450,Steven Whitley Defensive Rebound.,15,26
10:17,2450,Steven Whitley missed Layup.,15,26
10:17,2,Horace Spencer Block.,15,26
10:17,2450,Norfolk State Offensive Rebound.,15,26
9:57,2450,Mastadi Pitt missed Three Point Jumper.,15,26
9:57,2,Auburn Defensive Rebound.,15,26
9:42,2,Mustapha Heron missed Jumper.,15,26
9:42,2,Bryce Brown Offensive Rebound.,15,26
9:37,2,Bryce Brown made Three Point Jumper.,15,29
9:19,2450,Foul on Mastadi Pitt.,15,29
9:19,2450,Mastadi Pitt Turnover.,15,29
9:14,2,Malik Dunbar missed Three Point Jumper.,15,29
9:14,2,Jared Harper Offensive Rebound.,15,29
9:08,2,Jared Harper Turnover.,15,29
9:07,2450,Derrik Jamerson Jr. Steal.,15,29
9:03,2450,Stavian Allen made Layup. Assisted by Derrik Jamerson Jr..,17,29
8:47,2,Desean Murray missed Jumper.,17,29
8:47,2450,Stavian Allen Defensive Rebound.,17,29
8:32,2450,Stavian Allen missed Three Point Jumper.,17,29
8:32,2,Mustapha Heron Defensive Rebound.,17,29
8:26,2450,Foul on Derrik Jamerson Jr..,17,29
8:26,2,Mustapha Heron made Free Throw.,17,30
8:26,2,Mustapha Heron made Free Throw.,17,31
8:04,2450,Mastadi Pitt made Three Point Jumper. Assisted by Nic Thomas.,20,31
7:53,2,Official TV Timeout,20,31
7:47,2450,Foul on Derrik Jamerson Jr..,20,31
7:47,2,Malik Dunbar made Free Throw.,20,32
7:47,2,Malik Dunbar missed Free Throw.,20,32
7:47,2450,Stavian Allen Defensive Rebound.,20,32
7:31,2450,Derrik Jamerson Jr. Turnover.,20,32
7:31,2,Anfernee McLemore Steal.,20,32
7:24,2450,Foul on Nic Thomas.,20,32
7:24,2,Bryce Brown made Free Throw.,20,33
7:24,2,Bryce Brown made Free Throw.,20,34
7:11,2450,Foul on Dan Robinson.,20,34
7:11,2450,Dan Robinson Turnover.,20,34
6:58,2,Malik Dunbar missed Jumper.,20,34
6:58,2450,Preston Bungei Block.,20,34
6:55,2450,Preston Bungei Defensive Rebound.,20,34
6:52,2450,Nic Thomas made Three Point Jumper. Assisted by Preston Bungei.,23,34
6:44,2,Malik Dunbar Turnover.,23,34
6:34,2,Foul on Chuma Okeke.,23,34
6:18,2450,Derrik Jamerson Jr. made Jumper.,25,34
6:06,2,Desean Murray missed Layup.,25,34
6:06,2,Anfernee McLemore Offensive Rebound.,25,34
6:03,2,Anfernee McLemore missed Jumper.,25,34
6:03,2,Anfernee McLemore Offensive Rebound.,25,34
5:59,2,Anfernee McLemore made Two Point Tip Shot.,25,36
5:53,2450,Derrik Jamerson Jr. missed Three Point Jumper.,25,36
5:53,2,Anfernee McLemore Block.,25,36
5:51,2,Davion Mitchell Defensive Rebound.,25,36
5:47,2450,Foul on Nic Thomas.,25,36
5:47,2,Chuma Okeke missed Free Throw.,25,36
5:47,2,Auburn Deadball Team Rebound.,25,36
5:47,2,Chuma Okeke missed Free Throw.,25,36
5:47,2450,Stavian Allen Defensive Rebound.,25,36
5:44,2450,Stavian Allen Turnover.,25,36
5:40,2450,Foul on Stavian Allen.,25,36
5:40,2,Davion Mitchell made Free Throw.,25,37
5:40,2,Davion Mitchell made Free Throw.,25,38
5:22,2450,Mastadi Pitt made Jumper.,27,38
5:08,2,Chuma Okeke made Layup. Assisted by Desean Murray.,27,40
4:49,2450,Derrik Jamerson Jr. made Three Point Jumper. Assisted by Steven Whitley.,30,40
4:45,2450,Norfolk State  Timeout,30,40
4:21,2,Davion Mitchell Turnover.,30,40
4:20,2450,Mastadi Pitt Steal.,30,40
4:04,2,Foul on Horace Spencer.,30,40
3:50,2450,Steven Whitley missed Layup.,30,40
3:50,2,Chuma Okeke Block.,30,40
3:46,2,Chuma Okeke Defensive Rebound.,30,40
3:40,2,Mustapha Heron missed Jumper.,30,40
3:40,2450,Derrik Jamerson Jr. Defensive Rebound.,30,40
3:38,2450,Derrik Jamerson Jr. Turnover.,30,40
3:38,2,Official TV Timeout,30,40
3:30,2,Anfernee McLemore missed Three Point Jumper.,30,40
3:30,2450,Steven Whitley Defensive Rebound.,30,40
3:25,2,Foul on Anfernee McLemore.,30,40
3:25,2450,Steven Whitley made Free Throw.,31,40
3:25,2450,Steven Whitley made Free Throw.,32,40
3:09,2,Mustapha Heron missed Three Point Jumper.,32,40
3:09,2,Desean Murray Offensive Rebound.,32,40
3:03,2,Bryce Brown missed Three Point Jumper.,32,40
3:03,2,Auburn Deadball Team Rebound.,32,40
3:00,2450,Foul on Stavian Allen.,32,40
3:00,2,Desean Murray made Free Throw.,32,41
3:00,2,Desean Murray made Free Throw.,32,42
2:46,2450,Steven Whitley Turnover.,32,42
2:35,2,Anfernee McLemore Turnover.,32,42
2:34,2450,Stavian Allen Steal.,32,42
2:30,2450,Steven Whitley missed Layup.,32,42
2:30,2,Bryce Brown Defensive Rebound.,32,42
2:05,2,Desean Murray made Jumper. Assisted by Mustapha Heron.,32,44
1:45,2450,Mastadi Pitt missed Jumper.,32,44
1:45,2,Anfernee McLemore Defensive Rebound.,32,44
1:36,2,Bryce Brown missed Three Point Jumper.,32,44
1:36,2450,Preston Bungei Block.,32,44
1:34,2,Bryce Brown Offensive Rebound.,32,44
1:34,2,Bryce Brown made Layup.,32,46
1:33,2450,Foul on Mastadi Pitt.,32,46
1:33,2,Bryce Brown made Free Throw.,32,47
1:18,2450,Foul on Stavian Allen.,32,47
1:18,2450,Stavian Allen Turnover.,32,47
1:09,2,Anfernee McLemore made Dunk. Assisted by Jared Harper.,32,49
0:42,2450,Nic Thomas missed Layup.,32,49
0:42,2,Desean Murray Defensive Rebound.,32,49
0:33,2,Mustapha Heron missed Jumper.,32,49
0:33,2450,Norfolk State Defensive Rebound.,32,49
0:01,2450,Derrik Jamerson Jr. missed Three Point Jumper.,32,49
0:01,2,Desean Murray Block.,32,49
0:01,2450,Derrik Jamerson Jr. Offensive Rebound.,32,49
0:00,2,End of 1st half,32,49
19:51,2450,Nic Thomas missed Three Point Jumper.,32,49
19:51,2,Bryce Brown Defensive Rebound.,32,49
19:37,2,Horace Spencer made Layup. Assisted by Bryce Brown.,32,51
19:22,2450,Preston Bungei Turnover.,32,51
19:21,2,Mustapha Heron Steal.,32,51
19:15,2,Jared Harper Turnover.,32,51
19:01,2450,Derrik Jamerson Jr. made Three Point Jumper. Assisted by Nic Thomas.,35,51
18:53,2,Bryce Brown made Layup.,35,53
18:45,2450,Derrik Jamerson Jr. missed Three Point Jumper.,35,53
18:45,2450,Nic Thomas Offensive Rebound.,35,53
18:36,2450,Nic Thomas Turnover.,35,53
18:34,2,Desean Murray Steal.,35,53
18:32,2,Desean Murray made Layup.,35,55
18:16,2450,Steven Whitley made Layup.,37,55
18:14,2450,Norfolk State  Timeout,37,55
18:02,2,Desean Murray made Layup.,37,57
17:43,2450,Dan Robinson missed Jumper.,37,57
17:43,2450,Steven Whitley Offensive Rebound.,37,57
17:40,2,Foul on Desean Murray.,37,57
17:40,2450,Steven Whitley missed Free Throw.,37,57
17:40,2450,Norfolk State Deadball Team Rebound.,37,57
17:40,2450,Steven Whitley made Free Throw.,38,57
17:29,2,Jared Harper made Three Point Jumper. Assisted by Mustapha Heron.,38,60
16:59,2450,Preston Bungei Turnover.,38,60
16:57,2,Jared Harper Steal.,38,60
16:53,2450,Foul on Dan Robinson.,38,60
16:53,2,Horace Spencer made Free Throw.,38,61
16:53,2,Horace Spencer made Free Throw.,38,62
16:31,2450,Stavian Allen made Three Point Jumper. Assisted by Steven Whitley.,41,62
16:12,2,Malik Dunbar missed Three Point Jumper.,41,62
16:12,2450,Steven Whitley Defensive Rebound.,41,62
16:03,2450,Nic Thomas Turnover.,41,62
16:02,2,Jared Harper Steal.,41,62
16:00,2,Mustapha Heron made Dunk. Assisted by Jared Harper.,41,64
15:38,2450,Nic Thomas missed Three Point Jumper.,41,64
15:38,2,Horace Spencer Defensive Rebound.,41,64
15:27,2,Official TV Timeout,41,64
15:27,2,Technical Foul on Horace Spencer.,41,64
15:27,2,Foul on Horace Spencer.,41,64
15:27,2450,Technical Foul on Steven Whitley.,41,64
15:27,2450,Foul on Steven Whitley.,41,64
15:24,2,Anfernee McLemore made Jumper. Assisted by Mustapha Heron.,41,66
15:06,2450,Preston Bungei Turnover.,41,66
14:54,2450,Foul on Derrik Jamerson Jr..,41,66
14:49,2,Foul on Anfernee McLemore.,41,66
14:49,2,Anfernee McLemore Turnover.,41,66
14:25,2450,Derrik Jamerson Jr. missed Three Point Jumper.,41,66
14:25,2,Malik Dunbar Defensive Rebound.,41,66
13:53,2,Davion Mitchell missed Three Point Jumper.,41,66
13:53,2450,Derrik Jamerson Jr. Defensive Rebound.,41,66
13:29,2450,Stavian Allen missed Three Point Jumper.,41,66
13:29,2,Auburn Defensive Rebound.,41,66
13:15,2,Malik Dunbar made Jumper.,41,68
13:15,2450,Foul on Kyle Williams.,41,68
13:15,2,Malik Dunbar made Free Throw.,41,69
12:50,2,Foul on Malik Dunbar.,41,69
12:50,2450,Preston Bungei made Free Throw.,42,69
12:50,2450,Preston Bungei made Free Throw.,43,69
12:40,2,Desean Murray made Jumper.,43,71
12:40,2450,Foul on Preston Bungei.,43,71
12:40,2,Desean Murray made Free Throw.,43,72
12:25,2450,Stavian Allen made Layup. Assisted by Steven Whitley.,45,72
11:54,2,Malik Dunbar made Three Point Jumper. Assisted by Davion Mitchell.,45,75
11:46,2,Foul on Davion Mitchell.,45,75
11:46,2,Official TV Timeout,45,75
11:43,2450,Steven Whitley Turnover.,45,75
11:43,2,Jared Harper Steal.,45,75
11:43,2450,Foul on Mastadi Pitt.,45,75
11:34,2450,Foul on Steven Whitley.,45,75
11:34,2,Jared Harper made Free Throw.,45,76
11:34,2,Jared Harper made Free Throw.,45,77
11:13,2450,Steven Whitley missed Three Point Jumper.,45,77
11:13,2,Chuma Okeke Defensive Rebound.,45,77
10:52,2450,Foul on Derrik Jamerson Jr..,45,77
10:52,2,Chuma Okeke missed Free Throw.,45,77
10:52,2,Auburn Deadball Team Rebound.,45,77
10:52,2,Chuma Okeke made Free Throw.,45,78
10:37,2450,Steven Whitley missed Layup.,45,78
10:37,2450,Dan Robinson Offensive Rebound.,45,78
10:34,2,Foul on Chuma Okeke.,45,78
10:34,2450,Dan Robinson made Free Throw.,46,78
10:34,2450,Dan Robinson missed Free Throw.,46,78
10:34,2,Horace Spencer Defensive Rebound.,46,78
10:15,2,Mustapha Heron made Layup. Assisted by Desean Murray.,46,80
10:08,2450,Kyle Williams missed Three Point Jumper.,46,80
10:08,2,Desean Murray Defensive Rebound.,46,80
10:01,2,Bryce Brown made Layup.,46,82
9:55,2450,Mastadi Pitt missed Layup.,46,82
9:55,2,Desean Murray Defensive Rebound.,46,82
9:45,2,Bryce Brown missed Three Point Jumper.,46,82
9:45,2450,Dan Robinson Defensive Rebound.,46,82
9:35,2450,Mastadi Pitt missed Layup.,46,82
9:35,2,Horace Spencer Block.,46,82
9:33,2450,Dan Robinson Offensive Rebound.,46,82
9:29,2450,Derrik Jamerson Jr. missed Three Point Jumper.,46,82
9:29,2450,Derrik Jamerson Jr. Offensive Rebound.,46,82
9:26,2450,Derrik Jamerson Jr. missed Jumper.,46,82
9:26,2,Horace Spencer Block.,46,82
9:23,2,Auburn Defensive Rebound.,46,82
9:17,2,Davion Mitchell made Layup. Assisted by Mustapha Heron.,46,84
9:16,2450,Foul on Dan Robinson.,46,84
9:16,2,Davion Mitchell made Free Throw.,46,85
9:01,2,Foul on Desean Murray.,46,85
9:01,2450,Preston Bungei made Free Throw.,47,85
9:01,2450,Preston Bungei made Free Throw.,48,85
8:46,2450,Foul on Derrik Jamerson Jr..,48,85
8:46,2,Jared Harper made Free Throw.,48,86
8:46,2,Jared Harper made Free Throw.,48,87
8:30,2450,Preston Bungei missed Jumper.,48,87
8:30,2,Desean Murray Defensive Rebound.,48,87
8:18,2,Desean Murray Turnover.,48,87
8:07,2450,Steven Whitley missed Layup.,48,87
8:07,2450,Steven Whitley Offensive Rebound.,48,87
8:00,2,Foul on Horace Spencer.,48,87
8:00,2,Official TV Timeout,48,87
8:00,2450,Stavian Allen made Free Throw.,49,87
8:00,2450,Stavian Allen made Free Throw.,50,87
7:40,2,Chuma Okeke made Jumper.,50,89
7:24,2450,Stavian Allen made Three Point Jumper. Assisted by Steven Whitley.,53,89
7:12,2,Jared Harper made Three Point Jumper.,53,92
7:00,2,Foul on Jared Harper.,53,92
7:00,2450,Steven Whitley made Free Throw.,54,92
7:00,2450,Steven Whitley made Free Throw.,55,92
6:37,2,Anfernee McLemore Turnover.,55,92
6:36,2450,Mastadi Pitt Steal.,55,92
6:29,2450,Kyle Williams made Three Point Jumper. Assisted by Steven Whitley.,58,92
6:06,2,Anfernee McLemore missed Three Point Jumper.,58,92
6:06,2450,Stavian Allen Defensive Rebound.,58,92
5:54,2450,Kyle Williams missed Three Point Jumper.,58,92
5:54,2,Anfernee McLemore Defensive Rebound.,58,92
5:48,2,Davion Mitchell made Jumper.,58,94
5:19,2450,Kyle Williams missed Three Point Jumper.,58,94
5:19,2,Anfernee McLemore Defensive Rebound.,58,94
5:15,2,Anfernee McLemore Turnover.,58,94
5:15,2450,Mastadi Pitt Steal.,58,94
5:15,2,Foul on Anfernee McLemore.,58,94
5:15,2450,Mastadi Pitt made Free Throw.,59,94
5:15,2450,Mastadi Pitt made Free Throw.,60,94
5:15,2450,Norfolk State  Timeout,60,94
5:07,2450,Foul on Mastadi Pitt.,60,94
5:07,2,Davion Mitchell made Free Throw.,60,95
5:07,2,Davion Mitchell missed Free Throw.,60,95
5:07,2,Auburn Offensive Rebound.,60,95
4:51,2,Bryce Brown made Layup.,60,97
4:37,2450,Steven Whitley missed Layup.,60,97
4:37,2,Anfernee McLemore Defensive Rebound.,60,97
4:23,2,Davion Mitchell Turnover.,60,97
4:21,2450,Stavian Allen Steal.,60,97
4:19,2450,Stavian Allen Turnover.,60,97
4:18,2,Bryce Brown Steal.,60,97
4:14,2,Malik Dunbar missed Layup.,60,97
4:14,2,Chuma Okeke Offensive Rebound.,60,97
3:55,2,Anfernee McLemore made Layup. Assisted by Davion Mitchell.,60,99
3:31,2450,Stavian Allen missed Jumper.,60,99
3:31,2,Davion Mitchell Defensive Rebound.,60,99
3:14,2,Bryce Brown made Jumper.,60,101
3:04,2450,Steven Whitley missed Jumper.,60,101
3:04,2,Davion Mitchell Defensive Rebound.,60,101
2:58,2,Malik Dunbar missed Dunk.,60,101
2:58,2450,Preston Bungei Defensive Rebound.,60,101
2:51,2450,Mastadi Pitt made Three Point Jumper. Assisted by Preston Bungei.,63,101
2:28,2,Bryce Brown Turnover.,63,101
2:26,2450,Stavian Allen Steal.,63,101
2:20,2450,Mastadi Pitt missed Three Point Jumper.,63,101
2:20,2,Davion Mitchell Defensive Rebound.,63,101
2:14,2,Auburn  Timeout,63,101
2:04,2,Davion Mitchell missed Jumper.,63,101
2:04,2450,Mastadi Pitt Defensive Rebound.,63,101
1:57,2450,Mastadi Pitt made Three Point Jumper. Assisted by Vilontae Eanes.,66,101
1:38,2,Davion Mitchell missed Jumper.,66,101
1:38,2450,Kyle Williams Defensive Rebound.,66,101
1:31,2450,Stavian Allen made Layup. Assisted by Mastadi Pitt.,68,101
1:08,2,Patrick Keim Turnover.,68,101
1:08,2450,Vilontae Eanes Steal.,68,101
1:08,2,Foul on Patrick Keim.,68,101
1:08,2450,Vilontae Eanes missed Free Throw.,68,101
1:08,2450,Norfolk State Deadball Team Rebound.,68,101
1:08,2450,Vilontae Eanes missed Free Throw.,68,101
1:08,2,Cole Blackstock Defensive Rebound.,68,101
0:58,2,Foul on Devontae Williams.,68,101
0:58,2,Devontae Williams Turnover.,68,101
0:46,2,Foul on Thomas Collier.,68,101
0:46,2450,Preston Bungei made Free Throw.,69,101
0:46,2450,Preston Bungei made Free Throw.,70,101
0:33,2,Brett Easterling missed Three Point Jumper.,70,101
0:33,2450,Stavian Allen Defensive Rebound.,70,101
0:25,2,Foul on Patrick Keim.,70,101
0:25,2450,Preston Bungei missed Free Throw.,70,101
0:25,2450,Norfolk State Deadball Team Rebound.,70,101
0:25,2450,Preston Bungei made Free Throw.,71,101
0:12,2450,Foul on Preston Bungei.,71,101
0:12,2,Patrick Keim missed Free Throw.,71,101
0:12,2,Auburn Deadball Team Rebound.,71,101
0:12,2,Patrick Keim made Free Throw.,71,102
0:03,2450,Mastadi Pitt made Three Point Jumper.,74,102
0:00,2,End of Game,74,102
