Central Connecticut,42,Hartford,2115
19:16,42,Jason Dunne made Dunk. Assisted by Hassan Attia.,40,38
18:54,2115,Tyler Kohl missed Three Point Jumper.,40,38
18:54,42,Hartford Deadball Team Rebound.,40,38
18:53,2115,Foul on Joe Hugley.,40,38
18:37,42,Jack Hobbs missed Three Point Jumper.,40,38
18:37,2115,Tyler Kohl Defensive Rebound.,40,38
18:27,2115,Austin Nehls missed Three Point Jumper.,40,38
18:27,42,J.R. Lynch Defensive Rebound.,40,38
18:17,42,John Carroll missed Layup.,40,38
18:17,2115,Mustafa Jones Block.,40,38
18:14,2115,Tyler Kohl Defensive Rebound.,40,38
18:08,2115,Austin Nehls made Three Point Jumper. Assisted by Tyler Kohl.,43,38
17:41,2115,Foul on Tyler Kohl.,43,38
17:41,42,J.R. Lynch made Free Throw.,43,39
17:41,42,J.R. Lynch missed Free Throw.,43,39
17:41,2115,Tyler Kohl Defensive Rebound.,43,39
17:19,2115,Mustafa Jones made Layup.,45,39
17:11,42,Hassan Attia Turnover.,45,39
17:09,2115,Tyson Batiste Steal.,45,39
17:09,2115,Tyson Batiste missed Layup.,45,39
17:09,42,Hassan Attia Block.,45,39
17:07,42,Hassan Attia Defensive Rebound.,45,39
17:05,42,Jason Dunne missed Three Point Jumper.,45,39
17:05,2115,Tyson Batiste Defensive Rebound.,45,39
17:02,2115,Tyler Kohl made Layup. Assisted by Tyson Batiste.,47,39
16:52,42,Hartford  Timeout,47,39
16:33,42,John Carroll made Layup.,47,41
16:13,2115,Mustafa Jones Turnover.,47,41
16:07,42,Foul on J.R. Lynch.,47,41
16:07,42,J.R. Lynch Turnover.,47,41
15:54,2115,Foul on Tyson Batiste.,47,41
15:54,42,J.R. Lynch Turnover.,47,41
15:54,42,Official TV Timeout,47,41
15:44,42,John Carroll made Layup.,47,43
15:22,42,Foul on J.R. Lynch.,47,43
15:09,2115,Eric Bowles made Layup. Assisted by Shakaris Laney.,49,43
14:46,42,Andrew Ramirez missed Layup.,49,43
14:46,42,John Carroll Offensive Rebound.,49,43
14:44,42,John Carroll made Layup.,49,45
14:30,2115,Mustafa Jones made Layup. Assisted by Joe Hugley.,51,45
14:15,42,Jason Dunne Turnover.,51,45
13:55,2115,Mustafa Jones Turnover.,51,45
13:54,42,Andrew Ramirez Steal.,51,45
13:37,42,John Carroll missed Jumper.,51,45
13:37,2115,Joe Hugley Defensive Rebound.,51,45
13:30,2115,Shakaris Laney Turnover.,51,45
13:15,42,Hassan Attia made Layup. Assisted by J.R. Lynch.,51,47
12:59,2115,Eric Bowles made Layup.,53,47
12:41,2115,Foul on Tyson Batiste.,53,47
12:33,42,J.R. Lynch made Jumper.,53,49
12:20,2115,Eric Bowles made Layup.,55,49
12:20,42,Foul on Max Twyman.,55,49
12:20,2115,Eric Bowles made Free Throw.,56,49
11:59,2115,Foul on Eric Bowles.,56,49
11:59,42,Official TV Timeout,56,49
11:44,42,J.R. Lynch made Jumper.,56,51
11:27,2115,Tyson Batiste made Three Point Jumper. Assisted by Tyler Kohl.,59,51
11:10,42,Jason Dunne Turnover.,59,51
11:09,2115,Tyler Kohl Steal.,59,51
10:57,2115,Eric Bowles Turnover.,59,51
10:40,2115,Foul on Tyler Kohl.,59,51
10:40,42,Hassan Attia missed Free Throw.,59,51
10:40,2115,Shakaris Laney Defensive Rebound.,59,51
10:22,2115,Austin Nehls made Three Point Jumper.,62,51
9:57,42,John Carroll made Three Point Jumper. Assisted by Jason Dunne.,62,54
9:56,42,Hartford  Timeout,62,54
9:41,2115,Austin Nehls missed Jumper.,62,54
9:41,2115,Deion Bute Offensive Rebound.,62,54
9:39,42,Foul on John Carroll.,62,54
9:39,2115,Deion Bute missed Free Throw.,62,54
9:39,2115,Central Connecticut Deadball Team Rebound.,62,54
9:39,2115,Deion Bute made Free Throw.,63,54
9:24,42,Jason Dunne made Layup.,63,56
8:58,2115,Austin Nehls Turnover.,63,56
8:57,42,Travis Weatherington Steal.,63,56
8:52,42,Travis Weatherington made Layup.,63,58
8:30,2115,Deion Bute missed Layup.,63,58
8:30,42,J.R. Lynch Defensive Rebound.,63,58
8:20,42,Jack Hobbs missed Three Point Jumper.,63,58
8:20,2115,Shakaris Laney Defensive Rebound.,63,58
8:05,2115,Austin Nehls missed Three Point Jumper.,63,58
8:03,2115,Central Connecticut Offensive Rebound.,63,58
7:57,2115,Tyler Kohl missed Layup.,63,58
7:57,42,John Carroll Defensive Rebound.,63,58
7:40,42,Travis Weatherington missed Three Point Jumper.,63,58
7:40,2115,Mustafa Jones Defensive Rebound.,63,58
7:33,2115,Mustafa Jones missed Jumper.,63,58
7:33,2115,Central Connecticut Deadball Team Rebound.,63,58
7:32,42,Foul on Travis Weatherington.,63,58
7:32,42,Official TV Timeout,63,58
7:26,2115,Mustafa Jones Turnover.,63,58
7:15,2115,Foul on Deion Bute.,63,58
7:15,42,John Carroll made Free Throw.,63,59
7:15,42,John Carroll made Free Throw.,63,60
7:00,2115,Joe Hugley missed Layup.,63,60
7:00,42,Travis Weatherington Defensive Rebound.,63,60
6:43,42,John Carroll made Layup.,63,62
6:12,2115,Tyler Kohl missed Three Point Jumper.,63,62
6:12,42,Travis Weatherington Defensive Rebound.,63,62
5:57,42,Jack Hobbs made Three Point Jumper. Assisted by John Carroll.,63,65
5:48,2115,Central Connecticut  Timeout,63,65
5:37,2115,Joe Hugley Turnover.,63,65
5:19,42,Jason Dunne missed Three Point Jumper.,63,65
5:19,2115,Central Connecticut Deadball Team Rebound.,63,65
5:17,42,Foul on Jack Hobbs.,63,65
4:57,2115,Tyler Kohl missed Layup.,63,65
4:57,42,Jack Hobbs Defensive Rebound.,63,65
4:38,42,J.R. Lynch missed Three Point Jumper.,63,65
4:38,42,John Carroll Offensive Rebound.,63,65
4:35,2115,Foul on Mustafa Jones.,63,65
4:35,42,John Carroll made Free Throw.,63,66
4:35,42,John Carroll missed Free Throw.,63,66
4:35,2115,Mustafa Jones Defensive Rebound.,63,66
4:19,42,Foul on Jason Dunne.,63,66
4:19,2115,Austin Nehls made Free Throw.,64,66
4:19,2115,Austin Nehls missed Free Throw.,64,66
4:19,42,John Carroll Defensive Rebound.,64,66
3:59,2115,Foul on Mustafa Jones.,64,66
3:59,42,Official TV Timeout,64,66
3:59,42,John Carroll missed Free Throw.,64,66
3:59,42,Hartford Deadball Team Rebound.,64,66
3:59,42,John Carroll made Free Throw.,64,67
3:47,42,Foul on Travis Weatherington.,64,67
3:47,2115,Tyler Kohl made Free Throw.,65,67
3:47,2115,Tyler Kohl missed Free Throw.,65,67
3:47,42,John Carroll Defensive Rebound.,65,67
3:27,42,J.R. Lynch missed Three Point Jumper.,65,67
3:27,2115,Austin Nehls Defensive Rebound.,65,67
3:17,2115,Tyler Kohl made Jumper.,67,67
2:57,42,Travis Weatherington made Layup. Assisted by John Carroll.,67,69
2:36,2115,Tyler Kohl made Layup.,69,69
2:10,42,Jason Dunne made Three Point Jumper. Assisted by J.R. Lynch.,69,72
1:54,2115,Tyler Kohl missed Three Point Jumper.,69,72
1:54,2115,Deion Bute Offensive Rebound.,69,72
1:52,2115,Deion Bute made Layup.,71,72
1:25,42,John Carroll missed Three Point Jumper.,71,72
1:25,2115,Mustafa Jones Defensive Rebound.,71,72
1:09,2115,Tyler Kohl made Jumper.,73,72
0:48,42,J.R. Lynch missed Jumper.,73,72
0:48,2115,Deion Bute Block.,73,72
0:47,42,Hartford Offensive Rebound.,73,72
0:41,42,Jack Hobbs made Three Point Jumper. Assisted by Jason Dunne.,73,75
0:25,2115,Tyler Kohl made Layup.,75,75
0:01,42,J.R. Lynch missed Jumper.,75,75
0:01,42,Hartford Offensive Rebound.,75,75
0:00,42,End of 2nd half,75,75
4:57,42,Jason Dunne made Layup.,75,77
4:35,2115,Tyler Kohl Turnover.,75,77
4:34,42,J.R. Lynch Steal.,75,77
4:09,42,J.R. Lynch missed Three Point Jumper.,75,77
4:09,42,Hassan Attia Offensive Rebound.,75,77
4:05,42,Hassan Attia made Layup.,75,79
3:47,2115,Mustafa Jones made Layup.,77,79
3:19,42,Jack Hobbs missed Three Point Jumper.,77,79
3:19,2115,Tyler Kohl Defensive Rebound.,77,79
3:00,42,Foul on J.R. Lynch.,77,79
3:00,2115,Tyler Kohl missed Free Throw.,77,79
3:00,42,John Carroll Defensive Rebound.,77,79
2:34,42,J.R. Lynch missed Three Point Jumper.,77,79
2:34,2115,Austin Nehls Defensive Rebound.,77,79
2:25,42,Foul on John Carroll.,77,79
2:25,2115,Deion Bute missed Free Throw.,77,79
2:25,2115,Central Connecticut Deadball Team Rebound.,77,79
2:25,2115,Deion Bute made Free Throw.,78,79
2:10,42,John Carroll missed Layup.,78,79
2:10,2115,Deion Bute Block.,78,79
2:09,2115,Deion Bute Defensive Rebound.,78,79
1:54,42,Foul on Jason Dunne.,78,79
1:54,2115,Tyler Kohl made Free Throw.,79,79
1:54,2115,Tyler Kohl missed Free Throw.,79,79
1:54,42,Jack Hobbs Defensive Rebound.,79,79
1:28,42,John Carroll made Jumper. Assisted by J.R. Lynch.,79,81
1:02,2115,Deion Bute missed Jumper.,79,81
1:02,42,John Carroll Defensive Rebound.,79,81
0:50,42,Hartford  Timeout,79,81
0:39,42,Foul on John Carroll.,79,81
0:39,42,John Carroll Turnover.,79,81
0:21,2115,Deion Bute missed Layup.,79,81
0:21,42,Jack Hobbs Defensive Rebound.,79,81
0:19,2115,Foul on Eric Bowles.,79,81
0:19,42,Jack Hobbs made Free Throw.,79,82
0:19,42,Jack Hobbs made Free Throw.,79,83
0:17,2115,Central Connecticut  Timeout,79,83
0:13,42,Foul on Andrew Ramirez.,79,83
0:13,2115,Tyler Kohl made Free Throw.,80,83
0:13,2115,Tyler Kohl made Free Throw.,81,83
0:06,2115,Foul on Eric Bowles.,81,83
0:06,42,Travis Weatherington made Free Throw.,81,84
0:06,42,Travis Weatherington made Free Throw.,81,85
0:06,42,Hartford  Timeout,81,85
0:01,2115,Tyler Kohl made Three Point Jumper.,84,85
0:00,42,End of Game,83,85
