Georgia Tech,26,UCLA,59
7:38,59,Ben Lammers Defensive Rebound.,18,23
7:24,59,Curtis Haywood II made Three Point Jumper. Assisted by Jose Alvarado.,21,23
6:57,26,Aaron Holiday Turnover.,21,23
6:37,59,Abdoulaye Gueye missed Three Point Jumper.,21,23
6:37,59,Ben Lammers Offensive Rebound.,21,23
6:37,59,Ben Lammers made Two Point Tip Shot.,23,23
6:19,26,Kris Wilkes made Three Point Jumper. Assisted by Aaron Holiday.,23,26
6:13,59,Curtis Haywood II missed Three Point Jumper.,23,26
6:13,26,Jaylen Hands Defensive Rebound.,23,26
6:05,59,Foul on Justin Moore.,23,26
6:05,26,Jaylen Hands made Free Throw.,23,27
6:05,26,Jaylen Hands made Free Throw.,23,28
5:41,59,Curtis Haywood II Turnover.,23,28
5:41,26,Jaylen Hands Steal.,23,28
5:34,26,Jaylen Hands missed Layup.,23,28
5:34,26,Kris Wilkes Offensive Rebound.,23,28
5:32,26,Kris Wilkes made Dunk.,23,30
5:32,59,Georgia Tech  Timeout,23,30
5:10,59,Ben Lammers made Layup. Assisted by Justin Moore.,25,30
4:57,26,Jaylen Hands made Jumper.,25,32
4:24,59,Brandon Alston missed Layup.,25,32
4:24,26,Thomas Welsh Block.,25,32
4:24,26,Aaron Holiday Defensive Rebound.,25,32
4:17,26,Kris Wilkes missed Jumper.,25,32
4:17,59,Justin Moore Defensive Rebound.,25,32
4:07,59,Ben Lammers made Jumper.,27,32
3:40,26,Thomas Welsh made Jumper.,27,34
3:17,59,Brandon Alston missed Jumper.,27,34
3:17,59,Ben Lammers Offensive Rebound.,27,34
3:09,26,Foul on Gyorgy Goloman.,27,34
3:09,26,Official TV Timeout,27,34
2:53,26,Foul on Thomas Welsh.,27,34
2:47,59,Evan Cole made Three Point Jumper. Assisted by Brandon Alston.,30,34
2:19,26,Jaylen Hands missed Jumper.,30,34
2:19,59,Brandon Alston Defensive Rebound.,30,34
1:56,59,Ben Lammers Turnover.,30,34
1:56,26,Aaron Holiday Steal.,30,34
1:49,26,Kris Wilkes missed Three Point Jumper.,30,34
1:49,59,Ben Lammers Defensive Rebound.,30,34
1:23,59,Evan Cole missed Three Point Jumper.,30,34
1:23,59,Abdoulaye Gueye Offensive Rebound.,30,34
1:16,26,Foul on Kris Wilkes.,30,34
1:16,59,Brandon Alston made Free Throw.,31,34
1:16,59,Brandon Alston made Free Throw.,32,34
0:55,59,Foul on Brandon Alston.,32,34
0:55,26,Prince Ali made Free Throw.,32,35
0:55,26,Prince Ali missed Free Throw.,32,35
0:55,59,Ben Lammers Defensive Rebound.,32,35
0:43,59,Brandon Alston Turnover.,32,35
0:43,26,Prince Ali Steal.,32,35
0:34,26,Jaylen Hands missed Dunk.,32,35
0:34,59,Abdoulaye Gueye Block.,32,35
0:34,59,Ben Lammers Defensive Rebound.,32,35
0:02,59,Justin Moore missed Layup.,32,35
0:02,26,Jaylen Hands Defensive Rebound.,32,35
0:00,26,End of 1st half,32,35
20:00,59,Jump Ball won by Georgia Tech,32,35
19:42,26,Foul on Gyorgy Goloman.,32,35
19:42,59,Abdoulaye Gueye made Free Throw.,33,35
19:42,59,Abdoulaye Gueye made Free Throw.,34,35
19:27,26,Jaylen Hands made Jumper.,34,37
19:04,26,Foul on Jaylen Hands.,34,37
19:04,59,Brandon Alston made Free Throw.,35,37
19:04,59,Brandon Alston missed Free Throw.,35,37
19:04,26,Thomas Welsh Defensive Rebound.,35,37
18:45,26,Kris Wilkes missed Layup.,35,37
18:45,59,Abdoulaye Gueye Defensive Rebound.,35,37
18:20,59,Brandon Alston missed Three Point Jumper.,35,37
18:20,26,UCLA Deadball Team Rebound.,35,37
18:05,26,Gyorgy Goloman missed Three Point Jumper.,35,37
18:05,59,Abdoulaye Gueye Defensive Rebound.,35,37
17:54,59,Ben Lammers missed Layup.,35,37
17:54,59,Jose Alvarado Offensive Rebound.,35,37
17:51,59,Brandon Alston Turnover.,35,37
17:51,26,Thomas Welsh Steal.,35,37
17:44,26,Kris Wilkes missed Layup.,35,37
17:44,59,Abdoulaye Gueye Block.,35,37
17:44,59,Jose Alvarado Defensive Rebound.,35,37
17:28,59,Jose Alvarado made Jumper.,37,37
17:05,59,Foul on Abdoulaye Gueye.,37,37
17:05,26,Kris Wilkes missed Free Throw.,37,37
17:05,26,UCLA Deadball Team Rebound.,37,37
17:05,26,Kris Wilkes made Free Throw.,37,38
16:47,59,Abdoulaye Gueye missed Jumper.,37,38
16:47,59,Moses Wright Offensive Rebound.,37,38
16:41,59,Jose Alvarado missed Three Point Jumper.,37,38
16:41,26,Aaron Holiday Defensive Rebound.,37,38
16:36,26,Kris Wilkes made Three Point Jumper. Assisted by Aaron Holiday.,37,41
16:06,59,Ben Lammers missed Jumper.,37,41
16:06,26,UCLA Defensive Rebound.,37,41
16:01,59,Foul on Moses Wright.,37,41
15:48,26,Gyorgy Goloman missed Jumper.,37,41
15:48,59,Ben Lammers Defensive Rebound.,37,41
15:31,26,Foul on Gyorgy Goloman.,37,41
15:31,26,Official TV Timeout,37,41
15:31,26,Foul on Alex Olesinski.,37,41
15:10,59,Ben Lammers missed Jumper.,37,41
15:10,26,UCLA Deadball Team Rebound.,37,41
15:10,59,Georgia Tech  Turnover.,37,41
14:52,26,Prince Ali missed Layup.,37,41
14:52,59,Abdoulaye Gueye Defensive Rebound.,37,41
14:43,59,Curtis Haywood II missed Three Point Jumper.,37,41
14:43,26,UCLA Defensive Rebound.,37,41
14:17,26,Aaron Holiday missed Jumper.,37,41
14:17,59,Ben Lammers Block.,37,41
14:17,59,Justin Moore Defensive Rebound.,37,41
14:07,59,Justin Moore missed Layup.,37,41
14:07,26,Thomas Welsh Defensive Rebound.,37,41
14:01,26,Thomas Welsh made Jumper. Assisted by Prince Ali.,37,43
13:31,59,Justin Moore missed Three Point Jumper.,37,43
13:31,59,Ben Lammers Offensive Rebound.,37,43
13:29,59,Georgia Tech  Turnover.,37,43
13:21,26,Alex Olesinski made Jumper. Assisted by Aaron Holiday.,37,45
12:43,59,Ben Lammers missed Layup.,37,45
12:43,26,Prince Ali Defensive Rebound.,37,45
12:40,26,Alex Olesinski Turnover.,37,45
12:40,59,Ben Lammers Steal.,37,45
12:14,59,Ben Lammers missed Jumper.,37,45
12:14,26,Kris Wilkes Defensive Rebound.,37,45
12:11,59,Foul on Abdoulaye Gueye.,37,45
11:58,26,Aaron Holiday Turnover.,37,45
11:58,26,Official TV Timeout,37,45
11:51,59,Brandon Alston Turnover.,37,45
11:41,26,Prince Ali missed Three Point Jumper.,37,45
11:41,59,Georgia Tech Defensive Rebound.,37,45
11:37,26,Foul on Thomas Welsh.,37,45
11:13,59,Brandon Alston Turnover.,37,45
11:13,26,Thomas Welsh Steal.,37,45
11:02,26,Aaron Holiday made Layup.,37,47
11:02,59,Foul on Brandon Alston.,37,47
11:02,26,Aaron Holiday made Free Throw.,37,48
10:56,59,Curtis Haywood II missed Layup.,37,48
10:56,26,Thomas Welsh Block.,37,48
10:56,26,Aaron Holiday Defensive Rebound.,37,48
10:50,26,Kris Wilkes Turnover.,37,48
10:28,59,Ben Lammers made Jumper. Assisted by Jose Alvarado.,39,48
10:16,26,Aaron Holiday Turnover.,39,48
10:03,59,Moses Wright missed Jumper.,39,48
10:03,26,Alex Olesinski Block.,39,48
10:03,26,UCLA Defensive Rebound.,39,48
9:49,26,Kris Wilkes Turnover.,39,48
9:49,59,Jose Alvarado Steal.,39,48
9:45,59,Jose Alvarado made Layup.,41,48
9:27,59,Foul on Evan Cole.,41,48
9:19,26,Thomas Welsh made Layup. Assisted by Prince Ali.,41,50
9:03,59,Evan Cole missed Three Point Jumper.,41,50
9:03,59,Brandon Alston Offensive Rebound.,41,50
8:50,26,Foul on Chris Smith.,41,50
8:50,59,Evan Cole made Free Throw.,42,50
8:50,59,Evan Cole made Free Throw.,43,50
8:38,59,Foul on Curtis Haywood II.,43,50
8:38,26,Alex Olesinski missed Free Throw.,43,50
8:38,26,UCLA Deadball Team Rebound.,43,50
8:38,26,Alex Olesinski made Free Throw.,43,51
8:28,26,Foul on Alex Olesinski.,43,51
8:28,59,Evan Cole missed Free Throw.,43,51
8:28,59,Georgia Tech Deadball Team Rebound.,43,51
8:28,59,Evan Cole made Free Throw.,44,51
8:16,26,Thomas Welsh missed Jumper.,44,51
8:16,59,Evan Cole Defensive Rebound.,44,51
7:45,59,Ben Lammers missed Jumper.,44,51
7:45,26,Alex Olesinski Defensive Rebound.,44,51
7:37,59,Foul on Curtis Haywood II.,44,51
7:37,26,Official TV Timeout,44,51
7:37,26,Jaylen Hands made Free Throw.,44,52
7:37,26,Jaylen Hands made Free Throw.,44,53
7:26,59,Moses Wright missed Layup.,44,53
7:26,26,Jaylen Hands Defensive Rebound.,44,53
7:17,26,Jaylen Hands missed Layup.,44,53
7:17,26,Thomas Welsh Offensive Rebound.,44,53
7:17,26,Thomas Welsh missed Two Point Tip Shot.,44,53
7:17,59,Jose Alvarado Defensive Rebound.,44,53
6:57,59,Ben Lammers made Layup. Assisted by Curtis Haywood II.,46,53
6:38,26,Kris Wilkes missed Jumper.,46,53
6:38,26,Jaylen Hands Offensive Rebound.,46,53
6:38,26,Jaylen Hands made Two Point Tip Shot.,46,55
6:15,59,Moses Wright missed Jumper.,46,55
6:15,26,Thomas Welsh Defensive Rebound.,46,55
6:06,26,Thomas Welsh missed Jumper.,46,55
6:06,59,Jose Alvarado Defensive Rebound.,46,55
5:55,26,Foul on Jaylen Hands.,46,55
5:55,59,Jose Alvarado made Free Throw.,47,55
5:55,59,Jose Alvarado made Free Throw.,48,55
5:39,26,Aaron Holiday Turnover.,48,55
5:39,59,Evan Cole Steal.,48,55
5:39,59,Georgia Tech  Timeout,48,55
5:39,26,Official TV Timeout,48,55
5:29,59,Ben Lammers made Dunk. Assisted by Brandon Alston.,50,55
5:11,26,Thomas Welsh Turnover.,50,55
5:11,59,Jose Alvarado Steal.,50,55
5:02,59,Jose Alvarado missed Layup.,50,55
5:02,59,Brandon Alston Offensive Rebound.,50,55
5:02,59,Brandon Alston missed Two Point Tip Shot.,50,55
5:02,26,Gyorgy Goloman Block.,50,55
5:02,59,Brandon Alston Offensive Rebound.,50,55
4:59,59,Brandon Alston made Layup.,52,55
4:59,26,UCLA  Timeout,52,55
4:48,26,Aaron Holiday made Layup.,52,57
4:40,59,Foul on Brandon Alston.,52,57
4:40,59,Brandon Alston Turnover.,52,57
4:33,26,Aaron Holiday missed Jumper.,52,57
4:33,59,Brandon Alston Defensive Rebound.,52,57
4:26,59,Brandon Alston missed Layup.,52,57
4:26,26,UCLA Defensive Rebound.,52,57
4:13,59,Foul on Abdoulaye Gueye.,52,57
4:13,26,Aaron Holiday made Free Throw.,52,58
4:13,26,Aaron Holiday made Free Throw.,52,59
3:51,26,Foul on Aaron Holiday.,52,59
3:51,26,Official TV Timeout,52,59
3:51,59,Justin Moore missed Free Throw.,52,59
3:51,59,Georgia Tech Deadball Team Rebound.,52,59
3:51,59,Justin Moore made Free Throw.,53,59
3:40,26,Jaylen Hands missed Layup.,53,59
3:40,59,Evan Cole Defensive Rebound.,53,59
3:11,59,Justin Moore missed Layup.,53,59
3:11,26,Thomas Welsh Defensive Rebound.,53,59
3:08,26,Jump Ball won by UCLA,53,59
3:01,26,Aaron Holiday made Layup.,53,61
2:41,59,Jose Alvarado made Three Point Jumper. Assisted by Abdoulaye Gueye.,56,61
2:34,59,Georgia Tech  Timeout,56,61
2:13,59,Foul on Justin Moore.,56,61
2:13,26,Aaron Holiday missed Free Throw.,56,61
2:13,26,UCLA Deadball Team Rebound.,56,61
2:13,26,Aaron Holiday made Free Throw.,56,62
1:46,59,Ben Lammers missed Jumper.,56,62
1:46,26,Kris Wilkes Defensive Rebound.,56,62
1:22,26,Kris Wilkes missed Three Point Jumper.,56,62
1:22,59,Jose Alvarado Defensive Rebound.,56,62
1:13,26,Foul on Kris Wilkes.,56,62
1:13,59,Brandon Alston missed Free Throw.,56,62
1:13,59,Georgia Tech Deadball Team Rebound.,56,62
1:13,59,Brandon Alston made Free Throw.,57,62
0:45,26,Jaylen Hands missed Jumper.,57,62
0:45,59,Ben Lammers Defensive Rebound.,57,62
0:20,59,Jose Alvarado made Three Point Jumper. Assisted by Justin Moore.,60,62
0:19,59,Georgia Tech  Timeout,60,62
0:19,59,Foul on Jose Alvarado.,60,62
0:19,26,Jaylen Hands made Free Throw.,60,63
0:19,26,Jaylen Hands missed Free Throw.,60,63
0:19,59,Ben Lammers Defensive Rebound.,60,63
0:04,59,Jose Alvarado missed Three Point Jumper.,60,63
0:04,59,Curtis Haywood II Offensive Rebound.,60,63
0:00,26,End of Game,60,63
