Louisiana College,Error,UTEP,2638
15:30,-1,D'Aaron Davis Defensive Rebound.,0,7
15:10,-1,Tyrik Landry missed Three Point Jumper.,0,7
15:10,2638,Keith Frazier Defensive Rebound.,0,7
15:05,-1,Foul on Timothy Stokes.,0,7
15:05,2638,Omega Harris made Free Throw.,0,8
15:05,2638,Omega Harris made Free Throw.,0,9
14:38,-1,D'Aaron Davis missed Jumper.,0,9
14:38,2638,Matt Willms Block.,0,9
14:34,2638,Paul Thomas Defensive Rebound.,0,9
14:27,2638,Omega Harris made Layup. Assisted by Paul Thomas.,0,11
14:24,-1,Louisiana College  Timeout,0,11
14:13,2638,Foul on Matt Willms.,0,11
14:13,-1,D'Aaron Davis missed Free Throw.,0,11
14:13,-1,D'Aaron Davis missed Free Throw.,0,11
14:13,2638,Omega Harris Defensive Rebound.,0,11
13:59,2638,Keith Frazier missed Three Point Jumper.,0,11
13:59,2638,Matt Willms Offensive Rebound.,0,11
13:52,2638,Matt Willms missed Jumper.,0,11
13:52,-1,Devon Washington Defensive Rebound.,0,11
13:40,-1,Jacquez Coleman missed Three Point Jumper.,0,11
13:40,2638,UTEP Defensive Rebound.,0,11
13:22,2638,Omega Harris missed Three Point Jumper.,0,11
13:22,-1,Jacquez Coleman Defensive Rebound.,0,11
13:04,-1,Devon Washington Turnover.,0,11
13:01,2638,Paul Thomas Steal.,0,11
12:55,2638,Keith Frazier made Dunk. Assisted by Omega Harris.,0,13
12:24,-1,Jacquez Coleman missed Three Point Jumper.,0,13
12:24,-1,Offensive Rebound.,0,13
12:16,-1,Devon Washington missed Layup.,0,13
12:16,2638,Tirus Smith Defensive Rebound.,0,13
12:05,2638,Keith Frazier Turnover.,0,13
12:02,-1,D'Aaron Davis Steal.,0,13
11:55,-1,Palmer Hill missed Three Point Jumper.,0,13
11:55,2638,Paul Thomas Defensive Rebound.,0,13
11:54,-1,Foul on Timothy Stokes.,0,13
11:54,2638,Paul Thomas made Free Throw.,0,14
11:54,2638,Paul Thomas made Free Throw.,0,15
11:39,-1,Timothy Stokes Turnover.,0,15
11:38,2638,Evan Gilyard Steal.,0,15
11:35,2638,Evan Gilyard made Layup.,0,17
11:29,-1,Trey Ames Turnover.,0,17
11:29,-1,Foul on Trey Ames.,0,17
11:16,2638,Keith Frazier Turnover.,0,17
11:03,-1,Tyrik Landry Turnover.,0,17
10:59,2638,Evan Gilyard Turnover.,0,17
10:59,-1,Tyrik Landry Steal.,0,17
10:59,2638,Foul on Evan Gilyard.,0,17
10:28,-1,Jacquez Coleman missed Jumper.,0,17
10:28,2638,Omega Harris Defensive Rebound.,0,17
10:09,2638,Omega Harris missed Layup.,0,17
10:09,-1,Lejawon LeBlanc Defensive Rebound.,0,17
9:58,2638,Tirus Smith made Dunk. Assisted by Keith Frazier.,0,19
9:40,-1,Tyrik Landry missed Jumper.,0,19
9:40,2638,Omega Harris Defensive Rebound.,0,19
9:27,-1,Foul on Rex Hollis.,0,19
9:27,2638,Tirus Smith missed Free Throw.,0,19
9:27,2638,UTEP Deadball Team Rebound.,0,19
9:27,2638,Tirus Smith made Free Throw.,0,20
9:16,2638,Foul on Isiah Osborne.,0,20
9:01,2638,Foul on Isiah Osborne.,0,20
9:01,-1,D'Aaron Davis missed Free Throw.,0,20
9:01,2638,Keith Frazier Defensive Rebound.,0,20
8:54,2638,Trey Wade made Three Point Jumper. Assisted by Kobe Magee.,0,23
8:36,2638,Foul on Kobe Magee.,0,23
8:36,-1,Jacquez Coleman missed Free Throw.,0,23
8:36,-1,Jacquez Coleman missed Free Throw.,0,23
8:36,2638,Keith Frazier Defensive Rebound.,0,23
8:27,2638,Keith Frazier made Three Point Jumper. Assisted by Isiah Osborne.,0,26
7:53,-1,Jacquez Coleman missed Three Point Jumper.,0,26
7:53,2638,Trey Wade Defensive Rebound.,0,26
7:43,2638,Keith Frazier made Three Point Jumper. Assisted by Isiah Osborne.,0,29
7:22,-1,Travis Schultz missed Layup.,0,29
7:22,2638,Tirus Smith Block.,0,29
7:22,-1,Offensive Rebound.,0,29
7:22,2638,Official TV Timeout,0,29
7:22,-1,Turnover.,0,29
7:11,2638,Isiah Osborne Turnover.,0,29
7:08,-1,Tyrik Landry Steal.,0,29
7:04,-1,Lejawon LeBlanc Turnover.,0,29
7:01,2638,Isiah Osborne Steal.,0,29
6:58,2638,Trey Wade made Three Point Jumper. Assisted by Isiah Osborne.,0,32
6:29,-1,Lashard Powell made Three Point Jumper. Assisted by Tyrik Landry.,3,32
6:10,2638,Tirus Smith missed Layup.,3,32
6:10,-1,Devon Washington Defensive Rebound.,3,32
6:04,2638,Foul on Jake Flaggert.,3,32
6:04,-1,Lashard Powell missed Free Throw.,3,32
6:04,2638,Matt Willms Defensive Rebound.,3,32
5:55,2638,Isiah Osborne made Jumper.,3,34
5:37,-1,Timothy Stokes Turnover.,3,34
5:37,-1,Foul on Timothy Stokes.,3,34
5:18,2638,Matt Willms Turnover.,3,34
5:05,-1,Devon Washington Turnover.,3,34
4:50,2638,Isiah Osborne made Jumper.,3,36
4:44,2638,Foul on Matt Willms.,3,36
4:44,-1,Devon Washington missed Free Throw.,3,36
4:44,-1,Devon Washington missed Free Throw.,3,36
4:44,2638,Matt Willms Defensive Rebound.,3,36
4:21,-1,Foul on Lashard Powell.,3,36
4:21,2638,Trey Wade made Free Throw.,3,37
4:21,2638,Trey Wade missed Free Throw.,3,37
4:21,-1,Defensive Rebound.,3,37
4:03,-1,Lashard Powell missed Jumper.,3,37
4:03,-1,Devon Washington Offensive Rebound.,3,37
3:55,-1,Devon Washington made Jumper.,5,37
3:52,2638,Trey Wade Turnover.,5,37
3:52,2638,Official TV Timeout,5,37
3:38,-1,Lashard Powell missed Jumper.,5,37
3:38,2638,Isiah Osborne Defensive Rebound.,5,37
3:27,2638,Trey Wade missed Jumper.,5,37
3:27,-1,Lejawon LeBlanc Block.,5,37
3:24,-1,Lashard Powell Defensive Rebound.,5,37
3:16,-1,Devon Washington made Jumper. Assisted by Jacob Jennings.,7,37
2:58,2638,Matt Willms made Layup. Assisted by Kobe Magee.,7,39
2:34,-1,Lashard Powell made Three Point Jumper. Assisted by Tyrik Landry.,10,39
2:21,2638,Isiah Osborne made Three Point Jumper. Assisted by Kobe Magee.,10,42
2:09,-1,Lashard Powell made Three Point Jumper. Assisted by Jacob Jennings.,13,42
1:52,2638,Isiah Osborne Turnover.,13,42
1:52,-1,Lashard Powell made Three Point Jumper.,16,42
1:33,-1,Foul on Jacob Jennings.,16,42
1:33,2638,Trey Touchet made Free Throw.,16,43
1:33,2638,Trey Touchet made Free Throw.,16,44
1:19,-1,Jacob Jennings missed Jumper.,16,44
1:19,2638,Omega Harris Defensive Rebound.,16,44
1:09,-1,Foul on Lashard Powell.,16,44
1:09,2638,Paul Thomas made Free Throw.,16,45
1:09,2638,Paul Thomas missed Free Throw.,16,45
1:09,-1,Devon Washington Defensive Rebound.,16,45
0:53,-1,Tyrik Landry Turnover.,16,45
0:51,2638,Paul Thomas Steal.,16,45
0:40,2638,Keith Frazier missed Three Point Jumper.,16,45
0:40,-1,Lashard Powell Defensive Rebound.,16,45
0:20,-1,Jacob Jennings missed Three Point Jumper.,16,45
0:20,2638,Paul Thomas Defensive Rebound.,16,45
0:08,2638,Omega Harris made Three Point Jumper. Assisted by Trey Touchet.,16,48
0:00,2638,End of 1st half,16,48
19:46,-1,Lashard Powell missed Jumper.,16,48
19:46,2638,Keith Frazier Defensive Rebound.,16,48
19:36,2638,Paul Thomas made Jumper. Assisted by Evan Gilyard.,16,50
19:06,-1,Tyrik Landry Turnover.,16,50
19:05,2638,Evan Gilyard Steal.,16,50
19:00,2638,Matt Willms made Dunk. Assisted by Evan Gilyard.,16,52
18:46,-1,Lashard Powell missed Jumper.,16,52
18:46,2638,Keith Frazier Defensive Rebound.,16,52
18:35,2638,Paul Thomas made Layup. Assisted by Keith Frazier.,16,54
18:18,-1,Tyrik Landry missed Jumper.,16,54
18:18,2638,Paul Thomas Defensive Rebound.,16,54
18:15,2638,Omega Harris Turnover.,16,54
18:00,-1,Palmer Hill Turnover.,16,54
17:56,2638,Evan Gilyard Steal.,16,54
17:53,2638,Evan Gilyard made Layup.,16,56
17:36,2638,Foul on Paul Thomas.,16,56
17:25,-1,Jacquez Coleman missed Three Point Jumper.,16,56
17:25,2638,Matt Willms Defensive Rebound.,16,56
17:11,-1,Foul on Trey Ames.,16,56
16:54,2638,Omega Harris made Three Point Jumper.,16,59
16:39,-1,Torrian Lee made Layup.,18,59
16:29,2638,Evan Gilyard missed Three Point Jumper.,18,59
16:29,2638,Keith Frazier Offensive Rebound.,18,59
16:20,2638,Matt Willms made Dunk. Assisted by Keith Frazier.,18,61
16:10,-1,D'Aaron Davis made Layup. Assisted by Timothy Stokes.,20,61
15:43,2638,Matt Willms made Jumper. Assisted by Evan Gilyard.,20,63
15:20,-1,Travis Schultz made Three Point Jumper. Assisted by Timothy Stokes.,23,63
15:03,2638,Matt Willms made Layup.,23,65
14:55,-1,Travis Schultz Turnover.,23,65
14:55,2638,Official TV Timeout,23,65
14:47,2638,Keith Frazier missed Three Point Jumper.,23,65
14:47,2638,Paul Thomas Offensive Rebound.,23,65
14:47,2638,Paul Thomas made Layup.,23,67
14:23,2638,Foul on Evan Gilyard.,23,67
14:03,-1,Jacquez Coleman made Three Point Jumper. Assisted by Torrian Lee.,26,67
13:50,2638,Keith Frazier Turnover.,26,67
13:38,-1,Travis Schultz missed Three Point Jumper.,26,67
13:38,2638,Matt Willms Block.,26,67
13:35,2638,Evan Gilyard Defensive Rebound.,26,67
13:31,2638,Evan Gilyard Turnover.,26,67
13:30,-1,Torrian Lee Steal.,26,67
13:28,2638,Foul on Omega Harris.,26,67
13:28,-1,Torrian Lee missed Free Throw.,26,67
13:28,-1,Torrian Lee made Free Throw.,27,67
13:14,-1,Foul on Torrian Lee.,27,67
13:14,2638,Paul Thomas made Layup.,27,69
13:14,2638,Paul Thomas made Free Throw.,27,70
12:53,-1,Jacquez Coleman made Three Point Jumper. Assisted by Torrian Lee.,30,70
12:30,2638,Paul Thomas made Layup. Assisted by Keith Frazier.,30,72
12:22,-1,Torrian Lee made Three Point Jumper. Assisted by Timothy Stokes.,33,72
12:09,2638,Keith Frazier Turnover.,33,72
12:07,-1,Timothy Stokes Steal.,33,72
12:07,-1,Timothy Stokes made Layup.,35,72
12:07,-1,Louisiana College  Timeout,35,72
11:46,2638,Keith Frazier made Three Point Jumper. Assisted by Omega Harris.,35,75
11:36,-1,Jacquez Coleman missed Three Point Jumper.,35,75
11:36,2638,Omega Harris Defensive Rebound.,35,75
11:24,2638,Keith Frazier missed Three Point Jumper.,35,75
11:24,2638,Tirus Smith Offensive Rebound.,35,75
11:19,2638,Tirus Smith made Layup.,35,77
11:14,-1,Lashard Powell Turnover.,35,77
11:14,-1,Foul on Lashard Powell.,35,77
11:14,2638,Official TV Timeout,35,77
11:14,2638,UTEP  Timeout,35,77
11:04,2638,Keith Frazier made Layup. Assisted by Omega Harris.,35,79
10:57,-1,Torrian Lee made Three Point Jumper.,38,79
10:44,2638,Omega Harris missed Three Point Jumper.,38,79
10:44,2638,Tirus Smith Offensive Rebound.,38,79
10:40,2638,Tirus Smith made Free Throw.,38,80
10:40,-1,Foul on D'Aaron Davis.,38,80
10:40,2638,Tirus Smith missed Free Throw.,38,80
10:40,-1,Trey Ames Defensive Rebound.,38,80
10:32,-1,Devon Washington missed Layup.,38,80
10:32,2638,Trey Wade Block.,38,80
10:28,-1,Devon Washington Offensive Rebound.,38,80
10:24,-1,Devon Washington made Layup.,40,80
10:06,2638,Trey Wade missed Jumper.,40,80
10:06,-1,Jacquez Coleman Defensive Rebound.,40,80
9:42,-1,Jacquez Coleman missed Three Point Jumper.,40,80
9:42,-1,Devon Washington Offensive Rebound.,40,80
9:36,-1,Devon Washington made Jumper.,42,80
9:30,2638,Official TV Timeout,42,80
9:26,2638,Isiah Osborne missed Layup.,42,80
9:26,2638,Tirus Smith Offensive Rebound.,42,80
9:22,2638,Tirus Smith made Layup.,42,82
9:06,-1,Devon Washington missed Layup.,42,82
9:06,2638,Isiah Osborne Defensive Rebound.,42,82
8:58,2638,Keith Frazier Turnover.,42,82
8:40,-1,Devon Washington missed Jumper.,42,82
8:40,2638,Keith Frazier Defensive Rebound.,42,82
8:28,2638,Omega Harris missed Three Point Jumper.,42,82
8:28,2638,Keith Frazier Offensive Rebound.,42,82
8:22,2638,Isiah Osborne missed Three Point Jumper.,42,82
8:22,-1,Devon Washington Defensive Rebound.,42,82
8:19,2638,Foul on Tirus Smith.,42,82
8:02,-1,Lashard Powell missed Layup.,42,82
8:02,2638,Tirus Smith Block.,42,82
8:00,2638,Isiah Osborne Defensive Rebound.,42,82
7:55,2638,Trey Wade missed Layup.,42,82
7:55,2638,Isiah Osborne Offensive Rebound.,42,82
7:49,2638,Isiah Osborne made Layup.,42,84
7:26,-1,D'Aaron Davis made Layup. Assisted by Devon Washington.,44,84
7:26,2638,Foul on Tirus Smith.,44,84
7:26,2638,Official TV Timeout,44,84
7:26,-1,D'Aaron Davis missed Free Throw.,44,84
7:26,2638,Kobe Magee Defensive Rebound.,44,84
6:58,2638,Evan Gilyard missed Three Point Jumper.,44,84
6:58,-1,Lashard Powell Defensive Rebound.,44,84
6:36,-1,Jacquez Coleman Turnover.,44,84
6:36,-1,Foul on Jacquez Coleman.,44,84
6:33,-1,Foul on Lashard Powell.,44,84
6:18,2638,Isiah Osborne made Three Point Jumper. Assisted by Evan Gilyard.,44,87
5:53,-1,Lashard Powell missed Jumper.,44,87
5:53,2638,Tirus Smith Block.,44,87
5:50,2638,Evan Gilyard Defensive Rebound.,44,87
5:46,2638,Isiah Osborne missed Jumper.,44,87
5:46,-1,Lashard Powell Defensive Rebound.,44,87
5:18,-1,Jacquez Coleman missed Three Point Jumper.,44,87
5:18,-1,Devon Washington Offensive Rebound.,44,87
5:11,-1,Devon Washington made Layup.,46,87
4:52,2638,Isiah Osborne made Three Point Jumper. Assisted by Evan Gilyard.,46,90
4:32,2638,Foul on Isiah Osborne.,46,90
4:30,-1,Devon Washington Turnover.,46,90
4:18,2638,Evan Gilyard made Layup.,46,92
4:02,-1,Lejawon LeBlanc missed Jumper.,46,92
4:02,2638,Jake Flaggert Defensive Rebound.,46,92
4:02,-1,Foul on Devon Washington.,46,92
4:02,2638,Jake Flaggert made Free Throw.,46,93
4:02,2638,Jake Flaggert made Free Throw.,46,94
3:54,-1,Devon Washington missed Layup.,46,94
3:54,-1,Tyrik Landry Offensive Rebound.,46,94
3:50,-1,Tyrik Landry missed Jumper.,46,94
3:50,2638,Jake Flaggert Block.,46,94
3:47,2638,Trey Touchet Defensive Rebound.,46,94
3:43,2638,Isiah Osborne made Layup.,46,96
3:30,2638,Foul on Trey Touchet.,46,96
3:30,2638,Official TV Timeout,46,96
3:30,-1,Devon Washington made Free Throw.,47,96
3:30,-1,Devon Washington missed Free Throw.,47,96
3:30,2638,Trey Wade Defensive Rebound.,47,96
3:04,2638,Kobe Magee missed Jumper.,47,96
3:04,-1,Devon Washington Defensive Rebound.,47,96
2:53,-1,Palmer Hill missed Three Point Jumper.,47,96
2:53,-1,Lejawon LeBlanc Offensive Rebound.,47,96
2:43,-1,Palmer Hill made Three Point Jumper. Assisted by Timothy Stokes.,50,96
2:20,2638,Trey Wade missed Three Point Jumper.,50,96
2:20,-1,Devon Washington Defensive Rebound.,50,96
1:47,-1,Devon Washington missed Jumper.,50,96
1:47,2638,Trey Wade Defensive Rebound.,50,96
1:44,-1,Foul on Jacob Jennings.,50,96
1:44,2638,Trey Wade made Free Throw.,50,97
1:44,2638,Trey Wade missed Free Throw.,50,97
1:44,2638,Tirus Smith Offensive Rebound.,50,97
1:43,-1,Foul on Trey Ames.,50,97
1:43,2638,Tirus Smith made Free Throw.,50,98
1:43,2638,Tirus Smith missed Free Throw.,50,98
1:43,-1,Palmer Hill Defensive Rebound.,50,98
1:17,-1,Timothy Stokes missed Jumper.,50,98
1:17,2638,Kobe Magee Defensive Rebound.,50,98
1:08,2638,Trey Wade made Layup. Assisted by Kobe Magee.,50,100
0:56,-1,Palmer Hill missed Three Point Jumper.,50,100
0:56,2638,Trey Touchet Defensive Rebound.,50,100
0:39,2638,Tirus Smith missed Dunk.,50,100
0:34,-1,Palmer Hill Defensive Rebound.,50,100
0:16,-1,Palmer Hill missed Three Point Jumper.,50,100
0:16,2638,UTEP Defensive Rebound.,50,100
0:00,2638,End of Game,50,100
