Cairn University,Error,Delaware State,2169
13:34,-1,Montay Hood Turnover.,8,13
13:22,2169,Foul on Simon Okolue.,8,13
13:22,2169,Simon Okolue Turnover.,8,13
13:04,-1,Jordan Koczman Turnover.,8,13
13:03,2169,Jonathan Mitchell Steal.,8,13
13:01,2169,Jonathan Mitchell made Dunk.,8,15
12:48,-1,Montay Hood Turnover.,8,15
12:47,2169,Ameer Bennett Steal.,8,15
12:31,2169,Artem Tavakalyan missed Three Point Jumper.,8,15
12:31,-1,Richard Rosas Defensive Rebound.,8,15
12:22,-1,Montay Hood missed Three Point Jumper.,8,15
12:22,2169,Delaware State Defensive Rebound.,8,15
11:55,2169,Pinky Wiley Turnover.,8,15
11:55,2169,Official TV Timeout,8,15
11:49,-1,Seth Brunner Turnover.,8,15
11:36,2169,Artem Tavakalyan made Layup.,8,17
11:23,-1,Richard Rosas missed Three Point Jumper.,8,17
11:23,2169,Pinky Wiley Defensive Rebound.,8,17
11:15,2169,Marquis Collins missed Three Point Jumper.,8,17
11:15,2169,Simon Okolue Offensive Rebound.,8,17
11:01,-1,Foul on Richard Rosas.,8,17
11:01,2169,Jonathan Mitchell made Free Throw.,8,18
11:01,2169,Jonathan Mitchell made Free Throw.,8,19
10:47,-1,Malachi Hall Turnover.,8,19
10:31,-1,Foul on Justin Dean.,8,19
10:31,2169,Marquis Collins made Free Throw.,8,20
10:31,2169,Marquis Collins made Free Throw.,8,21
10:16,2169,Foul on Demola Onifade.,8,21
10:16,-1,Antoine Nunnally missed Free Throw.,8,21
10:16,-1,Cairn University Deadball Team Rebound.,8,21
10:16,-1,Antoine Nunnally made Free Throw.,9,21
10:04,2169,Marquis Collins missed Jumper.,9,21
10:04,2169,Delaware State Offensive Rebound.,9,21
9:54,2169,Pinky Wiley Turnover.,9,21
9:41,-1,Antoine Nunnally made Jumper. Assisted by Malachi Hall.,11,21
9:30,-1,Foul on Antoine Nunnally.,11,21
9:30,2169,Ameer Bennett missed Free Throw.,11,21
9:30,2169,Delaware State Deadball Team Rebound.,11,21
9:30,2169,Ameer Bennett missed Free Throw.,11,21
9:30,-1,Jordan Koczman Defensive Rebound.,11,21
9:12,-1,Josh Decker missed Three Point Jumper.,11,21
9:12,2169,Delaware State Defensive Rebound.,11,21
8:59,-1,Foul on Julian Collazo.,11,21
8:59,2169,Ameer Bennett made Free Throw.,11,22
8:59,2169,Ameer Bennett made Free Throw.,11,23
8:59,-1,Cairn University  Timeout,11,23
8:42,2169,Foul on Demola Onifade.,11,23
8:40,-1,Malachi Hall Turnover.,11,23
8:40,2169,Kobe Gantz Steal.,11,23
8:37,2169,Jonathan Mitchell made Dunk. Assisted by Kobe Gantz.,11,25
8:21,-1,Justin Dean made Layup.,13,25
8:18,2169,Daivon Gamble Turnover.,13,25
8:16,-1,Jordan Koczman missed Jumper.,13,25
8:16,-1,Malachi Hall Offensive Rebound.,13,25
8:12,-1,Malachi Hall missed Layup.,13,25
8:12,2169,Jonathan Mitchell Defensive Rebound.,13,25
7:43,2169,Kobe Gantz missed Jumper.,13,25
7:43,2169,Daivon Gamble Offensive Rebound.,13,25
7:41,2169,Daivon Gamble missed Jumper.,13,25
7:41,-1,Jordan Koczman Defensive Rebound.,13,25
7:24,-1,Malachi Hall missed Three Point Jumper.,13,25
7:24,2169,Artem Tavakalyan Defensive Rebound.,13,25
7:14,-1,Foul on Justin Dean.,13,25
7:14,2169,Official TV Timeout,13,25
7:14,2169,Daivon Gamble made Free Throw.,13,26
7:14,2169,Daivon Gamble made Free Throw.,13,27
6:58,2169,Foul on Artem Tavakalyan.,13,27
6:58,-1,Julian Collazo made Free Throw.,14,27
6:58,-1,Julian Collazo missed Free Throw.,14,27
6:58,2169,Daivon Gamble Defensive Rebound.,14,27
6:44,2169,Kobe Gantz made Jumper.,14,29
6:27,2169,Foul on Kobe Gantz.,14,29
6:27,-1,Donovan McCrae made Free Throw.,15,29
6:27,-1,Donovan McCrae made Free Throw.,16,29
6:19,2169,Foul on Demola Onifade.,16,29
6:19,2169,Demola Onifade Turnover.,16,29
6:13,-1,Montay Hood missed Three Point Jumper.,16,29
6:13,2169,Daivon Gamble Defensive Rebound.,16,29
6:10,2169,Daivon Gamble Turnover.,16,29
6:01,-1,Jordan Koczman missed Jumper.,16,29
6:01,2169,Daivon Gamble Block.,16,29
5:58,2169,Jonathan Mitchell Defensive Rebound.,16,29
5:56,2169,Jonathan Mitchell made Dunk.,16,31
5:42,-1,Julian Collazo missed Jumper.,16,31
5:42,2169,Simon Okolue Block.,16,31
5:42,-1,Cairn University Offensive Rebound.,16,31
5:29,-1,Julian Collazo made Layup.,18,31
5:15,-1,Foul on Donovan McCrae.,18,31
5:13,2169,Artem Tavakalyan missed Free Throw.,18,31
5:13,2169,Delaware State Deadball Team Rebound.,18,31
5:13,2169,Artem Tavakalyan made Free Throw.,18,32
4:48,2169,Foul on Kobe Gantz.,18,32
4:48,-1,Julian Collazo missed Free Throw.,18,32
4:48,-1,Cairn University Deadball Team Rebound.,18,32
4:48,-1,Julian Collazo missed Free Throw.,18,32
4:48,2169,Marquis Collins Defensive Rebound.,18,32
4:26,2169,Simon Okolue missed Layup.,18,32
4:26,-1,Donovan McCrae Defensive Rebound.,18,32
4:20,-1,Julian Collazo missed Layup.,18,32
4:20,-1,Donovan McCrae Offensive Rebound.,18,32
4:17,-1,Donovan McCrae missed Jumper.,18,32
4:17,2169,Simon Okolue Block.,18,32
4:16,2169,Simon Okolue Defensive Rebound.,18,32
3:52,2169,Marquis Collins missed Jumper.,18,32
3:52,-1,Cairn University Defensive Rebound.,18,32
3:51,2169,Official TV Timeout,18,32
3:33,-1,Montay Hood Turnover.,18,32
3:13,2169,Pinky Wiley made Three Point Jumper. Assisted by Jonathan Mitchell.,18,35
2:54,-1,Justin Dean Turnover.,18,35
2:31,2169,Marquis Collins Turnover.,18,35
2:22,-1,Jordan Koczman missed Jumper.,18,35
2:22,2169,Delaware State Defensive Rebound.,18,35
2:07,2169,Artem Tavakalyan missed Three Point Jumper.,18,35
2:07,-1,Malachi Hall Defensive Rebound.,18,35
1:59,-1,Malachi Hall made Layup.,20,35
1:41,2169,Saleik Edwards missed Three Point Jumper.,20,35
1:41,2169,Simon Okolue Offensive Rebound.,20,35
1:36,2169,Pinky Wiley Turnover.,20,35
1:16,-1,Montay Hood Turnover.,20,35
1:15,2169,Saleik Edwards Steal.,20,35
0:52,2169,Marquis Collins missed Jumper.,20,35
0:52,-1,Justin Dean Defensive Rebound.,20,35
0:39,-1,Malachi Hall missed Jumper.,20,35
0:39,2169,Simon Okolue Defensive Rebound.,20,35
0:00,2169,End of 1st half,20,35
19:45,2169,Simon Okolue missed Layup.,20,35
19:45,-1,Jordan Koczman Defensive Rebound.,20,35
19:22,-1,Montay Hood missed Three Point Jumper.,20,35
19:22,2169,Artem Tavakalyan Defensive Rebound.,20,35
19:09,2169,Pinky Wiley Turnover.,20,35
19:08,-1,Montay Hood Steal.,20,35
18:56,-1,Justin Dean missed Three Point Jumper.,20,35
18:56,2169,Ameer Bennett Defensive Rebound.,20,35
18:47,2169,Artem Tavakalyan missed Three Point Jumper.,20,35
18:47,-1,Malachi Hall Defensive Rebound.,20,35
18:39,-1,Malachi Hall made Layup.,22,35
18:24,2169,Pinky Wiley missed Three Point Jumper.,22,35
18:24,2169,Artem Tavakalyan Offensive Rebound.,22,35
18:20,2169,Artem Tavakalyan missed Layup.,22,35
18:20,2169,Simon Okolue Offensive Rebound.,22,35
18:09,2169,Artem Tavakalyan missed Jumper.,22,35
18:09,2169,Ameer Bennett Offensive Rebound.,22,35
17:55,2169,Ameer Bennett missed Jumper.,22,35
17:55,-1,Jordan Koczman Defensive Rebound.,22,35
17:34,-1,Malachi Hall made Layup.,24,35
17:16,2169,Ameer Bennett missed Jumper.,24,35
17:16,2169,Simon Okolue Offensive Rebound.,24,35
17:11,-1,Foul on Jordan Koczman.,24,35
16:58,2169,Simon Okolue made Layup. Assisted by Artem Tavakalyan.,24,37
16:41,-1,Jordan Koczman made Layup. Assisted by Julian Collazo.,26,37
16:32,2169,Simon Okolue made Dunk. Assisted by Artem Tavakalyan.,26,39
16:18,2169,Foul on Simon Okolue.,26,39
16:08,-1,Jordan Koczman missed Jumper.,26,39
16:08,2169,Jonathan Mitchell Defensive Rebound.,26,39
16:01,2169,Saleik Edwards Turnover.,26,39
15:39,-1,Malachi Hall Turnover.,26,39
15:38,2169,Pinky Wiley Steal.,26,39
15:35,2169,Simon Okolue made Layup. Assisted by Jonathan Mitchell.,26,41
15:15,-1,Antoine Nunnally made Layup. Assisted by Jordan Koczman.,28,41
15:03,2169,Official TV Timeout,28,41
15:02,2169,Artem Tavakalyan made Jumper.,28,43
14:50,-1,Josh Decker made Three Point Jumper. Assisted by Malachi Hall.,31,43
14:26,2169,Pinky Wiley missed Jumper.,31,43
14:26,2169,Artem Tavakalyan Offensive Rebound.,31,43
14:22,2169,Saleik Edwards missed Jumper.,31,43
14:22,2169,Jonathan Mitchell Offensive Rebound.,31,43
14:05,2169,Artem Tavakalyan missed Jumper.,31,43
14:05,2169,Simon Okolue Offensive Rebound.,31,43
13:46,2169,Simon Okolue made Layup. Assisted by Jonathan Mitchell.,31,45
13:46,-1,Foul on Jordan Koczman.,31,45
13:46,2169,Simon Okolue made Free Throw.,31,46
13:38,-1,Josh Decker made Three Point Jumper. Assisted by Jordan Koczman.,34,46
13:18,2169,Artem Tavakalyan made Layup.,34,48
13:11,-1,Josh Decker missed Three Point Jumper.,34,48
13:11,-1,Julian Collazo Offensive Rebound.,34,48
13:05,-1,Julian Collazo missed Three Point Jumper.,34,48
13:05,2169,Kobe Gantz Defensive Rebound.,34,48
12:41,2169,Simon Okolue made Dunk.,34,50
12:32,-1,Cairn University  Timeout,34,50
12:22,-1,Jordan Koczman Turnover.,34,50
12:21,2169,Pinky Wiley Steal.,34,50
12:06,2169,Simon Okolue made Dunk. Assisted by Kobe Gantz.,34,52
11:53,-1,Richard Rosas missed Jumper.,34,52
11:53,-1,Antoine Nunnally Offensive Rebound.,34,52
11:53,2169,Foul on Simon Okolue.,34,52
11:51,2169,Official TV Timeout,34,52
11:50,-1,Eric Jacobs missed Three Point Jumper.,34,52
11:50,-1,Antoine Nunnally Offensive Rebound.,34,52
11:45,-1,Antoine Nunnally missed Jumper.,34,52
11:45,2169,Simon Okolue Defensive Rebound.,34,52
11:32,2169,Simon Okolue made Dunk. Assisted by Artem Tavakalyan.,34,54
11:12,-1,Antoine Nunnally made Layup.,36,54
10:49,2169,Artem Tavakalyan missed Three Point Jumper.,36,54
10:49,2169,Kobe Gantz Offensive Rebound.,36,54
10:47,2169,Kobe Gantz made Layup.,36,56
10:27,-1,Richard Rosas made Three Point Jumper.,39,56
10:06,2169,Simon Okolue missed Jumper.,39,56
10:06,-1,Richard Rosas Defensive Rebound.,39,56
9:56,-1,Eric Jacobs missed Three Point Jumper.,39,56
9:54,-1,Cairn University Offensive Rebound.,39,56
9:42,-1,Clarence Brunot missed Layup.,39,56
9:42,2169,Kobe Gantz Defensive Rebound.,39,56
9:37,-1,Foul on Clarence Brunot.,39,56
9:24,2169,Daivon Gamble Turnover.,39,56
9:12,-1,Richard Rosas Turnover.,39,56
9:11,2169,Daivon Gamble Steal.,39,56
9:08,2169,Jonathan Mitchell made Dunk. Assisted by Pinky Wiley.,39,58
8:52,-1,Donovan McCrae missed Jumper.,39,58
8:52,2169,Artem Tavakalyan Defensive Rebound.,39,58
8:29,2169,Daivon Gamble missed Layup.,39,58
8:29,-1,Antoine Nunnally Defensive Rebound.,39,58
8:19,-1,Antoine Nunnally made Layup.,41,58
8:03,2169,Pinky Wiley made Jumper.,41,60
7:46,2169,Official TV Timeout,41,60
7:45,-1,Clarence Brunot Turnover.,41,60
7:43,2169,Artem Tavakalyan Steal.,41,60
7:42,2169,Artem Tavakalyan made Dunk.,41,62
7:27,-1,Richard Rosas made Three Point Jumper.,44,62
7:07,2169,Foul on Demola Onifade.,44,62
7:06,2169,Demola Onifade Turnover.,44,62
6:47,-1,Malachi Hall missed Jumper.,44,62
6:47,2169,Kobe Gantz Defensive Rebound.,44,62
6:40,2169,Artem Tavakalyan made Layup. Assisted by Kobe Gantz.,44,64
6:16,-1,Julian Collazo missed Jumper.,44,64
6:16,-1,Cairn University Offensive Rebound.,44,64
6:09,-1,Julian Collazo missed Jumper.,44,64
6:09,2169,Jonathan Mitchell Block.,44,64
6:07,2169,Pinky Wiley Defensive Rebound.,44,64
6:04,2169,Pinky Wiley made Layup.,44,66
5:51,-1,Antoine Nunnally Turnover.,44,66
5:50,2169,Demola Onifade Steal.,44,66
5:47,2169,Jonathan Mitchell made Layup. Assisted by Pinky Wiley.,44,68
5:47,-1,Foul on Julian Collazo.,44,68
5:47,2169,Jonathan Mitchell made Free Throw.,44,69
5:47,-1,Cairn University  Timeout,44,69
5:28,2169,Foul on Pinky Wiley.,44,69
5:09,-1,Julian Collazo missed Three Point Jumper.,44,69
5:09,2169,Pinky Wiley Defensive Rebound.,44,69
5:00,2169,Artem Tavakalyan made Layup. Assisted by Kobe Gantz.,44,71
4:38,-1,Justin Dean missed Jumper.,44,71
4:38,2169,Kobe Gantz Defensive Rebound.,44,71
4:35,2169,Kobe Gantz Turnover.,44,71
4:34,-1,Antoine Nunnally Steal.,44,71
4:34,-1,Antoine Nunnally missed Jumper.,44,71
4:34,2169,Demola Onifade Defensive Rebound.,44,71
4:27,2169,Artem Tavakalyan missed Dunk.,44,71
4:27,-1,Antoine Nunnally Defensive Rebound.,44,71
4:26,-1,Malachi Hall Turnover.,44,71
4:15,2169,Pinky Wiley missed Three Point Jumper.,44,71
4:15,2169,Kobe Gantz Offensive Rebound.,44,71
4:01,2169,Ameer Bennett missed Jumper.,44,71
4:01,-1,Cairn University Defensive Rebound.,44,71
3:46,2169,Official TV Timeout,44,71
3:38,-1,Julian Collazo made Layup.,46,71
3:26,2169,Saleik Edwards missed Three Point Jumper.,46,71
3:26,2169,Ameer Bennett Offensive Rebound.,46,71
3:23,2169,Ameer Bennett Turnover.,46,71
3:22,-1,Julian Collazo Steal.,46,71
3:06,-1,Julian Collazo missed Jumper.,46,71
3:06,2169,Demola Onifade Defensive Rebound.,46,71
2:50,2169,Ameer Bennett Turnover.,46,71
2:49,-1,Jordan Koczman Steal.,46,71
2:45,-1,Josh Decker missed Three Point Jumper.,46,71
2:45,2169,Ameer Bennett Defensive Rebound.,46,71
2:30,2169,Demola Onifade Turnover.,46,71
2:12,-1,Justin Dean made Dunk. Assisted by Julian Collazo.,48,71
1:59,2169,Ameer Bennett missed Dunk.,48,71
1:59,2169,Kobe Gantz Offensive Rebound.,48,71
1:45,2169,Ameer Bennett Turnover.,48,71
1:31,-1,Jordan Koczman made Jumper. Assisted by Josh Decker.,50,71
1:11,2169,Matthew Stevenson missed Three Point Jumper.,50,71
1:11,-1,Richard Rosas Defensive Rebound.,50,71
1:02,-1,Julian Collazo missed Free Throw.,50,71
1:02,-1,Cairn University Deadball Team Rebound.,50,71
1:02,-1,Julian Collazo missed Free Throw.,50,71
1:02,2169,Marquis Collins Defensive Rebound.,50,71
0:53,2169,Ameer Bennett missed Layup.,50,71
0:53,2169,Saleik Edwards Offensive Rebound.,50,71
0:51,2169,Saleik Edwards missed Jumper.,50,71
0:51,-1,Julian Collazo Defensive Rebound.,50,71
0:39,-1,Julian Collazo missed Jumper.,50,71
0:39,-1,Julian Collazo Offensive Rebound.,50,71
0:39,2169,Foul on Matthew Stevenson.,50,71
0:31,-1,Josh Decker Turnover.,50,71
0:13,2169,Ameer Bennett missed Jumper.,50,71
0:13,-1,Richard Rosas Defensive Rebound.,50,71
0:01,-1,Julian Collazo missed Layup.,50,71
0:01,2169,Matthew Stevenson Defensive Rebound.,50,71
0:00,2169,End of Game,50,71
