Sacramento State,36,Colorado State,16
2:15,16,Foul on Jeff Wu.,28,32
2:15,36,Deion James made Free Throw.,28,33
2:15,36,Deion James made Free Throw.,28,34
1:51,16,Jordan Tolbert missed Layup.,28,34
1:51,16,Calvin Martin Offensive Rebound.,28,34
1:46,16,Calvin Martin made Two Point Tip Shot.,30,34
1:26,36,Prentiss Nixon missed Jumper.,30,34
1:26,16,Kevin Hicks Defensive Rebound.,30,34
1:00,16,Justin Strings missed Three Point Jumper.,30,34
1:00,36,Anthony Bonner Defensive Rebound.,30,34
0:46,36,Deion James missed Jumper.,30,34
0:46,16,Kevin Hicks Defensive Rebound.,30,34
0:44,36,Foul on Raquan Mitchell.,30,34
0:44,16,Kevin Hicks made Free Throw.,31,34
0:44,16,Kevin Hicks made Free Throw.,32,34
0:29,36,Anthony Bonner Turnover.,32,34
0:04,16,Justin Strings missed Jumper.,32,34
0:04,36,Deion James Defensive Rebound.,32,34
0:00,36,End of 1st half,32,34
19:49,16,Jordan Tolbert made Three Point Jumper. Assisted by Justin Strings.,35,34
19:34,16,Foul on Jordan Tolbert.,35,34
19:26,36,Che Bob made Layup.,35,36
19:11,16,Jordan Tolbert missed Three Point Jumper.,35,36
19:11,36,Anthony Bonner Defensive Rebound.,35,36
18:57,36,Che Bob Turnover.,35,36
18:56,16,Jeff Wu Steal.,35,36
18:51,16,Jordan Tolbert Turnover.,35,36
18:51,36,Che Bob Steal.,35,36
18:35,36,Anthony Bonner made Three Point Jumper. Assisted by Prentiss Nixon.,35,39
18:10,16,Jeff Wu Turnover.,35,39
18:00,36,Che Bob made Layup. Assisted by Anthony Bonner.,35,41
17:55,16,Sacramento State  Timeout,35,41
17:55,36,Official TV Timeout,35,41
17:38,16,Izayah Mauriohoohoo-Le'Afa missed Jumper.,35,41
17:38,16,Justin Strings Offensive Rebound.,35,41
17:18,16,Justin Strings missed Jumper.,35,41
17:18,36,Nico Carvacho Defensive Rebound.,35,41
16:55,36,J.D. Paige made Layup.,35,43
16:44,16,Kevin Hicks missed Three Point Jumper.,35,43
16:44,36,Anthony Bonner Defensive Rebound.,35,43
16:28,36,J.D. Paige missed Three Point Jumper.,35,43
16:28,16,Jeff Wu Defensive Rebound.,35,43
16:20,36,Foul on J.D. Paige.,35,43
15:54,16,Jordan Tolbert missed Three Point Jumper.,35,43
15:54,16,Kevin Hicks Offensive Rebound.,35,43
15:50,36,Foul on Anthony Bonner.,35,43
15:50,36,Official TV Timeout,35,43
15:50,16,Justin Strings made Free Throw.,36,43
15:50,16,Justin Strings made Free Throw.,37,43
15:31,36,J.D. Paige missed Three Point Jumper.,37,43
15:31,36,Nico Carvacho Offensive Rebound.,37,43
15:28,36,Nico Carvacho missed Layup.,37,43
15:28,16,Calvin Martin Block.,37,43
15:26,36,Nico Carvacho Offensive Rebound.,37,43
15:25,36,Nico Carvacho made Layup.,37,45
15:25,16,Foul on Calvin Martin.,37,45
15:25,36,Nico Carvacho missed Free Throw.,37,45
15:25,16,Justin Strings Defensive Rebound.,37,45
15:10,16,Justin Strings missed Three Point Jumper.,37,45
15:10,36,Che Bob Defensive Rebound.,37,45
15:07,16,Foul on Calvin Martin.,37,45
14:53,36,Prentiss Nixon missed Three Point Jumper.,37,45
14:53,16,Jordan Tolbert Defensive Rebound.,37,45
14:44,16,Izayah Mauriohoohoo-Le'Afa missed Three Point Jumper.,37,45
14:44,36,Colorado State Defensive Rebound.,37,45
14:22,36,Che Bob missed Layup.,37,45
14:22,16,Justin Strings Block.,37,45
14:20,16,Jordan Tolbert Defensive Rebound.,37,45
13:57,16,Bryce Fowler missed Three Point Jumper.,37,45
13:57,36,Deion James Defensive Rebound.,37,45
13:45,36,Prentiss Nixon made Jumper.,37,47
13:45,16,Foul on Kevin Hicks.,37,47
13:45,36,Prentiss Nixon made Free Throw.,37,48
13:35,16,Joshua Patton missed Layup.,37,48
13:35,36,Nico Carvacho Defensive Rebound.,37,48
13:29,16,Foul on Jordan Tolbert.,37,48
13:29,36,Deion James made Free Throw.,37,49
13:29,36,Deion James made Free Throw.,37,50
13:15,16,Jordan Tolbert missed Jumper.,37,50
13:15,16,Bryce Fowler Offensive Rebound.,37,50
13:12,36,Foul on Deion James.,37,50
13:12,16,Bryce Fowler made Free Throw.,38,50
13:12,16,Bryce Fowler missed Free Throw.,38,50
13:12,36,J.D. Paige Defensive Rebound.,38,50
13:05,36,J.D. Paige made Jumper.,38,52
13:05,16,Foul on Kevin Hicks.,38,52
13:05,16,Sacramento State  Timeout,38,52
13:05,36,J.D. Paige made Free Throw.,38,53
12:46,16,Jeff Wu made Three Point Jumper.,41,53
12:28,16,Foul on Bryce Fowler.,41,53
12:28,36,Deion James made Free Throw.,41,54
12:28,36,Deion James made Free Throw.,41,55
12:08,36,Foul on Nico Carvacho.,41,55
11:55,36,Foul on Deion James.,41,55
11:55,36,Official TV Timeout,41,55
11:55,16,Joshua Patton made Free Throw.,42,55
11:55,16,Joshua Patton missed Free Throw.,42,55
11:55,36,Nico Carvacho Defensive Rebound.,42,55
11:44,36,Deion James missed Jumper.,42,55
11:44,36,Colorado State Offensive Rebound.,42,55
11:29,36,Anthony Bonner missed Three Point Jumper.,42,55
11:29,16,Jeff Wu Defensive Rebound.,42,55
11:03,16,Bryce Fowler Turnover.,42,55
11:02,36,Che Bob Steal.,42,55
10:36,16,Foul on Joshua Patton.,42,55
10:36,36,Deion James missed Free Throw.,42,55
10:36,16,Calvin Martin Defensive Rebound.,42,55
10:25,16,Justin Strings missed Layup.,42,55
10:25,36,Deion James Block.,42,55
10:24,36,Che Bob Defensive Rebound.,42,55
10:02,36,Che Bob missed Jumper.,42,55
10:02,36,Nico Carvacho Offensive Rebound.,42,55
10:00,36,Nico Carvacho missed Layup.,42,55
10:00,36,Deion James Offensive Rebound.,42,55
9:57,36,Che Bob missed Three Point Jumper.,42,55
9:57,16,Kevin Hicks Defensive Rebound.,42,55
9:48,16,Justin Strings missed Three Point Jumper.,42,55
9:48,36,Deion James Defensive Rebound.,42,55
9:31,36,Nico Carvacho missed Layup.,42,55
9:31,16,Jordan Tolbert Defensive Rebound.,42,55
9:16,16,Jeff Wu missed Three Point Jumper.,42,55
9:16,16,Justin Strings Offensive Rebound.,42,55
9:12,16,Justin Strings made Two Point Tip Shot.,44,55
9:08,36,Colorado State  Timeout,44,55
8:56,36,Anthony Bonner made Layup.,44,57
8:44,16,Jordan Tolbert made Jumper.,46,57
8:28,36,Che Bob missed Jumper.,46,57
8:28,36,Che Bob Offensive Rebound.,46,57
8:25,36,Che Bob made Layup.,46,59
8:14,16,Kevin Hicks missed Three Point Jumper.,46,59
8:14,36,Che Bob Defensive Rebound.,46,59
7:56,36,Robbie Berwick made Layup.,46,61
7:33,16,Jordan Tolbert made Jumper.,48,61
7:13,36,J.D. Paige made Three Point Jumper. Assisted by Anthony Bonner.,48,64
6:54,16,Jordan Tolbert made Jumper.,50,64
6:37,16,Foul on Kevin Hicks.,50,64
6:37,36,Official TV Timeout,50,64
6:37,36,Robbie Berwick made Free Throw.,50,65
6:37,36,Robbie Berwick made Free Throw.,50,66
6:17,36,Foul on Nico Carvacho.,50,66
6:17,16,Joshua Patton missed Free Throw.,50,66
6:17,16,Sacramento State Deadball Team Rebound.,50,66
6:17,16,Joshua Patton made Free Throw.,51,66
6:07,36,J.D. Paige Turnover.,51,66
5:57,16,Jordan Tolbert missed Jumper.,51,66
5:57,16,Justin Strings Offensive Rebound.,51,66
5:50,16,Chibueze Jacobs missed Three Point Jumper.,51,66
5:50,36,Nico Carvacho Defensive Rebound.,51,66
5:49,16,Foul on Joshua Patton.,51,66
5:49,36,Nico Carvacho made Free Throw.,51,67
5:49,36,Nico Carvacho made Free Throw.,51,68
5:37,16,Justin Strings made Jumper.,53,68
5:37,36,Foul on Prentiss Nixon.,53,68
5:37,16,Justin Strings made Free Throw.,54,68
5:30,36,Che Bob missed Layup.,54,68
5:30,16,Justin Strings Defensive Rebound.,54,68
5:11,16,Justin Strings missed Jumper.,54,68
5:11,36,Che Bob Defensive Rebound.,54,68
4:50,36,Robbie Berwick missed Layup.,54,68
4:50,16,Calvin Martin Defensive Rebound.,54,68
4:31,16,Justin Strings made Layup.,56,68
4:31,36,Foul on Robbie Berwick.,56,68
4:31,16,Justin Strings missed Free Throw.,56,68
4:31,36,Nico Carvacho Defensive Rebound.,56,68
4:11,36,J.D. Paige missed Three Point Jumper.,56,68
4:11,16,Izayah Mauriohoohoo-Le'Afa Defensive Rebound.,56,68
3:55,36,Foul on J.D. Paige.,56,68
3:55,36,Official TV Timeout,56,68
3:55,16,Jordan Tolbert made Free Throw.,57,68
3:55,16,Jordan Tolbert made Free Throw.,58,68
3:38,36,Anthony Bonner Turnover.,58,68
3:37,16,Calvin Martin Steal.,58,68
3:32,16,Jordan Tolbert made Three Point Jumper. Assisted by Chibueze Jacobs.,61,68
3:10,36,Nico Carvacho missed Jumper.,61,68
3:10,16,Chibueze Jacobs Defensive Rebound.,61,68
2:52,16,Jeff Wu missed Three Point Jumper.,61,68
2:52,36,Nico Carvacho Defensive Rebound.,61,68
2:42,36,Colorado State  Timeout,61,68
2:37,36,J.D. Paige made Jumper.,61,70
2:11,16,Jordan Tolbert missed Layup.,61,70
2:11,36,Che Bob Defensive Rebound.,61,70
1:54,36,Prentiss Nixon missed Jumper.,61,70
1:54,36,Nico Carvacho Offensive Rebound.,61,70
1:39,36,Foul on Prentiss Nixon.,61,70
1:39,36,Prentiss Nixon Turnover.,61,70
1:23,16,Chibueze Jacobs missed Jumper.,61,70
1:23,36,Che Bob Defensive Rebound.,61,70
1:03,16,Foul on Izayah Mauriohoohoo-Le'Afa.,61,70
1:03,36,Prentiss Nixon made Free Throw.,61,71
1:03,36,Prentiss Nixon made Free Throw.,61,72
0:53,16,Justin Strings missed Three Point Jumper.,61,72
0:53,36,Prentiss Nixon Defensive Rebound.,61,72
0:26,36,Prentiss Nixon missed Jumper.,61,72
0:26,36,Nico Carvacho Offensive Rebound.,61,72
0:23,16,Foul on Bryce Fowler.,61,72
0:23,36,Nico Carvacho missed Free Throw.,61,72
0:23,36,Colorado State Deadball Team Rebound.,61,72
0:23,36,Nico Carvacho missed Free Throw.,61,72
0:23,16,Jeff Wu Defensive Rebound.,61,72
0:03,16,Justin Strings missed Jumper.,61,72
0:03,36,Che Bob Block.,61,72
0:02,16,Jordan Tolbert Offensive Rebound.,61,72
0:01,16,Jordan Tolbert missed Jumper.,61,72
0:01,36,J.D. Paige Defensive Rebound.,61,72
0:00,36,End of Game,61,72
