Cal Poly,24,Stanford,13
12:05,13,Jakub Niziol missed Three Point Jumper.,8,14
12:05,24,Michael Humphrey Defensive Rebound.,8,14
11:58,13,Foul on Marcellus Garrick.,8,14
11:58,24,Official TV Timeout,8,14
11:58,24,Dorian Pickens made Free Throw.,8,15
11:58,24,Dorian Pickens missed Free Throw.,8,15
11:58,13,Luke Meikle Defensive Rebound.,8,15
11:38,13,Donovan Fields missed Jumper.,8,15
11:38,24,Michael Humphrey Defensive Rebound.,8,15
11:24,24,Isaac White missed Layup.,8,15
11:24,13,Hank Hollingsworth Block.,8,15
11:22,13,Hank Hollingsworth Defensive Rebound.,8,15
11:20,24,Foul on Kodye Pugh.,8,15
11:20,13,Jakub Niziol made Free Throw.,9,15
11:20,13,Jakub Niziol made Free Throw.,10,15
10:54,24,Robert Cartwright made Three Point Jumper. Assisted by Isaac White.,10,18
10:22,13,Luke Meikle missed Layup.,10,18
10:22,24,Michael Humphrey Defensive Rebound.,10,18
10:07,24,Isaac White made Three Point Jumper. Assisted by Reid Travis.,10,21
9:39,13,Luke Meikle missed Three Point Jumper.,10,21
9:39,24,Robert Cartwright Defensive Rebound.,10,21
9:18,24,Robert Cartwright missed Layup.,10,21
9:18,13,Hank Hollingsworth Block.,10,21
9:17,13,Donovan Fields Defensive Rebound.,10,21
9:14,13,Victor Joseph made Three Point Jumper. Assisted by Donovan Fields.,13,21
8:57,24,Isaac White Turnover.,13,21
8:56,13,Donovan Fields Steal.,13,21
8:53,13,Donovan Fields made Layup.,15,21
8:27,24,Oscar da Silva Turnover.,15,21
8:11,13,Victor Joseph missed Jumper.,15,21
8:11,24,Michael Humphrey Defensive Rebound.,15,21
7:57,24,Reid Travis Turnover.,15,21
7:56,24,Official TV Timeout,15,21
7:45,13,Luke Meikle missed Three Point Jumper.,15,21
7:45,24,Stanford Deadball Team Rebound.,15,21
7:27,24,Reid Travis made Layup.,15,23
7:27,13,Foul on Hank Hollingsworth.,15,23
7:27,24,Reid Travis made Free Throw.,15,24
7:18,13,Jakub Niziol missed Three Point Jumper.,15,24
7:18,24,Reid Travis Defensive Rebound.,15,24
7:00,24,Dorian Pickens missed Layup.,15,24
7:00,24,Reid Travis Offensive Rebound.,15,24
6:57,24,Reid Travis made Layup.,15,26
6:37,13,Josh Martin made Three Point Jumper.,18,26
6:18,24,Reid Travis Turnover.,18,26
6:17,13,Josh Martin Steal.,18,26
6:13,13,Victor Joseph missed Three Point Jumper.,18,26
6:13,24,Michael Humphrey Defensive Rebound.,18,26
6:01,24,Robert Cartwright missed Layup.,18,26
6:01,13,Donovan Fields Defensive Rebound.,18,26
5:53,13,Donovan Fields made Layup.,20,26
5:34,24,Oscar da Silva made Dunk. Assisted by Michael Humphrey.,20,28
5:16,13,Luke Meikle missed Jumper.,20,28
5:16,24,Stanford Defensive Rebound.,20,28
4:55,24,Reid Travis missed Jumper.,20,28
4:55,13,Iziah James Defensive Rebound.,20,28
4:43,13,Mark Crowe Turnover.,20,28
4:41,24,Oscar da Silva Steal.,20,28
4:29,13,Foul on Josh Martin.,20,28
4:29,24,Reid Travis missed Free Throw.,20,28
4:29,24,Stanford Deadball Team Rebound.,20,28
4:29,24,Reid Travis made Free Throw.,20,29
4:17,13,Iziah James missed Jumper.,20,29
4:17,24,Reid Travis Defensive Rebound.,20,29
4:10,24,Reid Travis missed Jumper.,20,29
4:10,13,Aleks Abrams Defensive Rebound.,20,29
4:00,24,Official TV Timeout,20,29
3:56,24,Official TV Timeout,20,29
3:37,13,Victor Joseph missed Three Point Jumper.,20,29
3:37,24,Dorian Pickens Defensive Rebound.,20,29
3:15,24,Oscar da Silva Turnover.,20,29
2:52,13,Victor Joseph missed Three Point Jumper.,20,29
2:52,13,Cal Poly Deadball Team Rebound.,20,29
2:49,24,Foul on Kodye Pugh.,20,29
2:45,13,Mark Crowe missed Three Point Jumper.,20,29
2:45,24,Isaac White Defensive Rebound.,20,29
2:32,13,Foul on Victor Joseph.,20,29
2:32,24,Dorian Pickens made Free Throw.,20,30
2:32,24,Dorian Pickens made Free Throw.,20,31
2:15,13,Mark Crowe missed Jumper.,20,31
2:15,24,Oscar da Silva Defensive Rebound.,20,31
2:03,13,Foul on Mark Crowe.,20,31
2:03,24,Isaac White made Free Throw.,20,32
2:03,24,Isaac White made Free Throw.,20,33
1:45,13,Donovan Fields missed Layup.,20,33
1:45,24,Michael Humphrey Defensive Rebound.,20,33
1:35,24,Dorian Pickens missed Three Point Jumper.,20,33
1:35,13,Cal Poly Defensive Rebound.,20,33
1:15,13,Victor Joseph made Jumper.,22,33
0:53,24,Dorian Pickens made Layup.,22,35
0:32,13,Donovan Fields made Jumper. Assisted by Jakub Niziol.,24,35
0:21,24,Stanford  Timeout,24,35
0:01,24,Robert Cartwright made Three Point Jumper. Assisted by Dorian Pickens.,24,38
0:00,24,End of 1st half,24,38
19:46,13,Donovan Fields Turnover.,24,38
19:44,24,Dorian Pickens Steal.,24,38
19:43,13,Foul on Mark Crowe.,24,38
19:40,13,Foul on Mark Crowe.,24,38
19:40,24,Reid Travis made Free Throw.,24,39
19:40,24,Reid Travis missed Free Throw.,24,39
19:40,24,Reid Travis Offensive Rebound.,24,39
19:23,24,Reid Travis made Layup.,24,41
19:23,13,Foul on Hank Hollingsworth.,24,41
19:23,24,Reid Travis made Free Throw.,24,42
19:03,13,Victor Joseph missed Jumper.,24,42
19:03,24,Michael Humphrey Defensive Rebound.,24,42
18:55,24,Michael Humphrey Turnover.,24,42
18:27,13,Donovan Fields missed Layup.,24,42
18:27,24,Michael Humphrey Block.,24,42
18:25,24,Michael Humphrey Defensive Rebound.,24,42
18:21,24,Isaac White missed Layup.,24,42
18:21,13,Josh Martin Defensive Rebound.,24,42
18:04,13,Marcellus Garrick made Three Point Jumper. Assisted by Josh Martin.,27,42
17:44,24,Reid Travis missed Layup.,27,42
17:44,24,Stanford Offensive Rebound.,27,42
17:42,24,Dorian Pickens missed Three Point Jumper.,27,42
17:42,24,Reid Travis Offensive Rebound.,27,42
17:37,24,Reid Travis made Layup.,27,44
17:25,13,Josh Martin Turnover.,27,44
17:24,24,Robert Cartwright Steal.,27,44
17:22,24,Robert Cartwright made Layup.,27,46
17:06,13,Cal Poly  Timeout,27,46
17:06,24,Official TV Timeout,27,46
16:54,13,Donovan Fields missed Jumper.,27,46
16:54,24,Robert Cartwright Defensive Rebound.,27,46
16:42,24,Reid Travis made Three Point Jumper. Assisted by Robert Cartwright.,27,49
16:17,13,Donovan Fields made Three Point Jumper. Assisted by Victor Joseph.,30,49
15:59,24,Robert Cartwright missed Layup.,30,49
15:59,24,Oscar da Silva Offensive Rebound.,30,49
15:55,24,Oscar da Silva made Layup.,30,51
15:32,13,Luke Meikle made Three Point Jumper. Assisted by Donovan Fields.,33,51
15:16,24,Robert Cartwright missed Three Point Jumper.,33,51
15:16,13,Hank Hollingsworth Defensive Rebound.,33,51
14:54,13,Donovan Fields made Layup.,35,51
14:53,24,Foul on Michael Humphrey.,35,51
14:53,24,Official TV Timeout,35,51
14:52,24,Official TV Timeout,35,51
14:52,13,Donovan Fields made Free Throw.,36,51
14:39,13,Foul on Donovan Fields.,36,51
14:31,24,Isaac White missed Jumper.,36,51
14:31,13,Victor Joseph Block.,36,51
14:27,13,Luke Meikle Defensive Rebound.,36,51
14:14,13,Donovan Fields made Jumper.,38,51
14:00,24,Michael Humphrey missed Jumper.,38,51
14:00,24,Reid Travis Offensive Rebound.,38,51
13:56,24,Reid Travis Turnover.,38,51
13:55,13,Donovan Fields Steal.,38,51
13:51,13,Donovan Fields made Layup.,40,51
13:34,24,Isaac White made Three Point Jumper. Assisted by Reid Travis.,40,54
13:11,13,Donovan Fields made Jumper.,42,54
12:52,24,Michael Humphrey missed Jumper.,42,54
12:52,24,Reid Travis Offensive Rebound.,42,54
12:45,24,Robert Cartwright missed Three Point Jumper.,42,54
12:45,13,Donovan Fields Defensive Rebound.,42,54
12:37,13,Victor Joseph made Layup.,44,54
12:37,24,Foul on Isaac White.,44,54
12:37,13,Victor Joseph made Free Throw.,45,54
12:27,13,Foul on Victor Joseph.,45,54
12:19,24,Josh Sharma made Dunk. Assisted by Robert Cartwright.,45,56
11:59,13,Marcellus Garrick Turnover.,45,56
11:59,24,Official TV Timeout,45,56
11:42,24,Dorian Pickens missed Three Point Jumper.,45,56
11:42,13,Hank Hollingsworth Defensive Rebound.,45,56
11:12,13,Victor Joseph missed Layup.,45,56
11:12,13,Hank Hollingsworth Offensive Rebound.,45,56
11:08,13,Cal Poly  Turnover.,45,56
10:48,24,Oscar da Silva Turnover.,45,56
10:48,13,Victor Joseph Steal.,45,56
10:33,13,Karlis Garoza missed Jumper.,45,56
10:33,24,Oscar da Silva Block.,45,56
10:31,24,Josh Sharma Defensive Rebound.,45,56
10:23,24,Dorian Pickens Turnover.,45,56
10:07,13,Victor Joseph missed Jumper.,45,56
10:07,13,Cal Poly Offensive Rebound.,45,56
10:03,13,Jakub Niziol missed Jumper.,45,56
10:03,24,Oscar da Silva Defensive Rebound.,45,56
9:46,24,Robert Cartwright made Layup. Assisted by Oscar da Silva.,45,58
9:21,13,Luke Meikle made Jumper. Assisted by Donovan Fields.,47,58
9:03,13,Foul on Donovan Fields.,47,58
8:48,24,Reid Travis missed Three Point Jumper.,47,58
8:48,13,Luke Meikle Defensive Rebound.,47,58
8:22,13,Luke Meikle missed Layup.,47,58
8:22,24,Oscar da Silva Block.,47,58
8:21,13,Cal Poly Offensive Rebound.,47,58
8:18,13,Donovan Fields missed Three Point Jumper.,47,58
8:18,24,Dorian Pickens Defensive Rebound.,47,58
7:54,24,Oscar da Silva Turnover.,47,58
7:53,13,Donovan Fields Steal.,47,58
7:50,13,Donovan Fields Turnover.,47,58
7:49,24,Oscar da Silva Steal.,47,58
7:42,24,Dorian Pickens made Jumper.,47,60
7:41,13,Foul on Victor Joseph.,47,60
7:41,24,Official TV Timeout,47,60
7:41,24,Dorian Pickens made Free Throw.,47,61
7:29,13,Jakub Niziol missed Three Point Jumper.,47,61
7:29,24,Stanford Defensive Rebound.,47,61
7:16,24,Isaac White missed Layup.,47,61
7:16,13,Donovan Fields Defensive Rebound.,47,61
7:11,13,Victor Joseph made Three Point Jumper.,50,61
6:49,13,Foul on Josh Martin.,50,61
6:49,24,Josh Sharma made Free Throw.,50,62
6:49,24,Josh Sharma made Free Throw.,50,63
6:40,13,Victor Joseph missed Three Point Jumper.,50,63
6:40,24,Reid Travis Defensive Rebound.,50,63
6:22,24,Kodye Pugh missed Three Point Jumper.,50,63
6:22,24,Stanford Offensive Rebound.,50,63
6:09,13,Foul on Josh Martin.,50,63
6:09,24,Kodye Pugh made Free Throw.,50,64
6:09,24,Kodye Pugh made Free Throw.,50,65
5:48,13,Donovan Fields made Three Point Jumper. Assisted by Mark Crowe.,53,65
5:29,24,Isaac White made Three Point Jumper. Assisted by Reid Travis.,53,68
5:14,13,Josh Martin Turnover.,53,68
5:13,24,Reid Travis Steal.,53,68
5:00,24,Isaac White made Three Point Jumper. Assisted by Robert Cartwright.,53,71
4:47,13,Cal Poly  Timeout,53,71
4:32,13,Mark Crowe missed Three Point Jumper.,53,71
4:32,24,Reid Travis Defensive Rebound.,53,71
4:14,24,Kodye Pugh Turnover.,53,71
4:07,13,Hank Hollingsworth made Dunk. Assisted by Luke Meikle.,55,71
3:39,13,Foul on Mark Crowe.,55,71
3:39,24,Official TV Timeout,55,71
3:39,24,Reid Travis missed Free Throw.,55,71
3:39,24,Stanford Deadball Team Rebound.,55,71
3:39,24,Reid Travis made Free Throw.,55,72
3:28,13,Victor Joseph made Three Point Jumper. Assisted by Donovan Fields.,58,72
3:10,24,Reid Travis missed Layup.,58,72
3:10,13,Hank Hollingsworth Block.,58,72
3:08,24,Reid Travis Offensive Rebound.,58,72
2:52,13,Foul on Hank Hollingsworth.,58,72
2:52,24,Reid Travis made Free Throw.,58,73
2:52,24,Reid Travis made Free Throw.,58,74
2:37,13,Victor Joseph Turnover.,58,74
2:37,24,Kodye Pugh Steal.,58,74
2:15,24,Reid Travis made Jumper.,58,76
1:53,24,Foul on Trevor Stanback.,58,76
1:53,13,Luke Meikle made Free Throw.,59,76
1:53,13,Luke Meikle made Free Throw.,60,76
1:41,24,Robert Cartwright Turnover.,60,76
1:40,13,Donovan Fields Steal.,60,76
1:25,13,Luke Meikle missed Jumper.,60,76
1:25,24,Kodye Pugh Defensive Rebound.,60,76
1:21,24,Robert Cartwright Turnover.,60,76
1:21,13,Victor Joseph Steal.,60,76
1:12,24,Foul on Kodye Pugh.,60,76
1:12,13,Cal Poly  Timeout,60,76
1:08,24,Foul on Kodye Pugh.,60,76
1:05,13,Marcellus Garrick missed Jumper.,60,76
1:05,13,Luke Meikle Offensive Rebound.,60,76
1:04,13,Luke Meikle made Layup.,62,76
1:04,13,Foul on Josh Martin.,62,76
1:04,13,Luke Meikle missed Free Throw.,62,76
1:00,24,Blake Pagon Defensive Rebound.,62,76
0:48,24,Trevor Stanback made Dunk. Assisted by Josh Sharma.,62,78
0:37,13,Victor Joseph missed Three Point Jumper.,62,78
0:37,24,Josh Sharma Defensive Rebound.,62,78
0:22,24,Josh Sharma missed Three Point Jumper.,62,78
0:22,13,Donovan Fields Defensive Rebound.,62,78
0:13,13,Victor Joseph missed Layup.,62,78
0:13,24,Josh Sharma Block.,62,78
0:12,13,Cal Poly Offensive Rebound.,62,78
0:08,13,Victor Joseph missed Jumper.,62,78
0:08,24,Stanford Defensive Rebound.,62,78
0:00,24,End of Game,62,78
