Eureka,Error,North Texas,249
15:02,-1,Shea Feehan missed Jumper.,9,12
15:02,249,A.J. Lawson Defensive Rebound.,9,12
14:55,249,Jorden Duffy missed Three Point Jumper.,9,12
14:55,249,North Texas Offensive Rebound.,9,12
14:54,-1,Foul on Jordan Dehm.,9,12
14:45,249,Umoja Gibson missed Three Point Jumper.,9,12
14:45,249,Zachary Simmons Offensive Rebound.,9,12
14:39,249,Jorden Duffy made Three Point Jumper. Assisted by Zachary Simmons.,9,15
14:23,249,Foul on Umoja Gibson.,9,15
14:23,-1,Shea Feehan made Free Throw.,10,15
14:23,-1,Shea Feehan made Free Throw.,11,15
14:23,-1,Shea Feehan made Free Throw.,12,15
14:20,249,Jorden Duffy missed Three Point Jumper.,12,15
14:20,249,Ryan Woolridge Offensive Rebound.,12,15
14:07,249,Ryan Woolridge missed Jumper.,12,15
14:07,-1,Foul on Austin Juergens.,12,15
14:07,249,Zachary Simmons Offensive Rebound.,12,15
14:04,249,A.J. Lawson missed Three Point Jumper.,12,15
14:04,-1,Austin Juergens Defensive Rebound.,12,15
13:46,-1,Shea Feehan made Three Point Jumper. Assisted by Brady Sanders.,15,15
13:27,-1,Foul on Shea Feehan.,15,15
13:27,249,A.J. Lawson made Free Throw.,15,16
13:27,249,A.J. Lawson made Free Throw.,15,17
12:46,-1,Ryan McElmurry Turnover.,15,17
12:46,-1,Foul on Ryan McElmurry.,15,17
12:33,-1,Foul on Alex Wiegand.,15,17
12:33,249,Ryan Woolridge missed Free Throw.,15,17
12:33,249,North Texas Deadball Team Rebound.,15,17
12:33,249,Ryan Woolridge missed Free Throw.,15,17
12:33,-1,Austin Juergens Defensive Rebound.,15,17
12:26,-1,Alex Wiegand missed Jumper.,15,17
12:26,-1,Alex Wiegand Offensive Rebound.,15,17
12:23,-1,Alex Wiegand made Two Point Tip Shot.,17,17
12:19,249,A.J. Lawson Turnover.,17,17
12:01,-1,Hank Thomas Turnover.,17,17
11:59,249,DJ Draper Steal.,17,17
11:53,249,Roosevelt Smart made Jumper.,17,19
11:36,-1,Alex Wiegand made Jumper. Assisted by Austin Juergens.,19,19
11:20,249,Ryan Woolridge made Layup.,19,21
10:45,-1,Ryan McElmurry missed Three Point Jumper.,19,21
10:45,249,Allante Holston Defensive Rebound.,19,21
10:30,-1,Foul on Ryan McElmurry.,19,21
10:30,249,Official TV Timeout,19,21
10:30,249,Shane Temara made Free Throw.,19,22
10:30,249,Shane Temara made Free Throw.,19,23
10:19,-1,Shea Feehan Turnover.,19,23
10:18,249,Ryan Woolridge Steal.,19,23
10:14,249,Ryan Woolridge made Layup.,19,25
9:54,249,Foul on Ryan Woolridge.,19,25
9:46,-1,Brady Sanders Turnover.,19,25
9:28,249,Jorden Duffy Turnover.,19,25
9:28,249,Foul on Jorden Duffy.,19,25
9:17,-1,Austin Juergens Turnover.,19,25
9:15,249,Ryan Woolridge Steal.,19,25
9:12,249,Ryan Woolridge made Layup.,19,27
8:54,-1,Hank Thomas missed Jumper.,19,27
8:54,249,Roosevelt Smart Defensive Rebound.,19,27
8:50,-1,Foul on Brady Sanders.,19,27
8:50,249,Roosevelt Smart made Free Throw.,19,28
8:50,249,Roosevelt Smart made Free Throw.,19,29
8:31,-1,Brady Sanders Turnover.,19,29
8:17,249,Roosevelt Smart missed Three Point Jumper.,19,29
8:17,-1,Jordan Dehm Defensive Rebound.,19,29
8:03,-1,Shea Feehan missed Three Point Jumper.,19,29
8:03,249,Ryan Woolridge Defensive Rebound.,19,29
7:53,249,Jorden Duffy made Jumper.,19,31
7:53,-1,Foul on Jordan Dehm.,19,31
7:53,249,Official TV Timeout,19,31
7:53,249,Jorden Duffy made Free Throw.,19,32
7:43,-1,Shea Feehan missed Jumper.,19,32
7:43,249,Ryan Woolridge Block.,19,32
7:41,249,A.J. Lawson Defensive Rebound.,19,32
7:33,249,Jorden Duffy made Three Point Jumper. Assisted by Roosevelt Smart.,19,35
7:19,-1,Shea Feehan made Three Point Jumper. Assisted by Hank Thomas.,22,35
7:19,249,Foul on Ryan Woolridge.,22,35
7:19,-1,Shea Feehan made Free Throw.,23,35
7:05,249,A.J. Lawson missed Jumper.,23,35
7:05,249,Zachary Simmons Offensive Rebound.,23,35
7:02,-1,Foul on Brady Sanders.,23,35
7:02,249,Zachary Simmons made Free Throw.,23,36
7:01,249,Foul on Zachary Simmons.,23,36
7:01,-1,Shea Feehan made Free Throw.,24,36
7:01,-1,Shea Feehan missed Free Throw.,24,36
7:01,249,A.J. Lawson Defensive Rebound.,24,36
6:48,249,Umoja Gibson made Three Point Jumper. Assisted by Roosevelt Smart.,24,39
6:29,-1,Shea Feehan missed Jumper.,24,39
6:29,249,Zachary Simmons Block.,24,39
6:27,249,Umoja Gibson Defensive Rebound.,24,39
6:23,-1,Foul on Brady Sanders.,24,39
6:23,249,Zachary Simmons missed Free Throw.,24,39
6:23,249,North Texas Deadball Team Rebound.,24,39
6:23,249,Zachary Simmons made Free Throw.,24,40
6:13,249,Foul on A.J. Lawson.,24,40
6:13,-1,Austin Juergens missed Free Throw.,24,40
6:13,-1,Eureka Deadball Team Rebound.,24,40
6:13,-1,Austin Juergens made Free Throw.,25,40
6:02,249,Roosevelt Smart made Jumper.,25,42
5:50,-1,Austin Juergens Turnover.,25,42
5:49,249,DJ Draper Steal.,25,42
5:45,249,Umoja Gibson missed Jumper.,25,42
5:45,249,Shane Temara Offensive Rebound.,25,42
5:40,249,Shane Temara missed Jumper.,25,42
5:40,-1,Shea Feehan Defensive Rebound.,25,42
5:37,-1,Shea Feehan missed Three Point Jumper.,25,42
5:37,249,Allante Holston Defensive Rebound.,25,42
5:14,249,Shane Temara made Jumper. Assisted by Umoja Gibson.,25,44
4:57,-1,Hank Thomas missed Jumper.,25,44
4:57,249,Allante Holston Defensive Rebound.,25,44
4:44,249,Roosevelt Smart made Three Point Jumper.,25,47
4:33,-1,Eureka  Timeout,25,47
4:25,-1,D  Jr Hardaway Turnover.,25,47
4:08,249,Umoja Gibson made Three Point Jumper.,25,50
3:51,249,Official TV Timeout,25,50
3:51,-1,Foul on Austin Juergens.,25,50
3:51,-1,Austin Juergens Turnover.,25,50
3:51,249,Official TV Timeout,25,50
3:32,249,Jorden Duffy missed Three Point Jumper.,25,50
3:32,-1,Shea Feehan Defensive Rebound.,25,50
3:29,249,Foul on Roosevelt Smart.,25,50
3:29,-1,Shea Feehan made Free Throw.,26,50
3:29,-1,Shea Feehan made Free Throw.,27,50
3:24,-1,Foul on Koby White.,27,50
3:24,249,Allante Holston missed Free Throw.,27,50
3:24,249,North Texas Deadball Team Rebound.,27,50
3:24,249,Allante Holston made Free Throw.,27,51
3:19,-1,Shea Feehan made Layup.,29,51
2:55,249,Umoja Gibson missed Jumper.,29,51
2:55,249,Umoja Gibson Offensive Rebound.,29,51
2:45,249,Roosevelt Smart made Jumper.,29,53
2:35,-1,Koby White missed Three Point Jumper.,29,53
2:35,249,Shane Temara Defensive Rebound.,29,53
2:28,249,Jorden Duffy Turnover.,29,53
2:04,-1,Ryan McElmurry missed Jumper.,29,53
2:04,249,Roosevelt Smart Defensive Rebound.,29,53
1:56,249,Jorden Duffy missed Three Point Jumper.,29,53
1:56,-1,Ryan McElmurry Defensive Rebound.,29,53
1:49,-1,Ryan McElmurry made Layup.,31,53
1:38,249,North Texas  Timeout,31,53
1:12,249,DJ Draper missed Three Point Jumper.,31,53
1:12,249,Allante Holston Offensive Rebound.,31,53
1:09,249,Allante Holston Turnover.,31,53
0:58,-1,Shea Feehan missed Three Point Jumper.,31,53
0:58,-1,Alex Wiegand Offensive Rebound.,31,53
0:49,-1,Austin Ahnafield Turnover.,31,53
0:40,249,Umoja Gibson missed Jumper.,31,53
0:40,-1,Austin Ahnafield Defensive Rebound.,31,53
0:27,-1,Hank Thomas made Three Point Jumper. Assisted by Alex Wiegand.,34,53
0:04,249,Roosevelt Smart missed Jumper.,34,53
0:04,249,Zachary Simmons Offensive Rebound.,34,53
0:00,249,Zachary Simmons made Two Point Tip Shot.,34,55
0:00,249,End of 1st half,34,53
19:50,249,Shane Temara made Jumper.,34,57
19:40,-1,Ryan McElmurry Turnover.,34,57
19:38,249,Umoja Gibson Steal.,34,57
19:35,249,Umoja Gibson missed Layup.,34,57
19:35,249,A.J. Lawson Offensive Rebound.,34,57
19:30,249,A.J. Lawson missed Jumper.,34,57
19:30,249,Shane Temara Offensive Rebound.,34,57
19:26,249,Shane Temara made Two Point Tip Shot.,34,59
19:14,-1,Jordan Dehm made Layup. Assisted by Alex Wiegand.,36,59
19:07,249,North Texas  Timeout,36,59
18:57,249,Shane Temara made Three Point Jumper. Assisted by A.J. Lawson.,36,62
18:40,-1,Jordan Dehm missed Three Point Jumper.,36,62
18:40,249,North Texas Defensive Rebound.,36,62
18:23,249,Ryan Woolridge missed Three Point Jumper.,36,62
18:23,-1,Jordan Dehm Defensive Rebound.,36,62
18:05,-1,Shea Feehan missed Three Point Jumper.,36,62
18:05,249,Shane Temara Defensive Rebound.,36,62
17:54,249,Ryan Woolridge made Layup.,36,64
17:32,-1,Hank Thomas made Three Point Jumper. Assisted by Ryan McElmurry.,39,64
17:24,249,Umoja Gibson missed Three Point Jumper.,39,64
17:24,249,Shane Temara Offensive Rebound.,39,64
17:13,249,Roosevelt Smart made Jumper.,39,66
16:57,249,Foul on Roosevelt Smart.,39,66
16:57,-1,Hank Thomas made Free Throw.,40,66
16:57,-1,Hank Thomas made Free Throw.,41,66
16:45,-1,Foul on Jordan Dehm.,41,68
16:45,249,Ryan Woolridge made Free Throw.,41,69
16:45,249,Ryan Woolridge made Layup.,41,68
16:33,-1,Shea Feehan missed Jumper.,41,69
16:33,249,Allante Holston Defensive Rebound.,41,69
16:19,-1,Foul on Alex Wiegand.,41,69
16:19,249,Tope Arikawe missed Free Throw.,41,69
16:19,249,North Texas Deadball Team Rebound.,41,69
16:19,249,Tope Arikawe made Free Throw.,41,70
16:05,-1,Will LeGrande made Layup.,43,70
15:58,249,Jorden Duffy missed Three Point Jumper.,43,70
15:58,-1,Will LeGrande Defensive Rebound.,43,70
15:54,-1,Shea Feehan missed Jumper.,43,70
15:54,249,Allante Holston Defensive Rebound.,43,70
15:50,249,Official TV Timeout,43,70
15:44,249,Allante Holston Turnover.,43,70
15:32,-1,Will LeGrande Turnover.,43,70
15:30,249,DJ Draper Steal.,43,70
15:26,249,Ryan Woolridge missed Jumper.,43,70
15:26,249,Ryan Woolridge Offensive Rebound.,43,70
15:19,249,Ryan Woolridge made Layup.,43,72
15:08,-1,Foul on Ryan McElmurry.,43,72
15:08,-1,Ryan McElmurry Turnover.,43,72
15:06,249,Umoja Gibson missed Three Point Jumper.,43,72
15:06,-1,Alex Wiegand Defensive Rebound.,43,72
14:51,-1,Will LeGrande made Layup. Assisted by Ryan McElmurry.,45,72
14:51,249,Foul on A.J. Lawson.,45,72
14:51,-1,Will LeGrande made Free Throw.,46,72
14:34,249,A.J. Lawson made Layup.,46,74
14:21,-1,Austin Juergens Turnover.,46,74
14:18,249,Ryan Woolridge Steal.,46,74
14:06,249,Roosevelt Smart made Three Point Jumper. Assisted by Ryan Woolridge.,46,77
14:02,-1,Eureka  Timeout,46,77
13:52,-1,Will LeGrande missed Layup.,46,77
13:52,249,Umoja Gibson Block.,46,77
13:52,249,Umoja Gibson Defensive Rebound.,46,77
13:52,249,Umoja Gibson made Layup.,46,79
13:27,249,Foul on Zachary Simmons.,46,79
13:27,-1,Alex Wiegand made Free Throw.,47,79
13:27,-1,Alex Wiegand missed Free Throw.,47,79
13:27,249,A.J. Lawson Defensive Rebound.,47,79
13:18,249,Umoja Gibson made Three Point Jumper. Assisted by Zachary Simmons.,47,82
13:04,-1,Will LeGrande missed Jumper.,47,82
13:04,249,Umoja Gibson Defensive Rebound.,47,82
12:57,249,Jorden Duffy missed Three Point Jumper.,47,82
12:57,-1,Brady Sanders Defensive Rebound.,47,82
12:42,-1,Brady Sanders Turnover.,47,82
12:38,249,Umoja Gibson made Three Point Jumper. Assisted by DJ Draper.,47,85
12:13,249,Foul on DJ Draper.,47,85
12:08,-1,Cade Fawcett missed Three Point Jumper.,47,85
12:08,249,A.J. Lawson Defensive Rebound.,47,85
12:08,-1,Foul on Alex Wiegand.,47,85
11:55,249,Jorden Duffy missed Three Point Jumper.,47,85
11:55,-1,Koby White Defensive Rebound.,47,85
11:50,-1,Koby White Turnover.,47,85
11:48,249,Umoja Gibson Steal.,47,85
11:46,249,Umoja Gibson missed Jumper.,47,85
11:46,249,A.J. Lawson Offensive Rebound.,47,85
11:44,249,A.J. Lawson missed Jumper.,47,85
11:44,-1,Will LeGrande Defensive Rebound.,47,85
11:40,249,Foul on A.J. Lawson.,47,85
11:40,249,Umoja Gibson missed Three Point Jumper.,47,85
11:40,249,Jorden Duffy Offensive Rebound.,47,85
11:10,-1,Foul on Alex Wiegand.,47,85
11:10,249,Jorden Duffy made Free Throw.,47,86
11:10,249,Jorden Duffy made Free Throw.,47,87
10:57,249,Foul on Umoja Gibson.,47,87
10:28,249,A.J. Lawson made Layup.,47,89
10:15,-1,Foul on Alex Wiegand.,47,89
9:57,249,Ryan Woolridge missed Free Throw.,47,89
9:57,-1,Jordan Dehm Defensive Rebound.,47,89
9:55,-1,Shea Feehan missed Jumper.,47,89
9:55,249,Umoja Gibson Defensive Rebound.,47,89
9:50,249,Jorden Duffy made Free Throw.,47,90
9:50,249,Jorden Duffy made Free Throw.,47,91
9:36,-1,Jordan Dehm missed Three Point Jumper.,47,91
9:36,249,Ryan Woolridge Defensive Rebound.,47,91
9:30,249,Umoja Gibson made Layup. Assisted by Ryan Woolridge.,47,93
9:19,-1,Jordan Dehm Turnover.,47,93
9:17,249,Ryan Woolridge Steal.,47,93
9:12,249,Ryan Woolridge made Dunk.,47,95
9:01,-1,Will LeGrande missed Jumper.,47,95
9:01,249,Shane Temara Block.,47,95
8:57,249,Umoja Gibson Defensive Rebound.,47,95
8:55,249,Umoja Gibson made Layup.,47,97
8:49,-1,Shea Feehan made Three Point Jumper. Assisted by Hank Thomas.,50,97
8:32,249,Ryan Woolridge made Layup.,50,99
8:26,249,Foul on Roosevelt Smart.,50,99
8:26,-1,Hank Thomas made Free Throw.,51,99
8:26,-1,Shea Feehan made Free Throw.,52,99
8:22,249,DJ Draper missed Three Point Jumper.,52,99
8:22,-1,Brady Sanders Defensive Rebound.,52,99
8:00,-1,Hank Thomas missed Jumper.,52,99
8:00,249,Ryan Woolridge Defensive Rebound.,52,99
7:51,249,Roosevelt Smart made Jumper.,52,101
7:35,-1,Shea Feehan missed Three Point Jumper.,52,101
7:35,249,Tope Arikawe Defensive Rebound.,52,101
7:31,249,Tope Arikawe Turnover.,52,101
7:29,-1,Jordan Dehm Steal.,52,101
7:27,-1,Jordan Dehm made Layup.,54,101
7:18,249,Allante Holston made Layup.,54,103
6:59,-1,Hank Thomas missed Jumper.,54,103
6:59,249,Ryan Woolridge Defensive Rebound.,54,103
6:36,249,Official TV Timeout,54,103
6:28,-1,Austin Ahnafield Turnover.,54,103
6:28,-1,Foul on Austin Ahnafield.,54,103
6:21,249,Foul on Khalil Fuller.,54,103
6:21,249,Khalil Fuller Turnover.,54,103
6:03,249,Foul on Umoja Gibson.,54,103
6:03,-1,Brady Sanders missed Free Throw.,54,103
6:03,-1,Eureka Deadball Team Rebound.,54,103
6:03,-1,Brady Sanders missed Free Throw.,54,103
6:03,249,North Texas Defensive Rebound.,54,103
5:53,249,Umoja Gibson Turnover.,54,103
5:51,-1,Brady Sanders Steal.,54,103
5:34,-1,Hank Thomas made Jumper.,56,103
5:16,249,Allante Holston made Three Point Jumper. Assisted by Roosevelt Smart.,56,106
4:56,-1,Austin Ahnafield Turnover.,56,106
4:55,249,DJ Draper Steal.,56,106
4:52,249,DJ Draper made Layup.,56,108
4:38,249,Foul on Roosevelt Smart.,56,108
4:38,-1,Shea Feehan made Free Throw.,57,108
4:38,-1,Shea Feehan missed Free Throw.,57,108
4:38,-1,Eureka Deadball Team Rebound.,57,108
4:38,-1,Shea Feehan made Free Throw.,58,108
4:18,249,Allante Holston made Dunk. Assisted by Umoja Gibson.,58,110
3:51,-1,Hank Thomas missed Jumper.,58,110
3:51,249,Khalil Fuller Defensive Rebound.,58,110
3:47,249,Allante Holston Turnover.,58,110
3:46,-1,Hank Thomas Steal.,58,110
3:44,-1,Hank Thomas made Layup.,60,110
3:22,249,Umoja Gibson missed Three Point Jumper.,60,110
3:22,-1,Brady Sanders Defensive Rebound.,60,110
3:09,249,Official TV Timeout,60,110
2:59,-1,Koby White missed Three Point Jumper.,60,110
2:59,249,Allante Holston Defensive Rebound.,60,110
2:56,249,DJ Draper made Layup.,60,112
2:51,-1,Foul on Cade Fawcett.,60,112
2:51,249,DJ Draper made Free Throw.,60,113
2:33,-1,D  Jr Hardaway Turnover.,60,113
2:24,249,Foul on Tope Arikawe.,60,113
2:24,249,Tope Arikawe Turnover.,60,113
2:02,-1,Cade Fawcett missed Jumper.,60,113
2:02,249,Tope Arikawe Block.,60,113
1:59,-1,Cade Fawcett Offensive Rebound.,60,113
1:55,-1,Cade Fawcett Turnover.,60,113
1:53,249,Khalil Fuller Steal.,60,113
1:50,249,Tope Arikawe made Layup.,60,115
1:31,249,Foul on Tope Arikawe.,60,115
1:31,-1,Jaedon Banks made Free Throw.,61,115
1:31,-1,Jaedon Banks made Free Throw.,62,115
1:18,249,Khalil Fuller made Layup.,62,117
1:18,-1,Foul on Jaedon Banks.,62,117
1:18,249,Khalil Fuller missed Free Throw.,62,117
1:18,-1,Jaedon Banks Defensive Rebound.,62,117
1:02,-1,Koby White made Three Point Jumper. Assisted by D  Jr Hardaway.,65,117
0:43,-1,Foul on Kyle Robison.,65,117
0:43,249,Tope Arikawe made Free Throw.,65,118
0:43,249,Tope Arikawe made Free Throw.,65,119
0:34,-1,Koby White missed Three Point Jumper.,65,119
0:34,249,Tope Arikawe Defensive Rebound.,65,119
0:02,249,Allante Holston made Three Point Jumper.,65,122
0:00,249,End of Game,65,122
