Georgia Southern,154,Wake Forest,290
17:39,290,Mike Hughes made Three Point Jumper. Assisted by Jared Hamilton.,48,48
17:16,154,Chaundee Brown missed Jumper.,48,48
17:16,154,Bryant Crawford Offensive Rebound.,48,48
17:11,154,Keyshawn Woods made Jumper.,48,50
16:51,154,Foul on Keyshawn Woods.,48,50
16:51,290,Jared Hamilton made Free Throw.,49,50
16:51,290,Jared Hamilton made Free Throw.,50,50
16:47,154,Mitchell Wilbekin missed Three Point Jumper.,50,50
16:47,154,Donovan Mitchell Offensive Rebound.,50,50
16:43,154,Donovan Mitchell missed Jumper.,50,50
16:43,290,Coye Simmons Defensive Rebound.,50,50
16:33,290,Ike Smith Turnover.,50,50
16:32,154,Mitchell Wilbekin Steal.,50,50
16:30,290,Foul on Jake Allsmiller.,50,50
16:10,290,Foul on Coye Simmons.,50,50
16:01,154,Bryant Crawford missed Jumper.,50,50
16:01,290,Coye Simmons Defensive Rebound.,50,50
15:53,154,Official TV Timeout,50,50
15:41,290,Mike Hughes Turnover.,50,50
15:27,154,Bryant Crawford made Jumper.,50,52
14:54,290,Jared Hamilton missed Jumper.,50,52
14:54,154,Chaundee Brown Defensive Rebound.,50,52
14:33,290,Foul on Ike Smith.,50,52
14:17,154,Brandon Childress made Three Point Jumper.,50,55
13:53,290,Jared Hamilton missed Jumper.,50,55
13:53,154,Chaundee Brown Defensive Rebound.,50,55
13:41,154,Mitchell Wilbekin missed Jumper.,50,55
13:41,290,Tookie Brown Defensive Rebound.,50,55
13:36,290,Tookie Brown Turnover.,50,55
13:36,154,Bryant Crawford Steal.,50,55
13:31,154,Bryant Crawford missed Layup.,50,55
13:31,290,Ike Smith Defensive Rebound.,50,55
13:24,290,Jared Hamilton made Layup. Assisted by Tookie Brown.,52,55
13:06,154,Bryant Crawford made Three Point Jumper. Assisted by Brandon Childress.,52,58
12:42,290,Mike Hughes made Three Point Jumper. Assisted by Jared Hamilton.,55,58
12:36,154,Wake Forest  Timeout,55,58
12:25,290,Foul on Quan Jackson.,55,58
12:24,290,Foul on Jared Hamilton.,55,58
12:24,154,Keyshawn Woods missed Free Throw.,55,58
12:24,154,Wake Forest Deadball Team Rebound.,55,58
12:24,154,Keyshawn Woods made Free Throw.,55,59
12:08,290,Montae Glenn made Jumper.,57,59
11:51,154,Chaundee Brown missed Jumper.,57,59
11:51,154,Terrence Thompson Offensive Rebound.,57,59
11:49,290,Foul on Coye Simmons.,57,59
11:49,154,Official TV Timeout,57,59
11:49,154,Terrence Thompson missed Free Throw.,57,59
11:49,290,Montae Glenn Defensive Rebound.,57,59
11:32,290,Ike Smith Turnover.,57,59
11:32,290,Foul on Ike Smith.,57,59
11:17,290,Foul on Mike Hughes.,57,59
11:17,154,Keyshawn Woods made Free Throw.,57,60
11:17,154,Keyshawn Woods made Free Throw.,57,61
11:01,290,Montae Glenn missed Layup.,57,61
11:01,290,Montae Glenn Offensive Rebound.,57,61
11:00,290,Montae Glenn made Layup.,59,61
10:54,154,Chaundee Brown made Three Point Jumper. Assisted by Bryant Crawford.,59,64
10:37,290,Ike Smith missed Three Point Jumper.,59,64
10:37,290,Montae Glenn Offensive Rebound.,59,64
10:31,290,Montae Glenn made Two Point Tip Shot.,61,64
10:20,154,Brandon Childress missed Jumper.,61,64
10:20,154,Chaundee Brown Offensive Rebound.,61,64
10:17,154,Chaundee Brown made Layup.,61,66
10:00,290,Tookie Brown missed Layup.,61,66
10:00,290,Montae Glenn Offensive Rebound.,61,66
9:57,290,Montae Glenn made Layup.,63,66
9:41,154,Brandon Childress missed Layup.,63,66
9:41,154,Terrence Thompson Offensive Rebound.,63,66
9:39,154,Terrence Thompson missed Layup.,63,66
9:39,154,Bryant Crawford Offensive Rebound.,63,66
9:37,154,Bryant Crawford missed Three Point Jumper.,63,66
9:37,290,Jake Allsmiller Defensive Rebound.,63,66
9:22,290,Mike Hughes missed Jumper.,63,66
9:22,154,Doral Moore Block.,63,66
9:21,154,Bryant Crawford Defensive Rebound.,63,66
9:18,154,Bryant Crawford Turnover.,63,66
9:05,290,Jake Allsmiller missed Three Point Jumper.,63,66
9:05,154,Brandon Childress Defensive Rebound.,63,66
9:00,154,Brandon Childress Turnover.,63,66
8:59,290,Jake Allsmiller Steal.,63,66
8:54,290,Tookie Brown made Layup.,65,66
8:35,290,Foul on Jake Allsmiller.,65,66
8:35,154,Bryant Crawford made Free Throw.,65,67
8:35,154,Bryant Crawford made Free Throw.,65,68
8:24,290,Tookie Brown missed Layup.,65,68
8:24,290,Montae Glenn Offensive Rebound.,65,68
8:22,290,Montae Glenn made Layup.,67,68
8:03,154,Bryant Crawford made Three Point Jumper. Assisted by Brandon Childress.,67,71
7:40,290,Ike Smith missed Three Point Jumper.,67,71
7:40,154,Mitchell Wilbekin Defensive Rebound.,67,71
7:23,154,Bryant Crawford Turnover.,67,71
7:22,290,Tookie Brown Steal.,67,71
7:18,290,Tookie Brown made Layup.,69,71
6:56,154,Brandon Childress Turnover.,69,71
6:56,154,Official TV Timeout,69,71
6:40,290,Ike Smith missed Three Point Jumper.,69,71
6:40,154,Doral Moore Defensive Rebound.,69,71
6:19,154,Keyshawn Woods missed Jumper.,69,71
6:19,154,Doral Moore Offensive Rebound.,69,71
6:16,154,Doral Moore missed Layup.,69,71
6:16,290,Georgia Southern Defensive Rebound.,69,71
6:00,290,Ike Smith missed Three Point Jumper.,69,71
6:00,290,Jared Hamilton Offensive Rebound.,69,71
5:51,154,Foul on Doral Moore.,69,71
5:51,290,Tookie Brown made Free Throw.,70,71
5:51,290,Tookie Brown missed Free Throw.,70,71
5:51,154,Chaundee Brown Defensive Rebound.,70,71
5:33,290,Foul on Mike Hughes.,70,71
5:33,154,Bryant Crawford made Free Throw.,70,72
5:33,154,Bryant Crawford made Free Throw.,70,73
5:16,290,Foul on Montae Glenn.,70,73
5:16,290,Montae Glenn Turnover.,70,73
5:06,154,Keyshawn Woods missed Three Point Jumper.,70,73
5:06,154,Terrence Thompson Offensive Rebound.,70,73
5:02,154,Terrence Thompson made Layup.,70,75
5:01,290,Foul on Ike Smith.,70,75
5:01,290,Georgia Southern  Timeout,70,75
5:01,154,Terrence Thompson missed Free Throw.,70,75
5:01,290,Montae Glenn Defensive Rebound.,70,75
4:55,290,Tookie Brown made Three Point Jumper.,73,75
4:39,154,Brandon Childress missed Three Point Jumper.,73,75
4:39,154,Terrence Thompson Offensive Rebound.,73,75
4:32,154,Bryant Crawford missed Jumper.,73,75
4:32,290,Montae Glenn Defensive Rebound.,73,75
4:05,290,Tookie Brown missed Jumper.,73,75
4:05,154,Keyshawn Woods Defensive Rebound.,73,75
3:59,290,Foul on Montae Glenn.,73,75
3:59,154,Official TV Timeout,73,75
3:59,154,Terrence Thompson made Free Throw.,73,76
3:59,154,Terrence Thompson missed Free Throw.,73,76
3:59,290,Montae Glenn Defensive Rebound.,73,76
3:48,290,Ike Smith made Jumper.,75,76
3:20,154,Bryant Crawford made Three Point Jumper. Assisted by Brandon Childress.,75,79
2:58,154,Foul on Bryant Crawford.,75,79
2:47,290,Ike Smith missed Three Point Jumper.,75,79
2:47,290,Montae Glenn Offensive Rebound.,75,79
2:44,290,Montae Glenn made Layup.,77,79
2:26,154,Brandon Childress Turnover.,77,79
2:11,290,Mike Hughes made Three Point Jumper.,80,79
1:37,154,Keyshawn Woods made Jumper.,80,81
1:19,290,Tookie Brown Turnover.,80,81
1:19,154,Bryant Crawford Steal.,80,81
1:15,154,Chaundee Brown made Layup. Assisted by Bryant Crawford.,80,83
1:02,290,Ike Smith made Three Point Jumper. Assisted by Mike Hughes.,83,83
0:42,154,Bryant Crawford missed Three Point Jumper.,83,83
0:42,154,Chaundee Brown Offensive Rebound.,83,83
0:38,154,Chaundee Brown missed Jumper.,83,83
0:38,290,Montae Glenn Block.,83,83
0:36,290,Tookie Brown Defensive Rebound.,83,83
0:09,290,Mike Hughes missed Three Point Jumper.,83,83
0:09,290,Ike Smith Offensive Rebound.,83,83
0:03,154,Foul on Brandon Childress.,83,83
0:03,154,Wake Forest  Timeout,83,83
0:03,290,Ike Smith made Free Throw.,84,83
0:03,290,Georgia Southern  Timeout,84,83
0:03,290,Ike Smith made Free Throw.,85,83
0:03,154,Wake Forest  Timeout,85,83
0:03,154,Doral Moore Turnover.,85,83
0:03,290,Tookie Brown Steal.,85,83
0:00,154,End of Game,85,83
