Centenary,Error,SE Louisiana,2545
13:19,2545,Moses Greenwood Turnover.,18,25
13:17,2113,Treylan Matthews Steal.,18,25
13:16,2113,Treylan Matthews missed Layup.,18,25
13:16,2545,Moses Greenwood Defensive Rebound.,18,25
13:03,2545,D'Angelo West missed Jumper.,18,25
13:03,2113,Regis Johnson Defensive Rebound.,18,25
12:50,2113,Raylon Hardy Turnover.,18,25
12:43,2545,Moses Greenwood made Dunk. Assisted by Marlain Veal.,18,27
12:33,2113,Centenary  Timeout,18,27
12:17,2545,Foul on D'Angelo West.,18,27
12:17,2113,Travion Kirkendoll made Free Throw.,19,27
12:17,2113,Travion Kirkendoll made Free Throw.,20,27
12:06,2545,Marlain Veal made Layup.,20,29
12:04,2113,Foul on Regis Johnson.,20,29
12:04,2545,Marlain Veal missed Free Throw.,20,29
12:04,2113,Regis Johnson Defensive Rebound.,20,29
11:58,2113,Mitchell Tarantolo made Jumper. Assisted by Cedric Harris.,22,29
11:44,2545,Marlain Veal Turnover.,22,29
11:26,2545,Foul on D'Angelo West.,22,29
11:26,2113,Regis Johnson missed Free Throw.,22,29
11:26,2113,Centenary Deadball Team Rebound.,22,29
11:26,2113,Regis Johnson made Free Throw.,23,29
11:11,2545,Moses Greenwood missed Jumper.,23,29
11:11,2113,Travion Kirkendoll Defensive Rebound.,23,29
11:05,2113,Regis Johnson missed Layup.,23,29
11:05,2545,Moses Greenwood Block.,23,29
11:03,2545,Brandon Gonzalez Defensive Rebound.,23,29
10:56,2545,Moses Greenwood missed Jumper.,23,29
10:56,2113,Treylan Matthews Defensive Rebound.,23,29
10:41,2113,Treylan Matthews missed Three Point Jumper.,23,29
10:41,2545,Moses Greenwood Defensive Rebound.,23,29
10:32,2545,Jordan Capps Turnover.,23,29
10:28,2113,Cedric Harris made Three Point Jumper. Assisted by Travion Kirkendoll.,26,29
10:15,2545,Jordan Capps Turnover.,26,29
10:07,2113,Treylan Matthews Turnover.,26,29
9:55,2545,Jabbar Singleton missed Three Point Jumper.,26,29
9:55,2545,Moses Greenwood Offensive Rebound.,26,29
9:51,2113,Foul on Mitchell Tarantolo.,26,29
9:51,2545,Moses Greenwood made Free Throw.,26,30
9:51,2545,Moses Greenwood missed Free Throw.,26,30
9:51,2545,Brandon Gonzalez Offensive Rebound.,26,30
9:44,2545,Jabbar Singleton missed Jumper.,26,30
9:44,2113,Hayden Clason Block.,26,30
9:41,2113,Travion Kirkendoll Defensive Rebound.,26,30
9:29,2113,Regis Johnson Turnover.,26,30
9:21,2113,Foul on Regis Johnson.,26,30
9:21,2545,Jabbar Singleton made Free Throw.,26,31
9:21,2545,Jabbar Singleton missed Free Throw.,26,31
9:21,2113,Cedric Harris Defensive Rebound.,26,31
9:06,2113,Travion Kirkendoll Turnover.,26,31
9:05,2545,Moses Greenwood Steal.,26,31
9:03,2545,Moses Greenwood Turnover.,26,31
8:37,2113,Travion Kirkendoll missed Three Point Jumper.,26,31
8:37,2113,Centenary Offensive Rebound.,26,31
8:31,2545,Foul on Brandon Gonzalez.,26,31
8:31,2113,Cedric Harris made Free Throw.,27,31
8:31,2113,Cedric Harris made Free Throw.,28,31
8:14,2113,Foul on Raylon Hardy.,28,31
8:14,2545,Jabbar Singleton made Free Throw.,28,32
8:14,2545,Jabbar Singleton made Free Throw.,28,33
8:04,2113,Treylan Matthews made Jumper.,30,33
8:04,2545,Foul on Quinton Thomas.,30,33
8:04,2113,Treylan Matthews missed Free Throw.,30,33
8:04,2545,Keith Charleston Defensive Rebound.,30,33
7:51,2545,Keith Charleston Turnover.,30,33
7:50,2113,Treylan Matthews Steal.,30,33
7:28,2113,Treylan Matthews Turnover.,30,33
7:27,2545,Quinton Thomas Steal.,30,33
7:23,2545,Eddy Polanco missed Three Point Jumper.,30,33
7:23,2545,Eddy Polanco Offensive Rebound.,30,33
7:11,2545,Quinton Thomas missed Three Point Jumper.,30,33
7:11,2545,James Currington Offensive Rebound.,30,33
7:07,2545,James Currington missed Jumper.,30,33
7:07,2113,Hayden Clason Defensive Rebound.,30,33
6:44,2113,Cedric Harris missed Jumper.,30,33
6:44,2545,Quinton Thomas Defensive Rebound.,30,33
6:34,2113,Foul on Neil Hawkins.,30,33
6:34,2545,SE Louisiana  Timeout,30,33
6:34,2545,Eddy Polanco made Free Throw.,30,34
6:34,2545,Eddy Polanco made Free Throw.,30,35
6:30,2113,Raylon Hardy Turnover.,30,35
6:29,2545,Keith Charleston Steal.,30,35
6:12,2545,Jabbar Singleton missed Three Point Jumper.,30,35
6:12,2545,James Currington Offensive Rebound.,30,35
6:07,2545,James Currington missed Jumper.,30,35
6:07,2113,Raylon Hardy Defensive Rebound.,30,35
5:57,2113,Raylon Hardy Turnover.,30,35
5:57,2545,Jabbar Singleton Steal.,30,35
5:48,2545,Eddy Polanco Turnover.,30,35
5:27,2113,Travion Kirkendoll made Three Point Jumper. Assisted by Treylan Matthews.,33,35
4:50,2113,Foul on Travion Kirkendoll.,33,35
4:50,2545,Eddy Polanco made Free Throw.,33,36
4:50,2545,Eddy Polanco made Free Throw.,33,37
4:28,2113,Travion Kirkendoll Turnover.,33,37
4:27,2113,Foul on Travion Kirkendoll.,33,37
4:15,2545,Marlain Veal Turnover.,33,37
3:56,2113,Regis Johnson missed Jumper.,33,37
3:56,2545,Keith Charleston Defensive Rebound.,33,37
3:47,2545,Eddy Polanco made Jumper.,33,39
3:45,2113,Foul on Dyllon Weaver.,33,39
3:45,2545,SE Louisiana  Timeout,33,39
3:45,2545,Eddy Polanco made Free Throw.,33,40
3:32,2113,Regis Johnson made Layup.,35,40
3:02,2545,Eddy Polanco made Three Point Jumper. Assisted by Marlain Veal.,35,43
2:47,2113,Treylan Matthews Turnover.,35,43
2:46,2545,Marlain Veal Steal.,35,43
2:45,2113,Foul on Treylan Matthews.,35,43
2:44,2545,Jordan Capps made Free Throw.,35,44
2:44,2545,Jordan Capps made Free Throw.,35,45
2:30,2113,Dyllon Weaver made Jumper. Assisted by Raylon Hardy.,37,45
2:13,2545,Jordan Capps made Jumper. Assisted by Marlain Veal.,37,47
1:52,2113,Raylon Hardy missed Layup.,37,47
1:52,2545,Eddy Polanco Block.,37,47
1:51,2545,Marlain Veal Defensive Rebound.,37,47
1:48,2113,Foul on Raylon Hardy.,37,47
1:48,2545,Marlain Veal made Free Throw.,37,48
1:48,2545,Marlain Veal missed Free Throw.,37,48
1:48,2113,Regis Johnson Defensive Rebound.,37,48
1:30,2113,Mitchell Tarantolo missed Jumper.,37,48
1:30,2113,Mitchell Tarantolo Offensive Rebound.,37,48
1:26,2545,Foul on Quinton Thomas.,37,48
1:26,2113,Mitchell Tarantolo missed Free Throw.,37,48
1:26,2545,Jordan Capps Defensive Rebound.,37,48
1:19,2545,Jordan Capps missed Three Point Jumper.,37,48
1:19,2545,SE Louisiana Offensive Rebound.,37,48
1:12,2545,Marlain Veal missed Jumper.,37,48
1:12,2113,Dyllon Weaver Defensive Rebound.,37,48
1:06,2113,Dyllon Weaver missed Jumper.,37,48
1:06,2545,Quinton Thomas Block.,37,48
1:03,2545,Moses Greenwood Defensive Rebound.,37,48
0:58,2545,D'Angelo West missed Three Point Jumper.,37,48
0:58,2545,Quinton Thomas Offensive Rebound.,37,48
0:37,2545,D'Angelo West made Three Point Jumper. Assisted by Jordan Capps.,37,51
0:17,2113,Cedric Harris made Three Point Jumper.,40,51
0:07,2545,Marlain Veal made Jumper.,40,53
0:00,2545,End of 1st half,40,53
19:54,2113,James Helzer Turnover.,40,53
19:40,2545,Jordan Capps missed Jumper.,40,53
19:40,2113,Regis Johnson Defensive Rebound.,40,53
19:25,2113,Cedric Harris made Layup.,42,53
19:11,2545,Jordan Capps made Dunk. Assisted by Eddy Polanco.,42,55
18:57,2113,Regis Johnson Turnover.,42,55
18:55,2545,Marlain Veal Steal.,42,55
18:50,2545,Jordan Capps made Jumper. Assisted by Keith Charleston.,42,57
18:46,2113,Centenary  Timeout,42,57
18:32,2113,Treylan Matthews missed Three Point Jumper.,42,57
18:32,2545,Jordan Capps Defensive Rebound.,42,57
18:10,2545,Marlain Veal Turnover.,42,57
18:09,2113,Treylan Matthews Steal.,42,57
18:06,2113,Travion Kirkendoll made Jumper. Assisted by Treylan Matthews.,44,57
17:48,2545,Marlain Veal made Jumper. Assisted by Jordan Capps.,44,59
17:26,2113,James Helzer missed Jumper.,44,59
17:26,2545,Jordan Capps Block.,44,59
17:24,2545,Marlain Veal Defensive Rebound.,44,59
17:19,2545,Marlain Veal missed Layup.,44,59
17:19,2113,Cedric Harris Defensive Rebound.,44,59
17:10,2113,Cedric Harris made Three Point Jumper. Assisted by Treylan Matthews.,47,59
16:44,2545,Keith Charleston missed Three Point Jumper.,47,59
16:44,2113,Travion Kirkendoll Defensive Rebound.,47,59
16:17,2113,James Helzer Turnover.,47,59
16:17,2113,Foul on James Helzer.,47,59
16:17,2545,Marlain Veal missed Free Throw.,47,59
16:17,2545,SE Louisiana Deadball Team Rebound.,47,59
16:17,2545,Marlain Veal made Free Throw.,47,60
16:03,2113,Foul on Regis Johnson.,47,60
15:59,2545,SE Louisiana  Timeout,47,60
15:58,2545,Eddy Polanco missed Jumper.,47,60
15:58,2113,Travion Kirkendoll Block.,47,60
15:57,2545,Eddy Polanco Offensive Rebound.,47,60
15:51,2113,Foul on James Helzer.,47,60
15:51,2545,Eddy Polanco made Free Throw.,47,61
15:51,2545,Eddy Polanco made Free Throw.,47,62
15:15,2113,Neil Hawkins made Layup.,49,62
15:09,2545,Jordan Capps Turnover.,49,62
14:51,2545,Foul on Keith Charleston.,49,62
14:30,2113,Travion Kirkendoll missed Three Point Jumper.,49,62
14:30,2545,Marlain Veal Defensive Rebound.,49,62
14:25,2113,Foul on Cedric Harris.,49,62
14:25,2545,Jabbar Singleton missed Three Point Jumper.,49,62
14:25,2113,Centenary Defensive Rebound.,49,62
14:07,2113,Travion Kirkendoll Turnover.,49,62
13:59,2113,Foul on Kaharri Carter.,49,62
13:56,2113,Foul on Raylon Hardy.,49,62
13:54,2545,D'Angelo West missed Three Point Jumper.,49,62
13:54,2113,Cedric Harris Defensive Rebound.,49,62
13:40,2113,Kaharri Carter Turnover.,49,62
13:40,2545,Moses Greenwood Steal.,49,62
13:21,2113,Foul on Neil Hawkins.,49,62
13:21,2545,Moses Greenwood missed Free Throw.,49,62
13:21,2545,Quinton Thomas Offensive Rebound.,49,62
13:19,2545,Quinton Thomas Turnover.,49,62
13:19,2113,Travion Kirkendoll Steal.,49,62
12:52,2113,Cedric Harris missed Three Point Jumper.,49,62
12:52,2545,James Currington Defensive Rebound.,49,62
12:47,2545,James Currington Turnover.,49,62
12:46,2113,Cedric Harris Steal.,49,62
12:42,2113,Cedric Harris made Layup.,51,62
12:27,2545,Moses Greenwood Turnover.,51,62
12:20,2113,Travion Kirkendoll missed Jumper.,51,62
12:20,2545,D'Angelo West Defensive Rebound.,51,62
11:55,2545,James Currington missed Jumper.,51,62
11:55,2113,Raylon Hardy Defensive Rebound.,51,62
11:34,2113,Raylon Hardy missed Jumper.,51,62
11:34,2545,Moses Greenwood Defensive Rebound.,51,62
11:27,2545,Quinton Thomas missed Three Point Jumper.,51,62
11:27,2545,Moses Greenwood Offensive Rebound.,51,62
11:22,2545,Moses Greenwood Turnover.,51,62
11:21,2113,Raylon Hardy Steal.,51,62
11:07,2113,Centenary  Timeout,51,62
10:33,2545,Foul on James Currington.,51,62
10:32,2113,Hayden Clason missed Three Point Jumper.,51,62
10:32,2545,James Currington Block.,51,62
10:31,2113,Hayden Clason Offensive Rebound.,51,62
10:29,2113,Cedric Harris missed Jumper.,51,62
10:29,2545,Quinton Thomas Defensive Rebound.,51,62
10:06,2545,D'Angelo West made Three Point Jumper. Assisted by Marlain Veal.,51,65
9:53,2113,Regis Johnson Turnover.,51,65
9:50,2545,James Currington made Layup. Assisted by Marlain Veal.,51,67
9:36,2113,Hayden Clason Turnover.,51,67
9:36,2545,James Currington Steal.,51,67
9:31,2113,Foul on Hayden Clason.,51,67
9:31,2545,James Currington made Free Throw.,51,68
9:31,2545,James Currington missed Free Throw.,51,68
9:31,2113,James Helzer Defensive Rebound.,51,68
9:27,2113,Cedric Harris Turnover.,51,68
9:23,2545,Marlain Veal Turnover.,51,68
9:08,2113,Treylan Matthews Turnover.,51,68
8:57,2545,James Currington made Jumper. Assisted by Moses Greenwood.,51,70
8:39,2113,Regis Johnson Turnover.,51,70
8:38,2545,James Currington Steal.,51,70
8:34,2113,Foul on Treylan Matthews.,51,70
8:34,2545,James Currington missed Free Throw.,51,70
8:34,2545,SE Louisiana Deadball Team Rebound.,51,70
8:34,2545,James Currington made Free Throw.,51,71
8:26,2545,D'Angelo West missed Jumper.,51,71
8:26,2113,KJ Bilbo Defensive Rebound.,51,71
8:13,2545,Brandon Gonzalez made Three Point Jumper.,51,74
7:54,2545,Jabbar Singleton Turnover.,51,74
7:52,2113,Foul on Treylan Matthews.,51,74
7:52,2545,SE Louisiana  Timeout,51,74
7:52,2545,Marlain Veal made Free Throw.,51,75
7:52,2545,Marlain Veal made Free Throw.,51,76
7:52,2113,Regis Johnson Turnover.,51,76
7:52,2545,Brandon Gonzalez Steal.,51,76
7:47,2545,D'Angelo West missed Three Point Jumper.,51,76
7:47,2113,Centenary Defensive Rebound.,51,76
7:20,2545,Foul on D'Angelo West.,51,76
7:15,2113,Treylan Matthews missed Layup.,51,76
7:15,2545,Eddy Polanco Defensive Rebound.,51,76
7:00,2113,Foul on Regis Johnson.,51,76
7:00,2545,Brandon Gonzalez made Free Throw.,51,77
7:00,2545,Brandon Gonzalez made Free Throw.,51,78
6:42,2113,Treylan Matthews Turnover.,51,78
6:41,2545,Jabbar Singleton Steal.,51,78
6:38,2545,Jordan Capps made Dunk. Assisted by Eddy Polanco.,51,80
6:26,2113,Dyllon Weaver Turnover.,51,80
6:10,2545,Jordan Capps made Jumper. Assisted by Jabbar Singleton.,51,82
6:06,2545,SE Louisiana  Timeout,51,82
5:58,2545,Foul on Jabbar Singleton.,51,82
5:42,2113,Neil Hawkins made Layup.,53,82
5:40,2545,Foul on Eddy Polanco.,53,82
5:40,2113,Neil Hawkins made Free Throw.,54,82
5:31,2545,Jordan Capps made Jumper.,54,84
5:18,2113,Cedric Harris missed Jumper.,54,84
5:18,2545,Brandon Gonzalez Defensive Rebound.,54,84
5:12,2545,Brandon Gonzalez Turnover.,54,84
5:11,2113,Cedric Harris Steal.,54,84
5:07,2113,Cedric Harris made Layup.,56,84
4:42,2545,Keith Charleston Turnover.,56,84
4:21,2113,Raylon Hardy missed Layup.,56,84
4:21,2545,Eddy Polanco Block.,56,84
4:20,2113,Centenary Offensive Rebound.,56,84
4:11,2113,James Helzer made Jumper.,58,84
3:51,2545,Brandon Gonzalez made Layup.,58,86
3:37,2545,Foul on Jordan Capps.,58,86
3:37,2113,Centenary  Timeout,58,86
3:34,2113,Cedric Harris missed Three Point Jumper.,58,86
3:34,2545,SE Louisiana Defensive Rebound.,58,86
3:09,2545,Keith Charleston missed Jumper.,58,86
3:09,2545,Moses Greenwood Offensive Rebound.,58,86
3:06,2545,Moses Greenwood made Jumper.,58,88
2:45,2545,Foul on Keith Charleston.,58,88
2:45,2113,Neil Hawkins made Free Throw.,59,88
2:45,2113,Neil Hawkins made Free Throw.,60,88
2:29,2545,Jabbar Singleton made Three Point Jumper. Assisted by D'Angelo West.,60,91
2:18,2113,Jericho Gray missed Three Point Jumper.,60,91
2:18,2113,Dyllon Weaver Offensive Rebound.,60,91
2:15,2113,Dyllon Weaver made Jumper.,62,91
2:01,2545,Jabbar Singleton made Three Point Jumper. Assisted by Brandon Gonzalez.,62,94
1:42,2113,James Helzer missed Free Throw.,62,94
1:42,2545,Moses Greenwood Defensive Rebound.,62,94
1:29,2545,Quinton Thomas Turnover.,62,94
1:28,2113,Neil Hawkins Steal.,62,94
1:22,2113,Neil Hawkins made Jumper.,64,94
1:22,2545,Foul on Quinton Thomas.,64,94
1:22,2113,Neil Hawkins made Free Throw.,65,94
1:06,2545,Brandon Gonzalez made Layup. Assisted by Quinton Thomas.,65,96
0:53,2113,Raylon Hardy made Layup.,67,96
0:53,2545,D'Angelo West made Three Point Jumper.,67,99
0:48,2113,Raylon Hardy missed Layup.,67,99
0:48,2545,Moses Greenwood Block.,67,99
0:46,2113,Dyllon Weaver Offensive Rebound.,67,99
0:00,2545,End of Game,67,99
