Northwestern State,251,Texas,2466
3:28,251,Kerwin Roach Ii made Free Throw.,21,54
3:16,2466,Iziahiah Sweeney made Jumper.,23,54
3:06,251,Kerwin Roach Ii missed Three Point Jumper.,23,54
3:06,251,James Banks Iii Offensive Rebound.,23,54
3:03,251,James Banks Iii made Dunk.,23,56
2:51,2466,Czar Perry made Jumper.,25,56
2:43,2466,Foul on Ishmael Lane.,25,56
2:43,251,Matt Coleman made Free Throw.,25,57
2:43,251,Matt Coleman made Free Throw.,25,58
2:27,2466,Jacob Guest missed Three Point Jumper.,25,58
2:27,251,James Banks Iii Defensive Rebound.,25,58
2:19,251,Dylan Osetkowski missed Three Point Jumper.,25,58
2:19,251,Andrew Jones Offensive Rebound.,25,58
2:19,251,Andrew Jones missed Jumper.,25,58
2:19,2466,Czar Perry Defensive Rebound.,25,58
2:19,2466,Czar Perry missed Jumper.,25,58
2:19,251,Dylan Osetkowski Defensive Rebound.,25,58
2:19,251,James Banks Iii made Layup. Assisted by Kerwin Roach Ii.,25,60
1:32,2466,Iziahiah Sweeney missed Three Point Jumper.,25,60
1:32,251,Jacob Young Defensive Rebound.,25,60
1:23,251,Andrew Jones missed Three Point Jumper.,25,60
1:23,2466,Iziahiah Sweeney Defensive Rebound.,25,60
1:18,2466,Iziahiah Sweeney made Layup.,27,60
0:53,2466,Foul on Ishmael Lane.,27,60
0:53,251,Dylan Osetkowski made Free Throw.,27,61
0:53,251,Dylan Osetkowski made Free Throw.,27,62
0:20,2466,Northwestern State  Turnover.,27,62
0:08,251,Jase Febres missed Jumper.,27,62
0:08,2466,Larry Owens Defensive Rebound.,27,62
0:00,251,End of 1st half,27,62
19:50,2466,Foul on Iziahiah Sweeney.,27,62
19:39,2466,Foul on Iziahiah Sweeney.,27,62
19:39,251,Dylan Osetkowski missed Free Throw.,27,62
19:39,251,Texas Deadball Team Rebound.,27,62
19:39,251,Dylan Osetkowski missed Free Throw.,27,62
19:39,2466,Ishmael Lane Defensive Rebound.,27,62
19:28,2466,Devonte Hall missed Jumper.,27,62
19:28,251,Andrew Jones Block.,27,62
19:27,251,Andrew Jones Defensive Rebound.,27,62
19:21,251,Matt Coleman made Three Point Jumper. Assisted by Andrew Jones.,27,65
19:00,2466,Czar Perry made Jumper.,29,65
19:00,251,Foul on Matt Coleman.,29,65
19:00,2466,Czar Perry made Free Throw.,30,65
18:37,251,Dylan Osetkowski missed Dunk.,30,65
18:37,2466,Ishmael Lane Block.,30,65
18:35,2466,Devonte Hall Defensive Rebound.,30,65
18:31,2466,Devonte Hall missed Layup.,30,65
18:31,2466,Czar Perry Offensive Rebound.,30,65
18:28,2466,Czar Perry missed Jumper.,30,65
18:28,2466,Brandon Hutton Offensive Rebound.,30,65
18:21,2466,Caleb Starks missed Three Point Jumper.,30,65
18:21,251,Texas Deadball Team Rebound.,30,65
18:19,2466,Foul on Ishmael Lane.,30,65
18:00,251,Mohamed Bamba made Layup. Assisted by Matt Coleman.,30,67
17:46,2466,Jacob Guest missed Jumper.,30,67
17:46,251,Mohamed Bamba Defensive Rebound.,30,67
17:39,2466,Foul on Ishmael Lane.,30,67
17:39,251,Mohamed Bamba made Free Throw.,30,68
17:39,251,Mohamed Bamba missed Free Throw.,30,68
17:39,251,Dylan Osetkowski Offensive Rebound.,30,68
17:36,251,Dylan Osetkowski made Layup.,30,70
17:23,251,Foul on Andrew Jones.,30,70
17:20,2466,Larry Owens Turnover.,30,70
17:20,251,Kerwin Roach Ii Steal.,30,70
17:16,2466,Foul on Devonte Hall.,30,70
17:16,251,Kerwin Roach Ii missed Free Throw.,30,70
17:16,251,Texas Deadball Team Rebound.,30,70
17:16,251,Kerwin Roach Ii missed Free Throw.,30,70
17:16,2466,Darian Dixon Defensive Rebound.,30,70
17:08,2466,Vontay Ott made Three Point Jumper. Assisted by Jacob Guest.,33,70
16:59,251,Jase Febres made Three Point Jumper. Assisted by Kerwin Roach Ii.,33,73
16:46,2466,Czar Perry Turnover.,33,73
16:45,251,Kerwin Roach Ii Steal.,33,73
16:36,2466,Foul on Darian Dixon.,33,73
16:36,251,Jericho Sims made Free Throw.,33,74
16:36,251,Jericho Sims missed Free Throw.,33,74
16:36,2466,Darian Dixon Defensive Rebound.,33,74
16:20,2466,Larry Owens missed Layup.,33,74
16:20,251,Dylan Osetkowski Defensive Rebound.,33,74
16:11,251,Dylan Osetkowski missed Jumper.,33,74
16:11,2466,Darian Dixon Defensive Rebound.,33,74
15:59,2466,Darian Dixon made Layup.,35,74
15:46,251,Jase Febres missed Three Point Jumper.,35,74
15:46,251,Jericho Sims Offensive Rebound.,35,74
15:45,2466,Foul on Darian Dixon.,35,74
15:45,251,Official TV Timeout,35,74
15:45,251,Jericho Sims missed Free Throw.,35,74
15:45,2466,Larry Owens Defensive Rebound.,35,74
15:19,2466,Czar Perry missed Three Point Jumper.,35,74
15:19,2466,Caleb Starks Offensive Rebound.,35,74
15:16,2466,Caleb Starks made Dunk.,37,74
15:10,251,Jase Febres missed Jumper.,37,74
15:10,2466,Darian Dixon Defensive Rebound.,37,74
15:09,251,Foul on Dylan Osetkowski.,37,74
14:39,2466,Larry Owens missed Jumper.,37,74
14:39,251,Jericho Sims Defensive Rebound.,37,74
14:22,251,Jacob Young missed Three Point Jumper.,37,74
14:22,2466,Czar Perry Defensive Rebound.,37,74
14:16,2466,Larry Owens made Layup. Assisted by Czar Perry.,39,74
14:07,251,Matt Coleman missed Jumper.,39,74
14:07,2466,Darian Dixon Defensive Rebound.,39,74
13:58,2466,Czar Perry Turnover.,39,74
13:57,251,Matt Coleman Steal.,39,74
13:54,251,Jacob Young made Layup. Assisted by Matt Coleman.,39,76
13:27,2466,Caleb Starks Turnover.,39,76
13:25,251,Jacob Young Steal.,39,76
13:23,251,Kerwin Roach Ii made Dunk. Assisted by Matt Coleman.,39,78
12:53,2466,Czar Perry made Three Point Jumper.,42,78
12:45,251,Kerwin Roach Ii made Layup. Assisted by Jacob Young.,42,80
12:42,251,Foul on Kerwin Roach Ii.,42,80
12:13,2466,Vontay Ott missed Three Point Jumper.,42,80
12:13,251,Mohamed Bamba Defensive Rebound.,42,80
11:59,251,Jase Febres missed Three Point Jumper.,42,80
11:59,251,Offensive Rebound.,42,80
11:57,2466,Foul on Brandon Hutton.,42,80
11:57,251,Official TV Timeout,42,80
11:54,251,missed Free Throw.,42,80
11:54,251,Jase Febres Offensive Rebound.,42,80
11:54,251,Official TV Timeout,42,80
11:43,251,missed Three Point Jumper.,42,80
11:43,2466,Vontay Ott Defensive Rebound.,42,80
11:22,2466,Jacob Guest missed Jumper.,42,80
11:22,251,Texas Defensive Rebound.,42,80
10:57,251,Kerwin Roach Ii missed Three Point Jumper.,42,80
10:57,2466,Jacob Guest Defensive Rebound.,42,80
10:40,2466,Vontay Ott Turnover.,42,80
10:23,251,James Banks Iii made Dunk. Assisted by Mohamed Bamba.,42,82
9:49,2466,Jacob Guest made Three Point Jumper.,45,82
9:34,251,Jase Febres made Three Point Jumper. Assisted by Mohamed Bamba.,45,85
9:08,2466,Czar Perry made Three Point Jumper.,48,85
8:54,251,Texas  Timeout,48,85
8:54,251,Official TV Timeout,48,85
8:41,251,Andrew Jones missed Three Point Jumper.,48,85
8:41,251,Dylan Osetkowski Offensive Rebound.,48,85
8:37,251,Dylan Osetkowski made Layup.,48,87
8:14,2466,Brandon Hutton missed Jumper.,48,87
8:14,251,Mohamed Bamba Defensive Rebound.,48,87
8:00,251,Andrew Jones missed Three Point Jumper.,48,87
8:00,251,Mohamed Bamba Offensive Rebound.,48,87
8:00,251,Mohamed Bamba made Two Point Tip Shot.,48,89
7:52,251,Foul on Matt Coleman.,48,89
7:52,251,Official TV Timeout,48,89
7:34,251,Foul on Mohamed Bamba.,48,89
7:34,2466,Iziahiah Sweeney made Free Throw.,49,89
7:34,2466,Iziahiah Sweeney made Free Throw.,50,89
7:20,251,Jase Febres missed Three Point Jumper.,50,89
7:20,2466,Devonte Hall Defensive Rebound.,50,89
6:54,2466,Ishmael Lane missed Layup.,50,89
6:54,251,Mohamed Bamba Block.,50,89
6:52,251,Andrew Jones Defensive Rebound.,50,89
6:48,251,Andrew Jones made Layup.,50,91
6:31,2466,Czar Perry made Jumper.,52,91
6:17,251,Andrew Jones missed Three Point Jumper.,52,91
6:17,2466,Iziahiah Sweeney Defensive Rebound.,52,91
6:06,2466,Ishmael Lane missed Jumper.,52,91
6:06,251,Jericho Sims Defensive Rebound.,52,91
5:57,251,Andrew Jones missed Layup.,52,91
5:57,251,Jase Febres Offensive Rebound.,52,91
5:37,251,Mohamed Bamba missed Three Point Jumper.,52,91
5:37,2466,Czar Perry Defensive Rebound.,52,91
5:28,2466,Devonte Hall missed Jumper.,52,91
5:27,251,Mohamed Bamba Block.,52,91
5:26,251,Matt Coleman Defensive Rebound.,52,91
5:23,251,Mohamed Bamba made Dunk. Assisted by Matt Coleman.,52,93
4:58,251,Foul on Jericho Sims.,52,93
4:58,2466,Iziahiah Sweeney made Free Throw.,53,93
4:58,2466,Iziahiah Sweeney made Free Throw.,54,93
4:39,251,Kerwin Roach Ii missed Three Point Jumper.,54,93
4:34,2466,Darian Dixon Defensive Rebound.,54,93
4:34,251,Foul on James Banks Iii.,54,93
4:34,2466,Darian Dixon missed Free Throw.,54,93
4:34,251,James Banks Iii Defensive Rebound.,54,93
4:18,251,Jacob Young made Three Point Jumper. Assisted by Jase Febres.,54,96
3:47,2466,Larry Owens made Jumper.,56,96
3:27,251,Jacob Young made Three Point Jumper. Assisted by Jase Febres.,56,99
3:04,251,Foul on Kerwin Roach Ii.,56,99
3:04,251,Official TV Timeout,56,99
3:04,2466,Iziahiah Sweeney missed Free Throw.,56,99
3:04,251,James Banks Iii Defensive Rebound.,56,99
2:46,251,Jacob Young missed Three Point Jumper.,56,99
2:46,2466,Iziahiah Sweeney Defensive Rebound.,56,99
2:21,2466,Iziahiah Sweeney missed Layup.,56,99
2:21,251,Defensive Rebound.,56,99
2:10,251,Jacob Young Turnover.,56,99
2:09,2466,Larry Owens Steal.,56,99
1:43,251,Foul on Jericho Sims.,56,99
1:43,2466,Devonte Hall missed Free Throw.,56,99
1:43,251,Texas Deadball Team Rebound.,56,99
1:43,2466,Devonte Hall made Free Throw.,57,99
1:39,251,Jacob Young made Dunk.,57,101
1:04,2466,Jacob Guest Turnover.,57,101
1:03,251,James Banks Iii Steal.,57,101
1:01,2466,Foul on Jacob Guest.,57,101
0:58,251,Ryan McClurg made Free Throw.,57,102
0:58,251,Ryan McClurg missed Free Throw.,57,102
0:58,2466,Brandon Hutton Defensive Rebound.,57,102
0:52,251,Foul on Joe Schwartz.,57,102
0:52,2466,Brandon Hutton made Free Throw.,58,102
0:52,2466,Brandon Hutton made Free Throw.,59,102
0:41,251,Joe Schwartz missed Three Point Jumper.,59,102
0:41,251,James Banks Iii Offensive Rebound.,59,102
0:37,2466,Foul on Brandon Hutton.,59,102
0:37,251,James Banks Iii made Free Throw.,59,103
0:37,251,James Banks Iii missed Free Throw.,59,103
0:37,251,Jericho Sims Offensive Rebound.,59,103
0:26,251,Joe Schwartz missed Three Point Jumper.,59,103
0:26,251,James Banks Iii Offensive Rebound.,59,103
0:16,251,Jericho Sims made Dunk. Assisted by Joe Schwartz.,59,105
0:01,2466,Brandon Hutton missed Three Point Jumper.,59,105
0:01,2466,Northwestern State Deadball Team Rebound.,59,105
0:00,251,End of Game,59,105
