Texas-Tyler,Error,Louisiana Tech,2348
5:17,3086,Skyler Hadden Defensive Rebound.,22,42
5:05,3086,Emeka Obukwelu missed Jumper.,22,42
5:05,2348,Oliver Powell Block.,22,42
5:05,3086,Texas At Tyler Offensive Rebound.,22,42
4:56,3086,Emeka Obukwelu made Jumper. Assisted by Josh Tatum.,24,42
4:40,2348,DaQuan Bracey made Layup.,24,44
4:28,3086,Omar Mohamed missed Layup.,24,44
4:28,2348,Jacobi Boykins Block.,24,44
4:25,2348,Exavian Christon Defensive Rebound.,24,44
4:21,2348,Oliver Powell made Layup. Assisted by DaQuan Bracey.,24,46
4:06,2348,Foul on Exavian Christon.,24,46
3:47,2348,Foul on Exavian Christon.,24,46
3:47,2348,Official TV Timeout,24,46
3:47,3086,Melvin Anthony made Free Throw.,25,46
3:47,3086,Melvin Anthony made Free Throw.,26,46
3:21,2348,Derric Jean made Three Point Jumper. Assisted by DaQuan Bracey.,26,49
3:04,3086,Jamal Green-Gaskin made Jumper. Assisted by Skyler Hadden.,28,49
2:40,2348,Jacobi Boykins made Jumper.,28,51
2:11,3086,Melvin Anthony made Three Point Jumper. Assisted by Jamal Green-Gaskin.,31,51
1:49,3086,Foul on Skyler Hadden.,31,51
1:49,2348,Jacobi Boykins made Free Throw.,31,52
1:49,2348,Jacobi Boykins missed Free Throw.,31,52
1:49,2348,Louisiana Tech Deadball Team Rebound.,31,52
1:49,2348,Jacobi Boykins made Free Throw.,31,53
1:34,3086,Melvin Anthony missed Jumper.,31,53
1:34,2348,Jalen Harris Defensive Rebound.,31,53
1:11,2348,Oliver Powell made Layup.,31,55
0:43,3086,Cameron Frank missed Layup.,31,55
0:43,2348,Derric Jean Defensive Rebound.,31,55
0:33,2348,Jalen Harris missed Three Point Jumper.,31,55
0:33,3086,Omar Mohamed Defensive Rebound.,31,55
0:26,2348,Foul on DaQuan Bracey.,31,55
0:26,3086,Davis Moore made Free Throw.,32,55
0:26,3086,Davis Moore made Free Throw.,33,55
0:26,3086,Davis Moore made Free Throw.,34,55
0:04,2348,Jalen Harris missed Three Point Jumper.,34,55
0:04,3086,Cameron Frank Defensive Rebound.,34,55
0:00,2348,End of 1st half,34,55
19:46,3086,Johnell Lane missed Jumper.,34,55
19:46,2348,Joniah White Defensive Rebound.,34,55
19:34,2348,Jalen Harris made Three Point Jumper. Assisted by DaQuan Bracey.,34,58
19:25,3086,Josh Tatum made Layup.,36,58
19:01,2348,Joniah White missed Jumper.,36,58
19:01,2348,Joniah White Offensive Rebound.,36,58
18:58,2348,Joniah White made Layup.,36,60
18:49,3086,Melvin Anthony missed Layup.,36,60
18:49,2348,Joniah White Block.,36,60
18:46,3086,Texas At Tyler Offensive Rebound.,36,60
18:36,3086,Melvin Anthony missed Jumper.,36,60
18:36,2348,Jalen Harris Defensive Rebound.,36,60
18:31,2348,DaQuan Bracey made Three Point Jumper. Assisted by Jacobi Boykins.,36,63
18:09,3086,Skyler Hadden missed Jumper.,36,63
18:09,2348,Joniah White Defensive Rebound.,36,63
18:01,3086,Foul on Josh Tatum.,36,63
18:01,2348,DaQuan Bracey made Free Throw.,36,64
18:01,2348,DaQuan Bracey made Free Throw.,36,65
17:49,3086,Melvin Anthony Turnover.,36,65
17:49,2348,Jacobi Boykins Steal.,36,65
17:49,2348,Jacobi Boykins Turnover.,36,65
17:40,3086,Skyler Hadden Turnover.,36,65
17:38,2348,Jy'lan Washington Steal.,36,65
17:31,2348,DaQuan Bracey made Jumper.,36,67
17:16,3086,Emeka Obukwelu made Layup. Assisted by Josh Tatum.,38,67
16:54,2348,Jacobi Boykins missed Three Point Jumper.,38,67
16:54,3086,Melvin Anthony Defensive Rebound.,38,67
16:41,3086,Johnell Lane missed Layup.,38,67
16:41,2348,Jy'lan Washington Defensive Rebound.,38,67
16:40,3086,Foul on Johnell Lane.,38,67
16:29,2348,Jalen Harris made Three Point Jumper. Assisted by Jy'lan Washington.,38,70
16:17,3086,Melvin Anthony Turnover.,38,70
16:16,2348,Jacobi Boykins Steal.,38,70
16:14,2348,Jacobi Boykins made Dunk.,38,72
16:09,2348,Foul on Jacobi Boykins.,38,72
16:03,3086,Emeka Obukwelu missed Jumper.,38,72
16:03,2348,Jacobi Boykins Defensive Rebound.,38,72
15:47,2348,Joniah White Turnover.,38,72
15:45,3086,Josh Tatum Steal.,38,72
15:41,3086,Josh Tatum missed Layup.,38,72
15:41,2348,DaQuan Bracey Defensive Rebound.,38,72
15:35,2348,DaQuan Bracey made Layup.,38,74
15:24,3086,Davis Moore Turnover.,38,74
15:22,2348,Jy'lan Washington Steal.,38,74
15:20,2348,Jy'lan Washington made Dunk.,38,76
15:17,3086,Texas At Tyler  Timeout,38,76
15:14,2348,Official TV Timeout,38,76
15:14,3086,Skyler Hadden Turnover.,38,76
15:11,2348,Derric Jean missed Three Point Jumper.,38,76
15:11,3086,Davis Moore Defensive Rebound.,38,76
15:01,3086,Skyler Hadden missed Jumper.,38,76
15:01,2348,Oliver Powell Defensive Rebound.,38,76
14:50,3086,Foul on Davis Moore.,38,76
14:48,2348,Jacobi Boykins made Layup. Assisted by DaQuan Bracey.,38,78
14:39,3086,Emeka Obukwelu made Layup. Assisted by Skyler Hadden.,40,78
14:24,2348,Jacobi Boykins Turnover.,40,78
14:22,3086,Skyler Hadden Steal.,40,78
14:21,3086,Skyler Hadden made Layup.,42,78
14:04,2348,Jacobi Boykins missed Three Point Jumper.,42,78
14:04,3086,Skyler Hadden Defensive Rebound.,42,78
13:55,3086,Omar Mohamed made Three Point Jumper. Assisted by Skyler Hadden.,45,78
13:33,2348,Oliver Powell made Dunk. Assisted by DaQuan Bracey.,45,80
13:19,3086,Omar Mohamed Turnover.,45,80
13:18,2348,DaQuan Bracey Steal.,45,80
13:11,2348,Jalen Harris made Three Point Jumper. Assisted by Oliver Powell.,45,83
12:49,2348,Foul on JaColby Pemberton.,45,83
12:49,3086,Skyler Hadden missed Free Throw.,45,83
12:49,3086,Texas At Tyler Deadball Team Rebound.,45,83
12:49,3086,Skyler Hadden made Free Throw.,46,83
12:45,2348,Jalen Harris Turnover.,46,83
12:24,3086,Cameron Frank Turnover.,46,83
12:22,2348,Exavian Christon Steal.,46,83
12:08,2348,Jalen Harris missed Layup.,46,83
12:08,3086,Emeka Obukwelu Defensive Rebound.,46,83
11:51,3086,Cameron Frank missed Jumper.,46,83
11:51,3086,Emeka Obukwelu Offensive Rebound.,46,83
11:51,3086,Cameron Frank missed Layup.,46,83
11:51,3086,Jamal Green-Gaskin Offensive Rebound.,46,83
11:51,2348,Foul on Exavian Christon.,46,83
11:51,2348,Official TV Timeout,46,83
11:34,3086,Cameron Frank made Layup. Assisted by Emeka Obukwelu.,48,83
11:10,2348,Exavian Christon made Jumper. Assisted by Jalen Harris.,48,85
10:54,3086,Chase Mason made Three Point Jumper. Assisted by Skyler Hadden.,51,85
10:30,2348,Exavian Christon missed Three Point Jumper.,51,85
10:30,3086,Skyler Hadden Defensive Rebound.,51,85
10:18,3086,Cameron Frank made Jumper.,53,85
10:04,2348,Jalen Harris made Three Point Jumper. Assisted by Exavian Christon.,53,88
9:40,3086,Jamal Green-Gaskin made Three Point Jumper. Assisted by Chase Mason.,56,88
9:27,2348,Jalen Harris missed Three Point Jumper.,56,88
9:27,2348,Anthony Duruji Offensive Rebound.,56,88
9:16,3086,Foul on Emeka Obukwelu.,56,88
9:16,2348,Anthony Duruji missed Free Throw.,56,88
9:16,2348,Louisiana Tech Deadball Team Rebound.,56,88
9:16,2348,Anthony Duruji missed Free Throw.,56,88
9:16,3086,Melvin Anthony Defensive Rebound.,56,88
9:04,2348,Foul on Anthony Duruji.,56,88
9:04,3086,Josh Tatum Turnover.,56,88
9:04,2348,Anthony Duruji Steal.,56,88
8:43,3086,Josh Tatum Turnover.,56,88
8:38,2348,Amorie Archibald Steal.,56,88
8:31,2348,Amorie Archibald made Layup.,56,90
8:20,3086,Xavier Fogle made Three Point Jumper. Assisted by Melvin Anthony.,59,90
8:04,2348,Anthony Duruji made Three Point Jumper. Assisted by Amorie Archibald.,59,93
7:51,3086,Xavier Fogle missed Three Point Jumper.,59,93
7:51,2348,Amorie Archibald Defensive Rebound.,59,93
7:47,3086,Foul on Johnell Lane.,59,93
7:47,2348,Official TV Timeout,59,93
7:41,2348,Anthony Duruji missed Three Point Jumper.,59,93
7:41,3086,Melvin Anthony Defensive Rebound.,59,93
7:29,2348,Foul on Jeremiah Taylor.,59,93
7:15,3086,Melvin Anthony missed Free Throw.,59,93
7:15,3086,Texas At Tyler Deadball Team Rebound.,59,93
7:15,3086,Melvin Anthony made Free Throw.,60,93
6:58,2348,Jeremiah Taylor missed Three Point Jumper.,60,93
6:58,2348,Anthony Duruji Offensive Rebound.,60,93
6:50,2348,Anthony Duruji made Layup.,60,95
6:45,2348,Foul on Anthony Duruji.,60,95
6:36,3086,Omar Mohamed made Layup. Assisted by Josh Tatum.,62,95
6:18,2348,Kyle McKinley missed Layup.,62,95
6:18,2348,Kyle McKinley Offensive Rebound.,62,95
6:15,3086,Foul on Omar Mohamed.,62,95
6:14,2348,Kyle McKinley missed Free Throw.,62,95
6:14,2348,Louisiana Tech Deadball Team Rebound.,62,95
6:14,2348,Kyle McKinley missed Free Throw.,62,95
6:14,3086,Emeka Obukwelu Defensive Rebound.,62,95
6:11,3086,Chase Mason made Three Point Jumper.,65,95
5:57,2348,Amorie Archibald Turnover.,65,95
5:55,3086,Skyler Hadden Steal.,65,95
5:53,3086,Cameron Frank Turnover.,65,95
5:53,2348,Amorie Archibald Steal.,65,95
5:53,3086,Foul on Chase Mason.,65,95
5:53,2348,Kyle McKinley missed Free Throw.,65,95
5:53,2348,Louisiana Tech Deadball Team Rebound.,65,95
5:53,2348,Kyle McKinley made Free Throw.,65,96
5:28,3086,Chase Mason Turnover.,65,96
5:27,2348,Amorie Archibald Steal.,65,96
5:25,2348,Foul on Amorie Archibald.,65,96
5:25,2348,Amorie Archibald Turnover.,65,96
5:08,3086,Jamal Green-Gaskin made Jumper. Assisted by Emeka Obukwelu.,67,96
4:49,2348,Jeremiah Taylor missed Three Point Jumper.,67,96
4:49,3086,Skyler Hadden Defensive Rebound.,67,96
4:39,3086,Chase Mason missed Three Point Jumper.,67,96
4:39,3086,Texas At Tyler Offensive Rebound.,67,96
4:37,2348,Foul on Harrison Curry.,67,96
4:37,3086,Emeka Obukwelu missed Free Throw.,67,96
4:37,2348,Anthony Duruji Defensive Rebound.,67,96
4:32,2348,Jeremiah Taylor made Three Point Jumper. Assisted by Amorie Archibald.,67,99
4:22,3086,Chase Mason missed Jumper.,67,99
4:22,2348,Amorie Archibald Defensive Rebound.,67,99
4:06,3086,Foul on Cameron Frank.,67,99
4:06,2348,Amorie Archibald missed Free Throw.,67,99
4:06,3086,Emeka Obukwelu Defensive Rebound.,67,99
3:54,3086,Cameron Frank missed Jumper.,67,99
3:54,2348,Amorie Archibald Defensive Rebound.,67,99
3:49,2348,JaColby Pemberton made Dunk. Assisted by Jeremiah Taylor.,67,101
3:32,3086,Cameron Frank made Layup. Assisted by Jamal Green-Gaskin.,69,101
3:18,3086,Foul on Emeka Obukwelu.,69,101
3:12,2348,Official TV Timeout,69,101
3:12,2348,Amorie Archibald made Free Throw.,69,102
3:12,2348,Amorie Archibald made Free Throw.,69,103
3:12,3086,Johnell Lane missed Three Point Jumper.,69,103
3:12,2348,Harrison Curry Defensive Rebound.,69,103
3:12,2348,Amorie Archibald made Layup.,69,105
3:09,3086,Davis Moore missed Layup.,69,105
3:09,2348,Harrison Curry Defensive Rebound.,69,105
2:07,3086,Skyler Hadden missed Layup.,69,105
2:07,2348,Jeremiah Taylor Defensive Rebound.,69,105
1:55,2348,Foul on Anthony Duruji.,69,105
1:37,2348,Anthony Duruji made Three Point Jumper.,69,108
1:20,2348,Foul on Jeremiah Taylor.,69,108
1:20,3086,Johnell Lane made Free Throw.,70,108
1:20,3086,Johnell Lane made Free Throw.,71,108
1:08,2348,Jeremiah Taylor made Three Point Jumper.,71,111
0:54,3086,Johnell Lane missed Three Point Jumper.,71,111
0:54,3086,Xavier Fogle Offensive Rebound.,71,111
0:47,3086,Davis Moore missed Three Point Jumper.,71,111
0:47,2348,Jeremiah Taylor Defensive Rebound.,71,111
0:41,2348,Harrison Curry missed Layup.,71,111
0:41,3086,Xavier Fogle Defensive Rebound.,71,111
0:34,3086,Xavier Fogle missed Three Point Jumper.,71,111
0:34,2348,Louisiana Tech Defensive Rebound.,71,111
0:11,3086,Foul on Coltin Wimbish.,71,111
0:11,2348,Harrison Curry missed Free Throw.,71,111
0:11,2348,Louisiana Tech Deadball Team Rebound.,71,111
0:11,2348,Harrison Curry made Free Throw.,71,112
0:00,2348,End of Game,71,112
