Western Carolina,228,Clemson,2717
6:37,228,Gabe DeVoe Defensive Rebound.,20,25
6:15,2717,Foul on Matt Halvorsen.,20,25
6:15,228,Marcquise Reed made Free Throw.,20,26
6:15,228,Marcquise Reed missed Free Throw.,20,26
6:15,2717,Mike Amius Defensive Rebound.,20,26
5:59,2717,Deriece Parks missed Three Point Jumper.,20,26
5:59,228,Shelton Mitchell Defensive Rebound.,20,26
5:50,228,Shelton Mitchell missed Layup.,20,26
5:50,228,Elijah Thomas Offensive Rebound.,20,26
5:48,228,Elijah Thomas made Dunk.,20,28
5:27,2717,Haboubacar Mutombo Turnover.,20,28
5:26,228,Elijah Thomas Steal.,20,28
5:19,228,Marcquise Reed missed Jumper.,20,28
5:19,2717,Marc Gosselin Defensive Rebound.,20,28
5:03,2717,Matt Halvorsen missed Jumper.,20,28
5:03,2717,Western Carolina Offensive Rebound.,20,28
4:57,2717,Mike Amius missed Jumper.,20,28
4:57,228,Aamir Simms Defensive Rebound.,20,28
4:33,228,Elijah Thomas Turnover.,20,28
4:22,2717,Deriece Parks Turnover.,20,28
4:21,228,Marcquise Reed Steal.,20,28
4:19,228,Marcquise Reed Turnover.,20,28
4:18,2717,Onno Steger Steal.,20,28
3:58,2717,Mike Amius missed Layup.,20,28
3:58,228,Aamir Simms Defensive Rebound.,20,28
3:53,228,Marcquise Reed made Layup. Assisted by Aamir Simms.,20,30
3:53,2717,Foul on Onno Steger.,20,30
3:53,228,Official TV Timeout,20,30
3:53,228,Marcquise Reed made Free Throw.,20,31
3:42,2717,Deriece Parks Turnover.,20,31
3:32,2717,Foul on Mike Amius.,20,31
3:32,228,Marcquise Reed made Free Throw.,20,32
3:32,228,Marcquise Reed made Free Throw.,20,33
3:16,2717,Western Carolina  Timeout,20,33
3:01,2717,Haboubacar Mutombo Turnover.,20,33
2:40,2717,Foul on Devin Peterson.,20,33
2:40,228,Shelton Mitchell made Free Throw.,20,34
2:40,228,Shelton Mitchell made Free Throw.,20,35
2:24,228,Foul on Mark Donnal.,20,35
2:22,2717,Marc Gosselin missed Three Point Jumper.,20,35
2:22,228,Donte Grantham Defensive Rebound.,20,35
2:13,228,Donte Grantham made Layup.,20,37
2:13,2717,Foul on Onno Steger.,20,37
2:13,228,Donte Grantham made Free Throw.,20,38
2:03,228,Foul on Malik William.,20,38
2:03,2717,Mike Amius missed Free Throw.,20,38
2:03,228,Malik William Defensive Rebound.,20,38
1:52,228,Shelton Mitchell Turnover.,20,38
1:43,2717,Charlendez Brooks missed Layup.,20,38
1:43,228,Donte Grantham Defensive Rebound.,20,38
1:35,228,Gabe DeVoe made Three Point Jumper. Assisted by Anthony Oliver II.,20,41
1:14,2717,Marc Gosselin made Layup. Assisted by Devin Peterson.,22,41
0:53,228,Donte Grantham made Three Point Jumper.,22,44
0:30,2717,Haboubacar Mutombo missed Jumper.,22,44
0:30,228,Donte Grantham Defensive Rebound.,22,44
0:07,228,Gabe DeVoe missed Jumper.,22,44
0:07,2717,Charlendez Brooks Defensive Rebound.,22,44
0:00,228,End of 1st half,22,44
19:48,228,Gabe DeVoe Turnover.,22,44
19:30,2717,Haboubacar Mutombo made Layup.,24,44
19:11,228,Donte Grantham Turnover.,24,44
19:11,228,Foul on Donte Grantham.,24,44
18:51,2717,Mike Amius missed Layup.,24,44
18:51,228,Elijah Thomas Defensive Rebound.,24,44
18:44,228,Donte Grantham made Layup. Assisted by Shelton Mitchell.,24,46
18:26,2717,Devin Peterson Turnover.,24,46
18:23,228,Shelton Mitchell Steal.,24,46
18:23,2717,Foul on Onno Steger.,24,46
18:23,228,Shelton Mitchell made Free Throw.,24,47
18:23,228,Shelton Mitchell made Free Throw.,24,48
18:08,228,Foul on Anthony Oliver II.,24,48
18:03,2717,Haboubacar Mutombo missed Jumper.,24,48
18:03,228,Scott Spencer Defensive Rebound.,24,48
17:53,228,Elijah Thomas made Layup.,24,50
17:35,2717,Onno Steger made Layup. Assisted by Mike Amius.,26,50
17:24,228,Donte Grantham made Three Point Jumper. Assisted by Shelton Mitchell.,26,53
17:09,228,Foul on Elijah Thomas.,26,53
17:06,2717,Devin Peterson Turnover.,26,53
17:04,228,Aamir Simms Steal.,26,53
16:59,228,Shelton Mitchell missed Layup.,26,53
16:59,2717,Onno Steger Defensive Rebound.,26,53
16:59,2717,Onno Steger Turnover.,26,53
16:59,2717,Foul on Onno Steger.,26,53
16:45,228,Shelton Mitchell made Layup.,26,55
16:31,2717,Marc Gosselin made Jumper.,28,55
15:59,228,Marcquise Reed made Layup.,28,57
15:40,2717,Haboubacar Mutombo missed Jumper.,28,57
15:40,228,Elijah Thomas Defensive Rebound.,28,57
15:30,228,Donte Grantham Turnover.,28,57
15:30,228,Foul on Donte Grantham.,28,57
15:30,228,Official TV Timeout,28,57
15:14,228,Foul on Marcquise Reed.,28,57
15:10,2717,Haboubacar Mutombo missed Layup.,28,57
15:10,228,Aamir Simms Block.,28,57
15:09,228,Elijah Thomas Defensive Rebound.,28,57
15:01,228,Elijah Thomas Turnover.,28,57
14:51,2717,Deriece Parks made Three Point Jumper. Assisted by Marc Gosselin.,31,57
14:41,228,Clemson  Timeout,31,57
14:22,2717,Foul on Mike Amius.,31,57
14:22,228,Elijah Thomas made Free Throw.,31,58
14:22,228,Elijah Thomas missed Free Throw.,31,58
14:22,2717,Marc Gosselin Defensive Rebound.,31,58
13:54,2717,Mike Amius made Layup.,33,58
13:32,228,Elijah Thomas made Layup.,33,60
13:09,2717,Mike Amius made Layup.,35,60
12:46,228,Scott Spencer made Jumper.,35,62
12:25,2717,Deriece Parks missed Jumper.,35,62
12:25,228,Elijah Thomas Block.,35,62
12:22,2717,Deriece Parks Offensive Rebound.,35,62
12:19,2717,Mike Amius missed Layup.,35,62
12:19,228,Elijah Thomas Block.,35,62
12:17,228,Aamir Simms Defensive Rebound.,35,62
12:04,228,Scott Spencer made Jumper.,35,64
11:55,2717,Western Carolina  Timeout,35,64
11:30,2717,Devin Peterson Turnover.,35,64
11:13,2717,Foul on Matt Halvorsen.,35,64
11:13,228,Anthony Oliver II made Free Throw.,35,65
11:13,228,Anthony Oliver II made Free Throw.,35,66
10:57,2717,Matt Halvorsen missed Three Point Jumper.,35,66
10:57,228,Clyde Trapp Defensive Rebound.,35,66
10:30,228,Aamir Simms missed Jumper.,35,66
10:30,228,Malik William Offensive Rebound.,35,66
10:26,228,Anthony Oliver II missed Layup.,35,66
10:26,2717,Maurice Smith Defensive Rebound.,35,66
10:17,228,Foul on Aamir Simms.,35,66
10:17,2717,Maurice Smith missed Free Throw.,35,66
10:17,2717,Western Carolina Deadball Team Rebound.,35,66
10:17,2717,Maurice Smith made Free Throw.,36,66
10:04,2717,Foul on Desmond Johnson.,36,66
10:04,228,Malik William made Free Throw.,36,67
10:04,228,Malik William made Free Throw.,36,68
9:52,2717,Desmond Johnson Turnover.,36,68
9:28,2717,Foul on Desmond Johnson.,36,68
9:28,228,Clyde Trapp made Free Throw.,36,69
9:28,228,Clyde Trapp made Free Throw.,36,70
9:09,228,Foul on Clyde Trapp.,36,70
9:09,2717,Desmond Johnson missed Free Throw.,36,70
9:09,2717,Western Carolina Deadball Team Rebound.,36,70
9:09,2717,Desmond Johnson missed Free Throw.,36,70
9:09,228,Aamir Simms Defensive Rebound.,36,70
8:57,228,Malik William missed Three Point Jumper.,36,70
8:57,2717,Maurice Smith Defensive Rebound.,36,70
8:45,2717,Adam Sledd missed Layup.,36,70
8:45,228,Malik William Block.,36,70
8:44,2717,Adam Sledd Offensive Rebound.,36,70
8:40,2717,Onno Steger missed Jumper.,36,70
8:40,228,Scott Spencer Defensive Rebound.,36,70
8:26,228,Malik William made Layup. Assisted by Aamir Simms.,36,72
8:07,2717,Onno Steger made Three Point Jumper. Assisted by Maurice Smith.,39,72
7:58,2717,Foul on Desmond Johnson.,39,72
7:58,228,Official TV Timeout,39,72
7:58,228,Clyde Trapp missed Free Throw.,39,72
7:58,2717,Desmond Johnson Defensive Rebound.,39,72
7:43,228,Foul on Scott Spencer.,39,72
7:43,2717,Onno Steger made Free Throw.,40,72
7:43,2717,Onno Steger missed Free Throw.,40,72
7:43,228,Malik William Defensive Rebound.,40,72
7:32,228,Malik William made Jumper. Assisted by Anthony Oliver II.,40,74
7:21,2717,Matt Halvorsen made Three Point Jumper. Assisted by Desmond Johnson.,43,74
7:02,228,Clyde Trapp missed Jumper.,43,74
7:02,2717,Maurice Smith Defensive Rebound.,43,74
6:48,2717,Matt Halvorsen missed Three Point Jumper.,43,74
6:48,228,Scott Spencer Defensive Rebound.,43,74
6:36,228,Anthony Oliver II missed Jumper.,43,74
6:36,228,Scott Spencer Offensive Rebound.,43,74
6:32,228,Scott Spencer missed Layup.,43,74
6:32,2717,Adam Sledd Defensive Rebound.,43,74
6:26,2717,Matt Halvorsen missed Three Point Jumper.,43,74
6:26,228,Anthony Oliver II Defensive Rebound.,43,74
6:00,228,Malik William missed Jumper.,43,74
6:00,2717,Onno Steger Defensive Rebound.,43,74
5:53,2717,Matt Halvorsen missed Three Point Jumper.,43,74
5:53,228,Anthony Oliver II Defensive Rebound.,43,74
5:49,228,Anthony Oliver II Turnover.,43,74
5:45,2717,Desmond Johnson missed Layup.,43,74
5:45,228,Clyde Trapp Defensive Rebound.,43,74
5:40,228,Gabe DeVoe made Layup. Assisted by Clyde Trapp.,43,76
5:30,2717,Maurice Smith made Three Point Jumper. Assisted by Desmond Johnson.,46,76
5:14,2717,Foul on Desmond Johnson.,46,76
5:14,228,Clyde Trapp made Free Throw.,46,77
5:14,228,Clyde Trapp made Free Throw.,46,78
4:56,2717,Maurice Smith Turnover.,46,78
4:48,228,Clyde Trapp Turnover.,46,78
4:48,228,Foul on Clyde Trapp.,46,78
4:39,2717,Jason McMillan missed Three Point Jumper.,46,78
4:39,228,Anthony Oliver II Defensive Rebound.,46,78
4:32,228,Aamir Simms made Dunk. Assisted by Lyles Davis.,46,80
4:08,2717,Ashley Williams made Jumper.,48,80
3:54,228,Lyles Davis missed Layup.,48,80
3:54,228,Mark Donnal Offensive Rebound.,48,80
3:51,228,Mark Donnal Turnover.,48,80
3:51,2717,Maurice Smith Steal.,48,80
3:44,2717,Matt Halvorsen Turnover.,48,80
3:43,228,Aamir Simms Steal.,48,80
3:38,228,Anthony Oliver II made Three Point Jumper. Assisted by Scott Spencer.,48,83
3:20,2717,Yalim Olcay Turnover.,48,83
3:18,228,Mark Donnal Steal.,48,83
3:04,228,Official TV Timeout,48,83
2:57,228,Malik William missed Jumper.,48,83
2:57,2717,Yalim Olcay Defensive Rebound.,48,83
2:35,2717,Ashley Williams made Three Point Jumper. Assisted by Marcus Thomas.,51,83
2:15,228,Scott Spencer missed Three Point Jumper.,51,83
2:15,2717,Yalim Olcay Defensive Rebound.,51,83
2:01,2717,Jason McMillan Turnover.,51,83
2:00,228,Scott Spencer Steal.,51,83
1:58,228,Scott Spencer made Layup.,51,85
1:44,2717,Yalim Olcay made Layup.,53,85
1:20,228,Aamir Simms missed Jumper.,53,85
1:20,228,Malik William Offensive Rebound.,53,85
1:15,228,Isaac Fields missed Three Point Jumper.,53,85
1:15,2717,Devonte Fuller Defensive Rebound.,53,85
1:06,228,Foul on Malik William.,53,85
1:06,2717,Devonte Fuller made Free Throw.,54,85
1:06,2717,Devonte Fuller made Free Throw.,55,85
0:52,228,Lyles Davis missed Three Point Jumper.,55,85
0:52,228,Malik William Offensive Rebound.,55,85
0:45,228,Malik William missed Jumper.,55,85
0:45,2717,Marcus Thomas Defensive Rebound.,55,85
0:37,2717,Devonte Fuller missed Jumper.,55,85
0:37,228,Anthony Oliver II Defensive Rebound.,55,85
0:16,228,Malik William missed Jumper.,55,85
0:16,2717,Ashley Williams Defensive Rebound.,55,85
0:10,2717,Ashley Williams missed Layup.,55,85
0:10,228,Malik William Block.,55,85
0:07,2717,Devonte Fuller Offensive Rebound.,55,85
0:06,2717,Devonte Fuller missed Layup.,55,85
0:06,2717,Marcus Thomas Offensive Rebound.,55,85
0:01,2717,Marcus Thomas made Layup.,57,85
0:00,228,End of Game,57,85
