Howard,2638,UTEP,47
2:40,2638,Paul Thomas missed Free Throw.,23,33
2:40,47,Zion Cousins Defensive Rebound.,23,33
2:16,47,Jalen Jones missed Jumper.,23,33
2:16,2638,Keith Frazier Defensive Rebound.,23,33
2:03,2638,Keith Frazier missed Three Point Jumper.,23,33
2:03,47,RJ Cole Defensive Rebound.,23,33
1:55,47,RJ Cole made Three Point Jumper.,26,33
1:33,2638,Keith Frazier missed Three Point Jumper.,26,33
1:33,47,Marcus Hall Defensive Rebound.,26,33
1:16,47,RJ Cole missed Three Point Jumper.,26,33
1:16,47,Marcus Hall Offensive Rebound.,26,33
1:13,2638,Foul on Paul Thomas.,26,33
1:13,47,Nate Garvey made Free Throw.,27,33
1:13,47,Nate Garvey made Free Throw.,28,33
0:59,2638,Trey Touchet made Jumper. Assisted by Omega Harris.,28,35
0:46,47,Nate Garvey missed Three Point Jumper.,28,35
0:46,2638,Keith Frazier Defensive Rebound.,28,35
0:38,2638,Keith Frazier made Layup.,28,37
0:07,47,RJ Cole made Layup.,30,37
0:07,2638,UTEP  Timeout,30,37
0:01,2638,Keith Frazier Turnover.,30,37
0:00,2638,End of 1st half,30,37
19:38,2638,Omega Harris made Three Point Jumper. Assisted by Kobe Magee.,30,40
19:16,2638,Foul on Kobe Magee.,30,40
18:57,47,RJ Cole missed Three Point Jumper.,30,40
18:57,47,Zion Cousins Offensive Rebound.,30,40
18:53,2638,Foul on Jake Flaggert.,30,40
18:52,47,Charles Williams missed Three Point Jumper.,30,40
18:52,47,Zion Cousins Offensive Rebound.,30,40
18:48,47,Zion Cousins missed Layup.,30,40
18:48,2638,Kobe Magee Defensive Rebound.,30,40
18:44,47,Foul on Cameron Lewis.,30,40
18:44,2638,Omega Harris made Free Throw.,30,41
18:44,2638,Omega Harris missed Free Throw.,30,41
18:44,47,Cameron Lewis Defensive Rebound.,30,41
18:27,47,Cameron Lewis missed Jumper.,30,41
18:27,2638,Jake Flaggert Defensive Rebound.,30,41
18:07,2638,Tirus Smith missed Jumper.,30,41
18:07,47,Jalen Jones Defensive Rebound.,30,41
17:59,47,Foul on RJ Cole.,30,41
17:59,47,RJ Cole Turnover.,30,41
17:37,47,Foul on Zion Cousins.,30,41
17:27,2638,Omega Harris missed Layup.,30,41
17:27,2638,Tirus Smith Offensive Rebound.,30,41
17:22,2638,Tirus Smith missed Dunk.,30,41
17:22,47,Zion Cousins Defensive Rebound.,30,41
17:16,47,Charles Williams made Jumper.,32,41
16:57,2638,Keith Frazier missed Dunk.,32,41
16:57,2638,UTEP Offensive Rebound.,32,41
16:48,2638,Omega Harris made Three Point Jumper. Assisted by Keith Frazier.,32,44
16:33,2638,Foul on Kobe Magee.,32,44
16:14,47,RJ Cole Turnover.,32,44
15:52,2638,Omega Harris made Jumper.,32,46
15:35,2638,Foul on Evan Gilyard.,32,46
15:35,2638,Official TV Timeout,32,46
15:20,47,Nate Garvey Turnover.,32,46
15:19,2638,Keith Frazier Steal.,32,46
15:04,2638,Evan Gilyard missed Three Point Jumper.,32,46
15:04,47,Marcus Hall Defensive Rebound.,32,46
14:51,2638,Foul on Evan Gilyard.,32,46
14:51,47,RJ Cole made Free Throw.,33,46
14:51,47,RJ Cole made Free Throw.,34,46
14:25,2638,Omega Harris missed Three Point Jumper.,34,46
14:25,2638,Tirus Smith Offensive Rebound.,34,46
14:23,47,Foul on Marcus Hall.,34,46
14:08,2638,Tirus Smith made Jumper.,34,48
14:08,47,Foul on Zion Cousins.,34,48
14:08,2638,Tirus Smith made Free Throw.,34,49
13:53,47,RJ Cole missed Jumper.,34,49
13:53,2638,Tirus Smith Defensive Rebound.,34,49
13:24,2638,Omega Harris missed Jumper.,34,49
13:24,47,Michael Obindu Defensive Rebound.,34,49
12:55,47,Foul on Cameron Lewis.,34,49
12:55,47,Cameron Lewis Turnover.,34,49
12:27,2638,Evan Gilyard missed Layup.,34,49
12:27,47,Michael Obindu Defensive Rebound.,34,49
12:16,2638,Foul on Tirus Smith.,34,49
12:14,47,Kyle Foster made Three Point Jumper. Assisted by RJ Cole.,37,49
11:42,2638,Kobe Magee missed Three Point Jumper.,37,49
11:42,47,Kyle Foster Defensive Rebound.,37,49
11:28,47,Kyle Foster missed Three Point Jumper.,37,49
11:28,2638,Kobe Magee Defensive Rebound.,37,49
11:23,2638,Omega Harris made Layup.,37,51
10:57,2638,Foul on Tirus Smith.,37,51
10:57,2638,Official TV Timeout,37,51
10:57,47,RJ Cole made Free Throw.,38,51
10:57,47,RJ Cole made Free Throw.,39,51
10:32,2638,Evan Gilyard missed Three Point Jumper.,39,51
10:32,47,Michael Obindu Defensive Rebound.,39,51
10:17,2638,Foul on Omega Harris.,39,51
10:17,47,Charles Williams missed Free Throw.,39,51
10:17,2638,Jake Flaggert Defensive Rebound.,39,51
10:00,2638,Tirus Smith made Layup. Assisted by Kobe Magee.,39,53
9:54,47,Charles Williams missed Jumper.,39,53
9:54,47,Zion Cousins Offensive Rebound.,39,53
9:37,47,Michael Obindu missed Jumper.,39,53
9:37,47,Charles Williams Offensive Rebound.,39,53
9:33,47,Foul on Charles Williams.,39,53
9:33,47,Charles Williams Turnover.,39,53
9:15,2638,Tirus Smith made Layup. Assisted by Jake Flaggert.,39,55
8:51,47,Michael Obindu missed Jumper.,39,55
8:51,2638,Keith Frazier Defensive Rebound.,39,55
8:25,2638,Keith Frazier missed Three Point Jumper.,39,55
8:25,47,Charles Williams Defensive Rebound.,39,55
8:13,47,RJ Cole missed Layup.,39,55
8:13,2638,Tirus Smith Defensive Rebound.,39,55
7:56,2638,Tirus Smith Turnover.,39,55
7:56,2638,Official TV Timeout,39,55
7:34,47,Nate Garvey missed Three Point Jumper.,39,55
7:34,2638,Tirus Smith Defensive Rebound.,39,55
7:19,2638,Omega Harris Turnover.,39,55
7:02,47,RJ Cole made Three Point Jumper. Assisted by Nate Garvey.,42,55
6:30,47,Foul on Dalique Mingo.,42,55
6:30,2638,Keith Frazier made Free Throw.,42,56
6:30,2638,Keith Frazier made Free Throw.,42,57
6:14,47,Charles Williams made Three Point Jumper. Assisted by Dalique Mingo.,45,57
5:57,2638,Keith Frazier made Three Point Jumper. Assisted by Isiah Osborne.,45,60
5:44,47,Nate Garvey missed Three Point Jumper.,45,60
5:44,2638,Omega Harris Defensive Rebound.,45,60
5:35,2638,Tirus Smith made Dunk. Assisted by Omega Harris.,45,62
5:34,47,Foul on Zion Cousins.,45,62
5:34,2638,Tirus Smith missed Free Throw.,45,62
5:34,2638,Isiah Osborne Offensive Rebound.,45,62
5:19,47,Foul on Marcus Hall.,45,62
5:19,2638,Keith Frazier made Free Throw.,45,63
5:19,2638,Keith Frazier missed Free Throw.,45,63
5:19,47,Michael Obindu Defensive Rebound.,45,63
5:19,2638,Foul on Tirus Smith.,45,63
5:19,47,Michael Obindu missed Free Throw.,45,63
5:19,2638,Tirus Smith Defensive Rebound.,45,63
5:11,2638,UTEP  Timeout,45,63
5:11,2638,Official TV Timeout,45,63
5:06,47,Foul on Jalen Jones.,45,63
5:06,2638,Keith Frazier made Free Throw.,45,64
5:06,2638,Keith Frazier made Free Throw.,45,65
5:00,47,Kyle Foster made Three Point Jumper.,48,65
4:36,2638,Tirus Smith missed Layup.,48,65
4:36,2638,Tirus Smith Offensive Rebound.,48,65
4:33,2638,Tirus Smith made Dunk.,48,67
4:17,47,Charles Williams missed Jumper.,48,67
4:17,2638,Isiah Osborne Defensive Rebound.,48,67
3:52,2638,Kobe Magee missed Three Point Jumper.,48,67
3:52,47,Charles Williams Defensive Rebound.,48,67
3:44,47,RJ Cole missed Jumper.,48,67
3:44,47,Cameron Lewis Offensive Rebound.,48,67
3:41,47,Cameron Lewis made Layup.,50,67
3:26,47,Foul on Kyle Foster.,50,67
3:26,2638,Official TV Timeout,50,67
3:26,2638,Tirus Smith missed Free Throw.,50,67
3:26,2638,UTEP Deadball Team Rebound.,50,67
3:26,2638,Tirus Smith missed Free Throw.,50,67
3:26,47,Jalen Jones Defensive Rebound.,50,67
3:26,2638,Foul on Isiah Osborne.,50,67
3:26,47,Cameron Lewis made Free Throw.,51,67
3:26,47,Cameron Lewis made Free Throw.,52,67
3:00,2638,Kobe Magee missed Jumper.,52,67
3:00,47,RJ Cole Defensive Rebound.,52,67
2:54,47,Kyle Foster missed Three Point Jumper.,52,67
2:54,2638,Paul Thomas Defensive Rebound.,52,67
2:24,2638,Omega Harris missed Jumper.,52,67
2:24,47,RJ Cole Defensive Rebound.,52,67
2:16,47,Ibrahim Dosunmu Turnover.,52,67
1:53,2638,Keith Frazier missed Three Point Jumper.,52,67
1:53,47,Kyle Foster Defensive Rebound.,52,67
1:42,47,RJ Cole made Jumper.,54,67
1:42,47,Howard  Timeout,54,67
1:18,2638,Isiah Osborne missed Three Point Jumper.,54,67
1:18,47,Charles Williams Defensive Rebound.,54,67
1:09,47,Charles Williams made Layup.,56,67
0:50,2638,Keith Frazier made Layup. Assisted by Isiah Osborne.,56,69
0:42,47,RJ Cole missed Jumper.,56,69
0:42,2638,Kobe Magee Defensive Rebound.,56,69
0:14,2638,Omega Harris Turnover.,56,69
0:09,47,RJ Cole missed Three Point Jumper.,56,69
0:09,2638,UTEP Defensive Rebound.,56,69
0:00,2638,End of Game,56,69
