Milligan,Error,Troy,2653
5:05,2653,Juan Davis Jr. Offensive Rebound.,17,33
5:01,2653,Juan Davis Jr. made Layup.,17,35
4:46,-1,David Casaday made Layup.,19,35
4:37,2653,Wesley Person missed Three Point Jumper.,19,35
4:37,2653,Kevin Baker Offensive Rebound.,19,35
4:26,2653,Wesley Person missed Three Point Jumper.,19,35
4:26,2653,Alex Hicks Offensive Rebound.,19,35
4:19,2653,Malik Burnett made Jumper.,19,37
4:07,-1,Daxton Bostian Turnover.,19,37
3:59,2653,Javan Johnson made Layup. Assisted by Wesley Person.,19,39
3:41,2653,Official TV Timeout,19,39
3:41,-1,Mike Featherston missed Free Throw.,19,39
3:41,-1,Milligan Deadball Team Rebound.,19,39
3:41,-1,Mike Featherston missed Free Throw.,19,39
3:41,2653,Foul on Juan Davis Jr..,19,39
3:41,2653,Darian Adams Defensive Rebound.,19,39
3:24,-1,Daxton Bostian Defensive Rebound.,19,39
3:24,2653,Javan Johnson missed Jumper.,19,39
3:15,-1,Daxton Bostian missed Layup.,19,39
3:15,2653,Malik Burnett Defensive Rebound.,19,39
3:04,-1,Foul on Will Robinson.,19,41
3:04,2653,Javan Johnson made Layup. Assisted by Darian Adams.,19,41
3:04,2653,Javan Johnson made Free Throw.,19,42
2:37,-1,Daxton Bostian made Layup.,21,42
2:18,2653,Kevin Baker missed Three Point Jumper.,21,42
2:18,2653,Shawn Hopkins Offensive Rebound.,21,42
2:14,-1,Foul on Will Robinson.,21,42
2:14,2653,Shawn Hopkins made Free Throw.,21,43
2:14,2653,Shawn Hopkins made Free Throw.,21,44
1:59,-1,David Casaday made Layup.,23,44
1:47,2653,Malik Burnett made Layup. Assisted by Kevin Baker.,23,46
1:29,-1,Will Buckner made Layup. Assisted by Daxton Bostian.,25,46
1:20,-1,Daxton Bostian Defensive Rebound.,25,46
1:20,2653,Shawn Hopkins missed Three Point Jumper.,25,46
0:59,-1,Will Buckner made Layup.,27,46
0:45,2653,Kevin Baker Turnover.,27,46
0:44,-1,Will Buckner Steal.,27,46
0:37,-1,Tyler Faulkenberry made Three Point Jumper. Assisted by Daxton Bostian.,30,46
0:00,2653,Javan Johnson missed Dunk.,30,46
0:00,2653,Troy Deadball Team Rebound.,30,46
0:00,2653,End of 1st half,30,46
19:49,-1,Aaron Levarity missed Layup.,30,46
19:49,2653,Alex Hicks Defensive Rebound.,30,46
19:38,2653,Wesley Person missed Jumper.,30,46
19:38,-1,Will Robinson Defensive Rebound.,30,46
19:29,-1,David Casaday made Three Point Jumper.,33,46
19:09,2653,Wesley Person made Three Point Jumper. Assisted by Kevin Baker.,33,49
19:00,-1,Daxton Bostian missed Jumper.,33,49
19:00,-1,Aaron Levarity Offensive Rebound.,33,49
18:35,-1,Mike Featherston missed Jumper.,33,49
18:35,-1,Aaron Levarity Offensive Rebound.,33,49
18:34,2653,Foul on Alex Hicks.,33,49
18:16,-1,David Casaday missed Three Point Jumper.,33,49
18:16,2653,Juan Davis Jr. Defensive Rebound.,33,49
18:08,-1,Foul on David Casaday.,33,49
18:03,2653,Alex Hicks Turnover.,33,49
17:59,-1,Will Robinson Steal.,33,49
17:55,-1,Mike Featherston missed Layup.,33,49
17:55,2653,Alex Hicks Defensive Rebound.,33,49
17:46,2653,Kevin Baker missed Layup.,33,49
17:46,-1,Will Robinson Defensive Rebound.,33,49
17:41,-1,Daxton Bostian missed Three Point Jumper.,33,49
17:41,2653,Juan Davis Jr. Defensive Rebound.,33,49
17:27,2653,Juan Davis Jr. missed Three Point Jumper.,33,49
17:27,-1,David Casaday Defensive Rebound.,33,49
17:07,-1,David Casaday missed Layup.,33,49
17:07,-1,Aaron Levarity Offensive Rebound.,33,49
17:03,-1,Aaron Levarity made Layup.,35,49
16:47,2653,Wesley Person missed Three Point Jumper.,35,49
16:47,-1,Milligan Defensive Rebound.,35,49
16:26,2653,Foul on Juan Davis Jr..,35,49
16:26,-1,Will Robinson made Free Throw.,36,49
16:26,-1,Will Robinson made Free Throw.,37,49
16:05,2653,Wesley Person missed Layup.,37,49
16:05,-1,Mike Featherston Defensive Rebound.,37,49
15:48,-1,David Casaday missed Jumper.,37,49
15:48,2653,Alex Hicks Defensive Rebound.,37,49
15:43,2653,Kevin Baker Turnover.,37,49
15:43,2653,Official TV Timeout,37,49
15:37,-1,Daxton Bostian missed Jumper.,37,49
15:37,-1,Aaron Levarity Offensive Rebound.,37,49
15:36,2653,Foul on Alex Hicks.,37,49
15:27,-1,Aaron Levarity missed Layup.,37,49
15:27,2653,Alex Hicks Defensive Rebound.,37,49
15:14,2653,Juan Davis Jr. missed Three Point Jumper.,37,49
15:14,-1,Will Robinson Defensive Rebound.,37,49
14:42,-1,Aaron Levarity made Dunk. Assisted by Will Robinson.,39,49
14:24,2653,Alex Hicks Turnover.,39,49
14:22,-1,David Casaday Steal.,39,49
14:20,-1,Daxton Bostian made Three Point Jumper. Assisted by David Casaday.,42,49
13:52,2653,Wesley Person missed Jumper.,42,49
13:52,-1,Aaron Levarity Defensive Rebound.,42,49
13:33,-1,Will Robinson Turnover.,42,49
13:33,-1,Foul on Will Robinson.,42,49
13:16,2653,Javan Johnson missed Jumper.,42,49
13:16,-1,Aaron Levarity Defensive Rebound.,42,49
12:52,-1,Mike Featherston made Layup. Assisted by Aaron Levarity.,44,49
12:31,2653,B.J. Miller made Layup.,44,51
12:11,-1,Mike Featherston Turnover.,44,51
12:11,-1,Milligan  Timeout,44,51
12:11,2653,Official TV Timeout,44,51
11:53,-1,Foul on Will Buckner.,44,51
11:53,2653,Official TV Timeout,44,51
11:53,2653,B.J. Miller missed Free Throw.,44,51
11:53,2653,Troy Deadball Team Rebound.,44,51
11:53,2653,B.J. Miller made Free Throw.,44,52
11:31,-1,Will Buckner made Layup.,46,52
11:08,2653,Darian Adams missed Three Point Jumper.,46,52
11:08,-1,Milligan Defensive Rebound.,46,52
10:50,-1,Daxton Bostian missed Three Point Jumper.,46,52
10:50,2653,Troy Defensive Rebound.,46,52
10:24,2653,Javan Johnson made Three Point Jumper. Assisted by Wesley Person.,46,55
10:05,-1,Aaron Levarity Turnover.,46,55
10:05,-1,Foul on Aaron Levarity.,46,55
9:54,2653,Wesley Person made Three Point Jumper.,46,58
9:30,-1,Will Buckner made Layup. Assisted by David Casaday.,48,58
9:16,2653,Wesley Person missed Three Point Jumper.,48,58
9:16,-1,Mike Featherston Defensive Rebound.,48,58
9:06,2653,Foul on Juan Davis Jr..,48,58
9:06,-1,Mike Featherston missed Free Throw.,48,58
9:06,-1,Milligan Deadball Team Rebound.,48,58
9:06,-1,Mike Featherston missed Free Throw.,48,58
9:06,-1,Will Buckner Offensive Rebound.,48,58
9:03,-1,Will Buckner missed Layup.,48,58
9:03,2653,Wesley Person Defensive Rebound.,48,58
8:47,-1,Foul on Mike Featherston.,48,58
8:47,2653,Wesley Person made Free Throw.,48,59
8:47,2653,Wesley Person made Free Throw.,48,60
8:47,2653,Wesley Person made Free Throw.,48,61
8:36,-1,Desean Green made Layup.,50,61
8:15,2653,Alex Hicks made Layup.,50,63
7:55,-1,Will Buckner Turnover.,50,63
7:54,2653,Javan Johnson Steal.,50,63
7:50,-1,Foul on Desean Green.,50,63
7:50,2653,Javan Johnson missed Free Throw.,50,63
7:50,2653,Troy Deadball Team Rebound.,50,63
7:50,2653,Javan Johnson made Free Throw.,50,64
7:36,-1,Tyler Faulkenberry missed Jumper.,50,64
7:36,2653,Javan Johnson Defensive Rebound.,50,64
7:30,2653,Javan Johnson Turnover.,50,64
7:29,-1,Will Buckner Steal.,50,64
7:11,-1,Will Buckner missed Layup.,50,64
7:11,2653,Alex Hicks Block.,50,64
7:08,-1,Tyler Faulkenberry Offensive Rebound.,50,64
7:06,-1,Will Buckner made Layup. Assisted by Tyler Faulkenberry.,52,64
6:44,-1,Foul on Will Buckner.,52,64
6:44,2653,Alex Hicks made Free Throw.,52,65
6:44,2653,Alex Hicks made Free Throw.,52,66
6:33,-1,Daxton Bostian missed Jumper.,52,66
6:33,2653,Alex Hicks Defensive Rebound.,52,66
6:16,2653,Wesley Person missed Jumper.,52,66
6:16,-1,David Casaday Defensive Rebound.,52,66
6:08,2653,Foul on Kevin Baker.,52,66
6:00,-1,Will Robinson made Three Point Jumper. Assisted by David Casaday.,55,66
5:31,2653,Kevin Baker missed Layup.,55,66
5:31,-1,David Casaday Defensive Rebound.,55,66
5:22,-1,David Casaday Turnover.,55,66
5:21,2653,Alex Hicks Steal.,55,66
5:18,2653,Kevin Baker missed Three Point Jumper.,55,66
5:18,2653,Javan Johnson Offensive Rebound.,55,66
5:15,-1,Foul on Desean Green.,55,66
5:15,2653,Javan Johnson missed Free Throw.,55,66
5:15,-1,Aaron Levarity Defensive Rebound.,55,66
5:01,-1,Desean Green Turnover.,55,66
5:01,-1,Foul on Desean Green.,55,66
4:47,2653,B.J. Miller made Layup.,55,68
4:33,-1,Will Robinson missed Three Point Jumper.,55,68
4:33,-1,Will Robinson Offensive Rebound.,55,68
4:27,-1,Daxton Bostian missed Three Point Jumper.,55,68
4:27,2653,Kevin Baker Defensive Rebound.,55,68
4:20,2653,Kevin Baker Turnover.,55,68
4:11,-1,David Casaday missed Three Point Jumper.,55,68
4:11,2653,Juan Davis Jr. Defensive Rebound.,55,68
3:52,2653,Wesley Person missed Three Point Jumper.,55,68
3:52,2653,Juan Davis Jr. Offensive Rebound.,55,68
3:46,2653,Official TV Timeout,55,68
3:27,-1,Foul on Daxton Bostian.,55,68
3:27,2653,Wesley Person made Free Throw.,55,69
3:27,2653,Wesley Person made Free Throw.,55,70
3:27,2653,Wesley Person made Free Throw.,55,71
3:13,-1,David Casaday made Three Point Jumper. Assisted by Mike Featherston.,58,71
2:52,2653,Wesley Person missed Three Point Jumper.,58,71
2:52,-1,Daxton Bostian Defensive Rebound.,58,71
2:48,2653,Foul on Juan Davis Jr..,58,71
2:43,-1,Daxton Bostian Turnover.,58,71
2:41,2653,Wesley Person Steal.,58,71
2:39,2653,Wesley Person made Layup.,58,73
2:30,-1,Daxton Bostian made Three Point Jumper.,61,73
2:27,-1,Milligan  Timeout,61,73
1:58,2653,Javan Johnson made Layup.,61,75
1:50,-1,David Casaday made Three Point Jumper. Assisted by Mike Featherston.,64,75
1:40,2653,Troy  Timeout,64,75
1:26,2653,Wesley Person made Layup. Assisted by B.J. Miller.,64,77
1:19,-1,David Casaday made Three Point Jumper. Assisted by Daxton Bostian.,67,77
1:16,-1,Milligan  Timeout,67,77
1:08,-1,Foul on Tyler Faulkenberry.,67,77
1:08,2653,Kevin Baker missed Free Throw.,67,77
1:08,2653,Troy Deadball Team Rebound.,67,77
1:08,2653,Kevin Baker made Free Throw.,67,78
1:00,-1,David Casaday missed Three Point Jumper.,67,78
1:00,2653,Wesley Person Defensive Rebound.,67,78
0:30,-1,Foul on Tyler Faulkenberry.,67,78
0:30,2653,Wesley Person made Free Throw.,67,79
0:30,2653,Wesley Person made Free Throw.,67,80
0:20,-1,Tyler Faulkenberry Turnover.,67,80
0:20,-1,Foul on Tyler Faulkenberry.,67,80
0:00,2653,End of Game,67,80
