Connecticut,12,Arizona,41
13:12,12,Dusan Ristic Turnover.,7,10
13:12,41,Jalen Adams Steal.,7,10
13:01,41,Jalen Adams made Jumper.,9,10
12:47,12,Ira Lee missed Jumper.,9,10
12:47,41,Terry Larrier Defensive Rebound.,9,10
12:22,41,Terry Larrier missed Jumper.,9,10
12:22,12,Ira Lee Defensive Rebound.,9,10
12:06,41,Foul on David Onuorah.,9,10
12:02,12,Deandre Ayton missed Jumper.,9,10
12:02,12,Dusan Ristic Offensive Rebound.,9,10
12:02,41,Foul on Christian Vital.,9,10
12:00,41,Foul on Isaiah Whaley.,9,10
12:00,12,Official TV Timeout,9,10
12:00,12,Dusan Ristic made Free Throw.,9,11
12:00,12,Dusan Ristic missed Free Throw.,9,11
12:00,41,Antwoine Anderson Defensive Rebound.,9,11
11:48,41,Eric Cobb Turnover.,9,11
11:37,12,Parker Jackson-Cartwright Turnover.,9,11
11:22,12,Foul on Deandre Ayton.,9,11
11:22,41,Jalen Adams made Free Throw.,10,11
11:22,41,Jalen Adams made Free Throw.,11,11
11:02,12,Rawle Alkins missed Jumper.,11,11
11:02,41,Eric Cobb Defensive Rebound.,11,11
10:33,41,Jalen Adams missed Jumper.,11,11
10:33,12,Allonzo Trier Defensive Rebound.,11,11
10:25,12,Allonzo Trier made Layup.,11,13
10:14,41,Eric Cobb missed Layup.,11,13
10:14,12,Allonzo Trier Block.,11,13
10:14,12,Ira Lee Defensive Rebound.,11,13
9:53,12,Dusan Ristic missed Dunk.,11,13
9:53,41,Christian Vital Defensive Rebound.,11,13
9:34,41,Eric Cobb missed Three Point Jumper.,11,13
9:34,12,Ira Lee Defensive Rebound.,11,13
9:18,12,Foul on Ira Lee.,11,13
9:18,12,Ira Lee Turnover.,11,13
9:03,41,Terry Larrier Turnover.,11,13
8:48,12,Dusan Ristic made Jumper.,11,15
8:35,41,Josh Carlton Turnover.,11,15
8:27,12,Parker Jackson-Cartwright Turnover.,11,15
8:09,41,Josh Carlton missed Jumper.,11,15
8:09,12,Parker Jackson-Cartwright Defensive Rebound.,11,15
7:52,12,Dusan Ristic made Jumper.,11,17
7:26,12,Foul on Emmanuel Akot.,11,17
7:26,12,Official TV Timeout,11,17
7:09,41,Jalen Adams missed Layup.,11,17
7:09,12,Dusan Ristic Defensive Rebound.,11,17
6:51,12,Foul on Brandon Randolph.,11,17
6:51,12,Brandon Randolph Turnover.,11,17
6:37,41,Jalen Adams Turnover.,11,17
6:17,12,Dusan Ristic missed Jumper.,11,17
6:17,41,Antwoine Anderson Defensive Rebound.,11,17
6:02,41,Terry Larrier made Jumper.,13,17
5:50,12,Allonzo Trier made Jumper.,13,19
5:32,41,Jalen Adams Turnover.,13,19
5:21,12,Keanu Pinder made Dunk. Assisted by Dylan Smith.,13,21
5:01,41,Jalen Adams missed Layup.,13,21
5:01,41,Josh Carlton Offensive Rebound.,13,21
5:01,41,Josh Carlton made Two Point Tip Shot.,15,21
4:45,12,Dylan Smith missed Three Point Jumper.,15,21
4:45,41,Connecticut Deadball Team Rebound.,15,21
4:39,12,Foul on Keanu Pinder.,15,21
4:32,41,Connecticut  Timeout,15,21
4:26,41,Jalen Adams made Jumper.,17,21
4:02,12,Dylan Smith missed Three Point Jumper.,17,21
4:02,12,Rawle Alkins Offensive Rebound.,17,21
3:58,12,Rawle Alkins made Layup.,17,23
3:40,41,Christian Vital Turnover.,17,23
3:40,12,Allonzo Trier Steal.,17,23
3:34,12,Foul on Allonzo Trier.,17,23
3:34,12,Allonzo Trier Turnover.,17,23
3:34,12,Official TV Timeout,17,23
3:22,41,Josh Carlton missed Layup.,17,23
3:22,12,Dusan Ristic Block.,17,23
3:22,12,Dylan Smith Defensive Rebound.,17,23
3:13,12,Dusan Ristic made Layup. Assisted by Dylan Smith.,17,25
2:57,41,Terry Larrier made Three Point Jumper. Assisted by Antwoine Anderson.,20,25
2:35,12,Rawle Alkins missed Three Point Jumper.,20,25
2:35,41,Terry Larrier Defensive Rebound.,20,25
2:27,41,Jalen Adams missed Jumper.,20,25
2:27,12,Rawle Alkins Block.,20,25
2:27,41,Jalen Adams Offensive Rebound.,20,25
2:19,41,Christian Vital made Layup.,22,25
2:19,12,Foul on Dusan Ristic.,22,25
2:19,41,Christian Vital made Free Throw.,23,25
1:53,12,Brandon Randolph missed Jumper.,23,25
1:53,41,Christian Vital Defensive Rebound.,23,25
1:44,41,Christian Vital missed Three Point Jumper.,23,25
1:44,12,Rawle Alkins Defensive Rebound.,23,25
1:35,12,Brandon Randolph missed Three Point Jumper.,23,25
1:35,12,Dusan Ristic Offensive Rebound.,23,25
1:30,41,Foul on Josh Carlton.,23,25
1:30,12,Dusan Ristic made Free Throw.,23,26
1:30,12,Dusan Ristic missed Free Throw.,23,26
1:30,41,Josh Carlton Defensive Rebound.,23,26
1:20,41,Terry Larrier missed Jumper.,23,26
1:20,12,Rawle Alkins Defensive Rebound.,23,26
0:55,41,Foul on Terry Larrier.,23,26
0:55,12,Allonzo Trier made Free Throw.,23,27
0:55,12,Allonzo Trier made Free Throw.,23,28
0:37,41,Jalen Adams Turnover.,23,28
0:37,12,Rawle Alkins Steal.,23,28
0:18,12,Dusan Ristic made Jumper. Assisted by Rawle Alkins.,23,30
0:01,41,Tyler Polley missed Three Point Jumper.,23,30
0:01,12,Dusan Ristic Defensive Rebound.,23,30
0:00,12,End of 1st half,23,30
20:00,41,Jump Ball won by Connecticut,23,30
19:53,41,Terry Larrier missed Jumper.,23,30
19:53,41,Connecticut Offensive Rebound.,23,30
19:22,41,Terry Larrier made Jumper.,25,30
19:01,12,Allonzo Trier missed Three Point Jumper.,25,30
19:01,41,Eric Cobb Defensive Rebound.,25,30
18:38,41,Jalen Adams missed Layup.,25,30
18:38,12,Dusan Ristic Defensive Rebound.,25,30
18:32,12,Parker Jackson-Cartwright Turnover.,25,30
18:32,41,Christian Vital Steal.,25,30
18:25,41,Christian Vital made Three Point Jumper. Assisted by Jalen Adams.,28,30
17:57,41,Foul on Isaiah Whaley.,28,30
17:52,12,Deandre Ayton missed Jumper.,28,30
17:52,41,Christian Vital Defensive Rebound.,28,30
17:36,41,Terry Larrier made Jumper.,30,30
17:16,41,Foul on Mamadou Diarra.,30,30
17:12,12,Parker Jackson-Cartwright made Three Point Jumper. Assisted by Deandre Ayton.,30,33
16:59,41,Eric Cobb made Layup.,32,33
16:53,12,Allonzo Trier made Three Point Jumper. Assisted by Parker Jackson-Cartwright.,32,36
16:45,41,Christian Vital missed Layup.,32,36
16:45,12,Deandre Ayton Block.,32,36
16:45,41,Mamadou Diarra Offensive Rebound.,32,36
16:36,41,Mamadou Diarra made Layup.,34,36
16:18,12,Parker Jackson-Cartwright missed Jumper.,34,36
16:18,41,Jalen Adams Defensive Rebound.,34,36
16:07,41,Terry Larrier missed Layup.,34,36
16:07,41,Mamadou Diarra Offensive Rebound.,34,36
16:03,12,Foul on Dusan Ristic.,34,36
16:03,41,Mamadou Diarra made Free Throw.,35,36
16:03,41,Mamadou Diarra made Free Throw.,36,36
15:44,12,Rawle Alkins made Three Point Jumper. Assisted by Parker Jackson-Cartwright.,36,39
15:20,41,Terry Larrier missed Jumper.,36,39
15:20,12,Deandre Ayton Defensive Rebound.,36,39
15:11,12,Parker Jackson-Cartwright Turnover.,36,39
15:11,41,Mamadou Diarra Steal.,36,39
15:06,41,Mamadou Diarra Turnover.,36,39
15:06,12,Rawle Alkins Steal.,36,39
15:03,12,Rawle Alkins missed Jumper.,36,39
15:03,41,Mamadou Diarra Block.,36,39
15:03,41,Antwoine Anderson Defensive Rebound.,36,39
14:53,41,Terry Larrier made Jumper.,38,39
14:30,12,Rawle Alkins made Three Point Jumper. Assisted by Deandre Ayton.,38,42
14:02,41,David Onuorah missed Jumper.,38,42
14:02,12,Deandre Ayton Block.,38,42
14:02,12,Keanu Pinder Defensive Rebound.,38,42
13:38,41,Foul on Mamadou Diarra.,38,42
13:38,12,Official TV Timeout,38,42
13:38,12,Rawle Alkins missed Free Throw.,38,42
13:38,12,Arizona Deadball Team Rebound.,38,42
13:38,12,Rawle Alkins made Free Throw.,38,43
13:13,41,Jalen Adams missed Three Point Jumper.,38,43
13:13,12,Keanu Pinder Defensive Rebound.,38,43
12:57,12,Deandre Ayton missed Jumper.,38,43
12:57,41,Mamadou Diarra Defensive Rebound.,38,43
12:42,41,Eric Cobb Turnover.,38,43
12:42,12,Parker Jackson-Cartwright Steal.,38,43
12:42,12,Jump Ball won by Arizona,38,43
12:30,41,Foul on Eric Cobb.,38,43
12:29,12,Deandre Ayton Turnover.,38,43
12:26,41,Christian Vital made Dunk.,40,43
12:03,41,Foul on Antwoine Anderson.,40,43
11:49,12,Deandre Ayton made Jumper.,40,45
11:35,41,Jalen Adams made Jumper.,42,45
11:13,41,Foul on Antwoine Anderson.,42,45
11:13,12,Official TV Timeout,42,45
11:13,12,Allonzo Trier made Free Throw.,42,46
11:13,12,Allonzo Trier missed Free Throw.,42,46
11:13,41,Christian Vital Defensive Rebound.,42,46
11:00,12,Foul on Deandre Ayton.,42,46
11:00,41,Terry Larrier made Free Throw.,43,46
11:00,41,Terry Larrier missed Free Throw.,43,46
11:00,12,Deandre Ayton Defensive Rebound.,43,46
10:45,12,Deandre Ayton made Jumper. Assisted by Parker Jackson-Cartwright.,43,48
10:19,41,Jalen Adams made Jumper.,45,48
9:56,41,Foul on Antwoine Anderson.,45,48
9:56,12,Dusan Ristic made Free Throw.,45,49
9:56,12,Dusan Ristic made Free Throw.,45,50
9:34,41,Christian Vital Turnover.,45,50
9:12,12,Rawle Alkins missed Three Point Jumper.,45,50
9:12,41,Christian Vital Defensive Rebound.,45,50
9:05,41,Jalen Adams made Three Point Jumper. Assisted by Christian Vital.,48,50
8:37,12,Dusan Ristic made Jumper.,48,52
8:07,41,Christian Vital made Three Point Jumper.,51,52
7:38,12,Dusan Ristic made Jumper.,51,54
7:38,41,Foul on Mamadou Diarra.,51,54
7:38,12,Official TV Timeout,51,54
7:38,12,Dusan Ristic missed Free Throw.,51,54
7:38,41,Eric Cobb Defensive Rebound.,51,54
7:25,41,Jalen Adams missed Jumper.,51,54
7:25,41,David Onuorah Offensive Rebound.,51,54
7:20,41,David Onuorah missed Jumper.,51,54
7:20,41,Eric Cobb Offensive Rebound.,51,54
7:15,41,Eric Cobb made Layup.,53,54
6:59,12,Allonzo Trier missed Jumper.,53,54
6:59,41,Jalen Adams Block.,53,54
6:59,41,Terry Larrier Defensive Rebound.,53,54
6:33,41,Christian Vital missed Jumper.,53,54
6:33,12,Dusan Ristic Defensive Rebound.,53,54
6:22,12,Rawle Alkins made Three Point Jumper. Assisted by Allonzo Trier.,53,57
6:01,12,Foul on Rawle Alkins.,53,57
6:01,41,Terry Larrier made Free Throw.,54,57
6:01,41,Terry Larrier made Free Throw.,55,57
5:32,12,Rawle Alkins missed Jumper.,55,57
5:32,41,Christian Vital Defensive Rebound.,55,57
5:08,41,Jalen Adams Turnover.,55,57
4:55,12,Allonzo Trier missed Three Point Jumper.,55,57
4:55,12,Dusan Ristic Offensive Rebound.,55,57
4:50,12,Parker Jackson-Cartwright made Three Point Jumper. Assisted by Dusan Ristic.,55,60
4:38,41,Connecticut  Timeout,55,60
4:18,41,Eric Cobb Turnover.,55,60
3:55,12,Allonzo Trier made Three Point Jumper. Assisted by Deandre Ayton.,55,63
3:33,41,Jalen Adams missed Jumper.,55,63
3:33,12,Deandre Ayton Defensive Rebound.,55,63
3:08,12,Rawle Alkins made Dunk.,55,65
2:46,12,Foul on Deandre Ayton.,55,65
2:46,12,Official TV Timeout,55,65
2:46,41,Eric Cobb made Free Throw.,56,65
2:46,41,Eric Cobb missed Free Throw.,56,65
2:46,12,Deandre Ayton Defensive Rebound.,56,65
2:41,12,Allonzo Trier made Dunk. Assisted by Deandre Ayton.,56,67
2:32,41,Terry Larrier missed Three Point Jumper.,56,67
2:32,41,Connecticut Offensive Rebound.,56,67
2:23,41,Connecticut  Timeout,56,67
2:17,41,Christian Vital missed Three Point Jumper.,56,67
2:17,12,Rawle Alkins Defensive Rebound.,56,67
2:08,41,Foul on Antwoine Anderson.,56,67
2:08,12,Rawle Alkins made Free Throw.,56,68
2:08,12,Rawle Alkins made Free Throw.,56,69
2:04,41,Jalen Adams Turnover.,56,69
1:43,12,Deandre Ayton made Jumper.,56,71
1:26,41,Terry Larrier made Jumper.,58,71
1:06,12,Deandre Ayton Turnover.,58,71
1:06,41,Christian Vital Steal.,58,71
1:01,41,Terry Larrier missed Layup.,58,71
1:01,41,Connecticut Offensive Rebound.,58,71
0:46,12,Foul on Dusan Ristic.,58,71
0:45,41,Jalen Adams missed Three Point Jumper.,58,71
0:45,12,Dusan Ristic Defensive Rebound.,58,71
0:38,12,Dusan Ristic Turnover.,58,71
0:38,41,Christian Vital Steal.,58,71
0:38,41,Christian Vital Turnover.,58,71
0:38,12,Dusan Ristic Steal.,58,71
0:32,41,Foul on Jalen Adams.,58,71
0:32,12,Dusan Ristic made Free Throw.,58,72
0:32,12,Dusan Ristic made Free Throw.,58,73
0:30,41,Christian Vital missed Three Point Jumper.,58,73
0:30,12,Allonzo Trier Defensive Rebound.,58,73
0:00,12,End of Game,58,73
