Southern Miss,52,Florida State,2572
12:53,2572,Anfernee Hampton made Jumper.,32,62
12:41,52,Brandon Allen made Three Point Jumper. Assisted by Trent Forrest.,32,65
12:19,2572,LaDavius Draine missed Jumper.,32,65
12:19,52,PJ Savoy Defensive Rebound.,32,65
12:12,52,M.J. Walker missed Three Point Jumper.,32,65
12:12,2572,Tyree Griffin Defensive Rebound.,32,65
11:58,2572,Tyree Griffin missed Three Point Jumper.,32,65
11:58,52,Trent Forrest Defensive Rebound.,32,65
11:50,52,PJ Savoy missed Three Point Jumper.,32,65
11:50,52,Brandon Allen Offensive Rebound.,32,65
11:47,52,Brandon Allen missed Layup.,32,65
11:47,2572,Anfernee Hampton Defensive Rebound.,32,65
11:37,2572,Cortez Edwards missed Jumper.,32,65
11:37,52,Trent Forrest Defensive Rebound.,32,65
11:27,52,Mfiondu Kabengele made Three Point Jumper. Assisted by Trent Forrest.,32,68
11:06,2572,Anfernee Hampton missed Jumper.,32,68
11:06,52,Mfiondu Kabengele Defensive Rebound.,32,68
10:56,52,Mfiondu Kabengele made Three Point Jumper. Assisted by Trent Forrest.,32,71
10:32,2572,Cortez Edwards made Layup. Assisted by Tyree Griffin.,34,71
10:21,52,Mfiondu Kabengele Turnover.,34,71
10:21,52,Official TV Timeout,34,71
10:01,2572,Anfernee Hampton made Layup. Assisted by Dominic Magee.,36,71
9:42,52,Mfiondu Kabengele made Layup. Assisted by Trent Forrest.,36,73
9:25,2572,Anfernee Hampton Turnover.,36,73
9:09,52,PJ Savoy Turnover.,36,73
9:09,2572,Anfernee Hampton Steal.,36,73
9:06,2572,Anfernee Hampton made Layup.,38,73
8:57,52,M.J. Walker made Three Point Jumper. Assisted by Trent Forrest.,38,76
8:44,2572,D'Angelo Richardson Turnover.,38,76
8:43,52,M.J. Walker Steal.,38,76
8:36,52,M.J. Walker missed Jumper.,38,76
8:36,2572,Tim Rowe Defensive Rebound.,38,76
8:16,2572,Cortez Edwards missed Three Point Jumper.,38,76
8:16,2572,Anfernee Hampton Offensive Rebound.,38,76
8:05,2572,Anfernee Hampton missed Layup.,38,76
8:05,52,Ike Obiagu Block.,38,76
8:05,52,Wyatt Wilkes Defensive Rebound.,38,76
7:56,52,PJ Savoy missed Three Point Jumper.,38,76
7:56,52,Wyatt Wilkes Offensive Rebound.,38,76
7:48,52,PJ Savoy made Three Point Jumper. Assisted by Trent Forrest.,38,79
7:24,2572,Anfernee Hampton missed Three Point Jumper.,38,79
7:24,52,Trent Forrest Defensive Rebound.,38,79
7:16,52,M.J. Walker made Three Point Jumper. Assisted by Wyatt Wilkes.,38,82
6:55,52,Foul on Wyatt Wilkes.,38,82
6:55,52,Official TV Timeout,38,82
6:39,2572,D'Angelo Richardson missed Three Point Jumper.,38,82
6:39,52,PJ Savoy Defensive Rebound.,38,82
6:30,52,Wyatt Wilkes missed Three Point Jumper.,38,82
6:30,2572,Anfernee Hampton Defensive Rebound.,38,82
6:01,2572,Foul on Dominic Magee.,38,82
6:01,2572,Dominic Magee Turnover.,38,82
5:48,52,M.J. Walker missed Three Point Jumper.,38,82
5:48,2572,Anfernee Hampton Defensive Rebound.,38,82
5:30,2572,Dominic Magee Turnover.,38,82
5:30,52,Trent Forrest Steal.,38,82
5:23,52,PJ Savoy made Three Point Jumper. Assisted by M.J. Walker.,38,85
4:58,2572,Dominic Magee missed Layup.,38,85
4:58,52,PJ Savoy Defensive Rebound.,38,85
4:57,52,Trent Forrest made Layup.,38,87
4:55,2572,Foul on Clay Weatherspoon.,38,87
4:55,52,Trent Forrest made Free Throw.,38,88
4:25,2572,D'Angelo Richardson Turnover.,38,88
4:08,52,Brandon Allen made Dunk. Assisted by Trent Forrest.,38,90
3:50,2572,Dominic Magee made Layup. Assisted by D'Angelo Richardson.,40,90
3:44,52,Wyatt Wilkes missed Three Point Jumper.,40,90
3:44,2572,Rodney Gill Defensive Rebound.,40,90
3:37,2572,Rodney Gill Turnover.,40,90
3:37,52,Official TV Timeout,40,90
3:27,52,PJ Savoy missed Three Point Jumper.,40,90
3:27,2572,D'Angelo Richardson Defensive Rebound.,40,90
3:15,2572,Anfernee Hampton Turnover.,40,90
3:07,52,M.J. Walker missed Three Point Jumper.,40,90
3:07,2572,Anfernee Hampton Defensive Rebound.,40,90
2:52,52,Foul on M.J. Walker.,40,90
2:52,2572,D'Angelo Richardson missed Free Throw.,40,90
2:52,2572,Southern Miss Deadball Team Rebound.,40,90
2:52,2572,D'Angelo Richardson made Free Throw.,41,90
2:39,52,Harrison Prieto missed Jumper.,41,90
2:39,2572,Dominic Magee Defensive Rebound.,41,90
2:27,2572,Clay Weatherspoon missed Three Point Jumper.,41,90
2:27,52,Will Miles Defensive Rebound.,41,90
2:11,52,Travis Light made Three Point Jumper. Assisted by Harrison Prieto.,41,93
1:54,2572,Anfernee Hampton missed Layup.,41,93
1:54,52,Wyatt Wilkes Defensive Rebound.,41,93
1:48,52,Travis Light made Three Point Jumper. Assisted by Justin Lindner.,41,96
1:27,2572,Dominic Magee missed Three Point Jumper.,41,96
1:27,52,Florida State Defensive Rebound.,41,96
1:12,52,Travis Light missed Three Point Jumper.,41,96
1:12,52,Florida State Offensive Rebound.,41,96
1:00,52,Harrison Prieto made Layup. Assisted by Justin Lindner.,41,98
0:50,2572,D'Angelo Richardson made Layup.,43,98
0:42,52,Justin Lindner missed Layup.,43,98
0:42,2572,LaDavius Draine Defensive Rebound.,43,98
0:28,2572,Rodney Gill missed Layup.,43,98
0:28,2572,Southern Miss Deadball Team Rebound.,43,98
0:26,52,Foul on Justin Lindner.,43,98
0:23,2572,Rodney Gill missed Three Point Jumper.,43,98
0:23,52,Wyatt Wilkes Block.,43,98
0:22,2572,Rodney Gill Offensive Rebound.,43,98
0:15,2572,D'Angelo Richardson made Layup.,45,98
0:00,52,Will Miles missed Three Point Jumper.,45,98
0:00,2572,LaDavius Draine Defensive Rebound.,45,98
0:00,52,End of Game,45,98
