Trinity University (TX),Error,Incarnate Word,2916
11:19,2916,Sam Burmeister Turnover.,12,16
10:59,-1,Brooks Mays Turnover.,12,16
10:40,2916,Jorden Kite Turnover.,12,16
10:26,-1,Danny Rivara made Dunk. Assisted by Aaron Knopp.,14,16
10:10,2916,Charles Brown III made Layup.,14,18
9:54,-1,Stephen Molina Turnover.,14,18
9:36,2916,Jalin Hart missed Layup.,14,18
9:36,-1,Trinity (TX) Defensive Rebound.,14,18
9:34,2916,Foul on Charles Brown III.,14,18
9:23,-1,Matthew Colliflower missed Three Point Jumper.,14,18
9:23,2916,Augustine Ene Defensive Rebound.,14,18
9:06,2916,Charles Brown III Turnover.,14,18
8:46,-1,Stephen Molina missed Layup.,14,18
8:46,-1,Stephen Molina Offensive Rebound.,14,18
8:33,-1,Aaron Knopp made Jumper. Assisted by Stephen Molina.,16,18
8:27,2916,Jalin Hart Turnover.,16,18
8:18,-1,Aaron Knopp Turnover.,16,18
8:04,2916,Simi Socks missed Three Point Jumper.,16,18
8:04,2916,Augustine Ene Offensive Rebound.,16,18
7:58,2916,Augustine Ene made Layup.,16,20
7:52,-1,Isaiah Specks Turnover.,16,20
7:52,2916,Official TV Timeout,16,20
7:31,2916,Christian Peevy made Layup.,16,22
7:22,-1,Nylan Yancy missed Three Point Jumper.,16,22
7:22,2916,Simi Socks Defensive Rebound.,16,22
7:12,2916,Simi Socks Turnover.,16,22
6:44,-1,Nylan Yancy Turnover.,16,22
6:42,2916,Simi Socks Steal.,16,22
6:40,2916,Keaton Hervey made Dunk. Assisted by Simi Socks.,16,24
6:24,-1,Brian Blum made Three Point Jumper. Assisted by Matt Jones.,19,24
6:05,2916,Simi Socks made Jumper. Assisted by Jalin Hart.,19,26
5:52,-1,Brian Blum missed Three Point Jumper.,19,26
5:52,2916,Incarnate Word Defensive Rebound.,19,26
5:20,2916,Jalin Hart missed Layup.,19,26
5:20,-1,Brian Blum Defensive Rebound.,19,26
5:13,-1,Matt Jones missed Jumper.,19,26
5:13,2916,Shawn Johnson Defensive Rebound.,19,26
5:05,2916,Keaton Hervey missed Three Point Jumper.,19,26
5:05,2916,Shawn Johnson Offensive Rebound.,19,26
4:58,2916,Keaton Hervey missed Layup.,19,26
4:58,2916,Simi Socks Offensive Rebound.,19,26
4:53,2916,Simi Socks missed Layup.,19,26
4:53,2916,Simi Socks Offensive Rebound.,19,26
4:48,2916,Simi Socks made Layup.,19,28
4:32,-1,Matt Jones missed Three Point Jumper.,19,28
4:32,2916,Shawn Johnson Defensive Rebound.,19,28
4:18,2916,Simi Socks missed Layup.,19,28
4:18,-1,Matt Jones Defensive Rebound.,19,28
4:08,-1,Nylan Yancy made Three Point Jumper. Assisted by Brian Blum.,22,28
3:32,2916,Shawn Johnson made Three Point Jumper. Assisted by Augustine Ene.,22,31
3:18,-1,Nylan Yancy missed Jumper.,22,31
3:18,2916,Keaton Hervey Defensive Rebound.,22,31
3:12,2916,Keaton Hervey missed Layup.,22,31
3:12,-1,Trinity (TX) Defensive Rebound.,22,31
3:09,2916,Foul on Augustine Ene.,22,31
3:09,2916,Official TV Timeout,22,31
2:49,-1,Danny Rivara missed Jumper.,22,31
2:49,-1,Trinity (TX) Offensive Rebound.,22,31
2:41,-1,Jayden Holden missed Layup.,22,31
2:41,2916,Shawn Johnson Defensive Rebound.,22,31
2:34,2916,Foul on Simi Socks.,22,31
2:34,2916,Simi Socks Turnover.,22,31
2:19,-1,Brooks Mays missed Three Point Jumper.,22,31
2:19,2916,Shawn Johnson Defensive Rebound.,22,31
2:09,-1,Foul on Danny Rivara.,22,31
2:09,2916,Simi Socks made Free Throw.,22,32
2:09,2916,Simi Socks made Free Throw.,22,33
1:58,-1,Jayden Holden Turnover.,22,33
1:55,2916,Augustine Ene Steal.,22,33
1:52,2916,Augustine Ene made Dunk.,22,35
1:52,-1,Foul on Danny Rivara.,22,35
1:52,2916,Augustine Ene made Free Throw.,22,36
1:44,-1,Jayden Holden Turnover.,22,36
1:43,2916,Jalin Hart Steal.,22,36
1:40,2916,Jalin Hart made Layup.,22,38
1:31,-1,Taylor Kim missed Three Point Jumper.,22,38
1:31,2916,Sam Burmeister Defensive Rebound.,22,38
1:19,2916,Simi Socks made Layup. Assisted by Jalin Hart.,22,40
1:13,-1,Trinity (TX)  Timeout,22,40
1:04,-1,Brooks Mays made Jumper.,24,40
0:54,2916,Shawn Johnson missed Three Point Jumper.,24,40
0:54,-1,Brooks Mays Defensive Rebound.,24,40
0:46,-1,Brooks Mays Turnover.,24,40
0:44,2916,Shawn Johnson Steal.,24,40
0:41,2916,Jalin Hart missed Three Point Jumper.,24,40
0:41,2916,Christian Peevy Offensive Rebound.,24,40
0:36,2916,Christian Peevy made Free Throw.,24,41
0:36,-1,Foul on Isaiah Specks.,24,41
0:36,2916,Christian Peevy made Free Throw.,24,42
0:23,-1,Isaiah Specks missed Layup.,24,42
0:23,2916,Sam Burmeister Defensive Rebound.,24,42
0:18,2916,Jalin Hart missed Layup.,24,42
0:18,2916,Christian Peevy Offensive Rebound.,24,42
0:14,2916,Christian Peevy missed Layup.,24,42
0:14,2916,Christian Peevy Offensive Rebound.,24,42
0:14,-1,Foul on Matthew Colliflower.,24,42
0:14,2916,Christian Peevy made Free Throw.,24,43
0:14,2916,Christian Peevy made Free Throw.,24,44
0:05,-1,Aaron Knopp missed Layup.,24,44
0:05,2916,Christian Peevy Defensive Rebound.,24,44
0:00,2916,End of 1st half,24,44
19:46,-1,Danny Rivara made Jumper. Assisted by Matt Jones.,26,44
19:29,2916,Shawn Johnson missed Three Point Jumper.,26,44
19:29,-1,Matt Jones Defensive Rebound.,26,44
19:21,-1,Stephen Molina missed Layup.,26,44
19:21,2916,Shawn Johnson Defensive Rebound.,26,44
19:14,-1,Foul on Brooks Mays.,26,44
19:14,2916,Simi Socks made Free Throw.,26,45
19:14,2916,Simi Socks made Free Throw.,26,46
19:00,-1,Brooks Mays missed Jumper.,26,46
19:00,2916,Charles Brown III Defensive Rebound.,26,46
18:36,2916,Jalin Hart missed Jumper.,26,46
18:36,2916,Shawn Johnson Offensive Rebound.,26,46
18:20,2916,Charles Brown III Turnover.,26,46
18:18,-1,Matt Jones Steal.,26,46
18:12,-1,Danny Rivara missed Jumper.,26,46
18:12,-1,Trinity (TX) Offensive Rebound.,26,46
18:01,-1,Danny Rivara made Jumper. Assisted by Stephen Molina.,28,46
17:47,2916,Charles Brown III missed Layup.,28,46
17:47,-1,Aaron Knopp Defensive Rebound.,28,46
17:38,2916,Foul on Charles Brown III.,28,46
17:32,-1,Danny Rivara made Layup. Assisted by Stephen Molina.,30,46
17:11,2916,Charles Brown III Turnover.,30,46
16:52,-1,Danny Rivara missed Jumper.,30,46
16:52,2916,Shawn Johnson Defensive Rebound.,30,46
16:36,2916,Charles Brown III missed Layup.,30,46
16:36,2916,Simi Socks Offensive Rebound.,30,46
16:31,2916,Simi Socks missed Layup.,30,46
16:31,-1,Matt Jones Defensive Rebound.,30,46
16:26,-1,Danny Rivara Turnover.,30,46
16:14,2916,Simi Socks missed Jumper.,30,46
16:14,-1,Jayden Holden Defensive Rebound.,30,46
16:06,2916,Foul on Cody Graham.,30,46
16:04,-1,Aaron Knopp made Jumper. Assisted by Matt Jones.,32,46
15:50,2916,Charles Brown III made Three Point Jumper. Assisted by Cody Graham.,32,49
15:31,-1,Brooks Mays made Three Point Jumper. Assisted by Brooks Mays.,35,49
15:29,2916,Foul on Charles Brown III.,35,49
15:29,2916,Official TV Timeout,35,49
15:24,-1,Jayden Holden made Jumper.,37,49
15:07,2916,Shawn Johnson made Three Point Jumper. Assisted by Cody Graham.,37,52
14:58,-1,Jayden Holden missed Layup.,37,52
14:58,2916,Simi Socks Defensive Rebound.,37,52
14:47,2916,Christian Peevy made Layup.,37,54
14:20,-1,Danny Rivara missed Jumper.,37,54
14:20,2916,Christian Peevy Defensive Rebound.,37,54
14:05,-1,Foul on Jayden Holden.,37,54
14:05,2916,Christian Peevy made Free Throw.,37,55
14:05,2916,Christian Peevy made Free Throw.,37,56
13:49,-1,Brian Blum missed Jumper.,37,56
13:49,-1,Danny Rivara Offensive Rebound.,37,56
13:44,-1,Danny Rivara missed Layup.,37,56
13:44,2916,Christian Peevy Block.,37,56
13:41,-1,Danny Rivara Offensive Rebound.,37,56
13:38,-1,Taylor Kim missed Three Point Jumper.,37,56
13:38,-1,Brian Blum Offensive Rebound.,37,56
13:28,-1,Brian Blum Turnover.,37,56
13:26,2916,Shawn Johnson Steal.,37,56
13:23,2916,Christian Peevy made Dunk.,37,58
13:06,-1,Jayden Holden missed Jumper.,37,58
13:06,2916,Simi Socks Block.,37,58
13:03,2916,Shawn Johnson Defensive Rebound.,37,58
12:59,2916,Sam Burmeister missed Three Point Jumper.,37,58
12:59,-1,Brian Blum Defensive Rebound.,37,58
12:35,-1,Jayden Holden missed Jumper.,37,58
12:35,2916,Sam Burmeister Block.,37,58
12:33,2916,Sam Burmeister Defensive Rebound.,37,58
12:20,2916,Shawn Johnson missed Three Point Jumper.,37,58
12:20,-1,Stephen Molina Defensive Rebound.,37,58
12:02,-1,Stephen Molina made Three Point Jumper. Assisted by Brian Blum.,40,58
11:43,2916,Sam Burmeister made Layup.,40,60
11:25,2916,Foul on Christian Peevy.,40,60
11:25,2916,Official TV Timeout,40,60
11:25,-1,Stephen Molina made Free Throw.,41,60
11:25,-1,Stephen Molina missed Free Throw.,41,60
11:25,-1,Stephen Molina Offensive Rebound.,41,60
11:19,-1,Stephen Molina missed Jumper.,41,60
11:19,2916,Sam Burmeister Defensive Rebound.,41,60
10:57,2916,Augustine Ene made Layup.,41,62
10:40,-1,Taylor Kim missed Jumper.,41,62
10:40,2916,Christian Peevy Defensive Rebound.,41,62
10:34,2916,Jalin Hart missed Layup.,41,62
10:34,-1,Brian Blum Defensive Rebound.,41,62
10:25,-1,Kobe Patterson missed Layup.,41,62
10:25,2916,Shawn Johnson Defensive Rebound.,41,62
10:13,-1,Foul on Taylor Kim.,41,62
10:13,2916,Christian Peevy missed Free Throw.,41,62
10:13,2916,Incarnate Word Deadball Team Rebound.,41,62
10:13,2916,Christian Peevy made Free Throw.,41,63
10:06,-1,Taylor Kim missed Three Point Jumper.,41,63
10:06,-1,Matthew Colliflower Offensive Rebound.,41,63
10:02,-1,Matthew Colliflower made Layup.,43,63
9:53,2916,Christian Peevy Turnover.,43,63
9:37,-1,Nylan Yancy missed Three Point Jumper.,43,63
9:37,2916,Sam Burmeister Defensive Rebound.,43,63
9:30,-1,Foul on Kobe Patterson.,43,63
9:30,2916,Sam Burmeister made Free Throw.,43,64
9:30,2916,Sam Burmeister made Free Throw.,43,65
9:09,-1,Nylan Yancy Turnover.,43,65
9:06,2916,Jorden Kite Steal.,43,65
8:56,2916,Keaton Hervey made Layup.,43,67
8:49,-1,Isaiah Specks missed Jumper.,43,67
8:49,2916,Christian Peevy Defensive Rebound.,43,67
8:30,2916,Simi Socks missed Layup.,43,67
8:30,-1,Nylan Yancy Defensive Rebound.,43,67
8:23,-1,Nylan Yancy missed Layup.,43,67
8:23,2916,Sam Burmeister Block.,43,67
8:21,2916,Incarnate Word Defensive Rebound.,43,67
8:14,-1,Foul on Nylan Yancy.,43,67
8:03,2916,Jorden Kite missed Three Point Jumper.,43,67
8:03,2916,Christian Peevy Offensive Rebound.,43,67
7:57,2916,Christian Peevy made Layup.,43,69
7:57,-1,Foul on Isaiah Specks.,43,69
7:57,2916,Official TV Timeout,43,69
7:57,2916,Christian Peevy missed Free Throw.,43,69
7:57,2916,Christian Peevy made Free Throw.,43,70
7:49,-1,Brian Blum missed Dunk.,43,70
7:49,2916,Devin Wyatt Block.,43,70
7:48,2916,Incarnate Word Defensive Rebound.,43,70
7:48,-1,Isaiah Specks missed Free Throw.,43,70
7:48,-1,Trinity (TX) Deadball Team Rebound.,43,70
7:48,-1,Isaiah Specks missed Free Throw.,43,70
7:48,2916,Devin Wyatt Defensive Rebound.,43,70
7:36,-1,Foul on Matthew Colliflower.,43,70
7:36,2916,Sam Burmeister made Free Throw.,43,71
7:36,2916,Sam Burmeister made Free Throw.,43,72
7:27,-1,Kevin Owens Turnover.,43,72
7:25,2916,Sam Burmeister Steal.,43,72
7:19,2916,Sam Burmeister made Layup.,43,74
7:08,-1,Stephen Molina missed Layup.,43,74
7:08,2916,Keaton Hervey Defensive Rebound.,43,74
6:56,2916,Devin Wyatt Turnover.,43,74
6:41,-1,Stephen Molina Turnover.,43,74
6:39,2916,Sam Burmeister Steal.,43,74
6:37,2916,Sam Burmeister made Layup.,43,76
6:23,-1,Brian Blum missed Jumper.,43,76
6:23,2916,Sam Burmeister Defensive Rebound.,43,76
6:13,2916,Jalin Hart made Layup.,43,78
6:01,-1,Stephen Molina made Layup.,45,78
6:01,2916,Foul on Jalin Hart.,45,78
6:01,-1,Stephen Molina made Free Throw.,46,78
5:48,2916,Sam Burmeister missed Three Point Jumper.,46,78
5:48,-1,Isaiah Specks Block.,46,78
5:44,-1,Taylor Kim Defensive Rebound.,46,78
5:43,-1,Isaiah Specks made Layup.,48,78
5:43,2916,Foul on Sam Burmeister.,48,78
5:43,-1,Isaiah Specks made Free Throw.,49,78
5:37,2916,Sam Burmeister made Layup.,49,80
5:20,-1,Isaiah Specks missed Layup.,49,80
5:20,2916,Myles Thornton Defensive Rebound.,49,80
5:11,2916,Jorden Kite made Three Point Jumper. Assisted by Jalin Hart.,49,83
4:57,2916,Foul on Myles Thornton.,49,83
4:57,-1,Isaiah Specks made Free Throw.,50,83
4:57,-1,Isaiah Specks missed Free Throw.,50,83
4:57,2916,Devin Wyatt Defensive Rebound.,50,83
4:44,2916,Incarnate Word  Timeout,50,83
4:33,-1,Foul on Kevin Owens.,50,83
4:33,2916,Myles Thornton made Free Throw.,50,84
4:33,2916,Myles Thornton missed Free Throw.,50,84
4:33,-1,Kevin Owens Defensive Rebound.,50,84
4:23,-1,Kobe Patterson missed Jumper.,50,84
4:23,2916,Devin Wyatt Block.,50,84
4:20,-1,Kobe Patterson Offensive Rebound.,50,84
4:07,-1,Kobe Patterson made Three Point Jumper. Assisted by Taylor Kim.,53,84
3:51,-1,Foul on Taylor Kim.,53,84
3:51,2916,Official TV Timeout,53,84
3:51,2916,Jalin Hart made Free Throw.,53,85
3:51,2916,Jalin Hart missed Free Throw.,53,85
3:51,-1,Jayden Holden Defensive Rebound.,53,85
3:37,-1,Nylan Yancy made Jumper.,55,85
3:14,2916,Christian Peevy missed Jumper.,55,85
3:14,2916,Devin Wyatt Offensive Rebound.,55,85
3:06,2916,Sam Burmeister missed Jumper.,55,85
3:06,2916,Devin Wyatt Offensive Rebound.,55,85
3:02,2916,Christian Peevy missed Dunk.,55,85
3:02,-1,Kevin Owens Defensive Rebound.,55,85
2:52,-1,Wyatt Ahrens missed Three Point Jumper.,55,85
2:52,2916,Christian Peevy Defensive Rebound.,55,85
2:45,2916,Jorden Kite missed Three Point Jumper.,55,85
2:45,-1,Nylan Yancy Defensive Rebound.,55,85
2:43,2916,Foul on Devin Wyatt.,55,85
2:43,-1,Nylan Yancy made Free Throw.,56,85
2:43,-1,Nylan Yancy made Free Throw.,57,85
2:34,-1,Foul on Nylan Yancy.,57,85
2:34,2916,Jalin Hart made Free Throw.,57,86
2:34,2916,Jalin Hart made Free Throw.,57,87
2:07,-1,Nylan Yancy Turnover.,57,87
1:54,2916,Devin Wyatt missed Jumper.,57,87
1:54,-1,Kobe Patterson Defensive Rebound.,57,87
1:46,-1,Nylan Yancy Turnover.,57,87
1:43,2916,Devin Wyatt Steal.,57,87
1:41,2916,Cody Graham made Layup.,57,89
1:26,-1,Kobe Patterson missed Jumper.,57,89
1:26,-1,Tyler Sawyer Offensive Rebound.,57,89
1:20,-1,Kobe Patterson missed Three Point Jumper.,57,89
1:20,2916,Jorden Kite Defensive Rebound.,57,89
1:12,2916,Augustine Ene missed Layup.,57,89
1:12,2916,Augustine Ene Offensive Rebound.,57,89
1:08,2916,Augustine Ene made Layup.,57,91
0:59,-1,Nylan Yancy Turnover.,57,91
0:57,2916,Augustine Ene Steal.,57,91
0:56,2916,Incarnate Word  Timeout,57,93
0:54,2916,Augustine Ene made Layup.,57,93
0:40,-1,Tyler Sawyer missed Jumper.,57,93
0:40,2916,Devin Wyatt Block.,57,93
0:37,2916,Jorden Kite Defensive Rebound.,57,93
0:09,2916,Cody Graham missed Jumper.,57,93
0:09,2916,Devin Wyatt Offensive Rebound.,57,93
0:00,2916,End of Game,57,93
