Tennessee Tech,2628,TCU,2635
13:18,2628,TCU Offensive Rebound.,7,15
12:50,2635,Foul on Shaq Calhoun.,7,15
12:34,2628,Ahmed Hamdy-Mohamed made Layup. Assisted by Jaylen Fisher.,7,17
12:16,2628,Foul on Kouat Noi.,7,17
12:14,2635,Mason Ramsey made Layup. Assisted by Kajon Mack.,9,17
12:04,2628,Jaylen Fisher made Three Point Jumper. Assisted by Desmond Bane.,9,20
11:38,2628,Official TV Timeout,9,20
11:37,2635,Aleksa Jugovic made Three Point Jumper. Assisted by Kajon Mack.,12,20
11:18,2628,Desmond Bane made Three Point Jumper. Assisted by Alex Robinson.,12,23
10:58,2635,Aleksa Jugovic missed Three Point Jumper.,12,23
10:58,2628,JD Miller Defensive Rebound.,12,23
10:48,2628,Desmond Bane missed Three Point Jumper.,12,23
10:48,2635,Kajon Mack Defensive Rebound.,12,23
10:37,2635,Mason Ramsey missed Three Point Jumper.,12,23
10:37,2628,Alex Robinson Defensive Rebound.,12,23
10:12,2635,Foul on Micaiah Henry.,12,23
10:07,2628,JD Miller made Layup.,12,25
9:33,2635,Tennessee Tech  Turnover.,12,25
9:24,2635,Foul on Kajon Mack.,12,25
9:17,2628,Alex Robinson Turnover.,12,25
9:09,2628,Foul on Vladimir Brodziansky.,12,25
9:06,2628,Foul on Ahmed Hamdy-Mohamed.,12,25
8:57,2635,Curtis Phillips Jr. missed Jumper.,12,25
8:57,2628,Desmond Bane Defensive Rebound.,12,25
8:34,2628,Kenrich Williams made Three Point Jumper. Assisted by Alex Robinson.,12,28
8:12,2635,Curtis Phillips Jr. made Jumper. Assisted by Courtney Alexander II.,14,28
8:04,2628,Kenrich Williams Turnover.,14,28
8:04,2628,Foul on Kenrich Williams.,14,28
7:53,2635,Mason Ramsey missed Layup.,14,28
7:53,2628,Ahmed Hamdy-Mohamed Defensive Rebound.,14,28
7:47,2628,Desmond Bane made Layup. Assisted by Alex Robinson.,14,30
7:31,2635,Curtis Phillips Jr. missed Three Point Jumper.,14,30
7:31,2628,Kouat Noi Defensive Rebound.,14,30
7:19,2628,Desmond Bane Turnover.,14,30
7:19,2628,Official TV Timeout,14,30
7:10,2635,Curtis Phillips Jr. Turnover.,14,30
7:03,2628,Desmond Bane missed Three Point Jumper.,14,30
7:03,2635,Aleksa Jugovic Defensive Rebound.,14,30
6:54,2635,Kajon Mack made Three Point Jumper. Assisted by Aleksa Jugovic.,17,30
6:31,2635,Foul on Mason Ramsey.,17,30
6:26,2635,Foul on Mason Ramsey.,17,30
6:26,2628,Vladimir Brodziansky missed Free Throw.,17,30
6:26,2628,TCU Offensive Rebound.,17,30
6:14,2635,Foul on Courtney Alexander II.,17,30
6:14,2628,Kouat Noi made Free Throw.,17,31
6:14,2628,Kouat Noi missed Free Throw.,17,31
6:14,2635,Courtney Alexander II Defensive Rebound.,17,31
5:49,2635,Curtis Phillips Jr. Turnover.,17,31
5:48,2628,Kenrich Williams Steal.,17,31
5:44,2628,Desmond Bane made Layup. Assisted by Kenrich Williams.,17,33
5:34,2628,Foul on Jaylen Fisher.,17,33
5:30,2635,Kajon Mack made Jumper.,19,33
5:17,2628,Vladimir Brodziansky made Layup. Assisted by Desmond Bane.,19,35
5:16,2635,Tennessee Tech  Timeout,19,35
5:00,2635,Kajon Mack Turnover.,19,35
4:59,2628,Kenrich Williams Steal.,19,35
4:47,2628,Desmond Bane made Three Point Jumper.,19,38
4:26,2635,Kajon Mack missed Three Point Jumper.,19,38
4:26,2628,Kenrich Williams Defensive Rebound.,19,38
4:17,2628,Kenrich Williams missed Jumper.,19,38
4:17,2628,Kouat Noi Offensive Rebound.,19,38
4:14,2628,Kouat Noi made Layup.,19,40
3:44,2635,Courtney Alexander II missed Layup.,19,40
3:44,2628,Vladimir Brodziansky Defensive Rebound.,19,40
3:37,2628,Kouat Noi missed Three Point Jumper.,19,40
3:37,2635,Courtney Alexander II Defensive Rebound.,19,40
3:27,2635,Curtis Phillips Jr. Turnover.,19,40
3:25,2628,Jaylen Fisher Steal.,19,40
3:22,2628,Desmond Bane missed Three Point Jumper.,19,40
3:22,2635,Tennessee Tech Deadball Team Rebound.,19,40
3:19,2628,Foul on Kenrich Williams.,19,40
3:19,2628,Official TV Timeout,19,40
3:18,2628,Official TV Timeout,19,40
3:13,2635,Shaq Calhoun missed Layup.,19,40
3:13,2628,Vladimir Brodziansky Block.,19,40
3:13,2635,Tennessee Tech Offensive Rebound.,19,40
2:56,2635,Shaq Calhoun missed Three Point Jumper.,19,40
2:56,2628,Vladimir Brodziansky Defensive Rebound.,19,40
2:46,2628,JD Miller missed Jumper.,19,40
2:46,2635,Courtney Alexander II Defensive Rebound.,19,40
2:35,2635,Kajon Mack missed Layup.,19,40
2:35,2635,Courtney Alexander II Offensive Rebound.,19,40
2:32,2635,Courtney Alexander II made Two Point Tip Shot.,21,40
2:18,2628,Desmond Bane made Three Point Jumper. Assisted by Alex Robinson.,21,43
2:13,2628,TCU  Timeout,21,43
2:03,2635,Aleksa Jugovic Turnover.,21,43
1:52,2628,JD Miller made Layup.,21,45
1:38,2635,Kajon Mack missed Three Point Jumper.,21,45
1:38,2628,Shawn Olden Defensive Rebound.,21,45
1:29,2628,Alex Robinson made Layup.,21,47
1:14,2635,Curtis Phillips Jr. made Three Point Jumper. Assisted by Aleksa Jugovic.,24,47
0:47,2628,Vladimir Brodziansky made Layup. Assisted by JD Miller.,24,49
0:33,2635,Aleksa Jugovic Turnover.,24,49
0:06,2628,Desmond Bane made Three Point Jumper. Assisted by Alex Robinson.,24,52
0:00,2628,End of 1st half,24,52
19:53,2628,Vladimir Brodziansky made Jumper. Assisted by Alex Robinson.,24,54
19:24,2635,Curtis Phillips Jr. Turnover.,24,54
19:21,2628,Alex Robinson Steal.,24,54
19:20,2628,Desmond Bane made Layup. Assisted by Alex Robinson.,24,56
18:59,2635,Mason Ramsey made Layup. Assisted by Kajon Mack.,26,56
18:45,2628,JD Miller made Three Point Jumper. Assisted by Alex Robinson.,26,59
18:20,2635,Aleksa Jugovic made Three Point Jumper. Assisted by Curtis Phillips Jr..,29,59
17:57,2628,Alex Robinson Turnover.,29,59
17:57,2635,Kajon Mack Steal.,29,59
17:42,2635,Kajon Mack missed Dunk.,29,59
17:42,2628,JD Miller Defensive Rebound.,29,59
17:37,2628,Desmond Bane missed Three Point Jumper.,29,59
17:37,2635,Kajon Mack Defensive Rebound.,29,59
17:16,2635,Courtney Alexander II Turnover.,29,59
17:15,2628,Kenrich Williams Steal.,29,59
17:11,2628,Kenrich Williams Turnover.,29,59
17:11,2628,Foul on Kenrich Williams.,29,59
17:05,2635,Kajon Mack made Three Point Jumper. Assisted by Courtney Alexander II.,32,59
16:33,2628,Jaylen Fisher Turnover.,32,59
16:28,2635,Aleksa Jugovic missed Layup.,32,59
16:28,2628,Desmond Bane Defensive Rebound.,32,59
16:21,2635,Foul on Kajon Mack.,32,59
16:21,2628,Alex Robinson made Free Throw.,32,60
16:21,2628,Alex Robinson made Free Throw.,32,61
16:11,2635,Aleksa Jugovic made Three Point Jumper. Assisted by Mason Ramsey.,35,61
15:55,2628,Desmond Bane made Three Point Jumper. Assisted by Vladimir Brodziansky.,35,64
15:35,2635,Curtis Phillips Jr. missed Jumper.,35,64
15:35,2628,Desmond Bane Defensive Rebound.,35,64
15:27,2635,Foul on Shaq Calhoun.,35,64
15:27,2628,Official TV Timeout,35,64
15:27,2628,Kouat Noi made Free Throw.,35,65
15:27,2628,Kouat Noi made Free Throw.,35,66
15:16,2635,Aleksa Jugovic missed Three Point Jumper.,35,66
15:16,2628,Jaylen Fisher Defensive Rebound.,35,66
14:49,2628,Vladimir Brodziansky made Three Point Jumper. Assisted by Kouat Noi.,35,69
14:30,2635,Mason Ramsey made Layup. Assisted by Aleksa Jugovic.,37,69
14:30,2628,Foul on Shawn Olden.,37,69
14:30,2635,Mason Ramsey made Free Throw.,38,69
14:14,2628,Ahmed Hamdy-Mohamed missed Layup.,38,69
14:14,2635,Mason Ramsey Defensive Rebound.,38,69
14:00,2635,Mason Ramsey missed Layup.,38,69
14:00,2628,Ahmed Hamdy-Mohamed Defensive Rebound.,38,69
13:52,2635,Foul on Aleksa Jugovic.,38,69
13:52,2628,Kouat Noi made Free Throw.,38,70
13:52,2628,Kouat Noi made Free Throw.,38,71
13:37,2635,Shaq Calhoun missed Jumper.,38,71
13:37,2628,Kenrich Williams Defensive Rebound.,38,71
13:24,2628,Jaylen Fisher made Three Point Jumper. Assisted by Kenrich Williams.,38,74
13:04,2628,Foul on Ahmed Hamdy-Mohamed.,38,74
12:59,2635,Shaq Calhoun made Layup. Assisted by Aleksa Jugovic.,40,74
12:44,2635,Foul on Shaq Calhoun.,40,74
12:30,2628,Ahmed Hamdy-Mohamed missed Layup.,40,74
12:30,2635,Micaiah Henry Block.,40,74
12:28,2635,Curtis Phillips Jr. Defensive Rebound.,40,74
12:09,2635,Curtis Phillips Jr. Turnover.,40,74
11:53,2628,Official TV Timeout,40,76
11:52,2628,JD Miller made Jumper.,40,76
11:52,2635,Foul on Micaiah Henry.,40,76
11:52,2628,Official TV Timeout,40,76
11:52,2628,JD Miller missed Free Throw.,40,76
11:52,2635,Courtney Alexander II Defensive Rebound.,40,76
11:45,2628,Foul on Jaylen Fisher.,40,76
11:33,2635,Aleksa Jugovic Turnover.,40,76
11:32,2628,Shawn Olden Steal.,40,76
11:27,2628,JD Miller made Three Point Jumper. Assisted by Jaylen Fisher.,40,79
11:09,2635,Mason Ramsey missed Jumper.,40,79
11:09,2628,JD Miller Defensive Rebound.,40,79
11:02,2628,Kenrich Williams missed Jumper.,40,79
11:02,2635,Courtney Alexander II Defensive Rebound.,40,79
10:53,2635,Courtney Alexander II Turnover.,40,79
10:46,2628,Kenrich Williams Turnover.,40,79
10:46,2628,Foul on Kenrich Williams.,40,79
10:32,2628,Foul on Ahmed Hamdy-Mohamed.,40,79
10:32,2635,Micaiah Henry missed Free Throw.,40,79
10:32,2635,Tennessee Tech Deadball Team Rebound.,40,79
10:32,2635,Micaiah Henry missed Free Throw.,40,79
10:32,2628,JD Miller Defensive Rebound.,40,79
10:09,2628,Jaylen Fisher Turnover.,40,79
10:07,2635,Aleksa Jugovic Steal.,40,79
9:58,2635,Kajon Mack missed Three Point Jumper.,40,79
9:58,2635,Micaiah Henry Offensive Rebound.,40,79
9:53,2635,Micaiah Henry missed Jumper.,40,79
9:53,2628,JD Miller Defensive Rebound.,40,79
9:37,2635,Foul on Mason Ramsey.,40,79
9:23,2628,Kouat Noi missed Layup.,40,79
9:23,2635,Mason Ramsey Block.,40,79
9:22,2628,Jaylen Fisher Offensive Rebound.,40,79
9:18,2628,Jaylen Fisher made Three Point Jumper.,40,82
9:02,2635,Mason Ramsey made Layup. Assisted by Cade Crosland.,42,82
8:47,2635,Foul on Kajon Mack.,42,82
8:47,2628,Jaylen Fisher made Free Throw.,42,83
8:47,2628,Jaylen Fisher made Free Throw.,42,84
8:33,2635,Curtis Phillips Jr. Turnover.,42,84
8:32,2628,Ahmed Hamdy-Mohamed Steal.,42,84
8:31,2628,Ahmed Hamdy-Mohamed made Dunk.,42,86
8:09,2635,Curtis Phillips Jr. made Three Point Jumper. Assisted by Mason Ramsey.,45,86
7:55,2628,RJ Nembhard Turnover.,45,86
7:54,2635,Aleksa Jugovic Steal.,45,86
7:44,2635,Mason Ramsey missed Layup.,45,86
7:44,2635,Mason Ramsey Offensive Rebound.,45,86
7:40,2628,Foul on RJ Nembhard.,45,86
7:40,2628,Official TV Timeout,45,86
7:40,2635,Mason Ramsey missed Free Throw.,45,86
7:40,2635,Tennessee Tech Deadball Team Rebound.,45,86
7:40,2635,Mason Ramsey made Free Throw.,46,86
7:26,2628,Ahmed Hamdy-Mohamed Turnover.,46,86
7:26,2628,Foul on Ahmed Hamdy-Mohamed.,46,86
7:12,2635,Curtis Phillips Jr. missed Three Point Jumper.,46,86
7:12,2628,Kouat Noi Defensive Rebound.,46,86
7:03,2628,Dalton Dry made Three Point Jumper. Assisted by RJ Nembhard.,46,89
6:44,2635,Aleksa Jugovic missed Three Point Jumper.,46,89
6:44,2628,Ahmed Hamdy-Mohamed Defensive Rebound.,46,89
6:22,2628,Kouat Noi made Layup.,46,91
6:22,2635,Foul on Cade Crosland.,46,91
6:22,2628,Kouat Noi missed Free Throw.,46,91
6:22,2635,Micaiah Henry Defensive Rebound.,46,91
6:06,2635,Kajon Mack made Jumper.,48,91
5:52,2628,RJ Nembhard missed Three Point Jumper.,48,91
5:52,2635,Courtney Alexander II Defensive Rebound.,48,91
5:44,2635,Courtney Alexander II made Layup.,50,91
5:17,2628,RJ Nembhard missed Layup.,50,91
5:17,2635,Micaiah Henry Block.,50,91
5:15,2635,Courtney Alexander II Defensive Rebound.,50,91
5:00,2635,Micaiah Henry made Layup. Assisted by Cade Crosland.,52,91
4:35,2635,Foul on Courtney Alexander II.,52,91
4:35,2628,Dalton Dry made Free Throw.,52,92
4:35,2628,Dalton Dry missed Free Throw.,52,92
4:35,2635,Kajon Mack Defensive Rebound.,52,92
4:25,2635,Kajon Mack Turnover.,52,92
4:24,2628,Dalton Dry Steal.,52,92
4:22,2635,Foul on Curtis Phillips Jr..,52,92
4:22,2628,Dalton Dry made Free Throw.,52,93
4:22,2628,Dalton Dry made Free Throw.,52,94
4:11,2635,Kajon Mack missed Jumper.,52,94
4:11,2628,JD Miller Defensive Rebound.,52,94
3:57,2628,RJ Nembhard Turnover.,52,94
3:56,2635,Curtis Phillips Jr. Steal.,52,94
3:53,2635,Shaq Calhoun missed Three Point Jumper.,52,94
3:53,2628,RJ Nembhard Defensive Rebound.,52,94
3:43,2628,RJ Nembhard missed Three Point Jumper.,52,94
3:43,2628,JD Miller Offensive Rebound.,52,94
3:38,2628,JD Miller made Three Point Jumper.,52,97
3:24,2635,Shaq Calhoun made Jumper.,54,97
3:24,2628,Foul on Clayton Crawford.,54,97
3:24,2628,Official TV Timeout,54,97
3:24,2635,Shaq Calhoun made Free Throw.,55,97
3:07,2628,Shawn Olden missed Three Point Jumper.,55,97
3:07,2635,Courtney Alexander II Defensive Rebound.,55,97
2:57,2635,Curtis Phillips Jr. made Layup. Assisted by Courtney Alexander II.,57,97
2:46,2635,Foul on Curtis Phillips Jr..,57,97
2:46,2628,RJ Nembhard missed Free Throw.,57,97
2:46,2628,TCU Deadball Team Rebound.,57,97
2:46,2628,RJ Nembhard missed Free Throw.,57,97
2:46,2635,Micaiah Henry Defensive Rebound.,57,97
2:35,2635,Curtis Phillips Jr. missed Three Point Jumper.,57,97
2:35,2635,Tennessee Tech Deadball Team Rebound.,57,97
2:33,2628,Foul on Clayton Crawford.,57,97
2:33,2635,Micaiah Henry missed Free Throw.,57,97
2:33,2635,Tennessee Tech Deadball Team Rebound.,57,97
2:33,2635,Micaiah Henry missed Free Throw.,57,97
2:33,2628,JD Miller Defensive Rebound.,57,97
2:24,2628,RJ Nembhard Turnover.,57,97
2:24,2628,Foul on RJ Nembhard.,57,97
2:11,2635,Cade Crosland missed Three Point Jumper.,57,97
2:11,2628,RJ Nembhard Defensive Rebound.,57,97
2:01,2628,JD Miller missed Three Point Jumper.,57,97
2:01,2635,Courtney Alexander II Defensive Rebound.,57,97
1:51,2635,Curtis Phillips Jr. made Jumper.,59,97
1:48,2635,Tennessee Tech  Timeout,59,97
1:45,2628,Dalton Dry missed Three Point Jumper.,59,97
1:45,2628,RJ Nembhard Offensive Rebound.,59,97
1:39,2628,RJ Nembhard made Dunk.,59,99
1:16,2635,Cade Crosland made Jumper. Assisted by Micaiah Henry.,61,99
0:55,2635,Foul on Shaq Calhoun.,61,99
0:55,2628,RJ Nembhard missed Free Throw.,61,99
0:55,2628,TCU Deadball Team Rebound.,61,99
0:55,2628,RJ Nembhard made Free Throw.,61,100
0:45,2635,Cade Crosland missed Jumper.,61,100
0:45,2628,Clayton Crawford Defensive Rebound.,61,100
0:23,2628,Shawn Olden Turnover.,61,100
0:22,2635,Micaiah Henry Steal.,61,100
0:19,2628,Foul on Dalton Dry.,61,100
0:19,2635,Cade Crosland made Free Throw.,62,100
0:19,2635,Cade Crosland made Free Throw.,63,100
0:00,2628,End of Game,63,100
