Anderson (IN),Error,IUPUI,85
10:42,2023,Cory Kreiger Turnover.,33,55
10:18,85,Jaylen Minnett Turnover.,33,55
10:16,2023,Trevor Lucas Steal.,33,55
10:00,2023,Trevor Lucas Turnover.,33,55
9:46,85,Evan Borgman made Dunk. Assisted by Jaylen Minnett.,33,57
9:36,2023,Stanley Duncan missed Jumper.,33,57
9:35,85,Maurice Kirby Defensive Rebound.,33,57
9:30,85,T.J. Henderson missed Three Point Jumper.,33,57
9:27,85,Maurice Kirby Offensive Rebound.,33,57
9:26,85,Maurice Kirby made Layup.,33,59
9:17,2023,Anderson (IN)  Timeout,33,59
9:17,85,Official TV Timeout,33,59
9:00,85,Foul on Jaylen Minnett.,33,59
8:49,2023,Trevor Lucas missed Three Point Jumper.,33,59
8:47,85,T.J. Henderson Defensive Rebound.,33,59
8:40,85,Aaron Brennan made Layup. Assisted by T.J. Henderson.,33,61
8:23,2023,Cole Hartman Turnover.,33,61
8:11,85,Jaylen Minnett made Three Point Jumper.,33,64
7:53,2023,Trevor Lucas missed Layup.,33,64
7:53,85,T.J. Henderson Block.,33,64
7:52,2023,Anderson (IN) Offensive Rebound.,33,64
7:52,85,Official TV Timeout,33,64
7:39,2023,Malik Laffoon missed Jumper.,33,64
7:38,85,Aaron Brennan Defensive Rebound.,33,64
7:24,85,Aaron Brennan Turnover.,33,64
7:02,2023,Brady Ashton missed Three Point Jumper.,33,64
6:59,85,Ron Patterson Defensive Rebound.,33,64
6:40,85,Chad Hudson missed Three Point Jumper.,33,64
6:38,2023,Ronny Williams Defensive Rebound.,33,64
6:23,2023,Ronny Williams missed Layup.,33,64
6:23,85,Ron Patterson Block.,33,64
6:20,85,Evan Borgman Defensive Rebound.,33,64
6:09,85,Evan Borgman Turnover.,33,64
6:08,2023,Mike Peters Steal.,33,64
5:51,2023,Foul on Ronny Williams.,33,64
5:51,85,Chad Hudson made Free Throw.,33,65
5:51,85,Chad Hudson made Free Throw.,33,66
5:32,2023,Stanley Duncan missed Three Point Jumper.,33,66
5:30,85,D.J. McCall Defensive Rebound.,33,66
5:18,85,D.J. McCall Turnover.,33,66
5:17,2023,Ronny Williams Steal.,33,66
5:13,2023,Ronny Williams made Layup.,35,66
4:51,85,D.J. McCall Turnover.,35,66
4:50,2023,Brady Ashton Steal.,35,66
4:45,2023,Mike Peters made Layup.,37,66
4:24,85,Elyjah Goss made Layup. Assisted by Chad Hudson.,37,68
4:10,85,Foul on Chad Hudson.,37,68
4:10,2023,Malik Laffoon made Free Throw.,38,68
4:10,2023,Malik Laffoon missed Free Throw.,38,68
4:10,85,Elyjah Goss Defensive Rebound.,38,68
4:03,85,Jaylen Minnett Turnover.,38,68
3:52,2023,Trevor Lucas missed Three Point Jumper.,38,68
3:50,85,Elyjah Goss Defensive Rebound.,38,68
3:49,85,Official TV Timeout,38,68
3:29,85,Elyjah Goss made Jumper.,38,70
3:09,85,Foul on Noah Thomas.,38,70
3:09,2023,Cole Hartman missed Free Throw.,38,70
3:09,85,Elyjah Goss Defensive Rebound.,38,70
2:50,85,Chad Hudson Turnover.,38,70
2:37,85,Foul on Noah Thomas.,38,70
2:37,85,Technical Foul on Noah Thomas.,38,70
2:37,85,Foul on Noah Thomas.,38,70
2:37,2023,Trevor Lucas made Free Throw.,39,70
2:37,2023,Trevor Lucas missed Free Throw.,39,70
2:37,2023,Anderson (IN) Deadball Team Rebound.,39,70
2:37,2023,Brady Ashton made Free Throw.,40,70
2:37,2023,Brady Ashton missed Free Throw.,40,70
2:37,85,Evan Borgman Defensive Rebound.,40,70
2:09,85,D.J. McCall missed Three Point Jumper.,40,70
2:07,85,Noah Thomas Offensive Rebound.,40,70
2:07,2023,Foul on Brady Ashton.,40,70
2:07,85,Noah Thomas made Free Throw.,40,71
2:07,85,Noah Thomas made Free Throw.,40,72
1:45,2023,Malik Laffoon made Three Point Jumper. Assisted by Cory Kreiger.,43,72
1:42,2023,Anderson (IN)  Timeout,43,72
1:31,85,Evan Borgman missed Three Point Jumper.,43,72
1:28,2023,Shea Ingles Defensive Rebound.,43,72
1:18,2023,Ren Crump missed Three Point Jumper.,43,72
1:16,85,Noah Thomas Defensive Rebound.,43,72
1:03,2023,Foul on Ren Crump.,43,72
1:03,85,Evan Borgman made Free Throw.,43,73
1:03,85,Evan Borgman made Free Throw.,43,74
0:43,2023,Isaiah Lockhart Turnover.,43,74
0:32,2023,Foul on Isaiah Lockhart.,43,74
0:32,85,Chad Hudson missed Free Throw.,43,74
0:32,85,IUPUI Deadball Team Rebound.,43,74
0:32,85,Chad Hudson made Free Throw.,43,75
